condition,repeat,n_types,workers,ari,left_buildings,right_buildings
manual,16,4,24,0.483451536643026,2t7WUuJeko7|7y3sRwLe3Va|UwV83HsGsw3|VLzqgDo317F|X7HyMhZNoso|e9zR4mvMWw7|jh4fc5c5qoQ|pRbA3pwrgk9|q9vSo1VnCiC|rPc6DW4iMge|x8F5xyUWy9e,B6ByNegPMKs|S9hNv5qa7GM|VFuaQ6m2Qom|Z6MFQCViBuw|b8cTxDM8gDG|jtcxE69GiFV|pa4otMbVnkk|uNb9QFRL6hY|wc2JMjhGNzB|yqstnuAEVhm|zsNo4HB9uLZ
manual,17,2,24,-0.043478260869565216,7y3sRwLe3Va|B6ByNegPMKs|S9hNv5qa7GM|VFuaQ6m2Qom|Z6MFQCViBuw|e9zR4mvMWw7|pRbA3pwrgk9|pa4otMbVnkk|q9vSo1VnCiC|uNb9QFRL6hY|zsNo4HB9uLZ,2t7WUuJeko7|UwV83HsGsw3|VLzqgDo317F|X7HyMhZNoso|b8cTxDM8gDG|jh4fc5c5qoQ|jtcxE69GiFV|rPc6DW4iMge|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm
manual,17,3,24,1.0,7y3sRwLe3Va|B6ByNegPMKs|S9hNv5qa7GM|VFuaQ6m2Qom|Z6MFQCViBuw|e9zR4mvMWw7|pRbA3pwrgk9|pa4otMbVnkk|q9vSo1VnCiC|uNb9QFRL6hY|zsNo4HB9uLZ,2t7WUuJeko7|UwV83HsGsw3|VLzqgDo317F|X7HyMhZNoso|b8cTxDM8gDG|jh4fc5c5qoQ|jtcxE69GiFV|rPc6DW4iMge|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm
manual,17,4,24,0.483451536643026,7y3sRwLe3Va|B6ByNegPMKs|S9hNv5qa7GM|VFuaQ6m2Qom|Z6MFQCViBuw|e9zR4mvMWw7|pRbA3pwrgk9|pa4otMbVnkk|q9vSo1VnCiC|uNb9QFRL6hY|zsNo4HB9uLZ,2t7WUuJeko7|UwV83HsGsw3|VLzqgDo317F|X7HyMhZNoso|b8cTxDM8gDG|jh4fc5c5qoQ|jtcxE69GiFV|rPc6DW4iMge|wc2JMjhGNzB|x8F5xyUWy9e|yqstnuAEVhm
manual,18,2,24,-0.043478260869565216,S9hNv5qa7GM|UwV83HsGsw3|VFuaQ6m2Qom|X7HyMhZNoso|Z6MFQCViBuw|jtcxE69GiFV|pRbA3pwrgk9|pa4otMbVnkk|q9vSo1VnCiC|rPc6DW4iMge|x8F5xyUWy9e,2t7WUuJeko7|7y3sRwLe3Va|B6ByNegPMKs|VLzqgDo317F|b8cTxDM8gDG|e9zR4mvMWw7|jh4fc5c5qoQ|uNb9QFRL6hY|wc2JMjhGNzB|yqstnuAEVhm|zsNo4HB9uLZ
manual,18,3,24,0.44242424242424244,S9hNv5qa7GM|UwV83HsGsw3|VFuaQ6m2Qom|X7HyMhZNoso|Z6MFQCViBuw|jtcxE69GiFV|pRbA3pwrgk9|pa4otMbVnkk|q9vSo1VnCiC|rPc6DW4iMge|x8F5xyUWy9e,2t7WUuJeko7|7y3sRwLe3Va|B6ByNegPMKs|VLzqgDo317F|b8cTxDM8gDG|e9zR4mvMWw7|jh4fc5c5qoQ|uNb9QFRL6hY|wc2JMjhGNzB|yqstnuAEVhm|zsNo4HB9uLZ
manual,18,4,24,0.6017316017316018,S9hNv5qa7GM|UwV83HsGsw3|VFuaQ6m2Qom|X7HyMhZNoso|Z6MFQCViBuw|jtcxE69GiFV|pRbA3pwrgk9|pa4otMbVnkk|q9vSo1VnCiC|rPc6DW4iMge|x8F5xyUWy9e,2t7WUuJeko7|7y3sRwLe3Va|B6ByNegPMKs|VLzqgDo317F|b8cTxDM8gDG|e9zR4mvMWw7|jh4fc5c5qoQ|uNb9QFRL6hY|wc2JMjhGNzB|yqstnuAEVhm|zsNo4HB9uLZ
manual,19,2,24,-0.043478260869565216,2t7WUuJeko7|7y3sRwLe3Va|S9hNv5qa7GM|UwV83HsGsw3|VFuaQ6m2Qom|X7HyMhZNoso|jh4fc5c5qoQ|pa4otMbVnkk|rPc6DW4iMge|uNb9QFRL6hY|x8F5xyUWy9e,B6ByNegPMKs|VLzqgDo317F|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|jtcxE69GiFV|pRbA3pwrgk9|q9vSo1VnCiC|wc2JMjhGNzB|yqstnuAEVhm|zsNo4HB9uLZ
manual,19,3,24,0.44242424242424244,2t7WUuJeko7|7y3sRwLe3Va|S9hNv5qa7GM|UwV83HsGsw3|VFuaQ6m2Qom|X7HyMhZNoso|jh4fc5c5qoQ|pa4otMbVnkk|rPc6DW4iMge|uNb9QFRL6hY|x8F5xyUWy9e,B6ByNegPMKs|VLzqgDo317F|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|jtcxE69GiFV|pRbA3pwrgk9|q9vSo1VnCiC|wc2JMjhGNzB|yqstnuAEVhm|zsNo4HB9uLZ
manual,19,4,24,0.3709886048660302,2t7WUuJeko7|7y3sRwLe3Va|S9hNv5qa7GM|UwV83HsGsw3|VFuaQ6m2Qom|X7HyMhZNoso|jh4fc5c5qoQ|pa4otMbVnkk|rPc6DW4iMge|uNb9QFRL6hY|x8F5xyUWy9e,B6ByNegPMKs|VLzqgDo317F|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|jtcxE69GiFV|pRbA3pwrgk9|q9vSo1VnCiC|wc2JMjhGNzB|yqstnuAEVhm|zsNo4HB9uLZ
semi,0,2,24,1.0,7y3sRwLe3Va|UwV83HsGsw3|X7HyMhZNoso|b8cTxDM8gDG|e9zR4mvMWw7|uNb9QFRL6hY,B6ByNegPMKs|Z6MFQCViBuw|q9vSo1VnCiC|rPc6DW4iMge|wc2JMjhGNzB|yqstnuAEVhm
semi,0,3,24,0.5385427666314678,7y3sRwLe3Va|UwV83HsGsw3|X7HyMhZNoso|b8cTxDM8gDG|e9zR4mvMWw7|uNb9QFRL6hY,B6ByNegPMKs|Z6MFQCViBuw|q9vSo1VnCiC|rPc6DW4iMge|wc2JMjhGNzB|yqstnuAEVhm
semi,0,4,24,0.3715647339158062,7y3sRwLe3Va|UwV83HsGsw3|X7HyMhZNoso|b8cTxDM8gDG|e9zR4mvMWw7|uNb9QFRL6hY,B6ByNegPMKs|Z6MFQCViBuw|q9vSo1VnCiC|rPc6DW4iMge|wc2JMjhGNzB|yqstnuAEVhm
semi,1,2,21,-0.06378986866791744,UwV83HsGsw3|X7HyMhZNoso|b8cTxDM8gDG|q9vSo1VnCiC|uNb9QFRL6hY|yqstnuAEVhm,7y3sRwLe3Va|B6ByNegPMKs|Z6MFQCViBuw|e9zR4mvMWw7|rPc6DW4iMge|wc2JMjhGNzB
semi,1,3,21,0.31266846361185985,UwV83HsGsw3|X7HyMhZNoso|b8cTxDM8gDG|q9vSo1VnCiC|uNb9QFRL6hY|yqstnuAEVhm,7y3sRwLe3Va|B6ByNegPMKs|Z6MFQCViBuw|e9zR4mvMWw7|rPc6DW4iMge|wc2JMjhGNzB
semi,1,4,21,0.3050782741504391,UwV83HsGsw3|X7HyMhZNoso|b8cTxDM8gDG|q9vSo1VnCiC|uNb9QFRL6hY|yqstnuAEVhm,7y3sRwLe3Va|B6ByNegPMKs|Z6MFQCViBuw|e9zR4mvMWw7|rPc6DW4iMge|wc2JMjhGNzB
semi,2,2,24,0.6145251396648045,7y3sRwLe3Va|X7HyMhZNoso|b8cTxDM8gDG|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB,B6ByNegPMKs|UwV83HsGsw3|Z6MFQCViBuw|e9zR4mvMWw7|q9vSo1VnCiC|yqstnuAEVhm
semi,2,3,24,0.44259038537941997,7y3sRwLe3Va|X7HyMhZNoso|b8cTxDM8gDG|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB,B6ByNegPMKs|UwV83HsGsw3|Z6MFQCViBuw|e9zR4mvMWw7|q9vSo1VnCiC|yqstnuAEVhm
semi,2,4,24,0.5343533655244633,7y3sRwLe3Va|X7HyMhZNoso|b8cTxDM8gDG|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB,B6ByNegPMKs|UwV83HsGsw3|Z6MFQCViBuw|e9zR4mvMWw7|q9vSo1VnCiC|yqstnuAEVhm
semi,3,2,24,0.6145251396648045,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|Z6MFQCViBuw|b8cTxDM8gDG|yqstnuAEVhm,X7HyMhZNoso|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB
semi,3,3,24,0.44259038537941997,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|Z6MFQCViBuw|b8cTxDM8gDG|yqstnuAEVhm,X7HyMhZNoso|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB
semi,3,4,24,0.42786069651741293,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|Z6MFQCViBuw|b8cTxDM8gDG|yqstnuAEVhm,X7HyMhZNoso|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB
semi,4,2,24,1.0,B6ByNegPMKs|UwV83HsGsw3|Z6MFQCViBuw|q9vSo1VnCiC|rPc6DW4iMge|yqstnuAEVhm,7y3sRwLe3Va|X7HyMhZNoso|b8cTxDM8gDG|e9zR4mvMWw7|uNb9QFRL6hY|wc2JMjhGNzB
semi,4,3,24,0.5385427666314678,B6ByNegPMKs|UwV83HsGsw3|Z6MFQCViBuw|q9vSo1VnCiC|rPc6DW4iMge|yqstnuAEVhm,7y3sRwLe3Va|X7HyMhZNoso|b8cTxDM8gDG|e9zR4mvMWw7|uNb9QFRL6hY|wc2JMjhGNzB
semi,4,4,24,0.3715647339158062,B6ByNegPMKs|UwV83HsGsw3|Z6MFQCViBuw|q9vSo1VnCiC|rPc6DW4iMge|yqstnuAEVhm,7y3sRwLe3Va|X7HyMhZNoso|b8cTxDM8gDG|e9zR4mvMWw7|uNb9QFRL6hY|wc2JMjhGNzB
semi,5,2,24,-0.09304652326163082,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|rPc6DW4iMge|wc2JMjhGNzB,Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|q9vSo1VnCiC|uNb9QFRL6hY|yqstnuAEVhm
semi,5,3,24,0.08804992963348222,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|rPc6DW4iMge|wc2JMjhGNzB,Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|q9vSo1VnCiC|uNb9QFRL6hY|yqstnuAEVhm
semi,5,4,24,0.11398879155557974,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|rPc6DW4iMge|wc2JMjhGNzB,Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|q9vSo1VnCiC|uNb9QFRL6hY|yqstnuAEVhm
semi,6,2,24,0.6145251396648045,7y3sRwLe3Va|UwV83HsGsw3|b8cTxDM8gDG|q9vSo1VnCiC|uNb9QFRL6hY|wc2JMjhGNzB,B6ByNegPMKs|X7HyMhZNoso|Z6MFQCViBuw|e9zR4mvMWw7|rPc6DW4iMge|yqstnuAEVhm
semi,6,3,24,0.21516587677725119,7y3sRwLe3Va|UwV83HsGsw3|b8cTxDM8gDG|q9vSo1VnCiC|uNb9QFRL6hY|wc2JMjhGNzB,B6ByNegPMKs|X7HyMhZNoso|Z6MFQCViBuw|e9zR4mvMWw7|rPc6DW4iMge|yqstnuAEVhm
semi,6,4,24,0.036593170050613764,7y3sRwLe3Va|UwV83HsGsw3|b8cTxDM8gDG|q9vSo1VnCiC|uNb9QFRL6hY|wc2JMjhGNzB,B6ByNegPMKs|X7HyMhZNoso|Z6MFQCViBuw|e9zR4mvMWw7|rPc6DW4iMge|yqstnuAEVhm
semi,7,2,24,1.0,B6ByNegPMKs|X7HyMhZNoso|Z6MFQCViBuw|e9zR4mvMWw7|rPc6DW4iMge|uNb9QFRL6hY,7y3sRwLe3Va|UwV83HsGsw3|b8cTxDM8gDG|q9vSo1VnCiC|wc2JMjhGNzB|yqstnuAEVhm
semi,7,3,24,0.4791418355184744,B6ByNegPMKs|X7HyMhZNoso|Z6MFQCViBuw|e9zR4mvMWw7|rPc6DW4iMge|uNb9QFRL6hY,7y3sRwLe3Va|UwV83HsGsw3|b8cTxDM8gDG|q9vSo1VnCiC|wc2JMjhGNzB|yqstnuAEVhm
semi,7,4,24,0.29350165803711675,B6ByNegPMKs|X7HyMhZNoso|Z6MFQCViBuw|e9zR4mvMWw7|rPc6DW4iMge|uNb9QFRL6hY,7y3sRwLe3Va|UwV83HsGsw3|b8cTxDM8gDG|q9vSo1VnCiC|wc2JMjhGNzB|yqstnuAEVhm
semi,8,2,23,1.0,UwV83HsGsw3|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|q9vSo1VnCiC|rPc6DW4iMge,7y3sRwLe3Va|B6ByNegPMKs|e9zR4mvMWw7|uNb9QFRL6hY|wc2JMjhGNzB|yqstnuAEVhm
semi,8,3,23,0.6574991093694336,UwV83HsGsw3|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|q9vSo1VnCiC|rPc6DW4iMge,7y3sRwLe3Va|B6ByNegPMKs|e9zR4mvMWw7|uNb9QFRL6hY|wc2JMjhGNzB|yqstnuAEVhm
semi,8,4,23,0.4409929815440603,UwV83HsGsw3|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|q9vSo1VnCiC|rPc6DW4iMge,7y3sRwLe3Va|B6ByNegPMKs|e9zR4mvMWw7|uNb9QFRL6hY|wc2JMjhGNzB|yqstnuAEVhm
semi,9,2,24,0.6145251396648045,B6ByNegPMKs|UwV83HsGsw3|Z6MFQCViBuw|rPc6DW4iMge|uNb9QFRL6hY|yqstnuAEVhm,7y3sRwLe3Va|X7HyMhZNoso|b8cTxDM8gDG|e9zR4mvMWw7|q9vSo1VnCiC|wc2JMjhGNzB
semi,9,3,24,0.3389324374766704,B6ByNegPMKs|UwV83HsGsw3|Z6MFQCViBuw|rPc6DW4iMge|uNb9QFRL6hY|yqstnuAEVhm,7y3sRwLe3Va|X7HyMhZNoso|b8cTxDM8gDG|e9zR4mvMWw7|q9vSo1VnCiC|wc2JMjhGNzB
semi,9,4,24,0.3539882968894364,B6ByNegPMKs|UwV83HsGsw3|Z6MFQCViBuw|rPc6DW4iMge|uNb9QFRL6hY|yqstnuAEVhm,7y3sRwLe3Va|X7HyMhZNoso|b8cTxDM8gDG|e9zR4mvMWw7|q9vSo1VnCiC|wc2JMjhGNzB
semi,10,2,24,-0.09304652326163082,B6ByNegPMKs|UwV83HsGsw3|Z6MFQCViBuw|e9zR4mvMWw7|wc2JMjhGNzB|yqstnuAEVhm,7y3sRwLe3Va|X7HyMhZNoso|b8cTxDM8gDG|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY
semi,10,3,24,-0.10354957160342718,B6ByNegPMKs|UwV83HsGsw3|Z6MFQCViBuw|e9zR4mvMWw7|wc2JMjhGNzB|yqstnuAEVhm,7y3sRwLe3Va|X7HyMhZNoso|b8cTxDM8gDG|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY
semi,10,4,24,0.3709886048660302,B6ByNegPMKs|UwV83HsGsw3|Z6MFQCViBuw|e9zR4mvMWw7|wc2JMjhGNzB|yqstnuAEVhm,7y3sRwLe3Va|X7HyMhZNoso|b8cTxDM8gDG|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY
semi,11,2,24,-0.09304652326163082,B6ByNegPMKs|UwV83HsGsw3|b8cTxDM8gDG|rPc6DW4iMge|wc2JMjhGNzB|yqstnuAEVhm,7y3sRwLe3Va|X7HyMhZNoso|Z6MFQCViBuw|e9zR4mvMWw7|q9vSo1VnCiC|uNb9QFRL6hY
semi,11,3,24,0.1501787842669845,B6ByNegPMKs|UwV83HsGsw3|b8cTxDM8gDG|rPc6DW4iMge|wc2JMjhGNzB|yqstnuAEVhm,7y3sRwLe3Va|X7HyMhZNoso|Z6MFQCViBuw|e9zR4mvMWw7|q9vSo1VnCiC|uNb9QFRL6hY
semi,11,4,24,0.33924587844822895,B6ByNegPMKs|UwV83HsGsw3|b8cTxDM8gDG|rPc6DW4iMge|wc2JMjhGNzB|yqstnuAEVhm,7y3sRwLe3Va|X7HyMhZNoso|Z6MFQCViBuw|e9zR4mvMWw7|q9vSo1VnCiC|uNb9QFRL6hY
semi,12,2,24,1.0,7y3sRwLe3Va|B6ByNegPMKs|X7HyMhZNoso|Z6MFQCViBuw|q9vSo1VnCiC|rPc6DW4iMge,UwV83HsGsw3|b8cTxDM8gDG|e9zR4mvMWw7|uNb9QFRL6hY|wc2JMjhGNzB|yqstnuAEVhm
semi,12,3,24,0.5385427666314678,7y3sRwLe3Va|B6ByNegPMKs|X7HyMhZNoso|Z6MFQCViBuw|q9vSo1VnCiC|rPc6DW4iMge,UwV83HsGsw3|b8cTxDM8gDG|e9zR4mvMWw7|uNb9QFRL6hY|wc2JMjhGNzB|yqstnuAEVhm
semi,12,4,24,0.8576083414793092,7y3sRwLe3Va|B6ByNegPMKs|X7HyMhZNoso|Z6MFQCViBuw|q9vSo1VnCiC|rPc6DW4iMge,UwV83HsGsw3|b8cTxDM8gDG|e9zR4mvMWw7|uNb9QFRL6hY|wc2JMjhGNzB|yqstnuAEVhm
semi,13,2,24,-0.08150470219435736,UwV83HsGsw3|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|uNb9QFRL6hY|wc2JMjhGNzB,7y3sRwLe3Va|B6ByNegPMKs|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|yqstnuAEVhm
semi,13,3,24,0.3243574051407589,UwV83HsGsw3|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|uNb9QFRL6hY|wc2JMjhGNzB,7y3sRwLe3Va|B6ByNegPMKs|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|yqstnuAEVhm
semi,13,4,24,0.4304835201606157,UwV83HsGsw3|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|uNb9QFRL6hY|wc2JMjhGNzB,7y3sRwLe3Va|B6ByNegPMKs|e9zR4mvMWw7|q9vSo1VnCiC|rPc6DW4iMge|yqstnuAEVhm
semi,14,2,24,1.0,7y3sRwLe3Va|B6ByNegPMKs|X7HyMhZNoso|e9zR4mvMWw7|q9vSo1VnCiC|yqstnuAEVhm,UwV83HsGsw3|Z6MFQCViBuw|b8cTxDM8gDG|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB
semi,14,3,24,0.4791418355184744,7y3sRwLe3Va|B6ByNegPMKs|X7HyMhZNoso|e9zR4mvMWw7|q9vSo1VnCiC|yqstnuAEVhm,UwV83HsGsw3|Z6MFQCViBuw|b8cTxDM8gDG|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB
semi,14,4,24,0.3715647339158062,7y3sRwLe3Va|B6ByNegPMKs|X7HyMhZNoso|e9zR4mvMWw7|q9vSo1VnCiC|yqstnuAEVhm,UwV83HsGsw3|Z6MFQCViBuw|b8cTxDM8gDG|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB
semi,15,2,24,1.0,7y3sRwLe3Va|X7HyMhZNoso|Z6MFQCViBuw|q9vSo1VnCiC|uNb9QFRL6hY|wc2JMjhGNzB,B6ByNegPMKs|UwV83HsGsw3|b8cTxDM8gDG|e9zR4mvMWw7|rPc6DW4iMge|yqstnuAEVhm
semi,15,3,24,0.6622407146790675,7y3sRwLe3Va|X7HyMhZNoso|Z6MFQCViBuw|q9vSo1VnCiC|uNb9QFRL6hY|wc2JMjhGNzB,B6ByNegPMKs|UwV83HsGsw3|b8cTxDM8gDG|e9zR4mvMWw7|rPc6DW4iMge|yqstnuAEVhm
semi,15,4,24,0.3715647339158062,7y3sRwLe3Va|X7HyMhZNoso|Z6MFQCViBuw|q9vSo1VnCiC|uNb9QFRL6hY|wc2JMjhGNzB,B6ByNegPMKs|UwV83HsGsw3|b8cTxDM8gDG|e9zR4mvMWw7|rPc6DW4iMge|yqstnuAEVhm
semi,16,2,24,0.41721854304635764,7y3sRwLe3Va|UwV83HsGsw3|b8cTxDM8gDG|e9zR4mvMWw7|rPc6DW4iMge|wc2JMjhGNzB,B6ByNegPMKs|X7HyMhZNoso|Z6MFQCViBuw|q9vSo1VnCiC|uNb9QFRL6hY|yqstnuAEVhm
semi,16,3,24,0.20740900279991384,7y3sRwLe3Va|UwV83HsGsw3|b8cTxDM8gDG|e9zR4mvMWw7|rPc6DW4iMge|wc2JMjhGNzB,B6ByNegPMKs|X7HyMhZNoso|Z6MFQCViBuw|q9vSo1VnCiC|uNb9QFRL6hY|yqstnuAEVhm
semi,16,4,24,0.26715686274509803,7y3sRwLe3Va|UwV83HsGsw3|b8cTxDM8gDG|e9zR4mvMWw7|rPc6DW4iMge|wc2JMjhGNzB,B6ByNegPMKs|X7HyMhZNoso|Z6MFQCViBuw|q9vSo1VnCiC|uNb9QFRL6hY|yqstnuAEVhm
semi,17,2,24,0.41721854304635764,7y3sRwLe3Va|UwV83HsGsw3|X7HyMhZNoso|Z6MFQCViBuw|q9vSo1VnCiC|uNb9QFRL6hY,B6ByNegPMKs|b8cTxDM8gDG|e9zR4mvMWw7|rPc6DW4iMge|wc2JMjhGNzB|yqstnuAEVhm
semi,17,3,24,0.449065140727926,7y3sRwLe3Va|UwV83HsGsw3|X7HyMhZNoso|Z6MFQCViBuw|q9vSo1VnCiC|uNb9QFRL6hY,B6ByNegPMKs|b8cTxDM8gDG|e9zR4mvMWw7|rPc6DW4iMge|wc2JMjhGNzB|yqstnuAEVhm
semi,17,4,24,0.46817962853931383,7y3sRwLe3Va|UwV83HsGsw3|X7HyMhZNoso|Z6MFQCViBuw|q9vSo1VnCiC|uNb9QFRL6hY,B6ByNegPMKs|b8cTxDM8gDG|e9zR4mvMWw7|rPc6DW4iMge|wc2JMjhGNzB|yqstnuAEVhm
semi,18,2,24,0.41721854304635764,7y3sRwLe3Va|Z6MFQCViBuw|b8cTxDM8gDG|q9vSo1VnCiC|uNb9QFRL6hY|yqstnuAEVhm,B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|rPc6DW4iMge|wc2JMjhGNzB
semi,18,3,24,0.19771926882441723,7y3sRwLe3Va|Z6MFQCViBuw|b8cTxDM8gDG|q9vSo1VnCiC|uNb9QFRL6hY|yqstnuAEVhm,B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|rPc6DW4iMge|wc2JMjhGNzB
semi,18,4,24,0.3310457516339869,7y3sRwLe3Va|Z6MFQCViBuw|b8cTxDM8gDG|q9vSo1VnCiC|uNb9QFRL6hY|yqstnuAEVhm,B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|rPc6DW4iMge|wc2JMjhGNzB
semi,19,2,24,1.0,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|rPc6DW4iMge,Z6MFQCViBuw|b8cTxDM8gDG|q9vSo1VnCiC|uNb9QFRL6hY|wc2JMjhGNzB|yqstnuAEVhm
semi,19,3,24,0.4791418355184744,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|rPc6DW4iMge,Z6MFQCViBuw|b8cTxDM8gDG|q9vSo1VnCiC|uNb9QFRL6hY|wc2JMjhGNzB|yqstnuAEVhm
semi,19,4,24,0.2295190713101161,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|e9zR4mvMWw7|rPc6DW4iMge,Z6MFQCViBuw|b8cTxDM8gDG|q9vSo1VnCiC|uNb9QFRL6hY|wc2JMjhGNzB|yqstnuAEVhm
