condition,outer_building,k,family,selected,status,validation_images,inner_losses
manual,VLzqgDo317F,4,selected_mixture,joint_model25,training_inner_building_selected,71,"{""seed_equal"": 0.9245492499460293, ""seed_model_uniform10"": 0.8954960809992765, ""seed_model_uniform25"": 0.8784537880253379, ""joint_model10"": 0.8926860934349177, ""joint_model25"": 0.8749185803224834}"
manual,VLzqgDo317F,6,selected_person,seed_person_t025,training_inner_building_selected,46,"{""seed_equal"": 0.8871603308948647, ""seed_person_t01"": 0.8943903620940946, ""seed_person_t025"": 0.8828791305844186, ""seed_person_t05"": 0.8836281370025875}"
manual,VLzqgDo317F,6,selected_context,seed_person_t025,training_inner_building_selected,46,"{""seed_equal"": 0.8871603308948647, ""seed_person_t025"": 0.8828791305844186, ""seed_context_t01"": 0.8867855135097409, ""seed_context_t025"": 0.8838139793273166, ""seed_context_t05"": 0.8849143920853888}"
manual,VLzqgDo317F,6,selected_type,seed_equal,training_inner_building_selected,46,"{""seed_equal"": 0.8871603308948647, ""seed_type2"": 0.888659569136253, ""seed_type3"": 0.8900752277965884, ""seed_type4"": 0.8940996826190029}"
manual,VLzqgDo317F,6,selected_mixture,joint_model25,training_inner_building_selected,46,"{""seed_equal"": 0.8871603308948647, ""seed_model_uniform10"": 0.8666743533677839, ""seed_model_uniform25"": 0.8585993749564113, ""joint_model10"": 0.8631800808655309, ""joint_model25"": 0.8549158713249426}"
manual,VLzqgDo317F,8,selected_person,seed_person_t025,training_inner_building_selected,46,"{""seed_equal"": 0.8487981962572725, ""seed_person_t01"": 0.8463682432805221, ""seed_person_t025"": 0.8422283634078218, ""seed_person_t05"": 0.8445127748533134}"
manual,VLzqgDo317F,8,selected_context,seed_person_t025,training_inner_building_selected,46,"{""seed_equal"": 0.8487981962572725, ""seed_person_t025"": 0.8422283634078218, ""seed_context_t01"": 0.843179192264194, ""seed_context_t025"": 0.844108814257394, ""seed_context_t05"": 0.8460352629111558}"
manual,VLzqgDo317F,8,selected_type,seed_equal,training_inner_building_selected,46,"{""seed_equal"": 0.8487981962572725, ""seed_type2"": 0.849222579221704, ""seed_type3"": 0.8497316926773111, ""seed_type4"": 0.8511023585538764}"
manual,VLzqgDo317F,8,selected_mixture,joint_model10,training_inner_building_selected,46,"{""seed_equal"": 0.8487981962572725, ""seed_model_uniform10"": 0.8357013300374213, ""seed_model_uniform25"": 0.8372233582539432, ""joint_model10"": 0.8312322600059773, ""joint_model25"": 0.8330301504094859}"
manual,X7HyMhZNoso,2,selected_person,seed_person_t05,training_inner_building_selected,130,"{""seed_equal"": 1.137798505899236, ""seed_person_t01"": 1.1559903522196597, ""seed_person_t025"": 1.133819292314722, ""seed_person_t05"": 1.13303888565729}"
manual,X7HyMhZNoso,2,selected_context,seed_context_t025,training_inner_building_selected,130,"{""seed_equal"": 1.137798505899236, ""seed_person_t025"": 1.133819292314722, ""seed_context_t01"": 1.1409975197192308, ""seed_context_t025"": 1.1335000230791108, ""seed_context_t05"": 1.1345546950860803}"
manual,X7HyMhZNoso,2,selected_type,seed_equal,training_inner_building_selected,130,"{""seed_equal"": 1.137798505899236, ""seed_type2"": 1.1442612204142313, ""seed_type3"": 1.1443655522870175, ""seed_type4"": 1.1524828421729714}"
manual,X7HyMhZNoso,2,selected_mixture,joint_model25,training_inner_building_selected,130,"{""seed_equal"": 1.137798505899236, ""seed_model_uniform10"": 1.0696010923351624, ""seed_model_uniform25"": 1.0026046728739362, ""joint_model10"": 1.0655528533757412, ""joint_model25"": 0.9986478110564168}"
manual,X7HyMhZNoso,4,selected_person,seed_person_t025,training_inner_building_selected,70,"{""seed_equal"": 0.9296682685888383, ""seed_person_t01"": 0.9389093486413921, ""seed_person_t025"": 0.9239765813220164, ""seed_person_t05"": 0.9249618832549564}"
manual,X7HyMhZNoso,4,selected_context,seed_person_t025,training_inner_building_selected,70,"{""seed_equal"": 0.9296682685888383, ""seed_person_t025"": 0.9239765813220164, ""seed_context_t01"": 0.934597054214938, ""seed_context_t025"": 0.9273576303959978, ""seed_context_t05"": 0.9277398483246742}"
manual,X7HyMhZNoso,4,selected_type,seed_equal,training_inner_building_selected,70,"{""seed_equal"": 0.9296682685888383, ""seed_type2"": 0.9315732226583133, ""seed_type3"": 0.9349000821273502, ""seed_type4"": 0.9355623183601747}"
manual,X7HyMhZNoso,4,selected_mixture,joint_model25,training_inner_building_selected,70,"{""seed_equal"": 0.9296682685888383, ""seed_model_uniform10"": 0.9005008867840256, ""seed_model_uniform25"": 0.8833980073989754, ""joint_model10"": 0.8976613080007718, ""joint_model25"": 0.8798040261998761}"
manual,X7HyMhZNoso,6,selected_person,seed_person_t025,training_inner_building_selected,45,"{""seed_equal"": 0.8948183557363231, ""seed_person_t01"": 0.9030222615625282, ""seed_person_t025"": 0.8906548615457552, ""seed_person_t05"": 0.8912972153626607}"
manual,X7HyMhZNoso,6,selected_context,seed_person_t025,training_inner_building_selected,45,"{""seed_equal"": 0.8948183557363231, ""seed_person_t025"": 0.8906548615457552, ""seed_context_t01"": 0.8946632957117194, ""seed_context_t025"": 0.8915498199246948, ""seed_context_t05"": 0.892613719307054}"
manual,X7HyMhZNoso,6,selected_type,seed_equal,training_inner_building_selected,45,"{""seed_equal"": 0.8948183557363231, ""seed_type2"": 0.8967793066403991, ""seed_type3"": 0.8977599418420923, ""seed_type4"": 0.9019058707663754}"
manual,X7HyMhZNoso,6,selected_mixture,joint_model25,training_inner_building_selected,45,"{""seed_equal"": 0.8948183557363231, ""seed_model_uniform10"": 0.8742812650934899, ""seed_model_uniform25"": 0.8662367240291289, ""joint_model10"": 0.8707923392495085, ""joint_model25"": 0.8624428511693463}"
manual,X7HyMhZNoso,8,selected_person,seed_person_t025,training_inner_building_selected,45,"{""seed_equal"": 0.8562016481031183, ""seed_person_t01"": 0.8545824517617219, ""seed_person_t025"": 0.8496998775648311, ""seed_person_t05"": 0.8519085976834296}"
manual,X7HyMhZNoso,8,selected_context,seed_person_t025,training_inner_building_selected,45,"{""seed_equal"": 0.8562016481031183, ""seed_person_t025"": 0.8496998775648311, ""seed_context_t01"": 0.8507647474956846, ""seed_context_t025"": 0.8515506528248906, ""seed_context_t05"": 0.8534546471214439}"
manual,X7HyMhZNoso,8,selected_type,seed_equal,training_inner_building_selected,45,"{""seed_equal"": 0.8562016481031183, ""seed_type2"": 0.8570322328504821, ""seed_type3"": 0.8571007611871271, ""seed_type4"": 0.8585021852930381}"
manual,X7HyMhZNoso,8,selected_mixture,joint_model10,training_inner_building_selected,45,"{""seed_equal"": 0.8562016481031183, ""seed_model_uniform10"": 0.8432699428279409, ""seed_model_uniform25"": 0.8450640922278412, ""joint_model10"": 0.8388089763791625, ""joint_model25"": 0.8408139929210579}"
manual,Z6MFQCViBuw,2,selected_person,seed_person_t05,training_inner_building_selected,130,"{""seed_equal"": 1.142614693952211, ""seed_person_t01"": 1.1602323232518343, ""seed_person_t025"": 1.1382211368778192, ""seed_person_t05"": 1.1376183071740364}"
manual,Z6MFQCViBuw,2,selected_context,seed_person_t025,training_inner_building_selected,130,"{""seed_equal"": 1.142614693952211, ""seed_person_t025"": 1.1382211368778192, ""seed_context_t01"": 1.1462123220687799, ""seed_context_t025"": 1.1384717989587827, ""seed_context_t05"": 1.1394479892019582}"
manual,Z6MFQCViBuw,2,selected_type,seed_equal,training_inner_building_selected,130,"{""seed_equal"": 1.142614693952211, ""seed_type2"": 1.149638177697976, ""seed_type3"": 1.1483283301361003, ""seed_type4"": 1.1564928406633017}"
manual,Z6MFQCViBuw,2,selected_mixture,joint_model25,training_inner_building_selected,130,"{""seed_equal"": 1.142614693952211, ""seed_model_uniform10"": 1.0742750572651822, ""seed_model_uniform25"": 1.006914787339376, ""joint_model10"": 1.0703783877478281, ""joint_model25"": 1.0031290095513878}"
manual,Z6MFQCViBuw,4,selected_person,seed_person_t025,training_inner_building_selected,71,"{""seed_equal"": 0.9245492499460293, ""seed_person_t01"": 0.9348813223451861, ""seed_person_t025"": 0.9193529309055918, ""seed_person_t05"": 0.9200863973793467}"
manual,Z6MFQCViBuw,4,selected_context,seed_person_t025,training_inner_building_selected,71,"{""seed_equal"": 0.9245492499460293, ""seed_person_t025"": 0.9193529309055918, ""seed_context_t01"": 0.9297854357614502, ""seed_context_t025"": 0.9223706007602115, ""seed_context_t05"": 0.9226884433945922}"
manual,Z6MFQCViBuw,4,selected_type,seed_equal,training_inner_building_selected,71,"{""seed_equal"": 0.9245492499460293, ""seed_type2"": 0.9264078930193995, ""seed_type3"": 0.929685620748939, ""seed_type4"": 0.930931594200644}"
manual,Z6MFQCViBuw,4,selected_mixture,joint_model25,training_inner_building_selected,71,"{""seed_equal"": 0.9245492499460293, ""seed_model_uniform10"": 0.8954960809992765, ""seed_model_uniform25"": 0.8784537880253379, ""joint_model10"": 0.8927715848051695, ""joint_model25"": 0.8749687238851551}"
manual,Z6MFQCViBuw,6,selected_person,seed_person_t025,training_inner_building_selected,46,"{""seed_equal"": 0.8871603308948647, ""seed_person_t01"": 0.8949614975818448, ""seed_person_t025"": 0.8829740315210991, ""seed_person_t05"": 0.8836435362307573}"
manual,Z6MFQCViBuw,6,selected_context,seed_person_t025,training_inner_building_selected,46,"{""seed_equal"": 0.8871603308948647, ""seed_person_t025"": 0.8829740315210991, ""seed_context_t01"": 0.8866758215639122, ""seed_context_t025"": 0.8837895186684577, ""seed_context_t05"": 0.8849077376154161}"
manual,Z6MFQCViBuw,6,selected_type,seed_equal,training_inner_building_selected,46,"{""seed_equal"": 0.8871603308948647, ""seed_type2"": 0.8889959171104016, ""seed_type3"": 0.8900752277965884, ""seed_type4"": 0.8940996826190029}"
manual,Z6MFQCViBuw,6,selected_mixture,joint_model25,training_inner_building_selected,46,"{""seed_equal"": 0.8871603308948647, ""seed_model_uniform10"": 0.8666743533677839, ""seed_model_uniform25"": 0.8585993749564113, ""joint_model10"": 0.8631377883886988, ""joint_model25"": 0.8548395396114742}"
manual,Z6MFQCViBuw,8,selected_person,seed_person_t025,training_inner_building_selected,46,"{""seed_equal"": 0.8487981962572725, ""seed_person_t01"": 0.8471463065250385, ""seed_person_t025"": 0.8424100513086689, ""seed_person_t05"": 0.8445782209650021}"
manual,Z6MFQCViBuw,8,selected_context,seed_person_t025,training_inner_building_selected,46,"{""seed_equal"": 0.8487981962572725, ""seed_person_t025"": 0.8424100513086689, ""seed_context_t01"": 0.84334109303973, ""seed_context_t025"": 0.8441793918119123, ""seed_context_t05"": 0.8460717277999265}"
manual,Z6MFQCViBuw,8,selected_type,seed_equal,training_inner_building_selected,46,"{""seed_equal"": 0.8487981962572725, ""seed_type2"": 0.8496734809324916, ""seed_type3"": 0.8497316926773111, ""seed_type4"": 0.8511023585538764}"
manual,Z6MFQCViBuw,8,selected_mixture,joint_model10,training_inner_building_selected,46,"{""seed_equal"": 0.8487981962572725, ""seed_model_uniform10"": 0.8357013300374213, ""seed_model_uniform25"": 0.8372233582539432, ""joint_model10"": 0.8312949896906893, ""joint_model25"": 0.8330670594858387}"
manual,b8cTxDM8gDG,2,selected_person,seed_person_t05,training_inner_building_selected,130,"{""seed_equal"": 1.1316489487931505, ""seed_person_t01"": 1.1493599974133677, ""seed_person_t025"": 1.127288239384749, ""seed_person_t05"": 1.1266547415326116}"
manual,b8cTxDM8gDG,2,selected_context,seed_person_t025,training_inner_building_selected,130,"{""seed_equal"": 1.1316489487931505, ""seed_person_t025"": 1.127288239384749, ""seed_context_t01"": 1.1352689829511498, ""seed_context_t025"": 1.1276483033473998, ""seed_context_t05"": 1.1285773734365943}"
manual,b8cTxDM8gDG,2,selected_type,seed_equal,training_inner_building_selected,130,"{""seed_equal"": 1.1316489487931505, ""seed_type2"": 1.137973091912471, ""seed_type3"": 1.136663244350595, ""seed_type4"": 1.1475142600572956}"
manual,b8cTxDM8gDG,2,selected_mixture,joint_model25,training_inner_building_selected,130,"{""seed_equal"": 1.1316489487931505, ""seed_model_uniform10"": 1.0638650182334668, ""seed_model_uniform25"": 0.9974677179987671, ""joint_model10"": 1.0601054320389882, ""joint_model25"": 0.9937936729292454}"
manual,b8cTxDM8gDG,4,selected_person,seed_person_t025,training_inner_building_selected,69,"{""seed_equal"": 0.9158489672189198, ""seed_person_t01"": 0.925532190284534, ""seed_person_t025"": 0.910528021254944, ""seed_person_t05"": 0.9113012115166564}"
manual,b8cTxDM8gDG,4,selected_context,seed_person_t025,training_inner_building_selected,69,"{""seed_equal"": 0.9158489672189198, ""seed_person_t025"": 0.910528021254944, ""seed_context_t01"": 0.9210363052536419, ""seed_context_t025"": 0.9136699122735781, ""seed_context_t05"": 0.9139841868395319}"
manual,b8cTxDM8gDG,4,selected_type,seed_equal,training_inner_building_selected,69,"{""seed_equal"": 0.9158489672189198, ""seed_type2"": 0.9169706234272897, ""seed_type3"": 0.9203433577576855, ""seed_type4"": 0.9251670843511092}"
manual,b8cTxDM8gDG,4,selected_mixture,joint_model25,training_inner_building_selected,69,"{""seed_equal"": 0.9158489672189198, ""seed_model_uniform10"": 0.8872035188119988, ""seed_model_uniform25"": 0.8707045642625758, ""joint_model10"": 0.8844580212256637, ""joint_model25"": 0.8671767736261051}"
manual,b8cTxDM8gDG,6,selected_person,seed_person_t025,training_inner_building_selected,45,"{""seed_equal"": 0.882059590702362, ""seed_person_t01"": 0.8909939250997342, ""seed_person_t025"": 0.8784426788761768, ""seed_person_t05"": 0.8788119648622943}"
manual,b8cTxDM8gDG,6,selected_context,seed_person_t025,training_inner_building_selected,45,"{""seed_equal"": 0.882059590702362, ""seed_person_t025"": 0.8784426788761768, ""seed_context_t01"": 0.8823548114137009, ""seed_context_t025"": 0.8790131852198875, ""seed_context_t05"": 0.8799662105284474}"
manual,b8cTxDM8gDG,6,selected_type,seed_equal,training_inner_building_selected,45,"{""seed_equal"": 0.882059590702362, ""seed_type2"": 0.8838051291173039, ""seed_type3"": 0.8849084244854057, ""seed_type4"": 0.8928682729567572}"
manual,b8cTxDM8gDG,6,selected_mixture,joint_model25,training_inner_building_selected,45,"{""seed_equal"": 0.882059590702362, ""seed_model_uniform10"": 0.8616150720985347, ""seed_model_uniform25"": 0.8535012180648822, ""joint_model10"": 0.8583701861258233, ""joint_model25"": 0.8500065381299333}"
manual,b8cTxDM8gDG,8,selected_person,seed_person_t025,training_inner_building_selected,45,"{""seed_equal"": 0.8424769387329206, ""seed_person_t01"": 0.8401259206733589, ""seed_person_t025"": 0.8359215396367204, ""seed_person_t05"": 0.8381648412804205}"
manual,b8cTxDM8gDG,8,selected_context,seed_person_t025,training_inner_building_selected,45,"{""seed_equal"": 0.8424769387329206, ""seed_person_t025"": 0.8359215396367204, ""seed_context_t01"": 0.8370335855005758, ""seed_context_t025"": 0.8378418882902748, ""seed_context_t05"": 0.8397351520900355}"
manual,b8cTxDM8gDG,8,selected_type,seed_equal,training_inner_building_selected,45,"{""seed_equal"": 0.8424769387329206, ""seed_type2"": 0.8430784792882698, ""seed_type3"": 0.8431913496079702, ""seed_type4"": 0.8463718056263149}"
manual,b8cTxDM8gDG,8,selected_mixture,joint_model10,training_inner_building_selected,45,"{""seed_equal"": 0.8424769387329206, ""seed_model_uniform10"": 0.8295824894331485, ""seed_model_uniform25"": 0.8312907283854115, ""joint_model10"": 0.8251729884335058, ""joint_model25"": 0.8271702720144236}"
manual,e9zR4mvMWw7,2,selected_person,seed_person_t05,training_inner_building_selected,129,"{""seed_equal"": 1.1416619398179595, ""seed_person_t01"": 1.157362163220322, ""seed_person_t025"": 1.136895859013091, ""seed_person_t05"": 1.1366116979168597}"
manual,e9zR4mvMWw7,2,selected_context,seed_person_t025,training_inner_building_selected,129,"{""seed_equal"": 1.1416619398179595, ""seed_person_t025"": 1.136895859013091, ""seed_context_t01"": 1.143519457403889, ""seed_context_t025"": 1.137181571952598, ""seed_context_t05"": 1.1384080823511498}"
manual,e9zR4mvMWw7,2,selected_type,seed_equal,training_inner_building_selected,129,"{""seed_equal"": 1.1416619398179595, ""seed_type2"": 1.1452889236714556, ""seed_type3"": 1.145917081725054, ""seed_type4"": 1.1566604078677214}"
manual,e9zR4mvMWw7,2,selected_mixture,joint_model25,training_inner_building_selected,129,"{""seed_equal"": 1.1416619398179595, ""seed_model_uniform10"": 1.0730251539808315, ""seed_model_uniform25"": 1.005615686312459, ""joint_model10"": 1.0688068325745141, ""joint_model25"": 1.0015509874890358}"
manual,e9zR4mvMWw7,4,selected_person,seed_person_t025,training_inner_building_selected,67,"{""seed_equal"": 0.9322576360512353, ""seed_person_t01"": 0.9433271018029654, ""seed_person_t025"": 0.9270985524754944, ""seed_person_t05"": 0.9277541393715905}"
manual,e9zR4mvMWw7,4,selected_context,seed_person_t025,training_inner_building_selected,67,"{""seed_equal"": 0.9322576360512353, ""seed_person_t025"": 0.9270985524754944, ""seed_context_t01"": 0.9378123488583523, ""seed_context_t025"": 0.930130571224216, ""seed_context_t05"": 0.9304054672994095}"
manual,e9zR4mvMWw7,4,selected_type,seed_equal,training_inner_building_selected,67,"{""seed_equal"": 0.9322576360512353, ""seed_type2"": 0.9345780962870804, ""seed_type3"": 0.9377006558573041, ""seed_type4"": 0.9422494940548256}"
manual,e9zR4mvMWw7,4,selected_mixture,joint_model25,training_inner_building_selected,67,"{""seed_equal"": 0.9322576360512353, ""seed_model_uniform10"": 0.9025150335545251, ""seed_model_uniform25"": 0.8847314861340286, ""joint_model10"": 0.8998903425204329, ""joint_model25"": 0.8814141329246764}"
manual,e9zR4mvMWw7,6,selected_person,seed_person_t025,training_inner_building_selected,45,"{""seed_equal"": 0.8846826173741575, ""seed_person_t01"": 0.8923019858762576, ""seed_person_t025"": 0.8805465145118516, ""seed_person_t05"": 0.8812097621956005}"
manual,e9zR4mvMWw7,6,selected_context,seed_person_t025,training_inner_building_selected,45,"{""seed_equal"": 0.8846826173741575, ""seed_person_t025"": 0.8805465145118516, ""seed_context_t01"": 0.8838375615919168, ""seed_context_t025"": 0.8812871496511875, ""seed_context_t05"": 0.882437817441375}"
manual,e9zR4mvMWw7,6,selected_type,seed_equal,training_inner_building_selected,45,"{""seed_equal"": 0.8846826173741575, ""seed_type2"": 0.8855148636383056, ""seed_type3"": 0.887282575116314, ""seed_type4"": 0.8945412147039522}"
manual,e9zR4mvMWw7,6,selected_mixture,joint_model25,training_inner_building_selected,45,"{""seed_equal"": 0.8846826173741575, ""seed_model_uniform10"": 0.8641530011981315, ""seed_model_uniform25"": 0.8561424750526431, ""joint_model10"": 0.8606241593454199, ""joint_model25"": 0.8524646255201886}"
manual,e9zR4mvMWw7,8,selected_person,seed_person_t025,training_inner_building_selected,45,"{""seed_equal"": 0.845155981930986, ""seed_person_t01"": 0.8448007674510264, ""seed_person_t025"": 0.8394681016010779, ""seed_person_t05"": 0.8412925179588622}"
manual,e9zR4mvMWw7,8,selected_context,seed_person_t025,training_inner_building_selected,45,"{""seed_equal"": 0.845155981930986, ""seed_person_t025"": 0.8394681016010779, ""seed_context_t01"": 0.8404996593633988, ""seed_context_t025"": 0.8408992288327898, ""seed_context_t05"": 0.8426130662815551}"
manual,e9zR4mvMWw7,8,selected_type,seed_equal,training_inner_building_selected,45,"{""seed_equal"": 0.845155981930986, ""seed_type2"": 0.8460369820875739, ""seed_type3"": 0.8462748833106597, ""seed_type4"": 0.8495780495281618}"
manual,e9zR4mvMWw7,8,selected_mixture,joint_model10,training_inner_building_selected,45,"{""seed_equal"": 0.845155981930986, ""seed_model_uniform10"": 0.8322989848136917, ""seed_model_uniform25"": 0.834265381842952, ""joint_model10"": 0.8282433456024793, ""joint_model25"": 0.8304717345302941}"
manual,jh4fc5c5qoQ,2,selected_person,seed_person_t05,training_inner_building_selected,132,"{""seed_equal"": 1.134563848535235, ""seed_person_t01"": 1.1517473865438457, ""seed_person_t025"": 1.1305654670693173, ""seed_person_t05"": 1.1298873237510254}"
manual,jh4fc5c5qoQ,2,selected_context,seed_context_t025,training_inner_building_selected,132,"{""seed_equal"": 1.134563848535235, ""seed_person_t025"": 1.1305654670693173, ""seed_context_t01"": 1.1375384020131476, ""seed_context_t025"": 1.1305171735549577, ""seed_context_t05"": 1.1315143563846162}"
manual,jh4fc5c5qoQ,2,selected_type,seed_equal,training_inner_building_selected,132,"{""seed_equal"": 1.134563848535235, ""seed_type2"": 1.1381084009375153, ""seed_type3"": 1.1401909144739137, ""seed_type4"": 1.14871765899001}"
manual,jh4fc5c5qoQ,2,selected_mixture,joint_model25,training_inner_building_selected,132,"{""seed_equal"": 1.134563848535235, ""seed_model_uniform10"": 1.06654988978151, ""seed_model_uniform25"": 0.9998371933497666, ""joint_model10"": 1.0627441875949715, ""joint_model25"": 0.9961583418375501}"
manual,jh4fc5c5qoQ,4,selected_person,seed_person_t025,training_inner_building_selected,71,"{""seed_equal"": 0.9245492499460293, ""seed_person_t01"": 0.9361629555367615, ""seed_person_t025"": 0.9198158304077015, ""seed_person_t05"": 0.9203238653915343}"
manual,jh4fc5c5qoQ,4,selected_context,seed_person_t025,training_inner_building_selected,71,"{""seed_equal"": 0.9245492499460293, ""seed_person_t025"": 0.9198158304077015, ""seed_context_t01"": 0.9298122687128589, ""seed_context_t025"": 0.9224383144036804, ""seed_context_t05"": 0.9227383354705722}"
manual,jh4fc5c5qoQ,4,selected_type,seed_equal,training_inner_building_selected,71,"{""seed_equal"": 0.9245492499460293, ""seed_type2"": 0.9267389800277422, ""seed_type3"": 0.929685620748939, ""seed_type4"": 0.9315569818453885}"
manual,jh4fc5c5qoQ,4,selected_mixture,joint_model25,training_inner_building_selected,71,"{""seed_equal"": 0.9245492499460293, ""seed_model_uniform10"": 0.8954960809992765, ""seed_model_uniform25"": 0.8784537880253379, ""joint_model10"": 0.892903146732797, ""joint_model25"": 0.8751881165572912}"
manual,jh4fc5c5qoQ,6,selected_person,seed_person_t025,training_inner_building_selected,46,"{""seed_equal"": 0.8871603308948647, ""seed_person_t01"": 0.8947515576704085, ""seed_person_t025"": 0.8830073284626034, ""seed_person_t05"": 0.8836890832633502}"
manual,jh4fc5c5qoQ,6,selected_context,seed_person_t025,training_inner_building_selected,46,"{""seed_equal"": 0.8871603308948647, ""seed_person_t025"": 0.8830073284626034, ""seed_context_t01"": 0.8863179400272496, ""seed_context_t025"": 0.883747680600327, ""seed_context_t05"": 0.8849071587001864}"
manual,jh4fc5c5qoQ,6,selected_type,seed_equal,training_inner_building_selected,46,"{""seed_equal"": 0.8871603308948647, ""seed_type2"": 0.8879744848489224, ""seed_type3"": 0.8900752277965884, ""seed_type4"": 0.894588818460345}"
manual,jh4fc5c5qoQ,6,selected_mixture,joint_model25,training_inner_building_selected,46,"{""seed_equal"": 0.8871603308948647, ""seed_model_uniform10"": 0.8666743533677839, ""seed_model_uniform25"": 0.8585993749564113, ""joint_model10"": 0.8631257024261995, ""joint_model25"": 0.8548808761738331}"
manual,jh4fc5c5qoQ,8,selected_person,seed_person_t025,training_inner_building_selected,46,"{""seed_equal"": 0.8487981962572725, ""seed_person_t01"": 0.8483289988030848, ""seed_person_t025"": 0.8430010104164066, ""seed_person_t05"": 0.8448841482143609}"
manual,jh4fc5c5qoQ,8,selected_context,seed_person_t025,training_inner_building_selected,46,"{""seed_equal"": 0.8487981962572725, ""seed_person_t025"": 0.8430010104164066, ""seed_context_t01"": 0.8443443879217641, ""seed_context_t025"": 0.8446327100519496, ""seed_context_t05"": 0.8463052255044635}"
manual,jh4fc5c5qoQ,8,selected_type,seed_equal,training_inner_building_selected,46,"{""seed_equal"": 0.8487981962572725, ""seed_type2"": 0.8496600442365431, ""seed_type3"": 0.8497316926773111, ""seed_type4"": 0.8511251634981685}"
manual,jh4fc5c5qoQ,8,selected_mixture,joint_model10,training_inner_building_selected,46,"{""seed_equal"": 0.8487981962572725, ""seed_model_uniform10"": 0.8357013300374213, ""seed_model_uniform25"": 0.8372233582539432, ""joint_model10"": 0.8316989879915294, ""joint_model25"": 0.833420681829646}"
manual,jtcxE69GiFV,2,selected_person,seed_person_t05,training_inner_building_selected,129,"{""seed_equal"": 1.136504988813146, ""seed_person_t01"": 1.1543401636844037, ""seed_person_t025"": 1.1327873392313415, ""seed_person_t05"": 1.1319686417006698}"
manual,jtcxE69GiFV,2,selected_context,seed_context_t025,training_inner_building_selected,129,"{""seed_equal"": 1.136504988813146, ""seed_person_t025"": 1.1327873392313415, ""seed_context_t01"": 1.1396216989192323, ""seed_context_t025"": 1.1324161837558024, ""seed_context_t05"": 1.133412426060477}"
manual,jtcxE69GiFV,2,selected_type,seed_equal,training_inner_building_selected,129,"{""seed_equal"": 1.136504988813146, ""seed_type2"": 1.140131972666642, ""seed_type3"": 1.1406164682354947, ""seed_type4"": 1.1493415091356867}"
manual,jtcxE69GiFV,2,selected_mixture,joint_model25,training_inner_building_selected,129,"{""seed_equal"": 1.136504988813146, ""seed_model_uniform10"": 1.0683562961352133, ""seed_model_uniform25"": 1.0014490532870997, ""joint_model10"": 1.0645019018863666, ""joint_model25"": 0.9977237060107468}"
manual,jtcxE69GiFV,4,selected_person,seed_person_t025,training_inner_building_selected,70,"{""seed_equal"": 0.9258019050468166, ""seed_person_t01"": 0.937347318961967, ""seed_person_t025"": 0.921185800742786, ""seed_person_t05"": 0.9216515208154286}"
manual,jtcxE69GiFV,4,selected_context,seed_person_t025,training_inner_building_selected,70,"{""seed_equal"": 0.9258019050468166, ""seed_person_t025"": 0.921185800742786, ""seed_context_t01"": 0.9312137902417646, ""seed_context_t025"": 0.9237122691796866, ""seed_context_t05"": 0.9239898196574371}"
manual,jtcxE69GiFV,4,selected_type,seed_equal,training_inner_building_selected,70,"{""seed_equal"": 0.9258019050468166, ""seed_type2"": 0.9280229169868398, ""seed_type3"": 0.9310116525754824, ""seed_type4"": 0.9329097474018809}"
manual,jtcxE69GiFV,4,selected_mixture,joint_model25,training_inner_building_selected,70,"{""seed_equal"": 0.9258019050468166, ""seed_model_uniform10"": 0.8967240932578466, ""seed_model_uniform25"": 0.8794365630246841, ""joint_model10"": 0.8941489707351186, ""joint_model25"": 0.8762096998115376}"
manual,jtcxE69GiFV,6,selected_person,seed_person_t025,training_inner_building_selected,46,"{""seed_equal"": 0.8871603308948647, ""seed_person_t01"": 0.8942317846666958, ""seed_person_t025"": 0.8828775830689719, ""seed_person_t05"": 0.8836330247439016}"
manual,jtcxE69GiFV,6,selected_context,seed_person_t025,training_inner_building_selected,46,"{""seed_equal"": 0.8871603308948647, ""seed_person_t025"": 0.8828775830689719, ""seed_context_t01"": 0.8861627508432284, ""seed_context_t025"": 0.8836642037920571, ""seed_context_t05"": 0.884857645376625}"
manual,jtcxE69GiFV,6,selected_type,seed_equal,training_inner_building_selected,46,"{""seed_equal"": 0.8871603308948647, ""seed_type2"": 0.8879744848489224, ""seed_type3"": 0.8900752277965884, ""seed_type4"": 0.894588818460345}"
manual,jtcxE69GiFV,6,selected_mixture,joint_model25,training_inner_building_selected,46,"{""seed_equal"": 0.8871603308948647, ""seed_model_uniform10"": 0.8666743533677839, ""seed_model_uniform25"": 0.8585993749564113, ""joint_model10"": 0.8630523365142263, ""joint_model25"": 0.8548222523888747}"
manual,jtcxE69GiFV,8,selected_person,seed_person_t025,training_inner_building_selected,46,"{""seed_equal"": 0.8487981962572725, ""seed_person_t01"": 0.8478139676636766, ""seed_person_t025"": 0.8428769468417273, ""seed_person_t05"": 0.8448270497841269}"
manual,jtcxE69GiFV,8,selected_context,seed_person_t025,training_inner_building_selected,46,"{""seed_equal"": 0.8487981962572725, ""seed_person_t025"": 0.8428769468417273, ""seed_context_t01"": 0.8442178725195761, ""seed_context_t025"": 0.8445506627812, ""seed_context_t05"": 0.846256264828592}"
