image_id,condition,k,orders,total_clusters_mean,total_clusters_p10,total_clusters_p90,supported_clusters_mean,supported_clusters_p10,supported_clusters_p90,singletons_mean,singletons_p10,singletons_p90,tv_all_mean,tv_all_p10,tv_all_p90,tv_core_mean,tv_core_p10,tv_core_p90,p_fixed10pct_accepts,p_count_band_accepts,expert_tag
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,10,200,5.365,4,6,2.16,2,3,3.205,2,4,0.283652173913,0.221304347826,0.365217391304,0.185455648926,0.0949579831933,0.288340336134,0.07,0.225,中等
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,12,200,6.1,5,7,2.29,2,3,3.81,2,5,0.237717391304,0.188405797101,0.311594202899,0.15395123504,0.0672268907563,0.249019607843,0.015,0.15,中等
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,16,200,7.435,6,9,2.74,2,4,4.695,3,6,0.164945652174,0.122282608696,0.210054347826,0.109931108108,0.0539215686275,0.16577540107,0.005,0.045,中等
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,manual,20,200,8.845,8,10,3.5,3,4,5.345,4,7,0.0827934782609,0.0580434782609,0.104347826087,0.0611141456583,0.0313725490196,0.100840336134,0,0.075,中等
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,4,200,3.27,2,4,0.645,0,1,2.625,1,4,0.5,0.347826086957,0.652173913043,0.453,0.25,0.65,0.055,0.11,困难
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,6,200,4.41,3,5,1.335,1,2,3.075,2,4,0.362753623188,0.239130434783,0.485507246377,0.31225,0.18,0.45,0.01,0.08,困难
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,8,200,5.24,4,6,2.125,1,3,3.115,1,4.1,0.314809782609,0.225,0.410326086956,0.26075,0.121428571429,0.385,0.02,0.105,困难
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,10,200,5.915,5,7,2.93,2,4,2.985,1,5,0.257347826087,0.178260869565,0.334782608696,0.207466269841,0.1,0.325,0.13,0.355,困难
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,12,200,6.39,5,8,3.645,3,4,2.745,1,5,0.211413043478,0.148550724638,0.275362318841,0.170580808081,0.0954545454545,0.25,0.155,0.415,困难
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,16,200,7.1,6,8,4.56,4,5,2.54,1,4,0.146657608696,0.0842391304348,0.203804347826,0.12064514652,0.0642857142857,0.185714285714,0.19,0.45,困难
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,manual,20,200,7.56,7,8,4.965,5,5,2.595,2,3,0.0890217391304,0.0717391304348,0.104347826087,0.078816993464,0.0611111111111,0.105882352941,0.365,0.97,困难
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,4,200,3.42,3,4,0.55,0,1,2.87,2,4,0.573695652174,0.434782608696,0.695652173913,0.493382352941,0.294117647059,0.705882352941,0.03,0.06,困难
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,6,200,4.655,4,6,1.2,0,2,3.455,2,6,0.453586956522,0.355072463768,0.572463768116,0.357485294118,0.211764705882,0.529411764706,0.01,0.03,困难
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,8,200,5.655,5,7,1.915,1,3,3.74,2,6,0.379483695652,0.282065217391,0.478260869565,0.286335784314,0.152941176471,0.412745098039,0.01,0.04,困难
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,10,200,6.545,5.9,8,2.655,2,4,3.89,2,6,0.325608695652,0.252173913043,0.408695652174,0.236087184874,0.129411764706,0.338235294118,0.075,0.145,困难
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,12,200,7.315,6,8.1,3.225,2,4,4.09,2,6,0.275597826087,0.224637681159,0.31884057971,0.200770934131,0.0955882352941,0.286764705882,0.04,0.145,困难
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,16,200,8.71,8,10,4.245,3,5,4.465,3,6,0.178016304348,0.133152173913,0.222826086957,0.131713820493,0.0674585218703,0.20320855615,0.01,0.05,困难
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,manual,20,200,9.965,9,11,4.835,4,5,5.13,4,6,0.0982173913043,0.0782608695652,0.117391304348,0.0798806022409,0.0477941176471,0.113445378151,0,0.03,困难
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,manual,4,200,1.975,1,3,1.025,1,1,0.95,0,2,0.368125,0.25,0.541666666667,0.247666666667,0.1,0.416666666667,0.34,0.76,中等
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,manual,6,200,2.585,2,4,1.245,1,2,1.34,0,2.1,0.2875,0.208333333333,0.379166666667,0.182166666667,0.1,0.25,0.195,0.59,中等
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,manual,8,200,3.12,2,4,1.47,1,2,1.65,0,3,0.230833333333,0.125,0.333333333333,0.140077380952,0.0428571428571,0.25,0.115,0.45,中等
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,manual,10,200,3.57,2,5,1.65,1,2,1.92,1,3,0.205625,0.133333333333,0.291666666667,0.116666666667,0.025,0.225,0.365,0.73,中等
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,manual,12,200,4.045,3,5,1.82,1,2,2.225,1,4,0.175416666667,0.125,0.25,0.0998914141414,0.0388888888889,0.159090909091,0.245,0.64,中等
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,manual,16,200,4.965,4,6,2.19,2,3,2.775,2,4,0.115,0.08125,0.166666666667,0.0668287545787,0.0230769230769,0.107142857143,0.06,0.425,中等
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,manual,20,200,5.94,5,7,2.59,2,3,3.35,2,4,0.0725833333333,0.05,0.1,0.0475053104575,0.025,0.0735294117647,0.12,0.535,中等
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,4,200,1.475,1,2,1.04,1,1,0.435,0,1,0.17625,0.125,0.333333333333,0.141739130435,0.119565217391,0.202898550725,0.6,0.965,简单
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,6,200,1.74,1,3,1.14,1,2,0.6,0,1,0.126666666667,0.0416666666667,0.208333333333,0.101557971015,0.036231884058,0.202898550725,0.48,0.92,简单
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,8,200,1.975,1,3,1.255,1,2,0.72,0,2,0.103125,0.0416666666667,0.166666666667,0.0710636645963,0.0054347826087,0.130434782609,0.405,0.875,简单
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,10,200,2.18,1,3,1.37,1,2,0.81,0,2,0.0978333333333,0.0583333333333,0.166666666667,0.0704951690822,0.0193236714976,0.130434782609,0.845,1,简单
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,12,200,2.41,2,3,1.535,1,2,0.875,0,2,0.0808333333334,0.0416666666667,0.125,0.0630681818182,0.036231884058,0.130434782609,0.83,1,简单
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,16,200,2.615,2,3,1.76,1,2,0.855,0,2,0.0573958333333,0.0208333333333,0.104166666667,0.0417454710145,0.00289855072464,0.0695652173913,0.89,1,简单
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,manual,20,200,2.815,2,3,1.915,2,2,0.9,0,1,0.0382083333333,0.025,0.0666666666667,0.0307957665904,0.0195652173913,0.0304347826087,1,1,简单
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,manual,4,200,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,简单
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,manual,6,200,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,简单
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,manual,8,200,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,简单
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,manual,10,200,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,简单
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,manual,12,200,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,简单
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,manual,16,200,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,简单
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,manual,20,200,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,简单
wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,manual,4,200,3.58,3,4,0.42,0,1,3.16,2,4,0.29,0.25,0.333333333333,0.06,0,0,0,0,困难
wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,manual,6,200,5,5,5,1,1,1,4,4,4,0,0,0,0,0,0,0,0,困难
wc2JMjhGNzB_77962388887942148ee65c2892600e02,semi,4,200,1.185,1,2,1,1,1,0.185,0,1,0.0725,0.0416666666667,0.208333333333,0,0,0,0.815,1,简单
wc2JMjhGNzB_77962388887942148ee65c2892600e02,semi,6,200,1.275,1,2,1,1,1,0.275,0,1,0.0645833333334,0.0416666666667,0.125,0,0,0,0.725,1,简单
wc2JMjhGNzB_77962388887942148ee65c2892600e02,semi,8,200,1.34,1,2,1,1,1,0.34,0,1,0.0558333333333,0.0416666666667,0.0833333333333,0,0,0,0.66,1,简单
wc2JMjhGNzB_77962388887942148ee65c2892600e02,semi,10,200,1.425,1,2,1,1,1,0.425,0,1,0.04875,0.0416666666667,0.0583333333333,0,0,0,1,1,简单
wc2JMjhGNzB_77962388887942148ee65c2892600e02,semi,12,200,1.505,1,2,1,1,1,0.505,0,1,0.0416666666667,0.0416666666667,0.0416666666667,0,0,0,1,1,简单
wc2JMjhGNzB_77962388887942148ee65c2892600e02,semi,16,200,1.645,1,2,1,1,1,0.645,0,1,0.0282291666667,0.0208333333333,0.0416666666667,0,0,0,1,1,简单
wc2JMjhGNzB_77962388887942148ee65c2892600e02,semi,20,200,1.825,1,2,1,1,1,0.825,0,1,0.0141666666667,0.00833333333333,0.0416666666667,0,0,0,1,1,简单
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,4,200,3.495,3,4,0.475,0,1,3.02,2,4,0.546086956522,0.391304347826,0.695652173913,0.488355263158,0.276315789474,0.684210526316,0.015,0.045,困难
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,6,200,4.81,4,6,1.075,0,2,3.735,2,6,0.426413043478,0.311594202899,0.565217391304,0.362495614035,0.210526315789,0.526315789474,0.005,0.04,困难
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,8,200,5.88,5,7,1.725,1,3,4.155,2,6,0.35027173913,0.266304347826,0.445652173913,0.28877443609,0.172744360902,0.421052631579,0.01,0.055,困难
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,10,200,6.715,5,8,2.515,2,3,4.2,2,6,0.293108695652,0.220434782609,0.378260869565,0.231693086884,0.135338345865,0.349906015037,0.035,0.14,困难
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,12,200,7.495,6,9,3.185,2,4,4.31,3,6,0.246177536232,0.188405797101,0.315217391304,0.195912347156,0.11961722488,0.278947368421,0.025,0.095,困难
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,16,200,8.52,7,10,4.57,4,5,3.95,2,6,0.169157608696,0.127717391304,0.210054347826,0.13692461924,0.0789473684211,0.201754385965,0.02,0.13,困难
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,manual,20,200,9.375,9,10,5.485,5,6,3.89,3,5,0.0970434782608,0.0782608695652,0.117391304348,0.0846480478156,0.061919504644,0.118421052632,0.06,0.36,困难
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,manual,4,200,1.27,1,2,1.065,1,1,0.205,0,1,0.209166666666,0.0833333333333,0.333333333333,0.175108695652,0.054347826087,0.304347826087,0.795,1,简单
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,manual,6,200,1.5,1,2,1.19,1,2,0.31,0,1,0.171666666667,0.0416666666667,0.333333333333,0.150137681159,0.0289855072464,0.304347826087,0.7,0.99,简单
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,manual,8,200,1.7,1,2,1.325,1,2,0.375,0,1,0.141666666667,0.0833333333333,0.208333333333,0.116921583851,0.0186335403727,0.195652173913,0.66,0.965,简单
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,manual,10,200,1.92,1,3,1.495,1,2,0.425,0,1,0.122916666667,0.0416666666667,0.233333333333,0.0999082125604,0.00434782608696,0.204347826087,0.965,1,简单
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,manual,12,200,2.05,1,3,1.675,1,2,0.375,0,1,0.0964583333334,0.0416666666667,0.166666666667,0.0809996706193,0.0289855072464,0.150197628458,0.975,1,简单
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,manual,16,200,2.36,2,3,1.885,1,2,0.475,0,1,0.0705208333334,0.0416666666667,0.104166666667,0.0570126811594,0.00815217391304,0.104347826087,0.98,1,简单
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,manual,20,200,2.73,2,3,1.97,2,2,0.76,0,1,0.0442083333334,0.0166666666667,0.0683333333334,0.0376332951945,0.0114416475973,0.0640732265446,1,1,简单
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,4,200,3.555,3,4,0.41,0,1,3.145,2,4,0.613541666667,0.5,0.75,0.411666666667,0.166666666667,0.666666666667,0.005,0.04,
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,6,200,5.065,4,6,0.795,0,2,4.27,2,6,0.530625,0.458333333333,0.625,0.3025,0.166666666667,0.5,0,0.01,
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,8,200,6.395,5,8,1.17,0,2,5.225,3,8,0.46,0.416666666667,0.541666666667,0.242130952381,0.1,0.5,0,0.01,
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,10,200,7.62,6,9,1.535,1,2,6.085,4,8,0.397791666667,0.341666666667,0.458333333333,0.187660714286,0.0821428571428,0.333333333333,0,0,
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,12,200,8.71,7,10,1.825,1,3,6.885,5,9,0.3275,0.291666666667,0.375,0.158371031746,0.0555555555556,0.3,0,0,
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,16,200,10.865,9,12,2.295,2,3,8.57,7,10,0.231145833333,0.1875,0.270833333333,0.120946969697,0.0416666666667,0.214285714286,0,0,
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,manual,20,200,12.92,12,14,2.66,2,3,10.26,9,12,0.124375,0.1,0.15,0.0706351010101,0.0333333333333,0.111111111111,0,0,
