split,criterion,threshold,image_id,metric_value,topology_mismatch,pair_count_delta,image_path,model_path,gt_path
test,boundary_rmse_px_ge,5.0,b8cTxDM8gDG_12fc603ce4bc4cbd81c704e630f130bd,6.264264,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/b8cTxDM8gDG_12fc603ce4bc4cbd81c704e630f130bd.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/b8cTxDM8gDG_12fc603ce4bc4cbd81c704e630f130bd.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,UwV83HsGsw3_bca9a4ce9c82463c97dea098ccfae7a0,6.252182,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/UwV83HsGsw3_bca9a4ce9c82463c97dea098ccfae7a0.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/UwV83HsGsw3_bca9a4ce9c82463c97dea098ccfae7a0.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,X7HyMhZNoso_2bb4931911e4412cb51f6437a82c5b6c,6.193229,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/X7HyMhZNoso_2bb4931911e4412cb51f6437a82c5b6c.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/X7HyMhZNoso_2bb4931911e4412cb51f6437a82c5b6c.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,yqstnuAEVhm_4ab11dce32f346b2becac29e0ac6e526,6.181043,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/yqstnuAEVhm_4ab11dce32f346b2becac29e0ac6e526.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/yqstnuAEVhm_4ab11dce32f346b2becac29e0ac6e526.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,B6ByNegPMKs_1c21814e7e7447d5b650afdff65c287e,6.144867,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_1c21814e7e7447d5b650afdff65c287e.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/B6ByNegPMKs_1c21814e7e7447d5b650afdff65c287e.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,6.091114,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,B6ByNegPMKs_cfb2c926a80a4fde93b0d58d49af6549,6.020921,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_cfb2c926a80a4fde93b0d58d49af6549.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/B6ByNegPMKs_cfb2c926a80a4fde93b0d58d49af6549.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,5.991394,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,5.989167,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,uNb9QFRL6hY_2d80f7d125794c87aee34d9d46a78304,5.949838,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/uNb9QFRL6hY_2d80f7d125794c87aee34d9d46a78304.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/uNb9QFRL6hY_2d80f7d125794c87aee34d9d46a78304.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,7y3sRwLe3Va_9b72664399a34e4f9dbe470571c73187,5.908342,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/7y3sRwLe3Va_9b72664399a34e4f9dbe470571c73187.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/7y3sRwLe3Va_9b72664399a34e4f9dbe470571c73187.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,B6ByNegPMKs_3ed1f9b2f3c341d68c6d42895f56f7f9,5.900699,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_3ed1f9b2f3c341d68c6d42895f56f7f9.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/B6ByNegPMKs_3ed1f9b2f3c341d68c6d42895f56f7f9.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,yqstnuAEVhm_2b3fb4746d414cc6a31729b222ed79b2,5.864815,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/yqstnuAEVhm_2b3fb4746d414cc6a31729b222ed79b2.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/yqstnuAEVhm_2b3fb4746d414cc6a31729b222ed79b2.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,Z6MFQCViBuw_543e6efcc1e24215b18c4060255a9719,5.860794,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/Z6MFQCViBuw_543e6efcc1e24215b18c4060255a9719.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/Z6MFQCViBuw_543e6efcc1e24215b18c4060255a9719.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,7y3sRwLe3Va_99b1210b63c94f9184a9f06032a2ea4a,5.838624,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/7y3sRwLe3Va_99b1210b63c94f9184a9f06032a2ea4a.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/7y3sRwLe3Va_99b1210b63c94f9184a9f06032a2ea4a.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,5.759361,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,uNb9QFRL6hY_732f4a58dc814dc7ad4878f0a6b64196,5.718078,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/uNb9QFRL6hY_732f4a58dc814dc7ad4878f0a6b64196.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/uNb9QFRL6hY_732f4a58dc814dc7ad4878f0a6b64196.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,x8F5xyUWy9e_61dabfb7fecf4f328ad300a6f4b96037,5.709435,True,2,D:/Work/HOHONET/data/mp3d_layout/test/img/x8F5xyUWy9e_61dabfb7fecf4f328ad300a6f4b96037.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/x8F5xyUWy9e_61dabfb7fecf4f328ad300a6f4b96037.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,wc2JMjhGNzB_6dca116f3be44ac89eb68038d832957b,5.696364,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/wc2JMjhGNzB_6dca116f3be44ac89eb68038d832957b.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/wc2JMjhGNzB_6dca116f3be44ac89eb68038d832957b.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,b8cTxDM8gDG_184a9b92b85840d88bf5793da9aa9cba,5.681197,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/b8cTxDM8gDG_184a9b92b85840d88bf5793da9aa9cba.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/b8cTxDM8gDG_184a9b92b85840d88bf5793da9aa9cba.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,7y3sRwLe3Va_0e9fdd85e24a4a35b3dc1e8cb76ebb09,5.648307,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/7y3sRwLe3Va_0e9fdd85e24a4a35b3dc1e8cb76ebb09.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/7y3sRwLe3Va_0e9fdd85e24a4a35b3dc1e8cb76ebb09.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,e9zR4mvMWw7_a5b1928b6c1144bf8b7fda2317debf08,5.623528,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/e9zR4mvMWw7_a5b1928b6c1144bf8b7fda2317debf08.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/e9zR4mvMWw7_a5b1928b6c1144bf8b7fda2317debf08.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,rPc6DW4iMge_2aef8931ed104272873cbc52701eb2ad,5.615348,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/rPc6DW4iMge_2aef8931ed104272873cbc52701eb2ad.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/rPc6DW4iMge_2aef8931ed104272873cbc52701eb2ad.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,5.610056,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,rPc6DW4iMge_4350d36797324601adba7351d09602d2,5.6099,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/rPc6DW4iMge_4350d36797324601adba7351d09602d2.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/rPc6DW4iMge_4350d36797324601adba7351d09602d2.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,5.602305,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,5.547698,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,UwV83HsGsw3_1018c8753d68416e8f2d48a144282aeb,5.510956,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/UwV83HsGsw3_1018c8753d68416e8f2d48a144282aeb.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/UwV83HsGsw3_1018c8753d68416e8f2d48a144282aeb.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,5.503543,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/b8cTxDM8gDG_f63819c407e64c2897b703080766cb60.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/b8cTxDM8gDG_f63819c407e64c2897b703080766cb60.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,b8cTxDM8gDG_3638da5864ab4d2aa722479d9efa8b71,5.449955,True,2,D:/Work/HOHONET/data/mp3d_layout/test/img/b8cTxDM8gDG_3638da5864ab4d2aa722479d9efa8b71.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/b8cTxDM8gDG_3638da5864ab4d2aa722479d9efa8b71.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,rPc6DW4iMge_2c16cbd610cf4e1b92b2830f51c07e32,5.420283,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/rPc6DW4iMge_2c16cbd610cf4e1b92b2830f51c07e32.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/rPc6DW4iMge_2c16cbd610cf4e1b92b2830f51c07e32.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,wc2JMjhGNzB_d5138c0f63414e1fb5147c9436968940,5.414692,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/wc2JMjhGNzB_d5138c0f63414e1fb5147c9436968940.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/wc2JMjhGNzB_d5138c0f63414e1fb5147c9436968940.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,wc2JMjhGNzB_1aff3784945741cb892fe1f389a90383,5.397841,True,2,D:/Work/HOHONET/data/mp3d_layout/test/img/wc2JMjhGNzB_1aff3784945741cb892fe1f389a90383.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/wc2JMjhGNzB_1aff3784945741cb892fe1f389a90383.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,7y3sRwLe3Va_af5f1942b4374015823bd32e31b31c64,5.339413,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/7y3sRwLe3Va_af5f1942b4374015823bd32e31b31c64.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/7y3sRwLe3Va_af5f1942b4374015823bd32e31b31c64.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,X7HyMhZNoso_f59aa4dda2024d88ac3f9b22331b475b,5.32305,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/X7HyMhZNoso_f59aa4dda2024d88ac3f9b22331b475b.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/X7HyMhZNoso_f59aa4dda2024d88ac3f9b22331b475b.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,q9vSo1VnCiC_aca93be82fdc4e8fb7874b3ca88ca3e8,5.303988,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/q9vSo1VnCiC_aca93be82fdc4e8fb7874b3ca88ca3e8.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/q9vSo1VnCiC_aca93be82fdc4e8fb7874b3ca88ca3e8.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,wc2JMjhGNzB_72cf693eb66c4a8a8062080763f50a09,5.278507,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/wc2JMjhGNzB_72cf693eb66c4a8a8062080763f50a09.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/wc2JMjhGNzB_72cf693eb66c4a8a8062080763f50a09.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,wc2JMjhGNzB_1be9e528556447d0897d382ddd408766,5.255159,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/wc2JMjhGNzB_1be9e528556447d0897d382ddd408766.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/wc2JMjhGNzB_1be9e528556447d0897d382ddd408766.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,5.204824,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,wc2JMjhGNzB_f741f370a16a403a8c758ff77be85a9c,5.16534,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/wc2JMjhGNzB_f741f370a16a403a8c758ff77be85a9c.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/wc2JMjhGNzB_f741f370a16a403a8c758ff77be85a9c.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,5.150025,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,q9vSo1VnCiC_5cd2df07e41c46da907dfa1bd41164f5,5.133828,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/q9vSo1VnCiC_5cd2df07e41c46da907dfa1bd41164f5.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/q9vSo1VnCiC_5cd2df07e41c46da907dfa1bd41164f5.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,uNb9QFRL6hY_1b7bf6673ca74809a141b57da1d6357f,5.084723,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/uNb9QFRL6hY_1b7bf6673ca74809a141b57da1d6357f.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/uNb9QFRL6hY_1b7bf6673ca74809a141b57da1d6357f.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,X7HyMhZNoso_2fa0da1a66e04428b315cb93b72143d5,5.079809,True,2,D:/Work/HOHONET/data/mp3d_layout/test/img/X7HyMhZNoso_2fa0da1a66e04428b315cb93b72143d5.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/X7HyMhZNoso_2fa0da1a66e04428b315cb93b72143d5.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,wc2JMjhGNzB_40ea4145b9e946aab5d56de3ce179c8e,5.049963,True,-2,D:/Work/HOHONET/data/mp3d_layout/test/img/wc2JMjhGNzB_40ea4145b9e946aab5d56de3ce179c8e.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/wc2JMjhGNzB_40ea4145b9e946aab5d56de3ce179c8e.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,uNb9QFRL6hY_068fb0d52d01455c96fa23659c373bf8,5.043484,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/uNb9QFRL6hY_068fb0d52d01455c96fa23659c373bf8.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/uNb9QFRL6hY_068fb0d52d01455c96fa23659c373bf8.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,uNb9QFRL6hY_23ad7b8dbcd14ca8a270eb37da6457cb,5.042364,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/uNb9QFRL6hY_23ad7b8dbcd14ca8a270eb37da6457cb.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/uNb9QFRL6hY_23ad7b8dbcd14ca8a270eb37da6457cb.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,uNb9QFRL6hY_dba77340b24340be9c7242cba42f1e28,5.026463,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/uNb9QFRL6hY_dba77340b24340be9c7242cba42f1e28.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/uNb9QFRL6hY_dba77340b24340be9c7242cba42f1e28.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,5.0,wc2JMjhGNzB_d7230c164e814f9a83244ab2edc15334,5.011974,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/wc2JMjhGNzB_d7230c164e814f9a83244ab2edc15334.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/wc2JMjhGNzB_d7230c164e814f9a83244ab2edc15334.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,10.0,B6ByNegPMKs_d2dcbd73533446dcaf50e6be98c30386,142.842789,False,0,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_d2dcbd73533446dcaf50e6be98c30386.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/B6ByNegPMKs_d2dcbd73533446dcaf50e6be98c30386.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,10.0,rPc6DW4iMge_bad24c9d90de493eb70e9af8383ee598,137.719345,True,2,D:/Work/HOHONET/data/mp3d_layout/test/img/rPc6DW4iMge_bad24c9d90de493eb70e9af8383ee598.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/rPc6DW4iMge_bad24c9d90de493eb70e9af8383ee598.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,10.0,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,106.66304,True,2,D:/Work/HOHONET/data/mp3d_layout/test/img/B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,10.0,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,100.167603,True,4,D:/Work/HOHONET/data/mp3d_layout/test/img/yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,10.0,7y3sRwLe3Va_5c39473b25b74307858764d1a2045b9e,94.370857,True,4,D:/Work/HOHONET/data/mp3d_layout/test/img/7y3sRwLe3Va_5c39473b25b74307858764d1a2045b9e.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/7y3sRwLe3Va_5c39473b25b74307858764d1a2045b9e.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,10.0,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,89.159027,True,4,D:/Work/HOHONET/data/mp3d_layout/test/img/b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,10.0,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,85.723351,True,2,D:/Work/HOHONET/data/mp3d_layout/test/img/wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,10.0,uNb9QFRL6hY_5fc8f0e230eb49eca81fdfb0398d824b,81.150932,True,2,D:/Work/HOHONET/data/mp3d_layout/test/img/uNb9QFRL6hY_5fc8f0e230eb49eca81fdfb0398d824b.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/uNb9QFRL6hY_5fc8f0e230eb49eca81fdfb0398d824b.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,10.0,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,74.610344,True,4,D:/Work/HOHONET/data/mp3d_layout/test/img/wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd.txt,D:/Work/HOHONET/export_label/groudTruth.json
test,boundary_rmse_px_ge,10.0,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,73.453682,True,-2,D:/Work/HOHONET/data/mp3d_layout/test/img/q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2.png,D:/Work/HOHONET/output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2.txt,D:/Work/HOHONET/export_label/groudTruth.json
