base_task_id,building_id,condition,condition_zh,partition_status,partition_status_zh,task_crowd_structure_status,task_crowd_structure_status_zh,cluster_count,largest_cluster_support,second_cluster_support,supported_cluster_count,singleton_cluster_count,largest_cluster_median_iou,best_cluster_rank,best_cluster_support,best_cluster_median_iou,crowd_gt_gap_best_minus_largest,crowd_gt_relationship,task_final_scope,geometry_reference_status,display_thresholds,comparison_cluster_rank,comparison_cluster_support,largest_cluster_n_pairs_median,comparison_cluster_n_pairs_median,n_pair_difference,top_boundary_difference_px,bottom_boundary_difference_px,room_height_difference_px,wall_x_circular_rmse_px,seam_pair_count_difference,observed_meta_codes,observable_geometric_difference_codes,manual_review_priority,image_reference,interpretation_boundary_zh
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,wc2JMjhGNzB,manual,纯人工,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,4.0,2,1,1.0,3.0,0.9406187732439392,4.0,1.0,0.9490093007383958,0.0083905274944565,dominant_with_singleton_dissent_no_clear_gt_order,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,4.0,1.0,10.0,8.0,2.0,7.231013395860657,6.909241556240602,14.140254952101216,,0.5,in_scope;low_image_quality;low_texture;occlusion;seam,different_wall_count_or_topology;panorama_seam_boundary;visibility_or_appearance_evidence,True,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual,纯人工,unique,唯一分区,supported_multimodal,有支持的多峰,2.0,3,2,2.0,0.0,0.6935251080396471,2.0,2.0,0.6968033972937847,0.0032782892541376,supported_multimodal_no_clear_gt_alignment_order,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,2.0,2.0,4.0,4.0,0.0,38.49496158408655,32.99818260165705,71.49314418574357,95.16162427739297,1.0,in_scope;low_texture;occlusion;trivial,panorama_seam_boundary;ceiling_boundary_interpretation;room_height_or_vertical_extent;horizontal_wall_boundary_placement;visibility_or_appearance_evidence,True,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/b8cTxDM8gDG_f3748786c3704532abb2358581488f3f.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,yqstnuAEVhm,manual,纯人工,unique,唯一分区,supported_multimodal,有支持的多峰,3.0,2,2,2.0,1.0,0.9271646266015818,3.0,1.0,0.9296247949928038,0.0024601683912219,supported_multimodal_multiple_gt_aligned_clusters,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,3.0,1.0,6.0,5.0,1.0,13.612972705281521,30.228177878946553,43.841150584228075,,0.0,in_scope;low_image_quality;occlusion,different_wall_count_or_topology;floor_boundary_interpretation;room_height_or_vertical_extent;visibility_or_appearance_evidence,True,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC,manual,纯人工,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,2.0,4,1,1.0,1.0,0.7691912245086019,2.0,1.0,0.7691933787005101,2.1541919081879968e-06,dominant_with_singleton_dissent_no_clear_gt_order,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,2.0,1.0,4.0,5.0,1.0,7.402059902993784,1.9782248049105533,9.241370421507554,,1.0,in_scope;occlusion;oos_open_or_ambiguous_boundary;trivial,different_wall_count_or_topology;scope_or_adjacent_space_extent;panorama_seam_boundary;visibility_or_appearance_evidence,True,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,manual,纯人工,unique,唯一分区,supported_multimodal,有支持的多峰,2.0,3,2,2.0,0.0,0.8170038437484628,1.0,3.0,0.8170038437484628,0.0,supported_multimodal_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,2.0,2.0,6.0,4.0,2.0,4.316301316985232,8.658332504724228,12.97463382170946,,0.0,in_scope;low_texture;occlusion;oos_geometry;oos_open_or_ambiguous_boundary;seam;trivial,different_wall_count_or_topology;scope_or_adjacent_space_extent;panorama_seam_boundary;visibility_or_appearance_evidence,True,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,manual,纯人工,unique,唯一分区,unimodal,单峰,1.0,5,0,1.0,0.0,0.5644452228741571,1.0,5.0,0.5644452228741571,0.0,unimodal_low_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,,,4.0,,,,,,,,in_scope;low_image_quality;low_texture;oos_open_or_ambiguous_boundary;reflection_transparency;seam,scope_or_adjacent_space_extent;panorama_seam_boundary;visibility_or_appearance_evidence,True,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs,manual,纯人工,unique,唯一分区,unimodal,单峰,1.0,5,0,1.0,0.0,0.7823755160349148,1.0,5.0,0.7823755160349148,0.0,unimodal_low_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,,,4.0,,,,,,,,in_scope;low_texture;occlusion;reflection_transparency,visibility_or_appearance_evidence,True,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,manual,纯人工,unique,唯一分区,unimodal,单峰,1.0,5,0,1.0,0.0,0.7268648687618192,1.0,5.0,0.7268648687618192,0.0,unimodal_low_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,,,4.0,,,,,,,,in_scope;occlusion;oos_open_or_ambiguous_boundary;trivial,scope_or_adjacent_space_extent;visibility_or_appearance_evidence,True,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,q9vSo1VnCiC,manual,纯人工,unique,唯一分区,,,3.0,1,1,0.0,3.0,0.773839900925087,1.0,1.0,0.773839900925087,0.0,diffuse_all_singletons_no_supported_crowd_mode,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,2.0,1.0,5.0,8.0,3.0,7.53812748834082,15.476115537343617,23.014243025684436,,2.0,in_scope;low_image_quality;occlusion;oos_geometry;seam;trivial,different_wall_count_or_topology;scope_or_adjacent_space_extent;panorama_seam_boundary;floor_boundary_interpretation;room_height_or_vertical_extent;visibility_or_appearance_evidence,True,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,纯人工,unique,唯一分区,supported_multimodal,有支持的多峰,2.0,20,2,2.0,0.0,0.981286772487841,1.0,20.0,0.981286772487841,0.0,supported_multimodal_multiple_gt_aligned_clusters,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,2.0,2.0,4.0,5.0,1.0,10.694598719239877,8.912477015193076,18.63679307571323,,0.0,in_scope;low_image_quality;low_texture;occlusion;oos_geometry;reflection_transparency;trivial,different_wall_count_or_topology;scope_or_adjacent_space_extent;ceiling_boundary_interpretation;room_height_or_vertical_extent;visibility_or_appearance_evidence,True,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,rPc6DW4iMge,manual,纯人工,unique,唯一分区,supported_multimodal,有支持的多峰,3.0,2,2,2.0,1.0,0.9395375374640632,1.0,2.0,0.9395375374640632,0.0,supported_multimodal_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,2.0,2.0,14.0,6.0,8.0,11.447025361172564,9.375805381190048,2.0712199799825157,,0.0,in_scope;low_texture;occlusion;oos_geometry;reflection_transparency;seam,different_wall_count_or_topology;scope_or_adjacent_space_extent;panorama_seam_boundary;ceiling_boundary_interpretation;visibility_or_appearance_evidence,True,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,rPc6DW4iMge,manual,纯人工,unique,唯一分区,supported_multimodal,有支持的多峰,3.0,2,2,2.0,1.0,0.9662936715873136,1.0,2.0,0.9662936715873136,0.0,supported_multimodal_multiple_gt_aligned_clusters,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,2.0,2.0,6.0,7.0,1.0,0.2466500171143764,1.5448788208452697,1.7915288379595893,,0.0,in_scope;occlusion;reflection_transparency,different_wall_count_or_topology;visibility_or_appearance_evidence,True,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,纯人工,unique,唯一分区,supported_multimodal,有支持的多峰,7.0,5,4,5.0,2.0,0.9604626903729804,1.0,5.0,0.9604626903729804,0.0,supported_multimodal_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,2.0,4.0,8.0,4.0,4.0,36.50634203225293,35.572345924453316,72.07868795670623,,1.0,in_scope;low_texture;occlusion;oos_geometry;oos_open_or_ambiguous_boundary;reflection_transparency;seam;trivial,different_wall_count_or_topology;scope_or_adjacent_space_extent;panorama_seam_boundary;ceiling_boundary_interpretation;room_height_or_vertical_extent;visibility_or_appearance_evidence,True,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,manual,纯人工,unique,唯一分区,supported_multimodal,有支持的多峰,3.0,14,7,2.0,1.0,0.960928673841317,1.0,14.0,0.960928673841317,0.0,supported_multimodal_multiple_gt_aligned_clusters,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,2.0,7.0,4.0,4.0,0.0,8.81282737038913,8.95446865732032,21.110265427097715,32.944811888990486,0.0,in_scope;low_image_quality;low_texture;occlusion;oos_geometry;oos_open_or_ambiguous_boundary;seam;trivial,scope_or_adjacent_space_extent;panorama_seam_boundary;room_height_or_vertical_extent;horizontal_wall_boundary_placement;visibility_or_appearance_evidence,True,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/wc2JMjhGNzB_dda6efcba51c40de8552408953719515.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e,manual,纯人工,unique,唯一分区,supported_multimodal,有支持的多峰,2.0,3,2,2.0,0.0,0.9525457683811364,1.0,3.0,0.9525457683811364,0.0,supported_multimodal_multiple_gt_aligned_clusters,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,2.0,2.0,6.0,4.0,2.0,15.71308624722269,25.833582541525345,41.42172429231678,,0.0,in_scope;low_texture;occlusion;trivial,different_wall_count_or_topology;floor_boundary_interpretation;room_height_or_vertical_extent;visibility_or_appearance_evidence,True,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,manual,纯人工,unique,唯一分区,supported_multimodal,有支持的多峰,6.0,15,3,2.0,4.0,0.9703983815971006,1.0,15.0,0.9703983815971006,0.0,supported_multimodal_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,2.0,3.0,4.0,4.0,0.0,9.181476168049414,9.198346145879839,19.729270130127702,46.28612298689087,1.0,in_scope;occlusion;oos_open_or_ambiguous_boundary;oos_split_or_multi_level;reflection_transparency;seam;trivial,scope_or_adjacent_space_extent;panorama_seam_boundary;room_height_or_vertical_extent;horizontal_wall_boundary_placement;visibility_or_appearance_evidence,True,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,manual,纯人工,unique,唯一分区,,,5.0,1,1,0.0,5.0,0.9134234623295442,1.0,1.0,0.9134234623295442,0.0,diffuse_all_singletons_no_supported_crowd_mode,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,2.0,1.0,10.0,6.0,4.0,11.213879351810363,11.026768066878105,22.240647418688468,,0.0,in_scope;occlusion;oos_open_or_ambiguous_boundary;oos_split_or_multi_level,different_wall_count_or_topology;scope_or_adjacent_space_extent;ceiling_boundary_interpretation;room_height_or_vertical_extent;visibility_or_appearance_evidence,True,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_48447297e8444171a5db34ccf38bc229.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,yqstnuAEVhm,manual,纯人工,unique,唯一分区,supported_multimodal,有支持的多峰,2.0,3,2,2.0,0.0,0.9142765028283362,1.0,3.0,0.9142765028283362,0.0,supported_multimodal_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,2.0,2.0,8.0,6.0,2.0,10.937720222886298,22.494759949569755,32.95665315013194,,1.0,in_scope;occlusion;oos_geometry;seam;trivial,different_wall_count_or_topology;scope_or_adjacent_space_extent;panorama_seam_boundary;floor_boundary_interpretation;room_height_or_vertical_extent;visibility_or_appearance_evidence,True,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,纯人工,not_evaluable,不可评价,,,,0,0,,,,,,,,partition_not_unique_or_not_evaluable,,,,,,,,,,,,,,in_scope;low_image_quality;low_texture;occlusion;oos_geometry;oos_insufficient_evidence;oos_open_or_ambiguous_boundary;reflection_transparency;seam;trivial,scope_or_adjacent_space_extent;panorama_seam_boundary;visibility_or_appearance_evidence,True,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,纯人工,not_evaluable,不可评价,,,,0,0,,,,,,,,partition_not_unique_or_not_evaluable,,,,,,,,,,,,,,in_scope;low_image_quality;low_texture;occlusion;oos_geometry;oos_open_or_ambiguous_boundary;oos_split_or_multi_level;reflection_transparency;trivial,scope_or_adjacent_space_extent;visibility_or_appearance_evidence,True,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,uNb9QFRL6hY,manual,纯人工,unique,唯一分区,,,5.0,1,1,0.0,5.0,,2.0,1.0,0.8548740206685173,,diffuse_all_singletons_no_supported_crowd_mode,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,2.0,1.0,10.0,,,,,,,,in_scope;low_texture;occlusion;oos_open_or_ambiguous_boundary;reflection_transparency,scope_or_adjacent_space_extent;visibility_or_appearance_evidence,True,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,纯人工,not_evaluable,不可评价,,,,0,0,,,,,,,,partition_not_unique_or_not_evaluable,,,,,,,,,,,,,,in_scope;low_image_quality;occlusion;oos_geometry;oos_insufficient_evidence;oos_open_or_ambiguous_boundary;reflection_transparency;seam;trivial,scope_or_adjacent_space_extent;panorama_seam_boundary;visibility_or_appearance_evidence,True,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,semi,模型预标注辅助,unique,唯一分区,unimodal,单峰,1.0,4,0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,unimodal_high_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,,,8.0,,,,,,,,acceptable;corner_issue;in_scope;occlusion;topology_issue;trivial,scope_or_adjacent_space_extent;visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,manual,纯人工,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,3.0,3,1,1.0,2.0,0.94017990656914,1.0,3.0,0.94017990656914,0.0,dominant_with_singleton_dissent_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,2.0,1.0,10.0,8.0,2.0,0.8525894977306052,1.7602297530896749,0.13696834891345588,,0.0,in_scope;low_image_quality;occlusion;oos_insufficient_evidence;oos_open_or_ambiguous_boundary,different_wall_count_or_topology;scope_or_adjacent_space_extent;visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,manual,纯人工,unique,唯一分区,unimodal,单峰,1.0,5,0,1.0,0.0,0.9331462485268393,1.0,5.0,0.9331462485268393,0.0,unimodal_high_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,,,4.0,,,,,,,,in_scope;occlusion;seam;trivial,panorama_seam_boundary;visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,manual,纯人工,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,2.0,4,1,1.0,1.0,0.9426084442367704,1.0,4.0,0.9426084442367704,0.0,dominant_with_singleton_dissent_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,2.0,1.0,6.0,5.0,1.0,3.4106389599548663,8.666946688294502,12.077585648249368,,0.0,in_scope;low_image_quality;occlusion;oos_geometry,different_wall_count_or_topology;scope_or_adjacent_space_extent;visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/7y3sRwLe3Va_fdab6422162e49db822a37178ab70481.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,manual,纯人工,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,2.0,4,1,1.0,1.0,0.7451339431812869,1.0,4.0,0.7451339431812869,0.0,dominant_with_singleton_dissent_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,2.0,1.0,4.0,6.0,2.0,14.137816569690187,15.40953767804217,29.129258071980843,,0.0,in_scope;low_texture;occlusion;oos_open_or_ambiguous_boundary;reflection_transparency;seam;trivial,different_wall_count_or_topology;scope_or_adjacent_space_extent;panorama_seam_boundary;floor_boundary_interpretation;room_height_or_vertical_extent;visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,semi,模型预标注辅助,unique,唯一分区,unimodal,单峰,1.0,4,0,1.0,0.0,0.9996029274369356,1.0,4.0,0.9996029274369356,0.0,unimodal_high_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,,,4.0,,,,,,,,acceptable;in_scope;low_image_quality;low_texture;occlusion;oos_geometry;reflection_transparency;seam;trivial,scope_or_adjacent_space_extent;panorama_seam_boundary;visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,manual,纯人工,unique,唯一分区,unimodal,单峰,1.0,5,0,1.0,0.0,0.9595101880877744,1.0,5.0,0.9595101880877744,0.0,unimodal_high_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,,,4.0,,,,,,,,in_scope;low_texture;occlusion;trivial,visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_7018ca302c584d0d85024187f3568460.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,semi,模型预标注辅助,unique,唯一分区,dominant_with_dissent,主模式伴少数异议,2.0,3,1,1.0,1.0,0.9571598695898328,1.0,3.0,0.9571598695898328,0.0,dominant_with_singleton_dissent_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only,2.0,1.0,4.0,5.0,1.0,20.433834951456305,10.313552766595649,33.65645275870236,,0.0,acceptable;in_scope;occlusion;oos_open_or_ambiguous_boundary;overextension;trivial,different_wall_count_or_topology;scope_or_adjacent_space_extent;ceiling_boundary_interpretation;room_height_or_vertical_extent;visibility_or_appearance_evidence,False,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_7018ca302c584d0d85024187f3568460.jpg,这是最大簇与最佳 GT 对齐簇（或次簇）的可观察几何差异，不把算法归类直接当作真实因果原因。
