condition,target,feature,baseline,images,buildings,loss,baseline_loss,delta,lo,hi
semi,late_quarter_new,da3__layer5__faces_concat,feedback_counts,42,12,0.16834329463409,0.1752000797523689,-0.006856785118278906,-0.01897241820700682,0.003251001406899793
semi,late_quarter_new,da3__layer5__faces_global,constant,42,12,0.1694369369734519,0.17043650793644524,-0.0009995709629933344,-0.01950570704040939,0.015573483927403799
semi,late_quarter_new,da3__layer5__faces_global,feedback_counts,42,12,0.1694369369734519,0.1752000797523689,-0.005763142778917001,-0.01799100116612726,0.0046210571260787755
semi,late_quarter_new,da3__layer5__faces_local16,constant,42,12,0.16892956595617598,0.17043650793644524,-0.0015069419802692867,-0.01962560568625412,0.014769896454582888
semi,late_quarter_new,da3__layer5__faces_local16,feedback_counts,42,12,0.16892956595617598,0.1752000797523689,-0.006270513796192953,-0.01839107054985955,0.0038895219925359666
semi,late_quarter_new,da3__layer7__faces_concat,constant,42,12,0.1683385311583588,0.17043650793644524,-0.002097976778086432,-0.019942832152749872,0.013771742811659597
semi,late_quarter_new,da3__layer7__faces_concat,feedback_counts,42,12,0.1683385311583588,0.1752000797523689,-0.006861548594010098,-0.018854821550621313,0.003567892593293893
semi,late_quarter_new,da3__layer7__faces_global,constant,42,12,0.17001919043596764,0.17043650793644524,-0.00041731750047762007,-0.01922426670876646,0.016701321441317165
semi,late_quarter_new,da3__layer7__faces_global,feedback_counts,42,12,0.17001919043596764,0.1752000797523689,-0.005180889316401286,-0.01806650059595213,0.005860889283771101
semi,late_quarter_new,da3__layer7__faces_local16,constant,42,12,0.1692416139116207,0.17043650793644524,-0.0011948940248245263,-0.01934710256650383,0.015296624187044836
semi,late_quarter_new,da3__layer7__faces_local16,feedback_counts,42,12,0.1692416139116207,0.1752000797523689,-0.005958465840748194,-0.01840413001851477,0.004623348116923382
semi,late_quarter_new,da3__layer9__faces_concat,constant,42,12,0.16841139219684595,0.17043650793644524,-0.002025115739599287,-0.019641400917061853,0.01379587028624857
semi,late_quarter_new,da3__layer9__faces_concat,feedback_counts,42,12,0.16841139219684595,0.1752000797523689,-0.006788687555522953,-0.019104454122432283,0.0036960481384718732
semi,late_quarter_new,da3__layer9__faces_global,constant,42,12,0.16932082484961308,0.17043650793644524,-0.001115683086832143,-0.01957020727135337,0.015599164992446577
semi,late_quarter_new,da3__layer9__faces_global,feedback_counts,42,12,0.16932082484961308,0.1752000797523689,-0.00587925490275581,-0.01842773100650106,0.004710576595678078
semi,late_quarter_new,da3__layer9__faces_local16,constant,42,12,0.1689170500219276,0.17043650793644524,-0.0015194579145176212,-0.01951198923057647,0.014724098580526883
semi,late_quarter_new,da3__layer9__faces_local16,feedback_counts,42,12,0.1689170500219276,0.1752000797523689,-0.006283029730441288,-0.018744283815331508,0.004091161463546979
