analysis_role,block3_generated,boundary,condition_number,convergence,design_columns,fold,formal_policy_frozen,formal_profile_frozen,formula,mae,mae_change_vs_P0,mae_change_vs_P1,mixed_model_status,model_name,model_rank,model_variant,n_test,n_train,new_building_categories,new_stage_categories,new_worker_categories,optimizer,prediction_interval_coverage,prediction_unseen_worker_fallback_rows,random_effect_eigenvalues_json,risk_channel_correlation_train,rmse,rmse_change_vs_P0,rmse_change_vs_P1,scientific_conclusion_prohibited,singular,spearman,status,test_buildings,test_tasks,test_workers,train_buildings,train_tasks,train_workers,transform_json,validation_kind,warnings
exploratory_diagnostic_pre_stage3,False,False,23.91212030000372,True,41,VFuaQ6m2Qom,False,False,quality ~ C(worker_id) + risk_z + d_model_feat_local_max_resid_z + C(worker_id):d_model_feat_local_max_resid_z,0.06766079993737208,-0.0020835785847483773,-0.021204427007971677,,P3_d_model_feat_local_max_residualized_sensitivity,41,train_only_residualized_channel_sensitivity,34,191,1,0,0,ols,1.0,0,,0.9715726575120449,0.10290803930598343,0.01984949724013478,0.004706012652730407,True,False,0.40125296167223384,estimated,1,5,19,8,62,20,"{""channel_residualization"": {""channel"": ""d_model_feat_local_max"", ""fit_source"": ""train_fold_only"", ""intercept"": 0.9435638200419584, ""residual_mean"": 9.602557260108684e-16, ""residual_scale"": 0.28124978363209807, ""risk_slope"": 0.6230532575495787}, ""fields"": {""d_model_feat_local_max"": {""mean"": 4.259332869146958, ""scale"": 1.1880033705441182}, ""risk"": {""mean"": 5.321806778036385, ""scale"": 1.8525408187292352}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,29.858324370148356,True,41,VFuaQ6m2Qom,False,False,quality ~ C(worker_id) + risk_z + g_model_struct_z + C(worker_id):g_model_struct_z,0.227692155885215,0.15794777736309454,0.13882692893987125,,P3_g_model_struct,41,raw_channel_exploratory,34,191,1,0,0,ols,0.7352941176470589,0,,0.2962141796008488,0.2801892484955371,0.19713070642968847,0.1819872218422841,True,False,0.011765604740579591,estimated,1,5,19,8,62,20,"{""channel_residualization"": {""channel"": ""g_model_struct"", ""fit_source"": ""train_fold_only"", ""intercept"": 0.9118366878716408, ""residual_mean"": 6.277700872226016e-16, ""residual_scale"": 0.5959853094611208, ""risk_slope"": 0.09977344610971808}, ""fields"": {""g_model_struct"": {""mean"": 1.4428116896463874, ""scale"": 0.6239889724138149}, ""risk"": {""mean"": 5.321806778036385, ""scale"": 1.8525408187292352}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,27.249650767575645,True,41,VFuaQ6m2Qom,False,False,quality ~ C(worker_id) + risk_z + g_model_struct_resid_z + C(worker_id):g_model_struct_resid_z,0.22031789657934042,0.15057351805721997,0.13145266963399665,,P3_g_model_struct_residualized_sensitivity,41,train_only_residualized_channel_sensitivity,34,191,1,0,0,ols,0.7941176470588235,0,,0.2962141796008488,0.262644426657972,0.17958588459212335,0.164442400004719,True,False,0.05745282314880423,estimated,1,5,19,8,62,20,"{""channel_residualization"": {""channel"": ""g_model_struct"", ""fit_source"": ""train_fold_only"", ""intercept"": 0.9118366878716408, ""residual_mean"": 6.277700872226016e-16, ""residual_scale"": 0.5959853094611208, ""risk_slope"": 0.09977344610971808}, ""fields"": {""g_model_struct"": {""mean"": 1.4428116896463874, ""scale"": 0.6239889724138149}, ""risk"": {""mean"": 5.321806778036385, ""scale"": 1.8525408187292352}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,78.82093969235356,True,41,VFuaQ6m2Qom,False,False,quality ~ C(worker_id) + risk_z + d_cal_A_z + C(worker_id):d_cal_A_z,0.10573455967164228,0.03599018114952182,0.016869332726298522,,P3_d_cal_A,41,raw_channel_exploratory,34,191,1,0,0,ols,0.9705882352941176,0,,0.9353968902461718,0.124207636041546,0.041149093975697354,0.02600560938829298,True,False,0.517533808523936,estimated,1,5,19,8,62,20,"{""channel_residualization"": {""channel"": ""d_cal_A"", ""fit_source"": ""train_fold_only"", ""intercept"": -2.2548775333558937, ""residual_mean"": 1.7461308722376808e-15, ""residual_scale"": 0.45161868744328604, ""risk_slope"": 0.6448939588589233}, ""fields"": {""d_cal_A"": {""mean"": 1.1771235080142444, ""scale"": 1.2772037142689632}, ""risk"": {""mean"": 5.321806778036385, ""scale"": 1.8525408187292352}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,24.632468033190406,True,41,VFuaQ6m2Qom,False,False,quality ~ C(worker_id) + risk_z + d_cal_A_resid_z + C(worker_id):d_cal_A_resid_z,0.10288774139608547,0.03314336287396502,0.014022514450741722,,P3_d_cal_A_residualized_sensitivity,41,train_only_residualized_channel_sensitivity,34,191,1,0,0,ols,0.9705882352941176,0,,0.9353968902461718,0.1288576298276689,0.04579908776182026,0.030655603174415888,True,False,0.4826953944868952,estimated,1,5,19,8,62,20,"{""channel_residualization"": {""channel"": ""d_cal_A"", ""fit_source"": ""train_fold_only"", ""intercept"": -2.2548775333558937, ""residual_mean"": 1.7461308722376808e-15, ""residual_scale"": 0.45161868744328604, ""risk_slope"": 0.6448939588589233}, ""fields"": {""d_cal_A"": {""mean"": 1.1771235080142444, ""scale"": 1.2772037142689632}, ""risk"": {""mean"": 5.321806778036385, ""scale"": 1.8525408187292352}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,38.01897072860476,True,40,VFuaQ6m2Qom,False,False,quality ~ C(worker_id) + risk_z + C(worker_id):risk_z,0.1166533657525699,0.04690898723044945,0.02778813880722615,,worker_x_risk_diagnostic,40,diagnostic,34,191,1,0,0,ols,0.9705882352941176,0,,,0.1385010324512582,0.05544249038540955,0.040299005798005175,True,False,0.2669417075557473,estimated,1,5,19,8,62,20,"{""channel_residualization"": {}, ""fields"": {""risk"": {""mean"": 5.321806778036385, ""scale"": 1.8525408187292352}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,25.24431507856867,True,41,VFuaQ6m2Qom,False,False,quality ~ C(worker_id) + risk_z + C(worker_id):C(task_stratum),0.1848614708481724,0.11511709232605194,0.09599624390282864,,worker_x_stratum_diagnostic,41,risk_bucket_diagnostic_not_independent_condition,34,191,1,0,0,ols,0.6764705882352942,0,,,0.20731303856700908,0.12425449650116044,0.10911101191375606,True,False,0.11261364537411894,estimated,1,5,19,8,62,20,"{""channel_residualization"": {}, ""fields"": {""risk"": {""mean"": 5.321806778036385, ""scale"": 1.8525408187292352}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,21.094767098524976,True,20,VLzqgDo317F,False,False,quality ~ C(worker_id),0.05838642114953768,0.0,0.009148419383738615,,P0,20,core,2,223,1,0,0,ols,1.0,0,,,0.05846111280187289,0.0,0.009189995843386436,True,False,,estimated,1,1,2,8,66,20,"{""channel_residualization"": {}, ""fields"": {""risk"": {""mean"": 5.4348472353218975, ""scale"": 1.7541736313201108}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,21.129719411921233,True,21,VLzqgDo317F,False,False,quality ~ C(worker_id) + risk_z,0.049238001765799067,-0.009148419383738615,0.0,,P1,21,core,2,223,1,0,0,ols,1.0,0,,,0.049271116958486454,-0.009189995843386436,0.0,True,False,,estimated,1,1,2,8,66,20,"{""channel_residualization"": {}, ""fields"": {""risk"": {""mean"": 5.4348472353218975, ""scale"": 1.7541736313201108}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,1.0000000000000004,True,2,VLzqgDo317F,False,False,quality ~ risk_z,0.0710791173808486,0.012692696231310918,0.021841115615049533,estimated,P2,2,core,2,223,1,0,0,lbfgs,1.0,0,"[3.15085914823574e-05, 0.0002558971582262801]",,0.07108174812191778,0.012620635320044891,0.021810631163431328,True,False,,estimated,1,1,2,8,66,20,"{""channel_residualization"": {}, ""fields"": {""risk"": {""mean"": 5.4348472353218975, ""scale"": 1.7541736313201108}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,The MLE may be on the boundary of the parameter space.;The Hessian matrix at the estimated parameter values is not positive definite.
exploratory_diagnostic_pre_stage3,False,False,48.560291371030324,True,41,VLzqgDo317F,False,False,quality ~ C(worker_id) + risk_z + d_model_feat_z + C(worker_id):d_model_feat_z,0.036860609449219206,-0.021525811700318476,-0.01237739231657986,,P3_d_model_feat,41,raw_channel_exploratory,2,223,1,0,0,ols,1.0,0,,0.9451430616138624,0.03688146786799512,-0.02157964493387777,-0.012389649090491332,True,False,,estimated,1,1,2,8,66,20,"{""channel_residualization"": {""channel"": ""d_model_feat"", ""fit_source"": ""train_fold_only"", ""intercept"": -0.42503233296144877, ""residual_mean"": 9.72814255658097e-16, ""residual_scale"": 0.31201176733204505, ""risk_slope"": 0.5146410074478922}, ""fields"": {""d_model_feat"": {""mean"": 2.3719629235500057, ""scale"": 0.9551672350211212}, ""risk"": {""mean"": 5.4348472353218975, ""scale"": 1.7541736313201108}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,22.557692089098392,True,41,VLzqgDo317F,False,False,quality ~ C(worker_id) + risk_z + d_model_feat_resid_z + C(worker_id):d_model_feat_resid_z,0.02489164735885302,-0.03349477379068466,-0.024346354406946047,,P3_d_model_feat_residualized_sensitivity,41,train_only_residualized_channel_sensitivity,2,223,1,0,0,ols,1.0,0,,0.9451430616138624,0.02530782226094893,-0.03315329054092396,-0.023963294697537524,True,False,,estimated,1,1,2,8,66,20,"{""channel_residualization"": {""channel"": ""d_model_feat"", ""fit_source"": ""train_fold_only"", ""intercept"": -0.42503233296144877, ""residual_mean"": 9.72814255658097e-16, ""residual_scale"": 0.31201176733204505, ""risk_slope"": 0.5146410074478922}, ""fields"": {""d_model_feat"": {""mean"": 2.3719629235500057, ""scale"": 0.9551672350211212}, ""risk"": {""mean"": 5.4348472353218975, ""scale"": 1.7541736313201108}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,42.782578797966075,True,41,VLzqgDo317F,False,False,quality ~ C(worker_id) + risk_z + d_model_feat_local_max_z + C(worker_id):d_model_feat_local_max_z,0.06674989593697067,0.00836347478743299,0.017511894171171605,,P3_d_model_feat_local_max,41,raw_channel_exploratory,2,223,1,0,0,ols,1.0,0,,0.958733216421159,0.06675407480415045,0.008292962002277561,0.017482957845663998,True,False,,estimated,1,1,2,8,66,20,"{""channel_residualization"": {""channel"": ""d_model_feat_local_max"", ""fit_source"": ""train_fold_only"", ""intercept"": 0.9637966492218702, ""residual_mean"": 1.276507549389642e-15, ""residual_scale"": 0.31545891905532375, ""risk_slope"": 0.6064291269549552}, ""fields"": {""d_model_feat_local_max"": {""mean"": 4.2596463132716815, ""scale"": 1.1095703846997556}, ""risk"": {""mean"": 5.4348472353218975, ""scale"": 1.7541736313201108}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,23.702851439078046,True,41,VLzqgDo317F,False,False,quality ~ C(worker_id) + risk_z + d_model_feat_local_max_resid_z + C(worker_id):d_model_feat_local_max_resid_z,0.05460839860590566,-0.0037780225436320203,0.005370396840106595,,P3_d_model_feat_local_max_residualized_sensitivity,41,train_only_residualized_channel_sensitivity,2,223,1,0,0,ols,1.0,0,,0.958733216421159,0.05476307403587121,-0.0036980387660016795,0.005491957077384757,True,False,,estimated,1,1,2,8,66,20,"{""channel_residualization"": {""channel"": ""d_model_feat_local_max"", ""fit_source"": ""train_fold_only"", ""intercept"": 0.9637966492218702, ""residual_mean"": 1.276507549389642e-15, ""residual_scale"": 0.31545891905532375, ""risk_slope"": 0.6064291269549552}, ""fields"": {""d_model_feat_local_max"": {""mean"": 4.2596463132716815, ""scale"": 1.1095703846997556}, ""risk"": {""mean"": 5.4348472353218975, ""scale"": 1.7541736313201108}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,32.64440033590393,True,41,VLzqgDo317F,False,False,quality ~ C(worker_id) + risk_z + g_model_struct_z + C(worker_id):g_model_struct_z,0.052563521313913175,-0.0058228998356245065,0.0033255195481141087,,P3_g_model_struct,41,raw_channel_exploratory,2,223,1,0,0,ols,1.0,0,,0.3361799595959991,0.052646875327474654,-0.005814237474398236,0.0033757583689882006,True,False,,estimated,1,1,2,8,66,20,"{""channel_residualization"": {""channel"": ""g_model_struct"", ""fit_source"": ""train_fold_only"", ""intercept"": 0.7598285353558042, ""residual_mean"": 9.031141554574143e-16, ""residual_scale"": 0.858866713699264, ""risk_slope"": 0.17477018950710752}, ""fields"": {""g_model_struct"": {""mean"": 1.7096778166151925, ""scale"": 0.9119438836943556}, ""risk"": {""mean"": 5.4348472353218975, ""scale"": 1.7541736313201108}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,29.272151170451586,True,41,VLzqgDo317F,False,False,quality ~ C(worker_id) + risk_z + g_model_struct_resid_z + C(worker_id):g_model_struct_resid_z,0.05534063838858616,-0.003045782760951521,0.006102636622787094,,P3_g_model_struct_residualized_sensitivity,41,train_only_residualized_channel_sensitivity,2,223,1,0,0,ols,1.0,0,,0.3361799595959991,0.0553732367201573,-0.003087876081715589,0.0061021197616708475,True,False,,estimated,1,1,2,8,66,20,"{""channel_residualization"": {""channel"": ""g_model_struct"", ""fit_source"": ""train_fold_only"", ""intercept"": 0.7598285353558042, ""residual_mean"": 9.031141554574143e-16, ""residual_scale"": 0.858866713699264, ""risk_slope"": 0.17477018950710752}, ""fields"": {""g_model_struct"": {""mean"": 1.7096778166151925, ""scale"": 0.9119438836943556}, ""risk"": {""mean"": 5.4348472353218975, ""scale"": 1.7541736313201108}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,74.42201532887564,True,41,VLzqgDo317F,False,False,quality ~ C(worker_id) + risk_z + d_cal_A_z + C(worker_id):d_cal_A_z,0.12624626580048892,0.06785984465095124,0.07700826403468986,,P3_d_cal_A,41,raw_channel_exploratory,2,223,1,0,0,ols,1.0,0,,0.9253162738805027,0.1263960150456108,0.06793490224373791,0.07712489808712433,True,False,,estimated,1,1,2,8,66,20,"{""channel_residualization"": {""channel"": ""d_cal_A"", ""fit_source"": ""train_fold_only"", ""intercept"": -2.183298092782528, ""residual_mean"": -2.529117921567621e-16, ""residual_scale"": 0.4520891341932044, ""risk_slope"": 0.6288943039889163}, ""fields"": {""d_cal_A"": {""mean"": 1.234646376561322, ""scale"": 1.1922299824235436}, ""risk"": {""mean"": 5.4348472353218975, ""scale"": 1.7541736313201108}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,27.36594288026295,True,41,VLzqgDo317F,False,False,quality ~ C(worker_id) + risk_z + d_cal_A_resid_z + C(worker_id):d_cal_A_resid_z,0.12289572033243479,0.0645092991828971,0.07365771856663572,,P3_d_cal_A_residualized_sensitivity,41,train_only_residualized_channel_sensitivity,2,223,1,0,0,ols,1.0,0,,0.9253162738805027,0.12315681605528211,0.06469570325340923,0.07388569909679565,True,False,,estimated,1,1,2,8,66,20,"{""channel_residualization"": {""channel"": ""d_cal_A"", ""fit_source"": ""train_fold_only"", ""intercept"": -2.183298092782528, ""residual_mean"": -2.529117921567621e-16, ""residual_scale"": 0.4520891341932044, ""risk_slope"": 0.6288943039889163}, ""fields"": {""d_cal_A"": {""mean"": 1.234646376561322, ""scale"": 1.1922299824235436}, ""risk"": {""mean"": 5.4348472353218975, ""scale"": 1.7541736313201108}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,37.31960749366522,True,40,VLzqgDo317F,False,False,quality ~ C(worker_id) + risk_z + C(worker_id):risk_z,0.05450359568658103,-0.0038828254629566517,0.0052655939207819635,,worker_x_risk_diagnostic,40,diagnostic,2,223,1,0,0,ols,1.0,0,,,0.054543462632219514,-0.003917650169653376,0.00527234567373306,True,False,,estimated,1,1,2,8,66,20,"{""channel_residualization"": {}, ""fields"": {""risk"": {""mean"": 5.4348472353218975, ""scale"": 1.7541736313201108}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,27.289564065101338,True,41,VLzqgDo317F,False,False,quality ~ C(worker_id) + risk_z + C(worker_id):C(task_stratum),0.044073731790251536,-0.014312689359286146,-0.005164269975547531,,worker_x_stratum_diagnostic,41,risk_bucket_diagnostic_not_independent_condition,2,223,1,0,0,ols,1.0,0,,,0.04446719963683966,-0.013993913165033227,-0.00480391732164679,True,False,,estimated,1,1,2,8,66,20,"{""channel_residualization"": {}, ""fields"": {""risk"": {""mean"": 5.4348472353218975, ""scale"": 1.7541736313201108}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,21.513697024652455,True,20,jh4fc5c5qoQ,False,False,quality ~ C(worker_id),0.07814257619454745,0.0,-0.011787028746824663,,P0,20,core,14,211,1,0,0,ols,1.0,0,,,0.09461969963227203,0.0,-0.013620319207729742,True,False,0.7049831352601429,estimated,1,7,9,8,60,20,"{""channel_residualization"": {}, ""fields"": {""risk"": {""mean"": 5.422616149367246, ""scale"": 1.7792574245423807}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,21.551935225173903,True,21,jh4fc5c5qoQ,False,False,quality ~ C(worker_id) + risk_z,0.08992960494137212,0.011787028746824663,0.0,,P1,21,core,14,211,1,0,0,ols,1.0,0,,,0.10824001884000177,0.013620319207729742,0.0,True,False,0.3802197802197802,estimated,1,7,9,8,60,20,"{""channel_residualization"": {}, ""fields"": {""risk"": {""mean"": 5.422616149367246, ""scale"": 1.7792574245423807}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,1.0000000000000002,True,2,jh4fc5c5qoQ,False,False,quality ~ risk_z,0.10392087810187302,0.025778301907325565,0.013991273160500903,estimated,P2,2,core,14,211,1,0,0,lbfgs,1.0,0,"[5.3766354518218824e-05, 0.0002904886684332437]",,0.12216926101417411,0.02754956138190208,0.013929242174172338,True,False,-0.2923076923076923,estimated,1,7,9,8,60,20,"{""channel_residualization"": {}, ""fields"": {""risk"": {""mean"": 5.422616149367246, ""scale"": 1.7792574245423807}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,The MLE may be on the boundary of the parameter space.;The Hessian matrix at the estimated parameter values is not positive definite.
exploratory_diagnostic_pre_stage3,False,False,47.98996121834622,True,41,jh4fc5c5qoQ,False,False,quality ~ C(worker_id) + risk_z + d_model_feat_z + C(worker_id):d_model_feat_z,0.08898578206546638,0.010843205870918929,-0.0009438228759057338,,P3_d_model_feat,41,raw_channel_exploratory,14,211,1,0,0,ols,1.0,0,,0.9465399179173721,0.09997021521957185,0.00535051558729982,-0.008269803620429922,True,False,0.432967032967033,estimated,1,7,9,8,60,20,"{""channel_residualization"": {""channel"": ""d_model_feat"", ""fit_source"": ""train_fold_only"", ""intercept"": -0.40590225657982726, ""residual_mean"": 1.2280855637322822e-15, ""residual_scale"": 0.31124518172426685, ""risk_slope"": 0.5132823332398537}, ""fields"": {""d_model_feat"": {""mean"": 2.3774308128315056, ""scale"": 0.9648419311388934}, ""risk"": {""mean"": 5.422616149367246, ""scale"": 1.7792574245423807}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,22.57477217412747,True,41,jh4fc5c5qoQ,False,False,quality ~ C(worker_id) + risk_z + d_model_feat_resid_z + C(worker_id):d_model_feat_resid_z,0.07677253968240004,-0.0013700365121474128,-0.013157065258972075,,P3_d_model_feat_residualized_sensitivity,41,train_only_residualized_channel_sensitivity,14,211,1,0,0,ols,1.0,0,,0.9465399179173721,0.09055295144484,-0.004066748187432023,-0.017687067395161765,True,False,0.6439560439560439,estimated,1,7,9,8,60,20,"{""channel_residualization"": {""channel"": ""d_model_feat"", ""fit_source"": ""train_fold_only"", ""intercept"": -0.40590225657982726, ""residual_mean"": 1.2280855637322822e-15, ""residual_scale"": 0.31124518172426685, ""risk_slope"": 0.5132823332398537}, ""fields"": {""d_model_feat"": {""mean"": 2.3774308128315056, ""scale"": 0.9648419311388934}, ""risk"": {""mean"": 5.422616149367246, ""scale"": 1.7792574245423807}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,42.21065093186013,True,41,jh4fc5c5qoQ,False,False,quality ~ C(worker_id) + risk_z + d_model_feat_local_max_z + C(worker_id):d_model_feat_local_max_z,0.09361178352689696,0.015469207332349508,0.003682178585524845,,P3_d_model_feat_local_max,41,raw_channel_exploratory,14,211,1,0,0,ols,1.0,0,,0.9603492213001462,0.10534538622131066,0.010725686589038635,-0.0028946326186911064,True,False,0.45494505494505494,estimated,1,7,9,8,60,20,"{""channel_residualization"": {""channel"": ""d_model_feat_local_max"", ""fit_source"": ""train_fold_only"", ""intercept"": 0.9716869401628524, ""residual_mean"": 1.161787885484524e-15, ""residual_scale"": 0.31161224756411293, ""risk_slope"": 0.6032708461036068}, ""fields"": {""d_model_feat_local_max"": {""mean"": 4.242993172686714, ""scale"": 1.1176914690331554}, ""risk"": {""mean"": 5.422616149367246, ""scale"": 1.7792574245423807}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,22.788146313046617,True,41,jh4fc5c5qoQ,False,False,quality ~ C(worker_id) + risk_z + d_model_feat_local_max_resid_z + C(worker_id):d_model_feat_local_max_resid_z,0.09187546855661186,0.013732892362064403,0.0019458636152397402,,P3_d_model_feat_local_max_residualized_sensitivity,41,train_only_residualized_channel_sensitivity,14,211,1,0,0,ols,1.0,0,,0.9603492213001462,0.10797874466858035,0.013359045036308317,-0.0002612741714214245,True,False,0.410989010989011,estimated,1,7,9,8,60,20,"{""channel_residualization"": {""channel"": ""d_model_feat_local_max"", ""fit_source"": ""train_fold_only"", ""intercept"": 0.9716869401628524, ""residual_mean"": 1.161787885484524e-15, ""residual_scale"": 0.31161224756411293, ""risk_slope"": 0.6032708461036068}, ""fields"": {""d_model_feat_local_max"": {""mean"": 4.242993172686714, ""scale"": 1.1176914690331554}, ""risk"": {""mean"": 5.422616149367246, ""scale"": 1.7792574245423807}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,32.394757538229946,True,41,jh4fc5c5qoQ,False,False,quality ~ C(worker_id) + risk_z + g_model_struct_z + C(worker_id):g_model_struct_z,0.0959285682124833,0.017785992017935848,0.005998963271111185,,P3_g_model_struct,41,raw_channel_exploratory,14,211,1,0,0,ols,1.0,0,,0.3451618545246849,0.12319707737918316,0.02857737774691113,0.01495705853918139,True,False,0.1032967032967033,estimated,1,7,9,8,60,20,"{""channel_residualization"": {""channel"": ""g_model_struct"", ""fit_source"": ""train_fold_only"", ""intercept"": 0.7701835913763975, ""residual_mean"": 5.188056408911869e-16, ""residual_scale"": 0.8524435523430083, ""risk_slope"": 0.17619573052996504}, ""fields"": {""g_model_struct"": {""mean"": 1.7256254051977458, ""scale"": 0.9082624792065167}, ""risk"": {""mean"": 5.422616149367246, ""scale"": 1.7792574245423807}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,28.5080547352433,True,41,jh4fc5c5qoQ,False,False,quality ~ C(worker_id) + risk_z + g_model_struct_resid_z + C(worker_id):g_model_struct_resid_z,0.09774803314680892,0.01960545695226147,0.007818428205436809,,P3_g_model_struct_residualized_sensitivity,41,train_only_residualized_channel_sensitivity,14,211,1,0,0,ols,1.0,0,,0.3451618545246849,0.12387440251105762,0.029254702878785593,0.01563438367105585,True,False,0.05054945054945055,estimated,1,7,9,8,60,20,"{""channel_residualization"": {""channel"": ""g_model_struct"", ""fit_source"": ""train_fold_only"", ""intercept"": 0.7701835913763975, ""residual_mean"": 5.188056408911869e-16, ""residual_scale"": 0.8524435523430083, ""risk_slope"": 0.17619573052996504}, ""fields"": {""g_model_struct"": {""mean"": 1.7256254051977458, ""scale"": 0.9082624792065167}, ""risk"": {""mean"": 5.422616149367246, ""scale"": 1.7792574245423807}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,74.2712343774199,True,41,jh4fc5c5qoQ,False,False,quality ~ C(worker_id) + risk_z + d_cal_A_z + C(worker_id):d_cal_A_z,0.10509873993161131,0.02695616373706386,0.015169134990239197,,P3_d_cal_A,41,raw_channel_exploratory,14,211,1,0,0,ols,0.9285714285714286,0,,0.9253335649180365,0.12604973368586342,0.03143003405359139,0.01780971484586165,True,False,0.11208791208791209,estimated,1,7,9,8,60,20,"{""channel_residualization"": {""channel"": ""d_cal_A"", ""fit_source"": ""train_fold_only"", ""intercept"": -2.210410899209861, ""residual_mean"": 1.3827801463103845e-15, ""residual_scale"": 0.4597514076280547, ""risk_slope"": 0.6306187760108702}, ""fields"": {""d_cal_A"": {""mean"": 1.209192659680892, ""scale"": 1.2125715329180304}, ""risk"": {""mean"": 5.422616149367246, ""scale"": 1.7792574245423807}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,27.04898584850762,True,41,jh4fc5c5qoQ,False,False,quality ~ C(worker_id) + risk_z + d_cal_A_resid_z + C(worker_id):d_cal_A_resid_z,0.10424396789779686,0.026101391703249405,0.014314362956424742,,P3_d_cal_A_residualized_sensitivity,41,train_only_residualized_channel_sensitivity,14,211,1,0,0,ols,0.9285714285714286,0,,0.9253335649180365,0.1294034472400603,0.03478374760778828,0.02116342840005854,True,False,-0.2,estimated,1,7,9,8,60,20,"{""channel_residualization"": {""channel"": ""d_cal_A"", ""fit_source"": ""train_fold_only"", ""intercept"": -2.210410899209861, ""residual_mean"": 1.3827801463103845e-15, ""residual_scale"": 0.4597514076280547, ""risk_slope"": 0.6306187760108702}, ""fields"": {""d_cal_A"": {""mean"": 1.209192659680892, ""scale"": 1.2125715329180304}, ""risk"": {""mean"": 5.422616149367246, ""scale"": 1.7792574245423807}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,37.104923798377364,True,40,jh4fc5c5qoQ,False,False,quality ~ C(worker_id) + risk_z + C(worker_id):risk_z,0.08933298189101403,0.01119040569646658,-0.0005966230503580833,,worker_x_risk_diagnostic,40,diagnostic,14,211,1,0,0,ols,1.0,0,,,0.10680160014559077,0.012181900513318744,-0.0014384186944109978,True,False,0.4153846153846154,estimated,1,7,9,8,60,20,"{""channel_residualization"": {}, ""fields"": {""risk"": {""mean"": 5.422616149367246, ""scale"": 1.7792574245423807}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
exploratory_diagnostic_pre_stage3,False,False,28.64721696312124,True,41,jh4fc5c5qoQ,False,False,quality ~ C(worker_id) + risk_z + C(worker_id):C(task_stratum),0.09122744441458186,0.013084868220034407,0.0012978394732097442,,worker_x_stratum_diagnostic,41,risk_bucket_diagnostic_not_independent_condition,14,211,1,0,0,ols,0.9285714285714286,0,,,0.12489558259168007,0.030275882959408043,0.0166555637516783,True,False,-0.12967032967032965,estimated,1,7,9,8,60,20,"{""channel_residualization"": {}, ""fields"": {""risk"": {""mean"": 5.422616149367246, ""scale"": 1.7792574245423807}}, ""scaling_source"": ""train_fold_only""}",leave_one_building_out,
