condition,k,method,image_id,building,n_valid,kernel_score,count_brier,count_tv,uncovered_count,abs_pair_disagreement_error,scene_category,main_function_primary,floor_boundary,ceiling_boundary,expert_tag
manual,0,cold_population,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,uNb9QFRL6hY,5,1.33870169234203,1.5749727376761262,1.0,1.0,0.4749727376761259,卫浴,bathroom,partial,present,困难
manual,0,cold_population,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB,5,1.0054099633035585,0.4,0.1999999999999999,0.2,0.4,卧室,sleep,partial,present,简单
manual,0,cold_population,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,24,0.5359231346143685,0.0,0.0,0.0,0.0,复合／待定,empty,present,present,简单
manual,0,cold_population,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,6,1.5220153778454188,1.1160808871644543,0.6666666666666666,0.6666666666666666,0.3939595641408124,卫浴,bathroom,partial,present,困难
manual,0,cold_population,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,23,1.3370867452487516,1.204591658343594,0.7826086956521741,0.782608695652174,0.1473642593710298,卫浴,bathroom,partial,present,困难
manual,0,cold_population,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,5,1.2003502456839945,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,简单
manual,0,cold_population,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,24,1.0770293445311805,0.0,0.0,0.0,0.0,厨房与用餐,dining,partial,present,简单
manual,0,cold_type2,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,6,1.6972121072023338,1.6666666666666667,0.8333333333333333,0.8333333333333334,0.6,开放复合空间,living,partial,present,中等
manual,0,cold_type2,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,23,1.2888312684188865,0.3666042313857955,0.3960840954260037,0.0434782608695652,0.3914465049439197,通行与连接,circulation,present,partial,简单
manual,0,cold_type2,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,6,1.513657171336676,0.5152820141143067,0.3962531071331544,0.1666666666666666,0.145139831107617,通行与连接,circulation,present,partial,简单
manual,0,cold_type2,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,20,0.4380652228100499,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,简单
manual,0,cold_type2,VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,VFuaQ6m2Qom,2,1.5165750931164748,0.911048426424924,0.5,0.5,0.5267941407858353,卫浴,bathroom,partial,present,困难
manual,0,cold_type2,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,7,1.5267941252260235,1.3508667938255747,0.8571428571428572,0.8571428571428571,0.193460807452502,卫浴,bathroom,partial,present,困难
manual,0,cold_type2,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,19,1.383001271192506,1.1627280981297246,0.6156681840528829,0.5263157894736842,0.2460564911963213,卫浴,bathroom,partial,present,困难
manual,0,cold_type2,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom,5,1.5235201074094915,1.526658606993334,1.0,1.0,0.4266577390123471,卫浴,bathroom,partial,present,困难
manual,0,cold_type2,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,5,1.246828587234578,0.1916285240873245,0.3095382510290789,0.0,0.4274488109546361,厨房与用餐,dining,partial,present,简单
manual,0,cold_type2,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,6,1.5214872594387854,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,中等
manual,0,cold_type2,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,pa4otMbVnkk,3,1.19702516480063,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,起居与休闲,living,partial,present,中等
manual,0,cold_type2,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,23,1.0508200004909256,0.0869565217391304,0.0434782608695652,0.0434782608695652,0.0869565217391304,卧室,sleep,partial,present,简单
manual,0,cold_type2,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,23,0.9188938570887356,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,中等
manual,0,cold_type2,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY,5,1.154713790561742,0.7999999999999999,0.3999999999999999,0.4,0.6999999999999997,卫浴,bathroom,partial,present,困难
manual,0,cold_type2,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,uNb9QFRL6hY,5,1.6917895493587936,0.8,0.4,0.4,0.7000000000000001,卧室,sleep,partial,present,中等
manual,0,cold_type2,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,5,1.5546305995386858,2.0,1.0,1.0,0.3999999999999997,起居与休闲,living,partial,partial,中等
manual,0,cold_type2,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,23,1.59048402866205,1.3043478260869563,0.6521739130434783,0.6521739130434783,0.6245059288537548,起居与休闲,living,partial,partial,中等
manual,0,cold_type2,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,23,1.4089105344535808,1.3043478260869563,0.6521739130434783,0.6521739130434783,0.6245059288537548,卫浴,bathroom,partial,present,中等
manual,0,cold_type2,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,23,1.3368165147769109,1.1710065625588464,0.7826086956521738,0.782608695652174,0.182695202939382,卫浴,bathroom,partial,present,困难
manual,0,cold_type2,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,23,1.4758028506489145,1.205307139818538,0.7391304347826086,0.7391304347826086,0.3659785867046881,卫浴,bathroom,partial,present,困难
manual,0,cold_type2,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,24,1.510199336941089,1.9166666666666667,0.9583333333333334,0.9583333333333334,0.1630434782608693,卧室,sleep,partial,present,中等
manual,0,cold_type2,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,uNb9QFRL6hY,5,1.5281139808745832,1.5281139808745854,1.0,1.0,0.4281139808745852,卫浴,bathroom,partial,present,困难
manual,0,cold_type2,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY,5,1.336824084844209,1.3368240848442088,1.0,1.0,0.263175915155791,卫浴,bathroom,present,present,中等
manual,0,cold_type2,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,5,1.5020104331504212,2.0,1.0,1.0,0.4,卧室,sleep,partial,present,简单
manual,0,cold_type2,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,24,1.1463911395460709,0.0833333333333333,0.0416666666666666,0.0416666666666666,0.0833333333333333,储藏与家务辅助,storage,partial,present,简单
manual,0,cold_type2,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,uNb9QFRL6hY,5,1.3388050510974092,1.574601377313512,1.0,1.0,0.4745960755343359,卫浴,bathroom,partial,present,困难
manual,0,cold_type2,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB,5,1.0053847909752385,0.4,0.1999999999999999,0.2,0.4,卧室,sleep,partial,present,简单
manual,0,cold_type2,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,24,0.535906070615164,0.0,0.0,0.0,0.0,复合／待定,empty,present,present,简单
manual,0,cold_type2,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,6,1.521913171949934,1.116126357922373,0.6666666666666666,0.6666666666666666,0.3938533516811936,卫浴,bathroom,partial,present,困难
manual,0,cold_type2,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,23,1.3371069771607735,1.204778081363226,0.7826086956521741,0.782608695652174,0.1473814527867163,卫浴,bathroom,partial,present,困难
manual,0,cold_type2,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,5,1.200293650986601,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,简单
manual,0,cold_type2,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,24,1.076977661660542,0.0,0.0,0.0,0.0,厨房与用餐,dining,partial,present,简单
manual,0,cold_type3,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,6,1.697281212438334,1.6666666666666667,0.8333333333333333,0.8333333333333334,0.6,开放复合空间,living,partial,present,中等
manual,0,cold_type3,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,23,1.2889613358722345,0.3670213765485312,0.3963342482389393,0.0434782608695652,0.3915512998420192,通行与连接,circulation,present,partial,简单
manual,0,cold_type3,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,6,1.514423903842456,0.5176654295865056,0.3946088416061069,0.1666666666666666,0.1444658077502476,通行与连接,circulation,present,partial,简单
manual,0,cold_type3,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,20,0.4380633989009162,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,简单
manual,0,cold_type3,VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,VFuaQ6m2Qom,2,1.516174499937594,0.911536687773722,0.5,0.5,0.5263762501935596,卫浴,bathroom,partial,present,困难
manual,0,cold_type3,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,7,1.5273950188205572,1.3475559647204745,0.8571428571428572,0.8571428571428571,0.1940008220387551,卫浴,bathroom,partial,present,困难
manual,0,cold_type3,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,19,1.382649014686993,1.161849083715471,0.6155779970876916,0.5263157894736842,0.2460136050747445,卫浴,bathroom,partial,present,困难
manual,0,cold_type3,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom,5,1.5231931333288773,1.5263242945195137,1.0,1.0,0.426324165958425,卫浴,bathroom,partial,present,困难
manual,0,cold_type3,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,5,1.2469352750351677,0.190825793353463,0.3088896772262508,0.0,0.4269537210485238,厨房与用餐,dining,partial,present,简单
manual,0,cold_type3,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,6,1.521128227052013,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,中等
manual,0,cold_type3,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,pa4otMbVnkk,3,1.1984230645622411,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,起居与休闲,living,partial,present,中等
manual,0,cold_type3,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,23,1.050805644613712,0.0869565217391304,0.0434782608695652,0.0434782608695652,0.0869565217391304,卧室,sleep,partial,present,简单
manual,0,cold_type3,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,23,0.9188592259534978,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,中等
manual,0,cold_type3,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY,5,1.1546493117492072,0.8000000000000002,0.4000000000000001,0.4,0.7000000000000005,卫浴,bathroom,partial,present,困难
manual,0,cold_type3,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,uNb9QFRL6hY,5,1.6916956621512071,0.8,0.4,0.4,0.7000000000000001,卧室,sleep,partial,present,中等
manual,0,cold_type3,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,5,1.5543633695743349,2.0000000000000004,1.0,1.0,0.4000000000000004,起居与休闲,living,partial,partial,中等
manual,0,cold_type3,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,23,1.5903793769868988,1.3043478260869568,0.6521739130434783,0.6521739130434783,0.624505928853755,起居与休闲,living,partial,partial,中等
manual,0,cold_type3,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,23,1.4086523039524526,1.3043478260869568,0.6521739130434784,0.6521739130434783,0.6245059288537552,卫浴,bathroom,partial,present,中等
manual,0,cold_type3,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,23,1.336849147105267,1.1707807598784563,0.7826086956521741,0.782608695652174,0.1827176223346309,卫浴,bathroom,partial,present,困难
manual,0,cold_type3,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,23,1.4757798403145876,1.2055444904929733,0.7391304347826086,0.7391304347826086,0.3658985205868317,卫浴,bathroom,partial,present,困难
manual,0,cold_type3,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,24,1.5101737084900992,1.9166666666666672,0.9583333333333334,0.9583333333333334,0.1630434782608695,卧室,sleep,partial,present,中等
manual,0,cold_type3,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,uNb9QFRL6hY,5,1.5278327387047623,1.5278327387047643,1.0,1.0,0.4278327387047644,卫浴,bathroom,partial,present,困难
manual,0,cold_type3,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY,5,1.3369047348096317,1.3369047348096317,1.0,1.0,0.2630952651903683,卫浴,bathroom,present,present,中等
manual,0,cold_type3,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,5,1.5022111767137,2.0,1.0,1.0,0.4,卧室,sleep,partial,present,简单
manual,0,cold_type3,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,24,1.1462621470291532,0.0833333333333333,0.0416666666666666,0.0416666666666666,0.0833333333333333,储藏与家务辅助,storage,partial,present,简单
manual,0,cold_type3,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,uNb9QFRL6hY,5,1.3386688547315586,1.5749455395065295,1.0000000000000002,1.0,0.4749352016328525,卫浴,bathroom,partial,present,困难
manual,0,cold_type3,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB,5,1.0058912136053628,0.4,0.1999999999999999,0.2,0.4,卧室,sleep,partial,present,简单
manual,0,cold_type3,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,24,0.5358341419532038,0.0,0.0,0.0,0.0,复合／待定,empty,present,present,简单
manual,0,cold_type3,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,6,1.5224520278427012,1.1171184158464948,0.6666666666666667,0.6666666666666666,0.3943732992613263,卫浴,bathroom,partial,present,困难
manual,0,cold_type3,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,23,1.3371396783212712,1.2047925295642956,0.7826086956521738,0.782608695652174,0.14740371135386,卫浴,bathroom,partial,present,困难
manual,0,cold_type3,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,5,1.2001319527541372,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,简单
manual,0,cold_type3,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,24,1.0769047069110242,0.0,0.0,0.0,0.0,厨房与用餐,dining,partial,present,简单
manual,0,cold_type4,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,6,1.6972475026883356,1.6666666666666667,0.8333333333333333,0.8333333333333334,0.6,开放复合空间,living,partial,present,中等
manual,0,cold_type4,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,23,1.2889616927186147,0.3665194804924461,0.3960182375611517,0.0434782608695652,0.3914200116166164,通行与连接,circulation,present,partial,简单
manual,0,cold_type4,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,6,1.5145380196868408,0.5172073498527773,0.3943204191620942,0.1666666666666666,0.1443434546887819,通行与连接,circulation,present,partial,简单
manual,0,cold_type4,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,20,0.4380821071185696,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,简单
manual,0,cold_type4,VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,VFuaQ6m2Qom,2,1.516371704939387,0.911295954760442,0.5000000000000001,0.5,0.5265815257625767,卫浴,bathroom,partial,present,困难
manual,0,cold_type4,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,7,1.5270449713651364,1.3472059172650537,0.8571428571428572,0.8571428571428571,0.1936236786974465,卫浴,bathroom,partial,present,困难
manual,0,cold_type4,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,19,1.3826326574868086,1.161389710475424,0.6155411641057078,0.5263157894736842,0.2459961958748164,卫浴,bathroom,partial,present,困难
manual,0,cold_type4,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom,5,1.5233536918733142,1.5264885149747272,1.0,1.0,0.4264881045618323,卫浴,bathroom,partial,present,困难
manual,0,cold_type4,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,5,1.2465999033556614,0.1909823482514091,0.3090161525435115,0.0,0.4270504358178885,厨房与用餐,dining,partial,present,简单
manual,0,cold_type4,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,6,1.521368701366864,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,中等
manual,0,cold_type4,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,pa4otMbVnkk,3,1.1985148087115691,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,起居与休闲,living,partial,present,中等
manual,0,cold_type4,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,23,1.0508120792951707,0.0869565217391304,0.0434782608695652,0.0434782608695652,0.0869565217391304,卧室,sleep,partial,present,简单
manual,0,cold_type4,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,23,0.9188033572348184,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,中等
manual,0,cold_type4,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY,5,1.1547370571902236,0.7999999999999998,0.3999999999999999,0.4,0.6999999999999997,卫浴,bathroom,partial,present,困难
manual,0,cold_type4,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,uNb9QFRL6hY,5,1.6918270965072406,0.8,0.4,0.4,0.7000000000000001,卧室,sleep,partial,present,中等
manual,0,cold_type4,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,5,1.5534991289171305,2.0,1.0,1.0,0.3999999999999997,起居与休闲,living,partial,partial,中等
manual,0,cold_type4,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,23,1.590516827614769,1.3043478260869563,0.6521739130434783,0.6521739130434783,0.6245059288537548,起居与休闲,living,partial,partial,中等
manual,0,cold_type4,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,23,1.4089781632440086,1.3043478260869563,0.6521739130434783,0.6521739130434783,0.6245059288537548,卫浴,bathroom,partial,present,中等
manual,0,cold_type4,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,23,1.3368504833517094,1.1711436413389311,0.7826086956521737,0.782608695652174,0.1827019793813687,卫浴,bathroom,partial,present,困难
manual,0,cold_type4,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,23,1.4757788240056915,1.206494915789523,0.7391304347826086,0.7391304347826086,0.3659451736719352,卫浴,bathroom,partial,present,困难
manual,0,cold_type4,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,24,1.5101610009262068,1.916666666666666,0.9583333333333334,0.9583333333333334,0.1630434782608693,卧室,sleep,partial,present,中等
manual,0,cold_type4,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,uNb9QFRL6hY,5,1.5268780326501987,1.526878032650201,1.0,1.0,0.4267861486351514,卫浴,bathroom,partial,present,困难
manual,0,cold_type4,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY,5,1.337304597457954,1.337304597457954,1.0,1.0,0.2627738223057387,卫浴,bathroom,present,present,中等
manual,0,cold_type4,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,5,1.5019820601763785,2.0,1.0,1.0,0.3999999999999997,卧室,sleep,partial,present,简单
manual,0,cold_type4,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,24,1.146291967937281,0.0833333333333333,0.0416666666666666,0.0416666666666666,0.0833333333333333,储藏与家务辅助,storage,partial,present,简单
manual,0,cold_type4,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,uNb9QFRL6hY,5,1.3385930718696226,1.5746296724832312,1.0,1.0,0.4746192503127199,卫浴,bathroom,partial,present,困难
manual,0,cold_type4,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB,5,1.005699840016804,0.4,0.1999999999999999,0.2,0.4,卧室,sleep,partial,present,简单
manual,0,cold_type4,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,24,0.5358210463177634,0.0,0.0,0.0,0.0,复合／待定,empty,present,present,简单
manual,0,cold_type4,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,6,1.5225291219329664,1.117060465916221,0.6666666666666667,0.6666666666666666,0.3944548507315591,卫浴,bathroom,partial,present,困难
manual,0,cold_type4,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,23,1.3371371644212997,1.204674392079838,0.782608695652174,0.782608695652174,0.1473995314824652,卫浴,bathroom,partial,present,困难
manual,0,cold_type4,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,5,1.199922844866386,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,简单
manual,0,cold_type4,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,24,1.077043967430327,0.0,0.0,0.0,0.0,厨房与用餐,dining,partial,present,简单
manual,0,cold_uniform,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,6,1.7013217875902125,1.6666666666666667,0.8333333333333333,0.8333333333333334,0.6,开放复合空间,living,partial,present,中等
manual,0,cold_uniform,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,23,1.29831072053526,0.2801932367149758,0.3333333333333333,0.0434782608695652,0.3574879227053145,通行与连接,circulation,present,partial,简单
manual,0,cold_uniform,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,6,1.5468270066906558,0.4444444444444445,0.3333333333333333,0.1666666666666666,0.1111111111111111,通行与连接,circulation,present,partial,简单
manual,0,cold_uniform,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,20,0.4082520143468534,0.0,0.0,0.0,0.0,卧室,sleep,partial,present,简单
manual,0,cold_uniform,VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,VFuaQ6m2Qom,2,1.5443837643111018,0.888888888888889,0.5,0.5,0.5555555555555556,卫浴,bathroom,partial,present,困难
