condition,k,method,building,images,sum_loss_delta,mean_loss_delta,without_this_building_delta
manual,6,selected_person,wc2JMjhGNzB,4,-0.006744540872959559,-0.0016861352182398898,-0.005757918159426309
manual,6,selected_person,x8F5xyUWy9e,1,-0.003839852058251214,-0.003839852058251214,-0.00543860558912474
manual,6,selected_person,yqstnuAEVhm,6,-0.016549391521927137,-0.0027582319203211894,-0.0058006928011734345
manual,6,selected_context,7y3sRwLe3Va,1,-0.00880682966761881,-0.00880682966761881,-0.004781160408110903
manual,6,selected_context,B6ByNegPMKs,3,-0.012656634163343505,-0.004218878054447835,-0.00491400962486665
manual,6,selected_context,S9hNv5qa7GM,2,-0.00038040855032300813,-0.00019020427516150407,-0.00508133271550651
manual,6,selected_context,UwV83HsGsw3,3,-0.004817495407482109,-0.0016058318024940361,-0.005096315177328543
manual,6,selected_context,VFuaQ6m2Qom,1,-0.010139864766258389,-0.010139864766258389,-0.004751537405918913
manual,6,selected_context,X7HyMhZNoso,1,-0.004389402420963084,-0.004389402420963084,-0.004879325458036586
manual,6,selected_context,b8cTxDM8gDG,1,-0.004558730616784468,-0.004558730616784468,-0.0048755626092405555
manual,6,selected_context,e9zR4mvMWw7,1,-0.00954022134918886,-0.00954022134918886,-0.004764862815187124
manual,6,selected_context,pRbA3pwrgk9,1,0.0007813701581786958,0.0007813701581786958,-0.004994231515350848
manual,6,selected_context,q9vSo1VnCiC,4,-0.025439439759249227,-0.006359859939812307,-0.00472665733984191
manual,6,selected_context,rPc6DW4iMge,6,-0.06116091865083395,-0.010193486441805658,-0.004069953234544388
manual,6,selected_context,uNb9QFRL6hY,11,-0.05571668838560484,-0.00506515348960044,-0.004806924561342989
manual,6,selected_context,wc2JMjhGNzB,4,-0.006744540872959559,-0.0016861352182398898,-0.005171773979991664
manual,6,selected_context,x8F5xyUWy9e,1,-0.003839852058251214,-0.003839852058251214,-0.004891537688319072
manual,6,selected_context,yqstnuAEVhm,6,-0.016549391521927137,-0.0027582319203211894,-0.0051852414127670585
manual,6,selected_type,7y3sRwLe3Va,1,0.0,0.0,0.0
manual,6,selected_type,B6ByNegPMKs,3,0.0,0.0,0.0
manual,6,selected_type,S9hNv5qa7GM,2,0.0,0.0,0.0
manual,6,selected_type,UwV83HsGsw3,3,0.0,0.0,0.0
manual,6,selected_type,VFuaQ6m2Qom,1,0.0,0.0,0.0
manual,6,selected_type,X7HyMhZNoso,1,0.0,0.0,0.0
manual,6,selected_type,b8cTxDM8gDG,1,0.0,0.0,0.0
manual,6,selected_type,e9zR4mvMWw7,1,0.0,0.0,0.0
manual,6,selected_type,pRbA3pwrgk9,1,0.0,0.0,0.0
manual,6,selected_type,q9vSo1VnCiC,4,0.0,0.0,0.0
manual,6,selected_type,rPc6DW4iMge,6,0.0,0.0,0.0
manual,6,selected_type,uNb9QFRL6hY,11,0.0,0.0,0.0
manual,6,selected_type,wc2JMjhGNzB,4,0.0,0.0,0.0
manual,6,selected_type,x8F5xyUWy9e,1,0.0,0.0,0.0
manual,6,selected_type,yqstnuAEVhm,6,0.0,0.0,0.0
manual,6,selected_mixture,7y3sRwLe3Va,1,-0.020064213342085413,-0.020064213342085413,-0.031971997037745836
manual,6,selected_mixture,B6ByNegPMKs,3,-0.06864949687960376,-0.022883165626534585,-0.03232917635258244
manual,6,selected_mixture,S9hNv5qa7GM,2,-0.014563460782078957,-0.007281730391039479,-0.03282365043769475
manual,6,selected_mixture,UwV83HsGsw3,3,-0.055495608841206634,-0.01849853628040221,-0.032635080725568415
manual,6,selected_mixture,VFuaQ6m2Qom,1,-0.03412062953927797,-0.03412062953927797,-0.03165963223336379
manual,6,selected_mixture,X7HyMhZNoso,1,-0.020476335278802882,-0.020476335278802882,-0.03196283877248545
manual,6,selected_mixture,b8cTxDM8gDG,1,-0.040934690617462355,-0.040934690617462355,-0.031508208653848575
manual,6,selected_mixture,e9zR4mvMWw7,1,-0.058524990589728154,-0.058524990589728154,-0.03111731309890933
manual,6,selected_mixture,pRbA3pwrgk9,1,-0.050438213076163585,-0.050438213076163585,-0.031297019265877433
manual,6,selected_mixture,q9vSo1VnCiC,4,-0.10884061790220578,-0.027210154475551446,-0.03214198719377244
manual,6,selected_mixture,rPc6DW4iMge,6,-0.2119827306226828,-0.03533045510378047,-0.031170533735449136
manual,6,selected_mixture,uNb9QFRL6hY,11,-0.4189905138209835,-0.0380900467109985,-0.02970895903484756
manual,6,selected_mixture,wc2JMjhGNzB,4,-0.14463542634182353,-0.03615885658545588,-0.03128972984997201
manual,6,selected_mixture,x8F5xyUWy9e,1,-0.007618166891858347,-0.007618166891858347,-0.03224857584775088
manual,6,selected_mixture,yqstnuAEVhm,6,-0.2034689855146844,-0.033911497585780735,-0.03138337736314909
manual,8,seed_person_t025,7y3sRwLe3Va,1,-0.007732859647181789,-0.007732859647181789,-0.0075377397186732345
manual,8,seed_person_t025,B6ByNegPMKs,3,-0.05103482837212725,-0.01701160945737575,-0.0068813097352407
manual,8,seed_person_t025,S9hNv5qa7GM,2,0.0006256471995307322,0.0003128235997653661,-0.007899018049704729
manual,8,seed_person_t025,UwV83HsGsw3,3,-0.013949890883785065,-0.004649963627928355,-0.007743750141946332
manual,8,seed_person_t025,VFuaQ6m2Qom,1,-0.009848936964646393,-0.009848936964646393,-0.007490715778285132
manual,8,seed_person_t025,X7HyMhZNoso,1,-0.005878361826858747,-0.005878361826858747,-0.00757895078134708
manual,8,seed_person_t025,b8cTxDM8gDG,1,-0.008802286481292887,-0.008802286481292887,-0.007513974677915211
manual,8,seed_person_t025,e9zR4mvMWw7,1,-0.004562742327336,-0.004562742327336,-0.007608186770225363
manual,8,seed_person_t025,pRbA3pwrgk9,1,-0.0009821209564251365,-0.0009821209564251365,-0.007687756134023382
manual,8,seed_person_t025,q9vSo1VnCiC,4,-0.02596199914740338,-0.006490499786850845,-0.007642122567620808
manual,8,seed_person_t025,rPc6DW4iMge,6,-0.05845269089565053,-0.009742115149275088,-0.00721196140229567
manual,8,seed_person_t025,uNb9QFRL6hY,11,-0.08323065192528722,-0.007566422902298839,-0.007534299858919718
manual,8,seed_person_t025,wc2JMjhGNzB,4,-0.016606814517625246,-0.0041517036294063114,-0.007864865058806002
manual,8,seed_person_t025,x8F5xyUWy9e,1,-0.011957129131714428,-0.011957129131714428,-0.007443867063461398
manual,8,seed_person_t025,yqstnuAEVhm,6,-0.048555481109674004,-0.008092580184945667,-0.0074593916469450836
manual,8,seed_context_t025,7y3sRwLe3Va,1,-0.004335218915831385,-0.004335218915831385,-0.004650469746330305
manual,8,seed_context_t025,B6ByNegPMKs,3,-0.015938762943667695,-0.005312920981222565,-0.0045969208036518
manual,8,seed_context_t025,S9hNv5qa7GM,2,-0.00041771027822465334,-0.00020885513911232667,-0.004845196527783419
manual,8,seed_context_t025,UwV83HsGsw3,3,-0.008893167670316449,-0.002964389223438816,-0.004760771856520434
manual,8,seed_context_t025,VFuaQ6m2Qom,1,-0.013293490331263591,-0.013293490331263591,-0.004451397048209589
manual,8,seed_context_t025,X7HyMhZNoso,1,-0.00451660584025626,-0.00451660584025626,-0.004646438925787529
manual,8,seed_context_t025,b8cTxDM8gDG,1,-0.007327354725336077,-0.007327354725336077,-0.004583977839452423
manual,8,seed_context_t025,e9zR4mvMWw7,1,0.0006805865718990667,0.0006805865718990667,-0.004761932090502093
manual,8,seed_context_t025,pRbA3pwrgk9,1,-0.0012712641494638799,-0.0012712641494638799,-0.00471855763002736
manual,8,seed_context_t025,q9vSo1VnCiC,4,-0.01509396155765641,-0.0037734903894141025,-0.004726485617691397
manual,8,seed_context_t025,rPc6DW4iMge,6,-0.04175171912145392,-0.006958619853575654,-0.004296365959481029
manual,8,seed_context_t025,uNb9QFRL6hY,11,-0.045298405579857426,-0.00411803687089613,-0.004808798626309648
manual,8,seed_context_t025,wc2JMjhGNzB,4,-0.018798251238303754,-0.004699562809575938,-0.004638288244342651
manual,8,seed_context_t025,x8F5xyUWy9e,1,-0.009123471033185782,-0.009123471033185782,-0.004544064143722429
manual,8,seed_context_t025,yqstnuAEVhm,6,-0.028227560687776876,-0.004704593447962813,-0.004634469920322955
manual,8,selected_person,7y3sRwLe3Va,1,-0.007732859647181789,-0.007732859647181789,-0.0075377397186732345
manual,8,selected_person,B6ByNegPMKs,3,-0.05103482837212725,-0.01701160945737575,-0.0068813097352407
manual,8,selected_person,S9hNv5qa7GM,2,0.0006256471995307322,0.0003128235997653661,-0.007899018049704729
manual,8,selected_person,UwV83HsGsw3,3,-0.013949890883785065,-0.004649963627928355,-0.007743750141946332
manual,8,selected_person,VFuaQ6m2Qom,1,-0.009848936964646393,-0.009848936964646393,-0.007490715778285132
manual,8,selected_person,X7HyMhZNoso,1,-0.005878361826858747,-0.005878361826858747,-0.00757895078134708
manual,8,selected_person,b8cTxDM8gDG,1,-0.008802286481292887,-0.008802286481292887,-0.007513974677915211
manual,8,selected_person,e9zR4mvMWw7,1,-0.004562742327336,-0.004562742327336,-0.007608186770225363
manual,8,selected_person,pRbA3pwrgk9,1,-0.0009821209564251365,-0.0009821209564251365,-0.007687756134023382
manual,8,selected_person,q9vSo1VnCiC,4,-0.02596199914740338,-0.006490499786850845,-0.007642122567620808
manual,8,selected_person,rPc6DW4iMge,6,-0.05845269089565053,-0.009742115149275088,-0.00721196140229567
manual,8,selected_person,uNb9QFRL6hY,11,-0.08323065192528722,-0.007566422902298839,-0.007534299858919718
manual,8,selected_person,wc2JMjhGNzB,4,-0.016606814517625246,-0.0041517036294063114,-0.007864865058806002
manual,8,selected_person,x8F5xyUWy9e,1,-0.011957129131714428,-0.011957129131714428,-0.007443867063461398
manual,8,selected_person,yqstnuAEVhm,6,-0.048555481109674004,-0.008092580184945667,-0.0074593916469450836
manual,8,selected_context,7y3sRwLe3Va,1,-0.007732859647181789,-0.007732859647181789,-0.007299152371039414
manual,8,selected_context,B6ByNegPMKs,3,-0.05103482837212725,-0.01701160945737575,-0.0066316253016704225
manual,8,selected_context,S9hNv5qa7GM,2,0.0006256471995307322,0.0003128235997653661,-0.007655008262351958
manual,8,selected_context,UwV83HsGsw3,3,-0.003213460240263144,-0.001071153413421048,-0.007743750141946332
manual,8,selected_context,VFuaQ6m2Qom,1,-0.009848936964646393,-0.009848936964646393,-0.0072521284306513115
manual,8,selected_context,X7HyMhZNoso,1,-0.005878361826858747,-0.005878361826858747,-0.00734036343371326
manual,8,selected_context,b8cTxDM8gDG,1,-0.008802286481292887,-0.008802286481292887,-0.007275387330281389
manual,8,selected_context,e9zR4mvMWw7,1,-0.004562742327336,-0.004562742327336,-0.007369599422591543
manual,8,selected_context,pRbA3pwrgk9,1,-0.0009821209564251365,-0.0009821209564251365,-0.007449168786389562
manual,8,selected_context,q9vSo1VnCiC,4,-0.02596199914740338,-0.006490499786850845,-0.007386493266584572
manual,8,selected_context,rPc6DW4iMge,6,-0.05845269089565053,-0.009742115149275088,-0.006943550636207623
manual,8,selected_context,uNb9QFRL6hY,11,-0.08323065192528722,-0.007566422902298839,-0.007227544697676234
manual,8,selected_context,wc2JMjhGNzB,4,-0.016606814517625246,-0.0041517036294063114,-0.007609235757769766
manual,8,selected_context,x8F5xyUWy9e,1,-0.011957129131714428,-0.011957129131714428,-0.007205279715827578
manual,8,selected_context,yqstnuAEVhm,6,-0.048555481109674004,-0.008092580184945667,-0.007190980880857035
manual,8,selected_type,7y3sRwLe3Va,1,0.0,0.0,0.0
manual,8,selected_type,B6ByNegPMKs,3,0.0,0.0,0.0
manual,8,selected_type,S9hNv5qa7GM,2,0.0,0.0,0.0
manual,8,selected_type,UwV83HsGsw3,3,0.0,0.0,0.0
manual,8,selected_type,VFuaQ6m2Qom,1,0.0,0.0,0.0
manual,8,selected_type,X7HyMhZNoso,1,0.0,0.0,0.0
manual,8,selected_type,b8cTxDM8gDG,1,0.0,0.0,0.0
manual,8,selected_type,e9zR4mvMWw7,1,0.0,0.0,0.0
manual,8,selected_type,pRbA3pwrgk9,1,0.0,0.0,0.0
manual,8,selected_type,q9vSo1VnCiC,4,0.0,0.0,0.0
manual,8,selected_type,rPc6DW4iMge,6,0.0,0.0,0.0
manual,8,selected_type,uNb9QFRL6hY,11,0.0,0.0,0.0
manual,8,selected_type,wc2JMjhGNzB,4,0.0,0.0,0.0
manual,8,selected_type,x8F5xyUWy9e,1,0.0,0.0,0.0
manual,8,selected_type,yqstnuAEVhm,6,0.0,0.0,0.0
manual,8,selected_mixture,7y3sRwLe3Va,1,-0.011780823410294072,-0.011780823410294072,-0.019192626724799707
manual,8,selected_mixture,B6ByNegPMKs,3,-0.05192164966356638,-0.017307216554522126,-0.019151799450295683
manual,8,selected_mixture,S9hNv5qa7GM,2,-0.019695744356034273,-0.009847872178017136,-0.019448938219778333
manual,8,selected_mixture,UwV83HsGsw3,3,-0.03730527274252615,-0.012435090914175384,-0.019491715192645462
manual,8,selected_mixture,VFuaQ6m2Qom,1,-0.028359553231423584,-0.028359553231423584,-0.018824210506552384
manual,8,selected_mixture,X7HyMhZNoso,1,-0.0110132991155526,-0.0110132991155526,-0.019209682820238407
manual,8,selected_mixture,b8cTxDM8gDG,1,-0.022878736784998077,-0.022878736784998077,-0.01894600642758406
manual,8,selected_mixture,e9zR4mvMWw7,1,-0.02149320653280551,-0.02149320653280551,-0.018976795988743897
manual,8,selected_mixture,pRbA3pwrgk9,1,-0.020339869243526154,-0.020339869243526154,-0.019002425706283438
manual,8,selected_mixture,q9vSo1VnCiC,4,-0.06430085125496587,-0.01607521281374147,-0.019313051780269402
manual,8,selected_mixture,rPc6DW4iMge,6,-0.11886444571152177,-0.019810740951920296,-0.018914614507868976
manual,8,selected_mixture,uNb9QFRL6hY,11,-0.26710408666709406,-0.02428218969700855,-0.017381283981691052
manual,8,selected_mixture,wc2JMjhGNzB,4,-0.0749529568222202,-0.01873823920555505,-0.019059430219144302
manual,8,selected_mixture,x8F5xyUWy9e,1,-0.015535996535833152,-0.015535996535833152,-0.01910917843312106
manual,8,selected_mixture,yqstnuAEVhm,6,-0.10990253395391902,-0.018317088992319836,-0.019138662301809044
oos_geometry,2,seed_person_t025,7y3sRwLe3Va,2,-0.003600010353560945,-0.0018000051767804726,0.008025895029982142
oos_geometry,2,seed_person_t025,UwV83HsGsw3,3,0.017114173857191606,0.005704724619063868,0.005911180166520406
oos_geometry,2,seed_person_t025,b8cTxDM8gDG,1,0.025720328590962405,0.025720328590962405,0.0033576157831689546
oos_geometry,2,seed_person_t025,q9vSo1VnCiC,1,0.003557213383708957,0.003557213383708957,0.0061280051840756355
oos_geometry,2,seed_person_t025,uNb9QFRL6hY,1,0.012968322945539512,0.012968322945539512,0.004951616488846816
oos_geometry,2,seed_person_t025,yqstnuAEVhm,1,-0.003178773567527493,-0.003178773567527493,0.006970003552980192
oos_geometry,2,seed_context_t025,7y3sRwLe3Va,2,-0.00373430478288328,-0.00186715239144164,-0.0011078872445179197
oos_geometry,2,seed_context_t025,UwV83HsGsw3,3,-0.004939860426089737,-0.0016466201420299125,-0.00109160917806983
oos_geometry,2,seed_context_t025,b8cTxDM8gDG,1,0.001716935911823203,0.001716935911823203,-0.00165080642579149
oos_geometry,2,seed_context_t025,q9vSo1VnCiC,1,-0.0020816120233069224,-0.0020816120233069224,-0.0011759879339002244
oos_geometry,2,seed_context_t025,uNb9QFRL6hY,1,0.0021062943812850676,0.0021062943812850676,-0.0016994762344742231
oos_geometry,2,seed_context_t025,yqstnuAEVhm,1,-0.004556968555337049,-0.004556968555337049,-0.0008665683673964586
oos_geometry,2,selected_person,7y3sRwLe3Va,2,-0.006755479906479511,-0.0033777399532397556,0.0
oos_geometry,2,selected_person,UwV83HsGsw3,3,0.0,0.0,-0.0011259133177465852
oos_geometry,2,selected_person,b8cTxDM8gDG,1,0.0,0.0,-0.0008444349883099389
oos_geometry,2,selected_person,q9vSo1VnCiC,1,0.0,0.0,-0.0008444349883099389
oos_geometry,2,selected_person,uNb9QFRL6hY,1,0.0,0.0,-0.0008444349883099389
oos_geometry,2,selected_person,yqstnuAEVhm,1,0.0,0.0,-0.0008444349883099389
oos_geometry,2,selected_context,7y3sRwLe3Va,2,-0.00373430478288328,-0.00186715239144164,-0.0006146998174932758
oos_geometry,2,selected_context,UwV83HsGsw3,3,-0.0027741927742197525,-0.0009247309247399175,-0.0008771684551860762
oos_geometry,2,selected_context,b8cTxDM8gDG,1,0.001716935911823203,0.001716935911823203,-0.0012192674271449266
oos_geometry,2,selected_context,q9vSo1VnCiC,1,0.0,0.0,-0.0010046504381670263
oos_geometry,2,selected_context,uNb9QFRL6hY,1,0.0,0.0,-0.0010046504381670263
oos_geometry,2,selected_context,yqstnuAEVhm,1,-0.0032456418600563808,-0.0032456418600563808,-0.0005989452056599787
oos_geometry,2,selected_type,7y3sRwLe3Va,2,0.0,0.0,0.0
oos_geometry,2,selected_type,UwV83HsGsw3,3,0.0,0.0,0.0
oos_geometry,2,selected_type,b8cTxDM8gDG,1,0.0,0.0,0.0
oos_geometry,2,selected_type,q9vSo1VnCiC,1,0.0,0.0,0.0
oos_geometry,2,selected_type,uNb9QFRL6hY,1,0.0,0.0,0.0
oos_geometry,2,selected_type,yqstnuAEVhm,1,0.0,0.0,0.0
oos_geometry,2,selected_mixture,7y3sRwLe3Va,2,-0.32472143299250567,-0.16236071649625283,-0.15956523768117956
oos_geometry,2,selected_mixture,UwV83HsGsw3,3,-0.5311751275455767,-0.17705837584852557,-0.15175049486919764
oos_geometry,2,selected_mixture,b8cTxDM8gDG,1,-0.12396413017034869,-0.12396413017034869,-0.16471424582380173
oos_geometry,2,selected_mixture,q9vSo1VnCiC,1,-0.14096106606643954,-0.14096106606643954,-0.16258962883679037
oos_geometry,2,selected_mixture,uNb9QFRL6hY,1,-0.18142115117518354,-0.18142115117518354,-0.15753211819819737
oos_geometry,2,selected_mixture,yqstnuAEVhm,1,-0.13943518881070838,-0.13943518881070838,-0.16278036349375677
oos_geometry,4,seed_person_t025,7y3sRwLe3Va,2,-0.005914676689787957,-0.0029573383448939783,0.002290785301106681
oos_geometry,4,seed_person_t025,UwV83HsGsw3,3,-0.009259086781844283,-0.003086362260614761,0.0032299845333005153
oos_geometry,4,seed_person_t025,b8cTxDM8gDG,1,0.016961605193808404,0.016961605193808404,-0.0008550980969811994
oos_geometry,4,seed_person_t025,q9vSo1VnCiC,1,0.014943456030889646,0.014943456030889646,-0.0006028294516163546
oos_geometry,4,seed_person_t025,uNb9QFRL6hY,1,0.0021989175718979403,0.0021989175718979403,0.0009902378557576086
oos_geometry,4,seed_person_t025,yqstnuAEVhm,1,-0.008809394907004942,-0.008809394907004942,0.002366276915620469
oos_geometry,4,seed_context_t025,7y3sRwLe3Va,2,-0.0028636789872631407,-0.0014318394936315704,-0.001853269928071412
oos_geometry,4,seed_context_t025,UwV83HsGsw3,3,-0.005051641977437793,-0.001683880659145931,-0.0017974877510542053
oos_geometry,4,seed_context_t025,b8cTxDM8gDG,1,0.0009783056337333562,0.0009783056337333562,-0.0021018592646870476
oos_geometry,4,seed_context_t025,q9vSo1VnCiC,1,0.0008126335458031875,0.0008126335458031875,-0.0020811502536957766
oos_geometry,4,seed_context_t025,uNb9QFRL6hY,1,-0.0009274227338642582,-0.0009274227338642582,-0.0018636432187373458
oos_geometry,4,seed_context_t025,yqstnuAEVhm,1,-0.008784763964734377,-0.008784763964734377,-0.000881475564878581
oos_geometry,4,selected_person,7y3sRwLe3Va,2,-0.007642814154148914,-0.003821407077074457,0.0003041726849958927
oos_geometry,4,selected_person,UwV83HsGsw3,3,0.0,0.0,-0.0009189342265296108
oos_geometry,4,selected_person,b8cTxDM8gDG,1,0.0057680629333372035,0.0057680629333372035,-0.0014102085365643585
oos_geometry,4,selected_person,q9vSo1VnCiC,1,0.0037365016870187784,0.0037365016870187784,-0.0011562633807745554
oos_geometry,4,selected_person,uNb9QFRL6hY,1,0.0,0.0,-0.0006892006698972081
oos_geometry,4,selected_person,yqstnuAEVhm,1,-0.007375355825384733,-0.007375355825384733,0.00023271880827588354
oos_geometry,4,selected_context,7y3sRwLe3Va,2,0.001632826305099977,0.0008164131525499885,-0.0017207809660908038
oos_geometry,4,selected_context,UwV83HsGsw3,3,-0.005051641977437793,-0.001683880659145931,-0.000893499746682976
oos_geometry,4,selected_context,b8cTxDM8gDG,1,0.0009783056337333562,0.0009783056337333562,-0.0014238682614086257
oos_geometry,4,selected_context,q9vSo1VnCiC,1,0.0008126335458031875,0.0008126335458031875,-0.0014031592504173546
oos_geometry,4,selected_context,uNb9QFRL6hY,1,0.0,0.0,-0.0013015800571919561
oos_geometry,4,selected_context,yqstnuAEVhm,1,-0.008784763964734377,-0.008784763964734377,-0.00020348456160015904
oos_geometry,4,selected_type,7y3sRwLe3Va,2,0.0,0.0,0.0
oos_geometry,4,selected_type,UwV83HsGsw3,3,0.0,0.0,0.0
oos_geometry,4,selected_type,b8cTxDM8gDG,1,0.0,0.0,0.0
oos_geometry,4,selected_type,q9vSo1VnCiC,1,0.0,0.0,0.0
oos_geometry,4,selected_type,uNb9QFRL6hY,1,0.0,0.0,0.0
oos_geometry,4,selected_type,yqstnuAEVhm,1,0.0,0.0,0.0
oos_geometry,4,selected_mixture,7y3sRwLe3Va,2,-0.12880314456207698,-0.06440157228103849,-0.05671562445209988
oos_geometry,4,selected_mixture,UwV83HsGsw3,3,-0.19228306486164803,-0.06409435495388267,-0.05558824181085468
oos_geometry,4,selected_mixture,b8cTxDM8gDG,1,-0.04431708145989899,-0.04431708145989899,-0.06018692928335964
oos_geometry,4,selected_mixture,q9vSo1VnCiC,1,-0.046015767703456056,-0.046015767703456056,-0.05997459350291501
oos_geometry,4,selected_mixture,uNb9QFRL6hY,1,-0.0669797368506404,-0.0669797368506404,-0.057354097359516965
oos_geometry,4,selected_mixture,yqstnuAEVhm,1,-0.04741372028905566,-0.04741372028905566,-0.05979984942971506
oos_geometry,6,seed_person_t025,7y3sRwLe3Va,2,-0.004287069846779623,-0.0021435349233898116,-0.0032789780741770175
oos_geometry,6,seed_person_t025,UwV83HsGsw3,3,-0.015845259947299017,-0.005281753315766339,-0.0018991094031199547
oos_geometry,6,seed_person_t025,b8cTxDM8gDG,1,0.013348634750643407,0.013348634750643407,-0.005073568889582769
oos_geometry,6,seed_person_t025,q9vSo1VnCiC,1,-0.005004426039260101,-0.005004426039260101,-0.0027794362908448306
oos_geometry,6,seed_person_t025,uNb9QFRL6hY,1,-0.006419161111828275,-0.006419161111828275,-0.002602594406773809
oos_geometry,6,seed_person_t025,yqstnuAEVhm,1,-0.009032634171495135,-0.009032634171495135,-0.0022759102743154513
oos_geometry,6,seed_context_t025,7y3sRwLe3Va,2,-0.0029500814639065176,-0.0014750407319532588,-0.0019513973384783936
oos_geometry,6,seed_context_t025,UwV83HsGsw3,3,-0.004095746117925181,-0.0013652487059750602,-0.0020856861192216822
oos_geometry,6,seed_context_t025,b8cTxDM8gDG,1,0.0019546805617617347,0.0019546805617617347,-0.002320567924377126
oos_geometry,6,seed_context_t025,q9vSo1VnCiC,1,-0.0019817195259204112,-0.0019817195259204112,-0.0018285179134168578
oos_geometry,6,seed_context_t025,uNb9QFRL6hY,1,-0.003431024556074913,-0.003431024556074913,-0.001647354784647545
oos_geometry,6,seed_context_t025,yqstnuAEVhm,1,-0.006105971731189985,-0.006105971731189985,-0.001312986387758161
oos_geometry,6,selected_person,7y3sRwLe3Va,2,-0.004287069846779623,-0.0021435349233898116,-0.0028952563554967164
oos_geometry,6,selected_person,UwV83HsGsw3,3,-0.015845259947299017,-0.005281753315766339,-0.0014514340646596031
oos_geometry,6,selected_person,b8cTxDM8gDG,1,0.013348634750643407,0.013348634750643407,-0.004737812385737505
oos_geometry,6,selected_person,q9vSo1VnCiC,1,-0.005004426039260101,-0.005004426039260101,-0.002443679786999567
oos_geometry,6,selected_person,uNb9QFRL6hY,1,-0.006419161111828275,-0.006419161111828275,-0.002266837902928545
oos_geometry,6,selected_person,yqstnuAEVhm,1,-0.006346582140733026,-0.006346582140733026,-0.0022759102743154513
oos_geometry,6,selected_context,7y3sRwLe3Va,2,-0.004287069846779623,-0.0021435349233898116,-0.003205402450213755
oos_geometry,6,selected_context,UwV83HsGsw3,3,-0.015845259947299017,-0.005281753315766339,-0.0018132711751628154
oos_geometry,6,selected_context,b8cTxDM8gDG,1,0.013348634750643407,0.013348634750643407,-0.0050091902186149145
oos_geometry,6,selected_context,q9vSo1VnCiC,1,-0.005004426039260101,-0.005004426039260101,-0.002715057619876976
oos_geometry,6,selected_context,uNb9QFRL6hY,1,-0.006419161111828275,-0.006419161111828275,-0.0025382157358059543
oos_geometry,6,selected_context,yqstnuAEVhm,1,-0.008517604803752299,-0.008517604803752299,-0.0022759102743154513
oos_geometry,6,selected_type,7y3sRwLe3Va,2,0.01695022532638024,0.00847511266319012,0.0
oos_geometry,6,selected_type,UwV83HsGsw3,3,0.0,0.0,0.002825037554396707
oos_geometry,6,selected_type,b8cTxDM8gDG,1,0.0,0.0,0.00211877816579753
oos_geometry,6,selected_type,q9vSo1VnCiC,1,0.0,0.0,0.00211877816579753
oos_geometry,6,selected_type,uNb9QFRL6hY,1,0.0,0.0,0.00211877816579753
oos_geometry,6,selected_type,yqstnuAEVhm,1,0.0,0.0,0.00211877816579753
oos_geometry,6,selected_mixture,7y3sRwLe3Va,2,-0.047431033130119093,-0.023715516565059547,-0.022919102752167225
oos_geometry,6,selected_mixture,UwV83HsGsw3,3,-0.0925540216250309,-0.03085134054167697,-0.01921845512837646
oos_geometry,6,selected_mixture,b8cTxDM8gDG,1,0.0030124335168607574,0.0030124335168607574,-0.026359648239018804
oos_geometry,6,selected_mixture,q9vSo1VnCiC,1,-0.006030080165875695,-0.006030080165875695,-0.025229334028676748
oos_geometry,6,selected_mixture,uNb9QFRL6hY,1,-0.03970829160214995,-0.03970829160214995,-0.021019557599142466
oos_geometry,6,selected_mixture,yqstnuAEVhm,1,-0.025153759388974795,-0.025153759388974795,-0.02283887412578936
oos_geometry,8,seed_person_t025,7y3sRwLe3Va,2,-0.013715469958825222,-0.006857734979412611,-0.004785239752910009
oos_geometry,8,seed_person_t025,UwV83HsGsw3,3,-0.021770567526123386,-0.007256855842041128,-0.004240263450511983
oos_geometry,8,seed_person_t025,b8cTxDM8gDG,1,0.008778148108019135,0.008778148108019135,-0.006998787042151802
oos_geometry,8,seed_person_t025,q9vSo1VnCiC,1,-0.0023327122281902035,-0.0023327122281902035,-0.005609929500125635
oos_geometry,8,seed_person_t025,uNb9QFRL6hY,1,-0.004645911199681607,-0.004645911199681607,-0.0053207796286892095
oos_geometry,8,seed_person_t025,yqstnuAEVhm,1,-0.013525635424394,-0.013525635424394,-0.00421081410060016
oos_geometry,8,seed_context_t025,7y3sRwLe3Va,2,-0.005640956555079124,-0.002820478277539562,-0.001965146885090054
oos_geometry,8,seed_context_t025,UwV83HsGsw3,3,-0.0034693257972769898,-0.0011564419324256632,-0.002654609825572085
oos_geometry,8,seed_context_t025,b8cTxDM8gDG,1,0.0012868458359415191,0.0012868458359415191,-0.0025854788233313775
oos_geometry,8,seed_context_t025,q9vSo1VnCiC,1,-0.0018574257768837477,-0.0018574257768837477,-0.002192444871728219
oos_geometry,8,seed_context_t025,uNb9QFRL6hY,1,-0.0017389491773858179,-0.0017389491773858179,-0.0022072544466654603
oos_geometry,8,seed_context_t025,yqstnuAEVhm,1,-0.00797717328002534,-0.00797717328002534,-0.00142747643383552
oos_geometry,8,selected_person,7y3sRwLe3Va,2,-0.013715469958825222,-0.006857734979412611,-0.004785239752910009
oos_geometry,8,selected_person,UwV83HsGsw3,3,-0.021770567526123386,-0.007256855842041128,-0.004240263450511983
oos_geometry,8,selected_person,b8cTxDM8gDG,1,0.008778148108019135,0.008778148108019135,-0.006998787042151802
