code,condition,N_original,N_available,method,cut,clusters,supported,singletons,singleton_mass,largest_share,entropy_bits,sizes
b8cTxDM8gDG-19,oos_geometry,23,23,spherical,0.15,2,2,0,0.0,0.9130434782608695,0.4262286569981449,21;2
b8cTxDM8gDG-19,oos_geometry,23,23,spherical,0.2,1,1,0,0.0,1.0,-0.0,23
b8cTxDM8gDG-19,oos_geometry,23,23,solid,0.075,6,5,1,0.043478260869565216,0.2608695652173913,2.392277173072062,6;6;4;4;2;1
b8cTxDM8gDG-19,oos_geometry,23,23,solid,0.1,3,2,1,0.043478260869565216,0.6956521739130435,1.0666152167384504,16;6;1
b8cTxDM8gDG-19,oos_geometry,23,23,solid,0.125,2,1,1,0.043478260869565216,0.9565217391304348,0.2580186686648155,22;1
b8cTxDM8gDG-19,oos_geometry,23,23,solid,0.15,1,1,0,0.0,1.0,-0.0,23
b8cTxDM8gDG-19,oos_geometry,23,23,solid,0.2,1,1,0,0.0,1.0,-0.0,23
b8cTxDM8gDG-19,oos_geometry,23,23,linear_common,0.075,12,6,6,0.2608695652173913,0.21739130434782608,3.344456935241198,5;3;3;2;2;2;1;1;1;1;1;1
b8cTxDM8gDG-19,oos_geometry,23,23,linear_common,0.1,7,6,1,0.043478260869565216,0.2608695652173913,2.615983565581917,6;5;4;3;2;2;1
b8cTxDM8gDG-19,oos_geometry,23,23,linear_common,0.125,5,4,1,0.043478260869565216,0.30434782608695654,2.1137392619169884,7;6;6;3;1
b8cTxDM8gDG-19,oos_geometry,23,23,linear_common,0.15,4,4,0,0.0,0.30434782608695654,1.972647414184965,7;6;6;4
b8cTxDM8gDG-19,oos_geometry,23,23,linear_common,0.2,2,2,0,0.0,0.6956521739130435,0.8865408928220899,16;7
e9zR4mvMWw7-03,semi,24,24,spherical,0.075,2,2,0,0.0,0.9166666666666666,0.41381685030363374,22;2
e9zR4mvMWw7-03,semi,24,24,spherical,0.1,2,2,0,0.0,0.9166666666666666,0.41381685030363374,22;2
e9zR4mvMWw7-03,semi,24,24,spherical,0.125,1,1,0,0.0,1.0,-0.0,24
e9zR4mvMWw7-03,semi,24,24,spherical,0.15,1,1,0,0.0,1.0,-0.0,24
e9zR4mvMWw7-03,semi,24,24,spherical,0.2,1,1,0,0.0,1.0,-0.0,24
e9zR4mvMWw7-03,semi,24,24,solid,0.075,2,2,0,0.0,0.9166666666666666,0.41381685030363374,22;2
e9zR4mvMWw7-03,semi,24,24,solid,0.1,2,2,0,0.0,0.9166666666666666,0.41381685030363374,22;2
e9zR4mvMWw7-03,semi,24,24,solid,0.125,1,1,0,0.0,1.0,-0.0,24
e9zR4mvMWw7-03,semi,24,24,solid,0.15,1,1,0,0.0,1.0,-0.0,24
e9zR4mvMWw7-03,semi,24,24,solid,0.2,1,1,0,0.0,1.0,-0.0,24
e9zR4mvMWw7-03,semi,24,24,linear_common,0.075,3,3,0,0.0,0.6666666666666666,1.188721875540867,16;6;2
e9zR4mvMWw7-03,semi,24,24,linear_common,0.1,2,2,0,0.0,0.9166666666666666,0.41381685030363374,22;2
e9zR4mvMWw7-03,semi,24,24,linear_common,0.125,1,1,0,0.0,1.0,-0.0,24
e9zR4mvMWw7-03,semi,24,24,linear_common,0.15,1,1,0,0.0,1.0,-0.0,24
e9zR4mvMWw7-03,semi,24,24,linear_common,0.2,1,1,0,0.0,1.0,-0.0,24
e9zR4mvMWw7-10,semi,24,24,spherical,0.075,2,2,0,0.0,0.8333333333333334,0.6500224216483541,20;4
e9zR4mvMWw7-10,semi,24,24,spherical,0.1,2,2,0,0.0,0.8333333333333334,0.6500224216483541,20;4
e9zR4mvMWw7-10,semi,24,24,spherical,0.125,1,1,0,0.0,1.0,-0.0,24
e9zR4mvMWw7-10,semi,24,24,spherical,0.15,1,1,0,0.0,1.0,-0.0,24
e9zR4mvMWw7-10,semi,24,24,spherical,0.2,1,1,0,0.0,1.0,-0.0,24
e9zR4mvMWw7-10,semi,24,24,solid,0.075,2,2,0,0.0,0.8333333333333334,0.6500224216483541,20;4
e9zR4mvMWw7-10,semi,24,24,solid,0.1,2,2,0,0.0,0.8333333333333334,0.6500224216483541,20;4
e9zR4mvMWw7-10,semi,24,24,solid,0.125,1,1,0,0.0,1.0,-0.0,24
e9zR4mvMWw7-10,semi,24,24,solid,0.15,1,1,0,0.0,1.0,-0.0,24
e9zR4mvMWw7-10,semi,24,24,solid,0.2,1,1,0,0.0,1.0,-0.0,24
e9zR4mvMWw7-10,semi,24,24,linear_common,0.075,3,2,1,0.041666666666666664,0.7916666666666666,0.8886865525783176,19;4;1
e9zR4mvMWw7-10,semi,24,24,linear_common,0.1,2,2,0,0.0,0.8333333333333334,0.6500224216483541,20;4
e9zR4mvMWw7-10,semi,24,24,linear_common,0.125,2,2,0,0.0,0.8333333333333334,0.6500224216483541,20;4
e9zR4mvMWw7-10,semi,24,24,linear_common,0.15,1,1,0,0.0,1.0,-0.0,24
e9zR4mvMWw7-10,semi,24,24,linear_common,0.2,1,1,0,0.0,1.0,-0.0,24
e9zR4mvMWw7-16,semi,24,24,spherical,0.075,4,3,1,0.041666666666666664,0.6666666666666666,1.3512274809529559,16;5;2;1
e9zR4mvMWw7-16,semi,24,24,spherical,0.1,2,1,1,0.041666666666666664,0.9583333333333334,0.24988229283318544,23;1
e9zR4mvMWw7-16,semi,24,24,spherical,0.125,2,1,1,0.041666666666666664,0.9583333333333334,0.24988229283318544,23;1
e9zR4mvMWw7-16,semi,24,24,spherical,0.15,2,1,1,0.041666666666666664,0.9583333333333334,0.24988229283318544,23;1
e9zR4mvMWw7-16,semi,24,24,spherical,0.2,1,1,0,0.0,1.0,-0.0,24
e9zR4mvMWw7-16,semi,24,24,solid,0.075,3,2,1,0.041666666666666664,0.6666666666666666,1.0994839817876882,16;7;1
e9zR4mvMWw7-16,semi,24,24,solid,0.1,2,1,1,0.041666666666666664,0.9583333333333334,0.24988229283318544,23;1
e9zR4mvMWw7-16,semi,24,24,solid,0.125,2,1,1,0.041666666666666664,0.9583333333333334,0.24988229283318544,23;1
e9zR4mvMWw7-16,semi,24,24,solid,0.15,1,1,0,0.0,1.0,-0.0,24
e9zR4mvMWw7-16,semi,24,24,solid,0.2,1,1,0,0.0,1.0,-0.0,24
e9zR4mvMWw7-16,semi,24,24,linear_common,0.075,4,3,1,0.041666666666666664,0.6666666666666666,1.3512274809529559,16;5;2;1
e9zR4mvMWw7-16,semi,24,24,linear_common,0.1,3,2,1,0.041666666666666664,0.6666666666666666,1.0994839817876882,16;7;1
e9zR4mvMWw7-16,semi,24,24,linear_common,0.125,3,2,1,0.041666666666666664,0.6666666666666666,1.0994839817876882,16;7;1
e9zR4mvMWw7-16,semi,24,24,linear_common,0.15,2,1,1,0.041666666666666664,0.9583333333333334,0.24988229283318544,23;1
e9zR4mvMWw7-16,semi,24,24,linear_common,0.2,2,1,1,0.041666666666666664,0.9583333333333334,0.24988229283318544,23;1
e9zR4mvMWw7-32,semi,24,24,spherical,0.075,3,3,0,0.0,0.75,1.0408520829727552,18;4;2
e9zR4mvMWw7-32,semi,24,24,spherical,0.1,2,2,0,0.0,0.75,0.8112781244591328,18;6
e9zR4mvMWw7-32,semi,24,24,spherical,0.125,1,1,0,0.0,1.0,-0.0,24
e9zR4mvMWw7-32,semi,24,24,spherical,0.15,1,1,0,0.0,1.0,-0.0,24
e9zR4mvMWw7-32,semi,24,24,spherical,0.2,1,1,0,0.0,1.0,-0.0,24
e9zR4mvMWw7-32,semi,24,24,solid,0.075,2,2,0,0.0,0.75,0.8112781244591328,18;6
e9zR4mvMWw7-32,semi,24,24,solid,0.1,1,1,0,0.0,1.0,-0.0,24
e9zR4mvMWw7-32,semi,24,24,solid,0.125,1,1,0,0.0,1.0,-0.0,24
e9zR4mvMWw7-32,semi,24,24,solid,0.15,1,1,0,0.0,1.0,-0.0,24
e9zR4mvMWw7-32,semi,24,24,solid,0.2,1,1,0,0.0,1.0,-0.0,24
e9zR4mvMWw7-32,semi,24,24,linear_common,0.075,3,3,0,0.0,0.75,1.0408520829727552,18;4;2
e9zR4mvMWw7-32,semi,24,24,linear_common,0.1,2,2,0,0.0,0.75,0.8112781244591328,18;6
e9zR4mvMWw7-32,semi,24,24,linear_common,0.125,1,1,0,0.0,1.0,-0.0,24
e9zR4mvMWw7-32,semi,24,24,linear_common,0.15,1,1,0,0.0,1.0,-0.0,24
e9zR4mvMWw7-32,semi,24,24,linear_common,0.2,1,1,0,0.0,1.0,-0.0,24
q9vSo1VnCiC-09,oos_geometry,24,24,spherical,0.075,13,5,8,0.3333333333333333,0.25,3.355388542207534,6;4;2;2;2;1;1;1;1;1;1;1;1
q9vSo1VnCiC-09,oos_geometry,24,24,spherical,0.1,10,5,5,0.20833333333333334,0.4166666666666667,2.752705481927944,10;3;2;2;2;1;1;1;1;1
q9vSo1VnCiC-09,oos_geometry,24,24,spherical,0.125,9,5,4,0.16666666666666666,0.4166666666666667,2.6379185026711327,10;3;3;2;2;1;1;1;1
q9vSo1VnCiC-09,oos_geometry,24,24,spherical,0.15,7,6,1,0.041666666666666664,0.4166666666666667,2.4193721485946105,10;4;3;2;2;2;1
q9vSo1VnCiC-09,oos_geometry,24,24,spherical,0.2,4,3,1,0.041666666666666664,0.5416666666666666,1.497224320061398,13;8;2;1
q9vSo1VnCiC-09,oos_geometry,24,24,solid,0.075,13,5,8,0.3333333333333333,0.25,3.355388542207534,6;4;2;2;2;1;1;1;1;1;1;1;1
q9vSo1VnCiC-09,oos_geometry,24,24,solid,0.1,10,5,5,0.20833333333333334,0.4166666666666667,2.752705481927944,10;3;2;2;2;1;1;1;1;1
q9vSo1VnCiC-09,oos_geometry,24,24,solid,0.125,9,5,4,0.16666666666666666,0.4166666666666667,2.6379185026711327,10;3;3;2;2;1;1;1;1
q9vSo1VnCiC-09,oos_geometry,24,24,solid,0.15,5,4,1,0.041666666666666664,0.5416666666666666,1.7676503615477757,13;6;2;2;1
q9vSo1VnCiC-09,oos_geometry,24,24,solid,0.2,4,3,1,0.041666666666666664,0.5416666666666666,1.497224320061398,13;8;2;1
q9vSo1VnCiC-09,oos_geometry,24,24,linear_common,0.075,15,5,10,0.4166666666666667,0.20833333333333334,3.6531071683628116,5;3;2;2;2;1;1;1;1;1;1;1;1;1;1
q9vSo1VnCiC-09,oos_geometry,24,24,linear_common,0.1,12,4,8,0.3333333333333333,0.20833333333333334,3.2008257945180887,5;5;4;2;1;1;1;1;1;1;1;1
q9vSo1VnCiC-09,oos_geometry,24,24,linear_common,0.125,9,5,4,0.16666666666666666,0.4166666666666667,2.617492461184755,10;4;2;2;2;1;1;1;1
q9vSo1VnCiC-09,oos_geometry,24,24,linear_common,0.15,7,5,2,0.08333333333333333,0.4166666666666667,2.3523037954930768,10;5;3;2;2;1;1
q9vSo1VnCiC-09,oos_geometry,24,24,linear_common,0.2,4,4,0,0.0,0.5,1.692215752170299,12;7;3;2
q9vSo1VnCiC-23,manual,24,24,spherical,0.075,3,2,1,0.041666666666666664,0.875,0.6583514224564075,21;2;1
q9vSo1VnCiC-23,manual,24,24,spherical,0.1,2,1,1,0.041666666666666664,0.9583333333333334,0.24988229283318544,23;1
q9vSo1VnCiC-23,manual,24,24,spherical,0.125,2,1,1,0.041666666666666664,0.9583333333333334,0.24988229283318544,23;1
q9vSo1VnCiC-23,manual,24,24,spherical,0.15,1,1,0,0.0,1.0,-0.0,24
q9vSo1VnCiC-23,manual,24,24,spherical,0.2,1,1,0,0.0,1.0,-0.0,24
q9vSo1VnCiC-23,manual,24,24,solid,0.075,3,1,2,0.08333333333333333,0.9166666666666666,0.49715018363696706,22;1;1
q9vSo1VnCiC-23,manual,24,24,solid,0.1,2,1,1,0.041666666666666664,0.9583333333333334,0.24988229283318544,23;1
q9vSo1VnCiC-23,manual,24,24,solid,0.125,1,1,0,0.0,1.0,-0.0,24
q9vSo1VnCiC-23,manual,24,24,solid,0.15,1,1,0,0.0,1.0,-0.0,24
q9vSo1VnCiC-23,manual,24,24,solid,0.2,1,1,0,0.0,1.0,-0.0,24
q9vSo1VnCiC-23,manual,24,24,linear_common,0.075,4,2,2,0.08333333333333333,0.5833333333333334,1.3640054628542204,14;8;1;1
q9vSo1VnCiC-23,manual,24,24,linear_common,0.1,2,2,0,0.0,0.9166666666666666,0.41381685030363374,22;2
q9vSo1VnCiC-23,manual,24,24,linear_common,0.125,2,2,0,0.0,0.9166666666666666,0.41381685030363374,22;2
q9vSo1VnCiC-23,manual,24,24,linear_common,0.15,1,1,0,0.0,1.0,-0.0,24
q9vSo1VnCiC-23,manual,24,24,linear_common,0.2,1,1,0,0.0,1.0,-0.0,24
q9vSo1VnCiC-32,manual,24,24,spherical,0.075,5,3,2,0.08333333333333333,0.4583333333333333,1.7273344666381947,11;9;2;1;1
q9vSo1VnCiC-32,manual,24,24,spherical,0.1,3,3,0,0.0,0.5,1.4056390622295665,12;9;3
q9vSo1VnCiC-32,manual,24,24,spherical,0.125,3,3,0,0.0,0.5,1.4056390622295665,12;9;3
q9vSo1VnCiC-32,manual,24,24,spherical,0.15,2,2,0,0.0,0.875,0.5435644431995964,21;3
q9vSo1VnCiC-32,manual,24,24,spherical,0.2,2,2,0,0.0,0.875,0.5435644431995964,21;3
q9vSo1VnCiC-32,manual,24,24,solid,0.075,4,3,1,0.041666666666666664,0.5416666666666666,1.5636254885377856,13;7;3;1
q9vSo1VnCiC-32,manual,24,24,solid,0.1,3,3,0,0.0,0.5833333333333334,1.3470732979972746,14;7;3
q9vSo1VnCiC-32,manual,24,24,solid,0.125,2,2,0,0.0,0.875,0.5435644431995964,21;3
q9vSo1VnCiC-32,manual,24,24,solid,0.15,2,2,0,0.0,0.875,0.5435644431995964,21;3
q9vSo1VnCiC-32,manual,24,24,solid,0.2,2,2,0,0.0,0.875,0.5435644431995964,21;3
q9vSo1VnCiC-32,manual,24,24,linear_common,0.075,6,3,3,0.125,0.5,1.8903360647604437,12;7;2;1;1;1
q9vSo1VnCiC-32,manual,24,24,linear_common,0.1,4,2,2,0.08333333333333333,0.5416666666666666,1.3918357778538644,13;9;1;1
q9vSo1VnCiC-32,manual,24,24,linear_common,0.125,4,2,2,0.08333333333333333,0.5416666666666666,1.3918357778538644,13;9;1;1
q9vSo1VnCiC-32,manual,24,24,linear_common,0.15,3,3,0,0.0,0.5416666666666666,1.3085024445205309,13;9;2
q9vSo1VnCiC-32,manual,24,24,linear_common,0.2,2,2,0,0.0,0.5416666666666666,0.9949848281859701,13;11
rPc6DW4iMge-05,manual,5,5,spherical,0.075,3,2,1,0.2,0.4,1.5219280948873621,2;2;1
rPc6DW4iMge-05,manual,5,5,spherical,0.1,3,2,1,0.2,0.4,1.5219280948873621,2;2;1
rPc6DW4iMge-05,manual,5,5,spherical,0.125,2,2,0,0.0,0.6,0.9709505944546686,3;2
rPc6DW4iMge-05,manual,5,5,spherical,0.15,2,2,0,0.0,0.6,0.9709505944546686,3;2
rPc6DW4iMge-05,manual,5,5,spherical,0.2,2,2,0,0.0,0.6,0.9709505944546686,3;2
rPc6DW4iMge-05,manual,5,5,solid,0.075,3,2,1,0.2,0.4,1.5219280948873621,2;2;1
rPc6DW4iMge-05,manual,5,5,solid,0.1,3,2,1,0.2,0.4,1.5219280948873621,2;2;1
rPc6DW4iMge-05,manual,5,5,solid,0.125,2,2,0,0.0,0.6,0.9709505944546686,3;2
rPc6DW4iMge-05,manual,5,5,solid,0.15,2,2,0,0.0,0.6,0.9709505944546686,3;2
rPc6DW4iMge-05,manual,5,5,solid,0.2,1,1,0,0.0,1.0,-0.0,5
rPc6DW4iMge-05,manual,5,5,linear_common,0.075,3,2,1,0.2,0.4,1.5219280948873621,2;2;1
rPc6DW4iMge-05,manual,5,5,linear_common,0.1,3,2,1,0.2,0.4,1.5219280948873621,2;2;1
rPc6DW4iMge-05,manual,5,5,linear_common,0.125,3,2,1,0.2,0.4,1.5219280948873621,2;2;1
rPc6DW4iMge-05,manual,5,5,linear_common,0.15,2,2,0,0.0,0.6,0.9709505944546686,3;2
rPc6DW4iMge-05,manual,5,5,linear_common,0.2,1,1,0,0.0,1.0,-0.0,5
rPc6DW4iMge-06,manual,24,24,spherical,0.075,8,4,4,0.16666666666666666,0.4583333333333333,2.3489879890775276,11;5;2;2;1;1;1;1
rPc6DW4iMge-06,manual,24,24,spherical,0.1,7,4,3,0.125,0.4583333333333333,2.1864823836654392,11;6;2;2;1;1;1
rPc6DW4iMge-06,manual,24,24,spherical,0.125,6,3,3,0.125,0.4583333333333333,1.9160563421790617,11;8;2;1;1;1
rPc6DW4iMge-06,manual,24,24,spherical,0.15,3,3,0,0.0,0.5,1.4056390622295665,12;9;3
rPc6DW4iMge-06,manual,24,24,spherical,0.2,2,2,0,0.0,0.625,0.954434002924965,15;9
rPc6DW4iMge-06,manual,24,24,solid,0.075,7,4,3,0.125,0.4583333333333333,2.1864823836654392,11;6;2;2;1;1;1
rPc6DW4iMge-06,manual,24,24,solid,0.1,6,3,3,0.125,0.4583333333333333,1.9160563421790617,11;8;2;1;1;1
rPc6DW4iMge-06,manual,24,24,solid,0.125,3,3,0,0.0,0.5,1.4056390622295665,12;9;3
rPc6DW4iMge-06,manual,24,24,solid,0.15,2,2,0,0.0,0.5,1.0,12;12
rPc6DW4iMge-06,manual,24,24,solid,0.2,1,1,0,0.0,1.0,-0.0,24
rPc6DW4iMge-06,manual,24,24,linear_common,0.075,11,3,8,0.3333333333333333,0.4166666666666667,2.7841591278514217,10;4;2;1;1;1;1;1;1;1;1
rPc6DW4iMge-06,manual,24,24,linear_common,0.1,8,3,5,0.20833333333333334,0.4583333333333333,2.31753434315405,11;5;3;1;1;1;1;1
rPc6DW4iMge-06,manual,24,24,linear_common,0.125,6,3,3,0.125,0.4583333333333333,2.0198157169987727,11;6;4;1;1;1
rPc6DW4iMge-06,manual,24,24,linear_common,0.15,5,3,2,0.08333333333333333,0.5,1.8129072918469558,12;6;4;1;1
rPc6DW4iMge-06,manual,24,24,linear_common,0.2,2,2,0,0.0,0.9166666666666666,0.41381685030363374,22;2
rPc6DW4iMge-13,manual,5,5,spherical,0.075,1,1,0,0.0,1.0,-0.0,5
rPc6DW4iMge-13,manual,5,5,spherical,0.1,1,1,0,0.0,1.0,-0.0,5
rPc6DW4iMge-13,manual,5,5,spherical,0.125,1,1,0,0.0,1.0,-0.0,5
rPc6DW4iMge-13,manual,5,5,spherical,0.15,1,1,0,0.0,1.0,-0.0,5
rPc6DW4iMge-13,manual,5,5,spherical,0.2,1,1,0,0.0,1.0,-0.0,5
rPc6DW4iMge-13,manual,5,5,solid,0.075,1,1,0,0.0,1.0,-0.0,5
rPc6DW4iMge-13,manual,5,5,solid,0.1,1,1,0,0.0,1.0,-0.0,5
rPc6DW4iMge-13,manual,5,5,solid,0.125,1,1,0,0.0,1.0,-0.0,5
rPc6DW4iMge-13,manual,5,5,solid,0.15,1,1,0,0.0,1.0,-0.0,5
rPc6DW4iMge-13,manual,5,5,solid,0.2,1,1,0,0.0,1.0,-0.0,5
rPc6DW4iMge-13,manual,5,5,linear_common,0.075,1,1,0,0.0,1.0,-0.0,5
rPc6DW4iMge-13,manual,5,5,linear_common,0.1,1,1,0,0.0,1.0,-0.0,5
rPc6DW4iMge-13,manual,5,5,linear_common,0.125,1,1,0,0.0,1.0,-0.0,5
rPc6DW4iMge-13,manual,5,5,linear_common,0.15,1,1,0,0.0,1.0,-0.0,5
rPc6DW4iMge-13,manual,5,5,linear_common,0.2,1,1,0,0.0,1.0,-0.0,5
rPc6DW4iMge-15,manual,23,23,spherical,0.075,3,3,0,0.0,0.4782608695652174,1.337778097192496,11;10;2
rPc6DW4iMge-15,manual,23,23,spherical,0.1,2,2,0,0.0,0.9130434782608695,0.4262286569981449,21;2
rPc6DW4iMge-15,manual,23,23,spherical,0.125,1,1,0,0.0,1.0,-0.0,23
rPc6DW4iMge-15,manual,23,23,spherical,0.15,1,1,0,0.0,1.0,-0.0,23
rPc6DW4iMge-15,manual,23,23,spherical,0.2,1,1,0,0.0,1.0,-0.0,23
rPc6DW4iMge-15,manual,23,23,solid,0.075,2,2,0,0.0,0.9130434782608695,0.4262286569981449,21;2
rPc6DW4iMge-15,manual,23,23,solid,0.1,1,1,0,0.0,1.0,-0.0,23
rPc6DW4iMge-15,manual,23,23,solid,0.125,1,1,0,0.0,1.0,-0.0,23
rPc6DW4iMge-15,manual,23,23,solid,0.15,1,1,0,0.0,1.0,-0.0,23
rPc6DW4iMge-15,manual,23,23,solid,0.2,1,1,0,0.0,1.0,-0.0,23
rPc6DW4iMge-15,manual,23,23,linear_common,0.075,4,3,1,0.043478260869565216,0.43478260869565216,1.6879410452364207,10;8;4;1
rPc6DW4iMge-15,manual,23,23,linear_common,0.1,3,2,1,0.043478260869565216,0.782608695652174,0.9123163027543337,18;4;1
rPc6DW4iMge-15,manual,23,23,linear_common,0.125,3,2,1,0.043478260869565216,0.782608695652174,0.9123163027543337,18;4;1
rPc6DW4iMge-15,manual,23,23,linear_common,0.15,2,1,1,0.043478260869565216,0.9565217391304348,0.2580186686648155,22;1
rPc6DW4iMge-15,manual,23,23,linear_common,0.2,2,1,1,0.043478260869565216,0.9565217391304348,0.2580186686648155,22;1
rPc6DW4iMge-17,semi,22,22,spherical,0.075,6,2,4,0.18181818181818182,0.6363636363636364,1.6729330318733675,14;4;1;1;1;1
rPc6DW4iMge-17,semi,22,22,spherical,0.1,5,2,3,0.13636363636363635,0.6818181818181818,1.4320062125405801,15;4;1;1;1
rPc6DW4iMge-17,semi,22,22,spherical,0.125,5,2,3,0.13636363636363635,0.6818181818181818,1.4320062125405801,15;4;1;1;1
rPc6DW4iMge-17,semi,22,22,spherical,0.15,2,2,0,0.0,0.7272727272727273,0.8453509366224364,16;6
rPc6DW4iMge-17,semi,22,22,spherical,0.2,2,2,0,0.0,0.7272727272727273,0.8453509366224364,16;6
rPc6DW4iMge-17,semi,22,22,solid,0.075,5,2,3,0.13636363636363635,0.6818181818181818,1.4320062125405801,15;4;1;1;1
rPc6DW4iMge-17,semi,22,22,solid,0.1,3,2,1,0.045454545454545456,0.7272727272727273,1.0226297788901695,16;5;1
rPc6DW4iMge-17,semi,22,22,solid,0.125,2,2,0,0.0,0.7727272727272727,0.7732266742876346,17;5
rPc6DW4iMge-17,semi,22,22,solid,0.15,2,2,0,0.0,0.7727272727272727,0.7732266742876346,17;5
rPc6DW4iMge-17,semi,22,22,solid,0.2,1,1,0,0.0,1.0,-0.0,22
rPc6DW4iMge-17,semi,22,22,linear_common,0.075,7,3,4,0.18181818181818182,0.45454545454545453,2.222191575506678,10;4;4;1;1;1;1
rPc6DW4iMge-17,semi,22,22,linear_common,0.1,6,3,3,0.13636363636363635,0.5,2.002443082045921,11;4;4;1;1;1
rPc6DW4iMge-17,semi,22,22,linear_common,0.125,6,3,3,0.13636363636363635,0.5,2.002443082045921,11;4;4;1;1;1
rPc6DW4iMge-17,semi,22,22,linear_common,0.15,4,3,1,0.045454545454545456,0.5,1.6742939480062113,11;5;5;1
rPc6DW4iMge-17,semi,22,22,linear_common,0.2,3,3,0,0.0,0.5,1.4970151057384782,11;6;5
rPc6DW4iMge-20,manual,24,24,spherical,0.075,2,1,1,0.041666666666666664,0.9583333333333334,0.24988229283318544,23;1
rPc6DW4iMge-20,manual,24,24,spherical,0.1,2,1,1,0.041666666666666664,0.9583333333333334,0.24988229283318544,23;1
rPc6DW4iMge-20,manual,24,24,spherical,0.125,2,1,1,0.041666666666666664,0.9583333333333334,0.24988229283318544,23;1
rPc6DW4iMge-20,manual,24,24,spherical,0.15,2,1,1,0.041666666666666664,0.9583333333333334,0.24988229283318544,23;1
rPc6DW4iMge-20,manual,24,24,spherical,0.2,1,1,0,0.0,1.0,-0.0,24
rPc6DW4iMge-20,manual,24,24,solid,0.075,2,1,1,0.041666666666666664,0.9583333333333334,0.24988229283318544,23;1
rPc6DW4iMge-20,manual,24,24,solid,0.1,2,1,1,0.041666666666666664,0.9583333333333334,0.24988229283318544,23;1
rPc6DW4iMge-20,manual,24,24,solid,0.125,1,1,0,0.0,1.0,-0.0,24
rPc6DW4iMge-20,manual,24,24,solid,0.15,1,1,0,0.0,1.0,-0.0,24
rPc6DW4iMge-20,manual,24,24,solid,0.2,1,1,0,0.0,1.0,-0.0,24
rPc6DW4iMge-20,manual,24,24,linear_common,0.075,3,3,0,0.0,0.6666666666666666,1.188721875540867,16;6;2
rPc6DW4iMge-20,manual,24,24,linear_common,0.1,2,2,0,0.0,0.9166666666666666,0.41381685030363374,22;2
rPc6DW4iMge-20,manual,24,24,linear_common,0.125,2,2,0,0.0,0.9166666666666666,0.41381685030363374,22;2
rPc6DW4iMge-20,manual,24,24,linear_common,0.15,2,2,0,0.0,0.9166666666666666,0.41381685030363374,22;2
rPc6DW4iMge-20,manual,24,24,linear_common,0.2,2,2,0,0.0,0.9166666666666666,0.41381685030363374,22;2
rPc6DW4iMge-22,manual,22,22,spherical,0.075,16,4,12,0.5454545454545454,0.18181818181818182,3.823067982273661,4;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1
rPc6DW4iMge-22,manual,22,22,spherical,0.1,13,5,8,0.36363636363636365,0.22727272727272727,3.442862165155465,5;3;2;2;2;1;1;1;1;1;1;1;1
rPc6DW4iMge-22,manual,22,22,spherical,0.125,10,5,5,0.22727272727272727,0.3181818181818182,2.9521016432404714,7;3;3;2;2;1;1;1;1;1
rPc6DW4iMge-22,manual,22,22,spherical,0.15,8,4,4,0.18181818181818182,0.3181818181818182,2.6062088944024344,7;5;3;3;1;1;1;1
rPc6DW4iMge-22,manual,22,22,spherical,0.2,6,4,2,0.09090909090909091,0.36363636363636365,2.2610439833372844,8;5;4;3;1;1
rPc6DW4iMge-22,manual,22,22,solid,0.075,14,4,10,0.45454545454545453,0.22727272727272727,3.5337712560645564,5;3;2;2;1;1;1;1;1;1;1;1;1;1
rPc6DW4iMge-22,manual,22,22,solid,0.1,11,5,6,0.2727272727272727,0.3181818181818182,3.0773238024297203,7;3;2;2;2;1;1;1;1;1;1
rPc6DW4iMge-22,manual,22,22,solid,0.125,8,4,4,0.18181818181818182,0.3181818181818182,2.6062088944024344,7;5;3;3;1;1;1;1
rPc6DW4iMge-22,manual,22,22,solid,0.15,7,3,4,0.18181818181818182,0.3181818181818182,2.333481621675162,7;6;5;1;1;1;1
rPc6DW4iMge-22,manual,22,22,solid,0.2,5,3,2,0.09090909090909091,0.36363636363636365,1.947562303690023,8;7;5;1;1
rPc6DW4iMge-22,manual,22,22,linear_common,0.075,17,2,15,0.6818181818181818,0.18181818181818182,3.879664004902594,4;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
rPc6DW4iMge-22,manual,22,22,linear_common,0.1,14,3,11,0.5,0.3181818181818182,3.3843641434371494,7;2;2;1;1;1;1;1;1;1;1;1;1;1
rPc6DW4iMge-22,manual,22,22,linear_common,0.125,12,5,7,0.3181818181818182,0.3181818181818182,3.202545961618968,7;2;2;2;2;1;1;1;1;1;1;1
rPc6DW4iMge-22,manual,22,22,linear_common,0.15,9,5,4,0.18181818181818182,0.4090909090909091,2.673785595221648,9;3;2;2;2;1;1;1;1
rPc6DW4iMge-22,manual,22,22,linear_common,0.2,4,4,0,0.0,0.5,1.7176856953872668,11;6;3;2
uNb9QFRL6hY-36,manual,6,3,spherical,0.075,1,1,0,0.0,1.0,-0.0,3
uNb9QFRL6hY-36,manual,6,3,spherical,0.1,1,1,0,0.0,1.0,-0.0,3
uNb9QFRL6hY-36,manual,6,3,spherical,0.125,1,1,0,0.0,1.0,-0.0,3
uNb9QFRL6hY-36,manual,6,3,spherical,0.15,1,1,0,0.0,1.0,-0.0,3
uNb9QFRL6hY-36,manual,6,3,spherical,0.2,1,1,0,0.0,1.0,-0.0,3
