code,image_id,building,condition,method,N,clusters,supported,singletons,singleton_mass,largest_share,sizes,compatible_pairs,compatible_pairs_split,open_triangles,total_triples
B6ByNegPMKs-37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,semi,Hausdorff_9,4,2,1,1,0.25,0.75,3;1,3,0,0,4
B6ByNegPMKs-37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,semi,Hausdorff_12,4,2,1,1,0.25,0.75,3;1,3,0,0,4
B6ByNegPMKs-37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,semi,OSPA1_6_AND_H9,4,2,1,1,0.25,0.75,3;1,3,0,0,4
B6ByNegPMKs-40,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,OSPA1_6,24,4,4,0,0.0,0.625,15;4;3;2,193,78,276,2024
B6ByNegPMKs-40,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,Hausdorff_6,24,7,4,3,0.125,0.625,15;2;2;2;1;1;1,112,4,44,2024
B6ByNegPMKs-40,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,Hausdorff_9,24,5,3,2,0.08333333333333333,0.625,15;4;3;1;1,186,72,418,2024
B6ByNegPMKs-40,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,Hausdorff_12,24,3,2,1,0.041666666666666664,0.75,18;5;1,248,85,85,2024
B6ByNegPMKs-40,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,OSPA1_6_AND_H9,24,5,3,2,0.08333333333333333,0.625,15;4;3;1;1,171,57,331,2024
B6ByNegPMKs-47,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,manual,OSPA1_6,5,4,1,3,0.6,0.4,2;1;1;1,2,1,1,10
B6ByNegPMKs-47,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,manual,Hausdorff_6,5,5,0,5,1.0,0.2,1;1;1;1;1,0,0,0,10
B6ByNegPMKs-47,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,manual,Hausdorff_9,5,5,0,5,1.0,0.2,1;1;1;1;1,0,0,0,10
B6ByNegPMKs-47,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,manual,Hausdorff_12,5,3,1,2,0.4,0.6,3;1;1,4,1,2,10
B6ByNegPMKs-47,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,manual,OSPA1_6_AND_H9,5,5,0,5,1.0,0.2,1;1;1;1;1,0,0,0,10
B6ByNegPMKs-48,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,manual,OSPA1_6,6,1,1,0,0.0,1.0,6,15,0,0,20
B6ByNegPMKs-48,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,manual,Hausdorff_6,6,1,1,0,0.0,1.0,6,15,0,0,20
B6ByNegPMKs-48,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,manual,Hausdorff_9,6,1,1,0,0.0,1.0,6,15,0,0,20
B6ByNegPMKs-48,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,manual,Hausdorff_12,6,1,1,0,0.0,1.0,6,15,0,0,20
B6ByNegPMKs-48,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,manual,OSPA1_6_AND_H9,6,1,1,0,0.0,1.0,6,15,0,0,20
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs,manual,OSPA1_6,5,2,2,0,0.0,0.6,3;2,7,3,3,10
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs,manual,Hausdorff_6,5,3,1,2,0.4,0.6,3;1;1,3,0,0,10
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs,manual,Hausdorff_9,5,2,2,0,0.0,0.6,3;2,4,0,0,10
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs,manual,Hausdorff_12,5,2,2,0,0.0,0.6,3;2,6,2,4,10
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs,manual,OSPA1_6_AND_H9,5,2,2,0,0.0,0.6,3;2,4,0,0,10
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,manual,OSPA1_6,20,8,3,5,0.25,0.55,11;2;2;1;1;1;1;1,97,40,155,1140
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,manual,Hausdorff_6,20,14,4,10,0.5,0.2,4;2;2;2;1;1;1;1;1;1;1;1;1;1,17,8,20,1140
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,manual,Hausdorff_9,20,12,5,7,0.35,0.2,4;3;2;2;2;1;1;1;1;1;1;1,39,27,68,1140
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,manual,Hausdorff_12,20,9,4,5,0.25,0.45,9;2;2;2;1;1;1;1;1,55,16,93,1140
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,manual,OSPA1_6_AND_H9,20,12,5,7,0.35,0.2,4;3;2;2;2;1;1;1;1;1;1;1,39,27,68,1140
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,S9hNv5qa7GM,manual,OSPA1_6,1,1,0,1,1.0,1.0,1,0,0,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,S9hNv5qa7GM,manual,Hausdorff_6,1,1,0,1,1.0,1.0,1,0,0,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,S9hNv5qa7GM,manual,Hausdorff_9,1,1,0,1,1.0,1.0,1,0,0,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,S9hNv5qa7GM,manual,Hausdorff_12,1,1,0,1,1.0,1.0,1,0,0,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,S9hNv5qa7GM,manual,OSPA1_6_AND_H9,1,1,0,1,1.0,1.0,1,0,0,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,S9hNv5qa7GM,manual,OSPA1_6,2,2,0,2,1.0,0.5,1;1,0,0,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,S9hNv5qa7GM,manual,Hausdorff_6,2,2,0,2,1.0,0.5,1;1,0,0,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,S9hNv5qa7GM,manual,Hausdorff_9,2,2,0,2,1.0,0.5,1;1,0,0,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,S9hNv5qa7GM,manual,Hausdorff_12,2,2,0,2,1.0,0.5,1;1,0,0,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,S9hNv5qa7GM,manual,OSPA1_6_AND_H9,2,2,0,2,1.0,0.5,1;1,0,0,0,0
S9hNv5qa7GM-07,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,S9hNv5qa7GM,manual,OSPA1_6,4,3,1,2,0.5,0.5,2;1;1,1,0,0,4
S9hNv5qa7GM-07,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,S9hNv5qa7GM,manual,Hausdorff_6,4,3,1,2,0.5,0.5,2;1;1,1,0,0,4
S9hNv5qa7GM-07,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,S9hNv5qa7GM,manual,Hausdorff_9,4,3,1,2,0.5,0.5,2;1;1,1,0,0,4
S9hNv5qa7GM-07,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,S9hNv5qa7GM,manual,Hausdorff_12,4,3,1,2,0.5,0.5,2;1;1,1,0,0,4
S9hNv5qa7GM-07,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,S9hNv5qa7GM,manual,OSPA1_6_AND_H9,4,3,1,2,0.5,0.5,2;1;1,1,0,0,4
S9hNv5qa7GM-09,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM,manual,OSPA1_6,1,1,0,1,1.0,1.0,1,0,0,0,0
S9hNv5qa7GM-09,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM,manual,Hausdorff_6,1,1,0,1,1.0,1.0,1,0,0,0,0
S9hNv5qa7GM-09,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM,manual,Hausdorff_9,1,1,0,1,1.0,1.0,1,0,0,0,0
S9hNv5qa7GM-09,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM,manual,Hausdorff_12,1,1,0,1,1.0,1.0,1,0,0,0,0
S9hNv5qa7GM-09,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM,manual,OSPA1_6_AND_H9,1,1,0,1,1.0,1.0,1,0,0,0,0
S9hNv5qa7GM-12,S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,S9hNv5qa7GM,manual,OSPA1_6,2,1,1,0,0.0,1.0,2,1,0,0,0
S9hNv5qa7GM-12,S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,S9hNv5qa7GM,manual,Hausdorff_6,2,1,1,0,0.0,1.0,2,1,0,0,0
S9hNv5qa7GM-12,S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,S9hNv5qa7GM,manual,Hausdorff_9,2,1,1,0,0.0,1.0,2,1,0,0,0
S9hNv5qa7GM-12,S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,S9hNv5qa7GM,manual,Hausdorff_12,2,1,1,0,0.0,1.0,2,1,0,0,0
S9hNv5qa7GM-12,S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,S9hNv5qa7GM,manual,OSPA1_6_AND_H9,2,1,1,0,0.0,1.0,2,1,0,0,0
S9hNv5qa7GM-15,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,OSPA1_6,20,1,1,0,0.0,1.0,20,190,0,0,1140
S9hNv5qa7GM-15,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,Hausdorff_6,20,1,1,0,0.0,1.0,20,190,0,0,1140
S9hNv5qa7GM-15,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,Hausdorff_9,20,1,1,0,0.0,1.0,20,190,0,0,1140
S9hNv5qa7GM-15,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,Hausdorff_12,20,1,1,0,0.0,1.0,20,190,0,0,1140
S9hNv5qa7GM-15,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,OSPA1_6_AND_H9,20,1,1,0,0.0,1.0,20,190,0,0,1140
S9hNv5qa7GM-18,S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,S9hNv5qa7GM,manual,OSPA1_6,2,1,1,0,0.0,1.0,2,1,0,0,0
S9hNv5qa7GM-18,S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,S9hNv5qa7GM,manual,Hausdorff_6,2,2,0,2,1.0,0.5,1;1,0,0,0,0
S9hNv5qa7GM-18,S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,S9hNv5qa7GM,manual,Hausdorff_9,2,2,0,2,1.0,0.5,1;1,0,0,0,0
S9hNv5qa7GM-18,S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,S9hNv5qa7GM,manual,Hausdorff_12,2,1,1,0,0.0,1.0,2,1,0,0,0
S9hNv5qa7GM-18,S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,S9hNv5qa7GM,manual,OSPA1_6_AND_H9,2,2,0,2,1.0,0.5,1;1,0,0,0,0
S9hNv5qa7GM-20,S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2,S9hNv5qa7GM,manual,OSPA1_6,1,1,0,1,1.0,1.0,1,0,0,0,0
S9hNv5qa7GM-20,S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2,S9hNv5qa7GM,manual,Hausdorff_6,1,1,0,1,1.0,1.0,1,0,0,0,0
S9hNv5qa7GM-20,S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2,S9hNv5qa7GM,manual,Hausdorff_9,1,1,0,1,1.0,1.0,1,0,0,0,0
S9hNv5qa7GM-20,S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2,S9hNv5qa7GM,manual,Hausdorff_12,1,1,0,1,1.0,1.0,1,0,0,0,0
S9hNv5qa7GM-20,S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2,S9hNv5qa7GM,manual,OSPA1_6_AND_H9,1,1,0,1,1.0,1.0,1,0,0,0,0
S9hNv5qa7GM-21,S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,S9hNv5qa7GM,manual,OSPA1_6,3,1,1,0,0.0,1.0,3,3,0,0,1
S9hNv5qa7GM-21,S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,S9hNv5qa7GM,manual,Hausdorff_6,3,2,1,1,0.3333333333333333,0.6666666666666666,2;1,2,1,1,1
S9hNv5qa7GM-21,S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,S9hNv5qa7GM,manual,Hausdorff_9,3,1,1,0,0.0,1.0,3,3,0,0,1
S9hNv5qa7GM-21,S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,S9hNv5qa7GM,manual,Hausdorff_12,3,1,1,0,0.0,1.0,3,3,0,0,1
S9hNv5qa7GM-21,S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,S9hNv5qa7GM,manual,OSPA1_6_AND_H9,3,1,1,0,0.0,1.0,3,3,0,0,1
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,manual,OSPA1_6,4,4,0,4,1.0,0.25,1;1;1;1,0,0,0,4
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,manual,Hausdorff_6,4,4,0,4,1.0,0.25,1;1;1;1,0,0,0,4
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,manual,Hausdorff_9,4,4,0,4,1.0,0.25,1;1;1;1,0,0,0,4
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,manual,Hausdorff_12,4,4,0,4,1.0,0.25,1;1;1;1,0,0,0,4
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,manual,OSPA1_6_AND_H9,4,4,0,4,1.0,0.25,1;1;1;1,0,0,0,4
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,semi,OSPA1_6,4,2,1,1,0.25,0.75,3;1,3,0,0,4
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,semi,Hausdorff_6,4,3,1,2,0.5,0.5,2;1;1,1,0,0,4
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,semi,Hausdorff_9,4,3,1,2,0.5,0.5,2;1;1,1,0,0,4
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,semi,Hausdorff_12,4,2,1,1,0.25,0.75,3;1,3,0,0,4
UwV83HsGsw3-01,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,semi,OSPA1_6_AND_H9,4,3,1,2,0.5,0.5,2;1;1,1,0,0,4
UwV83HsGsw3-03,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3,manual,OSPA1_6,5,2,1,1,0.2,0.8,4;1,6,0,0,10
UwV83HsGsw3-03,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3,manual,Hausdorff_6,5,3,1,2,0.4,0.6,3;1;1,3,0,0,10
UwV83HsGsw3-03,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3,manual,Hausdorff_9,5,2,1,1,0.2,0.8,4;1,6,0,0,10
UwV83HsGsw3-03,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3,manual,Hausdorff_12,5,2,1,1,0.2,0.8,4;1,6,0,0,10
UwV83HsGsw3-03,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3,manual,OSPA1_6_AND_H9,5,2,1,1,0.2,0.8,4;1,6,0,0,10
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,oos,OSPA1_6,24,17,5,12,0.5,0.125,3;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1,10,1,1,2024
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,oos,Hausdorff_6,24,18,5,13,0.5416666666666666,0.125,3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1,7,0,0,2024
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,oos,Hausdorff_9,24,17,5,12,0.5,0.125,3;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1,9,0,0,2024
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,oos,Hausdorff_12,24,15,6,9,0.375,0.125,3;3;3;2;2;2;1;1;1;1;1;1;1;1;1,12,0,0,2024
UwV83HsGsw3-06,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,oos,OSPA1_6_AND_H9,24,17,5,12,0.5,0.125,3;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1,9,0,0,2024
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3,oos,OSPA1_6,24,14,5,9,0.375,0.20833333333333334,5;3;3;2;2;1;1;1;1;1;1;1;1;1,19,1,1,2024
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3,oos,Hausdorff_6,24,17,3,14,0.5833333333333334,0.20833333333333334,5;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1,14,0,0,2024
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3,oos,Hausdorff_9,24,16,4,12,0.5,0.20833333333333334,5;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1,15,0,0,2024
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3,oos,Hausdorff_12,24,13,6,7,0.2916666666666667,0.20833333333333334,5;3;3;2;2;2;1;1;1;1;1;1;1,20,1,3,2024
UwV83HsGsw3-08,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3,oos,OSPA1_6_AND_H9,24,16,4,12,0.5,0.20833333333333334,5;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1,15,0,0,2024
UwV83HsGsw3-09,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,OSPA1_6,24,8,5,3,0.125,0.3333333333333333,8;4;3;3;3;1;1;1,43,0,0,2024
UwV83HsGsw3-09,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,Hausdorff_6,24,11,5,6,0.25,0.3333333333333333,8;4;2;2;2;1;1;1;1;1;1,37,0,0,2024
UwV83HsGsw3-09,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,Hausdorff_9,24,10,5,5,0.20833333333333334,0.3333333333333333,8;4;3;2;2;1;1;1;1;1,40,1,1,2024
UwV83HsGsw3-09,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,Hausdorff_12,24,9,5,4,0.16666666666666666,0.3333333333333333,8;4;3;3;2;1;1;1;1,41,0,0,2024
UwV83HsGsw3-09,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,OSPA1_6_AND_H9,24,10,5,5,0.20833333333333334,0.3333333333333333,8;4;3;2;2;1;1;1;1;1,40,1,1,2024
UwV83HsGsw3-10,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,OSPA1_6,24,8,4,4,0.16666666666666666,0.4583333333333333,11;4;3;2;1;1;1;1,93,28,80,2024
UwV83HsGsw3-10,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,Hausdorff_6,24,13,4,9,0.375,0.3333333333333333,8;3;2;2;1;1;1;1;1;1;1;1;1,34,1,7,2024
UwV83HsGsw3-10,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,Hausdorff_9,24,11,4,7,0.2916666666666667,0.375,9;3;3;2;1;1;1;1;1;1;1,59,16,72,2024
UwV83HsGsw3-10,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,Hausdorff_12,24,9,4,5,0.20833333333333334,0.4583333333333333,11;3;3;2;1;1;1;1;1,83,21,114,2024
UwV83HsGsw3-10,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,OSPA1_6_AND_H9,24,11,4,7,0.2916666666666667,0.375,9;3;3;2;1;1;1;1;1;1;1,59,16,72,2024
UwV83HsGsw3-12,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,manual,OSPA1_6,6,3,3,0,0.0,0.3333333333333333,2;2;2,5,2,2,20
UwV83HsGsw3-12,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,manual,Hausdorff_6,6,4,2,2,0.3333333333333333,0.3333333333333333,2;2;1;1,2,0,0,20
UwV83HsGsw3-12,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,manual,Hausdorff_9,6,4,2,2,0.3333333333333333,0.3333333333333333,2;2;1;1,2,0,0,20
UwV83HsGsw3-12,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,manual,Hausdorff_12,6,4,2,2,0.3333333333333333,0.3333333333333333,2;2;1;1,2,0,0,20
UwV83HsGsw3-12,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,manual,OSPA1_6_AND_H9,6,4,2,2,0.3333333333333333,0.3333333333333333,2;2;1;1,2,0,0,20
UwV83HsGsw3-12,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,semi,OSPA1_6,4,3,1,2,0.5,0.5,2;1;1,1,0,0,4
UwV83HsGsw3-12,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,semi,Hausdorff_6,4,3,1,2,0.5,0.5,2;1;1,1,0,0,4
UwV83HsGsw3-12,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,semi,Hausdorff_9,4,3,1,2,0.5,0.5,2;1;1,1,0,0,4
UwV83HsGsw3-12,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,semi,Hausdorff_12,4,3,1,2,0.5,0.5,2;1;1,1,0,0,4
UwV83HsGsw3-12,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,semi,OSPA1_6_AND_H9,4,3,1,2,0.5,0.5,2;1;1,1,0,0,4
UwV83HsGsw3-16,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3,manual,OSPA1_6,5,5,0,5,1.0,0.2,1;1;1;1;1,0,0,0,10
UwV83HsGsw3-16,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3,manual,Hausdorff_6,5,5,0,5,1.0,0.2,1;1;1;1;1,0,0,0,10
UwV83HsGsw3-16,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3,manual,Hausdorff_9,5,5,0,5,1.0,0.2,1;1;1;1;1,0,0,0,10
UwV83HsGsw3-16,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3,manual,Hausdorff_12,5,4,1,3,0.6,0.4,2;1;1;1,1,0,0,10
UwV83HsGsw3-16,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3,manual,OSPA1_6_AND_H9,5,5,0,5,1.0,0.2,1;1;1;1;1,0,0,0,10
UwV83HsGsw3-17,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,OSPA1_6,23,3,1,2,0.08695652173913043,0.9130434782608695,21;1;1,210,0,0,1771
UwV83HsGsw3-17,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,Hausdorff_6,23,5,2,3,0.13043478260869565,0.6086956521739131,14;6;1;1;1,175,69,220,1771
UwV83HsGsw3-17,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,Hausdorff_9,23,4,1,3,0.13043478260869565,0.8695652173913043,20;1;1;1,192,2,36,1771
UwV83HsGsw3-17,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,Hausdorff_12,23,4,1,3,0.13043478260869565,0.8695652173913043,20;1;1;1,205,15,75,1771
UwV83HsGsw3-17,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,OSPA1_6_AND_H9,23,4,1,3,0.13043478260869565,0.8695652173913043,20;1;1;1,192,2,36,1771
UwV83HsGsw3-22,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3,manual,OSPA1_6,5,2,2,0,0.0,0.6,3;2,4,0,0,10
UwV83HsGsw3-22,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3,manual,Hausdorff_6,5,3,2,1,0.2,0.4,2;2;1,2,0,0,10
UwV83HsGsw3-22,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3,manual,Hausdorff_9,5,3,2,1,0.2,0.4,2;2;1,2,0,0,10
