threshold,k,base_task_id,replicate_count,unimodal_rate,dominant_with_dissent_rate,supported_multimodal_rate,not_evaluable_rate,full_status,full_cluster_sizes,full_largest_support,full_second_support
0.95,22,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,1,0.0,0.0,1.0,0.0,supported_multimodal,14;7;1,14.0,7.0
0.95,22,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,1,0.0,0.0,1.0,0.0,supported_multimodal,15;3;1;1;1;1,15.0,3.0
0.95,22,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,1,0.0,0.0,0.0,1.0,not_evaluable,,,
0.98,5,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,100,0.54,0.37,0.0,0.09,,,,
0.98,5,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,100,0.49,0.37,0.02,0.12,,,,
0.98,5,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,100,0.61,0.24,0.0,0.15,,,,
0.98,5,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,100,0.64,0.19,0.0,0.17,,,,
0.98,5,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,100,0.0,0.35,0.0,0.65,,,,
0.98,5,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,100,0.03,0.5,0.47,0.0,,,,
0.98,5,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,100,0.0,0.59,0.08,0.33,,,,
0.98,5,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,100,0.0,0.57,0.07,0.36,,,,
0.98,5,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,100,0.0,0.53,0.04,0.43,,,,
0.98,5,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,100,0.01,0.46,0.14,0.39,,,,
0.98,5,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,100,0.06,0.71,0.05,0.18,,,,
0.98,5,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,100,0.0,0.56,0.07,0.37,,,,
0.98,8,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,100,0.34,0.58,0.0,0.08,,,,
0.98,8,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,100,0.25,0.43,0.09,0.23,,,,
0.98,8,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,100,0.4,0.49,0.0,0.11,,,,
0.98,8,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,100,0.3,0.34,0.0,0.36,,,,
0.98,8,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,100,0.0,0.66,0.0,0.34,,,,
0.98,8,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,100,0.0,0.12,0.88,0.0,,,,
0.98,8,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,100,0.0,0.29,0.69,0.02,,,,
0.98,8,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,100,0.0,0.47,0.38,0.15,,,,
0.98,8,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,100,0.0,0.36,0.48,0.16,,,,
0.98,8,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,100,0.0,0.14,0.4,0.46,,,,
0.98,8,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,100,0.0,0.6,0.11,0.29,,,,
0.98,8,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,100,0.0,0.41,0.31,0.28,,,,
0.98,12,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,100,0.09,0.6,0.0,0.31,,,,
0.98,12,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,100,0.06,0.25,0.21,0.48,,,,
0.98,12,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,100,0.17,0.52,0.0,0.31,,,,
0.98,12,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,100,0.1,0.41,0.0,0.49,,,,
0.98,12,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,100,0.0,0.9,0.0,0.1,,,,
0.98,12,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,100,0.0,0.0,1.0,0.0,,,,
0.98,12,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,100,0.0,0.0,1.0,0.0,,,,
0.98,12,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,100,0.0,0.07,0.65,0.28,,,,
0.98,12,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,100,0.0,0.01,0.62,0.37,,,,
0.98,12,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,100,0.0,0.02,0.35,0.63,,,,
0.98,12,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,100,0.0,0.44,0.13,0.43,,,,
0.98,12,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,100,0.0,0.16,0.53,0.31,,,,
0.98,16,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,100,0.01,0.7,0.0,0.29,,,,
0.98,16,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,100,0.01,0.16,0.21,0.62,,,,
0.98,16,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,100,0.0,0.52,0.0,0.48,,,,
0.98,16,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,100,0.01,0.55,0.0,0.44,,,,
0.98,16,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,100,0.0,1.0,0.0,0.0,,,,
0.98,16,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,100,0.0,0.0,1.0,0.0,,,,
0.98,16,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,100,0.0,0.0,1.0,0.0,,,,
0.98,16,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,100,0.0,0.0,0.59,0.41,,,,
0.98,16,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,100,0.0,0.0,0.27,0.73,,,,
0.98,16,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,100,0.0,0.0,0.29,0.71,,,,
0.98,16,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,100,0.0,0.31,0.25,0.44,,,,
0.98,16,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,100,0.0,0.0,0.69,0.31,,,,
0.98,20,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,100,0.0,0.85,0.0,0.15,,,,
0.98,20,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,100,0.0,0.02,0.09,0.89,,,,
0.98,20,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,100,0.0,0.14,0.0,0.86,,,,
0.98,20,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,100,0.0,0.76,0.0,0.24,,,,
0.98,20,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,100,0.0,1.0,0.0,0.0,,,,
0.98,20,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,100,0.0,0.0,1.0,0.0,,,,
0.98,20,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,100,0.0,0.0,1.0,0.0,,,,
0.98,20,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,100,0.0,0.0,0.2,0.8,,,,
0.98,20,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,100,0.0,0.0,0.01,0.99,,,,
0.98,20,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,100,0.0,0.0,0.01,0.99,,,,
0.98,20,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,100,0.0,0.17,0.46,0.37,,,,
0.98,20,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,100,0.0,0.0,0.81,0.19,,,,
0.98,22,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,1,0.0,1.0,0.0,0.0,dominant_with_dissent,19;1;1;1,19.0,1.0
0.98,22,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,1,0.0,0.0,0.0,1.0,not_evaluable,,,
0.98,22,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,1,0.0,0.0,0.0,1.0,not_evaluable,,,
0.98,22,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,1,0.0,1.0,0.0,0.0,dominant_with_dissent,19;1;1;1,19.0,1.0
0.98,22,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,1,0.0,1.0,0.0,0.0,dominant_with_dissent,5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,5.0,1.0
0.98,22,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,1,0.0,0.0,1.0,0.0,supported_multimodal,11;8;2;1,11.0,8.0
0.98,22,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,1,0.0,0.0,1.0,0.0,supported_multimodal,5;4;3;3;2;2;1;1;1,5.0,4.0
0.98,22,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,1,0.0,0.0,0.0,1.0,not_evaluable,,,
0.98,22,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,1,0.0,0.0,0.0,1.0,not_evaluable,,,
0.98,22,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,1,0.0,0.0,0.0,1.0,not_evaluable,,,
0.98,22,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,1,0.0,0.0,1.0,0.0,supported_multimodal,13;2;1;1;1;1;1;1;1,13.0,2.0
0.98,22,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,1,0.0,0.0,1.0,0.0,supported_multimodal,8;3;2;2;1;1;1;1;1;1;1,8.0,3.0
