selector,condition,target,heldout_building,algorithm,feature,inner_MAE,pca,parameter,inner_images,dimensions,candidate_count
current_hohonet,manual,scope_p_oos_geometry,B6ByNegPMKs,ridge,C_hohonet_refined_global,0.0541795110652,32,100,178,2048,11
current_hohonet,manual,scope_p_oos_geometry,S9hNv5qa7GM,knn,C_hohonet_shared_global,0.0443297150187,32,3,177,512,11
current_hohonet,manual,scope_p_oos_geometry,S9hNv5qa7GM,ridge,C_hohonet_compressed_global,0.054339637223,32,100,177,2048,11
current_hohonet,manual,scope_p_oos_geometry,UwV83HsGsw3,knn,C_hohonet_refined_global,0.0403394172826,32,1,179,2048,11
current_hohonet,manual,scope_p_oos_geometry,UwV83HsGsw3,ridge,C_hohonet_compressed_global,0.0520545703972,32,100,179,2048,11
current_hohonet,manual,scope_p_oos_geometry,VFuaQ6m2Qom,knn,C_hohonet_refined_global,0.0445353559484,32,1,182,2048,11
current_hohonet,manual,scope_p_oos_geometry,VFuaQ6m2Qom,ridge,C_hohonet_encoder_stage4_global,0.0547404380377,16,100,182,1024,11
current_hohonet,manual,scope_p_oos_geometry,VLzqgDo317F,knn,C_hohonet_refined_global,0.0432703866961,32,1,186,2048,11
current_hohonet,manual,scope_p_oos_geometry,VLzqgDo317F,ridge,C_hohonet_compressed_global,0.0539785532355,32,100,186,2048,11
current_hohonet,manual,scope_p_oos_geometry,X7HyMhZNoso,knn,C_hohonet_encoder_stage4_global,0.0446335741291,32,3,184,1024,11
current_hohonet,manual,scope_p_oos_geometry,X7HyMhZNoso,ridge,C_hohonet_compressed_global,0.0546171453555,32,100,184,2048,11
current_hohonet,manual,scope_p_oos_geometry,Z6MFQCViBuw,knn,C_hohonet_encoder_stage4_global,0.0446184775107,32,3,184,1024,11
current_hohonet,manual,scope_p_oos_geometry,Z6MFQCViBuw,ridge,C_hohonet_compressed_global,0.0546274873033,32,100,184,2048,11
current_hohonet,manual,scope_p_oos_geometry,b8cTxDM8gDG,knn,C_hohonet_refined_global,0.0437407169862,32,1,184,2048,11
current_hohonet,manual,scope_p_oos_geometry,b8cTxDM8gDG,ridge,C_hohonet_compressed_global,0.0542855562609,32,100,184,2048,11
current_hohonet,manual,scope_p_oos_geometry,e9zR4mvMWw7,knn,C_hohonet_encoder_stage4_global,0.0422580864135,32,3,183,1024,11
current_hohonet,manual,scope_p_oos_geometry,e9zR4mvMWw7,ridge,C_hohonet_compressed_global,0.0538817236535,32,100,183,2048,11
current_hohonet,manual,scope_p_oos_geometry,jh4fc5c5qoQ,knn,C_hohonet_refined_global,0.037876984127,32,1,180,2048,11
current_hohonet,manual,scope_p_oos_geometry,jh4fc5c5qoQ,ridge,C_hohonet_encoder_stage4_global,0.0510401424899,32,100,180,1024,11
current_hohonet,manual,scope_p_oos_geometry,jtcxE69GiFV,knn,C_hohonet_encoder_stage4_global,0.0458168367779,32,3,171,1024,11
current_hohonet,manual,scope_p_oos_geometry,jtcxE69GiFV,ridge,C_hohonet_compressed_global,0.0568613290612,32,100,171,2048,11
current_hohonet,manual,scope_p_oos_geometry,pRbA3pwrgk9,knn,C_hohonet_encoder_stage4_global,0.0439331200201,32,3,176,1024,11
current_hohonet,manual,scope_p_oos_geometry,pRbA3pwrgk9,ridge,C_hohonet_compressed_global,0.054828402379,32,100,176,2048,11
current_hohonet,manual,scope_p_oos_geometry,pa4otMbVnkk,knn,C_hohonet_encoder_stage4_global,0.0454958160801,32,3,176,1024,11
current_hohonet,manual,scope_p_oos_geometry,pa4otMbVnkk,ridge,C_hohonet_encoder_stage4_global,0.0552482659163,32,100,176,1024,11
current_hohonet,manual,scope_p_oos_geometry,q9vSo1VnCiC,knn,C_hohonet_refined_global,0.0398263502435,32,1,173,2048,11
current_hohonet,manual,scope_p_oos_geometry,q9vSo1VnCiC,ridge,C_hohonet_refined_global,0.0486322038432,32,0.1,173,2048,11
current_hohonet,manual,scope_p_oos_geometry,rPc6DW4iMge,knn,C_hohonet_encoder_stage4_global,0.0431241809539,16,3,178,1024,11
current_hohonet,manual,scope_p_oos_geometry,rPc6DW4iMge,ridge,C_hohonet_refined_global,0.0547022265357,32,100,178,2048,11
current_hohonet,manual,scope_p_oos_geometry,uNb9QFRL6hY,knn,C_hohonet_refined_global,0.0451744402865,32,3,161,2048,11
current_hohonet,manual,scope_p_oos_geometry,uNb9QFRL6hY,ridge,C_hohonet_compressed_global,0.0541503785107,32,100,161,2048,11
current_hohonet,manual,scope_p_oos_geometry,wc2JMjhGNzB,knn,C_hohonet_encoder_stage4_global,0.045211529111,32,3,176,1024,11
current_hohonet,manual,scope_p_oos_geometry,wc2JMjhGNzB,ridge,C_hohonet_compressed_global,0.0564886814912,32,100,176,2048,11
current_hohonet,manual,scope_p_oos_geometry,x8F5xyUWy9e,knn,C_hohonet_encoder_stage4_global,0.0440492218112,32,3,183,1024,11
current_hohonet,manual,scope_p_oos_geometry,x8F5xyUWy9e,ridge,C_hohonet_compressed_global,0.0534715461851,32,100,183,2048,11
current_hohonet,manual,scope_p_oos_geometry,yqstnuAEVhm,knn,C_hohonet_encoder_stage4_global,0.0456424203258,32,5,173,1024,11
current_hohonet,manual,scope_p_oos_geometry,yqstnuAEVhm,ridge,C_hohonet_compressed_global,0.0549512756751,32,100,173,2048,11
current_hohonet,manual,scope_p_oos_geometry,zsNo4HB9uLZ,knn,C_hohonet_refined_global,0.0447287899066,32,1,181,2048,11
current_hohonet,manual,scope_p_oos_geometry,zsNo4HB9uLZ,ridge,C_hohonet_compressed_global,0.0538103715284,32,10,181,2048,11
current_hohonet,manual,scope_p_oos_insufficient,2t7WUuJeko7,knn,C_hohonet_encoder_stage2_local16,0.0187440926276,32,1,184,4096,11
current_hohonet,manual,scope_p_oos_insufficient,2t7WUuJeko7,ridge,C_hohonet_legacy_single_phase,0.0348802465484,16,100,184,256,11
current_hohonet,manual,scope_p_oos_insufficient,7y3sRwLe3Va,knn,C_hohonet_encoder_stage2_local16,0.018252320469,32,1,178,4096,11
current_hohonet,manual,scope_p_oos_insufficient,7y3sRwLe3Va,ridge,C_hohonet_legacy_single_phase,0.0342504826302,16,100,178,256,11
current_hohonet,manual,scope_p_oos_insufficient,B6ByNegPMKs,knn,C_hohonet_encoder_stage2_local16,0.0196099983716,32,1,178,4096,11
current_hohonet,manual,scope_p_oos_insufficient,B6ByNegPMKs,ridge,C_hohonet_legacy_single_phase,0.035756485167,32,100,178,256,11
current_hohonet,manual,scope_p_oos_insufficient,S9hNv5qa7GM,knn,C_hohonet_encoder_stage2_local16,0.0194853844264,32,1,177,4096,11
current_hohonet,manual,scope_p_oos_insufficient,S9hNv5qa7GM,ridge,C_hohonet_legacy_single_phase,0.0361841896149,16,100,177,256,11
current_hohonet,manual,scope_p_oos_insufficient,UwV83HsGsw3,knn,C_hohonet_encoder_stage2_local16,0.0179175775241,32,1,179,4096,11
current_hohonet,manual,scope_p_oos_insufficient,UwV83HsGsw3,ridge,C_hohonet_legacy_single_phase,0.0345271544601,16,100,179,256,11
current_hohonet,manual,scope_p_oos_insufficient,VFuaQ6m2Qom,knn,C_hohonet_encoder_stage2_local16,0.0189500716675,32,1,182,4096,11
current_hohonet,manual,scope_p_oos_insufficient,VFuaQ6m2Qom,ridge,C_hohonet_legacy_single_phase,0.0350594769028,16,100,182,256,11
current_hohonet,manual,scope_p_oos_insufficient,VLzqgDo317F,knn,C_hohonet_encoder_stage2_local16,0.0185425432445,32,1,186,4096,11
current_hohonet,manual,scope_p_oos_insufficient,VLzqgDo317F,ridge,C_hohonet_legacy_single_phase,0.0347124653261,16,100,186,256,11
current_hohonet,manual,scope_p_oos_insufficient,X7HyMhZNoso,knn,C_hohonet_encoder_stage2_local16,0.0187440926276,32,1,184,4096,11
current_hohonet,manual,scope_p_oos_insufficient,X7HyMhZNoso,ridge,C_hohonet_legacy_single_phase,0.0350176656819,16,100,184,256,11
current_hohonet,manual,scope_p_oos_insufficient,Z6MFQCViBuw,knn,C_hohonet_encoder_stage2_local16,0.0187440926276,32,1,184,4096,11
current_hohonet,manual,scope_p_oos_insufficient,Z6MFQCViBuw,ridge,C_hohonet_legacy_single_phase,0.0349141709958,16,100,184,256,11
current_hohonet,manual,scope_p_oos_insufficient,b8cTxDM8gDG,knn,C_hohonet_encoder_stage2_local16,0.0185176433522,32,1,184,4096,11
current_hohonet,manual,scope_p_oos_insufficient,b8cTxDM8gDG,ridge,C_hohonet_legacy_single_phase,0.0348186557681,16,100,184,256,11
current_hohonet,manual,scope_p_oos_insufficient,e9zR4mvMWw7,knn,C_hohonet_encoder_stage2_local16,0.0188465193633,32,1,183,4096,11
current_hohonet,manual,scope_p_oos_insufficient,e9zR4mvMWw7,ridge,C_hohonet_legacy_single_phase,0.0353576506677,16,100,183,256,11
current_hohonet,manual,scope_p_oos_insufficient,jh4fc5c5qoQ,knn,C_hohonet_encoder_stage2_local16,0.0191606280193,32,1,180,4096,11
current_hohonet,manual,scope_p_oos_insufficient,jh4fc5c5qoQ,ridge,C_hohonet_legacy_single_phase,0.0359818059814,16,100,180,256,11
current_hohonet,manual,scope_p_oos_insufficient,jtcxE69GiFV,knn,C_hohonet_encoder_stage2_local16,0.0128591406051,32,1,171,4096,11
current_hohonet,manual,scope_p_oos_insufficient,jtcxE69GiFV,ridge,C_hohonet_legacy_single_phase,0.023421798588,32,100,171,256,11
current_hohonet,manual,scope_p_oos_insufficient,pRbA3pwrgk9,knn,C_hohonet_encoder_stage2_local16,0.0193120059289,32,1,176,4096,11
current_hohonet,manual,scope_p_oos_insufficient,pRbA3pwrgk9,ridge,C_hohonet_legacy_single_phase,0.0358605117877,16,100,176,256,11
current_hohonet,manual,scope_p_oos_insufficient,pa4otMbVnkk,knn,C_hohonet_encoder_stage2_local16,0.0139142786561,32,1,176,4096,11
current_hohonet,manual,scope_p_oos_insufficient,pa4otMbVnkk,ridge,C_hohonet_legacy_single_phase,0.0261517087701,16,100,176,256,11
current_hohonet,manual,scope_p_oos_insufficient,q9vSo1VnCiC,knn,C_hohonet_encoder_stage2_local16,0.0192133701935,32,1,173,4096,11
current_hohonet,manual,scope_p_oos_insufficient,q9vSo1VnCiC,ridge,C_hohonet_legacy_single_phase,0.0363142502179,16,100,173,256,11
current_hohonet,manual,scope_p_oos_insufficient,rPc6DW4iMge,knn,C_hohonet_encoder_stage2_local16,0.0191418335776,32,1,178,4096,11
current_hohonet,manual,scope_p_oos_insufficient,rPc6DW4iMge,ridge,C_hohonet_legacy_single_phase,0.0362370196529,16,100,178,256,11
current_hohonet,manual,scope_p_oos_insufficient,uNb9QFRL6hY,knn,C_hohonet_encoder_stage2_local16,0.0219971794641,32,3,161,4096,11
current_hohonet,manual,scope_p_oos_insufficient,uNb9QFRL6hY,ridge,C_hohonet_legacy_single_phase,0.0389919323737,16,100,161,256,11
current_hohonet,manual,scope_p_oos_insufficient,wc2JMjhGNzB,knn,C_hohonet_encoder_stage2_local16,0.0184597332016,32,1,176,4096,11
current_hohonet,manual,scope_p_oos_insufficient,wc2JMjhGNzB,ridge,C_hohonet_legacy_single_phase,0.0356521724555,16,100,176,256,11
current_hohonet,manual,scope_p_oos_insufficient,x8F5xyUWy9e,knn,C_hohonet_encoder_stage2_local16,0.0188465193633,32,1,183,4096,11
current_hohonet,manual,scope_p_oos_insufficient,x8F5xyUWy9e,ridge,C_hohonet_legacy_single_phase,0.0352449110641,16,100,183,256,11
current_hohonet,manual,scope_p_oos_insufficient,yqstnuAEVhm,knn,C_hohonet_encoder_stage2_local16,0.0184594119125,32,1,173,4096,11
current_hohonet,manual,scope_p_oos_insufficient,yqstnuAEVhm,ridge,C_hohonet_legacy_single_phase,0.036753091855,16,100,173,256,11
current_hohonet,manual,scope_p_oos_insufficient,zsNo4HB9uLZ,knn,C_hohonet_encoder_stage2_local16,0.019054768196,32,1,181,4096,11
current_hohonet,manual,scope_p_oos_insufficient,zsNo4HB9uLZ,ridge,C_hohonet_legacy_single_phase,0.0350848030733,16,100,181,256,11
current_hohonet,manual,scope_p_oos_open_boundary,2t7WUuJeko7,knn,C_hohonet_encoder_stage4_global,0.134919134636,16,3,184,1024,11
current_hohonet,manual,scope_p_oos_open_boundary,2t7WUuJeko7,ridge,C_hohonet_compressed_global,0.139418523338,32,100,184,2048,11
current_hohonet,manual,scope_p_oos_open_boundary,7y3sRwLe3Va,knn,C_hohonet_refined_global,0.135638739619,16,5,178,2048,11
current_hohonet,manual,scope_p_oos_open_boundary,7y3sRwLe3Va,ridge,C_hohonet_compressed_global,0.139173034371,32,100,178,2048,11
current_hohonet,manual,scope_p_oos_open_boundary,B6ByNegPMKs,knn,C_hohonet_encoder_stage4_local16,0.134631981762,16,1,178,16384,11
current_hohonet,manual,scope_p_oos_open_boundary,B6ByNegPMKs,ridge,C_hohonet_legacy_single_phase,0.142261873565,16,100,178,256,11
current_hohonet,manual,scope_p_oos_open_boundary,S9hNv5qa7GM,knn,C_hohonet_encoder_stage4_global,0.136693141188,16,3,177,1024,11
current_hohonet,manual,scope_p_oos_open_boundary,S9hNv5qa7GM,ridge,C_hohonet_compressed_global,0.141905753994,32,100,177,2048,11
current_hohonet,manual,scope_p_oos_open_boundary,UwV83HsGsw3,knn,C_hohonet_encoder_stage4_local16,0.130052222492,16,1,179,16384,11
current_hohonet,manual,scope_p_oos_open_boundary,UwV83HsGsw3,ridge,C_hohonet_compressed_global,0.139011577379,32,100,179,2048,11
current_hohonet,manual,scope_p_oos_open_boundary,VFuaQ6m2Qom,knn,C_hohonet_encoder_stage4_global,0.134893295111,16,5,182,1024,11
current_hohonet,manual,scope_p_oos_open_boundary,VFuaQ6m2Qom,ridge,C_hohonet_legacy_single_phase,0.136590930468,16,100,182,256,11
current_hohonet,manual,scope_p_oos_open_boundary,VLzqgDo317F,knn,C_hohonet_refined_global,0.137487143525,32,5,186,2048,11
current_hohonet,manual,scope_p_oos_open_boundary,VLzqgDo317F,ridge,C_hohonet_legacy_single_phase,0.138267321137,16,100,186,256,11
current_hohonet,manual,scope_p_oos_open_boundary,X7HyMhZNoso,knn,C_hohonet_encoder_stage4_global,0.133805923125,16,3,184,1024,11
current_hohonet,manual,scope_p_oos_open_boundary,X7HyMhZNoso,ridge,C_hohonet_compressed_global,0.13699831639,32,100,184,2048,11
current_hohonet,manual,scope_p_oos_open_boundary,Z6MFQCViBuw,knn,C_hohonet_encoder_stage4_local16,0.133049779458,32,1,184,16384,11
current_hohonet,manual,scope_p_oos_open_boundary,Z6MFQCViBuw,ridge,C_hohonet_legacy_single_phase,0.138031939167,16,100,184,256,11
current_hohonet,manual,scope_p_oos_open_boundary,b8cTxDM8gDG,knn,C_hohonet_encoder_stage4_local16,0.134725504096,16,1,184,16384,11
current_hohonet,manual,scope_p_oos_open_boundary,b8cTxDM8gDG,ridge,C_hohonet_compressed_global,0.138600111002,32,100,184,2048,11
current_hohonet,manual,scope_p_oos_open_boundary,e9zR4mvMWw7,knn,C_hohonet_shared_global,0.138756896597,16,3,183,512,11
current_hohonet,manual,scope_p_oos_open_boundary,e9zR4mvMWw7,ridge,C_hohonet_compressed_global,0.139022847518,32,100,183,2048,11
current_hohonet,manual,scope_p_oos_open_boundary,jh4fc5c5qoQ,knn,C_hohonet_encoder_stage4_local16,0.122701288245,16,1,180,16384,11
current_hohonet,manual,scope_p_oos_open_boundary,jh4fc5c5qoQ,ridge,C_hohonet_encoder_stage4_global,0.12632574571,16,100,180,1024,11
current_hohonet,manual,scope_p_oos_open_boundary,jtcxE69GiFV,knn,C_hohonet_encoder_stage4_global,0.102904200921,32,3,171,1024,11
current_hohonet,manual,scope_p_oos_open_boundary,jtcxE69GiFV,ridge,C_hohonet_refined_global,0.107657053226,32,100,171,2048,11
current_hohonet,manual,scope_p_oos_open_boundary,pRbA3pwrgk9,knn,C_hohonet_encoder_stage4_local16,0.139029561924,16,1,176,16384,11
current_hohonet,manual,scope_p_oos_open_boundary,pRbA3pwrgk9,ridge,C_hohonet_legacy_single_phase,0.143095796378,16,100,176,256,11
current_hohonet,manual,scope_p_oos_open_boundary,pa4otMbVnkk,knn,C_hohonet_encoder_stage4_local16,0.121352108037,16,1,176,16384,11
current_hohonet,manual,scope_p_oos_open_boundary,pa4otMbVnkk,ridge,C_hohonet_encoder_stage4_global,0.121926956109,16,100,176,1024,11
current_hohonet,manual,scope_p_oos_open_boundary,q9vSo1VnCiC,knn,C_hohonet_compressed_global,0.13585071626,32,3,173,2048,11
current_hohonet,manual,scope_p_oos_open_boundary,q9vSo1VnCiC,ridge,C_hohonet_legacy_single_phase,0.140447242833,16,100,173,256,11
current_hohonet,manual,scope_p_oos_open_boundary,rPc6DW4iMge,knn,C_hohonet_encoder_stage4_local16,0.137263882104,32,1,178,16384,11
current_hohonet,manual,scope_p_oos_open_boundary,rPc6DW4iMge,ridge,C_hohonet_compressed_global,0.139376141042,32,100,178,2048,11
current_hohonet,manual,scope_p_oos_open_boundary,uNb9QFRL6hY,knn,C_hohonet_encoder_stage4_global,0.145793500765,32,5,161,1024,11
current_hohonet,manual,scope_p_oos_open_boundary,uNb9QFRL6hY,ridge,C_hohonet_legacy_single_phase,0.149845769574,16,100,161,256,11
current_hohonet,manual,scope_p_oos_open_boundary,wc2JMjhGNzB,knn,C_hohonet_shared_global,0.143186621651,32,3,176,512,11
current_hohonet,manual,scope_p_oos_open_boundary,wc2JMjhGNzB,ridge,C_hohonet_compressed_global,0.143519162747,32,100,176,2048,11
current_hohonet,manual,scope_p_oos_open_boundary,x8F5xyUWy9e,knn,C_hohonet_encoder_stage4_local16,0.130856497981,16,1,183,16384,11
current_hohonet,manual,scope_p_oos_open_boundary,x8F5xyUWy9e,ridge,C_hohonet_compressed_global,0.136235675337,32,100,183,2048,11
current_hohonet,manual,scope_p_oos_open_boundary,yqstnuAEVhm,knn,C_hohonet_compressed_global,0.137598224009,32,5,173,2048,11
current_hohonet,manual,scope_p_oos_open_boundary,yqstnuAEVhm,ridge,C_hohonet_legacy_single_phase,0.142402220429,16,100,173,256,11
current_hohonet,manual,scope_p_oos_open_boundary,zsNo4HB9uLZ,knn,C_hohonet_encoder_stage4_global,0.132238369765,16,3,181,1024,11
current_hohonet,manual,scope_p_oos_open_boundary,zsNo4HB9uLZ,ridge,C_hohonet_legacy_single_phase,0.136718460657,16,100,181,256,11
current_hohonet,manual,scope_p_oos_split_level,2t7WUuJeko7,knn,C_hohonet_encoder_stage4_global,0.0232888311279,32,1,184,1024,11
current_hohonet,manual,scope_p_oos_split_level,2t7WUuJeko7,ridge,C_hohonet_encoder_stage4_local16,0.0307132628028,16,100,184,16384,11
current_hohonet,manual,scope_p_oos_split_level,7y3sRwLe3Va,knn,C_hohonet_legacy_single_phase,0.0200679856701,32,1,178,256,11
current_hohonet,manual,scope_p_oos_split_level,7y3sRwLe3Va,ridge,C_hohonet_encoder_stage2_local16,0.028386235025,16,100,178,4096,11
current_hohonet,manual,scope_p_oos_split_level,B6ByNegPMKs,knn,C_hohonet_encoder_stage4_global,0.0217961244097,32,1,178,1024,11
current_hohonet,manual,scope_p_oos_split_level,B6ByNegPMKs,ridge,C_hohonet_refined_global,0.0305320089025,16,100,178,2048,11
current_hohonet,manual,scope_p_oos_split_level,S9hNv5qa7GM,knn,C_hohonet_encoder_stage4_global,0.0230799148448,32,1,177,1024,11
current_hohonet,manual,scope_p_oos_split_level,S9hNv5qa7GM,ridge,C_hohonet_encoder_stage4_local16,0.031964925567,16,100,177,16384,11
current_hohonet,manual,scope_p_oos_split_level,UwV83HsGsw3,knn,C_hohonet_encoder_stage4_global,0.0203910614525,32,1,179,1024,11
current_hohonet,manual,scope_p_oos_split_level,UwV83HsGsw3,ridge,C_hohonet_encoder_stage4_local16,0.0313050214905,16,100,179,16384,11
current_hohonet,manual,scope_p_oos_split_level,VFuaQ6m2Qom,knn,C_hohonet_legacy_single_phase,0.022648909062,32,1,182,256,11
current_hohonet,manual,scope_p_oos_split_level,VFuaQ6m2Qom,ridge,C_hohonet_encoder_stage4_local16,0.0308736478648,16,100,182,16384,11
current_hohonet,manual,scope_p_oos_split_level,VLzqgDo317F,knn,C_hohonet_encoder_stage4_global,0.0230384135889,32,1,186,1024,11
current_hohonet,manual,scope_p_oos_split_level,VLzqgDo317F,ridge,C_hohonet_encoder_stage4_local16,0.0304310248166,16,100,186,16384,11
current_hohonet,manual,scope_p_oos_split_level,X7HyMhZNoso,knn,C_hohonet_encoder_stage4_global,0.0222018746062,32,1,184,1024,11
current_hohonet,manual,scope_p_oos_split_level,X7HyMhZNoso,ridge,C_hohonet_encoder_stage4_local16,0.0306599561567,16,100,184,16384,11
current_hohonet,manual,scope_p_oos_split_level,Z6MFQCViBuw,knn,C_hohonet_encoder_stage4_global,0.0232888311279,32,1,184,1024,11
current_hohonet,manual,scope_p_oos_split_level,Z6MFQCViBuw,ridge,C_hohonet_encoder_stage4_local16,0.0306669545295,16,100,184,16384,11
current_hohonet,manual,scope_p_oos_split_level,b8cTxDM8gDG,knn,C_hohonet_refined_global,0.0219550777148,32,3,184,2048,11
current_hohonet,manual,scope_p_oos_split_level,b8cTxDM8gDG,ridge,C_hohonet_encoder_stage4_local16,0.0288692362046,16,100,184,16384,11
current_hohonet,manual,scope_p_oos_split_level,e9zR4mvMWw7,knn,C_hohonet_encoder_stage4_global,0.0171517383385,32,1,183,1024,11
current_hohonet,manual,scope_p_oos_split_level,e9zR4mvMWw7,ridge,C_hohonet_encoder_stage4_local16,0.0286384883273,16,100,183,16384,11
current_hohonet,manual,scope_p_oos_split_level,jh4fc5c5qoQ,knn,C_hohonet_encoder_stage4_global,0.0226952495974,32,1,180,1024,11
current_hohonet,manual,scope_p_oos_split_level,jh4fc5c5qoQ,ridge,C_hohonet_encoder_stage4_local16,0.0314923086235,16,100,180,16384,11
current_hohonet,manual,scope_p_oos_split_level,jtcxE69GiFV,knn,C_hohonet_encoder_stage4_global,0.0219404186796,32,1,171,1024,11
current_hohonet,manual,scope_p_oos_split_level,jtcxE69GiFV,ridge,C_hohonet_encoder_stage4_local16,0.0328229417008,16,100,171,16384,11
current_hohonet,manual,scope_p_oos_split_level,pRbA3pwrgk9,knn,C_hohonet_encoder_stage2_local16,0.0203639657444,16,1,176,4096,11
current_hohonet,manual,scope_p_oos_split_level,pRbA3pwrgk9,ridge,C_hohonet_encoder_stage2_local16,0.0275515321624,16,100,176,4096,11
current_hohonet,manual,scope_p_oos_split_level,pa4otMbVnkk,knn,C_hohonet_encoder_stage4_global,0.0242053689065,32,1,176,1024,11
current_hohonet,manual,scope_p_oos_split_level,pa4otMbVnkk,ridge,C_hohonet_encoder_stage4_local16,0.0320280716086,16,100,176,16384,11
current_hohonet,manual,scope_p_oos_split_level,q9vSo1VnCiC,knn,C_hohonet_encoder_stage2_local16,0.022141241518,16,1,173,4096,11
current_hohonet,manual,scope_p_oos_split_level,q9vSo1VnCiC,ridge,C_hohonet_encoder_stage4_local16,0.0319177066029,16,100,173,16384,11
current_hohonet,manual,scope_p_oos_split_level,rPc6DW4iMge,knn,C_hohonet_encoder_stage2_local16,0.0221950822342,16,1,178,4096,11
current_hohonet,manual,scope_p_oos_split_level,rPc6DW4iMge,ridge,C_hohonet_encoder_stage2_local16,0.0313390295313,16,100,178,4096,11
current_hohonet,manual,scope_p_oos_split_level,uNb9QFRL6hY,knn,C_hohonet_refined_global,0.0185817805383,32,1,161,2048,11
current_hohonet,manual,scope_p_oos_split_level,uNb9QFRL6hY,ridge,C_hohonet_encoder_stage4_local16,0.0263688351749,16,100,161,16384,11
current_hohonet,manual,scope_p_oos_split_level,wc2JMjhGNzB,knn,C_hohonet_refined_local16,0.0251022452789,16,3,176,32768,11
current_hohonet,manual,scope_p_oos_split_level,wc2JMjhGNzB,ridge,C_hohonet_encoder_stage4_local16,0.0316502944183,16,100,176,16384,11
current_hohonet,manual,scope_p_oos_split_level,x8F5xyUWy9e,knn,C_hohonet_refined_global,0.0217734484306,32,3,183,2048,11
current_hohonet,manual,scope_p_oos_split_level,x8F5xyUWy9e,ridge,C_hohonet_encoder_stage4_local16,0.0293327844481,16,100,183,16384,11
current_hohonet,manual,scope_p_oos_split_level,yqstnuAEVhm,knn,C_hohonet_encoder_stage2_local16,0.0208678897545,16,1,173,4096,11
current_hohonet,manual,scope_p_oos_split_level,yqstnuAEVhm,ridge,C_hohonet_encoder_stage4_local16,0.027130115127,16,100,173,16384,11
current_hohonet,manual,scope_p_oos_split_level,zsNo4HB9uLZ,knn,C_hohonet_encoder_stage2_local16,0.0226819601249,16,1,181,4096,11
current_hohonet,manual,scope_p_oos_split_level,zsNo4HB9uLZ,ridge,C_hohonet_encoder_stage4_local16,0.0310715637714,16,100,181,16384,11
current_hohonet,manual,within_topology_geometry_dispersion,2t7WUuJeko7,knn,C_hohonet_encoder_stage4_global,0.0512343052769,16,5,148,1024,11
current_hohonet,manual,within_topology_geometry_dispersion,2t7WUuJeko7,ridge,C_hohonet_refined_global,0.0502492001205,32,100,148,2048,11
current_hohonet,manual,within_topology_geometry_dispersion,7y3sRwLe3Va,knn,C_hohonet_encoder_stage4_global,0.0463532401206,32,5,141,1024,11
current_hohonet,manual,within_topology_geometry_dispersion,7y3sRwLe3Va,ridge,C_hohonet_refined_global,0.0443737276184,32,100,141,2048,11
current_hohonet,manual,within_topology_geometry_dispersion,B6ByNegPMKs,knn,C_hohonet_refined_local16,0.0458569234418,16,5,141,32768,11
current_hohonet,manual,within_topology_geometry_dispersion,B6ByNegPMKs,ridge,C_hohonet_shared_global,0.0452081536422,32,100,141,512,11
current_hohonet,manual,within_topology_geometry_dispersion,S9hNv5qa7GM,knn,C_hohonet_encoder_stage4_global,0.0512868195014,16,3,144,1024,11
current_hohonet,manual,within_topology_geometry_dispersion,S9hNv5qa7GM,ridge,C_hohonet_refined_global,0.049731803812,32,100,144,2048,11
current_hohonet,manual,within_topology_geometry_dispersion,UwV83HsGsw3,knn,C_hohonet_encoder_stage4_global,0.0511644334517,32,3,143,1024,11
current_hohonet,manual,within_topology_geometry_dispersion,UwV83HsGsw3,ridge,C_hohonet_refined_global,0.0520609440684,32,100,143,2048,11
current_hohonet,manual,within_topology_geometry_dispersion,VFuaQ6m2Qom,knn,C_hohonet_encoder_stage4_global,0.0502378730335,16,5,147,1024,11
current_hohonet,manual,within_topology_geometry_dispersion,VFuaQ6m2Qom,ridge,C_hohonet_refined_global,0.051322521922,32,100,147,2048,11
current_hohonet,manual,within_topology_geometry_dispersion,VLzqgDo317F,knn,C_hohonet_encoder_stage4_global,0.050144991781,32,5,149,1024,11
current_hohonet,manual,within_topology_geometry_dispersion,VLzqgDo317F,ridge,C_hohonet_refined_global,0.0502086336366,32,100,149,2048,11
current_hohonet,manual,within_topology_geometry_dispersion,X7HyMhZNoso,knn,C_hohonet_encoder_stage4_global,0.0515963596395,32,3,147,1024,11
current_hohonet,manual,within_topology_geometry_dispersion,X7HyMhZNoso,ridge,C_hohonet_compressed_global,0.0516439157073,16,100,147,2048,11
current_hohonet,manual,within_topology_geometry_dispersion,Z6MFQCViBuw,knn,C_hohonet_encoder_stage4_global,0.0507289900614,16,5,147,1024,11
current_hohonet,manual,within_topology_geometry_dispersion,Z6MFQCViBuw,ridge,C_hohonet_refined_global,0.0494250537251,32,100,147,2048,11
current_hohonet,manual,within_topology_geometry_dispersion,b8cTxDM8gDG,knn,C_hohonet_shared_global,0.0462646278381,32,5,147,512,11
current_hohonet,manual,within_topology_geometry_dispersion,b8cTxDM8gDG,ridge,C_hohonet_refined_global,0.0475096492928,32,100,147,2048,11
current_hohonet,manual,within_topology_geometry_dispersion,e9zR4mvMWw7,knn,C_hohonet_encoder_stage4_global,0.0501516098754,32,5,146,1024,11
