base_task_id,building_id,condition,partition_status,task_crowd_structure_status,cluster_count,largest_cluster_support,second_cluster_support,supported_cluster_count,singleton_cluster_count,largest_cluster_median_iou,best_cluster_rank,best_cluster_support,best_cluster_median_iou,crowd_gt_gap_best_minus_largest,crowd_gt_relationship,task_final_scope,geometry_reference_status,display_thresholds
wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,manual,unique,,5.0,1,1,0.0,5.0,0.5936427398895687,2.0,1.0,0.9056130853119684,0.31197034542239965,diffuse_all_singletons_no_supported_crowd_mode,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,wc2JMjhGNzB,manual,unique,dominant_with_dissent,4.0,2,1,1.0,3.0,0.9406187732439393,4.0,1.0,0.9490093007383958,0.008390527494456568,dominant_with_singleton_dissent_no_clear_gt_order,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,wc2JMjhGNzB,semi,unique,unimodal,1.0,4,0,1.0,0.0,0.9758816628785102,1.0,4.0,0.9758816628785102,0.0,unimodal_high_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,manual,unique,unimodal,1.0,5,0,1.0,0.0,0.9747584422619798,1.0,5.0,0.9747584422619798,0.0,unimodal_high_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,semi,unique,dominant_with_dissent,2.0,3,1,1.0,1.0,1.0,1.0,3.0,1.0,0.0,dominant_with_singleton_dissent_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,unique,supported_multimodal,7.0,5,4,6.0,1.0,0.704120542527352,5.0,2.0,0.97139730340746,0.267276760880108,supported_multimodal_multiple_gt_aligned_clusters,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,manual,unique,unimodal,1.0,5,0,1.0,0.0,0.9163897654748668,1.0,5.0,0.9163897654748668,0.0,unimodal_high_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,semi,unique,dominant_with_dissent,2.0,3,1,1.0,1.0,0.9225406807050068,2.0,1.0,1.0,0.07745931929499317,dominant_with_singleton_dissent_singleton_better_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,manual,unique,supported_multimodal,3.0,14,7,2.0,1.0,0.960928673841317,1.0,14.0,0.960928673841317,0.0,supported_multimodal_multiple_gt_aligned_clusters,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,manual,unique,dominant_with_dissent,3.0,3,1,1.0,2.0,0.9709950282253637,1.0,3.0,0.9709950282253637,0.0,dominant_with_singleton_dissent_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,semi,unique,unimodal,1.0,4,0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,unimodal_high_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,x8F5xyUWy9e,manual,unique,unimodal,1.0,5,0,1.0,0.0,0.9466076046882738,1.0,5.0,0.9466076046882738,0.0,unimodal_high_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e,manual,unique,supported_multimodal,2.0,3,2,2.0,0.0,0.9525457683811364,1.0,3.0,0.9525457683811364,0.0,supported_multimodal_multiple_gt_aligned_clusters,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,manual,unique,unimodal,1.0,5,0,1.0,0.0,0.8438671769299161,1.0,5.0,0.8438671769299161,0.0,unimodal_intermediate_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,semi,unique,dominant_with_dissent,2.0,3,1,1.0,1.0,0.9946113385950268,1.0,3.0,0.9946113385950268,0.0,dominant_with_singleton_dissent_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,manual,unique,supported_multimodal,6.0,15,3,2.0,4.0,0.9703983815971006,1.0,15.0,0.9703983815971006,0.0,supported_multimodal_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,yqstnuAEVhm,manual,unique,unimodal,1.0,5,0,1.0,0.0,0.950241617252949,1.0,5.0,0.950241617252949,0.0,unimodal_high_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,yqstnuAEVhm,manual,unique,supported_multimodal,2.0,3,2,2.0,0.0,0.8259252357882063,2.0,2.0,0.9431015202496758,0.11717628446146944,supported_multimodal_nonlargest_supported_cluster_better_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,yqstnuAEVhm,manual,unique,supported_multimodal,3.0,2,2,2.0,1.0,0.9271646266015818,3.0,1.0,0.9296247949928038,0.002460168391221984,supported_multimodal_multiple_gt_aligned_clusters,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,manual,unique,,5.0,1,1,0.0,5.0,0.9134234623295442,1.0,1.0,0.9134234623295442,0.0,diffuse_all_singletons_no_supported_crowd_mode,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,yqstnuAEVhm,manual,unique,supported_multimodal,2.0,3,2,2.0,0.0,0.8308755476028876,2.0,2.0,0.9481568994843914,0.11728135188150379,supported_multimodal_nonlargest_supported_cluster_better_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,not_evaluable,,,0,0,,,,,,,,partition_not_unique_or_not_evaluable,,,
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,yqstnuAEVhm,manual,unique,supported_multimodal,2.0,3,2,2.0,0.0,0.9142765028283362,1.0,3.0,0.9142765028283362,0.0,supported_multimodal_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,yqstnuAEVhm,semi,unique,unimodal,1.0,4,0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,unimodal_high_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,yqstnuAEVhm,manual,unique,dominant_with_dissent,3.0,3,1,1.0,2.0,0.9564454449485804,1.0,3.0,0.9564454449485804,0.0,dominant_with_singleton_dissent_largest_cluster_best_gt_alignment,in_scope,reference_ready_public_gt,high_alignment>=0.90;low_alignment<0.80;gap>=0.05;descriptive_only
