config,lookahead,min_support,epsilon,budget_scope,mode,cohort,inventory_image_n,evaluable_window_image_n,no_future_window_images,identified_images,finite_interval_images,unknown_images,not_reached_images
q_0.925,5,1,0.2,own_full_n,with_workers,all_positive,196,80,116,20,0,16,44
q_0.925,5,1,0.2,own_full_n,with_workers,dense_ge16,55,55,0,10,0,16,29
q_0.925,5,1,0.2,own_full_n,with_workers,low_n_1_to15,141,25,116,10,0,0,15
q_0.925,5,2,0.05,own_full_n,with_workers,all_positive,196,80,116,13,3,40,24
q_0.925,5,2,0.05,own_full_n,with_workers,dense_ge16,55,55,0,13,3,17,22
q_0.925,5,2,0.05,own_full_n,with_workers,low_n_1_to15,141,25,116,0,0,23,2
q_0.925,5,2,0.1,own_full_n,with_workers,all_positive,196,80,116,15,3,40,22
q_0.925,5,2,0.1,own_full_n,with_workers,dense_ge16,55,55,0,15,3,17,20
q_0.925,5,2,0.1,own_full_n,with_workers,low_n_1_to15,141,25,116,0,0,23,2
q_0.925,5,2,0.2,own_full_n,with_workers,all_positive,196,80,116,12,10,40,18
q_0.925,5,2,0.2,own_full_n,with_workers,dense_ge16,55,55,0,12,10,17,16
q_0.925,5,2,0.2,own_full_n,with_workers,low_n_1_to15,141,25,116,0,0,23,2
q_0.925,5,3,0.05,own_full_n,with_workers,all_positive,196,80,116,16,3,42,19
q_0.925,5,3,0.05,own_full_n,with_workers,dense_ge16,55,55,0,16,3,17,19
q_0.925,5,3,0.05,own_full_n,with_workers,low_n_1_to15,141,25,116,0,0,25,0
q_0.925,5,3,0.1,own_full_n,with_workers,all_positive,196,80,116,19,3,43,15
q_0.925,5,3,0.1,own_full_n,with_workers,dense_ge16,55,55,0,19,3,18,15
q_0.925,5,3,0.1,own_full_n,with_workers,low_n_1_to15,141,25,116,0,0,25,0
q_0.925,5,3,0.2,own_full_n,with_workers,all_positive,196,80,116,7,21,42,10
q_0.925,5,3,0.2,own_full_n,with_workers,dense_ge16,55,55,0,7,21,17,10
q_0.925,5,3,0.2,own_full_n,with_workers,low_n_1_to15,141,25,116,0,0,25,0
q_0.900,5,1,0.05,own_full_n,with_workers,all_positive,196,80,116,21,0,14,45
q_0.900,5,1,0.05,own_full_n,with_workers,dense_ge16,55,55,0,11,0,14,30
q_0.900,5,1,0.05,own_full_n,with_workers,low_n_1_to15,141,25,116,10,0,0,15
q_0.900,5,1,0.1,own_full_n,with_workers,all_positive,196,80,116,21,0,14,45
q_0.900,5,1,0.1,own_full_n,with_workers,dense_ge16,55,55,0,11,0,14,30
q_0.900,5,1,0.1,own_full_n,with_workers,low_n_1_to15,141,25,116,10,0,0,15
q_0.900,5,1,0.2,own_full_n,with_workers,all_positive,196,80,116,23,0,14,43
q_0.900,5,1,0.2,own_full_n,with_workers,dense_ge16,55,55,0,13,0,14,28
q_0.900,5,1,0.2,own_full_n,with_workers,low_n_1_to15,141,25,116,10,0,0,15
q_0.900,5,2,0.05,own_full_n,with_workers,all_positive,196,80,116,11,5,37,27
q_0.900,5,2,0.05,own_full_n,with_workers,dense_ge16,55,55,0,11,5,14,25
q_0.900,5,2,0.05,own_full_n,with_workers,low_n_1_to15,141,25,116,0,0,23,2
q_0.900,5,2,0.1,own_full_n,with_workers,all_positive,196,80,116,13,5,37,25
q_0.900,5,2,0.1,own_full_n,with_workers,dense_ge16,55,55,0,13,5,14,23
q_0.900,5,2,0.1,own_full_n,with_workers,low_n_1_to15,141,25,116,0,0,23,2
q_0.900,5,2,0.2,own_full_n,with_workers,all_positive,196,80,116,12,10,37,21
q_0.900,5,2,0.2,own_full_n,with_workers,dense_ge16,55,55,0,12,10,14,19
q_0.900,5,2,0.2,own_full_n,with_workers,low_n_1_to15,141,25,116,0,0,23,2
q_0.900,5,3,0.05,own_full_n,with_workers,all_positive,196,80,116,16,5,39,20
q_0.900,5,3,0.05,own_full_n,with_workers,dense_ge16,55,55,0,16,5,14,20
q_0.900,5,3,0.05,own_full_n,with_workers,low_n_1_to15,141,25,116,0,0,25,0
q_0.900,5,3,0.1,own_full_n,with_workers,all_positive,196,80,116,20,5,39,16
q_0.900,5,3,0.1,own_full_n,with_workers,dense_ge16,55,55,0,20,5,14,16
q_0.900,5,3,0.1,own_full_n,with_workers,low_n_1_to15,141,25,116,0,0,25,0
q_0.900,5,3,0.2,own_full_n,with_workers,all_positive,196,80,116,8,22,39,11
q_0.900,5,3,0.2,own_full_n,with_workers,dense_ge16,55,55,0,8,22,14,11
q_0.900,5,3,0.2,own_full_n,with_workers,low_n_1_to15,141,25,116,0,0,25,0
q_0.850,5,1,0.05,own_full_n,with_workers,all_positive,196,80,116,23,0,13,44
q_0.850,5,1,0.05,own_full_n,with_workers,dense_ge16,55,55,0,13,0,12,30
q_0.850,5,1,0.05,own_full_n,with_workers,low_n_1_to15,141,25,116,10,0,1,14
q_0.850,5,1,0.1,own_full_n,with_workers,all_positive,196,80,116,24,0,13,43
q_0.850,5,1,0.1,own_full_n,with_workers,dense_ge16,55,55,0,14,0,12,29
q_0.850,5,1,0.1,own_full_n,with_workers,low_n_1_to15,141,25,116,10,0,1,14
q_0.850,5,1,0.2,own_full_n,with_workers,all_positive,196,80,116,26,0,13,41
q_0.850,5,1,0.2,own_full_n,with_workers,dense_ge16,55,55,0,16,0,12,27
q_0.850,5,1,0.2,own_full_n,with_workers,low_n_1_to15,141,25,116,10,0,1,14
q_0.850,5,2,0.05,own_full_n,with_workers,all_positive,196,80,116,11,6,35,28
q_0.850,5,2,0.05,own_full_n,with_workers,dense_ge16,55,55,0,11,6,12,26
q_0.850,5,2,0.05,own_full_n,with_workers,low_n_1_to15,141,25,116,0,0,23,2
q_0.850,5,2,0.1,own_full_n,with_workers,all_positive,196,80,116,13,6,35,26
q_0.850,5,2,0.1,own_full_n,with_workers,dense_ge16,55,55,0,13,6,12,24
q_0.850,5,2,0.1,own_full_n,with_workers,low_n_1_to15,141,25,116,0,0,23,2
q_0.850,5,2,0.2,own_full_n,with_workers,all_positive,196,80,116,12,10,35,23
q_0.850,5,2,0.2,own_full_n,with_workers,dense_ge16,55,55,0,12,10,12,21
q_0.850,5,2,0.2,own_full_n,with_workers,low_n_1_to15,141,25,116,0,0,23,2
q_0.850,5,3,0.05,own_full_n,with_workers,all_positive,196,80,116,16,6,37,21
q_0.850,5,3,0.05,own_full_n,with_workers,dense_ge16,55,55,0,16,6,12,21
q_0.850,5,3,0.05,own_full_n,with_workers,low_n_1_to15,141,25,116,0,0,25,0
q_0.850,5,3,0.1,own_full_n,with_workers,all_positive,196,80,116,20,6,37,17
q_0.850,5,3,0.1,own_full_n,with_workers,dense_ge16,55,55,0,20,6,12,17
q_0.850,5,3,0.1,own_full_n,with_workers,low_n_1_to15,141,25,116,0,0,25,0
q_0.850,5,3,0.2,own_full_n,with_workers,all_positive,196,80,116,8,23,37,12
q_0.850,5,3,0.2,own_full_n,with_workers,dense_ge16,55,55,0,8,23,12,12
q_0.850,5,3,0.2,own_full_n,with_workers,low_n_1_to15,141,25,116,0,0,25,0
q_0.800,5,1,0.05,own_full_n,with_workers,all_positive,196,80,116,25,0,12,43
q_0.800,5,1,0.05,own_full_n,with_workers,dense_ge16,55,55,0,13,0,12,30
q_0.800,5,1,0.05,own_full_n,with_workers,low_n_1_to15,141,25,116,12,0,0,13
q_0.800,5,1,0.1,own_full_n,with_workers,all_positive,196,80,116,26,0,12,42
q_0.800,5,1,0.1,own_full_n,with_workers,dense_ge16,55,55,0,14,0,12,29
q_0.800,5,1,0.1,own_full_n,with_workers,low_n_1_to15,141,25,116,12,0,0,13
q_0.800,5,1,0.2,own_full_n,with_workers,all_positive,196,80,116,28,0,12,40
q_0.800,5,1,0.2,own_full_n,with_workers,dense_ge16,55,55,0,16,0,12,27
q_0.800,5,1,0.2,own_full_n,with_workers,low_n_1_to15,141,25,116,12,0,0,13
q_0.800,5,2,0.05,own_full_n,with_workers,all_positive,196,80,116,11,6,35,28
q_0.800,5,2,0.05,own_full_n,with_workers,dense_ge16,55,55,0,11,6,12,26
q_0.800,5,2,0.05,own_full_n,with_workers,low_n_1_to15,141,25,116,0,0,23,2
q_0.800,5,2,0.1,own_full_n,with_workers,all_positive,196,80,116,13,6,35,26
q_0.800,5,2,0.1,own_full_n,with_workers,dense_ge16,55,55,0,13,6,12,24
q_0.800,5,2,0.1,own_full_n,with_workers,low_n_1_to15,141,25,116,0,0,23,2
q_0.800,5,2,0.2,own_full_n,with_workers,all_positive,196,80,116,12,10,35,23
q_0.800,5,2,0.2,own_full_n,with_workers,dense_ge16,55,55,0,12,10,12,21
q_0.800,5,2,0.2,own_full_n,with_workers,low_n_1_to15,141,25,116,0,0,23,2
q_0.800,5,3,0.05,own_full_n,with_workers,all_positive,196,80,116,16,6,37,21
q_0.800,5,3,0.05,own_full_n,with_workers,dense_ge16,55,55,0,16,6,12,21
q_0.800,5,3,0.05,own_full_n,with_workers,low_n_1_to15,141,25,116,0,0,25,0
q_0.800,5,3,0.1,own_full_n,with_workers,all_positive,196,80,116,20,6,37,17
q_0.800,5,3,0.1,own_full_n,with_workers,dense_ge16,55,55,0,20,6,12,17
q_0.800,5,3,0.1,own_full_n,with_workers,low_n_1_to15,141,25,116,0,0,25,0
q_0.800,5,3,0.2,own_full_n,with_workers,all_positive,196,80,116,8,23,37,12
q_0.800,5,3,0.2,own_full_n,with_workers,dense_ge16,55,55,0,8,23,12,12
q_0.800,5,3,0.2,own_full_n,with_workers,low_n_1_to15,141,25,116,0,0,25,0
ospa30_t6,5,1,0.05,own_full_n,with_workers,all_positive,196,80,116,13,0,9,58
ospa30_t6,5,1,0.05,own_full_n,with_workers,dense_ge16,55,55,0,4,0,9,42
ospa30_t6,5,1,0.05,own_full_n,with_workers,low_n_1_to15,141,25,116,9,0,0,16
ospa30_t6,5,1,0.1,own_full_n,with_workers,all_positive,196,80,116,13,0,9,58
ospa30_t6,5,1,0.1,own_full_n,with_workers,dense_ge16,55,55,0,4,0,9,42
ospa30_t6,5,1,0.1,own_full_n,with_workers,low_n_1_to15,141,25,116,9,0,0,16
ospa30_t6,5,1,0.2,own_full_n,with_workers,all_positive,196,80,116,13,0,9,58
ospa30_t6,5,1,0.2,own_full_n,with_workers,dense_ge16,55,55,0,4,0,9,42
ospa30_t6,5,1,0.2,own_full_n,with_workers,low_n_1_to15,141,25,116,9,0,0,16
ospa30_t6,5,2,0.05,own_full_n,with_workers,all_positive,196,80,116,11,2,35,32
ospa30_t6,5,2,0.05,own_full_n,with_workers,dense_ge16,55,55,0,11,2,12,30
ospa30_t6,5,2,0.05,own_full_n,with_workers,low_n_1_to15,141,25,116,0,0,23,2
ospa30_t6,5,2,0.1,own_full_n,with_workers,all_positive,196,80,116,12,2,36,30
ospa30_t6,5,2,0.1,own_full_n,with_workers,dense_ge16,55,55,0,12,2,13,28
ospa30_t6,5,2,0.1,own_full_n,with_workers,low_n_1_to15,141,25,116,0,0,23,2
ospa30_t6,5,2,0.2,own_full_n,with_workers,all_positive,196,80,116,9,7,36,28
ospa30_t6,5,2,0.2,own_full_n,with_workers,dense_ge16,55,55,0,9,7,13,26
ospa30_t6,5,2,0.2,own_full_n,with_workers,low_n_1_to15,141,25,116,0,0,23,2
ospa30_t6,5,3,0.05,own_full_n,with_workers,all_positive,196,80,116,12,2,37,29
ospa30_t6,5,3,0.05,own_full_n,with_workers,dense_ge16,55,55,0,12,2,12,29
ospa30_t6,5,3,0.05,own_full_n,with_workers,low_n_1_to15,141,25,116,0,0,25,0
ospa30_t6,5,3,0.1,own_full_n,with_workers,all_positive,196,80,116,12,3,39,26
ospa30_t6,5,3,0.1,own_full_n,with_workers,dense_ge16,55,55,0,12,3,14,26
ospa30_t6,5,3,0.1,own_full_n,with_workers,low_n_1_to15,141,25,116,0,0,25,0
ospa30_t6,5,3,0.2,own_full_n,with_workers,all_positive,196,80,116,6,16,41,17
ospa30_t6,5,3,0.2,own_full_n,with_workers,dense_ge16,55,55,0,6,16,16,17
ospa30_t6,5,3,0.2,own_full_n,with_workers,low_n_1_to15,141,25,116,0,0,25,0
q_0.975,1,1,0.05,own_full_n,without_workers,all_positive,196,176,20,64,6,28,78
q_0.975,1,1,0.05,own_full_n,without_workers,dense_ge16,55,55,0,18,6,24,7
q_0.975,1,1,0.05,own_full_n,without_workers,low_n_1_to15,141,121,20,46,0,4,71
q_0.975,1,1,0.1,own_full_n,without_workers,all_positive,196,176,20,66,6,28,76
q_0.975,1,1,0.1,own_full_n,without_workers,dense_ge16,55,55,0,18,6,24,7
q_0.975,1,1,0.1,own_full_n,without_workers,low_n_1_to15,141,121,20,48,0,4,69
q_0.975,1,1,0.2,own_full_n,without_workers,all_positive,196,176,20,79,6,28,63
q_0.975,1,1,0.2,own_full_n,without_workers,dense_ge16,55,55,0,18,6,24,7
q_0.975,1,1,0.2,own_full_n,without_workers,low_n_1_to15,141,121,20,61,0,4,56
q_0.975,1,2,0.05,own_full_n,without_workers,all_positive,196,176,20,24,42,61,49
q_0.975,1,2,0.05,own_full_n,without_workers,dense_ge16,55,55,0,14,16,23,2
q_0.975,1,2,0.05,own_full_n,without_workers,low_n_1_to15,141,121,20,10,26,38,47
q_0.975,1,2,0.1,own_full_n,without_workers,all_positive,196,176,20,20,49,61,46
q_0.975,1,2,0.1,own_full_n,without_workers,dense_ge16,55,55,0,9,22,23,1
q_0.975,1,2,0.1,own_full_n,without_workers,low_n_1_to15,141,121,20,11,27,38,45
q_0.975,1,2,0.2,own_full_n,without_workers,all_positive,196,176,20,33,53,66,24
q_0.975,1,2,0.2,own_full_n,without_workers,dense_ge16,55,55,0,6,25,23,1
q_0.975,1,2,0.2,own_full_n,without_workers,low_n_1_to15,141,121,20,27,28,43,23
q_0.975,1,3,0.05,own_full_n,without_workers,all_positive,196,176,20,19,42,82,33
q_0.975,1,3,0.05,own_full_n,without_workers,dense_ge16,55,55,0,11,19,23,2
q_0.975,1,3,0.05,own_full_n,without_workers,low_n_1_to15,141,121,20,8,23,59,31
q_0.975,1,3,0.1,own_full_n,without_workers,all_positive,196,176,20,15,46,82,33
q_0.975,1,3,0.1,own_full_n,without_workers,dense_ge16,55,55,0,7,23,23,2
q_0.975,1,3,0.1,own_full_n,without_workers,low_n_1_to15,141,121,20,8,23,59,31
q_0.975,1,3,0.2,own_full_n,without_workers,all_positive,196,176,20,12,60,98,6
q_0.975,1,3,0.2,own_full_n,without_workers,dense_ge16,55,55,0,2,28,23,2
q_0.975,1,3,0.2,own_full_n,without_workers,low_n_1_to15,141,121,20,10,32,75,4
q_0.975,2,1,0.05,own_full_n,without_workers,all_positive,196,153,43,37,1,28,87
q_0.975,2,1,0.05,own_full_n,without_workers,dense_ge16,55,55,0,11,1,25,18
q_0.975,2,1,0.05,own_full_n,without_workers,low_n_1_to15,141,98,43,26,0,3,69
q_0.975,2,1,0.1,own_full_n,without_workers,all_positive,196,153,43,39,1,29,84
q_0.975,2,1,0.1,own_full_n,without_workers,dense_ge16,55,55,0,13,1,26,15
q_0.975,2,1,0.1,own_full_n,without_workers,low_n_1_to15,141,98,43,26,0,3,69
q_0.975,2,1,0.2,own_full_n,without_workers,all_positive,196,153,43,42,1,29,81
q_0.975,2,1,0.2,own_full_n,without_workers,dense_ge16,55,55,0,13,1,26,15
q_0.975,2,1,0.2,own_full_n,without_workers,low_n_1_to15,141,98,43,29,0,3,66
q_0.975,2,2,0.05,own_full_n,without_workers,all_positive,196,153,43,10,28,48,67
q_0.975,2,2,0.05,own_full_n,without_workers,dense_ge16,55,55,0,10,7,25,13
q_0.975,2,2,0.05,own_full_n,without_workers,low_n_1_to15,141,98,43,0,21,23,54
q_0.975,2,2,0.1,own_full_n,without_workers,all_positive,196,153,43,13,35,45,60
q_0.975,2,2,0.1,own_full_n,without_workers,dense_ge16,55,55,0,13,14,22,6
q_0.975,2,2,0.1,own_full_n,without_workers,low_n_1_to15,141,98,43,0,21,23,54
q_0.975,2,2,0.2,own_full_n,without_workers,all_positive,196,153,43,14,42,45,52
q_0.975,2,2,0.2,own_full_n,without_workers,dense_ge16,55,55,0,6,21,22,6
q_0.975,2,2,0.2,own_full_n,without_workers,low_n_1_to15,141,98,43,8,21,23,46
q_0.975,2,3,0.05,own_full_n,without_workers,all_positive,196,153,43,11,28,79,35
q_0.975,2,3,0.05,own_full_n,without_workers,dense_ge16,55,55,0,11,7,24,13
q_0.975,2,3,0.05,own_full_n,without_workers,low_n_1_to15,141,98,43,0,21,55,22
q_0.975,2,3,0.1,own_full_n,without_workers,all_positive,196,153,43,7,38,79,29
q_0.975,2,3,0.1,own_full_n,without_workers,dense_ge16,55,55,0,7,17,24,7
q_0.975,2,3,0.1,own_full_n,without_workers,low_n_1_to15,141,98,43,0,21,55,22
q_0.975,2,3,0.2,own_full_n,without_workers,all_positive,196,153,43,3,44,88,18
q_0.975,2,3,0.2,own_full_n,without_workers,dense_ge16,55,55,0,3,21,24,7
q_0.975,2,3,0.2,own_full_n,without_workers,low_n_1_to15,141,98,43,0,23,64,11
q_0.950,1,1,0.05,own_full_n,without_workers,all_positive,196,176,20,83,4,18,71
q_0.950,1,1,0.05,own_full_n,without_workers,dense_ge16,55,55,0,33,4,14,4
q_0.950,1,1,0.05,own_full_n,without_workers,low_n_1_to15,141,121,20,50,0,4,67
q_0.950,1,1,0.1,own_full_n,without_workers,all_positive,196,176,20,85,4,18,69
q_0.950,1,1,0.1,own_full_n,without_workers,dense_ge16,55,55,0,33,4,14,4
q_0.950,1,1,0.1,own_full_n,without_workers,low_n_1_to15,141,121,20,52,0,4,65
q_0.950,1,1,0.2,own_full_n,without_workers,all_positive,196,176,20,98,4,18,56
q_0.950,1,1,0.2,own_full_n,without_workers,dense_ge16,55,55,0,33,4,14,4
q_0.950,1,1,0.2,own_full_n,without_workers,low_n_1_to15,141,121,20,65,0,4,52
q_0.950,1,2,0.05,own_full_n,without_workers,all_positive,196,176,20,31,45,49,51
q_0.950,1,2,0.05,own_full_n,without_workers,dense_ge16,55,55,0,22,14,16,3
q_0.950,1,2,0.05,own_full_n,without_workers,low_n_1_to15,141,121,20,9,31,33,48
q_0.950,1,2,0.1,own_full_n,without_workers,all_positive,196,176,20,24,55,49,48
q_0.950,1,2,0.1,own_full_n,without_workers,dense_ge16,55,55,0,14,23,16,2
q_0.950,1,2,0.1,own_full_n,without_workers,low_n_1_to15,141,121,20,10,32,33,46
q_0.950,1,2,0.2,own_full_n,without_workers,all_positive,196,176,20,34,61,57,24
q_0.950,1,2,0.2,own_full_n,without_workers,dense_ge16,55,55,0,9,28,16,2
q_0.950,1,2,0.2,own_full_n,without_workers,low_n_1_to15,141,121,20,25,33,41,22
q_0.950,1,3,0.05,own_full_n,without_workers,all_positive,196,176,20,23,50,72,31
q_0.950,1,3,0.05,own_full_n,without_workers,dense_ge16,55,55,0,16,23,14,2
q_0.950,1,3,0.05,own_full_n,without_workers,low_n_1_to15,141,121,20,7,27,58,29
q_0.950,1,3,0.1,own_full_n,without_workers,all_positive,196,176,20,20,53,72,31
q_0.950,1,3,0.1,own_full_n,without_workers,dense_ge16,55,55,0,13,26,14,2
q_0.950,1,3,0.1,own_full_n,without_workers,low_n_1_to15,141,121,20,7,27,58,29
q_0.950,1,3,0.2,own_full_n,without_workers,all_positive,196,176,20,12,71,87,6
q_0.950,1,3,0.2,own_full_n,without_workers,dense_ge16,55,55,0,4,35,14,2
q_0.950,1,3,0.2,own_full_n,without_workers,low_n_1_to15,141,121,20,8,36,73,4
q_0.950,2,1,0.05,own_full_n,without_workers,all_positive,196,153,43,52,2,17,82
q_0.950,2,1,0.05,own_full_n,without_workers,dense_ge16,55,55,0,21,2,14,18
q_0.950,2,1,0.05,own_full_n,without_workers,low_n_1_to15,141,98,43,31,0,3,64
q_0.950,2,1,0.1,own_full_n,without_workers,all_positive,196,153,43,56,3,19,75
q_0.950,2,1,0.1,own_full_n,without_workers,dense_ge16,55,55,0,25,3,16,11
q_0.950,2,1,0.1,own_full_n,without_workers,low_n_1_to15,141,98,43,31,0,3,64
q_0.950,2,1,0.2,own_full_n,without_workers,all_positive,196,153,43,60,2,19,72
q_0.950,2,1,0.2,own_full_n,without_workers,dense_ge16,55,55,0,26,2,16,11
q_0.950,2,1,0.2,own_full_n,without_workers,low_n_1_to15,141,98,43,34,0,3,61
q_0.950,2,2,0.05,own_full_n,without_workers,all_positive,196,153,43,17,35,32,69
q_0.950,2,2,0.05,own_full_n,without_workers,dense_ge16,55,55,0,17,10,14,14
q_0.950,2,2,0.05,own_full_n,without_workers,low_n_1_to15,141,98,43,0,25,18,55
q_0.950,2,2,0.1,own_full_n,without_workers,all_positive,196,153,43,22,37,33,61
q_0.950,2,2,0.1,own_full_n,without_workers,dense_ge16,55,55,0,22,12,15,6
q_0.950,2,2,0.1,own_full_n,without_workers,low_n_1_to15,141,98,43,0,25,18,55
q_0.950,2,2,0.2,own_full_n,without_workers,all_positive,196,153,43,20,47,33,53
q_0.950,2,2,0.2,own_full_n,without_workers,dense_ge16,55,55,0,12,22,15,6
q_0.950,2,2,0.2,own_full_n,without_workers,low_n_1_to15,141,98,43,8,25,18,47
q_0.950,2,3,0.05,own_full_n,without_workers,all_positive,196,153,43,17,35,66,35
q_0.950,2,3,0.05,own_full_n,without_workers,dense_ge16,55,55,0,17,10,14,14
q_0.950,2,3,0.05,own_full_n,without_workers,low_n_1_to15,141,98,43,0,25,52,21
q_0.950,2,3,0.1,own_full_n,without_workers,all_positive,196,153,43,14,43,68,28
q_0.950,2,3,0.1,own_full_n,without_workers,dense_ge16,55,55,0,14,18,16,7
q_0.950,2,3,0.1,own_full_n,without_workers,low_n_1_to15,141,98,43,0,25,52,21
q_0.950,2,3,0.2,own_full_n,without_workers,all_positive,196,153,43,5,54,77,17
q_0.950,2,3,0.2,own_full_n,without_workers,dense_ge16,55,55,0,5,27,16,7
q_0.950,2,3,0.2,own_full_n,without_workers,low_n_1_to15,141,98,43,0,27,61,10
q_0.925,1,1,0.05,own_full_n,without_workers,all_positive,196,176,20,89,2,16,69
q_0.925,1,1,0.05,own_full_n,without_workers,dense_ge16,55,55,0,37,2,14,2
q_0.925,1,1,0.05,own_full_n,without_workers,low_n_1_to15,141,121,20,52,0,2,67
q_0.925,1,1,0.1,own_full_n,without_workers,all_positive,196,176,20,90,3,16,67
q_0.925,1,1,0.1,own_full_n,without_workers,dense_ge16,55,55,0,36,3,14,2
q_0.925,1,1,0.1,own_full_n,without_workers,low_n_1_to15,141,121,20,54,0,2,65
q_0.925,1,1,0.2,own_full_n,without_workers,all_positive,196,176,20,103,3,16,54
q_0.925,1,1,0.2,own_full_n,without_workers,dense_ge16,55,55,0,36,3,14,2
q_0.925,1,1,0.2,own_full_n,without_workers,low_n_1_to15,141,121,20,67,0,2,52
q_0.925,1,2,0.05,own_full_n,without_workers,all_positive,196,176,20,33,48,43,52
q_0.925,1,2,0.05,own_full_n,without_workers,dense_ge16,55,55,0,23,17,13,2
q_0.925,1,2,0.05,own_full_n,without_workers,low_n_1_to15,141,121,20,10,31,30,50
q_0.925,1,2,0.1,own_full_n,without_workers,all_positive,196,176,20,25,59,43,49
q_0.925,1,2,0.1,own_full_n,without_workers,dense_ge16,55,55,0,15,26,13,1
q_0.925,1,2,0.1,own_full_n,without_workers,low_n_1_to15,141,121,20,10,33,30,48
q_0.925,1,2,0.2,own_full_n,without_workers,all_positive,196,176,20,39,63,50,24
q_0.925,1,2,0.2,own_full_n,without_workers,dense_ge16,55,55,0,12,29,13,1
q_0.925,1,2,0.2,own_full_n,without_workers,low_n_1_to15,141,121,20,27,34,37,23
q_0.925,1,3,0.05,own_full_n,without_workers,all_positive,196,176,20,25,51,68,32
q_0.925,1,3,0.05,own_full_n,without_workers,dense_ge16,55,55,0,18,23,13,1
q_0.925,1,3,0.05,own_full_n,without_workers,low_n_1_to15,141,121,20,7,28,55,31
q_0.925,1,3,0.1,own_full_n,without_workers,all_positive,196,176,20,21,55,68,32
q_0.925,1,3,0.1,own_full_n,without_workers,dense_ge16,55,55,0,14,27,13,1
q_0.925,1,3,0.1,own_full_n,without_workers,low_n_1_to15,141,121,20,7,28,55,31
q_0.925,1,3,0.2,own_full_n,without_workers,all_positive,196,176,20,15,71,85,5
q_0.925,1,3,0.2,own_full_n,without_workers,dense_ge16,55,55,0,7,34,13,1
q_0.925,1,3,0.2,own_full_n,without_workers,low_n_1_to15,141,121,20,8,37,72,4
q_0.925,2,1,0.05,own_full_n,without_workers,all_positive,196,153,43,54,0,15,84
q_0.925,2,1,0.05,own_full_n,without_workers,dense_ge16,55,55,0,23,0,14,18
q_0.925,2,1,0.05,own_full_n,without_workers,low_n_1_to15,141,98,43,31,0,1,66
q_0.925,2,1,0.1,own_full_n,without_workers,all_positive,196,153,43,63,0,15,75
q_0.925,2,1,0.1,own_full_n,without_workers,dense_ge16,55,55,0,32,0,14,9
q_0.925,2,1,0.1,own_full_n,without_workers,low_n_1_to15,141,98,43,31,0,1,66
q_0.925,2,1,0.2,own_full_n,without_workers,all_positive,196,153,43,66,0,15,72
q_0.925,2,1,0.2,own_full_n,without_workers,dense_ge16,55,55,0,32,0,14,9
q_0.925,2,1,0.2,own_full_n,without_workers,low_n_1_to15,141,98,43,34,0,1,63
q_0.925,2,2,0.05,own_full_n,without_workers,all_positive,196,153,43,17,35,28,73
q_0.925,2,2,0.05,own_full_n,without_workers,dense_ge16,55,55,0,17,10,13,15
q_0.925,2,2,0.05,own_full_n,without_workers,low_n_1_to15,141,98,43,0,25,15,58
q_0.925,2,2,0.1,own_full_n,without_workers,all_positive,196,153,43,22,38,28,65
q_0.925,2,2,0.1,own_full_n,without_workers,dense_ge16,55,55,0,22,13,13,7
q_0.925,2,2,0.1,own_full_n,without_workers,low_n_1_to15,141,98,43,0,25,15,58
q_0.925,2,2,0.2,own_full_n,without_workers,all_positive,196,153,43,22,47,29,55
q_0.925,2,2,0.2,own_full_n,without_workers,dense_ge16,55,55,0,13,22,13,7
q_0.925,2,2,0.2,own_full_n,without_workers,low_n_1_to15,141,98,43,9,25,16,48
q_0.925,2,3,0.05,own_full_n,without_workers,all_positive,196,153,43,16,37,64,36
q_0.925,2,3,0.05,own_full_n,without_workers,dense_ge16,55,55,0,16,12,13,14
q_0.925,2,3,0.05,own_full_n,without_workers,low_n_1_to15,141,98,43,0,25,51,22
q_0.925,2,3,0.1,own_full_n,without_workers,all_positive,196,153,43,13,45,64,31
q_0.925,2,3,0.1,own_full_n,without_workers,dense_ge16,55,55,0,13,20,13,9
q_0.925,2,3,0.1,own_full_n,without_workers,low_n_1_to15,141,98,43,0,25,51,22
q_0.925,2,3,0.2,own_full_n,without_workers,all_positive,196,153,43,8,53,73,19
q_0.925,2,3,0.2,own_full_n,without_workers,dense_ge16,55,55,0,8,25,13,9
q_0.925,2,3,0.2,own_full_n,without_workers,low_n_1_to15,141,98,43,0,28,60,10
q_0.900,1,1,0.05,own_full_n,without_workers,all_positive,196,176,20,95,1,13,67
q_0.900,1,1,0.05,own_full_n,without_workers,dense_ge16,55,55,0,41,1,11,2
q_0.900,1,1,0.05,own_full_n,without_workers,low_n_1_to15,141,121,20,54,0,2,65
q_0.900,1,1,0.1,own_full_n,without_workers,all_positive,196,176,20,97,1,13,65
q_0.900,1,1,0.1,own_full_n,without_workers,dense_ge16,55,55,0,41,1,11,2
q_0.900,1,1,0.1,own_full_n,without_workers,low_n_1_to15,141,121,20,56,0,2,63
q_0.900,1,1,0.2,own_full_n,without_workers,all_positive,196,176,20,109,1,13,53
q_0.900,1,1,0.2,own_full_n,without_workers,dense_ge16,55,55,0,41,1,11,2
q_0.900,1,1,0.2,own_full_n,without_workers,low_n_1_to15,141,121,20,68,0,2,51
q_0.900,1,2,0.05,own_full_n,without_workers,all_positive,196,176,20,39,45,40,52
