condition,axis,n_people,metric,field,label,images,groups,delta,macro_delta,lo,hi
manual,log_time,8,late_quarter_new,scene_category,卫浴,19,8,-0.031798245614,0.021484375,-0.123959573413,0.0746803977273
manual,log_time,8,late_quarter_new,scene_category,厨房与用餐,1,1,0,0,,
manual,log_time,8,late_quarter_new,scene_category,复合／待定,3,3,0.0347222222223,0.0347222222223,0,0.104166666667
manual,log_time,8,late_quarter_new,scene_category,工作与学习,1,1,-0.291666666666,-0.291666666666,,
manual,log_time,8,late_quarter_new,scene_category,起居与休闲,2,2,0.114583333334,0.114583333334,0,0.229166666667
manual,log_time,8,late_quarter_new,scene_category,通行与连接,13,9,-0.176282051282,-0.194058641975,-0.278409090909,-0.0902644230769
manual,log_time,8,late_quarter_new,main_function_primary,bathroom,20,9,-0.03125,0.0426311728396,-0.113118734336,0.10119047619
manual,log_time,8,late_quarter_new,main_function_primary,circulation,8,7,-0.153645833333,-0.154761904762,-0.2578125,-0.0598958333333
manual,log_time,8,late_quarter_new,main_function_primary,dining,1,1,0,0,,
manual,log_time,8,late_quarter_new,main_function_primary,empty,2,1,-0.0208333333335,-0.0208333333335,,
manual,log_time,8,late_quarter_new,main_function_primary,living,2,2,0.114583333334,0.114583333334,0,0.229166666667
manual,log_time,8,late_quarter_new,main_function_primary,sleep,6,5,-0.149305555556,-0.129166666667,-0.316666666667,0.0583333333333
manual,log_time,8,late_quarter_new,main_function_primary,storage,1,1,0,0,,
manual,log_time,8,late_quarter_new,main_function_primary,unknown,4,4,-0.0677083333333,-0.0677083333333,-0.296875,0.09375
manual,log_time,8,late_quarter_new,main_function_primary,work,2,2,-0.229166666666,-0.229166666666,-0.291666666666,-0.166666666667
manual,log_time,8,heldout_geometry_coverage,floor_boundary,partial,32,10,0.0625,0.0616666666667,-0.0172733077905,0.152173913043
manual,log_time,8,heldout_geometry_coverage,floor_boundary,present,14,10,0.0357142857143,0.0166666666667,-0.0909090909091,0.142857142857
manual,log_time,8,heldout_geometry_coverage,scene_category,储藏与家务辅助,2,2,0,0,0,0
manual,log_time,8,heldout_geometry_coverage,scene_category,卧室,5,4,0.1,0.125,0,0.375
manual,log_time,8,heldout_geometry_coverage,scene_category,卫浴,19,8,0.0263157894737,0.0260416666667,-0.0625,0.111111111111
manual,log_time,8,heldout_geometry_coverage,scene_category,厨房与用餐,1,1,0,0,,
manual,log_time,8,heldout_geometry_coverage,scene_category,复合／待定,3,3,0,0,0,0
manual,log_time,8,heldout_geometry_coverage,scene_category,工作与学习,1,1,0,0,,
manual,log_time,8,heldout_geometry_coverage,scene_category,起居与休闲,2,2,0.25,0.25,0,0.5
manual,log_time,8,heldout_geometry_coverage,scene_category,通行与连接,13,9,0.0769230769231,0.0740740740741,-0.0833333333333,0.214285714286
manual,log_time,8,heldout_geometry_coverage,main_function_primary,bathroom,20,9,0.05,0.0416666666667,-0.0434782608696,0.133333333333
manual,log_time,8,heldout_geometry_coverage,main_function_primary,circulation,8,7,0.0625,0.0357142857143,-0.142857142857,0.25
manual,log_time,8,heldout_geometry_coverage,main_function_primary,dining,1,1,0,0,,
manual,log_time,8,heldout_geometry_coverage,main_function_primary,empty,2,1,0,0,,
manual,log_time,8,heldout_geometry_coverage,main_function_primary,living,2,2,0.25,0.25,0,0.5
manual,log_time,8,heldout_geometry_coverage,main_function_primary,sleep,6,5,0.0833333333333,0.1,0,0.3
manual,log_time,8,heldout_geometry_coverage,main_function_primary,storage,1,1,0,0,,
manual,log_time,8,heldout_geometry_coverage,main_function_primary,unknown,4,4,0,0,0,0
manual,log_time,8,heldout_geometry_coverage,main_function_primary,work,2,2,0,0,0,0
manual,quality,4,point_count_disagreement,floor_boundary,partial,32,10,-0.151041666667,-0.247777777778,-0.305583333333,-0.0576822916669
manual,quality,4,point_count_disagreement,floor_boundary,present,14,10,-0.178571428571,-0.175,-0.382352941176,0.0256410256411
manual,quality,4,point_count_disagreement,scene_category,储藏与家务辅助,2,2,-0.5,-0.5,-0.5,-0.5
manual,quality,4,point_count_disagreement,scene_category,卧室,5,4,-0.1,-0.125,-0.375,0
manual,quality,4,point_count_disagreement,scene_category,卫浴,19,8,-0.175438596491,-0.25,-0.431372549019,-0.0384523809524
manual,quality,4,point_count_disagreement,scene_category,厨房与用餐,1,1,0,0,,
manual,quality,4,point_count_disagreement,scene_category,复合／待定,3,3,-0.166666666667,-0.166666666667,-0.5,0
manual,quality,4,point_count_disagreement,scene_category,工作与学习,1,1,0.166666666666,0.166666666666,,
manual,quality,4,point_count_disagreement,scene_category,起居与休闲,2,2,-0.0833333333335,-0.0833333333335,-0.166666666667,0
manual,quality,4,point_count_disagreement,scene_category,通行与连接,13,9,-0.153846153846,-0.148148148148,-0.385503472222,0.0972222222222
manual,quality,4,point_count_disagreement,main_function_primary,bathroom,20,9,-0.175,-0.240740740741,-0.368421052632,-0.059484989648
manual,quality,4,point_count_disagreement,main_function_primary,circulation,8,7,-0.25,-0.214285714286,-0.481481481481,0.0625
manual,quality,4,point_count_disagreement,main_function_primary,dining,1,1,0,0,,
manual,quality,4,point_count_disagreement,main_function_primary,empty,2,1,-0.25,-0.25,,
manual,quality,4,point_count_disagreement,main_function_primary,living,2,2,-0.0833333333335,-0.0833333333335,-0.166666666667,0
manual,quality,4,point_count_disagreement,main_function_primary,sleep,6,5,-0.0555555555555,-0.0666666666666,-0.266666666667,0.0833333333335
manual,quality,4,point_count_disagreement,main_function_primary,storage,1,1,-0.5,-0.5,,
manual,quality,4,point_count_disagreement,main_function_primary,unknown,4,4,0,0,0,0
manual,quality,4,point_count_disagreement,main_function_primary,work,2,2,-0.166666666667,-0.166666666667,-0.5,0.166666666666
manual,quality,4,singleton_share,floor_boundary,partial,32,10,-0.2421875,-0.242916666667,-0.325798160173,-0.129303392659
manual,quality,4,singleton_share,floor_boundary,present,14,10,-0.160714285714,-0.1625,-0.3,-0.0384615384615
manual,quality,4,singleton_share,scene_category,储藏与家务辅助,2,2,-0.375,-0.375,-0.5,-0.25
manual,quality,4,singleton_share,scene_category,卧室,5,4,-0.2,-0.25,-0.5,0
manual,quality,4,singleton_share,scene_category,卫浴,19,8,-0.289473684211,-0.25,-0.420026315789,-0.107068452381
manual,quality,4,singleton_share,scene_category,厨房与用餐,1,1,-0.25,-0.25,,
manual,quality,4,singleton_share,scene_category,复合／待定,3,3,-0.0833333333333,-0.0833333333333,-0.25,0
manual,quality,4,singleton_share,scene_category,工作与学习,1,1,0.5,0.5,,
manual,quality,4,singleton_share,scene_category,起居与休闲,2,2,-0.25,-0.25,-0.5,0
manual,quality,4,singleton_share,scene_category,通行与连接,13,9,-0.173076923077,-0.180555555556,-0.325078125,-0.05
manual,quality,4,singleton_share,main_function_primary,bathroom,20,9,-0.2875,-0.226851851852,-0.382352941176,-0.134615384615
manual,quality,4,singleton_share,main_function_primary,circulation,8,7,-0.21875,-0.214285714286,-0.428571428571,-0.0625
manual,quality,4,singleton_share,main_function_primary,dining,1,1,-0.25,-0.25,,
manual,quality,4,singleton_share,main_function_primary,empty,2,1,-0.125,-0.125,,
manual,quality,4,singleton_share,main_function_primary,living,2,2,-0.25,-0.25,-0.5,0
manual,quality,4,singleton_share,main_function_primary,sleep,6,5,-0.166666666667,-0.2,-0.4,0
manual,quality,4,singleton_share,main_function_primary,storage,1,1,-0.5,-0.5,,
manual,quality,4,singleton_share,main_function_primary,unknown,4,4,-0.0625,-0.0625,-0.1875,0
manual,quality,4,singleton_share,main_function_primary,work,2,2,0.125,0.125,-0.25,0.5
manual,quality,4,mode_entropy,floor_boundary,partial,32,10,-0.447227441389,-0.457250630236,-0.646594439379,-0.21847179288
manual,quality,4,mode_entropy,floor_boundary,present,14,10,-0.406337276824,-0.449060156295,-0.716270671838,-0.153846153846
manual,quality,4,mode_entropy,scene_category,储藏与家务辅助,2,2,-1.15563906223,-1.15563906223,-1.5,-0.811278124459
manual,quality,4,mode_entropy,scene_category,卧室,5,4,-0.4,-0.5,-1.125,0
manual,quality,4,mode_entropy,scene_category,卫浴,19,8,-0.447368421053,-0.387969921852,-0.77195695249,-0.124417265413
manual,quality,4,mode_entropy,scene_category,厨房与用餐,1,1,-0.811278124459,-0.811278124459,,
manual,quality,4,mode_entropy,scene_category,复合／待定,3,3,-0.229573958514,-0.229573958514,-0.688721875541,0
manual,quality,4,mode_entropy,scene_category,工作与学习,1,1,0.5,0.5,,
manual,quality,4,mode_entropy,scene_category,起居与休闲,2,2,-0.25,-0.25,-0.5,0
manual,quality,4,mode_entropy,scene_category,通行与连接,13,9,-0.437593990426,-0.498955729217,-0.781135958283,-0.19259903992
manual,quality,4,mode_entropy,main_function_primary,bathroom,20,9,-0.459436093777,-0.369326099587,-0.68725969781,-0.192022497737
manual,quality,4,mode_entropy,main_function_primary,circulation,8,7,-0.523590234443,-0.562674553649,-0.985063457163,-0.169817410792
manual,quality,4,mode_entropy,main_function_primary,dining,1,1,-0.811278124459,-0.811278124459,,
manual,quality,4,mode_entropy,main_function_primary,empty,2,1,-0.40563906223,-0.40563906223,,
manual,quality,4,mode_entropy,main_function_primary,living,2,2,-0.25,-0.25,-0.5,0
manual,quality,4,mode_entropy,main_function_primary,sleep,6,5,-0.333333333333,-0.4,-0.9,0
manual,quality,4,mode_entropy,main_function_primary,storage,1,1,-1.5,-1.5,,
manual,quality,4,mode_entropy,main_function_primary,unknown,4,4,-0.202819531115,-0.202819531115,-0.608458593344,0
manual,quality,4,mode_entropy,main_function_primary,work,2,2,-0.0943609377705,-0.0943609377705,-0.688721875541,0.5
manual,quality,4,full_by8,floor_boundary,partial,32,10,0.1328125,0.146527777778,0.00488717038526,0.266893977311
manual,quality,4,full_by8,floor_boundary,present,14,10,0.252976190476,0.280555555556,0.108958333333,0.45
manual,quality,4,full_by8,scene_category,储藏与家务辅助,2,2,0.75,0.75,0.5,1
manual,quality,4,full_by8,scene_category,卧室,5,4,0.141666666667,0.213541666667,-0.125,0.75
manual,quality,4,full_by8,scene_category,卫浴,19,8,0.0767543859649,0.0364583333333,-0.102272727273,0.208385416667
manual,quality,4,full_by8,scene_category,厨房与用餐,1,1,0.583333333333,0.583333333333,,
manual,quality,4,full_by8,scene_category,复合／待定,3,3,0.111111111111,0.111111111111,0,0.333333333333
manual,quality,4,full_by8,scene_category,工作与学习,1,1,0,0,,
manual,quality,4,full_by8,scene_category,起居与休闲,2,2,-0.020833333333,-0.020833333333,-0.041666666666,0
manual,quality,4,full_by8,scene_category,通行与连接,13,9,0.25,0.295524691358,0.0946532634033,0.46603219697
manual,quality,4,full_by8,main_function_primary,bathroom,20,9,0.0895833333333,0.0632716049382,-0.0781510416667,0.222222222222
manual,quality,4,full_by8,main_function_primary,circulation,8,7,0.317708333333,0.363095238095,0.0916666666667,0.619047619047
manual,quality,4,full_by8,main_function_primary,dining,1,1,0.583333333333,0.583333333333,,
manual,quality,4,full_by8,main_function_primary,empty,2,1,0.25,0.25,,
manual,quality,4,full_by8,main_function_primary,living,2,2,-0.020833333333,-0.020833333333,-0.041666666666,0
manual,quality,4,full_by8,main_function_primary,sleep,6,5,0.118055555556,0.170833333333,-0.109375,0.6
manual,quality,4,full_by8,main_function_primary,storage,1,1,1,1,,
manual,quality,4,full_by8,main_function_primary,unknown,4,4,0.0416666666668,0.0416666666668,-0.1875,0.3125
manual,quality,4,full_by8,main_function_primary,work,2,2,0.270833333334,0.270833333334,0,0.541666666667
manual,quality,4,core_by19,floor_boundary,partial,32,10,0.149739583333,0.182430555555,0.0176282051282,0.313423216276
manual,quality,4,core_by19,floor_boundary,present,14,10,0.226190476191,0.244444444444,0.0743875915752,0.388913690476
manual,quality,4,core_by19,scene_category,储藏与家务辅助,2,2,0.333333333334,0.333333333334,0.291666666667,0.375
manual,quality,4,core_by19,scene_category,卧室,5,4,0.0916666666666,0.171875,-0.152777777778,0.458333333333
manual,quality,4,core_by19,scene_category,卫浴,19,8,0.129385964912,0.125434027778,-0.0338541666666,0.282905701754
manual,quality,4,core_by19,scene_category,厨房与用餐,1,1,0.208333333333,0.208333333333,,
manual,quality,4,core_by19,scene_category,复合／待定,3,3,0.0138888888887,0.0138888888887,0,0.041666666666
manual,quality,4,core_by19,scene_category,工作与学习,1,1,0.666666666667,0.666666666667,,
manual,quality,4,core_by19,scene_category,起居与休闲,2,2,0.270833333334,0.270833333334,0,0.541666666667
manual,quality,4,core_by19,scene_category,通行与连接,13,9,0.224358974359,0.260030864197,0.0564961080586,0.425925925926
manual,quality,4,core_by19,main_function_primary,bathroom,20,9,0.127083333333,0.117669753086,-0.0208984375002,0.279440359477
manual,quality,4,core_by19,main_function_primary,circulation,8,7,0.3125,0.330357142857,0.113095238095,0.547619047619
manual,quality,4,core_by19,main_function_primary,dining,1,1,0.208333333333,0.208333333333,,
manual,quality,4,core_by19,main_function_primary,empty,2,1,0.145833333334,0.145833333334,,
manual,quality,4,core_by19,main_function_primary,living,2,2,0.270833333334,0.270833333334,0,0.541666666667
manual,quality,4,core_by19,main_function_primary,sleep,6,5,0.0763888888888,0.1375,-0.130952380952,0.366666666666
manual,quality,4,core_by19,main_function_primary,storage,1,1,0.375,0.375,,
manual,quality,4,core_by19,main_function_primary,unknown,4,4,-0.0208333333332,-0.0208333333332,-0.1875,0.125
manual,quality,4,core_by19,main_function_primary,work,2,2,0.5625,0.5625,0.458333333333,0.666666666667
manual,quality,4,core_tail,floor_boundary,partial,32,10,0.122395833333,0.175,0.0269496434937,0.25
manual,quality,4,core_tail,floor_boundary,present,14,10,0.119047619048,0.140972222222,-0.00641025641023,0.253841991342
manual,quality,4,core_tail,scene_category,储藏与家务辅助,2,2,0.5625,0.5625,0.5,0.625
manual,quality,4,core_tail,scene_category,卧室,5,4,-0.025,0.0416666666668,-0.263888888889,0.354166666667
manual,quality,4,core_tail,scene_category,卫浴,19,8,0.118421052631,0.151475694444,0.0330421960073,0.231263020833
manual,quality,4,core_tail,scene_category,厨房与用餐,1,1,0.125,0.125,,
manual,quality,4,core_tail,scene_category,复合／待定,3,3,0.0694444444443,0.0694444444443,-0.083333333334,0.166666666667
manual,quality,4,core_tail,scene_category,工作与学习,1,1,0.25,0.25,,
manual,quality,4,core_tail,scene_category,起居与休闲,2,2,0.0625,0.0625,-0.041666666667,0.166666666667
manual,quality,4,core_tail,scene_category,通行与连接,13,9,0.125,0.14274691358,-0.00761784511782,0.267390046296
manual,quality,4,core_tail,main_function_primary,bathroom,20,9,0.125,0.161651234568,0.0394566696915,0.233333333333
manual,quality,4,core_tail,main_function_primary,circulation,8,7,0.166666666667,0.184523809524,-0.0125347222223,0.359375
manual,quality,4,core_tail,main_function_primary,dining,1,1,0.125,0.125,,
manual,quality,4,core_tail,main_function_primary,empty,2,1,0.270833333333,0.270833333333,,
manual,quality,4,core_tail,main_function_primary,living,2,2,0.0625,0.0625,-0.041666666667,0.166666666667
manual,quality,4,core_tail,main_function_primary,sleep,6,5,-0.0208333333333,0.0333333333334,-0.226190476191,0.291666666667
manual,quality,4,core_tail,main_function_primary,storage,1,1,0.5,0.5,,
manual,quality,4,core_tail,main_function_primary,unknown,4,4,1.38777878078e-17,1.38777878078e-17,-0.270833333334,0.250000000001
manual,quality,4,core_tail,main_function_primary,work,2,2,0.291666666667,0.291666666667,0.25,0.333333333333
manual,quality,4,late_quarter_new,floor_boundary,partial,32,10,-0.263020833333,-0.279722222222,-0.36547754329,-0.135416666667
manual,quality,4,late_quarter_new,floor_boundary,present,14,10,-0.169642857143,-0.169444444444,-0.291666666667,-0.0555288461538
manual,quality,4,late_quarter_new,scene_category,储藏与家务辅助,2,2,-0.3125,-0.3125,-0.416666666667,-0.208333333333
manual,quality,4,late_quarter_new,scene_category,卧室,5,4,-0.25,-0.291666666667,-0.541666666667,-0.0555555555557
manual,quality,4,late_quarter_new,scene_category,卫浴,19,8,-0.344298245614,-0.322482638889,-0.5,-0.147028186275
manual,quality,4,late_quarter_new,scene_category,厨房与用餐,1,1,0,0,,
manual,quality,4,late_quarter_new,scene_category,复合／待定,3,3,-0.0972222222223,-0.0972222222223,-0.291666666667,0
manual,quality,4,late_quarter_new,scene_category,工作与学习,1,1,0.666666666667,0.666666666667,,
manual,quality,4,late_quarter_new,scene_category,起居与休闲,2,2,-0.208333333333,-0.208333333333,-0.458333333333,0.041666666667
manual,quality,4,late_quarter_new,scene_category,通行与连接,13,9,-0.179487179487,-0.183641975309,-0.314450757576,-0.0681818181819
manual,quality,4,late_quarter_new,main_function_primary,bathroom,20,9,-0.339583333333,-0.292824074074,-0.458333333333,-0.181543242297
manual,quality,4,late_quarter_new,main_function_primary,circulation,8,7,-0.255208333333,-0.247023809524,-0.422619047619,-0.0952380952383
manual,quality,4,late_quarter_new,main_function_primary,dining,1,1,0,0,,
manual,quality,4,late_quarter_new,main_function_primary,empty,2,1,-0.104166666666,-0.104166666666,,
manual,quality,4,late_quarter_new,main_function_primary,living,2,2,-0.208333333333,-0.208333333333,-0.458333333333,0.041666666667
manual,quality,4,late_quarter_new,main_function_primary,sleep,6,5,-0.208333333334,-0.233333333334,-0.433333333334,-0.0277777777778
manual,quality,4,late_quarter_new,main_function_primary,storage,1,1,-0.416666666667,-0.416666666667,,
manual,quality,4,late_quarter_new,main_function_primary,unknown,4,4,-0.0625,-0.0625,-0.1875,0
manual,quality,4,late_quarter_new,main_function_primary,work,2,2,0.291666666667,0.291666666667,-0.083333333333,0.666666666667
manual,quality,4,heldout_geometry_coverage,floor_boundary,partial,32,10,0.125,0.0916666666667,0.0227272727273,0.19696969697
manual,quality,4,heldout_geometry_coverage,floor_boundary,present,14,10,0.107142857143,0.0833333333333,0,0.222222222222
manual,quality,4,heldout_geometry_coverage,scene_category,储藏与家务辅助,2,2,0,0,0,0
manual,quality,4,heldout_geometry_coverage,scene_category,卧室,5,4,0.1,0.125,0,0.375
manual,quality,4,heldout_geometry_coverage,scene_category,卫浴,19,8,0.157894736842,0.109375,0.05,0.22
manual,quality,4,heldout_geometry_coverage,scene_category,厨房与用餐,1,1,0,0,,
manual,quality,4,heldout_geometry_coverage,scene_category,复合／待定,3,3,0,0,0,0
manual,quality,4,heldout_geometry_coverage,scene_category,工作与学习,1,1,0.5,0.5,,
manual,quality,4,heldout_geometry_coverage,scene_category,起居与休闲,2,2,0,0,0,0
manual,quality,4,heldout_geometry_coverage,scene_category,通行与连接,13,9,0.115384615385,0.12037037037,-0.0502205882353,0.281361607143
manual,quality,4,heldout_geometry_coverage,main_function_primary,bathroom,20,9,0.175,0.106481481481,0.0666666666667,0.238095238095
manual,quality,4,heldout_geometry_coverage,main_function_primary,circulation,8,7,0.0625,0.0714285714286,0,0.214285714286
manual,quality,4,heldout_geometry_coverage,main_function_primary,dining,1,1,0,0,,
manual,quality,4,heldout_geometry_coverage,main_function_primary,empty,2,1,0,0,,
manual,quality,4,heldout_geometry_coverage,main_function_primary,living,2,2,0,0,0,0
manual,quality,4,heldout_geometry_coverage,main_function_primary,sleep,6,5,0,0,-0.25,0.25
manual,quality,4,heldout_geometry_coverage,main_function_primary,storage,1,1,0,0,,
manual,quality,4,heldout_geometry_coverage,main_function_primary,unknown,4,4,0,0,0,0
manual,quality,4,heldout_geometry_coverage,main_function_primary,work,2,2,0.75,0.75,0.5,1
manual,quality,6,point_count_disagreement,floor_boundary,partial,32,10,-0.0729166666666,-0.150111111111,-0.203065656566,0.0115193965518
manual,quality,6,point_count_disagreement,floor_boundary,present,14,10,-0.0904761904761,-0.0899999999999,-0.245650154799,0.0844761904762
manual,quality,6,point_count_disagreement,scene_category,储藏与家务辅助,2,2,-0.333333333333,-0.333333333333,-0.333333333333,-0.333333333333
manual,quality,6,point_count_disagreement,scene_category,卧室,5,4,-0.0399999999998,-0.0499999999998,-0.216666666666,0.0800000000004
manual,quality,6,point_count_disagreement,scene_category,卫浴,19,8,-0.0877192982456,-0.0916666666667,-0.239235294118,0.0222222222222
manual,quality,6,point_count_disagreement,scene_category,厨房与用餐,1,1,0,0,,
manual,quality,6,point_count_disagreement,scene_category,复合／待定,3,3,-0.266666666667,-0.266666666667,-0.8,0
manual,quality,6,point_count_disagreement,scene_category,工作与学习,1,1,0,0,,
manual,quality,6,point_count_disagreement,scene_category,起居与休闲,2,2,0.1,0.1,-0.2,0.4
manual,quality,6,point_count_disagreement,scene_category,通行与连接,13,9,-0.0358974358972,-0.0259259259257,-0.238596491228,0.183333333334
manual,quality,6,point_count_disagreement,main_function_primary,bathroom,20,9,-0.0966666666666,-0.133333333333,-0.244444444444,0.0115984654732
manual,quality,6,point_count_disagreement,main_function_primary,circulation,8,7,-0.116666666667,-0.0857142857141,-0.325,0.171428571429
manual,quality,6,point_count_disagreement,main_function_primary,dining,1,1,0,0,,
manual,quality,6,point_count_disagreement,main_function_primary,empty,2,1,-0.166666666667,-0.166666666667,,
manual,quality,6,point_count_disagreement,main_function_primary,living,2,2,0.1,0.1,-0.2,0.4
manual,quality,6,point_count_disagreement,main_function_primary,sleep,6,5,0.0111111111113,0.0133333333336,-0.166666666667,0.16
manual,quality,6,point_count_disagreement,main_function_primary,storage,1,1,-0.333333333333,-0.333333333333,,
manual,quality,6,point_count_disagreement,main_function_primary,unknown,4,4,0,0,0,0
manual,quality,6,point_count_disagreement,main_function_primary,work,2,2,-0.166666666667,-0.166666666667,-0.333333333333,0
manual,quality,6,singleton_share,floor_boundary,partial,32,10,-0.0989583333335,-0.0941666666668,-0.180555555556,-0.0055510752689
manual,quality,6,singleton_share,floor_boundary,present,14,10,-0.178571428571,-0.152777777778,-0.347271825397,-2.08166817117e-18
manual,quality,6,singleton_share,scene_category,储藏与家务辅助,2,2,-0.166666666667,-0.166666666667,-0.166666666667,-0.166666666667
manual,quality,6,singleton_share,scene_category,卧室,5,4,-0.0666666666668,-0.0625000000001,-0.125,0
manual,quality,6,singleton_share,scene_category,卫浴,19,8,-0.166666666667,-0.111111111111,-0.260895445135,-0.0301864801865
manual,quality,6,singleton_share,scene_category,厨房与用餐,1,1,0,0,,
manual,quality,6,singleton_share,scene_category,复合／待定,3,3,-0.0555555555557,-0.0555555555557,-0.166666666667,0
manual,quality,6,singleton_share,scene_category,工作与学习,1,1,0,0,,
manual,quality,6,singleton_share,scene_category,起居与休闲,2,2,0.083333333333,0.083333333333,-0.166666666667,0.333333333333
manual,quality,6,singleton_share,scene_category,通行与连接,13,9,-0.141025641026,-0.123456790123,-0.35294117647,0.0694444444445
manual,quality,6,singleton_share,main_function_primary,bathroom,20,9,-0.15,-0.0956790123458,-0.217391304348,-0.0256410256413
manual,quality,6,singleton_share,main_function_primary,circulation,8,7,-0.229166666666,-0.202380952381,-0.458449074074,1.42846052447e-13
manual,quality,6,singleton_share,main_function_primary,dining,1,1,0,0,,
manual,quality,6,singleton_share,main_function_primary,empty,2,1,-0.0833333333335,-0.0833333333335,,
manual,quality,6,singleton_share,main_function_primary,living,2,2,0.083333333333,0.083333333333,-0.166666666667,0.333333333333
manual,quality,6,singleton_share,main_function_primary,sleep,6,5,0.0277777777777,0.0499999999999,-0.1,0.266666666667
manual,quality,6,singleton_share,main_function_primary,storage,1,1,-0.166666666667,-0.166666666667,,
manual,quality,6,singleton_share,main_function_primary,unknown,4,4,-0.0833333333335,-0.0833333333335,-0.166666666667,0
manual,quality,6,singleton_share,main_function_primary,work,2,2,-0.25,-0.25,-0.5,0
manual,quality,6,mode_entropy,floor_boundary,partial,32,10,-0.397888154371,-0.367392206083,-0.611496712141,-0.174485751111
manual,quality,6,mode_entropy,floor_boundary,present,14,10,-0.438023660946,-0.452845615305,-0.712068401488,-0.13352996213
manual,quality,6,mode_entropy,scene_category,储藏与家务辅助,2,2,-1.45914791703,-1.45914791703,-1.45914791703,-1.45914791703
manual,quality,6,mode_entropy,scene_category,卧室,5,4,-0.583659166812,-0.547180468886,-1.09436093777,0
manual,quality,6,mode_entropy,scene_category,卫浴,19,8,-0.4187675755,-0.324390705908,-0.654408989123,-0.165082925373
manual,quality,6,mode_entropy,scene_category,厨房与用餐,1,1,-1,-1,,
manual,quality,6,mode_entropy,scene_category,复合／待定,3,3,-0.153049305677,-0.153049305677,-0.45914791703,0
manual,quality,6,mode_entropy,scene_category,工作与学习,1,1,0,0,,
manual,quality,6,mode_entropy,scene_category,起居与休闲,2,2,0.634136706201,0.634136706201,0.12581458369,1.14245882871
manual,quality,6,mode_entropy,scene_category,通行与连接,13,9,-0.37543862199,-0.408118623428,-0.747074808736,0.00705920729283
manual,quality,6,mode_entropy,main_function_primary,bathroom,20,9,-0.365328075643,-0.287142480791,-0.528774439751,-0.133455367049
manual,quality,6,mode_entropy,main_function_primary,circulation,8,7,-0.485087760732,-0.473970684858,-0.882348810143,-0.05388987925
manual,quality,6,mode_entropy,main_function_primary,dining,1,1,-1,-1,,
manual,quality,6,mode_entropy,main_function_primary,empty,2,1,-0.729573958515,-0.729573958515,,
manual,quality,6,mode_entropy,main_function_primary,living,2,2,0.634136706201,0.634136706201,0.12581458369,1.14245882871
manual,quality,6,mode_entropy,main_function_primary,sleep,6,5,-0.354302430617,-0.279248125037,-0.876400717666,0.316992500144
manual,quality,6,mode_entropy,main_function_primary,storage,1,1,-1.45914791703,-1.45914791703,,
manual,quality,6,mode_entropy,main_function_primary,unknown,4,4,-0.52729258467,-0.52729258467,-0.769349726948,-0.162505605412
manual,quality,6,mode_entropy,main_function_primary,work,2,2,-0.39624062518,-0.39624062518,-0.79248125036,0
manual,quality,6,full_by8,floor_boundary,partial,32,10,0.141927083333,0.112291666667,0.0195640756302,0.240745772947
manual,quality,6,full_by8,floor_boundary,present,14,10,0.199404761905,0.189583333333,0.0681699810606,0.315104166667
manual,quality,6,full_by8,scene_category,储藏与家务辅助,2,2,0.770833333334,0.770833333334,0.666666666667,0.875
manual,quality,6,full_by8,scene_category,卧室,5,4,0.308333333333,0.291666666667,0,0.59375
manual,quality,6,full_by8,scene_category,卫浴,19,8,0.135964912281,0.0920138888888,-0.0139093137257,0.270833333333
manual,quality,6,full_by8,scene_category,厨房与用餐,1,1,0.666666666667,0.666666666667,,
manual,quality,6,full_by8,scene_category,复合／待定,3,3,0.0694444444443,0.0694444444443,0,0.208333333333
manual,quality,6,full_by8,scene_category,工作与学习,1,1,-0.083333333333,-0.083333333333,,
manual,quality,6,full_by8,scene_category,起居与休闲,2,2,-0.4375,-0.4375,-0.458333333333,-0.416666666667
manual,quality,6,full_by8,scene_category,通行与连接,13,9,0.134615384615,0.122685185185,-0.094696969697,0.321428571429
manual,quality,6,full_by8,main_function_primary,bathroom,20,9,0.0979166666665,0.0632716049381,-0.0196384803923,0.185195707071
manual,quality,6,full_by8,main_function_primary,circulation,8,7,0.1875,0.175595238095,0.0714285714284,0.279166666667
manual,quality,6,full_by8,main_function_primary,dining,1,1,0.666666666667,0.666666666667,,
manual,quality,6,full_by8,main_function_primary,empty,2,1,0.333333333334,0.333333333334,,
manual,quality,6,full_by8,main_function_primary,living,2,2,-0.4375,-0.4375,-0.458333333333,-0.416666666667
manual,quality,6,full_by8,main_function_primary,sleep,6,5,0.173611111111,0.133333333333,-0.2,0.475104166667
manual,quality,6,full_by8,main_function_primary,storage,1,1,0.875,0.875,,
manual,quality,6,full_by8,main_function_primary,unknown,4,4,0.25,0.25,0.0625,0.46875
manual,quality,6,full_by8,main_function_primary,work,2,2,0.25,0.25,-0.083333333333,0.583333333333
manual,quality,6,core_by19,floor_boundary,partial,32,10,0.119791666667,0.0820833333334,-0.0400416666667,0.241666666667
manual,quality,6,core_by19,floor_boundary,present,14,10,0.178571428571,0.188888888889,0.0572916666666,0.302112268519
manual,quality,6,core_by19,scene_category,储藏与家务辅助,2,2,0.541666666667,0.541666666667,0.541666666667,0.541666666667
manual,quality,6,core_by19,scene_category,卧室,5,4,0.283333333334,0.270833333334,0.041666666667,0.520833333334
