cohort,experiment,scope,metric,model,repeat,left_buildings,right_buildings,status,workers,ari,edit_rho,time_rho,quality_rho,location_rho,missing_rho,extra_rho
all26,triad,all,ospa60,triad2,62,7y3sRwLe3Va|B6ByNegPMKs|Z6MFQCViBuw|e9zR4mvMWw7|rPc6DW4iMge|yqstnuAEVhm,UwV83HsGsw3|X7HyMhZNoso|b8cTxDM8gDG|q9vSo1VnCiC|uNb9QFRL6hY|wc2JMjhGNzB,usable,19,0.5916561314791403,0.40877192982456134,0.9333333333333333,0.4964912280701754,,,
all26,triad,all,ospa60,triad3,62,7y3sRwLe3Va|B6ByNegPMKs|Z6MFQCViBuw|e9zR4mvMWw7|rPc6DW4iMge|yqstnuAEVhm,UwV83HsGsw3|X7HyMhZNoso|b8cTxDM8gDG|q9vSo1VnCiC|uNb9QFRL6hY|wc2JMjhGNzB,usable,19,0.15996315627878413,0.40877192982456134,0.9333333333333333,0.4964912280701754,,,
all26,triad,all,ospa60,quality2,63,7y3sRwLe3Va|UwV83HsGsw3|b8cTxDM8gDG|e9zR4mvMWw7|q9vSo1VnCiC|uNb9QFRL6hY,B6ByNegPMKs|X7HyMhZNoso|Z6MFQCViBuw|rPc6DW4iMge|wc2JMjhGNzB|yqstnuAEVhm,usable,19,0.3697788697788698,0.8,0.9192982456140351,0.6087719298245614,,,
all26,triad,all,ospa60,edit_quality2,63,7y3sRwLe3Va|UwV83HsGsw3|b8cTxDM8gDG|e9zR4mvMWw7|q9vSo1VnCiC|uNb9QFRL6hY,B6ByNegPMKs|X7HyMhZNoso|Z6MFQCViBuw|rPc6DW4iMge|wc2JMjhGNzB|yqstnuAEVhm,usable,19,1.0,0.8,0.9192982456140351,0.6087719298245614,,,
all26,triad,all,ospa60,time_quality2,63,7y3sRwLe3Va|UwV83HsGsw3|b8cTxDM8gDG|e9zR4mvMWw7|q9vSo1VnCiC|uNb9QFRL6hY,B6ByNegPMKs|X7HyMhZNoso|Z6MFQCViBuw|rPc6DW4iMge|wc2JMjhGNzB|yqstnuAEVhm,usable,19,0.002386634844868803,0.8,0.9192982456140351,0.6087719298245614,,,
all26,triad,all,ospa60,triad2,63,7y3sRwLe3Va|UwV83HsGsw3|b8cTxDM8gDG|e9zR4mvMWw7|q9vSo1VnCiC|uNb9QFRL6hY,B6ByNegPMKs|X7HyMhZNoso|Z6MFQCViBuw|rPc6DW4iMge|wc2JMjhGNzB|yqstnuAEVhm,usable,19,1.0,0.8,0.9192982456140351,0.6087719298245614,,,
all26,triad,all,ospa60,triad3,63,7y3sRwLe3Va|UwV83HsGsw3|b8cTxDM8gDG|e9zR4mvMWw7|q9vSo1VnCiC|uNb9QFRL6hY,B6ByNegPMKs|X7HyMhZNoso|Z6MFQCViBuw|rPc6DW4iMge|wc2JMjhGNzB|yqstnuAEVhm,usable,19,0.6578947368421053,0.8,0.9192982456140351,0.6087719298245614,,,
all26,triad,all,ospa60,quality2,64,7y3sRwLe3Va|B6ByNegPMKs|b8cTxDM8gDG|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY,UwV83HsGsw3|X7HyMhZNoso|Z6MFQCViBuw|e9zR4mvMWw7|wc2JMjhGNzB|yqstnuAEVhm,usable,19,0.5076219512195123,0.6508771929824562,0.9403508771929823,0.5210526315789473,,,
all26,triad,all,ospa60,edit_quality2,64,7y3sRwLe3Va|B6ByNegPMKs|b8cTxDM8gDG|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY,UwV83HsGsw3|X7HyMhZNoso|Z6MFQCViBuw|e9zR4mvMWw7|wc2JMjhGNzB|yqstnuAEVhm,usable,19,0.5916561314791403,0.6508771929824562,0.9403508771929823,0.5210526315789473,,,
all26,triad,all,ospa60,time_quality2,64,7y3sRwLe3Va|B6ByNegPMKs|b8cTxDM8gDG|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY,UwV83HsGsw3|X7HyMhZNoso|Z6MFQCViBuw|e9zR4mvMWw7|wc2JMjhGNzB|yqstnuAEVhm,usable,19,0.002386634844868803,0.6508771929824562,0.9403508771929823,0.5210526315789473,,,
all26,triad,all,ospa60,triad2,64,7y3sRwLe3Va|B6ByNegPMKs|b8cTxDM8gDG|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY,UwV83HsGsw3|X7HyMhZNoso|Z6MFQCViBuw|e9zR4mvMWw7|wc2JMjhGNzB|yqstnuAEVhm,usable,19,1.0,0.6508771929824562,0.9403508771929823,0.5210526315789473,,,
all26,triad,all,ospa60,triad3,64,7y3sRwLe3Va|B6ByNegPMKs|b8cTxDM8gDG|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY,UwV83HsGsw3|X7HyMhZNoso|Z6MFQCViBuw|e9zR4mvMWw7|wc2JMjhGNzB|yqstnuAEVhm,usable,19,0.43103448275862066,0.6508771929824562,0.9403508771929823,0.5210526315789473,,,
all26,triad,all,ospa60,quality2,65,Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|q9vSo1VnCiC|uNb9QFRL6hY|wc2JMjhGNzB,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|rPc6DW4iMge|yqstnuAEVhm,usable,12,0.0,0.49650349650349657,0.8321678321678322,0.5874125874125874,,,
all26,triad,all,ospa60,edit_quality2,65,Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|q9vSo1VnCiC|uNb9QFRL6hY|wc2JMjhGNzB,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|rPc6DW4iMge|yqstnuAEVhm,usable,12,0.5479452054794519,0.49650349650349657,0.8321678321678322,0.5874125874125874,,,
all26,triad,all,ospa60,time_quality2,65,Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|q9vSo1VnCiC|uNb9QFRL6hY|wc2JMjhGNzB,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|rPc6DW4iMge|yqstnuAEVhm,usable,12,1.0,0.49650349650349657,0.8321678321678322,0.5874125874125874,,,
all26,triad,all,ospa60,triad2,65,Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|q9vSo1VnCiC|uNb9QFRL6hY|wc2JMjhGNzB,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|rPc6DW4iMge|yqstnuAEVhm,unavailable_classification,12,,,,,,,
all26,triad,all,ospa60,triad3,65,Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|q9vSo1VnCiC|uNb9QFRL6hY|wc2JMjhGNzB,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|X7HyMhZNoso|rPc6DW4iMge|yqstnuAEVhm,unavailable_classification,12,,,,,,,
all26,triad,all,ospa60,quality2,66,B6ByNegPMKs|UwV83HsGsw3|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|wc2JMjhGNzB,7y3sRwLe3Va|X7HyMhZNoso|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|yqstnuAEVhm,usable,16,0.3478260869565218,0.7441176470588236,0.95,0.34705882352941175,,,
all26,triad,all,ospa60,edit_quality2,66,B6ByNegPMKs|UwV83HsGsw3|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|wc2JMjhGNzB,7y3sRwLe3Va|X7HyMhZNoso|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|yqstnuAEVhm,usable,16,1.0,0.7441176470588236,0.95,0.34705882352941175,,,
all26,triad,all,ospa60,time_quality2,66,B6ByNegPMKs|UwV83HsGsw3|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|wc2JMjhGNzB,7y3sRwLe3Va|X7HyMhZNoso|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|yqstnuAEVhm,usable,16,-0.06666666666666667,0.7441176470588236,0.95,0.34705882352941175,,,
all26,triad,all,ospa60,triad2,66,B6ByNegPMKs|UwV83HsGsw3|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|wc2JMjhGNzB,7y3sRwLe3Va|X7HyMhZNoso|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|yqstnuAEVhm,usable,16,1.0,0.7441176470588236,0.95,0.34705882352941175,,,
all26,triad,all,ospa60,triad3,66,B6ByNegPMKs|UwV83HsGsw3|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|wc2JMjhGNzB,7y3sRwLe3Va|X7HyMhZNoso|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|yqstnuAEVhm,usable,16,0.569377990430622,0.7441176470588236,0.95,0.34705882352941175,,,
all26,triad,all,ospa60,quality2,67,7y3sRwLe3Va|B6ByNegPMKs|X7HyMhZNoso|Z6MFQCViBuw|rPc6DW4iMge|wc2JMjhGNzB,UwV83HsGsw3|b8cTxDM8gDG|e9zR4mvMWw7|q9vSo1VnCiC|uNb9QFRL6hY|yqstnuAEVhm,usable,19,0.5916561314791403,0.8175438596491227,0.9473684210526316,0.6421052631578947,,,
all26,triad,all,ospa60,edit_quality2,67,7y3sRwLe3Va|B6ByNegPMKs|X7HyMhZNoso|Z6MFQCViBuw|rPc6DW4iMge|wc2JMjhGNzB,UwV83HsGsw3|b8cTxDM8gDG|e9zR4mvMWw7|q9vSo1VnCiC|uNb9QFRL6hY|yqstnuAEVhm,usable,19,1.0,0.8175438596491227,0.9473684210526316,0.6421052631578947,,,
all26,triad,all,ospa60,time_quality2,67,7y3sRwLe3Va|B6ByNegPMKs|X7HyMhZNoso|Z6MFQCViBuw|rPc6DW4iMge|wc2JMjhGNzB,UwV83HsGsw3|b8cTxDM8gDG|e9zR4mvMWw7|q9vSo1VnCiC|uNb9QFRL6hY|yqstnuAEVhm,usable,19,0.7888888888888889,0.8175438596491227,0.9473684210526316,0.6421052631578947,,,
all26,triad,all,ospa60,triad2,67,7y3sRwLe3Va|B6ByNegPMKs|X7HyMhZNoso|Z6MFQCViBuw|rPc6DW4iMge|wc2JMjhGNzB,UwV83HsGsw3|b8cTxDM8gDG|e9zR4mvMWw7|q9vSo1VnCiC|uNb9QFRL6hY|yqstnuAEVhm,usable,19,1.0,0.8175438596491227,0.9473684210526316,0.6421052631578947,,,
all26,triad,all,ospa60,triad3,67,7y3sRwLe3Va|B6ByNegPMKs|X7HyMhZNoso|Z6MFQCViBuw|rPc6DW4iMge|wc2JMjhGNzB,UwV83HsGsw3|b8cTxDM8gDG|e9zR4mvMWw7|q9vSo1VnCiC|uNb9QFRL6hY|yqstnuAEVhm,usable,19,0.29651074203870187,0.8175438596491227,0.9473684210526316,0.6421052631578947,,,
all26,triad,all,ospa60,quality2,68,7y3sRwLe3Va|B6ByNegPMKs|Z6MFQCViBuw|e9zR4mvMWw7|wc2JMjhGNzB|yqstnuAEVhm,UwV83HsGsw3|X7HyMhZNoso|b8cTxDM8gDG|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY,usable,15,0.3354430379746836,0.5821428571428571,0.9249999999999998,0.22142857142857136,,,
all26,triad,all,ospa60,edit_quality2,68,7y3sRwLe3Va|B6ByNegPMKs|Z6MFQCViBuw|e9zR4mvMWw7|wc2JMjhGNzB|yqstnuAEVhm,UwV83HsGsw3|X7HyMhZNoso|b8cTxDM8gDG|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY,usable,15,1.0,0.5821428571428571,0.9249999999999998,0.22142857142857136,,,
all26,triad,all,ospa60,time_quality2,68,7y3sRwLe3Va|B6ByNegPMKs|Z6MFQCViBuw|e9zR4mvMWw7|wc2JMjhGNzB|yqstnuAEVhm,UwV83HsGsw3|X7HyMhZNoso|b8cTxDM8gDG|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY,usable,15,-0.09293680297397763,0.5821428571428571,0.9249999999999998,0.22142857142857136,,,
all26,triad,all,ospa60,triad2,68,7y3sRwLe3Va|B6ByNegPMKs|Z6MFQCViBuw|e9zR4mvMWw7|wc2JMjhGNzB|yqstnuAEVhm,UwV83HsGsw3|X7HyMhZNoso|b8cTxDM8gDG|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY,usable,15,1.0,0.5821428571428571,0.9249999999999998,0.22142857142857136,,,
all26,triad,all,ospa60,triad3,68,7y3sRwLe3Va|B6ByNegPMKs|Z6MFQCViBuw|e9zR4mvMWw7|wc2JMjhGNzB|yqstnuAEVhm,UwV83HsGsw3|X7HyMhZNoso|b8cTxDM8gDG|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY,usable,15,0.41709844559585496,0.5821428571428571,0.9249999999999998,0.22142857142857136,,,
all26,triad,all,ospa60,quality2,69,7y3sRwLe3Va|UwV83HsGsw3|X7HyMhZNoso|Z6MFQCViBuw|q9vSo1VnCiC|rPc6DW4iMge,B6ByNegPMKs|b8cTxDM8gDG|e9zR4mvMWw7|uNb9QFRL6hY|wc2JMjhGNzB|yqstnuAEVhm,usable,16,0.09240924092409232,0.8323529411764706,0.8970588235294116,0.39999999999999997,,,
all26,triad,all,ospa60,edit_quality2,69,7y3sRwLe3Va|UwV83HsGsw3|X7HyMhZNoso|Z6MFQCViBuw|q9vSo1VnCiC|rPc6DW4iMge,B6ByNegPMKs|b8cTxDM8gDG|e9zR4mvMWw7|uNb9QFRL6hY|wc2JMjhGNzB|yqstnuAEVhm,usable,16,1.0,0.8323529411764706,0.8970588235294116,0.39999999999999997,,,
all26,triad,all,ospa60,time_quality2,69,7y3sRwLe3Va|UwV83HsGsw3|X7HyMhZNoso|Z6MFQCViBuw|q9vSo1VnCiC|rPc6DW4iMge,B6ByNegPMKs|b8cTxDM8gDG|e9zR4mvMWw7|uNb9QFRL6hY|wc2JMjhGNzB|yqstnuAEVhm,usable,16,-0.02272727272727282,0.8323529411764706,0.8970588235294116,0.39999999999999997,,,
all26,triad,all,ospa60,triad2,69,7y3sRwLe3Va|UwV83HsGsw3|X7HyMhZNoso|Z6MFQCViBuw|q9vSo1VnCiC|rPc6DW4iMge,B6ByNegPMKs|b8cTxDM8gDG|e9zR4mvMWw7|uNb9QFRL6hY|wc2JMjhGNzB|yqstnuAEVhm,usable,16,1.0,0.8323529411764706,0.8970588235294116,0.39999999999999997,,,
all26,triad,all,ospa60,triad3,69,7y3sRwLe3Va|UwV83HsGsw3|X7HyMhZNoso|Z6MFQCViBuw|q9vSo1VnCiC|rPc6DW4iMge,B6ByNegPMKs|b8cTxDM8gDG|e9zR4mvMWw7|uNb9QFRL6hY|wc2JMjhGNzB|yqstnuAEVhm,usable,16,0.5852534562211982,0.8323529411764706,0.8970588235294116,0.39999999999999997,,,
all26,triad,all,ospa60,quality2,70,B6ByNegPMKs|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|q9vSo1VnCiC|wc2JMjhGNzB,7y3sRwLe3Va|UwV83HsGsw3|X7HyMhZNoso|rPc6DW4iMge|uNb9QFRL6hY|yqstnuAEVhm,usable,12,0.3103448275862069,0.6153846153846154,0.965034965034965,0.3216783216783217,,,
all26,triad,all,ospa60,edit_quality2,70,B6ByNegPMKs|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|q9vSo1VnCiC|wc2JMjhGNzB,7y3sRwLe3Va|UwV83HsGsw3|X7HyMhZNoso|rPc6DW4iMge|uNb9QFRL6hY|yqstnuAEVhm,unavailable_classification,12,,,,,,,
all26,triad,all,ospa60,time_quality2,70,B6ByNegPMKs|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|q9vSo1VnCiC|wc2JMjhGNzB,7y3sRwLe3Va|UwV83HsGsw3|X7HyMhZNoso|rPc6DW4iMge|uNb9QFRL6hY|yqstnuAEVhm,usable,12,0.06796116504854376,0.6153846153846154,0.965034965034965,0.3216783216783217,,,
all26,triad,all,ospa60,triad2,70,B6ByNegPMKs|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|q9vSo1VnCiC|wc2JMjhGNzB,7y3sRwLe3Va|UwV83HsGsw3|X7HyMhZNoso|rPc6DW4iMge|uNb9QFRL6hY|yqstnuAEVhm,unavailable_classification,12,,,,,,,
all26,triad,all,ospa60,triad3,70,B6ByNegPMKs|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|q9vSo1VnCiC|wc2JMjhGNzB,7y3sRwLe3Va|UwV83HsGsw3|X7HyMhZNoso|rPc6DW4iMge|uNb9QFRL6hY|yqstnuAEVhm,unavailable_classification,12,,,,,,,
all26,triad,all,ospa60,quality2,71,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|b8cTxDM8gDG|e9zR4mvMWw7|yqstnuAEVhm,X7HyMhZNoso|Z6MFQCViBuw|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB,usable,20,0.4643449419568823,0.5097744360902255,0.9473684210526315,0.5654135338345864,,,
all26,triad,all,ospa60,edit_quality2,71,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|b8cTxDM8gDG|e9zR4mvMWw7|yqstnuAEVhm,X7HyMhZNoso|Z6MFQCViBuw|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB,usable,20,1.0,0.5097744360902255,0.9473684210526315,0.5654135338345864,,,
all26,triad,all,ospa60,time_quality2,71,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|b8cTxDM8gDG|e9zR4mvMWw7|yqstnuAEVhm,X7HyMhZNoso|Z6MFQCViBuw|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB,usable,20,0.21917808219178084,0.5097744360902255,0.9473684210526315,0.5654135338345864,,,
all26,triad,all,ospa60,triad2,71,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|b8cTxDM8gDG|e9zR4mvMWw7|yqstnuAEVhm,X7HyMhZNoso|Z6MFQCViBuw|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB,usable,20,1.0,0.5097744360902255,0.9473684210526315,0.5654135338345864,,,
all26,triad,all,ospa60,triad3,71,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|b8cTxDM8gDG|e9zR4mvMWw7|yqstnuAEVhm,X7HyMhZNoso|Z6MFQCViBuw|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB,usable,20,0.6675415573053369,0.5097744360902255,0.9473684210526315,0.5654135338345864,,,
all26,triad,all,ospa60,quality2,72,B6ByNegPMKs|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|yqstnuAEVhm,7y3sRwLe3Va|UwV83HsGsw3|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7,usable,20,0.3675760344602533,0.6360902255639098,0.9112781954887217,0.5654135338345864,,,
all26,triad,all,ospa60,edit_quality2,72,B6ByNegPMKs|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|yqstnuAEVhm,7y3sRwLe3Va|UwV83HsGsw3|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7,usable,20,0.21435659940456497,0.6360902255639098,0.9112781954887217,0.5654135338345864,,,
all26,triad,all,ospa60,time_quality2,72,B6ByNegPMKs|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|yqstnuAEVhm,7y3sRwLe3Va|UwV83HsGsw3|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7,usable,20,0.5175624206517139,0.6360902255639098,0.9112781954887217,0.5654135338345864,,,
all26,triad,all,ospa60,triad2,72,B6ByNegPMKs|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|yqstnuAEVhm,7y3sRwLe3Va|UwV83HsGsw3|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7,usable,20,0.4327362135581313,0.6360902255639098,0.9112781954887217,0.5654135338345864,,,
all26,triad,all,ospa60,triad3,72,B6ByNegPMKs|q9vSo1VnCiC|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|yqstnuAEVhm,7y3sRwLe3Va|UwV83HsGsw3|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7,usable,20,0.28074245939675174,0.6360902255639098,0.9112781954887217,0.5654135338345864,,,
all26,triad,all,ospa60,quality2,73,7y3sRwLe3Va|UwV83HsGsw3|q9vSo1VnCiC|rPc6DW4iMge|wc2JMjhGNzB|yqstnuAEVhm,B6ByNegPMKs|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|uNb9QFRL6hY,usable,19,0.41613316261203587,0.6508771929824562,0.9192982456140351,0.5982456140350877,,,
all26,triad,all,ospa60,edit_quality2,73,7y3sRwLe3Va|UwV83HsGsw3|q9vSo1VnCiC|rPc6DW4iMge|wc2JMjhGNzB|yqstnuAEVhm,B6ByNegPMKs|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|uNb9QFRL6hY,usable,19,0.19165316045380879,0.6508771929824562,0.9192982456140351,0.5982456140350877,,,
all26,triad,all,ospa60,time_quality2,73,7y3sRwLe3Va|UwV83HsGsw3|q9vSo1VnCiC|rPc6DW4iMge|wc2JMjhGNzB|yqstnuAEVhm,B6ByNegPMKs|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|uNb9QFRL6hY,usable,19,0.09252959586338276,0.6508771929824562,0.9192982456140351,0.5982456140350877,,,
all26,triad,all,ospa60,triad2,73,7y3sRwLe3Va|UwV83HsGsw3|q9vSo1VnCiC|rPc6DW4iMge|wc2JMjhGNzB|yqstnuAEVhm,B6ByNegPMKs|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|uNb9QFRL6hY,usable,19,0.5916561314791403,0.6508771929824562,0.9192982456140351,0.5982456140350877,,,
all26,triad,all,ospa60,triad3,73,7y3sRwLe3Va|UwV83HsGsw3|q9vSo1VnCiC|rPc6DW4iMge|wc2JMjhGNzB|yqstnuAEVhm,B6ByNegPMKs|X7HyMhZNoso|Z6MFQCViBuw|b8cTxDM8gDG|e9zR4mvMWw7|uNb9QFRL6hY,usable,19,0.553730426773104,0.6508771929824562,0.9192982456140351,0.5982456140350877,,,
all26,triad,all,ospa60,quality2,74,UwV83HsGsw3|X7HyMhZNoso|Z6MFQCViBuw|q9vSo1VnCiC|rPc6DW4iMge|wc2JMjhGNzB,7y3sRwLe3Va|B6ByNegPMKs|b8cTxDM8gDG|e9zR4mvMWw7|uNb9QFRL6hY|yqstnuAEVhm,usable,19,-0.08091024020227569,0.6526315789473683,0.9421052631578948,0.6052631578947367,,,
all26,triad,all,ospa60,edit_quality2,74,UwV83HsGsw3|X7HyMhZNoso|Z6MFQCViBuw|q9vSo1VnCiC|rPc6DW4iMge|wc2JMjhGNzB,7y3sRwLe3Va|B6ByNegPMKs|b8cTxDM8gDG|e9zR4mvMWw7|uNb9QFRL6hY|yqstnuAEVhm,usable,19,1.0,0.6526315789473683,0.9421052631578948,0.6052631578947367,,,
all26,triad,all,ospa60,time_quality2,74,UwV83HsGsw3|X7HyMhZNoso|Z6MFQCViBuw|q9vSo1VnCiC|rPc6DW4iMge|wc2JMjhGNzB,7y3sRwLe3Va|B6ByNegPMKs|b8cTxDM8gDG|e9zR4mvMWw7|uNb9QFRL6hY|yqstnuAEVhm,usable,19,0.18902439024390238,0.6526315789473683,0.9421052631578948,0.6052631578947367,,,
all26,triad,all,ospa60,triad2,74,UwV83HsGsw3|X7HyMhZNoso|Z6MFQCViBuw|q9vSo1VnCiC|rPc6DW4iMge|wc2JMjhGNzB,7y3sRwLe3Va|B6ByNegPMKs|b8cTxDM8gDG|e9zR4mvMWw7|uNb9QFRL6hY|yqstnuAEVhm,usable,19,1.0,0.6526315789473683,0.9421052631578948,0.6052631578947367,,,
all26,triad,all,ospa60,triad3,74,UwV83HsGsw3|X7HyMhZNoso|Z6MFQCViBuw|q9vSo1VnCiC|rPc6DW4iMge|wc2JMjhGNzB,7y3sRwLe3Va|B6ByNegPMKs|b8cTxDM8gDG|e9zR4mvMWw7|uNb9QFRL6hY|yqstnuAEVhm,usable,19,0.6578947368421053,0.6526315789473683,0.9421052631578948,0.6052631578947367,,,
all26,triad,all,ospa60,quality2,75,X7HyMhZNoso|b8cTxDM8gDG|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|yqstnuAEVhm,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|Z6MFQCViBuw|e9zR4mvMWw7|q9vSo1VnCiC,usable,19,0.10350853609356096,0.5807017543859649,0.9403508771929823,0.6087719298245614,,,
all26,triad,all,ospa60,edit_quality2,75,X7HyMhZNoso|b8cTxDM8gDG|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|yqstnuAEVhm,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|Z6MFQCViBuw|e9zR4mvMWw7|q9vSo1VnCiC,usable,19,0.3043124491456469,0.5807017543859649,0.9403508771929823,0.6087719298245614,,,
all26,triad,all,ospa60,time_quality2,75,X7HyMhZNoso|b8cTxDM8gDG|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|yqstnuAEVhm,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|Z6MFQCViBuw|e9zR4mvMWw7|q9vSo1VnCiC,usable,19,0.18170631665299428,0.5807017543859649,0.9403508771929823,0.6087719298245614,,,
all26,triad,all,ospa60,triad2,75,X7HyMhZNoso|b8cTxDM8gDG|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|yqstnuAEVhm,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|Z6MFQCViBuw|e9zR4mvMWw7|q9vSo1VnCiC,usable,19,0.5916561314791403,0.5807017543859649,0.9403508771929823,0.6087719298245614,,,
all26,triad,all,ospa60,triad3,75,X7HyMhZNoso|b8cTxDM8gDG|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|yqstnuAEVhm,7y3sRwLe3Va|B6ByNegPMKs|UwV83HsGsw3|Z6MFQCViBuw|e9zR4mvMWw7|q9vSo1VnCiC,usable,19,0.2387166103776481,0.5807017543859649,0.9403508771929823,0.6087719298245614,,,
all26,triad,all,ospa60,quality2,76,7y3sRwLe3Va|B6ByNegPMKs|X7HyMhZNoso|Z6MFQCViBuw|e9zR4mvMWw7|q9vSo1VnCiC,UwV83HsGsw3|b8cTxDM8gDG|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|yqstnuAEVhm,usable,19,0.3697788697788698,0.7596491228070175,0.9368421052631579,0.6491228070175438,,,
all26,triad,all,ospa60,edit_quality2,76,7y3sRwLe3Va|B6ByNegPMKs|X7HyMhZNoso|Z6MFQCViBuw|e9zR4mvMWw7|q9vSo1VnCiC,UwV83HsGsw3|b8cTxDM8gDG|rPc6DW4iMge|uNb9QFRL6hY|wc2JMjhGNzB|yqstnuAEVhm,usable,19,0.19165316045380879,0.7596491228070175,0.9368421052631579,0.6491228070175438,,,
