classification_variant,evaluation_building,evaluation_building_excluded_from_training,worker_id,worker_effect_centered,probability_effect_positive_building_bootstrap,evidence_stratum,quality_task_support,quality_building_support,training_row_count,training_task_count,training_building_count,bootstrap_replicates,bootstrap_attempts,bootstrap_cluster,worker_task_graph_connected,class_counts
augmented_authorized,e9zR4mvMWw7,True,13,-0.016829756734049517,0.326,U_unclassified,14,9,290,64,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 15, 'L_lower_manual_quality_evidence': 2}"
augmented_authorized,e9zR4mvMWw7,True,15,0.007319477364343241,0.66,U_unclassified,14,10,290,64,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 15, 'L_lower_manual_quality_evidence': 2}"
augmented_authorized,e9zR4mvMWw7,True,17,0.0064324357288105816,0.581,U_unclassified,13,9,290,64,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 15, 'L_lower_manual_quality_evidence': 2}"
augmented_authorized,e9zR4mvMWw7,True,28,0.013017245603836769,0.689,U_unclassified,12,7,290,64,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 15, 'L_lower_manual_quality_evidence': 2}"
augmented_authorized,e9zR4mvMWw7,True,29,-0.014678570321051576,0.243,U_unclassified,12,7,290,64,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 15, 'L_lower_manual_quality_evidence': 2}"
augmented_authorized,e9zR4mvMWw7,True,30,0.011932797090061342,0.555,U_unclassified,15,9,290,64,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 15, 'L_lower_manual_quality_evidence': 2}"
augmented_authorized,e9zR4mvMWw7,True,31,0.004439188745112732,0.638,U_unclassified,16,11,290,64,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 15, 'L_lower_manual_quality_evidence': 2}"
augmented_authorized,e9zR4mvMWw7,True,32,-0.01671831469264995,0.307,U_unclassified,16,11,290,64,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 15, 'L_lower_manual_quality_evidence': 2}"
augmented_authorized,e9zR4mvMWw7,True,33,-0.013633691873140896,0.254,U_unclassified,14,10,290,64,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 15, 'L_lower_manual_quality_evidence': 2}"
augmented_authorized,e9zR4mvMWw7,True,34,-0.04171733008504741,0.014,L_lower_manual_quality_evidence,29,10,290,64,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 15, 'L_lower_manual_quality_evidence': 2}"
augmented_authorized,e9zR4mvMWw7,True,35,-0.01381180087902456,0.33,U_unclassified,13,8,290,64,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 15, 'L_lower_manual_quality_evidence': 2}"
augmented_authorized,e9zR4mvMWw7,True,36,-0.0410938732397772,0.266,U_unclassified,12,7,290,64,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 15, 'L_lower_manual_quality_evidence': 2}"
augmented_authorized,e9zR4mvMWw7,True,37,-0.03584431183385739,0.023,L_lower_manual_quality_evidence,16,10,290,64,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 15, 'L_lower_manual_quality_evidence': 2}"
augmented_authorized,q9vSo1VnCiC,True,1,0.055898315959501454,0.991,H_higher_manual_quality_evidence,12,9,259,57,12,1000,1001,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,q9vSo1VnCiC,True,2,0.037446673860554114,0.81,H_higher_manual_quality_evidence,12,7,259,57,12,1000,1001,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,q9vSo1VnCiC,True,6,0.005225152831931368,0.564,U_unclassified,12,9,259,57,12,1000,1001,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,q9vSo1VnCiC,True,8,0.00915125034970432,0.607,U_unclassified,11,9,259,57,12,1000,1001,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,q9vSo1VnCiC,True,10,0.00902312214295542,0.636,U_unclassified,11,9,259,57,12,1000,1001,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,q9vSo1VnCiC,True,11,-0.0015933135743968485,0.434,U_unclassified,13,9,259,57,12,1000,1001,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,q9vSo1VnCiC,True,12,0.05080537541705121,0.964,H_higher_manual_quality_evidence,13,8,259,57,12,1000,1001,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,q9vSo1VnCiC,True,13,-0.018135850395177733,0.32,U_unclassified,13,9,259,57,12,1000,1001,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,q9vSo1VnCiC,True,15,0.006250678652040209,0.61,U_unclassified,13,9,259,57,12,1000,1001,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,q9vSo1VnCiC,True,17,0.008942047829435307,0.64,U_unclassified,11,8,259,57,12,1000,1001,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,q9vSo1VnCiC,True,28,0.007327378687158492,0.586,U_unclassified,11,7,259,57,12,1000,1001,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,q9vSo1VnCiC,True,29,-0.017041399471581897,0.251,U_unclassified,11,7,259,57,12,1000,1001,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,q9vSo1VnCiC,True,30,0.005958381443979421,0.519,U_unclassified,14,9,259,57,12,1000,1001,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,q9vSo1VnCiC,True,31,0.007545002826652714,0.72,U_unclassified,14,10,259,57,12,1000,1001,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,q9vSo1VnCiC,True,32,-0.016350329262412422,0.344,U_unclassified,14,10,259,57,12,1000,1001,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,q9vSo1VnCiC,True,33,0.002028656542577778,0.544,U_unclassified,13,10,259,57,12,1000,1001,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,q9vSo1VnCiC,True,34,-0.03554912397036314,0.031,L_lower_manual_quality_evidence,25,10,259,57,12,1000,1001,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,q9vSo1VnCiC,True,35,-0.018972799876854407,0.222,U_unclassified,12,8,259,57,12,1000,1001,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,q9vSo1VnCiC,True,36,-0.06429705025899501,0.073,L_lower_manual_quality_evidence,11,7,259,57,12,1000,1001,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,q9vSo1VnCiC,True,37,-0.03366216973376024,0.076,L_lower_manual_quality_evidence,13,9,259,57,12,1000,1001,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 3, 'U_unclassified': 14, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,rPc6DW4iMge,True,1,0.042805722682423775,0.993,H_higher_manual_quality_evidence,15,10,289,64,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,rPc6DW4iMge,True,2,0.034595334493006336,0.841,H_higher_manual_quality_evidence,12,7,289,64,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,rPc6DW4iMge,True,6,0.008775466828003897,0.624,U_unclassified,13,9,289,64,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,rPc6DW4iMge,True,8,0.03435615619750054,0.827,H_higher_manual_quality_evidence,12,9,289,64,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,rPc6DW4iMge,True,10,0.005132201984520246,0.535,U_unclassified,12,9,289,64,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,rPc6DW4iMge,True,11,-0.0026880968924464232,0.379,U_unclassified,15,10,289,64,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,rPc6DW4iMge,True,12,0.034006500578495524,0.84,H_higher_manual_quality_evidence,15,9,289,64,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,rPc6DW4iMge,True,13,-0.020051794108052357,0.259,U_unclassified,14,9,289,64,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,rPc6DW4iMge,True,15,0.008407307189681634,0.669,U_unclassified,13,9,289,64,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,rPc6DW4iMge,True,17,0.005686963827133296,0.606,U_unclassified,12,8,289,64,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,rPc6DW4iMge,True,28,0.012563975223411128,0.696,U_unclassified,13,8,289,64,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,rPc6DW4iMge,True,29,-0.016362678178026724,0.195,L_lower_manual_quality_evidence,13,8,289,64,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,rPc6DW4iMge,True,30,0.01083097118878562,0.571,U_unclassified,15,9,289,64,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,rPc6DW4iMge,True,31,0.006336381170463645,0.706,U_unclassified,16,11,289,64,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,rPc6DW4iMge,True,32,-0.01415342122486829,0.343,U_unclassified,15,10,289,64,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,rPc6DW4iMge,True,33,-0.008270587630477277,0.347,U_unclassified,15,11,289,64,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,rPc6DW4iMge,True,34,-0.04725796827296869,0.008,L_lower_manual_quality_evidence,27,10,289,64,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,rPc6DW4iMge,True,35,-0.01759125429331676,0.232,U_unclassified,14,9,289,64,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,rPc6DW4iMge,True,36,-0.03969768925131345,0.245,U_unclassified,13,8,289,64,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,rPc6DW4iMge,True,37,-0.037423491511955675,0.037,L_lower_manual_quality_evidence,15,9,289,64,12,1000,1000,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,uNb9QFRL6hY,True,1,0.038767373775868474,0.989,H_higher_manual_quality_evidence,13,9,245,54,12,1000,1002,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,uNb9QFRL6hY,True,2,0.06103140899992654,0.995,H_higher_manual_quality_evidence,11,7,245,54,12,1000,1002,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,uNb9QFRL6hY,True,6,0.002593680744111926,0.505,U_unclassified,11,9,245,54,12,1000,1002,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,uNb9QFRL6hY,True,8,0.03576774717718123,0.814,H_higher_manual_quality_evidence,11,9,245,54,12,1000,1002,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,uNb9QFRL6hY,True,10,0.01165377188001071,0.675,U_unclassified,11,9,245,54,12,1000,1002,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,uNb9QFRL6hY,True,11,-1.95926636329391e-05,0.448,U_unclassified,12,9,245,54,12,1000,1002,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,uNb9QFRL6hY,True,12,0.04148691576413066,0.845,H_higher_manual_quality_evidence,11,8,245,54,12,1000,1002,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,uNb9QFRL6hY,True,13,-0.02191732180039352,0.276,U_unclassified,13,9,245,54,12,1000,1002,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,uNb9QFRL6hY,True,15,0.011190535858712214,0.668,U_unclassified,11,9,245,54,12,1000,1002,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,uNb9QFRL6hY,True,17,0.005135585891962169,0.588,U_unclassified,11,8,245,54,12,1000,1002,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,uNb9QFRL6hY,True,28,0.02403656993754777,0.786,U_unclassified,10,7,245,54,12,1000,1002,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,uNb9QFRL6hY,True,29,-0.008597574781829764,0.373,U_unclassified,10,7,245,54,12,1000,1002,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,uNb9QFRL6hY,True,30,-0.015470934674239545,0.284,U_unclassified,12,9,245,54,12,1000,1002,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,uNb9QFRL6hY,True,31,0.00443503893856767,0.664,U_unclassified,13,10,245,54,12,1000,1002,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,uNb9QFRL6hY,True,32,-0.03788117357755072,0.137,L_lower_manual_quality_evidence,13,10,245,54,12,1000,1002,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,uNb9QFRL6hY,True,33,-0.00720651409752493,0.407,U_unclassified,12,10,245,54,12,1000,1002,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,uNb9QFRL6hY,True,34,-0.04852723759095601,0.024,L_lower_manual_quality_evidence,25,10,245,54,12,1000,1002,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,uNb9QFRL6hY,True,35,-0.015902714813148422,0.33,U_unclassified,12,8,245,54,12,1000,1002,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,uNb9QFRL6hY,True,36,-0.036802350188382627,0.305,U_unclassified,10,7,245,54,12,1000,1002,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,uNb9QFRL6hY,True,37,-0.04377321478036145,0.021,L_lower_manual_quality_evidence,13,9,245,54,12,1000,1002,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,wc2JMjhGNzB,True,1,0.04625154276738164,0.994,H_higher_manual_quality_evidence,13,9,271,60,12,1000,1001,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,wc2JMjhGNzB,True,2,0.039004535347832325,0.855,H_higher_manual_quality_evidence,12,7,271,60,12,1000,1001,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,wc2JMjhGNzB,True,6,0.006629836556024005,0.561,U_unclassified,13,9,271,60,12,1000,1001,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,wc2JMjhGNzB,True,8,0.033424837392902584,0.822,H_higher_manual_quality_evidence,12,9,271,60,12,1000,1001,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,wc2JMjhGNzB,True,10,0.00919464377884549,0.65,U_unclassified,12,9,271,60,12,1000,1001,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,wc2JMjhGNzB,True,11,-0.00754927711576725,0.307,U_unclassified,13,9,271,60,12,1000,1001,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,wc2JMjhGNzB,True,12,0.034142516117960375,0.84,H_higher_manual_quality_evidence,13,8,271,60,12,1000,1001,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,wc2JMjhGNzB,True,13,-0.019092140818618097,0.291,U_unclassified,14,9,271,60,12,1000,1001,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,wc2JMjhGNzB,True,15,0.0037209127576147694,0.591,U_unclassified,12,9,271,60,12,1000,1001,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,wc2JMjhGNzB,True,17,0.012961608978223627,0.702,U_unclassified,11,8,271,60,12,1000,1001,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,wc2JMjhGNzB,True,28,-0.0030453034483859387,0.45,U_unclassified,12,7,271,60,12,1000,1001,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,wc2JMjhGNzB,True,29,-0.02005109398775251,0.111,L_lower_manual_quality_evidence,12,7,271,60,12,1000,1001,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,wc2JMjhGNzB,True,30,0.013167173445039815,0.619,U_unclassified,15,9,271,60,12,1000,1001,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
augmented_authorized,wc2JMjhGNzB,True,31,0.004795506540177574,0.654,U_unclassified,14,10,271,60,12,1000,1001,building_then_task_conditioned_on_two_outer_clusters_complete_worker_support_and_connected_graph,True,"{'H_higher_manual_quality_evidence': 4, 'U_unclassified': 13, 'L_lower_manual_quality_evidence': 3}"
