worker_id,effect,fit_status,component,layer_value,label,training_rows,training_images,training_buildings,cohort,metric,evaluation
29,-0.036429136106299324,usable,0,0.0,not_classified,81,81,17,current20,extra_count_rate,pooled_image_LOBO
30,0.00039678699023769603,usable,0,0.0,not_classified,84,84,17,current20,extra_count_rate,pooled_image_LOBO
31,-0.00586017590793257,usable,0,0.0,not_classified,89,89,19,current20,extra_count_rate,pooled_image_LOBO
32,0.02207299212939074,usable,0,0.0,not_classified,87,87,18,current20,extra_count_rate,pooled_image_LOBO
33,-0.030001338716947587,usable,0,0.0,not_classified,86,86,18,current20,extra_count_rate,pooled_image_LOBO
34,-0.018875430641169325,usable,0,0.0,not_classified,101,101,19,current20,extra_count_rate,pooled_image_LOBO
35,-0.010616997700056465,usable,0,0.0,not_classified,79,79,18,current20,extra_count_rate,pooled_image_LOBO
36,-0.014048200087855737,usable,0,0.0,not_classified,85,85,19,current20,extra_count_rate,pooled_image_LOBO
37,0.047763982855954894,usable,0,0.0,not_classified,83,83,18,current20,extra_count_rate,pooled_image_LOBO
6,0.03465182306454518,usable,0,0.0,not_classified,83,83,18,current20,extra_count_rate,pooled_image_LOBO
8,-0.03300162427870577,usable,0,0.0,not_classified,80,80,18,current20,extra_count_rate,pooled_image_LOBO
1,-0.1617390498012368,usable,0,0.0,not_classified,85,85,18,no_repeat_sensitivity,ospa30,pooled_image_LOBO
10,-0.36816952631796984,usable,0,0.0,not_classified,83,83,17,no_repeat_sensitivity,ospa30,pooled_image_LOBO
11,-0.1794558535352172,usable,0,0.0,not_classified,83,83,17,no_repeat_sensitivity,ospa30,pooled_image_LOBO
12,0.19308881603352251,usable,0,0.0,not_classified,78,78,17,no_repeat_sensitivity,ospa30,pooled_image_LOBO
13,-0.24581170510958425,usable,0,0.0,not_classified,81,81,18,no_repeat_sensitivity,ospa30,pooled_image_LOBO
14,-0.5903028220769934,usable,0,0.0,not_classified,74,74,13,no_repeat_sensitivity,ospa30,pooled_image_LOBO
15,-1.3101823525081588,usable,0,0.0,not_classified,82,82,19,no_repeat_sensitivity,ospa30,pooled_image_LOBO
17,-1.47705260851437,usable,0,0.0,not_classified,82,82,19,no_repeat_sensitivity,ospa30,pooled_image_LOBO
18,-2.0300252603456026,usable,0,0.0,not_classified,74,74,13,no_repeat_sensitivity,ospa30,pooled_image_LOBO
19,7.600702830413582,usable,0,0.0,not_classified,45,45,13,no_repeat_sensitivity,ospa30,pooled_image_LOBO
2,-3.381507838570787,usable,0,0.0,not_classified,78,78,16,no_repeat_sensitivity,ospa30,pooled_image_LOBO
21,-0.665477663989909,usable,0,0.0,not_classified,45,45,13,no_repeat_sensitivity,ospa30,pooled_image_LOBO
26,5.18233914979749,usable,0,0.0,not_classified,22,22,12,no_repeat_sensitivity,ospa30,pooled_image_LOBO
27,-2.3063435551678984,usable,0,0.0,not_classified,75,75,13,no_repeat_sensitivity,ospa30,pooled_image_LOBO
28,-1.4692229492481998,usable,0,0.0,not_classified,80,80,17,no_repeat_sensitivity,ospa30,pooled_image_LOBO
29,0.3751119818308726,usable,0,0.0,not_classified,81,81,17,no_repeat_sensitivity,ospa30,pooled_image_LOBO
30,0.1464169480880622,usable,0,0.0,not_classified,84,84,17,no_repeat_sensitivity,ospa30,pooled_image_LOBO
31,-0.15235687727628425,usable,0,0.0,not_classified,88,88,19,no_repeat_sensitivity,ospa30,pooled_image_LOBO
32,-0.16267491091712916,usable,0,0.0,not_classified,87,87,18,no_repeat_sensitivity,ospa30,pooled_image_LOBO
33,-1.253479846994963,usable,0,0.0,not_classified,86,86,18,no_repeat_sensitivity,ospa30,pooled_image_LOBO
34,1.6671560875695621,usable,0,0.0,not_classified,100,100,19,no_repeat_sensitivity,ospa30,pooled_image_LOBO
35,0.3804058657627619,usable,0,0.0,not_classified,79,79,18,no_repeat_sensitivity,ospa30,pooled_image_LOBO
36,-0.582753946857815,usable,0,0.0,not_classified,85,85,19,no_repeat_sensitivity,ospa30,pooled_image_LOBO
37,2.081627737367039,usable,0,0.0,not_classified,83,83,18,no_repeat_sensitivity,ospa30,pooled_image_LOBO
6,-0.4174672594734298,usable,0,0.0,not_classified,83,83,18,no_repeat_sensitivity,ospa30,pooled_image_LOBO
8,-0.8728253901573438,usable,0,0.0,not_classified,80,80,18,no_repeat_sensitivity,ospa30,pooled_image_LOBO
1,-1.633624892292316,usable,0,0.0,not_classified,85,85,18,no_repeat_sensitivity,ospa60,pooled_image_LOBO
10,-0.7559614929851974,usable,0,0.0,not_classified,83,83,17,no_repeat_sensitivity,ospa60,pooled_image_LOBO
11,-0.14037159062880816,usable,0,0.0,not_classified,83,83,17,no_repeat_sensitivity,ospa60,pooled_image_LOBO
12,-0.8238601768274151,usable,0,0.0,not_classified,78,78,17,no_repeat_sensitivity,ospa60,pooled_image_LOBO
13,-0.38604949279780737,usable,0,0.0,not_classified,81,81,18,no_repeat_sensitivity,ospa60,pooled_image_LOBO
14,-1.1831212004088345,usable,0,0.0,not_classified,74,74,13,no_repeat_sensitivity,ospa60,pooled_image_LOBO
15,-2.4380730764577345,usable,0,0.0,not_classified,82,82,19,no_repeat_sensitivity,ospa60,pooled_image_LOBO
17,-2.9575616592497025,usable,0,0.0,not_classified,82,82,19,no_repeat_sensitivity,ospa60,pooled_image_LOBO
18,-3.1137511870773356,usable,0,0.0,not_classified,74,74,13,no_repeat_sensitivity,ospa60,pooled_image_LOBO
19,13.99963362284969,usable,0,0.0,not_classified,45,45,13,no_repeat_sensitivity,ospa60,pooled_image_LOBO
2,-5.537795034551546,usable,0,0.0,not_classified,78,78,16,no_repeat_sensitivity,ospa60,pooled_image_LOBO
21,-1.1279051966989024,usable,0,0.0,not_classified,45,45,13,no_repeat_sensitivity,ospa60,pooled_image_LOBO
26,11.260943608651303,usable,0,0.0,not_classified,22,22,12,no_repeat_sensitivity,ospa60,pooled_image_LOBO
27,-3.6641682896287615,usable,0,0.0,not_classified,75,75,13,no_repeat_sensitivity,ospa60,pooled_image_LOBO
28,-2.8197153235710677,usable,0,0.0,not_classified,80,80,17,no_repeat_sensitivity,ospa60,pooled_image_LOBO
29,0.532109393813795,usable,0,0.0,not_classified,81,81,17,no_repeat_sensitivity,ospa60,pooled_image_LOBO
30,-0.009091921238708256,usable,0,0.0,not_classified,84,84,17,no_repeat_sensitivity,ospa60,pooled_image_LOBO
31,-0.16431865070534868,usable,0,0.0,not_classified,88,88,19,no_repeat_sensitivity,ospa60,pooled_image_LOBO
32,-0.27381069944684483,usable,0,0.0,not_classified,87,87,18,no_repeat_sensitivity,ospa60,pooled_image_LOBO
33,-2.696312231737871,usable,0,0.0,not_classified,86,86,18,no_repeat_sensitivity,ospa60,pooled_image_LOBO
34,3.120116034349124,usable,0,0.0,not_classified,100,100,19,no_repeat_sensitivity,ospa60,pooled_image_LOBO
35,0.546947217107438,usable,0,0.0,not_classified,79,79,18,no_repeat_sensitivity,ospa60,pooled_image_LOBO
36,-1.0544566309548173,usable,0,0.0,not_classified,85,85,19,no_repeat_sensitivity,ospa60,pooled_image_LOBO
37,3.951526080017153,usable,0,0.0,not_classified,83,83,18,no_repeat_sensitivity,ospa60,pooled_image_LOBO
6,-1.0858272160792752,usable,0,0.0,not_classified,83,83,18,no_repeat_sensitivity,ospa60,pooled_image_LOBO
8,-1.545499993450208,usable,0,0.0,not_classified,80,80,18,no_repeat_sensitivity,ospa60,pooled_image_LOBO
1,1.330799262220132,usable,0,0.0,not_classified,85,85,18,no_repeat_sensitivity,matched_angle,pooled_image_LOBO
10,-0.5717963542044607,usable,0,0.0,not_classified,83,83,17,no_repeat_sensitivity,matched_angle,pooled_image_LOBO
11,-0.6425007630148012,usable,0,0.0,not_classified,83,83,17,no_repeat_sensitivity,matched_angle,pooled_image_LOBO
12,1.637598269357373,usable,0,0.0,not_classified,78,78,17,no_repeat_sensitivity,matched_angle,pooled_image_LOBO
13,-0.4976398925102163,usable,0,0.0,not_classified,81,81,18,no_repeat_sensitivity,matched_angle,pooled_image_LOBO
14,-0.5432051094079846,usable,0,0.0,not_classified,74,74,13,no_repeat_sensitivity,matched_angle,pooled_image_LOBO
15,-1.0277370705541458,usable,0,0.0,not_classified,82,82,19,no_repeat_sensitivity,matched_angle,pooled_image_LOBO
17,-0.4615293042740836,usable,0,0.0,not_classified,82,82,19,no_repeat_sensitivity,matched_angle,pooled_image_LOBO
18,-1.7294161499018368,usable,0,0.0,not_classified,74,74,13,no_repeat_sensitivity,matched_angle,pooled_image_LOBO
19,7.97196518873448,usable,0,0.0,not_classified,45,45,13,no_repeat_sensitivity,matched_angle,pooled_image_LOBO
2,-2.2215096204381606,usable,0,0.0,not_classified,78,78,16,no_repeat_sensitivity,matched_angle,pooled_image_LOBO
21,-0.7977914033430562,usable,0,0.0,not_classified,45,45,13,no_repeat_sensitivity,matched_angle,pooled_image_LOBO
26,-0.718627055942494,usable,0,0.0,not_classified,22,22,12,no_repeat_sensitivity,matched_angle,pooled_image_LOBO
27,-1.8730955569060859,usable,0,0.0,not_classified,75,75,13,no_repeat_sensitivity,matched_angle,pooled_image_LOBO
28,-0.71763162615746,usable,0,0.0,not_classified,80,80,17,no_repeat_sensitivity,matched_angle,pooled_image_LOBO
29,0.12645971153657015,usable,0,0.0,not_classified,81,81,17,no_repeat_sensitivity,matched_angle,pooled_image_LOBO
30,-0.12673499545510106,usable,0,0.0,not_classified,84,84,17,no_repeat_sensitivity,matched_angle,pooled_image_LOBO
31,-0.10905154498090874,usable,0,0.0,not_classified,88,88,19,no_repeat_sensitivity,matched_angle,pooled_image_LOBO
32,-0.42542387728116904,usable,0,0.0,not_classified,87,87,18,no_repeat_sensitivity,matched_angle,pooled_image_LOBO
33,0.1748820429003434,usable,0,0.0,not_classified,86,86,18,no_repeat_sensitivity,matched_angle,pooled_image_LOBO
34,0.46868488462563346,usable,0,0.0,not_classified,100,100,19,no_repeat_sensitivity,matched_angle,pooled_image_LOBO
35,1.0681139050413726,usable,0,0.0,not_classified,79,79,18,no_repeat_sensitivity,matched_angle,pooled_image_LOBO
36,-0.40345584061768325,usable,0,0.0,not_classified,85,85,19,no_repeat_sensitivity,matched_angle,pooled_image_LOBO
37,1.0766774255094953,usable,0,0.0,not_classified,83,83,18,no_repeat_sensitivity,matched_angle,pooled_image_LOBO
6,-0.006105818118407177,usable,0,0.0,not_classified,83,83,18,no_repeat_sensitivity,matched_angle,pooled_image_LOBO
8,-0.9819287068173465,usable,0,0.0,not_classified,80,80,18,no_repeat_sensitivity,matched_angle,pooled_image_LOBO
1,-0.0535586260514216,usable,0,0.0,not_classified,85,85,18,no_repeat_sensitivity,absolute_count_rate,pooled_image_LOBO
10,-0.022539582135787925,usable,0,0.0,not_classified,83,83,17,no_repeat_sensitivity,absolute_count_rate,pooled_image_LOBO
11,0.026699192975799913,usable,0,0.0,not_classified,83,83,17,no_repeat_sensitivity,absolute_count_rate,pooled_image_LOBO
12,-0.04313116413865621,usable,0,0.0,not_classified,78,78,17,no_repeat_sensitivity,absolute_count_rate,pooled_image_LOBO
13,-0.008020488506981838,usable,0,0.0,not_classified,81,81,18,no_repeat_sensitivity,absolute_count_rate,pooled_image_LOBO
14,-0.029588567753711773,usable,0,0.0,not_classified,74,74,13,no_repeat_sensitivity,absolute_count_rate,pooled_image_LOBO
15,-0.030532493000485886,usable,0,0.0,not_classified,82,82,19,no_repeat_sensitivity,absolute_count_rate,pooled_image_LOBO
17,-0.05296615028542554,usable,0,0.0,not_classified,82,82,19,no_repeat_sensitivity,absolute_count_rate,pooled_image_LOBO
18,-0.03827631485091556,usable,0,0.0,not_classified,74,74,13,no_repeat_sensitivity,absolute_count_rate,pooled_image_LOBO
19,0.21159221904392264,usable,0,0.0,not_classified,45,45,13,no_repeat_sensitivity,absolute_count_rate,pooled_image_LOBO
2,-0.06668346587226767,usable,0,0.0,not_classified,78,78,16,no_repeat_sensitivity,absolute_count_rate,pooled_image_LOBO
21,0.006764176715880502,usable,0,0.0,not_classified,45,45,13,no_repeat_sensitivity,absolute_count_rate,pooled_image_LOBO
26,0.26886655011655003,usable,0,0.0,not_classified,22,22,12,no_repeat_sensitivity,absolute_count_rate,pooled_image_LOBO
27,-0.03439455215134027,usable,0,0.0,not_classified,75,75,13,no_repeat_sensitivity,absolute_count_rate,pooled_image_LOBO
28,-0.051459429679214665,usable,0,0.0,not_classified,80,80,17,no_repeat_sensitivity,absolute_count_rate,pooled_image_LOBO
29,-0.01063013294566007,usable,0,0.0,not_classified,81,81,17,no_repeat_sensitivity,absolute_count_rate,pooled_image_LOBO
30,-0.0033705638483608265,usable,0,0.0,not_classified,84,84,17,no_repeat_sensitivity,absolute_count_rate,pooled_image_LOBO
31,-0.011097865478805653,usable,0,0.0,not_classified,88,88,19,no_repeat_sensitivity,absolute_count_rate,pooled_image_LOBO
32,0.006193957116555171,usable,0,0.0,not_classified,87,87,18,no_repeat_sensitivity,absolute_count_rate,pooled_image_LOBO
33,-0.07020150251396144,usable,0,0.0,not_classified,86,86,18,no_repeat_sensitivity,absolute_count_rate,pooled_image_LOBO
34,0.030673511021854942,usable,0,0.0,not_classified,100,100,19,no_repeat_sensitivity,absolute_count_rate,pooled_image_LOBO
35,-0.017493390707164172,usable,0,0.0,not_classified,79,79,18,no_repeat_sensitivity,absolute_count_rate,pooled_image_LOBO
36,-0.025621166763603407,usable,0,0.0,not_classified,85,85,19,no_repeat_sensitivity,absolute_count_rate,pooled_image_LOBO
37,0.06331528086767307,usable,0,0.0,not_classified,83,83,18,no_repeat_sensitivity,absolute_count_rate,pooled_image_LOBO
6,-0.01068101128441699,usable,0,0.0,not_classified,83,83,18,no_repeat_sensitivity,absolute_count_rate,pooled_image_LOBO
8,-0.03385841989005482,usable,0,0.0,not_classified,80,80,18,no_repeat_sensitivity,absolute_count_rate,pooled_image_LOBO
1,-0.05222747184029939,usable,0,0.0,not_classified,85,85,18,no_repeat_sensitivity,missing_count_rate,pooled_image_LOBO
10,0.00982990812540292,usable,0,0.0,not_classified,83,83,17,no_repeat_sensitivity,missing_count_rate,pooled_image_LOBO
11,-0.01665471668232985,usable,0,0.0,not_classified,83,83,17,no_repeat_sensitivity,missing_count_rate,pooled_image_LOBO
12,-0.029437955633281925,usable,0,0.0,not_classified,78,78,17,no_repeat_sensitivity,missing_count_rate,pooled_image_LOBO
13,0.01248004342500601,usable,0,0.0,not_classified,81,81,18,no_repeat_sensitivity,missing_count_rate,pooled_image_LOBO
14,0.005223596403164376,usable,0,0.0,not_classified,74,74,13,no_repeat_sensitivity,missing_count_rate,pooled_image_LOBO
15,-0.020638933930908102,usable,0,0.0,not_classified,82,82,19,no_repeat_sensitivity,missing_count_rate,pooled_image_LOBO
17,-0.04136153075023198,usable,0,0.0,not_classified,82,82,19,no_repeat_sensitivity,missing_count_rate,pooled_image_LOBO
18,-0.01025490994212989,usable,0,0.0,not_classified,74,74,13,no_repeat_sensitivity,missing_count_rate,pooled_image_LOBO
19,0.05671261016504142,usable,0,0.0,not_classified,45,45,13,no_repeat_sensitivity,missing_count_rate,pooled_image_LOBO
2,-0.054649133353348096,usable,0,0.0,not_classified,78,78,16,no_repeat_sensitivity,missing_count_rate,pooled_image_LOBO
21,-0.023115432163000892,usable,0,0.0,not_classified,45,45,13,no_repeat_sensitivity,missing_count_rate,pooled_image_LOBO
26,0.11010343822843814,usable,0,0.0,not_classified,22,22,12,no_repeat_sensitivity,missing_count_rate,pooled_image_LOBO
27,-0.030636160325500067,usable,0,0.0,not_classified,75,75,13,no_repeat_sensitivity,missing_count_rate,pooled_image_LOBO
28,-0.02390014773448746,usable,0,0.0,not_classified,80,80,17,no_repeat_sensitivity,missing_count_rate,pooled_image_LOBO
29,0.03838790341221745,usable,0,0.0,not_classified,81,81,17,no_repeat_sensitivity,missing_count_rate,pooled_image_LOBO
30,0.011702340984311332,usable,0,0.0,not_classified,84,84,17,no_repeat_sensitivity,missing_count_rate,pooled_image_LOBO
31,0.00806815843163539,usable,0,0.0,not_classified,88,88,19,no_repeat_sensitivity,missing_count_rate,pooled_image_LOBO
32,-0.0024605486437419507,usable,0,0.0,not_classified,87,87,18,no_repeat_sensitivity,missing_count_rate,pooled_image_LOBO
33,-0.025972690065320197,usable,0,0.0,not_classified,86,86,18,no_repeat_sensitivity,missing_count_rate,pooled_image_LOBO
34,0.05786549616829101,usable,0,0.0,not_classified,100,100,19,no_repeat_sensitivity,missing_count_rate,pooled_image_LOBO
35,0.006811253223867644,usable,0,0.0,not_classified,79,79,18,no_repeat_sensitivity,missing_count_rate,pooled_image_LOBO
36,0.003438249884491001,usable,0,0.0,not_classified,85,85,19,no_repeat_sensitivity,missing_count_rate,pooled_image_LOBO
37,0.029128530951339316,usable,0,0.0,not_classified,83,83,18,no_repeat_sensitivity,missing_count_rate,pooled_image_LOBO
6,-0.030784011209895483,usable,0,0.0,not_classified,83,83,18,no_repeat_sensitivity,missing_count_rate,pooled_image_LOBO
8,0.01234211287126929,usable,0,0.0,not_classified,80,80,18,no_repeat_sensitivity,missing_count_rate,pooled_image_LOBO
1,-0.001331154211122202,usable,0,0.0,not_classified,85,85,18,no_repeat_sensitivity,extra_count_rate,pooled_image_LOBO
10,-0.03236949026119084,usable,0,0.0,not_classified,83,83,17,no_repeat_sensitivity,extra_count_rate,pooled_image_LOBO
11,0.04335390965812976,usable,0,0.0,not_classified,83,83,17,no_repeat_sensitivity,extra_count_rate,pooled_image_LOBO
12,-0.01369320850537428,usable,0,0.0,not_classified,78,78,17,no_repeat_sensitivity,extra_count_rate,pooled_image_LOBO
13,-0.02050053193198786,usable,0,0.0,not_classified,81,81,18,no_repeat_sensitivity,extra_count_rate,pooled_image_LOBO
14,-0.03481216415687614,usable,0,0.0,not_classified,74,74,13,no_repeat_sensitivity,extra_count_rate,pooled_image_LOBO
15,-0.00989355906957778,usable,0,0.0,not_classified,82,82,19,no_repeat_sensitivity,extra_count_rate,pooled_image_LOBO
17,-0.011604619535193546,usable,0,0.0,not_classified,82,82,19,no_repeat_sensitivity,extra_count_rate,pooled_image_LOBO
18,-0.02802140490878569,usable,0,0.0,not_classified,74,74,13,no_repeat_sensitivity,extra_count_rate,pooled_image_LOBO
19,0.15487960887888136,usable,0,0.0,not_classified,45,45,13,no_repeat_sensitivity,extra_count_rate,pooled_image_LOBO
2,-0.01203433251891958,usable,0,0.0,not_classified,78,78,16,no_repeat_sensitivity,extra_count_rate,pooled_image_LOBO
21,0.029879608878881365,usable,0,0.0,not_classified,45,45,13,no_repeat_sensitivity,extra_count_rate,pooled_image_LOBO
26,0.15876311188811187,usable,0,0.0,not_classified,22,22,12,no_repeat_sensitivity,extra_count_rate,pooled_image_LOBO
27,-0.0037583918258402038,usable,0,0.0,not_classified,75,75,13,no_repeat_sensitivity,extra_count_rate,pooled_image_LOBO
28,-0.027559281944727204,usable,0,0.0,not_classified,80,80,17,no_repeat_sensitivity,extra_count_rate,pooled_image_LOBO
29,-0.04901803635787753,usable,0,0.0,not_classified,81,81,17,no_repeat_sensitivity,extra_count_rate,pooled_image_LOBO
30,-0.01507290483267216,usable,0,0.0,not_classified,84,84,17,no_repeat_sensitivity,extra_count_rate,pooled_image_LOBO
31,-0.01916602391044104,usable,0,0.0,not_classified,88,88,19,no_repeat_sensitivity,extra_count_rate,pooled_image_LOBO
32,0.00865450576029713,usable,0,0.0,not_classified,87,87,18,no_repeat_sensitivity,extra_count_rate,pooled_image_LOBO
33,-0.04422881244864123,usable,0,0.0,not_classified,86,86,18,no_repeat_sensitivity,extra_count_rate,pooled_image_LOBO
34,-0.027191985146436063,usable,0,0.0,not_classified,100,100,19,no_repeat_sensitivity,extra_count_rate,pooled_image_LOBO
35,-0.024304643931031815,usable,0,0.0,not_classified,79,79,18,no_repeat_sensitivity,extra_count_rate,pooled_image_LOBO
36,-0.029059416648094413,usable,0,0.0,not_classified,85,85,19,no_repeat_sensitivity,extra_count_rate,pooled_image_LOBO
37,0.03418674991633374,usable,0,0.0,not_classified,83,83,18,no_repeat_sensitivity,extra_count_rate,pooled_image_LOBO
6,0.02010299992547849,usable,0,0.0,not_classified,83,83,18,no_repeat_sensitivity,extra_count_rate,pooled_image_LOBO
8,-0.04620053276132413,usable,0,0.0,not_classified,80,80,18,no_repeat_sensitivity,extra_count_rate,pooled_image_LOBO
