task_id,condition,annotator_id,active_time,iou,iou_manual,iou_corner,rmse_px,layout_2d_iou,layout_3d_iou,layout_depth_rmse,layout_delta1,layout_used,layout_gate_reason,pointwise_rmse_px,pointwise_rmse_used,pointwise_best_shift,pointwise_gate_reason,boundary_mse,boundary_rmse_px,pred_n_points,pred_n_pairs,pred_pair_coverage,pred_odd_points,ann_n_points,ann_n_pairs,ann_pair_coverage,ann_odd_points,pairing_warning,pairing_failure_reason,boundary_method_used,consensus_uid,iou_to_consensus,consensus_uid_loo,iou_to_consensus_loo,iou_to_others_median,quality,scope,difficulty,model_issue,tool_issue,is_oos,is_occlusion,is_fail,is_residual,is_normal,n_corners,has_manual_poly,task_scope_n_total,task_scope_n_in_scope,task_scope_n_oos,task_scope_oos_rate,task_scope_majority,task_scope_is_mixed
504,semi,2,35.176,1.0,1.0,1.0,6.1402956464183545,0.9078190412925427,0.8889253702979699,0.12004012614488602,1.0,True,,6.137002823031968,True,0,,17.627784729003906,4.198545549235343,8,4,1.0,False,8,4,1.0,False,False,,connect,1,1.0,1,1.0,1.0,corner_drift;normal,normal,,corner_drift,,False,False,False,False,True,8,True,3,3,0,0.0,in_scope,False
505,semi,1,39.625,0.9659162250946675,1.0,0.9659162250946675,8.696719496794627,0.9964598587786955,0.9914278949606881,0.01895173266530037,1.0,True,,8.688255222344344,True,0,,0.7136412262916565,0.8447728844438939,12,6,1.0,False,12,6,1.0,False,False,,connect,2,0.9026068449020386,3,0.8207488059997559,0.8616778254508972,normal,normal,,,,False,False,False,False,True,12,True,3,3,0,0.0,in_scope,False
505,semi,3,216.681,0.8329934895081764,1.0,0.8329934895081764,15.0298270475252,,,,,False,n_pairs_mismatch,,False,,n_pairs_mismatch,573.2993774414062,23.943670926602007,12,6,1.0,False,8,4,1.0,False,False,,connect,2,0.8215146660804749,1,0.8207488059997559,0.821131706237793,corner_duplicate;corner_mismatch;low_texture;normal;occlusion,normal,occlusion;low_texture,corner_duplicate;corner_mismatch,,False,True,False,False,True,8,True,3,3,0,0.0,in_scope,False
505,semi,2,32.094,0.8718425685583179,1.0,0.8718425685583179,0.0,,,,,False,n_pairs_mismatch,,False,,n_pairs_mismatch,9.022493362426758,3.003746554292948,12,6,1.0,False,8,4,1.0,False,False,,connect,2,1.0,1,0.9026068449020386,0.8620607852935791,corner_drift;corner_duplicate;normal;occlusion,normal,occlusion,corner_drift;corner_duplicate,,False,True,False,False,True,8,True,3,3,0,0.0,in_scope,False
506,semi,1,11.652,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,True,,0.0,True,0,,0.0,0.0,8,4,1.0,False,8,4,1.0,False,False,,connect,1,1.0,3,1.0,1.0,normal,normal,,,,False,False,False,False,True,8,True,3,3,0,0.0,in_scope,False
506,semi,3,41.337,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,True,,0.0,True,0,,0.0,0.0,8,4,1.0,False,8,4,1.0,False,False,,connect,1,1.0,1,1.0,1.0,normal;occlusion,normal,occlusion,,,False,True,False,False,True,8,True,3,3,0,0.0,in_scope,False
506,semi,2,13.029,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,True,,0.0,True,0,,0.0,0.0,8,4,1.0,False,8,4,1.0,False,False,,connect,1,1.0,1,1.0,1.0,normal;occlusion,normal,occlusion,,,False,True,False,False,True,8,True,3,3,0,0.0,in_scope,False
508,semi,1,35.232,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,True,,0.0,True,0,,0.0,0.0,8,4,1.0,False,8,4,1.0,False,False,,connect,1,1.0,3,1.0,1.0,normal,normal,,,,False,False,False,False,True,8,True,3,3,0,0.0,in_scope,False
508,semi,3,3.696,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,True,,0.0,True,0,,0.0,0.0,8,4,1.0,False,8,4,1.0,False,False,,connect,1,1.0,1,1.0,1.0,normal,normal,,,,False,False,False,False,True,8,True,3,3,0,0.0,in_scope,False
508,semi,2,2.834,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,True,,0.0,True,0,,0.0,0.0,8,4,1.0,False,8,4,1.0,False,False,,connect,1,1.0,1,1.0,1.0,normal,normal,,,,False,False,False,False,True,8,True,3,3,0,0.0,in_scope,False
