image_id,building,condition,n,n_observed,half_k,mean_medoid_reference_error_half,mean_medoid_reference_error_full,reference_delta,new_modes_late,late_support_promotions,half_TV,within_geometry_half,within_geometry_full
uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,uNb9QFRL6hY,manual,5,5,3,0.015837449061,0.0127212751859,-0.0031161738751,0,0,0,0.0243194889217,0.0198905077281
uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,uNb9QFRL6hY,manual,5,5,3,,,,1,0,0.4,,
uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,uNb9QFRL6hY,manual,5,5,3,0.193674004747,0.212340010828,0.018666006081,1,0,0.4,,
wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB,manual,5,5,3,0.070354148679,0.0724988294053,0.0021446807263,0.21,0,0.161333333333,0.0523264144071,0.0501821771156
wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,wc2JMjhGNzB,manual,5,5,3,0.137824936113,0.129340978214,-0.008483957899,0.635,0.365,0.310666666667,0.0642769754003,0.0642769754003
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,manual,24,24,12,0.0235499558628,0.0236009141747,5.09583119e-05,0,0,0,0.0360282225597,0.0357936424309
wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB,semi,24,24,12,0.048046406231,0.0483386446447,0.0002922384137,0,0,0,0.0363005210684,0.0333776225288
wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,semi,24,24,12,0.0271516012158,0.0261999179543,-0.0009516832615,0,0.0708333333333,0.0416666666667,0.0303458091049,0.0437587947865
wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,manual,6,6,3,0.265594376221,0.288310973512,0.022716597291,0.7,0.3,0.381666666667,0,0
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,wc2JMjhGNzB,manual,6,6,3,0.065029756067,0.0555507390871,-0.0094790169799,0.723333333333,0.276666666667,0.39,0.0176256974993,0.0176256974993
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,wc2JMjhGNzB,semi,4,4,2,0.00776191531811,0,-0.00776191531811,0,0,0,0.0384683144559,0.048236674243
wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB,semi,24,24,12,0.00801911878131,0.00799941963098,-1.969915033e-05,0.0441666666667,0,0.0416666666667,0.019532866424,0.0198287474
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,manual,7,7,4,0.0284180863355,0.025241557738,-0.0031765285975,0.0466666666667,0.243333333333,0.118928571429,0.0454692971512,0.0490827904076
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,semi,5,5,3,0.0120368559643,0,-0.0120368559643,0.195,0,0.159333333333,0.0230609666443,0.0212795173415
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,23,23,12,0.213423314766,0.24395892963,0.030535614864,0.227272727273,0.253636363636,0.248260869565,0.0679731874645,0.06524845395
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,manual,5,5,3,0.0841129825634,0.083618588005,-0.0004943945584,0,0,0,0.0629491691013,0.0694818849504
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,semi,4,4,2,0.0566751190723,0.109724674333,0.0530495552607,0.305,0.32,0.3225,0.0794439223233,0.0644490772723
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,semi,23,24,12,0.0281641804387,0.0235456264624,-0.0046185539763,0.0881818181818,0.141818181818,0.147210144928,0.04236011671,0.0405158980125
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,manual,24,24,12,0.0505730013968,0.0775719058095,0.0269989044127,0.0425,0.0125,0.104166666667,0.0471817360778,0.0419190190159
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,manual,23,23,12,0.0336236346997,0.0313228763468,-0.0023007583529,0.0427272727273,0.0463636363636,0.0960507246377,0.0523187002449,0.0433572544999
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,manual,5,5,3,0.027125262071,0.0290049717746,0.0018797097036,0.375,0.17,0.240666666667,0.0341728044283,0.0420061446832
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,semi,4,4,2,0.0230657671416,0,-0.0230657671416,0,0,0,0.0357147362192,0.0372028502284
x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,x8F5xyUWy9e,manual,5,5,3,0.0622370491066,0.0345697195747,-0.0276673295319,1,0,0.4,,
x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,x8F5xyUWy9e,manual,5,5,3,0.0551832407299,0.0482363816588,-0.0069468590711,0,0,0.158,0.0578608858335,0.0405859139042
x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e,manual,5,5,3,0.0628173240928,0.0474542316189,-0.0153630924739,0.045,0.5,0.172666666667,0.0534026537373,0.0761464272582
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,manual,24,24,12,0.0391157287917,0.0282759398072,-0.0108397889845,0.1575,0.08,0.149583333333,0.0478418149002,0.0460292908442
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,manual,5,5,3,0.163757407333,0.153862775081,-0.009894632252,0,0,0,0.0421560984683,0.0400614968018
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,semi,5,5,3,0.00131627221266,0,-0.00131627221266,0.22,0,0.162666666667,0.00639589797205,0.00680768136704
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,manual,23,23,12,0.0257969224039,0.0228762250661,-0.0029206973378,0.219090909091,0.136363636364,0.167536231884,0.0340276178721,0.0411556194337
yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,yqstnuAEVhm,manual,6,6,3,0.0496882204456,0.0444677251524,-0.0052204952932,0,0,0.166666666667,0.0595777912216,0.0236967151974
yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,yqstnuAEVhm,manual,6,6,3,0.121527455949,0.174074764212,0.052547308263,0.0433333333333,0.333333333333,0.21,0.0305999829527,0.0815370572033
yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,yqstnuAEVhm,manual,5,5,3,0.0893073463966,0.0849635398376,-0.004343806559,0.29,0.71,0.236,0.0330766003908,0.037559769413
yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,manual,6,6,3,0.113306051058,0.11565116635,0.002345115292,0.73,0.27,0.4,0,0
yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,yqstnuAEVhm,manual,5,5,3,0.138817075631,0.169124452397,0.030307376766,0.045,0.5,0.148666666667,0.0237423554207,0.0242679344997
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,23,23,12,0.030319952744,0.0408941616407,0.0105742088967,0.121818181818,0.288181818182,0.232355072464,0.0712462692147,0.0768862966728
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,manual,24,24,12,0.0223497703405,0.00962009111789,-0.0127296792226,0,0.0291666666667,0.0925,0.0634771140515,0.0555937222962
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,yqstnuAEVhm,manual,5,5,3,0.0840437451246,0.0857234971717,0.0016797520471,0.415,0.145,0.243333333333,0.0365193380641,0.0389117288374
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,yqstnuAEVhm,semi,4,4,2,0.0247632653061,0,-0.0247632653061,0,0,0,0.0325460058309,0.0353760932945
yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,yqstnuAEVhm,manual,5,5,3,0.060625284515,0.0761503746714,0.0155250901564,0.4,0.13,0.229333333333,0.0593088601012,0.0844010701439
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,manual,23,24,12,0.232574665255,0.374839304268,0.142264639013,0.384545454545,0.299090909091,0.305724637681,0.0661479145215,0.0813767675675
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,manual,24,24,12,0.0393141958626,0.0412566147068,0.0019424188442,0.523333333333,0.0891666666667,0.333333333333,0.0430069025711,0.0442867044287
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,manual,24,24,12,0.0618945649418,0.0661048343322,0.0042102693904,0.0383333333333,0.0191666666667,0.0629166666667,0.0405350896886,0.0409811390661
zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,zsNo4HB9uLZ,manual,4,4,2,,,,0.225,0.275,0.25,0.054401192778,0.0554425851973
zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,zsNo4HB9uLZ,manual,4,4,2,0.0525614413216,0.0714761145135,0.0189146731919,0.285,0.215,0.25,0.0864967288572,0.0876507381437
zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,zsNo4HB9uLZ,manual,4,4,2,,,,0.225,0.275,0.25,0.0230525490124,0.0226984433182
