cohort,model,groups,role,group,n,worker_ids,worker_ids_original,roster_origin
all26,QTB,4,time_high,3,11,W008|W027|W028|W029|W031|W032|W033|W034|W035|W036|W037,8|27|28|29|31|32|33|34|35|36|37,full_history_hindsight_NOT_target_holdout
all26,QTB,4,edit_low,2,3,W006|W011|W021,6|11|21,full_history_hindsight_NOT_target_holdout
all26,QTB,5,quality_low,1,9,W001|W002|W010|W012|W013|W015|W017|W018|W030,1|2|10|12|13|15|17|18|30,full_history_hindsight_NOT_target_holdout
all26,QTB,5,quality_high,5,1,,19,full_history_hindsight_NOT_target_holdout
all26,QTB,5,time_high,3,6,W008|W027|W028|W032|W033|W036,8|27|28|32|33|36,full_history_hindsight_NOT_target_holdout
all26,QTB,5,edit_low,2,3,W006|W011|W021,6|11|21,full_history_hindsight_NOT_target_holdout
all26,QTB,5,edit_high,4,5,W029|W031|W034|W035|W037,29|31|34|35|37,full_history_hindsight_NOT_target_holdout
all26,QTB,6,quality_low,1,4,W002|W015|W017|W018,2|15|17|18,full_history_hindsight_NOT_target_holdout
all26,QTB,6,quality_high,6,1,,19,full_history_hindsight_NOT_target_holdout
all26,QTB,6,time_high,3,6,W008|W027|W028|W032|W033|W036,8|27|28|32|33|36,full_history_hindsight_NOT_target_holdout
all26,QTB,6,edit_low,2,3,W006|W011|W021,6|11|21,full_history_hindsight_NOT_target_holdout
all26,QTB,6,edit_high,5,5,W029|W031|W034|W035|W037,29|31|34|35|37,full_history_hindsight_NOT_target_holdout
all26,QTB,7,quality_low,1,4,W002|W015|W017|W018,2|15|17|18,full_history_hindsight_NOT_target_holdout
all26,QTB,7,quality_high,7,1,,19,full_history_hindsight_NOT_target_holdout
all26,QTB,7,time_high,4,6,W008|W027|W028|W032|W033|W036,8|27|28|32|33|36,full_history_hindsight_NOT_target_holdout
all26,QTB,7,edit_low,3,1,W011,11,full_history_hindsight_NOT_target_holdout
all26,QTB,7,edit_high,6,5,W029|W031|W034|W035|W037,29|31|34|35|37,full_history_hindsight_NOT_target_holdout
all26,QTB,8,quality_low,1,4,W002|W015|W017|W018,2|15|17|18,full_history_hindsight_NOT_target_holdout
all26,QTB,8,quality_high,8,1,,19,full_history_hindsight_NOT_target_holdout
all26,QTB,8,time_high,6,1,W036,36,full_history_hindsight_NOT_target_holdout
all26,QTB,8,edit_low,3,1,W011,11,full_history_hindsight_NOT_target_holdout
all26,QTB,8,edit_high,7,5,W029|W031|W034|W035|W037,29|31|34|35|37,full_history_hindsight_NOT_target_holdout
all26,QTB,8,benefit_high,4,5,W008|W027|W028|W032|W033,8|27|28|32|33,full_history_hindsight_NOT_target_holdout
all26,QTB,9,quality_low,1,4,W002|W015|W017|W018,2|15|17|18,full_history_hindsight_NOT_target_holdout
all26,QTB,9,quality_high,9,1,,19,full_history_hindsight_NOT_target_holdout
all26,QTB,9,time_high,6,1,W036,36,full_history_hindsight_NOT_target_holdout
all26,QTB,9,edit_low,3,1,W011,11,full_history_hindsight_NOT_target_holdout
all26,QTB,9,edit_high,8,5,W029|W031|W034|W035|W037,29|31|34|35|37,full_history_hindsight_NOT_target_holdout
all26,QTB,9,benefit_high,4,5,W008|W027|W028|W032|W033,8|27|28|32|33,full_history_hindsight_NOT_target_holdout
all26,QTB,10,quality_low,1,1,W027,27,full_history_hindsight_NOT_target_holdout
all26,QTB,10,quality_high,10,1,,19,full_history_hindsight_NOT_target_holdout
all26,QTB,10,time_high,7,1,W036,36,full_history_hindsight_NOT_target_holdout
all26,QTB,10,edit_low,4,1,W011,11,full_history_hindsight_NOT_target_holdout
all26,QTB,10,edit_high,9,5,W029|W031|W034|W035|W037,29|31|34|35|37,full_history_hindsight_NOT_target_holdout
all26,QTB,10,benefit_high,5,4,W008|W028|W032|W033,8|28|32|33,full_history_hindsight_NOT_target_holdout
all26,QTB,11,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
all26,QTB,11,quality_high,11,1,,19,full_history_hindsight_NOT_target_holdout
all26,QTB,11,time_high,8,1,W036,36,full_history_hindsight_NOT_target_holdout
all26,QTB,11,edit_low,5,1,W011,11,full_history_hindsight_NOT_target_holdout
all26,QTB,11,edit_high,10,5,W029|W031|W034|W035|W037,29|31|34|35|37,full_history_hindsight_NOT_target_holdout
all26,QTB,11,benefit_high,6,4,W008|W028|W032|W033,8|28|32|33,full_history_hindsight_NOT_target_holdout
all26,QTB,12,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
all26,QTB,12,quality_high,12,1,,19,full_history_hindsight_NOT_target_holdout
all26,QTB,12,time_high,8,1,W036,36,full_history_hindsight_NOT_target_holdout
all26,QTB,12,edit_low,5,1,W011,11,full_history_hindsight_NOT_target_holdout
all26,QTB,12,edit_high,10,4,W029|W031|W034|W035,29|31|34|35,full_history_hindsight_NOT_target_holdout
all26,QTB,12,benefit_high,6,4,W008|W028|W032|W033,8|28|32|33,full_history_hindsight_NOT_target_holdout
all26,QTS,2,quality_low,1,23,W001|W002|W006|W008|W010|W011|W012|W013|W015|W017|W018|W021|W027|W028|W029|W030|W031|W032|W033|W034|W035|W036|W037,1|2|6|8|10|11|12|13|15|17|18|21|27|28|29|30|31|32|33|34|35|36|37,full_history_hindsight_NOT_target_holdout
all26,QTS,2,quality_high,2,1,,19,full_history_hindsight_NOT_target_holdout
all26,QTS,3,quality_low,1,12,W001|W002|W006|W008|W010|W012|W013|W017|W018|W021|W031|W034,1|2|6|8|10|12|13|17|18|21|31|34,full_history_hindsight_NOT_target_holdout
all26,QTS,3,quality_high,3,1,,19,full_history_hindsight_NOT_target_holdout
all26,QTS,3,time_high,2,11,W011|W015|W027|W028|W029|W030|W032|W033|W035|W036|W037,11|15|27|28|29|30|32|33|35|36|37,full_history_hindsight_NOT_target_holdout
all26,QTS,4,quality_low,1,12,W001|W002|W006|W008|W010|W012|W013|W017|W018|W021|W031|W034,1|2|6|8|10|12|13|17|18|21|31|34,full_history_hindsight_NOT_target_holdout
all26,QTS,4,quality_high,4,1,,19,full_history_hindsight_NOT_target_holdout
all26,QTS,4,time_high,2,8,W011|W015|W027|W028|W032|W033|W035|W036,11|15|27|28|32|33|35|36,full_history_hindsight_NOT_target_holdout
all26,QTS,4,scope_reject_high,3,3,W029|W030|W037,29|30|37,full_history_hindsight_NOT_target_holdout
all26,QTS,4,scope_accept_high,,0,,,full_history_hindsight_NOT_target_holdout
all26,QTS,5,quality_low,1,7,W001|W002|W006|W010|W012|W013|W021,1|2|6|10|12|13|21,full_history_hindsight_NOT_target_holdout
all26,QTS,5,quality_high,5,1,,19,full_history_hindsight_NOT_target_holdout
all26,QTS,5,time_high,2,8,W011|W015|W027|W028|W032|W033|W035|W036,11|15|27|28|32|33|35|36,full_history_hindsight_NOT_target_holdout
all26,QTS,5,scope_reject_low,3,5,W008|W017|W018|W031|W034,8|17|18|31|34,full_history_hindsight_NOT_target_holdout
all26,QTS,5,scope_reject_high,4,3,W029|W030|W037,29|30|37,full_history_hindsight_NOT_target_holdout
all26,QTS,6,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
all26,QTS,6,quality_high,6,1,,19,full_history_hindsight_NOT_target_holdout
all26,QTS,6,time_high,2,8,W011|W015|W027|W028|W032|W033|W035|W036,11|15|27|28|32|33|35|36,full_history_hindsight_NOT_target_holdout
all26,QTS,6,scope_reject_high,5,3,W029|W030|W037,29|30|37,full_history_hindsight_NOT_target_holdout
all26,QTS,6,scope_accept_high,3,5,W008|W017|W018|W031|W034,8|17|18|31|34,full_history_hindsight_NOT_target_holdout
all26,QTS,7,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
all26,QTS,7,quality_high,7,1,,19,full_history_hindsight_NOT_target_holdout
all26,QTS,7,time_high,2,2,W027|W036,27|36,full_history_hindsight_NOT_target_holdout
all26,QTS,7,scope_reject_high,6,3,W029|W030|W037,29|30|37,full_history_hindsight_NOT_target_holdout
all26,QTS,7,scope_accept_low,,0,,,full_history_hindsight_NOT_target_holdout
all26,QTS,7,scope_accept_high,3,5,W008|W017|W018|W031|W034,8|17|18|31|34,full_history_hindsight_NOT_target_holdout
all26,QTS,8,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
all26,QTS,8,quality_high,8,1,,19,full_history_hindsight_NOT_target_holdout
all26,QTS,8,time_high,2,2,W027|W036,27|36,full_history_hindsight_NOT_target_holdout
all26,QTS,8,scope_reject_high,6,1,W030,30,full_history_hindsight_NOT_target_holdout
all26,QTS,8,scope_accept_low,,0,,,full_history_hindsight_NOT_target_holdout
all26,QTS,8,scope_accept_high,3,5,W008|W017|W018|W031|W034,8|17|18|31|34,full_history_hindsight_NOT_target_holdout
all26,QTS,9,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
all26,QTS,9,quality_high,9,1,,19,full_history_hindsight_NOT_target_holdout
all26,QTS,9,time_high,3,2,W027|W036,27|36,full_history_hindsight_NOT_target_holdout
all26,QTS,9,scope_reject_high,7,1,W030,30,full_history_hindsight_NOT_target_holdout
all26,QTS,9,scope_accept_low,,0,,,full_history_hindsight_NOT_target_holdout
all26,QTS,9,scope_accept_high,6,3,W008|W031|W034,8|31|34,full_history_hindsight_NOT_target_holdout
all26,QTS,10,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
all26,QTS,10,quality_high,10,1,,19,full_history_hindsight_NOT_target_holdout
all26,QTS,10,time_high,6,1,W036,36,full_history_hindsight_NOT_target_holdout
all26,QTS,10,scope_reject_low,,0,,,full_history_hindsight_NOT_target_holdout
all26,QTS,10,scope_reject_high,8,1,W030,30,full_history_hindsight_NOT_target_holdout
all26,QTS,10,scope_accept_high,7,3,W008|W031|W034,8|31|34,full_history_hindsight_NOT_target_holdout
all26,QTS,11,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
all26,QTS,11,quality_high,11,1,,19,full_history_hindsight_NOT_target_holdout
all26,QTS,11,time_high,7,1,W036,36,full_history_hindsight_NOT_target_holdout
all26,QTS,11,scope_reject_low,,0,,,full_history_hindsight_NOT_target_holdout
all26,QTS,11,scope_reject_high,9,1,W030,30,full_history_hindsight_NOT_target_holdout
all26,QTS,11,scope_accept_high,8,3,W008|W031|W034,8|31|34,full_history_hindsight_NOT_target_holdout
all26,QTS,12,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
all26,QTS,12,quality_high,12,1,,19,full_history_hindsight_NOT_target_holdout
all26,QTS,12,time_high,8,1,W036,36,full_history_hindsight_NOT_target_holdout
all26,QTS,12,scope_reject_low,,0,,,full_history_hindsight_NOT_target_holdout
all26,QTS,12,scope_reject_high,10,1,W030,30,full_history_hindsight_NOT_target_holdout
all26,QTS,12,scope_accept_high,9,3,W008|W031|W034,8|31|34,full_history_hindsight_NOT_target_holdout
all26,QTSB,2,quality_low,1,23,W001|W002|W006|W008|W010|W011|W012|W013|W015|W017|W018|W021|W027|W028|W029|W030|W031|W032|W033|W034|W035|W036|W037,1|2|6|8|10|11|12|13|15|17|18|21|27|28|29|30|31|32|33|34|35|36|37,full_history_hindsight_NOT_target_holdout
all26,QTSB,2,quality_high,2,1,,19,full_history_hindsight_NOT_target_holdout
all26,QTSB,3,quality_low,1,8,W001|W002|W006|W010|W011|W012|W013|W021,1|2|6|10|11|12|13|21,full_history_hindsight_NOT_target_holdout
all26,QTSB,3,quality_high,3,1,,19,full_history_hindsight_NOT_target_holdout
all26,QTSB,3,time_high,2,15,W008|W015|W017|W018|W027|W028|W029|W030|W031|W032|W033|W034|W035|W036|W037,8|15|17|18|27|28|29|30|31|32|33|34|35|36|37,full_history_hindsight_NOT_target_holdout
all26,QTSB,4,quality_low,1,9,W008|W015|W017|W018|W027|W028|W032|W033|W036,8|15|17|18|27|28|32|33|36,full_history_hindsight_NOT_target_holdout
all26,QTSB,4,quality_high,4,1,,19,full_history_hindsight_NOT_target_holdout
all26,QTSB,4,scope_reject_high,3,6,W029|W030|W031|W034|W035|W037,29|30|31|34|35|37,full_history_hindsight_NOT_target_holdout
all26,QTSB,4,edit_low,2,8,W001|W002|W006|W010|W011|W012|W013|W021,1|2|6|10|11|12|13|21,full_history_hindsight_NOT_target_holdout
all26,QTSB,5,quality_low,1,9,W008|W015|W017|W018|W027|W028|W032|W033|W036,8|15|17|18|27|28|32|33|36,full_history_hindsight_NOT_target_holdout
all26,QTSB,5,quality_high,5,1,,19,full_history_hindsight_NOT_target_holdout
all26,QTSB,5,scope_reject_low,3,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
all26,QTSB,5,scope_reject_high,4,4,W029|W030|W035|W037,29|30|35|37,full_history_hindsight_NOT_target_holdout
all26,QTSB,5,edit_low,2,8,W001|W002|W006|W010|W011|W012|W013|W021,1|2|6|10|11|12|13|21,full_history_hindsight_NOT_target_holdout
all26,QTSB,6,quality_low,1,9,W008|W015|W017|W018|W027|W028|W032|W033|W036,8|15|17|18|27|28|32|33|36,full_history_hindsight_NOT_target_holdout
all26,QTSB,6,quality_high,6,1,,19,full_history_hindsight_NOT_target_holdout
all26,QTSB,6,scope_reject_low,4,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
all26,QTSB,6,scope_reject_high,5,4,W029|W030|W035|W037,29|30|35|37,full_history_hindsight_NOT_target_holdout
all26,QTSB,6,edit_low,2,3,W006|W011|W021,6|11|21,full_history_hindsight_NOT_target_holdout
all26,QTSB,7,quality_low,1,2,W027|W036,27|36,full_history_hindsight_NOT_target_holdout
all26,QTSB,7,quality_high,7,1,,19,full_history_hindsight_NOT_target_holdout
all26,QTSB,7,scope_reject_low,5,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
all26,QTSB,7,scope_reject_high,6,4,W029|W030|W035|W037,29|30|35|37,full_history_hindsight_NOT_target_holdout
all26,QTSB,7,edit_low,2,3,W006|W011|W021,6|11|21,full_history_hindsight_NOT_target_holdout
all26,QTSB,7,benefit_high,3,7,W008|W015|W017|W018|W028|W032|W033,8|15|17|18|28|32|33,full_history_hindsight_NOT_target_holdout
all26,QTSB,8,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
all26,QTSB,8,quality_high,8,1,,19,full_history_hindsight_NOT_target_holdout
all26,QTSB,8,time_high,2,2,W027|W036,27|36,full_history_hindsight_NOT_target_holdout
all26,QTSB,8,scope_reject_high,7,4,W029|W030|W035|W037,29|30|35|37,full_history_hindsight_NOT_target_holdout
all26,QTSB,8,scope_accept_low,,0,,,full_history_hindsight_NOT_target_holdout
all26,QTSB,8,scope_accept_high,6,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
all26,QTSB,8,edit_low,3,3,W006|W011|W021,6|11|21,full_history_hindsight_NOT_target_holdout
all26,QTSB,8,benefit_high,4,7,W008|W015|W017|W018|W028|W032|W033,8|15|17|18|28|32|33,full_history_hindsight_NOT_target_holdout
all26,QTSB,9,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
all26,QTSB,9,quality_high,9,1,,19,full_history_hindsight_NOT_target_holdout
all26,QTSB,9,time_high,2,2,W027|W036,27|36,full_history_hindsight_NOT_target_holdout
all26,QTSB,9,scope_reject_high,6,1,W030,30,full_history_hindsight_NOT_target_holdout
all26,QTSB,9,scope_accept_low,,0,,,full_history_hindsight_NOT_target_holdout
all26,QTSB,9,scope_accept_high,7,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
all26,QTSB,9,edit_low,3,3,W006|W011|W021,6|11|21,full_history_hindsight_NOT_target_holdout
all26,QTSB,9,benefit_high,4,7,W008|W015|W017|W018|W028|W032|W033,8|15|17|18|28|32|33,full_history_hindsight_NOT_target_holdout
all26,QTSB,10,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
all26,QTSB,10,quality_high,10,1,,19,full_history_hindsight_NOT_target_holdout
all26,QTSB,10,time_high,2,2,W027|W036,27|36,full_history_hindsight_NOT_target_holdout
all26,QTSB,10,scope_reject_high,7,1,W030,30,full_history_hindsight_NOT_target_holdout
all26,QTSB,10,scope_accept_low,,0,,,full_history_hindsight_NOT_target_holdout
all26,QTSB,10,scope_accept_high,8,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
all26,QTSB,10,edit_low,4,3,W006|W011|W021,6|11|21,full_history_hindsight_NOT_target_holdout
all26,QTSB,10,benefit_high,5,3,W028|W032|W033,28|32|33,full_history_hindsight_NOT_target_holdout
all26,QTSB,11,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
all26,QTSB,11,quality_high,11,1,,19,full_history_hindsight_NOT_target_holdout
all26,QTSB,11,time_high,2,2,W027|W036,27|36,full_history_hindsight_NOT_target_holdout
all26,QTSB,11,scope_reject_high,8,1,W030,30,full_history_hindsight_NOT_target_holdout
all26,QTSB,11,scope_accept_low,,0,,,full_history_hindsight_NOT_target_holdout
all26,QTSB,11,scope_accept_high,9,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
all26,QTSB,11,edit_low,5,1,W011,11,full_history_hindsight_NOT_target_holdout
all26,QTSB,11,benefit_high,6,3,W028|W032|W033,28|32|33,full_history_hindsight_NOT_target_holdout
all26,QTSB,12,quality_low,1,1,W002,2,full_history_hindsight_NOT_target_holdout
all26,QTSB,12,quality_high,12,1,,19,full_history_hindsight_NOT_target_holdout
all26,QTSB,12,time_high,2,2,W027|W036,27|36,full_history_hindsight_NOT_target_holdout
all26,QTSB,12,scope_reject_low,,0,,,full_history_hindsight_NOT_target_holdout
all26,QTSB,12,scope_reject_high,9,1,W030,30,full_history_hindsight_NOT_target_holdout
all26,QTSB,12,scope_accept_high,10,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
all26,QTSB,12,edit_low,5,1,W011,11,full_history_hindsight_NOT_target_holdout
all26,QTSB,12,benefit_high,7,3,W028|W032|W033,28|32|33,full_history_hindsight_NOT_target_holdout
all26,S,2,scope_reject_low,1,10,W001|W002|W011|W014|W027|W032|W033|W035|W036,1|2|11|14|19|27|32|33|35|36,full_history_hindsight_NOT_target_holdout
all26,S,2,scope_reject_high,2,16,W006|W008|W010|W012|W013|W015|W017|W018|W021|W028|W029|W030|W031|W034|W037,6|8|10|12|13|15|17|18|21|26|28|29|30|31|34|37,full_history_hindsight_NOT_target_holdout
all26,S,3,scope_reject_low,1,11,W006|W008|W010|W012|W013|W015|W017|W018|W021|W031|W034,6|8|10|12|13|15|17|18|21|31|34,full_history_hindsight_NOT_target_holdout
all26,S,3,scope_reject_high,3,5,W028|W029|W030|W037,26|28|29|30|37,full_history_hindsight_NOT_target_holdout
all26,S,3,scope_accept_low,2,10,W001|W002|W011|W014|W027|W032|W033|W035|W036,1|2|11|14|19|27|32|33|35|36,full_history_hindsight_NOT_target_holdout
all26,S,4,scope_reject_low,1,11,W006|W008|W010|W012|W013|W015|W017|W018|W021|W031|W034,6|8|10|12|13|15|17|18|21|31|34,full_history_hindsight_NOT_target_holdout
all26,S,4,scope_reject_high,4,1,W030,30,full_history_hindsight_NOT_target_holdout
all26,S,4,scope_accept_low,2,10,W001|W002|W011|W014|W027|W032|W033|W035|W036,1|2|11|14|19|27|32|33|35|36,full_history_hindsight_NOT_target_holdout
all26,S,4,scope_accept_high,3,4,W028|W029|W037,26|28|29|37,full_history_hindsight_NOT_target_holdout
all26,S,5,scope_reject_low,1,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
all26,S,5,scope_reject_high,5,1,W030,30,full_history_hindsight_NOT_target_holdout
all26,S,5,scope_accept_low,3,10,W001|W002|W011|W014|W027|W032|W033|W035|W036,1|2|11|14|19|27|32|33|35|36,full_history_hindsight_NOT_target_holdout
all26,S,6,scope_reject_low,1,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
all26,S,6,scope_reject_high,6,1,W030,30,full_history_hindsight_NOT_target_holdout
all26,S,6,scope_accept_low,2,5,W001|W002|W027|W036,1|2|19|27|36,full_history_hindsight_NOT_target_holdout
all26,S,7,scope_reject_low,1,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
all26,S,7,scope_reject_high,7,1,W030,30,full_history_hindsight_NOT_target_holdout
all26,S,7,scope_accept_low,2,5,W001|W002|W027|W036,1|2|19|27|36,full_history_hindsight_NOT_target_holdout
all26,S,8,scope_reject_low,1,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
all26,S,8,scope_reject_high,8,1,W030,30,full_history_hindsight_NOT_target_holdout
all26,S,8,scope_accept_low,2,5,W001|W002|W027|W036,1|2|19|27|36,full_history_hindsight_NOT_target_holdout
all26,S,9,scope_reject_low,1,2,W008|W018,8|18,full_history_hindsight_NOT_target_holdout
all26,S,9,scope_reject_high,9,1,W030,30,full_history_hindsight_NOT_target_holdout
all26,S,9,scope_accept_low,3,5,W001|W002|W027|W036,1|2|19|27|36,full_history_hindsight_NOT_target_holdout
all26,S,9,scope_accept_high,2,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
all26,S,10,scope_reject_low,1,2,W008|W018,8|18,full_history_hindsight_NOT_target_holdout
all26,S,10,scope_reject_high,10,1,W030,30,full_history_hindsight_NOT_target_holdout
all26,S,10,scope_accept_low,3,5,W001|W002|W027|W036,1|2|19|27|36,full_history_hindsight_NOT_target_holdout
all26,S,10,scope_accept_high,2,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
all26,S,11,scope_reject_low,1,2,W008|W018,8|18,full_history_hindsight_NOT_target_holdout
all26,S,11,scope_reject_high,11,1,W030,30,full_history_hindsight_NOT_target_holdout
all26,S,11,scope_accept_low,6,1,W036,36,full_history_hindsight_NOT_target_holdout
all26,S,11,scope_accept_high,3,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
all26,S,12,scope_reject_low,1,2,W008|W018,8|18,full_history_hindsight_NOT_target_holdout
all26,S,12,scope_reject_high,12,1,W030,30,full_history_hindsight_NOT_target_holdout
all26,S,12,scope_accept_low,6,1,W036,36,full_history_hindsight_NOT_target_holdout
all26,S,12,scope_accept_high,3,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
all26,S,13,scope_reject_low,,0,,,full_history_hindsight_NOT_target_holdout
all26,S,13,scope_reject_high,13,1,W030,30,full_history_hindsight_NOT_target_holdout
all26,S,13,scope_accept_high,3,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
all26,SB,2,scope_reject_low,1,21,W001|W002|W008|W010|W012|W013|W014|W015|W017|W018|W027|W028|W029|W030|W031|W032|W033|W034|W035|W036|W037,1|2|8|10|12|13|14|15|17|18|27|28|29|30|31|32|33|34|35|36|37,full_history_hindsight_NOT_target_holdout
all26,SB,2,scope_reject_high,2,5,W006|W011|W021,6|11|19|21|26,full_history_hindsight_NOT_target_holdout
all26,SB,3,scope_reject_low,1,13,W002|W008|W010|W013|W014|W015|W017|W018|W027|W028|W032|W033|W036,2|8|10|13|14|15|17|18|27|28|32|33|36,full_history_hindsight_NOT_target_holdout
all26,SB,3,scope_reject_high,3,8,W001|W012|W029|W030|W031|W034|W035|W037,1|12|29|30|31|34|35|37,full_history_hindsight_NOT_target_holdout
all26,SB,3,edit_low,2,5,W006|W011|W021,6|11|19|21|26,full_history_hindsight_NOT_target_holdout
all26,SB,4,scope_reject_low,1,13,W002|W008|W010|W013|W014|W015|W017|W018|W027|W028|W032|W033|W036,2|8|10|13|14|15|17|18|27|28|32|33|36,full_history_hindsight_NOT_target_holdout
all26,SB,4,scope_reject_high,4,2,W029|W030,29|30,full_history_hindsight_NOT_target_holdout
all26,SB,4,scope_accept_high,2,6,W001|W012|W031|W034|W035|W037,1|12|31|34|35|37,full_history_hindsight_NOT_target_holdout
all26,SB,4,edit_low,3,5,W006|W011|W021,6|11|19|21|26,full_history_hindsight_NOT_target_holdout
all26,SB,5,scope_reject_low,1,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
all26,SB,5,scope_reject_high,5,2,W029|W030,29|30,full_history_hindsight_NOT_target_holdout
all26,SB,5,scope_accept_low,,0,,,full_history_hindsight_NOT_target_holdout
all26,SB,5,edit_low,4,5,W006|W011|W021,6|11|19|21|26,full_history_hindsight_NOT_target_holdout
all26,SB,5,benefit_high,2,13,W002|W008|W010|W013|W014|W015|W017|W018|W027|W028|W032|W033|W036,2|8|10|13|14|15|17|18|27|28|32|33|36,full_history_hindsight_NOT_target_holdout
all26,SB,6,scope_reject_low,1,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
all26,SB,6,scope_reject_high,6,2,W029|W030,29|30,full_history_hindsight_NOT_target_holdout
all26,SB,6,scope_accept_low,2,5,W002|W014|W027|W033|W036,2|14|27|33|36,full_history_hindsight_NOT_target_holdout
all26,SB,6,edit_low,5,5,W006|W011|W021,6|11|19|21|26,full_history_hindsight_NOT_target_holdout
all26,SB,7,scope_reject_low,1,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
all26,SB,7,scope_reject_high,7,2,W029|W030,29|30,full_history_hindsight_NOT_target_holdout
all26,SB,7,scope_accept_low,2,5,W002|W014|W027|W033|W036,2|14|27|33|36,full_history_hindsight_NOT_target_holdout
all26,SB,7,edit_low,6,1,,26,full_history_hindsight_NOT_target_holdout
all26,SB,8,scope_reject_low,1,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
all26,SB,8,scope_reject_high,8,2,W029|W030,29|30,full_history_hindsight_NOT_target_holdout
all26,SB,8,scope_accept_low,3,5,W002|W014|W027|W033|W036,2|14|27|33|36,full_history_hindsight_NOT_target_holdout
all26,SB,8,edit_low,7,1,,26,full_history_hindsight_NOT_target_holdout
all26,SB,8,benefit_low,2,1,,19,full_history_hindsight_NOT_target_holdout
all26,SB,9,scope_reject_low,1,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
all26,SB,9,scope_reject_high,9,2,W029|W030,29|30,full_history_hindsight_NOT_target_holdout
all26,SB,9,scope_accept_low,3,5,W002|W014|W027|W033|W036,2|14|27|33|36,full_history_hindsight_NOT_target_holdout
all26,SB,9,edit_low,8,1,,26,full_history_hindsight_NOT_target_holdout
all26,SB,9,benefit_low,2,1,,19,full_history_hindsight_NOT_target_holdout
all26,SB,10,scope_reject_low,1,2,W002|W027,2|27,full_history_hindsight_NOT_target_holdout
all26,SB,10,scope_reject_high,10,2,W029|W030,29|30,full_history_hindsight_NOT_target_holdout
all26,SB,10,scope_accept_high,2,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
all26,SB,10,edit_low,9,1,,26,full_history_hindsight_NOT_target_holdout
all26,SB,10,benefit_low,3,1,,19,full_history_hindsight_NOT_target_holdout
all26,SB,10,benefit_high,7,3,W014|W033|W036,14|33|36,full_history_hindsight_NOT_target_holdout
all26,SB,11,scope_reject_low,1,2,W002|W027,2|27,full_history_hindsight_NOT_target_holdout
all26,SB,11,scope_reject_high,11,2,W029|W030,29|30,full_history_hindsight_NOT_target_holdout
all26,SB,11,scope_accept_high,2,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
all26,SB,11,edit_low,10,1,,26,full_history_hindsight_NOT_target_holdout
all26,SB,11,benefit_low,3,1,,19,full_history_hindsight_NOT_target_holdout
all26,SB,11,benefit_high,9,1,W028,28,full_history_hindsight_NOT_target_holdout
all26,SB,12,scope_reject_low,1,2,W002|W027,2|27,full_history_hindsight_NOT_target_holdout
all26,SB,12,scope_reject_high,12,1,W030,30,full_history_hindsight_NOT_target_holdout
all26,SB,12,scope_accept_high,2,2,W031|W034,31|34,full_history_hindsight_NOT_target_holdout
all26,SB,12,edit_low,10,1,,26,full_history_hindsight_NOT_target_holdout
all26,SB,12,benefit_low,3,1,,19,full_history_hindsight_NOT_target_holdout
all26,SB,12,benefit_high,9,1,W028,28,full_history_hindsight_NOT_target_holdout
all26,SB,13,scope_reject_low,1,2,W002|W027,2|27,full_history_hindsight_NOT_target_holdout
