condition,model,subtype,metric,partition,k,images,next_uncovered,expected_clusters,expected_singletons
oos,Q_3,2,sphere,complete,3,7,0.59418141382427092,2.4641965177679466,2.0682389039531897
oos,Q_3,2,sphere,complete,5,7,0.52309892488463916,3.6937943009371579,2.9672113600685028
oos,Q_3,2,sphere,complete,8,7,0.44599983349983352,5.2742257742257745,3.9815517815517816
oos,Q_3,2,sphere,representative,3,7,0.59418141382427092,2.336645497359783,1.8998715570144142
oos,Q_3,2,sphere,representative,5,7,0.52309892488463916,3.4819941962799104,2.7712406640978071
oos,Q_3,2,sphere,representative,8,7,0.44599983349983352,4.968364968364968,3.7599400599400599
oos,Q_3,3,image,complete,3,3,0.57834110334110334,2.4306832056832057,1.9557858807858806
oos,Q_3,3,image,complete,5,3,0.50442705442705449,3.5426702926702922,2.6682299182299185
oos,Q_3,3,image,complete,8,3,0.45829355829355828,4.9999481999482001,3.7516187516187514
oos,Q_3,3,image,representative,3,3,0.57834110334110334,2.4306832056832057,1.9557858807858806
oos,Q_3,3,image,representative,5,3,0.50442705442705449,3.5426702926702927,2.6682299182299185
oos,Q_3,3,image,representative,8,3,0.45829355829355828,4.9999481999482001,3.7516187516187514
oos,Q_3,3,sphere,complete,3,3,0.57834110334110334,2.4306832056832057,1.9557858807858806
oos,Q_3,3,sphere,complete,5,3,0.50442705442705449,3.5426702926702922,2.6682299182299185
oos,Q_3,3,sphere,complete,8,3,0.45829355829355828,4.9999481999482001,3.7516187516187514
oos,Q_3,3,sphere,representative,3,3,0.57834110334110334,2.4306832056832057,1.9557858807858806
oos,Q_3,3,sphere,representative,5,3,0.50442705442705449,3.5426702926702927,2.6682299182299185
oos,Q_3,3,sphere,representative,8,3,0.45829355829355828,4.9999481999482001,3.7516187516187514
oos,TRI_3,2,image,complete,3,4,0.55798160173160172,2.511309523809524,2.0680194805194807
oos,TRI_3,2,image,complete,5,4,0.44453463203463206,3.6125541125541125,2.5600649350649345
oos,TRI_3,2,image,complete,8,4,0.32272727272727275,4.8227272727272723,2.8696969696969696
oos,TRI_3,2,image,representative,3,4,0.55798160173160172,2.3294913419913419,1.8498376623376622
oos,TRI_3,2,image,representative,5,4,0.44453463203463206,3.3744588744588739,2.4680735930735929
oos,TRI_3,2,image,representative,8,4,0.32272727272727275,4.5727272727272723,2.8636363636363638
oos,TRI_3,2,sphere,complete,3,4,0.55798160173160172,2.511309523809524,2.0680194805194807
oos,TRI_3,2,sphere,complete,5,4,0.44453463203463206,3.6125541125541125,2.5600649350649345
oos,TRI_3,2,sphere,complete,8,4,0.32272727272727275,4.8227272727272723,2.8696969696969696
oos,TRI_3,2,sphere,representative,3,4,0.55798160173160172,2.3294913419913419,1.8498376623376622
oos,TRI_3,2,sphere,representative,5,4,0.44453463203463206,3.3744588744588739,2.4680735930735929
oos,TRI_3,2,sphere,representative,8,4,0.32272727272727275,4.5727272727272723,2.8636363636363638
oos,TRI_3,3,image,complete,3,2,0.56150793650793651,2.4940476190476195,2.0238095238095237
oos,TRI_3,3,image,complete,5,2,0.41468253968253965,3.5317460317460316,2.3809523809523814
oos,TRI_3,3,image,complete,8,2,0.33333333333333337,4.666666666666667,2.7777777777777777
oos,TRI_3,3,image,representative,3,2,0.56150793650793651,2.4940476190476195,2.0238095238095237
oos,TRI_3,3,image,representative,5,2,0.41468253968253965,3.5317460317460316,2.3809523809523809
oos,TRI_3,3,image,representative,8,2,0.33333333333333337,4.666666666666667,2.7777777777777777
oos,TRI_3,3,sphere,complete,3,2,0.56150793650793651,2.4940476190476195,2.0238095238095237
oos,TRI_3,3,sphere,complete,5,2,0.41468253968253965,3.5317460317460316,2.3809523809523814
oos,TRI_3,3,sphere,complete,8,2,0.33333333333333337,4.666666666666667,2.7777777777777777
oos,TRI_3,3,sphere,representative,3,2,0.56150793650793651,2.4940476190476195,2.0238095238095237
oos,TRI_3,3,sphere,representative,5,2,0.41468253968253965,3.5317460317460316,2.3809523809523809
oos,TRI_3,3,sphere,representative,8,2,0.33333333333333337,4.666666666666667,2.7777777777777777
semi,QTSB_3,1,image,complete,3,16,0.066617063492063491,1.2526041666666667,0.2734375
semi,QTSB_3,1,image,complete,5,16,0.063194444444444442,1.3963293650793651,0.34523809523809523
semi,QTSB_3,1,image,complete,8,16,0.059027777777777776,1.5847222222222221,0.48333333333333334
semi,QTSB_3,1,image,representative,3,16,0.066617063492063491,1.2057291666666667,0.2265625
semi,QTSB_3,1,image,representative,5,16,0.063194444444444442,1.3368055555555556,0.32291666666666669
semi,QTSB_3,1,image,representative,8,16,0.059027777777777776,1.5222222222222221,0.48333333333333334
semi,QTSB_3,1,sphere,complete,3,16,0.066493055555555555,1.2057291666666667,0.2265625
semi,QTSB_3,1,sphere,complete,5,16,0.063194444444444442,1.3368055555555556,0.32291666666666669
semi,QTSB_3,1,sphere,complete,8,16,0.059027777777777776,1.5222222222222221,0.48333333333333334
semi,QTSB_3,1,sphere,representative,3,16,0.066493055555555555,1.2057291666666667,0.2265625
semi,QTSB_3,1,sphere,representative,5,16,0.063194444444444442,1.3368055555555556,0.32291666666666669
semi,QTSB_3,1,sphere,representative,8,16,0.059027777777777776,1.5222222222222221,0.48333333333333334
semi,QTSB_3,2,image,complete,3,1,0.46818181818181814,2.3030303030303028,1.7272727272727271
semi,QTSB_3,2,image,complete,5,1,0.41089466089466087,3.2705627705627709,2.3376623376623376
semi,QTSB_3,2,image,complete,8,1,0.38181818181818183,4.6363636363636367,3.6363636363636367
semi,QTSB_3,2,image,representative,3,1,0.46818181818181814,2.0666666666666664,1.3454545454545455
semi,QTSB_3,2,image,representative,5,1,0.41089466089466087,2.8181818181818183,1.8333333333333333
semi,QTSB_3,2,image,representative,8,1,0.38181818181818183,3.9090909090909092,2.9090909090909092
semi,QTSB_3,2,sphere,complete,3,1,0.38484848484848483,2.0666666666666664,1.3454545454545455
semi,QTSB_3,2,sphere,complete,5,1,0.36363636363636365,2.8181818181818183,1.8333333333333333
semi,QTSB_3,2,sphere,complete,8,1,0.36363636363636365,3.9090909090909092,2.9090909090909092
semi,QTSB_3,2,sphere,representative,3,1,0.38484848484848483,2.0666666666666664,1.3454545454545455
semi,QTSB_3,2,sphere,representative,5,1,0.36363636363636365,2.8181818181818183,1.8333333333333333
semi,QTSB_3,2,sphere,representative,8,1,0.36363636363636365,3.9090909090909092,2.9090909090909092
semi,QTSB_3,3,image,complete,3,8,0.20285443722943722,1.9771780303030302,1.2012310606060606
semi,QTSB_3,3,image,complete,5,8,0.15846861471861473,2.5517676767676765,1.3042929292929293
semi,QTSB_3,3,image,complete,8,8,0.12222222222222223,3.1497474747474747,1.4108585858585858
semi,QTSB_3,3,image,representative,3,8,0.20285443722943722,1.5160984848484849,0.60359848484848488
semi,QTSB_3,3,image,representative,5,8,0.15846861471861473,1.8423069985569986,0.77484668109668109
semi,QTSB_3,3,image,representative,8,8,0.12222222222222223,2.2484848484848485,1.0151515151515151
semi,QTSB_3,3,sphere,complete,3,8,0.19437229437229436,1.9649621212121211,1.1842803030303031
semi,QTSB_3,3,sphere,complete,5,8,0.15192099567099568,2.5197510822510822,1.2494588744588744
semi,QTSB_3,3,sphere,complete,8,8,0.12083333333333335,3.0782828282828283,1.2921717171717173
semi,QTSB_3,3,sphere,representative,3,8,0.19437229437229436,1.5160984848484849,0.60359848484848488
semi,QTSB_3,3,sphere,representative,5,8,0.15192099567099568,1.8423069985569986,0.77484668109668109
semi,QTSB_3,3,sphere,representative,8,8,0.12083333333333335,2.2484848484848485,1.0151515151515151
semi,QT_2,1,image,complete,3,18,0.15066677150010482,1.6421735671735673,0.7551790801790802
semi,QT_2,1,image,complete,5,18,0.1153400611733945,2.0168080376413706,0.8658355533355534
semi,QT_2,1,image,complete,8,18,0.090318323651656984,2.4390350390350388,1.0311096311096311
semi,QT_2,1,image,representative,3,18,0.15066677150010482,1.4807322307322306,0.5448347948347948
semi,QT_2,1,image,representative,5,18,0.1153400611733945,1.7524921066587733,0.63054923471590141
semi,QT_2,1,image,representative,8,18,0.090318323651656984,2.0627064293730957,0.75971929305262642
semi,QT_2,1,sphere,complete,3,18,0.13521555604888938,1.5237295112295113,0.59499065749065749
semi,QT_2,1,sphere,complete,5,18,0.10531921781921781,1.8221755096755095,0.6954534662867996
semi,QT_2,1,sphere,complete,8,18,0.088073654740321417,2.1719885053218388,0.86839703506370169
semi,QT_2,1,sphere,representative,3,18,0.13521555604888938,1.4626766751766751,0.51289035039035047
semi,QT_2,1,sphere,representative,5,18,0.10531921781921781,1.7136914011914013,0.58204835288168622
semi,QT_2,1,sphere,representative,8,18,0.088073654740321417,2.008385441718775,0.73626250292916962
semi,QT_2,2,image,complete,3,18,0.19599675016341683,1.7478632478632479,0.94933307433307434
semi,QT_2,2,image,complete,5,18,0.15946846363513031,2.2256940590273921,1.1064460231126896
semi,QT_2,2,image,complete,8,18,0.12311793145126478,2.7672019338686002,1.3165069498402833
semi,QT_2,2,image,representative,3,18,0.19599675016341683,1.4837819587819587,0.61053391053391037
semi,QT_2,2,image,representative,5,18,0.15946846363513031,1.824561241227908,0.81762681762681766
semi,QT_2,2,image,representative,8,18,0.12311793145126478,2.2628766295432965,1.1063109729776397
semi,QT_2,2,sphere,complete,3,18,0.17773476523476525,1.6983262108262107,0.87732128982128976
semi,QT_2,2,sphere,complete,5,18,0.13991378991378992,2.1350054266720933,1.0063778813778814
semi,QT_2,2,sphere,complete,8,18,0.10291591124924458,2.6146766813433482,1.1451264784598119
semi,QT_2,2,sphere,representative,3,18,0.17773476523476525,1.4669469419469419,0.57821067821067818
semi,QT_2,2,sphere,representative,5,18,0.13991378991378992,1.77658144324811,0.73345173345173342
semi,QT_2,2,sphere,representative,8,18,0.10291591124924458,2.1568160234826901,0.94604161270827936
semi,QT_3,2,image,complete,3,2,0.69098124098124103,2.615584415584415,2.2906926406926402
semi,QT_3,2,image,complete,5,2,0.64204545454545459,4.0202020202020208,3.4491341991341988
semi,QT_3,2,image,complete,8,2,0.59393939393939399,6.0232323232323237,5.2686868686868689
semi,QT_3,2,image,representative,3,2,0.69098124098124103,2.4667748917748913,2.0525974025974021
semi,QT_3,2,image,representative,5,2,0.64204545454545459,3.7424242424242427,3.1515151515151514
semi,QT_3,2,image,representative,8,2,0.59393939393939399,5.57878787878788,4.8242424242424251
semi,QT_3,2,sphere,complete,3,2,0.55102813852813848,2.3879870129870131,1.8980519480519478
semi,QT_3,2,sphere,complete,5,2,0.48611111111111105,3.5000000000000004,2.6969696969696968
semi,QT_3,2,sphere,complete,8,2,0.42323232323232318,4.9848484848484853,3.8060606060606066
semi,QT_3,2,sphere,representative,3,2,0.55102813852813848,2.3152597402597399,1.7616883116883115
semi,QT_3,2,sphere,representative,5,2,0.48611111111111105,3.310606060606061,2.393939393939394
semi,QT_3,2,sphere,representative,8,2,0.42323232323232318,4.6242424242424249,3.3818181818181818
semi,QT_3,3,image,complete,3,17,0.15191099749923279,1.6774167009461127,0.8351227204168381
semi,QT_3,3,image,complete,5,17,0.11537302566714332,2.0731947790771317,0.89880381056851644
semi,QT_3,3,image,complete,8,17,0.080092783033959503,2.4893368069838657,0.98325334795923025
semi,QT_3,3,image,representative,3,17,0.15191099749923279,1.3978012183894537,0.47639419404125283
semi,QT_3,3,image,representative,5,17,0.11537302566714332,1.6484659131717956,0.59299524005406357
semi,QT_3,3,image,representative,8,17,0.080092783033959503,1.9553453082864849,0.76069290186937244
semi,QT_3,3,sphere,complete,3,17,0.14367103484750543,1.6342348827642945,0.77705676676264901
semi,QT_3,3,sphere,complete,5,17,0.11056231350348998,2.0056920203979027,0.84632524338406689
semi,QT_3,3,sphere,complete,8,17,0.078785593491475847,2.3977147035970567,0.92157776863659224
semi,QT_3,3,sphere,representative,3,17,0.14367103484750543,1.3978012183894537,0.47639419404125283
semi,QT_3,3,sphere,representative,5,17,0.11056231350348998,1.6484659131717956,0.59299524005406357
semi,QT_3,3,sphere,representative,8,17,0.078785593491475847,1.9553453082864849,0.76069290186937244
semi,Q_2,1,image,complete,3,5,0.093856143856143853,1.5186813186813186,0.60989010989010983
semi,Q_2,1,image,complete,5,5,0.063503163503163498,1.7909423909423907,0.60306360306360307
semi,Q_2,1,image,complete,8,5,0.036063936063936063,2.0321678321678323,0.51282051282051277
semi,Q_2,1,image,representative,3,5,0.093856143856143853,1.3473526473526474,0.36623376623376624
semi,Q_2,1,image,representative,5,5,0.063503163503163498,1.5124875124875126,0.37402597402597404
semi,Q_2,1,image,representative,8,5,0.036063936063936063,1.6721278721278723,0.35044955044955045
semi,Q_2,1,sphere,complete,3,5,0.090329670329670333,1.3473526473526474,0.36623376623376624
semi,Q_2,1,sphere,complete,5,5,0.063036963036963031,1.5124875124875126,0.37402597402597404
semi,Q_2,1,sphere,complete,8,5,0.036063936063936063,1.6721278721278723,0.35044955044955045
semi,Q_2,1,sphere,representative,3,5,0.090329670329670333,1.3473526473526474,0.36623376623376624
semi,Q_2,1,sphere,representative,5,5,0.063036963036963031,1.5124875124875126,0.37402597402597404
semi,Q_2,1,sphere,representative,8,5,0.036063936063936063,1.6721278721278723,0.35044955044955045
semi,Q_2,2,image,complete,3,18,0.19789156444213205,1.8795870523811697,1.0810492339904105
semi,Q_2,2,image,complete,5,18,0.16810132997568497,2.427990690987337,1.2808645065804507
semi,Q_2,2,image,complete,8,18,0.14291523582674254,3.072100755950085,1.5866884844697022
semi,Q_2,2,image,representative,3,18,0.19789156444213205,1.5162308723841231,0.63249103550961139
semi,Q_2,2,image,representative,5,18,0.16810132997568497,1.8730368144067835,0.86275449839691332
semi,Q_2,2,image,representative,8,18,0.14291523582674254,2.3473459365616227,1.2145341586518057
semi,Q_2,2,sphere,complete,3,18,0.18543823283890362,1.8223334943923177,1.0032562481091893
semi,Q_2,2,sphere,complete,5,18,0.15662271690393464,2.3266763598935944,1.172187349496431
semi,Q_2,2,sphere,complete,8,18,0.13203699250525877,2.9036830443951187,1.4050119910285028
semi,Q_2,2,sphere,representative,3,18,0.18543823283890362,1.5013769762802269,0.60780669207526783
semi,Q_2,2,sphere,representative,5,18,0.15662271690393464,1.8389899848555677,0.81270060897898877
semi,Q_2,2,sphere,representative,8,18,0.13203699250525877,2.2804202696359557,1.124816468934116
semi,Q_3,2,image,complete,3,12,0.12511019073519072,1.6826319513819514,0.81628163503163498
semi,Q_3,2,image,complete,5,12,0.089562636437636442,2.0587259962259963,0.84444953194953198
semi,Q_3,2,image,complete,8,12,0.057857420357420357,2.4214970214970215,0.81335146335146336
semi,Q_3,2,image,representative,3,12,0.12511019073519072,1.4070502414252415,0.43866237928737922
semi,Q_3,2,image,representative,5,12,0.089562636437636442,1.6182081807081807,0.49078005328005325
semi,Q_3,2,image,representative,8,12,0.057857420357420357,1.8509518259518261,0.54780497280497287
semi,Q_3,2,sphere,complete,3,12,0.12293782606282605,1.5991362803862803,0.68927947052947047
semi,Q_3,2,sphere,complete,5,12,0.089311729936729936,1.9104090354090353,0.69893301143301134
semi,Q_3,2,sphere,complete,8,12,0.057857420357420357,2.2152615902615902,0.69042994042994044
semi,Q_3,2,sphere,representative,3,12,0.12293782606282605,1.4070502414252415,0.43866237928737922
semi,Q_3,2,sphere,representative,5,12,0.089311729936729936,1.6182081807081807,0.49078005328005325
semi,Q_3,2,sphere,representative,8,12,0.057857420357420357,1.8509518259518261,0.54780497280497287
semi,Q_3,3,image,complete,3,12,0.19829892329892329,1.7982982295482295,0.97722832722832731
semi,Q_3,3,image,complete,5,12,0.17277467902467902,2.3131145474895476,1.2194397038147038
semi,Q_3,3,image,complete,8,12,0.15192296129796129,2.9421809671809669,1.5623311873311874
semi,Q_3,3,image,representative,3,12,0.19829892329892329,1.4825549450549451,0.6082951770451771
semi,Q_3,3,image,representative,5,12,0.17277467902467902,1.8399621212121211,0.87086177711177715
semi,Q_3,3,image,representative,8,12,0.15192296129796129,2.3289377289377291,1.2666481666481666
semi,Q_3,3,sphere,complete,3,12,0.18215152902652906,1.7324481074481073,0.89378052503052496
semi,Q_3,3,sphere,complete,5,12,0.15659167221667222,2.2029845154845158,1.1100704850704852
semi,Q_3,3,sphere,complete,8,12,0.13646180208680206,2.7616661116661114,1.3673576423576421
semi,Q_3,3,sphere,representative,3,12,0.18215152902652906,1.471096611721612,0.58642017704517702
semi,Q_3,3,sphere,representative,5,12,0.15659167221667222,1.8078154484404483,0.8152108308358309
semi,Q_3,3,sphere,representative,8,12,0.13646180208680206,2.2588522588522588,1.1623746623746622
semi,TRI_3,2,image,complete,3,13,0.10109057609057609,1.405056481979559,0.46291913214990138
semi,TRI_3,2,image,complete,5,13,0.083062236908390749,1.6273299350222425,0.50982777905854826
semi,TRI_3,2,image,complete,8,13,0.064885541808618732,1.870778793855717,0.58516526208833897
semi,TRI_3,2,image,representative,3,13,0.10109057609057609,1.2977407208176439,0.35560337098798639
semi,TRI_3,2,image,representative,5,13,0.083062236908390749,1.4897111435572974,0.45469060853676235
semi,TRI_3,2,image,representative,8,13,0.064885541808618732,1.7196222580837965,0.56364831749447142
semi,TRI_3,2,sphere,complete,3,13,0.073376623376623373,1.2573561054330287,0.28573157611619149
semi,TRI_3,2,sphere,complete,5,13,0.058886412732566576,1.4039358077819617,0.34632675017290404
semi,TRI_3,2,sphere,complete,8,13,0.046936823859900785,1.5845795230410613,0.45253720638336026
semi,TRI_3,2,sphere,representative,3,13,0.073376623376623373,1.24389456697149,0.26073157611619152
semi,TRI_3,2,sphere,representative,5,13,0.058886412732566576,1.3700530238991779,0.29412894797510181
semi,TRI_3,2,sphere,representative,8,13,0.046936823859900785,1.5230410615026,0.38587053971669355
semi,TRI_3,3,image,complete,3,5,0.11904761904761904,1.5333333333333337,0.59999999999999998
semi,TRI_3,3,image,complete,5,5,0.11349206349206349,1.8888888888888888,0.88888888888888895
semi,TRI_3,3,image,complete,8,5,0.11111111111111112,2.4222222222222221,1.4222222222222221
semi,TRI_3,3,image,representative,3,5,0.11904761904761904,1.3333333333333335,0.34999999999999998
semi,TRI_3,3,image,representative,5,5,0.11349206349206349,1.5555555555555556,0.55555555555555558
semi,TRI_3,3,image,representative,8,5,0.11111111111111112,1.8888888888888888,0.88888888888888895
semi,TRI_3,3,sphere,complete,3,5,0.11904761904761904,1.5333333333333337,0.59999999999999998
semi,TRI_3,3,sphere,complete,5,5,0.11349206349206349,1.8888888888888888,0.88888888888888895
semi,TRI_3,3,sphere,complete,8,5,0.11111111111111112,2.4222222222222221,1.4222222222222221
semi,TRI_3,3,sphere,representative,3,5,0.11904761904761904,1.3333333333333335,0.34999999999999998
semi,TRI_3,3,sphere,representative,5,5,0.11349206349206349,1.5555555555555556,0.55555555555555558
semi,TRI_3,3,sphere,representative,8,5,0.11111111111111112,1.8888888888888888,0.88888888888888895
