condition,config,subtype,metric,partition,k,images,images_with_remaining_person,min_pool_N,max_pool_N,prefix_K,prefix_singletons,fixed_K,pair_uncovered,largest_share,old_relation_churn
manual,Q_3,2,sphere,representative,3,45,45,5,16,1.8373333333333333,1.1227777777777777,1.8049999999999999,0.3244958689458689,0.7208888888888888,0.012666666666666666
manual,Q_3,2,sphere,representative,5,45,39,5,16,2.435888888888889,1.4824444444444442,2.4130000000000003,0.27634468309468307,0.70037777777777777,0.0097222222222222102
manual,Q_3,2,sphere,representative,8,24,18,8,16,3.1481249999999998,1.9143749999999999,3.1252083333333331,0.23527347883597882,0.68877604166666673,0.0047123015873015714
manual,Q_3,2,sphere,representative,12,14,11,12,16,4.010357142857143,2.7542857142857144,4.0003571428571432,0.20643939393939392,0.6980357142857142,0.0033181818181818
manual,Q_3,2,sphere,representative,16,6,0,16,16,5.5,4,5.5,,0.67708333333333337,0.0006984126984126833
manual,Q_3,3,image,complete,3,36,36,5,17,2.1333333333333333,1.5208333333333333,2.2709722222222219,0.43551790493457154,0.62222222222222223,0.018333333333333326
manual,Q_3,3,image,complete,5,36,33,5,17,3.0768055555555556,2.1691666666666669,3.2416666666666667,0.39754026739254011,0.55986111111111103,0.013078703703703681
manual,Q_3,3,image,complete,8,33,33,9,17,4.4898484848484843,3.1471212121212124,4.6316666666666668,0.35086267436267432,0.49732954545454539,0.011262626262626236
manual,Q_3,3,image,complete,12,25,24,12,17,6.2303999999999995,4.3427999999999995,6.3099999999999996,0.30771874999999993,0.44646666666666662,0.011912727272727248
manual,Q_3,3,image,complete,16,10,6,16,17,6.8170000000000002,4.4369999999999994,6.8220000000000001,0.28083333333333327,0.49053124999999997,0.012304761904761881
manual,Q_3,3,image,representative,3,36,36,5,17,2.0780555555555558,1.4655555555555555,2.0363888888888888,0.43551790493457154,0.64064814814814808,0.019861111111111086
manual,Q_3,3,image,representative,5,36,33,5,17,2.8769444444444447,2.0309722222222222,2.8512499999999998,0.39754026739254011,0.61216666666666664,0.01310185185185183
manual,Q_3,3,image,representative,8,33,33,9,17,4.1063636363636364,2.9893939393939397,4.0966666666666667,0.35086267436267432,0.57984848484848484,0.0080591630591630298
manual,Q_3,3,image,representative,12,25,24,12,17,5.6204000000000001,4.2408000000000001,5.6251999999999995,0.30771874999999993,0.56508333333333327,0.0055672727272727037
manual,Q_3,3,image,representative,16,10,6,16,17,5.8235000000000001,4.1355000000000004,5.8280000000000003,0.28083333333333327,0.62,0.0040095238095237806
manual,Q_3,3,sphere,complete,3,36,36,5,17,2.0884722222222223,1.4502777777777778,2.2181944444444444,0.41282289161455821,0.63717592592592587,0.019305555555555545
manual,Q_3,3,sphere,complete,5,36,33,5,17,2.9897222222222219,2.0683333333333334,3.1556944444444444,0.3746652291311382,0.57730555555555552,0.013124999999999987
manual,Q_3,3,sphere,complete,8,33,33,9,17,4.3283333333333331,3.0031818181818184,4.4948484848484851,0.32854365079365078,0.5201893939393939,0.013520923520923494
manual,Q_3,3,sphere,complete,12,25,24,12,17,5.9686000000000003,4.1192000000000002,6.0653999999999995,0.29206597222222219,0.47084999999999994,0.014796363636363608
manual,Q_3,3,sphere,complete,16,10,6,16,17,6.4000000000000004,4.2784999999999993,6.4219999999999997,0.27249999999999996,0.52318749999999992,0.01560952380952379
manual,Q_3,3,sphere,representative,3,36,36,5,17,2.0281944444444444,1.3899999999999999,1.9897222222222222,0.41282289161455821,0.65726851851851853,0.021805555555555536
manual,Q_3,3,sphere,representative,5,36,33,5,17,2.7858333333333336,1.9240277777777779,2.7625000000000002,0.3746652291311382,0.63,0.013981481481481465
manual,Q_3,3,sphere,representative,8,33,33,9,17,3.9363636363636365,2.8137878787878789,3.9342424242424245,0.32854365079365078,0.60090909090909084,0.0087734487734487509
manual,Q_3,3,sphere,representative,12,25,24,12,17,5.3929999999999998,4.0106000000000002,5.4024000000000001,0.29206597222222219,0.58306666666666662,0.0056436363636363516
manual,Q_3,3,sphere,representative,16,10,6,16,17,5.4295,3.8230000000000004,5.4295,0.27249999999999996,0.64971875000000001,0.0067714285714285602
manual,TRI_3,1,image,complete,3,29,0,3,3,1.5862068965517242,0.75862068965517238,1.5862068965517242,,0.80459770114942519,0
manual,TRI_3,1,image,representative,3,29,0,3,3,1.5862068965517242,0.75862068965517238,1.5862068965517242,,0.80459770114942519,0
manual,TRI_3,1,sphere,complete,3,29,0,3,3,1.5862068965517242,0.75862068965517238,1.5862068965517242,,0.80459770114942519,0.013620689655172415
manual,TRI_3,1,sphere,representative,3,29,0,3,3,1.5517241379310345,0.72413793103448276,1.5517241379310345,,0.8160919540229884,0.010689655172413793
manual,TRI_3,2,image,complete,3,45,45,4,13,1.9857777777777779,1.3353333333333333,2.0948888888888888,0.37361776895943566,0.67140740740740734,0.019222222222222213
manual,TRI_3,2,image,complete,5,44,42,5,13,2.8004545454545453,1.8586363636363636,2.9027272727272728,0.3282390873015873,0.61452272727272728,0.015397727272727257
manual,TRI_3,2,image,complete,8,29,29,9,13,3.9529310344827588,2.5846551724137932,4.0420689655172417,0.28277011494252874,0.55967672413793101,0.011239737274220018
manual,TRI_3,2,image,complete,12,11,4,12,13,4.7459090909090911,2.5568181818181817,4.7731818181818184,0.092499999999999971,0.52348484848484833,0.016834710743801627
manual,TRI_3,2,image,representative,3,45,45,4,13,1.9296666666666664,1.2792222222222223,1.8928888888888891,0.37361776895943566,0.69011111111111101,0.016555555555555546
manual,TRI_3,2,image,representative,5,44,42,5,13,2.6080681818181817,1.7319318181818182,2.583409090909091,0.3282390873015873,0.66613636363636364,0.007689393939393923
manual,TRI_3,2,image,representative,8,29,29,9,13,3.6124137931034483,2.4243103448275858,3.595344827586207,0.28277011494252874,0.63189655172413794,0.0031855500821017968
manual,TRI_3,2,image,representative,12,11,4,12,13,4.0586363636363636,2.3704545454545456,4.0499999999999998,0.092499999999999971,0.66901515151515145,0.0055867768595041093
manual,TRI_3,2,sphere,complete,3,45,45,4,13,1.9266666666666667,1.2462222222222221,2.0216666666666665,0.34841838624338622,0.69111111111111101,0.019555555555555552
manual,TRI_3,2,sphere,complete,5,44,42,5,13,2.675340909090909,1.7040909090909091,2.7697727272727275,0.29962797619047615,0.63963636363636356,0.015265151515151499
manual,TRI_3,2,sphere,complete,8,29,29,9,13,3.7600000000000002,2.4387931034482757,3.8465517241379308,0.26683333333333331,0.5925215517241379,0.012036124794745466
manual,TRI_3,2,sphere,complete,12,11,4,12,13,4.4713636363636367,2.4472727272727273,4.5054545454545458,0.092499999999999971,0.58098484848484844,0.01566942148760329
manual,TRI_3,2,sphere,representative,3,45,45,4,13,1.874888888888889,1.1944444444444444,1.8574444444444442,0.34841838624338622,0.70837037037037032,0.014444444444444442
manual,TRI_3,2,sphere,representative,5,44,42,5,13,2.5052272727272729,1.5957954545454547,2.5079545454545453,0.29962797619047615,0.68602272727272728,0.0079166666666666535
manual,TRI_3,2,sphere,representative,8,29,29,9,13,3.5017241379310344,2.3098275862068967,3.5155172413793103,0.26683333333333331,0.64678879310344828,0.0049671592775040957
manual,TRI_3,2,sphere,representative,12,11,4,12,13,3.959090909090909,2.3418181818181818,3.959090909090909,0.092499999999999971,0.68465909090909083,0.0066528925619834534
manual,TRI_3,3,image,complete,3,45,41,3,9,2.2028888888888889,1.6336666666666666,2.2728888888888887,0.48865243902439021,0.59903703703703692,0.018777777777777775
manual,TRI_3,3,image,complete,5,31,19,5,9,3.1154838709677417,2.2443548387096777,3.148709677419355,0.35309210526315787,0.55687096774193545,0.02104838709677417
manual,TRI_3,3,image,complete,8,16,14,8,9,3.7012499999999999,2.4015624999999998,3.7190625000000002,0.21178571428571427,0.60410156250000002,0.014642857142857124
manual,TRI_3,3,image,representative,3,45,41,3,9,2.149,1.5797777777777779,2.1223333333333332,0.48865243902439021,0.61699999999999988,0.018333333333333333
manual,TRI_3,3,image,representative,5,31,19,5,9,2.8158064516129033,2.0179032258064518,2.8014516129032256,0.35309210526315787,0.63145161290322582,0.015779569892473099
manual,TRI_3,3,image,representative,8,16,14,8,9,3.3015625000000002,2.2487499999999998,3.3100000000000001,0.21178571428571427,0.69308593750000003,0.0041220238095237942
manual,TRI_3,3,sphere,complete,3,45,41,3,9,2.1693333333333333,1.584111111111111,2.2410000000000001,0.46249390243902433,0.61022222222222211,0.023111111111111107
manual,TRI_3,3,sphere,complete,5,31,19,5,9,3.0262903225806452,2.1404838709677421,3.064516129032258,0.32997807017543856,0.57716129032258068,0.018817204301075249
manual,TRI_3,3,sphere,complete,8,16,14,8,9,3.5903125,2.2912499999999998,3.6081249999999998,0.1957142857142857,0.62472656249999992,0.012738095238095219
manual,TRI_3,3,sphere,representative,3,45,41,3,9,2.1023333333333336,1.5171111111111111,2.0687777777777776,0.46249390243902433,0.63255555555555543,0.023111111111111107
manual,TRI_3,3,sphere,representative,5,31,19,5,9,2.7025806451612904,1.8788709677419353,2.6920967741935482,0.32997807017543856,0.65432258064516124,0.015618279569892458
manual,TRI_3,3,sphere,representative,8,16,14,8,9,3.1906249999999998,2.089375,3.1990625000000001,0.1957142857142857,0.70695312499999996,0.0039434523809523687
oos,QTSB_3,1,image,complete,3,8,8,6,10,2.4206249999999998,1.965625,2.5806249999999999,0.58392857142857135,0.52645833333333325,0.02
oos,QTSB_3,1,image,complete,5,8,8,6,10,3.683125,2.8843749999999999,3.8881250000000001,0.51440624999999995,0.43762499999999993,0.01416666666666665
oos,QTSB_3,1,image,complete,8,7,7,9,10,5.5714285714285712,4.1621428571428574,5.7135714285714281,0.47428571428571425,0.33455357142857139,0.017176870748299298
oos,QTSB_3,1,image,representative,3,8,8,6,10,2.3650000000000002,1.9100000000000001,2.3006250000000001,0.58392857142857135,0.54499999999999993,0.018124999999999985
oos,QTSB_3,1,image,representative,5,8,8,6,10,3.515625,2.8293750000000002,3.4550000000000001,0.51440624999999995,0.49362499999999998,0.016041666666666652
oos,QTSB_3,1,image,representative,8,7,7,9,10,5.1757142857142853,4.1442857142857141,5.1464285714285714,0.47428571428571425,0.4600892857142857,0.0079591836734693704
oos,QTSB_3,1,sphere,complete,3,8,8,6,10,2.401875,1.9375,2.5081250000000002,0.57544642857142858,0.53270833333333323,0.017500000000000002
oos,QTSB_3,1,sphere,complete,5,8,8,6,10,3.6462499999999998,2.8493749999999998,3.7368749999999999,0.50803124999999993,0.44587499999999991,0.01541666666666665
oos,QTSB_3,1,sphere,complete,8,7,7,9,10,5.4292857142857143,4.0871428571428572,5.46,0.47321428571428564,0.35660714285714284,0.015986394557823115
oos,QTSB_3,1,sphere,representative,3,8,8,6,10,2.3406250000000002,1.87625,2.265625,0.57544642857142858,0.55312499999999987,0.021249999999999988
oos,QTSB_3,1,sphere,representative,5,8,8,6,10,3.46875,2.7887500000000003,3.3912499999999999,0.50803124999999993,0.50475000000000003,0.016249999999999976
oos,QTSB_3,1,sphere,representative,8,7,7,9,10,5.0764285714285711,4.0542857142857143,5.0314285714285711,0.47321428571428564,0.47366071428571427,0.0088775510204081431
oos,QTSB_3,2,image,complete,3,9,4,3,11,2.4172222222222222,1.9683333333333333,2.4172222222222222,0.54135416666666658,0.52759259259259261,0
oos,QTSB_3,2,image,complete,5,4,4,7,11,3.4450000000000003,2.2837499999999999,3.4450000000000003,0.40937499999999999,0.46675,0
oos,QTSB_3,2,image,complete,8,2,2,9,11,4.2700000000000005,2.5,4.2700000000000005,0.34249999999999997,0.44968749999999996,0
oos,QTSB_3,2,image,representative,3,9,4,3,11,2.4172222222222222,1.9683333333333333,2.4172222222222222,0.54135416666666658,0.52759259259259261,0
oos,QTSB_3,2,image,representative,5,4,4,7,11,3.4450000000000003,2.2837499999999999,3.4450000000000003,0.40937499999999999,0.46675,0
oos,QTSB_3,2,image,representative,8,2,2,9,11,4.2700000000000005,2.5,4.2700000000000005,0.34249999999999997,0.44968749999999996,0
oos,QTSB_3,2,sphere,complete,3,9,4,3,11,2.4172222222222222,1.9683333333333333,2.4172222222222222,0.54135416666666658,0.52759259259259261,0
oos,QTSB_3,2,sphere,complete,5,4,4,7,11,3.4450000000000003,2.2837499999999999,3.4450000000000003,0.40937499999999999,0.46675,0
oos,QTSB_3,2,sphere,complete,8,2,2,9,11,4.2700000000000005,2.5,4.2700000000000005,0.34249999999999997,0.44968749999999996,0
oos,QTSB_3,2,sphere,representative,3,9,4,3,11,2.4172222222222222,1.9683333333333333,2.4172222222222222,0.54135416666666658,0.52759259259259261,0
oos,QTSB_3,2,sphere,representative,5,4,4,7,11,3.4450000000000003,2.2837499999999999,3.4450000000000003,0.40937499999999999,0.46675,0
oos,QTSB_3,2,sphere,representative,8,2,2,9,11,4.2700000000000005,2.5,4.2700000000000005,0.34249999999999997,0.44968749999999996,0
oos,QTSB_3,3,image,complete,3,9,9,5,10,2.5077777777777777,2.1261111111111113,2.5449999999999999,0.66462433862433867,0.4974074074074073,0.012222222222222211
oos,QTSB_3,3,image,complete,5,9,8,5,10,3.8516666666666666,3.1783333333333328,3.8933333333333331,0.55049999999999999,0.41388888888888886,0.0059259259259259109
oos,QTSB_3,3,image,complete,8,7,6,8,10,5.0335714285714284,3.6514285714285712,5.0499999999999998,0.39208333333333328,0.43821428571428572,0.0097619047619047408
oos,QTSB_3,3,image,representative,3,9,9,5,10,2.4783333333333335,2.0966666666666667,2.4561111111111114,0.66462433862433867,0.50722222222222213,0.0038888888888888892
oos,QTSB_3,3,image,representative,5,9,8,5,10,3.7533333333333334,3.108888888888889,3.7388888888888889,0.55049999999999999,0.4393333333333333,0.003148148148148133
oos,QTSB_3,3,image,representative,8,7,6,8,10,4.7821428571428575,3.5249999999999999,4.7821428571428575,0.39208333333333328,0.48526785714285714,6.8027210884342857e-05
oos,QTSB_3,3,sphere,complete,3,9,9,5,10,2.5022222222222221,2.1205555555555557,2.5449999999999999,0.66286507936507932,0.49925925925925912,0.010555555555555545
oos,QTSB_3,3,sphere,complete,5,9,8,5,10,3.8516666666666666,3.1783333333333328,3.8933333333333331,0.55034375000000002,0.41388888888888886,0.0067592592592592444
oos,QTSB_3,3,sphere,complete,8,7,6,8,10,5.0335714285714284,3.6514285714285712,5.0499999999999998,0.39208333333333328,0.43821428571428572,0.0097619047619047408
oos,QTSB_3,3,sphere,representative,3,9,9,5,10,2.4738888888888888,2.092222222222222,2.4561111111111114,0.66286507936507932,0.50870370370370355,0.0055555555555555558
oos,QTSB_3,3,sphere,representative,5,9,8,5,10,3.7472222222222222,3.1027777777777774,3.7388888888888889,0.55034375000000002,0.44055555555555553,0.0017592592592592556
oos,QTSB_3,3,sphere,representative,8,7,6,8,10,4.7821428571428575,3.5249999999999999,4.7821428571428575,0.39208333333333328,0.48526785714285714,6.8027210884342857e-05
oos,QT_2,1,image,complete,3,9,9,10,16,2.3383333333333334,1.8255555555555556,2.4366666666666665,0.50400479921313257,0.55388888888888888,0.024444444444444435
oos,QT_2,1,image,complete,5,9,9,10,16,3.4005555555555556,2.3433333333333333,3.4827777777777778,0.39788516113516104,0.47033333333333327,0.01731481481481479
oos,QT_2,1,image,complete,8,9,9,10,16,4.6205555555555557,2.8116666666666665,4.6494444444444447,0.29430092592592594,0.40541666666666665,0.01812169312169308
oos,QT_2,1,image,complete,12,7,5,12,16,6.4228571428571426,3.9057142857142857,6.4121428571428565,0.29300000000000004,0.3370238095238095,0.0069220779220778997
oos,QT_2,1,image,complete,16,1,0,16,16,6,3,6,,0.375,0
oos,QT_2,1,image,representative,3,9,9,10,16,2.2788888888888885,1.766111111111111,2.1927777777777777,0.50400479921313257,0.5737037037037036,0.017777777777777767
oos,QT_2,1,image,representative,5,9,9,10,16,3.2066666666666666,2.2616666666666667,3.1300000000000003,0.39788516113516104,0.53155555555555556,0.012222222222222188
oos,QT_2,1,image,representative,8,9,9,10,16,4.2888888888888888,2.7583333333333333,4.2311111111111108,0.29430092592592594,0.51013888888888892,0.0069047619047618667
oos,QT_2,1,image,representative,12,7,5,12,16,6.0107142857142861,3.8392857142857144,5.9828571428571431,0.29300000000000004,0.44494047619047616,0.0079090909090908847
oos,QT_2,1,image,representative,16,1,0,16,16,6,3,6,,0.5625,0.0182857142857142
oos,QT_2,1,sphere,complete,3,9,9,10,16,2.3233333333333333,1.8072222222222223,2.4511111111111115,0.49982578686745349,0.55888888888888877,0.022222222222222199
oos,QT_2,1,sphere,complete,5,9,9,10,16,3.3799999999999999,2.3316666666666666,3.5061111111111112,0.39486928811928806,0.47666666666666668,0.01879629629629628
oos,QT_2,1,sphere,complete,8,9,9,10,16,4.5983333333333336,2.8011111111111111,4.6772222222222224,0.29152314814814817,0.41104166666666664,0.018439153439153387
oos,QT_2,1,sphere,complete,12,7,5,12,16,6.4121428571428565,3.7628571428571429,6.4121428571428565,0.29300000000000004,0.3414880952380952,0.009519480519480485
oos,QT_2,1,sphere,complete,16,1,0,16,16,6,3,6,,0.375,0
oos,QT_2,1,sphere,representative,3,9,9,10,16,2.2688888888888892,1.7527777777777778,2.1761111111111111,0.49982578686745349,0.5770370370370369,0.0161111111111111
oos,QT_2,1,sphere,representative,5,9,9,10,16,3.1838888888888892,2.2344444444444442,3.0899999999999999,0.39486928811928806,0.53566666666666662,0.0099074074074073665
oos,QT_2,1,sphere,representative,8,9,9,10,16,4.2338888888888881,2.7027777777777775,4.1594444444444445,0.29152314814814817,0.5165277777777777,0.0042857142857142556
oos,QT_2,1,sphere,representative,12,7,5,12,16,5.8557142857142859,3.6842857142857142,5.8400000000000007,0.29300000000000004,0.45785714285714285,0.0044155844155844004
oos,QT_2,1,sphere,representative,16,1,0,16,16,6,3,6,,0.5625,0.0182857142857142
oos,QT_2,2,image,complete,3,9,9,7,13,2.5627777777777778,2.2072222222222222,2.572222222222222,0.67439616402116398,0.47907407407407399,0.0094444444444444445
oos,QT_2,2,image,complete,5,9,9,7,13,3.9005555555555551,3.1816666666666666,3.9011111111111112,0.59679629629629627,0.39599999999999996,0.0054629629629629559
oos,QT_2,2,image,complete,8,8,8,9,13,5.8224999999999998,4.7456250000000004,5.8224999999999998,0.56214583333333323,0.35468749999999999,0.0039285714285714254
oos,QT_2,2,image,complete,12,1,1,13,13,7.4800000000000004,6.4800000000000004,7.4800000000000004,0.52000000000000002,0.46000000000000002,0
oos,QT_2,2,image,representative,3,9,9,7,13,2.5333333333333332,2.177777777777778,2.5022222222222221,0.67439616402116398,0.48888888888888882,0.0099999999999999881
oos,QT_2,2,image,representative,5,9,9,7,13,3.8405555555555555,3.1694444444444443,3.8088888888888892,0.59679629629629627,0.41755555555555551,0.0055555555555555558
oos,QT_2,2,image,representative,8,8,8,9,13,5.7143750000000004,4.7356249999999998,5.6974999999999998,0.56214583333333323,0.38210937499999997,0.0037499999999999873
oos,QT_2,2,image,representative,12,1,1,13,13,7.4800000000000004,6.4800000000000004,7.4800000000000004,0.52000000000000002,0.46000000000000002,0
oos,QT_2,2,sphere,complete,3,9,9,7,13,2.5627777777777778,2.2072222222222222,2.572222222222222,0.67439616402116398,0.47907407407407399,0.0094444444444444445
oos,QT_2,2,sphere,complete,5,9,9,7,13,3.9005555555555551,3.1816666666666666,3.9011111111111112,0.59679629629629627,0.39599999999999996,0.0054629629629629559
oos,QT_2,2,sphere,complete,8,8,8,9,13,5.8224999999999998,4.7456250000000004,5.8224999999999998,0.56214583333333323,0.35468749999999999,0.0039285714285714254
oos,QT_2,2,sphere,complete,12,1,1,13,13,7.4800000000000004,6.4800000000000004,7.4800000000000004,0.52000000000000002,0.46000000000000002,0
oos,QT_2,2,sphere,representative,3,9,9,7,13,2.5333333333333332,2.177777777777778,2.5022222222222221,0.67439616402116398,0.48888888888888882,0.0099999999999999881
oos,QT_2,2,sphere,representative,5,9,9,7,13,3.8405555555555555,3.1694444444444443,3.8088888888888892,0.59679629629629627,0.41755555555555551,0.0055555555555555558
oos,QT_2,2,sphere,representative,8,8,8,9,13,5.7143750000000004,4.7356249999999998,5.6974999999999998,0.56214583333333323,0.38210937499999997,0.0037499999999999873
oos,QT_2,2,sphere,representative,12,1,1,13,13,7.4800000000000004,6.4800000000000004,7.4800000000000004,0.52000000000000002,0.46000000000000002,0
oos,QT_3,1,image,complete,3,8,8,4,10,2.4431250000000002,1.9768749999999999,2.5550000000000002,0.54190476190476189,0.5189583333333333,0.040624999999999967
oos,QT_3,1,image,complete,5,7,7,6,10,3.8935714285714282,3.0457142857142858,3.9507142857142861,0.52042857142857135,0.37985714285714284,0.027142857142857128
oos,QT_3,1,image,complete,8,1,1,10,10,4.335,2.6749999999999998,4.335,0.32250000000000001,0.50062499999999988,0
oos,QT_3,1,image,representative,3,8,8,4,10,2.3049999999999997,1.8387500000000001,2.1699999999999999,0.54190476190476189,0.56499999999999995,0.049374999999999988
oos,QT_3,1,image,representative,5,7,7,6,10,3.5857142857142859,2.8628571428571425,3.4564285714285714,0.52042857142857135,0.46642857142857136,0.017499999999999957
oos,QT_3,1,image,representative,8,1,1,10,10,3.5899999999999999,2.3900000000000001,3.355,0.32250000000000001,0.65125,0.024047619047618998
oos,QT_3,1,sphere,complete,3,8,8,4,10,2.4074999999999998,1.9412499999999999,2.5550000000000002,0.54002976190476193,0.53083333333333327,0.036874999999999963
oos,QT_3,1,sphere,complete,5,7,7,6,10,3.8735714285714287,3.0457142857142858,3.9507142857142861,0.52042857142857135,0.38785714285714284,0.033928571428571398
oos,QT_3,1,sphere,complete,8,1,1,10,10,4.335,2.6749999999999998,4.335,0.32250000000000001,0.50062499999999988,0
oos,QT_3,1,sphere,representative,3,8,8,4,10,2.2887499999999998,1.8225,2.1699999999999999,0.54002976190476193,0.57041666666666657,0.04374999999999999
oos,QT_3,1,sphere,representative,5,7,7,6,10,3.5621428571428568,2.8392857142857144,3.4564285714285714,0.52042857142857135,0.47114285714285714,0.0071428571428571131
oos,QT_3,1,sphere,representative,8,1,1,10,10,3.5899999999999999,2.3900000000000001,3.355,0.32250000000000001,0.65125,0.024047619047618998
oos,QT_3,2,image,complete,3,9,9,6,9,2.346111111111111,1.8411111111111111,2.4322222222222223,0.5131944444444444,0.55129629629629617,0.022777777777777779
oos,QT_3,2,image,complete,5,9,9,6,9,3.3944444444444444,2.3255555555555554,3.4288888888888889,0.40847222222222218,0.47844444444444445,0.02268518518518518
oos,QT_3,2,image,complete,8,1,1,9,9,4.6399999999999997,2.8450000000000002,4.6399999999999997,0.35999999999999988,0.44562499999999988,0
oos,QT_3,2,image,representative,3,9,9,6,9,2.2877777777777779,1.782777777777778,2.25,0.5131944444444444,0.57074074074074077,0.01666666666666667
oos,QT_3,2,image,representative,5,9,9,6,9,3.2116666666666669,2.2655555555555558,3.2116666666666669,0.40847222222222218,0.53955555555555557,0.0072222222222222115
oos,QT_3,2,image,representative,8,1,1,9,9,4.6399999999999997,2.8450000000000002,4.6399999999999997,0.35999999999999988,0.44562499999999988,0
oos,QT_3,2,sphere,complete,3,9,9,6,9,2.346111111111111,1.8411111111111111,2.4322222222222223,0.5131944444444444,0.55129629629629617,0.022777777777777779
oos,QT_3,2,sphere,complete,5,9,9,6,9,3.3944444444444444,2.3255555555555554,3.4288888888888889,0.40847222222222218,0.47844444444444445,0.02268518518518518
oos,QT_3,2,sphere,complete,8,1,1,9,9,4.6399999999999997,2.8450000000000002,4.6399999999999997,0.35999999999999988,0.44562499999999988,0
oos,QT_3,2,sphere,representative,3,9,9,6,9,2.2877777777777779,1.782777777777778,2.25,0.5131944444444444,0.57074074074074077,0.01666666666666667
oos,QT_3,2,sphere,representative,5,9,9,6,9,3.2116666666666669,2.2655555555555558,3.2116666666666669,0.40847222222222218,0.53955555555555557,0.0072222222222222115
oos,QT_3,2,sphere,representative,8,1,1,9,9,4.6399999999999997,2.8450000000000002,4.6399999999999997,0.35999999999999988,0.44562499999999988,0
oos,QT_3,3,image,complete,3,9,9,6,13,2.5177777777777779,2.1311111111111112,2.5272222222222225,0.65347023809523797,0.49407407407407405,0.0094444444444444445
oos,QT_3,3,image,complete,5,9,9,6,13,3.8216666666666672,3.1372222222222224,3.822222222222222,0.59790740740740744,0.41866666666666663,0.0054629629629629559
oos,QT_3,3,image,complete,8,8,8,9,13,5.8224999999999998,4.7456250000000004,5.8224999999999998,0.56214583333333323,0.35468749999999999,0.0039285714285714254
oos,QT_3,3,image,complete,12,1,1,13,13,7.4800000000000004,6.4800000000000004,7.4800000000000004,0.52000000000000002,0.46000000000000002,0
oos,QT_3,3,image,representative,3,9,9,6,13,2.4883333333333333,2.1016666666666666,2.4572222222222222,0.65347023809523797,0.50388888888888894,0.0099999999999999881
oos,QT_3,3,image,representative,5,9,9,6,13,3.7616666666666663,3.125,3.73,0.59790740740740744,0.44022222222222218,0.0055555555555555558
oos,QT_3,3,image,representative,8,8,8,9,13,5.7143750000000004,4.7356249999999998,5.6974999999999998,0.56214583333333323,0.38210937499999997,0.0037499999999999873
oos,QT_3,3,image,representative,12,1,1,13,13,7.4800000000000004,6.4800000000000004,7.4800000000000004,0.52000000000000002,0.46000000000000002,0
oos,QT_3,3,sphere,complete,3,9,9,6,13,2.5177777777777779,2.1311111111111112,2.5272222222222225,0.65347023809523797,0.49407407407407405,0.0094444444444444445
oos,QT_3,3,sphere,complete,5,9,9,6,13,3.8216666666666672,3.1372222222222224,3.822222222222222,0.59790740740740744,0.41866666666666663,0.0054629629629629559
oos,QT_3,3,sphere,complete,8,8,8,9,13,5.8224999999999998,4.7456250000000004,5.8224999999999998,0.56214583333333323,0.35468749999999999,0.0039285714285714254
oos,QT_3,3,sphere,complete,12,1,1,13,13,7.4800000000000004,6.4800000000000004,7.4800000000000004,0.52000000000000002,0.46000000000000002,0
oos,QT_3,3,sphere,representative,3,9,9,6,13,2.4883333333333333,2.1016666666666666,2.4572222222222222,0.65347023809523797,0.50388888888888894,0.0099999999999999881
oos,QT_3,3,sphere,representative,5,9,9,6,13,3.7616666666666663,3.125,3.73,0.59790740740740744,0.44022222222222218,0.0055555555555555558
oos,QT_3,3,sphere,representative,8,8,8,9,13,5.7143750000000004,4.7356249999999998,5.6974999999999998,0.56214583333333323,0.38210937499999997,0.0037499999999999873
oos,QT_3,3,sphere,representative,12,1,1,13,13,7.4800000000000004,6.4800000000000004,7.4800000000000004,0.52000000000000002,0.46000000000000002,0
oos,Q_2,1,image,complete,3,8,7,3,9,2.3587500000000001,1.798125,2.4187500000000002,0.50476190476190474,0.54708333333333325,0.055
oos,Q_2,1,image,complete,5,7,7,6,9,3.4750000000000001,2.3492857142857142,3.5035714285714286,0.39071428571428574,0.45157142857142857,0.022380952380952359
oos,Q_2,1,image,complete,8,1,1,9,9,3.8100000000000001,2.0550000000000002,3.8100000000000001,0.19,0.55437499999999995,0
oos,Q_2,1,image,representative,3,8,7,3,9,2.1706249999999998,1.6099999999999999,2.0881249999999998,0.50476190476190474,0.60979166666666662,0.063749999999999987
oos,Q_2,1,image,representative,5,7,7,6,9,3.242142857142857,2.2764285714285717,3.1692857142857145,0.39071428571428574,0.53014285714285714,0.027142857142857128
oos,Q_2,1,image,representative,8,1,1,9,9,3.6850000000000001,2.5600000000000001,3.6850000000000001,0.19,0.64875000000000005,0.026190476190476101
oos,Q_2,1,sphere,complete,3,8,7,3,9,2.3318750000000001,1.77125,2.4187500000000002,0.50142857142857145,0.55604166666666666,0.058125000000000003
oos,Q_2,1,sphere,complete,5,7,7,6,9,3.4535714285714287,2.3492857142857142,3.5035714285714286,0.39071428571428574,0.46014285714285713,0.033214285714285703
oos,Q_2,1,sphere,complete,8,1,1,9,9,3.8100000000000001,2.0550000000000002,3.8100000000000001,0.19,0.55437499999999995,0
oos,Q_2,1,sphere,representative,3,8,7,3,9,2.1499999999999999,1.589375,2.0881249999999998,0.50142857142857145,0.6166666666666667,0.059999999999999991
oos,Q_2,1,sphere,representative,5,7,7,6,9,3.2157142857142853,2.25,3.1692857142857145,0.39071428571428574,0.53542857142857136,0.011190476190476185
