base_task_id,cluster_id,cluster_support,cluster_medoid_annotation_id,cluster_medoid_worker_id,cluster_medoid_geometry_sha256,cluster_medoid_gt_iou,largest_cluster_gt_iou,second_cluster_gt_iou,gt_alignment_margin,public_gt_status
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,largest,3,79927da8c000e31d9cda,2,6c3e857bc4749253ce99b74a1945186b7a708bf58f28137ca7ef02f28dd71819,0.9709950282253635,,,,valid
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,second,1,,,,,,,,not_evaluable
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,largest,4,1662ab8242879aec65db,6,b0a8ba5bb95057b0f3a7652d67a4f044c28044ad7ca11e38aae986453ebe9d4d,1.0,,,,valid
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,second,0,,,,,,,,not_evaluable
x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,largest,5,727b424d339f07b45b57,11,30af5b42c99b484f324c7240473a0bc29a7a0cabafda4e2f49deb8ac31fa6d0a,0.9517636183411853,,,,valid
x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,second,0,,,,,,,,not_evaluable
x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,largest,3,7af5a1710f0a4c2dcfa5,12,07c092d3570d6a76860ab4aacaf7cf63dd683e95e00a8248fb6d9d0be0e65a4c,0.9525457683811364,,,,valid
x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,second,2,,,,,,,,not_evaluable
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,largest,5,30e344b50071694c55ec,13,fdb90ee7eea33067f6546d6b0130c4bfe3355c0108ca79341b5f30c3c6a3e14a,0.8461372249185559,,,,valid
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,second,0,,,,,,,,not_evaluable
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,largest,3,23cb933de747d63d9058,18,1558c32bbae0cb5126ff9e49145f3e4ddbe95deb5704d092599538416546c8d6,1.0,,,,valid
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,second,1,,,,,,,,not_evaluable
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,largest,15,903f5f0ce2b19ea931e6,17,5f43a1a3adf23d2bbbda6e6e001bc865f78a5138cef417f273cbe6b410449546,0.97421893163081,,,,valid
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,second,3,,,,,,,,not_evaluable
yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,largest,5,03226fb095d5cf238261,13,882be2af39df1c4a0d4eb2058a8a2dbdaaa68a981abbe872cbe266c1b36f3590,0.950241617252949,,,,valid
yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,second,0,,,,,,,,not_evaluable
yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,largest,3,a7ba8b4e746e9e775405,17,1f05e80aada8ce26daaf4808eb1f13812002579c656b09bb116ab09dc13cbf28,0.8259252357882063,,,,valid
yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,second,2,,,,,,,,not_evaluable
yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,largest,2,7a9990749414fd2cd8fd,17,340fd47d191959024c8d866863c8f68902bcd57cccd4d13d677fbb258c944504,0.9392927930407973,,,,valid
yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,second,2,,,,,,,,not_evaluable
yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,largest,1,66b4c1885b9b5048500e,35,179f56097ac56da88ca3ff673c3e177c058a81fdde91a11cd106270e2b7aff6a,0.9134234623295442,,,,valid
yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,second,1,,,,,,,,not_evaluable
yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,largest,3,76b3ab610fcfd2be4a60,36,194a7ae600490c133f4a6f97e2213899ff707a6950e141da4544ad3cecc07cfe,0.8308755476028876,,,,valid
yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,second,2,,,,,,,,not_evaluable
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,largest,0,,,,,,,,not_evaluable
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,second,0,,,,,,,,not_evaluable
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,largest,3,4dfaf6dedad2424beadf,1,64a2859434dd7286c49b6b8eeebec1d36b201ccc75c6a5a5106ffb3a711dce5b,0.9069873782822035,,,,valid
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,second,2,,,,,,,,not_evaluable
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,largest,4,031e48e6149c36f92e2b,33,7ce87f22cfaf4f75128ab681fe6681576c2fb14c7fd1a8dc501f5507042d3e0b,1.0,,,,valid
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,second,0,,,,,,,,not_evaluable
yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,largest,3,a1f8bda6422774a397a9,36,6c80cd1c7bf5c456b36292c6dac1717f43bcab98f1c2f49db9a18a6273c0d79b,0.9564454449485804,,,,valid
yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,second,1,,,,,,,,not_evaluable
