code,image_id,condition,view,cut,N,compatible_pairs,compatible_pairs_split
B6ByNegPMKs-48,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,bound_free,9.0,6,15,0
B6ByNegPMKs-48,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,bound_free,12.0,6,15,0
B6ByNegPMKs-48,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,top_fixed,3.0,6,12,6
B6ByNegPMKs-48,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,top_fixed,6.0,6,15,0
B6ByNegPMKs-48,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,top_fixed,9.0,6,15,0
B6ByNegPMKs-48,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,top_fixed,12.0,6,15,0
B6ByNegPMKs-48,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,bottom_fixed,3.0,6,5,1
B6ByNegPMKs-48,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,bottom_fixed,6.0,6,15,0
B6ByNegPMKs-48,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,bottom_fixed,9.0,6,15,0
B6ByNegPMKs-48,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,bottom_fixed,12.0,6,15,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,count_only,0.0,5,10,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,split_fixed,3.0,5,1,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,split_fixed,6.0,5,3,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,split_fixed,9.0,5,4,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,split_fixed,12.0,5,6,2
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,bound_fixed,3.0,5,1,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,bound_fixed,6.0,5,3,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,bound_fixed,9.0,5,4,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,bound_fixed,12.0,5,6,2
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,split_cyclic,3.0,5,1,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,split_cyclic,6.0,5,3,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,split_cyclic,9.0,5,4,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,split_cyclic,12.0,5,6,2
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,bound_cyclic,3.0,5,1,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,bound_cyclic,6.0,5,3,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,bound_cyclic,9.0,5,4,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,bound_cyclic,12.0,5,6,2
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,split_free,3.0,5,1,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,split_free,6.0,5,3,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,split_free,9.0,5,4,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,split_free,12.0,5,6,2
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,bound_free,3.0,5,1,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,bound_free,6.0,5,3,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,bound_free,9.0,5,4,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,bound_free,12.0,5,6,2
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,top_fixed,3.0,5,1,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,top_fixed,6.0,5,3,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,top_fixed,9.0,5,4,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,top_fixed,12.0,5,6,2
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,bottom_fixed,3.0,5,1,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,bottom_fixed,6.0,5,9,3
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,bottom_fixed,9.0,5,10,0
B6ByNegPMKs-50,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,bottom_fixed,12.0,5,10,0
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,count_only,0.0,20,153,0
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,split_fixed,3.0,20,0,0
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,split_fixed,6.0,20,17,8
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,split_fixed,9.0,20,39,27
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,split_fixed,12.0,20,55,16
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,bound_fixed,3.0,19,0,0
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,bound_fixed,6.0,19,17,8
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,bound_fixed,9.0,19,39,27
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,bound_fixed,12.0,19,55,16
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,split_cyclic,3.0,20,0,0
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,split_cyclic,6.0,20,17,8
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,split_cyclic,9.0,20,39,27
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,split_cyclic,12.0,20,55,16
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,bound_cyclic,3.0,19,0,0
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,bound_cyclic,6.0,19,17,8
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,bound_cyclic,9.0,19,39,27
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,bound_cyclic,12.0,19,55,16
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,split_free,3.0,20,0,0
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,split_free,6.0,20,17,8
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,split_free,9.0,20,39,27
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,split_free,12.0,20,55,16
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,bound_free,3.0,19,0,0
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,bound_free,6.0,19,17,8
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,bound_free,9.0,19,39,27
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,bound_free,12.0,19,55,16
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,top_fixed,3.0,20,31,17
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,top_fixed,6.0,20,69,42
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,top_fixed,9.0,20,78,12
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,top_fixed,12.0,20,80,1
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,bottom_fixed,3.0,20,4,2
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,bottom_fixed,6.0,20,30,16
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,bottom_fixed,9.0,20,60,41
S9hNv5qa7GM-01,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,manual,bottom_fixed,12.0,20,90,32
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,count_only,0.0,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,split_fixed,3.0,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,split_fixed,6.0,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,split_fixed,9.0,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,split_fixed,12.0,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,bound_fixed,3.0,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,bound_fixed,6.0,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,bound_fixed,9.0,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,bound_fixed,12.0,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,split_cyclic,3.0,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,split_cyclic,6.0,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,split_cyclic,9.0,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,split_cyclic,12.0,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,bound_cyclic,3.0,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,bound_cyclic,6.0,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,bound_cyclic,9.0,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,bound_cyclic,12.0,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,split_free,3.0,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,split_free,6.0,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,split_free,9.0,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,split_free,12.0,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,bound_free,3.0,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,bound_free,6.0,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,bound_free,9.0,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,bound_free,12.0,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,top_fixed,3.0,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,top_fixed,6.0,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,top_fixed,9.0,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,top_fixed,12.0,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,bottom_fixed,3.0,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,bottom_fixed,6.0,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,bottom_fixed,9.0,1,0,0
S9hNv5qa7GM-04,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,manual,bottom_fixed,12.0,1,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,count_only,0.0,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,split_fixed,3.0,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,split_fixed,6.0,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,split_fixed,9.0,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,split_fixed,12.0,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,bound_fixed,3.0,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,bound_fixed,6.0,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,bound_fixed,9.0,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,bound_fixed,12.0,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,split_cyclic,3.0,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,split_cyclic,6.0,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,split_cyclic,9.0,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,split_cyclic,12.0,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,bound_cyclic,3.0,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,bound_cyclic,6.0,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,bound_cyclic,9.0,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,bound_cyclic,12.0,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,split_free,3.0,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,split_free,6.0,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,split_free,9.0,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,split_free,12.0,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,bound_free,3.0,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,bound_free,6.0,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,bound_free,9.0,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,bound_free,12.0,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,top_fixed,3.0,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,top_fixed,6.0,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,top_fixed,9.0,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,top_fixed,12.0,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,bottom_fixed,3.0,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,bottom_fixed,6.0,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,bottom_fixed,9.0,2,0,0
S9hNv5qa7GM-05,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,manual,bottom_fixed,12.0,2,0,0
S9hNv5qa7GM-07,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,manual,count_only,0.0,2,0,0
S9hNv5qa7GM-07,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,manual,split_fixed,3.0,2,0,0
S9hNv5qa7GM-07,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,manual,split_fixed,6.0,2,0,0
S9hNv5qa7GM-07,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,manual,split_fixed,9.0,2,0,0
S9hNv5qa7GM-07,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,manual,split_fixed,12.0,2,0,0
S9hNv5qa7GM-07,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,manual,split_cyclic,3.0,2,0,0
S9hNv5qa7GM-07,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,manual,split_cyclic,6.0,2,0,0
S9hNv5qa7GM-07,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,manual,split_cyclic,9.0,2,0,0
S9hNv5qa7GM-07,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,manual,split_cyclic,12.0,2,0,0
S9hNv5qa7GM-07,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,manual,split_free,3.0,2,0,0
S9hNv5qa7GM-07,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,manual,split_free,6.0,2,0,0
S9hNv5qa7GM-07,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,manual,split_free,9.0,2,0,0
S9hNv5qa7GM-07,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,manual,split_free,12.0,2,0,0
S9hNv5qa7GM-07,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,manual,top_fixed,3.0,2,0,0
S9hNv5qa7GM-07,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,manual,top_fixed,6.0,2,0,0
S9hNv5qa7GM-07,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,manual,top_fixed,9.0,2,0,0
S9hNv5qa7GM-07,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,manual,top_fixed,12.0,2,0,0
S9hNv5qa7GM-07,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,manual,bottom_fixed,3.0,2,0,0
S9hNv5qa7GM-07,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,manual,bottom_fixed,6.0,2,0,0
S9hNv5qa7GM-07,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,manual,bottom_fixed,9.0,2,0,0
S9hNv5qa7GM-07,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,manual,bottom_fixed,12.0,2,0,0
S9hNv5qa7GM-09,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,count_only,0.0,1,0,0
S9hNv5qa7GM-09,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,split_fixed,3.0,1,0,0
S9hNv5qa7GM-09,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,split_fixed,6.0,1,0,0
S9hNv5qa7GM-09,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,split_fixed,9.0,1,0,0
S9hNv5qa7GM-09,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,split_fixed,12.0,1,0,0
S9hNv5qa7GM-09,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,bound_fixed,3.0,1,0,0
S9hNv5qa7GM-09,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,bound_fixed,6.0,1,0,0
S9hNv5qa7GM-09,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,bound_fixed,9.0,1,0,0
S9hNv5qa7GM-09,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,bound_fixed,12.0,1,0,0
S9hNv5qa7GM-09,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,split_cyclic,3.0,1,0,0
S9hNv5qa7GM-09,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,split_cyclic,6.0,1,0,0
S9hNv5qa7GM-09,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,split_cyclic,9.0,1,0,0
S9hNv5qa7GM-09,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,split_cyclic,12.0,1,0,0
S9hNv5qa7GM-09,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,bound_cyclic,3.0,1,0,0
S9hNv5qa7GM-09,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,bound_cyclic,6.0,1,0,0
S9hNv5qa7GM-09,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,bound_cyclic,9.0,1,0,0
S9hNv5qa7GM-09,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,bound_cyclic,12.0,1,0,0
S9hNv5qa7GM-09,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,split_free,3.0,1,0,0
S9hNv5qa7GM-09,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,split_free,6.0,1,0,0
S9hNv5qa7GM-09,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,split_free,9.0,1,0,0
S9hNv5qa7GM-09,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,split_free,12.0,1,0,0
S9hNv5qa7GM-09,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,bound_free,3.0,1,0,0
S9hNv5qa7GM-09,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,bound_free,6.0,1,0,0
S9hNv5qa7GM-09,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,bound_free,9.0,1,0,0
S9hNv5qa7GM-09,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,bound_free,12.0,1,0,0
S9hNv5qa7GM-09,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,top_fixed,3.0,1,0,0
S9hNv5qa7GM-09,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,top_fixed,6.0,1,0,0
S9hNv5qa7GM-09,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,top_fixed,9.0,1,0,0
S9hNv5qa7GM-09,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,top_fixed,12.0,1,0,0
S9hNv5qa7GM-09,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,bottom_fixed,3.0,1,0,0
S9hNv5qa7GM-09,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,bottom_fixed,6.0,1,0,0
S9hNv5qa7GM-09,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,bottom_fixed,9.0,1,0,0
S9hNv5qa7GM-09,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,manual,bottom_fixed,12.0,1,0,0
S9hNv5qa7GM-12,S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,manual,count_only,0.0,2,1,0
S9hNv5qa7GM-12,S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,manual,split_fixed,3.0,2,0,0
S9hNv5qa7GM-12,S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,manual,split_fixed,6.0,2,0,0
S9hNv5qa7GM-12,S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,manual,split_fixed,9.0,2,0,0
S9hNv5qa7GM-12,S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,manual,split_fixed,12.0,2,1,0
S9hNv5qa7GM-12,S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,manual,bound_fixed,3.0,2,0,0
S9hNv5qa7GM-12,S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,manual,bound_fixed,6.0,2,0,0
S9hNv5qa7GM-12,S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,manual,bound_fixed,9.0,2,0,0
S9hNv5qa7GM-12,S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,manual,bound_fixed,12.0,2,1,0
S9hNv5qa7GM-12,S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,manual,split_cyclic,3.0,2,0,0
S9hNv5qa7GM-12,S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,manual,split_cyclic,6.0,2,0,0
S9hNv5qa7GM-12,S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,manual,split_cyclic,9.0,2,0,0
