image_id,building,condition,n_available_people,horizon,prefix,future_people,repetitions,cut,future_topology_coverage,future_geometry_coverage_allow_singleton,future_supported_geometry_coverage,mean_supported_clusters,probability_both_future_supported,unsupported_both_fraction
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,24,10,8,2,200,0.1,0.9175,0.8475,0.8125,1.095,0.675,0.05
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,24,10,2,2,200,0.2,0.885,0.7925,0.485,0.62,0.39,0.42
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,24,10,3,2,200,0.2,0.9,0.83,0.7275,0.9,0.605,0.15
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,24,10,5,2,200,0.2,0.9,0.8325,0.8125,1.055,0.675,0.05
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,24,10,8,2,200,0.2,0.9175,0.8525,0.8125,1.185,0.675,0.05
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,24,10,2,2,200,0.05,1,0.85,0.5725,0.695,0.49,0.345
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,24,10,3,2,200,0.05,1,0.8725,0.805,0.985,0.67,0.06
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,24,10,5,2,200,0.05,1,0.9275,0.905,1.26,0.82,0.01
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,24,10,8,2,200,0.05,1,0.945,0.9375,1.7,0.875,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,24,10,2,2,200,0.1,1,0.985,0.96,0.975,0.95,0.03
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,24,10,3,2,200,0.1,1,0.9925,0.9925,1,0.985,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,24,10,5,2,200,0.1,1,0.995,0.995,1.015,0.99,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,24,10,8,2,200,0.1,1,0.9975,0.9975,1.065,0.995,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,24,10,2,2,200,0.2,1,1,1,1,1,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,24,10,3,2,200,0.2,1,1,1,1,1,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,24,10,5,2,200,0.2,1,1,1,1,1,0
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,24,10,8,2,200,0.2,1,1,1,1,1,0
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,24,10,2,2,200,0.05,0.8025,0.345,0.09,0.34,0.03,0.85
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,24,10,3,2,200,0.05,0.8425,0.44,0.1825,0.615,0.045,0.68
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,24,10,5,2,200,0.05,0.8925,0.565,0.355,1.12,0.135,0.425
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,24,10,8,2,200,0.05,0.9525,0.67,0.4325,1.625,0.18,0.315
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,24,10,2,2,200,0.1,0.8025,0.5575,0.24,0.52,0.12,0.64
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,24,10,3,2,200,0.1,0.8425,0.665,0.3875,0.845,0.18,0.405
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,24,10,5,2,200,0.1,0.8925,0.7625,0.5925,1.375,0.325,0.14
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,24,10,8,2,200,0.1,0.9525,0.8825,0.695,1.915,0.49,0.1
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,24,10,2,2,200,0.2,0.8025,0.8025,0.6225,0.82,0.48,0.235
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,24,10,3,2,200,0.2,0.8425,0.8425,0.755,1,0.59,0.08
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,24,10,5,2,200,0.2,0.8925,0.8925,0.815,1.13,0.67,0.04
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,24,10,8,2,200,0.2,0.9525,0.9525,0.83,1.28,0.7,0.04
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,24,10,2,2,200,0.05,0.465,0.0975,0.01,0.04,0.005,0.985
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,24,10,3,2,200,0.05,0.6175,0.12,0.0175,0.12,0.005,0.97
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,24,10,5,2,200,0.05,0.775,0.1775,0.0325,0.35,0.005,0.94
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,24,10,8,2,200,0.05,0.89,0.24,0.0525,0.76,0.005,0.9
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,24,10,2,2,200,0.1,0.465,0.13,0.015,0.07,0.01,0.98
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,24,10,3,2,200,0.1,0.6175,0.1675,0.025,0.2,0.01,0.96
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,24,10,5,2,200,0.1,0.775,0.2475,0.0575,0.545,0.02,0.905
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,24,10,8,2,200,0.1,0.89,0.3575,0.1125,1.14,0.03,0.805
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,24,10,2,2,200,0.2,0.465,0.1925,0.0225,0.13,0.01,0.965
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,24,10,3,2,200,0.2,0.6175,0.255,0.0375,0.325,0.015,0.94
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,24,10,5,2,200,0.2,0.775,0.3925,0.1,0.845,0.025,0.825
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,24,10,8,2,200,0.2,0.89,0.5425,0.2425,1.745,0.075,0.59
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,24,10,2,2,200,0.05,0.83,0.455,0.18,0.345,0.085,0.725
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,24,10,3,2,200,0.05,0.8475,0.55,0.3175,0.62,0.15,0.515
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,24,10,5,2,200,0.05,0.8675,0.605,0.535,1.03,0.295,0.225
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,24,10,8,2,200,0.05,0.895,0.65,0.61,1.28,0.345,0.125
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,24,10,2,2,200,0.1,0.83,0.6275,0.3425,0.49,0.235,0.55
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,24,10,3,2,200,0.1,0.8475,0.72,0.535,0.82,0.35,0.28
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,24,10,5,2,200,0.1,0.8675,0.7425,0.6925,1.075,0.475,0.09
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,24,10,8,2,200,0.1,0.895,0.77,0.71,1.31,0.495,0.075
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,24,10,2,2,200,0.2,0.83,0.7075,0.4325,0.595,0.32,0.455
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,24,10,3,2,200,0.2,0.8475,0.7825,0.6475,0.905,0.49,0.195
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,24,10,5,2,200,0.2,0.8675,0.8275,0.785,1.12,0.62,0.05
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,24,10,8,2,200,0.2,0.895,0.8625,0.7975,1.42,0.645,0.05
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,24,10,2,2,200,0.05,0.8975,0.745,0.39,0.54,0.28,0.5
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,24,10,3,2,200,0.05,0.92,0.78,0.6375,0.885,0.465,0.19
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,24,10,5,2,200,0.05,0.93,0.805,0.7675,1.115,0.58,0.045
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,24,10,8,2,200,0.05,0.95,0.83,0.7875,1.47,0.615,0.04
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,24,10,2,2,200,0.1,0.8975,0.85,0.56,0.69,0.47,0.35
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,24,10,3,2,200,0.1,0.92,0.8825,0.8175,0.99,0.69,0.055
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,24,10,5,2,200,0.1,0.93,0.905,0.8725,1.125,0.755,0.01
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,24,10,8,2,200,0.1,0.95,0.9275,0.8825,1.41,0.78,0.015
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,24,10,2,2,200,0.2,0.8975,0.8975,0.6225,0.725,0.54,0.295
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,24,10,3,2,200,0.2,0.92,0.92,0.8675,1,0.77,0.035
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,24,10,5,2,200,0.2,0.93,0.93,0.9,1.09,0.81,0.01
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,24,10,8,2,200,0.2,0.95,0.95,0.91,1.295,0.83,0.01
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,24,10,2,2,200,0.05,1,0.7825,0.46,0.605,0.36,0.44
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,24,10,3,2,200,0.05,1,0.8025,0.6775,0.92,0.515,0.16
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,24,10,5,2,200,0.05,1,0.8325,0.7925,1.11,0.63,0.045
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,24,10,8,2,200,0.05,1,0.8475,0.8075,1.295,0.65,0.035
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,24,10,2,2,200,0.1,1,0.9625,0.8975,0.935,0.86,0.065
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,24,10,3,2,200,0.1,1,0.965,0.965,1,0.93,0
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,24,10,5,2,200,0.1,1,0.9575,0.955,1.03,0.91,0
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,24,10,8,2,200,0.1,1,0.9575,0.955,1.15,0.91,0
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,24,10,2,2,200,0.2,1,1,1,1,1,0
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,24,10,3,2,200,0.2,1,1,1,1,1,0
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,24,10,5,2,200,0.2,1,1,1,1,1,0
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,24,10,8,2,200,0.2,1,1,1,1,1,0
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,24,10,2,2,200,0.05,1,0.675,0.3575,0.495,0.255,0.54
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,24,10,3,2,200,0.05,1,0.71,0.565,0.81,0.395,0.265
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,24,10,5,2,200,0.05,1,0.735,0.7125,1.095,0.505,0.08
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,24,10,8,2,200,0.05,1,0.745,0.72,1.315,0.51,0.07
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,24,10,2,2,200,0.1,1,0.905,0.76,0.85,0.68,0.16
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,24,10,3,2,200,0.1,1,0.915,0.9075,0.995,0.825,0.01
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,24,10,5,2,200,0.1,1,0.9175,0.915,1.105,0.83,0
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,24,10,8,2,200,0.1,1,0.915,0.9125,1.25,0.825,0
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,24,10,2,2,200,0.2,1,0.995,0.995,1,0.99,0
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,24,10,3,2,200,0.2,1,1,1,1,1,0
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,24,10,5,2,200,0.2,1,1,1,1,1,0
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,24,10,8,2,200,0.2,1,1,1,1,1,0
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,24,10,2,2,200,0.05,0.5775,0.07,0,0.04,0,1
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,24,10,3,2,200,0.05,0.7475,0.105,0.005,0.13,0,0.99
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,24,10,5,2,200,0.05,0.88,0.1775,0.0325,0.39,0,0.935
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,24,10,8,2,200,0.05,0.9725,0.275,0.065,0.905,0,0.87
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,24,10,2,2,200,0.1,0.5775,0.315,0.035,0.145,0.005,0.935
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,24,10,3,2,200,0.1,0.7475,0.43,0.09,0.405,0.01,0.83
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,24,10,5,2,200,0.1,0.88,0.5475,0.2475,1.065,0.075,0.58
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,24,10,8,2,200,0.1,0.9725,0.665,0.4475,2.045,0.21,0.315
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,24,10,2,2,200,0.2,0.5775,0.425,0.0675,0.21,0.015,0.88
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,24,10,3,2,200,0.2,0.7475,0.56,0.1575,0.55,0.04,0.725
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,24,10,5,2,200,0.2,0.88,0.6975,0.385,1.32,0.17,0.4
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,24,10,8,2,200,0.2,0.9725,0.79,0.6225,2.125,0.395,0.15
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,24,10,2,2,200,0.05,0.905,0.6025,0.225,0.395,0.12,0.67
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,24,10,3,2,200,0.05,0.9075,0.6725,0.4275,0.78,0.23,0.375
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,24,10,5,2,200,0.05,0.91,0.745,0.6125,1.215,0.36,0.135
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,24,10,8,2,200,0.05,0.9325,0.8075,0.685,1.665,0.445,0.075
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,24,10,2,2,200,0.1,0.905,0.8875,0.66,0.77,0.565,0.245
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,24,10,3,2,200,0.1,0.9075,0.9,0.87,0.99,0.77,0.03
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,24,10,5,2,200,0.1,0.91,0.9075,0.89,1.135,0.785,0.005
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,24,10,8,2,200,0.1,0.9325,0.9325,0.8925,1.365,0.79,0.005
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,24,10,2,2,200,0.2,0.905,0.905,0.69,0.785,0.6,0.22
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,24,10,3,2,200,0.2,0.9075,0.9075,0.8825,1,0.78,0.015
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,24,10,5,2,200,0.2,0.91,0.91,0.8925,1.05,0.79,0.005
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,24,10,8,2,200,0.2,0.9325,0.9325,0.8925,1.095,0.79,0.005
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,23,10,2,2,200,0.05,0.78,0.5075,0.175,0.395,0.09,0.74
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,23,10,3,2,200,0.05,0.8425,0.5875,0.3325,0.71,0.15,0.485
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,23,10,5,2,200,0.05,0.8675,0.69,0.5375,1.285,0.28,0.205
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,23,10,8,2,200,0.05,0.8925,0.7575,0.645,1.95,0.41,0.12
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,23,10,2,2,200,0.1,0.78,0.725,0.405,0.575,0.3,0.49
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,23,10,3,2,200,0.1,0.8425,0.7875,0.625,0.885,0.44,0.19
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,23,10,5,2,200,0.1,0.8675,0.81,0.7375,1.105,0.535,0.06
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,23,10,8,2,200,0.1,0.8925,0.83,0.745,1.255,0.545,0.055
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,23,10,2,2,200,0.2,0.78,0.7775,0.48,0.645,0.36,0.4
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,23,10,3,2,200,0.2,0.8425,0.8275,0.6925,0.935,0.51,0.125
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,23,10,5,2,200,0.2,0.8675,0.85,0.7825,1.11,0.6,0.035
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,23,10,8,2,200,0.2,0.8925,0.87,0.785,1.255,0.605,0.035
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,19,10,2,2,200,0.05,0.5975,0.0225,0,0.005,0,1
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,19,10,3,2,200,0.05,0.6725,0.0325,0,0.015,0,1
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,19,10,5,2,200,0.05,0.7225,0.06,0,0.09,0,1
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,19,10,8,2,200,0.05,0.7625,0.0975,0,0.295,0,1
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,19,10,2,2,200,0.1,0.5975,0.09,0.0025,0.045,0,0.995
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,19,10,3,2,200,0.1,0.6725,0.135,0.005,0.115,0,0.99
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,19,10,5,2,200,0.1,0.7225,0.21,0.0275,0.405,0,0.945
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,19,10,8,2,200,0.1,0.7625,0.305,0.06,0.995,0,0.88
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,19,10,2,2,200,0.2,0.5975,0.1925,0.015,0.11,0,0.97
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,19,10,3,2,200,0.2,0.6725,0.3075,0.0425,0.285,0.005,0.92
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,19,10,5,2,200,0.2,0.7225,0.4575,0.12,0.84,0.025,0.785
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,19,10,8,2,200,0.2,0.7625,0.57,0.2575,1.755,0.07,0.555
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,24,10,2,2,200,0.05,1,0.9,0.79,0.89,0.71,0.13
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,24,10,3,2,200,0.05,1,0.9375,0.9125,1,0.845,0.02
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,24,10,5,2,200,0.05,1,0.9775,0.975,1.34,0.955,0.005
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,24,10,8,2,200,0.05,1,0.9975,0.9975,1.85,0.995,0
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,24,10,2,2,200,0.1,1,1,1,1,1,0
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,24,10,3,2,200,0.1,1,1,1,1,1,0
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,24,10,5,2,200,0.1,1,1,1,1,1,0
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,24,10,8,2,200,0.1,1,1,1,1,1,0
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,24,10,2,2,200,0.2,1,1,1,1,1,0
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,24,10,3,2,200,0.2,1,1,1,1,1,0
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,24,10,5,2,200,0.2,1,1,1,1,1,0
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,24,10,8,2,200,0.2,1,1,1,1,1,0
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,24,10,2,2,200,0.05,0.2575,0.0325,0,0.01,0,1
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,24,10,3,2,200,0.05,0.355,0.04,0,0.02,0,1
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,24,10,5,2,200,0.05,0.5,0.0525,0.0025,0.115,0,0.995
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,24,10,8,2,200,0.05,0.655,0.09,0.01,0.36,0,0.98
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,24,10,2,2,200,0.1,0.2575,0.12,0.0025,0.035,0,0.995
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,24,10,3,2,200,0.1,0.355,0.1625,0.0075,0.11,0,0.985
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,24,10,5,2,200,0.1,0.5,0.2125,0.0275,0.405,0,0.945
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,24,10,8,2,200,0.1,0.655,0.3025,0.0725,0.99,0.01,0.865
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,24,10,2,2,200,0.2,0.2575,0.2225,0.01,0.085,0,0.98
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,24,10,3,2,200,0.2,0.355,0.3075,0.045,0.32,0,0.91
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,24,10,5,2,200,0.2,0.5,0.435,0.11,0.905,0.015,0.795
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,24,10,8,2,200,0.2,0.655,0.58,0.2475,1.945,0.07,0.575
