image_id,building,condition,n_available_people,horizon,prefix,future_people,repetitions,cut,future_topology_coverage,future_geometry_coverage_allow_singleton,future_supported_geometry_coverage,mean_supported_clusters,probability_both_future_supported,unsupported_both_fraction
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,semi,23,10,3,2,200,0.05,0.6475,0.55,0.21,0.575,0.09,0.67
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,semi,23,10,5,2,200,0.05,0.7525,0.6675,0.385,1.165,0.17,0.4
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,semi,23,10,8,2,200,0.05,0.8325,0.7725,0.54,2.035,0.315,0.235
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,semi,23,10,2,2,200,0.1,0.5475,0.5475,0.16,0.36,0.07,0.75
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,semi,23,10,3,2,200,0.1,0.6475,0.6475,0.32,0.73,0.155,0.515
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,semi,23,10,5,2,200,0.1,0.7525,0.7525,0.5375,1.265,0.31,0.235
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,semi,23,10,8,2,200,0.1,0.8325,0.8325,0.6375,1.73,0.43,0.155
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,semi,23,10,2,2,200,0.2,0.5475,0.5475,0.16,0.36,0.07,0.75
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,semi,23,10,3,2,200,0.2,0.6475,0.6475,0.32,0.73,0.155,0.515
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,semi,23,10,5,2,200,0.2,0.7525,0.7525,0.5375,1.265,0.31,0.235
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,semi,23,10,8,2,200,0.2,0.8325,0.8325,0.6375,1.73,0.43,0.155
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,manual,24,10,2,2,200,0.05,0.965,0.51,0.1275,0.39,0.04,0.785
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,manual,24,10,3,2,200,0.05,0.965,0.6425,0.2575,0.74,0.095,0.58
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,manual,24,10,5,2,200,0.05,0.965,0.79,0.5475,1.515,0.325,0.23
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,manual,24,10,8,2,200,0.05,0.965,0.8375,0.7475,2.16,0.57,0.075
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,manual,24,10,2,2,200,0.1,0.965,0.88,0.7375,0.845,0.66,0.185
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,manual,24,10,3,2,200,0.1,0.965,0.9,0.86,0.99,0.765,0.045
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,manual,24,10,5,2,200,0.1,0.965,0.93,0.9175,1.345,0.845,0.01
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,manual,24,10,8,2,200,0.1,0.965,0.955,0.95,1.765,0.9,0
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,manual,24,10,2,2,200,0.2,0.965,0.965,0.875,0.91,0.84,0.09
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,manual,24,10,3,2,200,0.2,0.965,0.965,0.965,1,0.93,0
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,manual,24,10,5,2,200,0.2,0.965,0.965,0.965,1,0.93,0
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,manual,24,10,8,2,200,0.2,0.965,0.965,0.965,1,0.93,0
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,manual,23,10,2,2,200,0.05,0.9725,0.585,0.2625,0.49,0.16,0.635
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,manual,23,10,3,2,200,0.05,0.9725,0.6775,0.4825,0.85,0.29,0.325
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,manual,23,10,5,2,200,0.05,0.9725,0.735,0.6375,1.32,0.42,0.145
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,manual,23,10,8,2,200,0.05,0.9725,0.775,0.74,1.91,0.545,0.065
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,manual,23,10,2,2,200,0.1,0.9725,0.915,0.785,0.86,0.725,0.155
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,manual,23,10,3,2,200,0.1,0.9725,0.9275,0.9125,0.995,0.835,0.01
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,manual,23,10,5,2,200,0.1,0.9725,0.94,0.94,1.075,0.88,0
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,manual,23,10,8,2,200,0.1,0.9725,0.925,0.9225,1.285,0.845,0
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,manual,23,10,2,2,200,0.2,0.9725,0.9725,0.8925,0.92,0.865,0.08
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,manual,23,10,3,2,200,0.2,0.9725,0.9725,0.9725,1,0.945,0
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,manual,23,10,5,2,200,0.2,0.9725,0.9725,0.9725,1,0.945,0
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,manual,23,10,8,2,200,0.2,0.9725,0.9725,0.9725,1,0.945,0
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,manual,24,10,2,2,200,0.05,0.88,0.5275,0.155,0.325,0.07,0.76
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,manual,24,10,3,2,200,0.05,0.895,0.59,0.3575,0.705,0.195,0.48
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,manual,24,10,5,2,200,0.05,0.895,0.6675,0.5425,1.215,0.33,0.245
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,manual,24,10,8,2,200,0.05,0.895,0.7575,0.655,1.905,0.465,0.155
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,manual,24,10,2,2,200,0.1,0.88,0.8075,0.5525,0.685,0.46,0.355
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,manual,24,10,3,2,200,0.1,0.895,0.8325,0.78,0.93,0.67,0.11
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,manual,24,10,5,2,200,0.1,0.895,0.845,0.845,1.03,0.73,0.04
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,manual,24,10,8,2,200,0.1,0.895,0.8425,0.8425,1.12,0.725,0.04
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,manual,24,10,2,2,200,0.2,0.88,0.8125,0.5675,0.695,0.48,0.345
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,manual,24,10,3,2,200,0.2,0.895,0.835,0.7875,0.935,0.68,0.105
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,manual,24,10,5,2,200,0.2,0.895,0.845,0.845,1,0.73,0.04
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,manual,24,10,8,2,200,0.2,0.895,0.845,0.845,1,0.73,0.04
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,manual,23,10,2,2,200,0.05,0.7925,0.5425,0.2175,0.4,0.115,0.68
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,manual,23,10,3,2,200,0.05,0.82,0.6025,0.4225,0.75,0.21,0.365
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,manual,23,10,5,2,200,0.05,0.8225,0.6225,0.57,1.1,0.31,0.17
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,manual,23,10,8,2,200,0.05,0.8325,0.6725,0.62,1.47,0.355,0.115
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,manual,23,10,2,2,200,0.1,0.7925,0.6025,0.285,0.475,0.15,0.58
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,manual,23,10,3,2,200,0.1,0.82,0.6625,0.5125,0.795,0.295,0.27
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,manual,23,10,5,2,200,0.1,0.8225,0.67,0.645,1.055,0.395,0.105
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,manual,23,10,8,2,200,0.1,0.8325,0.69,0.6525,1.165,0.39,0.085
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,manual,23,10,2,2,200,0.2,0.7925,0.6775,0.3925,0.57,0.245,0.46
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,manual,23,10,3,2,200,0.2,0.82,0.7225,0.5975,0.855,0.385,0.19
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,manual,23,10,5,2,200,0.2,0.8225,0.725,0.7125,1.05,0.48,0.055
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,manual,23,10,8,2,200,0.2,0.8325,0.7325,0.7125,1.16,0.475,0.05
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,23,10,2,2,200,0.05,0.6175,0.16,0.0275,0.095,0.01,0.955
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,23,10,3,2,200,0.05,0.74,0.22,0.04,0.215,0.01,0.93
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,23,10,5,2,200,0.05,0.855,0.3125,0.0975,0.58,0.025,0.83
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,23,10,8,2,200,0.05,0.955,0.41,0.1825,1.265,0.04,0.675
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,23,10,2,2,200,0.1,0.6175,0.405,0.0775,0.23,0.025,0.87
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,23,10,3,2,200,0.1,0.74,0.51,0.1975,0.575,0.075,0.68
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,23,10,5,2,200,0.1,0.855,0.625,0.3625,1.145,0.165,0.44
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,23,10,8,2,200,0.1,0.955,0.7275,0.52,1.875,0.255,0.215
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,23,10,2,2,200,0.2,0.6175,0.5475,0.1275,0.3,0.05,0.795
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,23,10,3,2,200,0.2,0.74,0.655,0.295,0.735,0.125,0.535
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,23,10,5,2,200,0.2,0.855,0.76,0.495,1.385,0.265,0.275
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,23,10,8,2,200,0.2,0.955,0.86,0.6575,2.065,0.445,0.13
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,manual,24,10,2,2,200,0.05,1,0.5225,0.1475,0.32,0.07,0.775
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,manual,24,10,3,2,200,0.05,1,0.5875,0.29,0.655,0.14,0.56
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,manual,24,10,5,2,200,0.05,1,0.68,0.515,1.155,0.275,0.245
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,manual,24,10,8,2,200,0.05,1,0.7375,0.6225,1.615,0.39,0.145
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,manual,24,10,2,2,200,0.1,1,0.92,0.81,0.89,0.755,0.135
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,manual,24,10,3,2,200,0.1,1,0.9575,0.9425,1,0.89,0.005
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,manual,24,10,5,2,200,0.1,1,0.9775,0.975,1.1,0.95,0
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,manual,24,10,8,2,200,0.1,1,0.9775,0.975,1.31,0.95,0
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,manual,24,10,2,2,200,0.2,1,1,1,1,1,0
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,manual,24,10,3,2,200,0.2,1,1,1,1,1,0
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,manual,24,10,5,2,200,0.2,1,1,1,1,1,0
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,manual,24,10,8,2,200,0.2,1,1,1,1,1,0
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,manual,23,10,2,2,200,0.05,0.2975,0.08,0,0.04,0,1
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,manual,23,10,3,2,200,0.05,0.41,0.115,0.0025,0.07,0,0.995
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,manual,23,10,5,2,200,0.05,0.575,0.1925,0.01,0.315,0,0.98
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,manual,23,10,8,2,200,0.05,0.73,0.28,0.06,0.87,0,0.88
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,manual,23,10,2,2,200,0.1,0.2975,0.1175,0.005,0.05,0,0.99
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,manual,23,10,3,2,200,0.1,0.41,0.1775,0.005,0.125,0,0.99
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,manual,23,10,5,2,200,0.1,0.575,0.2775,0.03,0.525,0,0.94
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,manual,23,10,8,2,200,0.1,0.73,0.4025,0.115,1.295,0.02,0.79
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,manual,23,10,2,2,200,0.2,0.2975,0.265,0.0275,0.125,0,0.945
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,manual,23,10,3,2,200,0.2,0.41,0.3625,0.07,0.33,0.01,0.87
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,manual,23,10,5,2,200,0.2,0.575,0.5075,0.1975,0.97,0.055,0.66
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,manual,23,10,8,2,200,0.2,0.73,0.6325,0.38,1.85,0.165,0.405
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,manual,24,10,2,2,200,0.05,0.2725,0.12,0.0125,0.085,0,0.975
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,manual,24,10,3,2,200,0.05,0.365,0.1575,0.02,0.19,0,0.96
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,manual,24,10,5,2,200,0.05,0.48,0.2125,0.075,0.545,0.015,0.865
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,manual,24,10,8,2,200,0.05,0.58,0.2925,0.13,1.105,0.015,0.755
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,manual,24,10,2,2,200,0.1,0.2725,0.145,0.015,0.095,0,0.97
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,manual,24,10,3,2,200,0.1,0.365,0.1925,0.0225,0.205,0,0.955
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,manual,24,10,5,2,200,0.1,0.48,0.26,0.0825,0.635,0.015,0.85
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,manual,24,10,8,2,200,0.1,0.58,0.3525,0.16,1.265,0.025,0.705
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,manual,24,10,2,2,200,0.2,0.2725,0.2475,0.0425,0.155,0.01,0.925
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,manual,24,10,3,2,200,0.2,0.365,0.3275,0.0725,0.345,0.01,0.865
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,manual,24,10,5,2,200,0.2,0.48,0.4325,0.19,0.9,0.03,0.65
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,manual,24,10,8,2,200,0.2,0.58,0.53,0.345,1.535,0.095,0.405
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,manual,24,10,2,2,200,0.05,1,0.6875,0.3475,0.545,0.235,0.54
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,manual,24,10,3,2,200,0.05,1,0.77,0.57,0.855,0.38,0.24
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,manual,24,10,5,2,200,0.05,1,0.8275,0.765,1.495,0.585,0.055
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,manual,24,10,8,2,200,0.05,1,0.87,0.845,1.955,0.71,0.02
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,manual,24,10,2,2,200,0.1,1,0.92,0.81,0.89,0.735,0.115
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,manual,24,10,3,2,200,0.1,1,0.9375,0.9375,1,0.875,0
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,manual,24,10,5,2,200,0.1,1,0.9325,0.9325,1.01,0.865,0
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,manual,24,10,8,2,200,0.1,1,0.93,0.93,1.035,0.865,0.005
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,manual,24,10,2,2,200,0.2,1,0.9675,0.9575,0.99,0.93,0.015
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,manual,24,10,3,2,200,0.2,1,0.995,0.995,1,0.99,0
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,manual,24,10,5,2,200,0.2,1,0.9925,0.9925,1.005,0.985,0
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,manual,24,10,8,2,200,0.2,1,0.9975,0.9975,1.06,0.995,0
