condition,field,level,images,buildings,median_people,simple,medium,difficult,full_p_by_8,full_p_by_8_n,core10_p_by_19,core10_p_by_19_n,core_tail_10,core_tail_10_n,late_quarter_new,late_quarter_new_n,half_tv_all,half_tv_all_n,within_cluster_median,within_cluster_median_n,singleton_share,singleton_share_n,point_count_disagreement,point_count_disagreement_n
semi,main_function_primary,empty,2,1,14.5,1,0,0,0.5675,2,1,2,0.76,2,0.125833333333,2,0.140333333333,2,0.0205541323707,2,0.120833333333,2,0.2,2
semi,main_function_primary,living,6,5,4,2,1,0,0.55,6,0.855833333333,6,0.561666666667,6,0.204583333333,6,0.196180555555,6,0.0114242298987,6,0.215277777778,6,0.305555555556,6
semi,main_function_primary,sleep,16,8,14,1,4,0,0.1646875,16,0.5965625,16,0.5203125,16,0.21328125,16,0.198816123188,16,0.0293469912142,15,0.24044384058,16,0.36434041502,16
semi,main_function_primary,special,2,1,14.5,0,1,0,0.32,2,0.4475,2,0.4525,2,0.00166666666667,2,0.0632291666665,2,0.0518939502512,2,0.0208333333333,2,0.144927536232,2
semi,main_function_primary,storage,2,2,24,0,2,0,0,2,0.5925,2,0.75,2,0.126666666667,2,0.114375,2,0.0100714697975,2,0.125,2,0.199275362319,2
semi,main_function_primary,unknown,4,3,4,0,0,0,0.265,3,0.608333333333,3,0.431666666667,3,0.166666666667,3,0.165833333333,3,0.0364211387743,4,0.130681818182,4,0.305735930736,4
semi,main_function_primary,work,1,1,24,0,0,0,0,1,0.11,1,0.33,1,0.0991666666668,1,0.174791666667,1,0.00600367283515,1,0.0833333333333,1,0.365942028986,1
semi,floor_boundary,partial,31,12,5,4,8,0,0.294833333333,30,0.648833333333,30,0.5315,30,0.180722222222,30,0.183524011858,30,0.0275392125668,30,0.1934400102,31,0.342365348536,31
semi,floor_boundary,present,12,6,4.5,1,1,0,0.0945833333333,12,0.5,12,0.397916666667,12,0.225763888889,12,0.177017361111,12,0.0239309663058,12,0.228472222222,12,0.155917874396,12
semi,ceiling_boundary,partial,9,3,4,1,0,0,0.295625,8,0.52125,8,0.358125,8,0.294583333333,8,0.255260416667,8,0.0155912661103,8,0.282407407407,9,0.33615136876,9
semi,ceiling_boundary,present,34,11,5,4,9,0,0.223970588235,34,0.626323529412,34,0.525147058824,34,0.169828431373,34,0.164348392816,34,0.0290769954056,34,0.182254126947,34,0.278205234663,34
semi,corner_occlusion,absent,12,6,4.5,1,1,0,0.0945833333333,12,0.5,12,0.397916666667,12,0.225763888889,12,0.177017361111,12,0.0239309663058,12,0.228472222222,12,0.155917874396,12
semi,corner_occlusion,present,31,12,5,4,8,0,0.294833333333,30,0.648833333333,30,0.5315,30,0.180722222222,30,0.183524011858,30,0.0275392125668,30,0.1934400102,31,0.342365348536,31
semi,connected_space,present,43,12,5,5,9,0,0.237619047619,42,0.60630952381,42,0.493333333333,42,0.193591269841,42,0.181664968787,42,0.0265082850636,42,0.203216441462,43,0.290333495288,43
semi,reflection_glass,present,35,12,5,4,7,0,0.260147058824,34,0.591029411765,34,0.482352941176,34,0.17125,34,0.175162118306,34,0.0291820651601,34,0.186808770939,35,0.289055685515,35
semi,reflection_glass,unknown,8,4,14.5,1,2,0,0.141875,8,0.67125,8,0.54,8,0.288541666667,8,0.209302083333,8,0.0151447196538,8,0.275,8,0.295923913044,8
semi,low_contrast,absent,43,12,5,5,9,0,0.237619047619,42,0.60630952381,42,0.493333333333,42,0.193591269841,42,0.181664968787,42,0.0265082850636,42,0.203216441462,43,0.290333495288,43
semi,doorway,否,43,12,5,5,9,0,0.237619047619,42,0.60630952381,42,0.493333333333,42,0.193591269841,42,0.181664968787,42,0.0265082850636,42,0.203216441462,43,0.290333495288,43
