image_id,code,condition,building,N_human_spherical,N_all_models,candidates,cut,covered_n,coverage
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3-01,semi,UwV83HsGsw3,4,4,hohonet+ulayout_boundary,0.2,4,1.0
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3-01,semi,UwV83HsGsw3,4,4,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.2,4,1.0
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3-03,manual,UwV83HsGsw3,5,5,bi_enclosed,0.05,0,0.0
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3-03,manual,UwV83HsGsw3,5,5,bi_extended,0.05,0,0.0
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3-03,manual,UwV83HsGsw3,5,5,hohonet,0.05,0,0.0
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3-03,manual,UwV83HsGsw3,5,5,ulayout_boundary,0.05,0,0.0
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3-03,manual,UwV83HsGsw3,5,5,bi_enclosed+bi_extended,0.05,0,0.0
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3-03,manual,UwV83HsGsw3,5,5,hohonet+ulayout_boundary,0.05,0,0.0
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3-03,manual,UwV83HsGsw3,5,5,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.05,0,0.0
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3-03,manual,UwV83HsGsw3,5,5,bi_enclosed,0.1,3,0.6
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3-03,manual,UwV83HsGsw3,5,5,bi_extended,0.1,3,0.6
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3-03,manual,UwV83HsGsw3,5,5,hohonet,0.1,0,0.0
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3-03,manual,UwV83HsGsw3,5,5,ulayout_boundary,0.1,1,0.2
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3-03,manual,UwV83HsGsw3,5,5,bi_enclosed+bi_extended,0.1,3,0.6
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3-03,manual,UwV83HsGsw3,5,5,hohonet+ulayout_boundary,0.1,1,0.2
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3-03,manual,UwV83HsGsw3,5,5,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.1,3,0.6
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3-03,manual,UwV83HsGsw3,5,5,bi_enclosed,0.2,5,1.0
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3-03,manual,UwV83HsGsw3,5,5,bi_extended,0.2,5,1.0
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3-03,manual,UwV83HsGsw3,5,5,hohonet,0.2,4,0.8
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3-03,manual,UwV83HsGsw3,5,5,ulayout_boundary,0.2,5,1.0
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3-03,manual,UwV83HsGsw3,5,5,bi_enclosed+bi_extended,0.2,5,1.0
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3-03,manual,UwV83HsGsw3,5,5,hohonet+ulayout_boundary,0.2,5,1.0
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3-03,manual,UwV83HsGsw3,5,5,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.2,5,1.0
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3-06,oos,UwV83HsGsw3,22,22,bi_enclosed,0.05,0,0.0
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3-06,oos,UwV83HsGsw3,22,22,bi_extended,0.05,0,0.0
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3-06,oos,UwV83HsGsw3,22,22,hohonet,0.05,0,0.0
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3-06,oos,UwV83HsGsw3,22,22,ulayout_boundary,0.05,0,0.0
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3-06,oos,UwV83HsGsw3,22,22,bi_enclosed+bi_extended,0.05,0,0.0
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3-06,oos,UwV83HsGsw3,22,22,hohonet+ulayout_boundary,0.05,0,0.0
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3-06,oos,UwV83HsGsw3,22,22,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.05,0,0.0
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3-06,oos,UwV83HsGsw3,22,22,bi_enclosed,0.1,0,0.0
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3-06,oos,UwV83HsGsw3,22,22,bi_extended,0.1,0,0.0
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3-06,oos,UwV83HsGsw3,22,22,hohonet,0.1,4,0.18181818181818182
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3-06,oos,UwV83HsGsw3,22,22,ulayout_boundary,0.1,0,0.0
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3-06,oos,UwV83HsGsw3,22,22,bi_enclosed+bi_extended,0.1,0,0.0
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3-06,oos,UwV83HsGsw3,22,22,hohonet+ulayout_boundary,0.1,4,0.18181818181818182
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3-06,oos,UwV83HsGsw3,22,22,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.1,4,0.18181818181818182
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3-06,oos,UwV83HsGsw3,22,22,bi_enclosed,0.2,4,0.18181818181818182
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3-06,oos,UwV83HsGsw3,22,22,bi_extended,0.2,0,0.0
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3-06,oos,UwV83HsGsw3,22,22,hohonet,0.2,12,0.5454545454545454
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3-06,oos,UwV83HsGsw3,22,22,ulayout_boundary,0.2,10,0.45454545454545453
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3-06,oos,UwV83HsGsw3,22,22,bi_enclosed+bi_extended,0.2,4,0.18181818181818182
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3-06,oos,UwV83HsGsw3,22,22,hohonet+ulayout_boundary,0.2,12,0.5454545454545454
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3-06,oos,UwV83HsGsw3,22,22,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.2,12,0.5454545454545454
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3-08,oos,UwV83HsGsw3,20,20,bi_enclosed,0.05,0,0.0
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3-08,oos,UwV83HsGsw3,20,20,bi_extended,0.05,0,0.0
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3-08,oos,UwV83HsGsw3,20,20,hohonet,0.05,0,0.0
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3-08,oos,UwV83HsGsw3,20,20,ulayout_boundary,0.05,0,0.0
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3-08,oos,UwV83HsGsw3,20,20,bi_enclosed+bi_extended,0.05,0,0.0
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3-08,oos,UwV83HsGsw3,20,20,hohonet+ulayout_boundary,0.05,0,0.0
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3-08,oos,UwV83HsGsw3,20,20,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.05,0,0.0
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3-08,oos,UwV83HsGsw3,20,20,bi_enclosed,0.1,4,0.2
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3-08,oos,UwV83HsGsw3,20,20,bi_extended,0.1,6,0.3
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3-08,oos,UwV83HsGsw3,20,20,hohonet,0.1,2,0.1
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3-08,oos,UwV83HsGsw3,20,20,ulayout_boundary,0.1,2,0.1
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3-08,oos,UwV83HsGsw3,20,20,bi_enclosed+bi_extended,0.1,6,0.3
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3-08,oos,UwV83HsGsw3,20,20,hohonet+ulayout_boundary,0.1,2,0.1
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3-08,oos,UwV83HsGsw3,20,20,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.1,6,0.3
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3-08,oos,UwV83HsGsw3,20,20,bi_enclosed,0.2,8,0.4
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3-08,oos,UwV83HsGsw3,20,20,bi_extended,0.2,8,0.4
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3-08,oos,UwV83HsGsw3,20,20,hohonet,0.2,8,0.4
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3-08,oos,UwV83HsGsw3,20,20,ulayout_boundary,0.2,8,0.4
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3-08,oos,UwV83HsGsw3,20,20,bi_enclosed+bi_extended,0.2,8,0.4
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3-08,oos,UwV83HsGsw3,20,20,hohonet+ulayout_boundary,0.2,8,0.4
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3-08,oos,UwV83HsGsw3,20,20,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.2,8,0.4
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3-09,manual,UwV83HsGsw3,23,23,bi_enclosed,0.05,0,0.0
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3-09,manual,UwV83HsGsw3,23,23,bi_extended,0.05,0,0.0
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3-09,manual,UwV83HsGsw3,23,23,hohonet,0.05,0,0.0
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3-09,manual,UwV83HsGsw3,23,23,ulayout_boundary,0.05,0,0.0
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3-09,manual,UwV83HsGsw3,23,23,bi_enclosed+bi_extended,0.05,0,0.0
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3-09,manual,UwV83HsGsw3,23,23,hohonet+ulayout_boundary,0.05,0,0.0
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3-09,manual,UwV83HsGsw3,23,23,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.05,0,0.0
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3-09,manual,UwV83HsGsw3,23,23,bi_enclosed,0.1,1,0.043478260869565216
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3-09,manual,UwV83HsGsw3,23,23,bi_extended,0.1,1,0.043478260869565216
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3-09,manual,UwV83HsGsw3,23,23,hohonet,0.1,1,0.043478260869565216
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3-09,manual,UwV83HsGsw3,23,23,ulayout_boundary,0.1,0,0.0
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3-09,manual,UwV83HsGsw3,23,23,bi_enclosed+bi_extended,0.1,1,0.043478260869565216
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3-09,manual,UwV83HsGsw3,23,23,hohonet+ulayout_boundary,0.1,1,0.043478260869565216
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3-09,manual,UwV83HsGsw3,23,23,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.1,1,0.043478260869565216
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3-09,manual,UwV83HsGsw3,23,23,bi_enclosed,0.2,10,0.43478260869565216
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3-09,manual,UwV83HsGsw3,23,23,bi_extended,0.2,10,0.43478260869565216
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3-09,manual,UwV83HsGsw3,23,23,hohonet,0.2,13,0.5652173913043478
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3-09,manual,UwV83HsGsw3,23,23,ulayout_boundary,0.2,8,0.34782608695652173
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3-09,manual,UwV83HsGsw3,23,23,bi_enclosed+bi_extended,0.2,10,0.43478260869565216
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3-09,manual,UwV83HsGsw3,23,23,hohonet+ulayout_boundary,0.2,13,0.5652173913043478
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3-09,manual,UwV83HsGsw3,23,23,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.2,15,0.6521739130434783
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3-10,manual,UwV83HsGsw3,24,24,bi_enclosed,0.05,18,0.75
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3-10,manual,UwV83HsGsw3,24,24,bi_extended,0.05,18,0.75
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3-10,manual,UwV83HsGsw3,24,24,hohonet,0.05,18,0.75
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3-10,manual,UwV83HsGsw3,24,24,ulayout_boundary,0.05,15,0.625
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3-10,manual,UwV83HsGsw3,24,24,bi_enclosed+bi_extended,0.05,18,0.75
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3-10,manual,UwV83HsGsw3,24,24,hohonet+ulayout_boundary,0.05,18,0.75
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3-10,manual,UwV83HsGsw3,24,24,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.05,18,0.75
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3-10,manual,UwV83HsGsw3,24,24,bi_enclosed,0.1,22,0.9166666666666666
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3-10,manual,UwV83HsGsw3,24,24,bi_extended,0.1,22,0.9166666666666666
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3-10,manual,UwV83HsGsw3,24,24,hohonet,0.1,22,0.9166666666666666
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3-10,manual,UwV83HsGsw3,24,24,ulayout_boundary,0.1,22,0.9166666666666666
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3-10,manual,UwV83HsGsw3,24,24,bi_enclosed+bi_extended,0.1,22,0.9166666666666666
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3-10,manual,UwV83HsGsw3,24,24,hohonet+ulayout_boundary,0.1,22,0.9166666666666666
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3-10,manual,UwV83HsGsw3,24,24,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.1,22,0.9166666666666666
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3-10,manual,UwV83HsGsw3,24,24,bi_enclosed,0.2,24,1.0
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3-10,manual,UwV83HsGsw3,24,24,bi_extended,0.2,24,1.0
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3-10,manual,UwV83HsGsw3,24,24,hohonet,0.2,24,1.0
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3-10,manual,UwV83HsGsw3,24,24,ulayout_boundary,0.2,24,1.0
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3-10,manual,UwV83HsGsw3,24,24,bi_enclosed+bi_extended,0.2,24,1.0
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3-10,manual,UwV83HsGsw3,24,24,hohonet+ulayout_boundary,0.2,24,1.0
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3-10,manual,UwV83HsGsw3,24,24,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.2,24,1.0
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,manual,UwV83HsGsw3,6,6,bi_enclosed,0.05,2,0.3333333333333333
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,manual,UwV83HsGsw3,6,6,bi_extended,0.05,1,0.16666666666666666
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,manual,UwV83HsGsw3,6,6,hohonet,0.05,1,0.16666666666666666
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,manual,UwV83HsGsw3,6,6,ulayout_boundary,0.05,2,0.3333333333333333
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,manual,UwV83HsGsw3,6,6,bi_enclosed+bi_extended,0.05,3,0.5
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,manual,UwV83HsGsw3,6,6,hohonet+ulayout_boundary,0.05,3,0.5
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,manual,UwV83HsGsw3,6,6,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.05,3,0.5
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,manual,UwV83HsGsw3,6,6,bi_enclosed,0.1,2,0.3333333333333333
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,manual,UwV83HsGsw3,6,6,bi_extended,0.1,5,0.8333333333333334
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,manual,UwV83HsGsw3,6,6,hohonet,0.1,4,0.6666666666666666
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,manual,UwV83HsGsw3,6,6,ulayout_boundary,0.1,2,0.3333333333333333
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,manual,UwV83HsGsw3,6,6,bi_enclosed+bi_extended,0.1,6,1.0
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,manual,UwV83HsGsw3,6,6,hohonet+ulayout_boundary,0.1,6,1.0
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,manual,UwV83HsGsw3,6,6,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.1,6,1.0
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,manual,UwV83HsGsw3,6,6,bi_enclosed,0.2,6,1.0
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,manual,UwV83HsGsw3,6,6,bi_extended,0.2,6,1.0
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,manual,UwV83HsGsw3,6,6,hohonet,0.2,6,1.0
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,manual,UwV83HsGsw3,6,6,ulayout_boundary,0.2,6,1.0
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,manual,UwV83HsGsw3,6,6,bi_enclosed+bi_extended,0.2,6,1.0
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,manual,UwV83HsGsw3,6,6,hohonet+ulayout_boundary,0.2,6,1.0
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,manual,UwV83HsGsw3,6,6,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.2,6,1.0
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,semi,UwV83HsGsw3,4,4,bi_enclosed,0.05,0,0.0
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,semi,UwV83HsGsw3,4,4,bi_extended,0.05,1,0.25
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,semi,UwV83HsGsw3,4,4,hohonet,0.05,1,0.25
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,semi,UwV83HsGsw3,4,4,ulayout_boundary,0.05,0,0.0
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,semi,UwV83HsGsw3,4,4,bi_enclosed+bi_extended,0.05,1,0.25
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,semi,UwV83HsGsw3,4,4,hohonet+ulayout_boundary,0.05,1,0.25
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,semi,UwV83HsGsw3,4,4,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.05,1,0.25
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,semi,UwV83HsGsw3,4,4,bi_enclosed,0.1,1,0.25
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,semi,UwV83HsGsw3,4,4,bi_extended,0.1,4,1.0
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,semi,UwV83HsGsw3,4,4,hohonet,0.1,4,1.0
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,semi,UwV83HsGsw3,4,4,ulayout_boundary,0.1,1,0.25
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,semi,UwV83HsGsw3,4,4,bi_enclosed+bi_extended,0.1,4,1.0
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,semi,UwV83HsGsw3,4,4,hohonet+ulayout_boundary,0.1,4,1.0
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,semi,UwV83HsGsw3,4,4,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.1,4,1.0
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,semi,UwV83HsGsw3,4,4,bi_enclosed,0.2,4,1.0
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,semi,UwV83HsGsw3,4,4,bi_extended,0.2,4,1.0
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,semi,UwV83HsGsw3,4,4,hohonet,0.2,4,1.0
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,semi,UwV83HsGsw3,4,4,ulayout_boundary,0.2,4,1.0
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,semi,UwV83HsGsw3,4,4,bi_enclosed+bi_extended,0.2,4,1.0
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,semi,UwV83HsGsw3,4,4,hohonet+ulayout_boundary,0.2,4,1.0
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3-12,semi,UwV83HsGsw3,4,4,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.2,4,1.0
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3-16,manual,UwV83HsGsw3,5,5,bi_enclosed,0.05,2,0.4
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3-16,manual,UwV83HsGsw3,5,5,bi_extended,0.05,1,0.2
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3-16,manual,UwV83HsGsw3,5,5,hohonet,0.05,1,0.2
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3-16,manual,UwV83HsGsw3,5,5,ulayout_boundary,0.05,3,0.6
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3-16,manual,UwV83HsGsw3,5,5,bi_enclosed+bi_extended,0.05,2,0.4
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3-16,manual,UwV83HsGsw3,5,5,hohonet+ulayout_boundary,0.05,3,0.6
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3-16,manual,UwV83HsGsw3,5,5,bi_enclosed+bi_extended+hohonet+ulayout_boundary,0.05,3,0.6
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3-16,manual,UwV83HsGsw3,5,5,bi_enclosed,0.1,5,1.0
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3-16,manual,UwV83HsGsw3,5,5,bi_extended,0.1,5,1.0
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3-16,manual,UwV83HsGsw3,5,5,hohonet,0.1,5,1.0
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3-16,manual,UwV83HsGsw3,5,5,ulayout_boundary,0.1,5,1.0
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3-16,manual,UwV83HsGsw3,5,5,bi_enclosed+bi_extended,0.1,5,1.0
