cohort,config,horizon,k,bound,model,images,buildings,quality_baseline_G1,quality_baseline_G2,quality_baseline_ALL,candidate_G1,candidate_G2,candidate_ALL
current20,q95,8,3,upper,QTS,25,7,0.7145357142857144,0.5165357142857143,0.602095238095238,0.6616190476190477,0.6312738095238096,0.602095238095238
current20,q95,8,3,upper,QTB,24,6,0.6249659090909091,0.4132234848484848,0.5282537878787879,0.5175681818181818,0.48193939393939395,0.5282537878787879
current20,q95,8,3,upper,QSB,26,8,0.7106874999999999,0.49718749999999995,0.5742708333333333,0.5734166666666667,0.4676458333333333,0.5742708333333333
current20,q95,8,3,upper,TSB,40,12,0.658774621212121,0.49282007575757575,0.5845505050505051,0.6290757575757575,0.5353099747474747,0.5845505050505051
current20,q95,8,3,upper,QTSB,40,12,0.658774621212121,0.49282007575757575,0.5845505050505051,0.5817354797979798,0.5494210858585858,0.5845505050505051
current20,q95,10,5,lower,TS,26,8,0.46403125,0.3830625,0.41831250000000003,0.483875,0.40484375,0.41831250000000003
current20,q95,10,5,lower,QTS,7,2,0.696875,0.5504166666666667,0.62625,0.5908333333333333,0.703125,0.62625
current20,q95,10,5,lower,QTSB,1,1,0.085,0.025,0.005,0.0,0.05,0.005
current20,q95,10,5,upper,TS,26,8,0.56990625,0.4341875,0.4868125,0.5783437499999999,0.4396875,0.4868125
current20,q95,10,5,upper,QTS,7,2,0.7381249999999999,0.6629166666666666,0.70375,0.6477083333333333,0.7975,0.70375
current20,q95,10,5,upper,QTSB,1,1,0.085,0.025,0.01,0.0,0.05,0.01
