variant,cohort,panel,model,repeat,workers,half_support,left_status,right_status,status,ari
primary,all26,native,Q_median2,57,25,full_requirement,usable,usable,usable,0.43910256410256404
primary,all26,common,Q,57,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,common,T,57,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,common,S,57,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,common,B,57,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
primary,all26,common,QT,57,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,common,QS,57,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,common,QB,57,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,common,TS,57,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,common,TB,57,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,common,SB,57,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,common,QTS,57,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,common,QTB,57,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,common,QSB,57,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,common,TSB,57,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,common,QTSB,57,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,common,Q_median2,57,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,native,Q,57,25,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,T,57,24,half_diagnostic,usable,usable,usable,0.543238415467059
primary,all26,native,S,57,26,half_diagnostic,usable,usable,usable,0.26192278576835726
primary,all26,native,B,57,26,half_diagnostic,usable,usable,usable,0.6643717728055077
primary,all26,native,QT,57,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,QS,57,25,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,QB,57,25,half_diagnostic,singleton_rejected,usable,unavailable,
primary,all26,native,TS,57,24,half_diagnostic,usable,usable,usable,0.3118110236220472
primary,all26,native,TB,57,24,half_diagnostic,usable,usable,usable,0.3146889702038682
primary,all26,native,SB,57,26,half_diagnostic,usable,usable,usable,0.8304642670839854
primary,all26,native,QTS,57,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,QTB,57,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,QSB,57,25,half_diagnostic,singleton_rejected,usable,unavailable,
primary,all26,native,TSB,57,24,half_diagnostic,usable,usable,usable,0.6807403123192597
primary,all26,native,QTSB,57,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,Q_median2,57,25,half_diagnostic,usable,usable,usable,0.43910256410256404
primary,all26,common,Q,57,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,common,T,57,24,half_diagnostic,usable,usable,usable,0.543238415467059
primary,all26,common,S,57,24,half_diagnostic,usable,usable,usable,-0.013694317645207035
primary,all26,common,B,57,24,half_diagnostic,usable,usable,usable,0.6161577849421581
primary,all26,common,QT,57,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,common,QS,57,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,common,QB,57,24,half_diagnostic,singleton_rejected,usable,unavailable,
primary,all26,common,TS,57,24,half_diagnostic,usable,usable,usable,0.3118110236220472
primary,all26,common,TB,57,24,half_diagnostic,usable,usable,usable,0.3146889702038682
primary,all26,common,SB,57,24,half_diagnostic,usable,usable,usable,-0.11663189835008542
primary,all26,common,QTS,57,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,common,QTB,57,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,common,QSB,57,24,half_diagnostic,singleton_rejected,usable,unavailable,
primary,all26,common,TSB,57,24,half_diagnostic,usable,usable,usable,0.6807403123192597
primary,all26,common,QTSB,57,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,common,Q_median2,57,24,half_diagnostic,usable,usable,usable,0.41919191919191917
primary,all26,native,Q,58,25,full_requirement,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,T,58,22,full_requirement,usable,usable,usable,0.6531531531531531
primary,all26,native,S,58,0,full_requirement,usable,insufficient_workers,unavailable,
primary,all26,native,B,58,26,full_requirement,usable,usable,usable,-0.04569252736792005
primary,all26,native,QT,58,22,full_requirement,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,QS,58,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
primary,all26,native,QB,58,25,full_requirement,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,TS,58,0,full_requirement,usable,insufficient_workers,unavailable,
primary,all26,native,TB,58,22,full_requirement,usable,usable,usable,0.1791530944625408
primary,all26,native,SB,58,0,full_requirement,usable,insufficient_workers,unavailable,
primary,all26,native,QTS,58,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
primary,all26,native,QTB,58,22,full_requirement,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,QSB,58,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
primary,all26,native,TSB,58,0,full_requirement,usable,insufficient_workers,unavailable,
primary,all26,native,QTSB,58,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
primary,all26,native,Q_median2,58,25,full_requirement,usable,usable,usable,0.23878205128205124
primary,all26,common,Q,58,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
primary,all26,common,T,58,0,full_requirement,usable,insufficient_workers,unavailable,
primary,all26,common,S,58,0,full_requirement,usable,insufficient_workers,unavailable,
primary,all26,common,B,58,0,full_requirement,usable,insufficient_workers,unavailable,
primary,all26,common,QT,58,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
primary,all26,common,QS,58,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
primary,all26,common,QB,58,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
primary,all26,common,TS,58,0,full_requirement,usable,insufficient_workers,unavailable,
primary,all26,common,TB,58,0,full_requirement,usable,insufficient_workers,unavailable,
primary,all26,common,SB,58,0,full_requirement,usable,insufficient_workers,unavailable,
primary,all26,common,QTS,58,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
primary,all26,common,QTB,58,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
primary,all26,common,QSB,58,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
primary,all26,common,TSB,58,0,full_requirement,usable,insufficient_workers,unavailable,
primary,all26,common,QTSB,58,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
primary,all26,common,Q_median2,58,0,full_requirement,usable,insufficient_workers,unavailable,
primary,all26,native,Q,58,25,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,T,58,24,half_diagnostic,usable,usable,usable,0.6814939152328997
primary,all26,native,S,58,26,half_diagnostic,usable,usable,usable,-0.011315417256011274
primary,all26,native,B,58,26,half_diagnostic,usable,usable,usable,-0.04569252736792005
primary,all26,native,QT,58,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,QS,58,25,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,QB,58,25,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,TS,58,24,half_diagnostic,usable,usable,usable,0.42016806722689076
primary,all26,native,TB,58,24,half_diagnostic,usable,usable,usable,0.22612804403136194
primary,all26,native,SB,58,26,half_diagnostic,usable,usable,usable,-0.05568445475638049
primary,all26,native,QTS,58,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,QTB,58,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,QSB,58,25,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,TSB,58,24,half_diagnostic,usable,usable,usable,0.07807933194154494
primary,all26,native,QTSB,58,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,Q_median2,58,25,half_diagnostic,usable,usable,usable,0.23878205128205124
primary,all26,common,Q,58,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,common,T,58,24,half_diagnostic,usable,usable,usable,0.6814939152328997
primary,all26,common,S,58,24,half_diagnostic,usable,usable,usable,-0.011273957158962757
primary,all26,common,B,58,24,half_diagnostic,usable,usable,usable,-0.037160751565761936
primary,all26,common,QT,58,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,common,QS,58,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,common,QB,58,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,common,TS,58,24,half_diagnostic,usable,usable,usable,0.42016806722689076
primary,all26,common,TB,58,24,half_diagnostic,usable,usable,usable,0.22612804403136194
primary,all26,common,SB,58,24,half_diagnostic,usable,usable,usable,-0.04578696343402236
primary,all26,common,QTS,58,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,common,QTB,58,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,common,QSB,58,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,common,TSB,58,24,half_diagnostic,usable,usable,usable,0.07807933194154494
primary,all26,common,QTSB,58,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,common,Q_median2,58,24,half_diagnostic,usable,usable,usable,0.21590909090909088
primary,all26,native,Q,59,25,full_requirement,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,T,59,22,full_requirement,usable,usable,usable,1.0
primary,all26,native,S,59,0,full_requirement,usable,insufficient_workers,unavailable,
primary,all26,native,B,59,10,full_requirement,usable,usable,usable,-0.06837606837606844
primary,all26,native,QT,59,22,full_requirement,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,QS,59,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
primary,all26,native,QB,59,10,full_requirement,usable,singleton_rejected,unavailable,
primary,all26,native,TS,59,0,full_requirement,usable,insufficient_workers,unavailable,
primary,all26,native,TB,59,9,full_requirement,usable,usable,usable,0.5555555555555556
primary,all26,native,SB,59,0,full_requirement,usable,insufficient_workers,unavailable,
primary,all26,native,QTS,59,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
primary,all26,native,QTB,59,9,full_requirement,usable,singleton_rejected,unavailable,
primary,all26,native,QSB,59,0,full_requirement,usable,insufficient_workers,unavailable,
primary,all26,native,TSB,59,0,full_requirement,usable,insufficient_workers,unavailable,
primary,all26,native,QTSB,59,0,full_requirement,usable,insufficient_workers,unavailable,
primary,all26,native,Q_median2,59,25,full_requirement,usable,usable,usable,0.09188034188034183
primary,all26,common,Q,59,0,full_requirement,usable,insufficient_workers,unavailable,
primary,all26,common,T,59,0,full_requirement,usable,insufficient_workers,unavailable,
primary,all26,common,S,59,0,full_requirement,usable,insufficient_workers,unavailable,
primary,all26,common,B,59,0,full_requirement,usable,insufficient_workers,unavailable,
primary,all26,common,QT,59,0,full_requirement,usable,insufficient_workers,unavailable,
primary,all26,common,QS,59,0,full_requirement,usable,insufficient_workers,unavailable,
primary,all26,common,QB,59,0,full_requirement,usable,insufficient_workers,unavailable,
primary,all26,common,TS,59,0,full_requirement,usable,insufficient_workers,unavailable,
primary,all26,common,TB,59,0,full_requirement,usable,insufficient_workers,unavailable,
primary,all26,common,SB,59,0,full_requirement,usable,insufficient_workers,unavailable,
primary,all26,common,QTS,59,0,full_requirement,usable,insufficient_workers,unavailable,
primary,all26,common,QTB,59,0,full_requirement,usable,insufficient_workers,unavailable,
primary,all26,common,QSB,59,0,full_requirement,usable,insufficient_workers,unavailable,
primary,all26,common,TSB,59,0,full_requirement,usable,insufficient_workers,unavailable,
primary,all26,common,QTSB,59,0,full_requirement,usable,insufficient_workers,unavailable,
primary,all26,common,Q_median2,59,0,full_requirement,usable,insufficient_workers,unavailable,
primary,all26,native,Q,59,25,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,T,59,24,half_diagnostic,usable,usable,usable,0.543238415467059
primary,all26,native,S,59,26,half_diagnostic,usable,usable,usable,0.18042888834113877
primary,all26,native,B,59,26,half_diagnostic,usable,usable,usable,0.791029037318999
primary,all26,native,QT,59,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,QS,59,25,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,QB,59,25,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,TS,59,24,half_diagnostic,usable,usable,usable,0.42074610420273884
primary,all26,native,TB,59,24,half_diagnostic,usable,usable,usable,0.8082175226586102
primary,all26,native,SB,59,26,half_diagnostic,usable,usable,usable,0.5001671681711802
primary,all26,native,QTS,59,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,QTB,59,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,QSB,59,25,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,TSB,59,24,half_diagnostic,usable,usable,usable,0.036412537498706904
primary,all26,native,QTSB,59,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,Q_median2,59,25,half_diagnostic,usable,usable,usable,0.09188034188034183
primary,all26,common,Q,59,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,common,T,59,24,half_diagnostic,usable,usable,usable,0.543238415467059
primary,all26,common,S,59,24,half_diagnostic,usable,usable,usable,0.0707070707070707
primary,all26,common,B,59,24,half_diagnostic,usable,usable,usable,-0.0601697646932416
primary,all26,common,QT,59,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,common,QS,59,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,common,QB,59,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,common,TS,59,24,half_diagnostic,usable,usable,usable,0.42074610420273884
primary,all26,common,TB,59,24,half_diagnostic,usable,usable,usable,0.8082175226586102
primary,all26,common,SB,59,24,half_diagnostic,usable,usable,usable,-0.05059476605868361
primary,all26,common,QTS,59,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,common,QTB,59,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,common,QSB,59,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,common,TSB,59,24,half_diagnostic,usable,usable,usable,0.036412537498706904
primary,all26,common,QTSB,59,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,common,Q_median2,59,24,half_diagnostic,usable,usable,usable,0.0707070707070707
primary,all26,native,Q,60,25,full_requirement,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,T,60,23,full_requirement,usable,usable,usable,0.6675843083275981
primary,all26,native,S,60,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
primary,all26,native,B,60,10,full_requirement,usable,usable,usable,0.0
primary,all26,native,QT,60,23,full_requirement,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,QS,60,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
primary,all26,native,QB,60,10,full_requirement,singleton_rejected,usable,unavailable,
primary,all26,native,TS,60,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
primary,all26,native,TB,60,9,full_requirement,usable,usable,usable,0.5555555555555556
primary,all26,native,SB,60,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
primary,all26,native,QTS,60,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
primary,all26,native,QTB,60,9,full_requirement,singleton_rejected,usable,unavailable,
primary,all26,native,QSB,60,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
primary,all26,native,TSB,60,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
primary,all26,native,QTSB,60,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
primary,all26,native,Q_median2,60,25,full_requirement,usable,usable,usable,0.09188034188034183
primary,all26,common,Q,60,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
primary,all26,common,T,60,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
primary,all26,common,S,60,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
primary,all26,common,B,60,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
primary,all26,common,QT,60,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
primary,all26,common,QS,60,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
primary,all26,common,QB,60,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
primary,all26,common,TS,60,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
primary,all26,common,TB,60,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
primary,all26,common,SB,60,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
primary,all26,common,QTS,60,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
primary,all26,common,QTB,60,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
primary,all26,common,QSB,60,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
primary,all26,common,TSB,60,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
primary,all26,common,QTSB,60,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
primary,all26,common,Q_median2,60,0,full_requirement,insufficient_workers,insufficient_workers,unavailable,
primary,all26,native,Q,60,25,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,T,60,24,half_diagnostic,usable,usable,usable,0.6809583858764187
primary,all26,native,S,60,26,half_diagnostic,usable,usable,usable,-0.020942408376963366
primary,all26,native,B,60,26,half_diagnostic,usable,usable,usable,0.6843383245649535
primary,all26,native,QT,60,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,QS,60,25,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,QB,60,25,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,TS,60,24,half_diagnostic,usable,usable,usable,0.42074610420273884
primary,all26,native,TB,60,24,half_diagnostic,usable,usable,usable,0.15061549601737867
primary,all26,native,SB,60,26,half_diagnostic,usable,usable,usable,0.07275320970042783
primary,all26,native,QTS,60,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,QTB,60,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,QSB,60,25,half_diagnostic,singleton_rejected,usable,unavailable,
primary,all26,native,TSB,60,24,half_diagnostic,usable,usable,usable,0.5427579678131902
primary,all26,native,QTSB,60,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,Q_median2,60,25,half_diagnostic,usable,usable,usable,0.09188034188034183
primary,all26,common,Q,60,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,common,T,60,24,half_diagnostic,usable,usable,usable,0.6809583858764187
primary,all26,common,S,60,24,half_diagnostic,usable,usable,usable,-0.013694317645207035
primary,all26,common,B,60,24,half_diagnostic,usable,usable,usable,0.482315112540193
primary,all26,common,QT,60,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,common,QS,60,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,common,QB,60,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,common,TS,60,24,half_diagnostic,usable,usable,usable,0.42074610420273884
primary,all26,common,TB,60,24,half_diagnostic,usable,usable,usable,0.15061549601737867
primary,all26,common,SB,60,24,half_diagnostic,usable,usable,usable,-0.09987738267751645
primary,all26,common,QTS,60,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,common,QTB,60,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,common,QSB,60,24,half_diagnostic,singleton_rejected,usable,unavailable,
primary,all26,common,TSB,60,24,half_diagnostic,usable,usable,usable,0.5427579678131902
primary,all26,common,QTSB,60,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,common,Q_median2,60,24,half_diagnostic,usable,usable,usable,0.0707070707070707
primary,all26,native,Q,61,25,full_requirement,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,T,61,23,full_requirement,usable,usable,usable,0.8258774948382657
primary,all26,native,S,61,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,native,B,61,26,full_requirement,usable,usable,usable,-0.04334883358950916
primary,all26,native,QT,61,23,full_requirement,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,QS,61,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
primary,all26,native,QB,61,25,full_requirement,singleton_rejected,usable,unavailable,
primary,all26,native,TS,61,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,native,TB,61,23,full_requirement,usable,usable,usable,0.12972972972972965
primary,all26,native,SB,61,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,native,QTS,61,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
primary,all26,native,QTB,61,23,full_requirement,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,QSB,61,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,native,TSB,61,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,native,QTSB,61,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
primary,all26,native,Q_median2,61,25,full_requirement,usable,usable,usable,0.43910256410256404
primary,all26,common,Q,61,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
primary,all26,common,T,61,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,common,S,61,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,common,B,61,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,common,QT,61,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
primary,all26,common,QS,61,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
primary,all26,common,QB,61,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,common,TS,61,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,common,TB,61,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,common,SB,61,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,common,QTS,61,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
primary,all26,common,QTB,61,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
primary,all26,common,QSB,61,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,common,TSB,61,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,common,QTSB,61,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
primary,all26,common,Q_median2,61,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,native,Q,61,25,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,T,61,24,half_diagnostic,usable,usable,usable,0.8332457707260691
primary,all26,native,S,61,26,half_diagnostic,usable,usable,usable,0.35030937648738697
primary,all26,native,B,61,26,half_diagnostic,usable,usable,usable,-0.04334883358950916
primary,all26,native,QT,61,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,QS,61,25,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,QB,61,25,half_diagnostic,singleton_rejected,usable,unavailable,
primary,all26,native,TS,61,24,half_diagnostic,usable,usable,usable,0.2170212765957447
primary,all26,native,TB,61,24,half_diagnostic,usable,usable,usable,0.15061549601737867
primary,all26,native,SB,61,26,half_diagnostic,usable,usable,usable,0.03253108158063696
primary,all26,native,QTS,61,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,QTB,61,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,QSB,61,25,half_diagnostic,singleton_rejected,usable,unavailable,
primary,all26,native,TSB,61,24,half_diagnostic,usable,usable,usable,1.0
primary,all26,native,QTSB,61,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,Q_median2,61,25,half_diagnostic,usable,usable,usable,0.43910256410256404
primary,all26,common,Q,61,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,common,T,61,24,half_diagnostic,usable,usable,usable,0.8332457707260691
primary,all26,common,S,61,24,half_diagnostic,usable,usable,usable,0.21800724067369742
primary,all26,common,B,61,24,half_diagnostic,usable,usable,usable,-0.02141157811260907
primary,all26,common,QT,61,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,common,QS,61,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,common,QB,61,24,half_diagnostic,singleton_rejected,usable,unavailable,
primary,all26,common,TS,61,24,half_diagnostic,usable,usable,usable,0.2170212765957447
primary,all26,common,TB,61,24,half_diagnostic,usable,usable,usable,0.15061549601737867
primary,all26,common,SB,61,24,half_diagnostic,usable,usable,usable,-0.0008595680670462604
primary,all26,common,QTS,61,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,common,QTB,61,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,common,QSB,61,24,half_diagnostic,singleton_rejected,usable,unavailable,
primary,all26,common,TSB,61,24,half_diagnostic,usable,usable,usable,1.0
primary,all26,common,QTSB,61,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
primary,all26,common,Q_median2,61,24,half_diagnostic,usable,usable,usable,0.41919191919191917
primary,all26,native,Q,62,25,full_requirement,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,T,62,22,full_requirement,usable,usable,usable,0.8178438661710037
primary,all26,native,S,62,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,native,B,62,22,full_requirement,usable,usable,usable,-0.05995717344753742
primary,all26,native,QT,62,22,full_requirement,singleton_rejected,singleton_rejected,unavailable,
primary,all26,native,QS,62,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
primary,all26,native,QB,62,22,full_requirement,singleton_rejected,usable,unavailable,
primary,all26,native,TS,62,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,native,TB,62,19,full_requirement,usable,usable,usable,1.0
primary,all26,native,SB,62,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,native,QTS,62,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
primary,all26,native,QTB,62,19,full_requirement,singleton_rejected,usable,unavailable,
primary,all26,native,QSB,62,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,native,TSB,62,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,native,QTSB,62,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,native,Q_median2,62,25,full_requirement,usable,usable,usable,0.09188034188034183
primary,all26,common,Q,62,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,common,T,62,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,common,S,62,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,common,B,62,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,common,QT,62,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,common,QS,62,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,common,QB,62,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,common,TS,62,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,common,TB,62,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,common,SB,62,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,common,QTS,62,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,common,QTB,62,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,common,QSB,62,0,full_requirement,insufficient_workers,usable,unavailable,
primary,all26,common,TSB,62,0,full_requirement,insufficient_workers,usable,unavailable,
