replicate,workers,spearman,median2_ari,train_buildings,test_buildings,cohort,variant,panel,metric
61,23,0.9673913043478262,0.6673553719008265,"[""2t7WUuJeko7"", ""b8cTxDM8gDG"", ""e9zR4mvMWw7"", ""jh4fc5c5qoQ"", ""pRbA3pwrgk9"", ""pa4otMbVnkk"", ""q9vSo1VnCiC"", ""rPc6DW4iMge"", ""x8F5xyUWy9e"", ""yqstnuAEVhm"", ""zsNo4HB9uLZ""]","[""7y3sRwLe3Va"", ""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""VFuaQ6m2Qom"", ""VLzqgDo317F"", ""X7HyMhZNoso"", ""Z6MFQCViBuw"", ""jtcxE69GiFV"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB""]",all26,no_known_time_adjustment,paired,log_time
62,24,0.9530434782608694,0.6805555555555555,"[""7y3sRwLe3Va"", ""S9hNv5qa7GM"", ""VFuaQ6m2Qom"", ""VLzqgDo317F"", ""Z6MFQCViBuw"", ""e9zR4mvMWw7"", ""jh4fc5c5qoQ"", ""pRbA3pwrgk9"", ""pa4otMbVnkk"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB""]","[""2t7WUuJeko7"", ""B6ByNegPMKs"", ""UwV83HsGsw3"", ""X7HyMhZNoso"", ""b8cTxDM8gDG"", ""jtcxE69GiFV"", ""q9vSo1VnCiC"", ""rPc6DW4iMge"", ""x8F5xyUWy9e"", ""yqstnuAEVhm"", ""zsNo4HB9uLZ""]",all26,no_known_time_adjustment,paired,log_time
63,23,0.9772727272727272,1.0,"[""2t7WUuJeko7"", ""S9hNv5qa7GM"", ""X7HyMhZNoso"", ""Z6MFQCViBuw"", ""b8cTxDM8gDG"", ""pa4otMbVnkk"", ""q9vSo1VnCiC"", ""rPc6DW4iMge"", ""x8F5xyUWy9e"", ""yqstnuAEVhm"", ""zsNo4HB9uLZ""]","[""7y3sRwLe3Va"", ""B6ByNegPMKs"", ""UwV83HsGsw3"", ""VFuaQ6m2Qom"", ""VLzqgDo317F"", ""e9zR4mvMWw7"", ""jh4fc5c5qoQ"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB""]",all26,no_known_time_adjustment,paired,log_time
64,23,0.9822134387351777,1.0,"[""7y3sRwLe3Va"", ""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""X7HyMhZNoso"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""q9vSo1VnCiC"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB"", ""x8F5xyUWy9e""]","[""2t7WUuJeko7"", ""VFuaQ6m2Qom"", ""VLzqgDo317F"", ""Z6MFQCViBuw"", ""b8cTxDM8gDG"", ""e9zR4mvMWw7"", ""jh4fc5c5qoQ"", ""pa4otMbVnkk"", ""rPc6DW4iMge"", ""yqstnuAEVhm"", ""zsNo4HB9uLZ""]",all26,no_known_time_adjustment,paired,log_time
65,23,0.9436758893280633,0.6673553719008265,"[""UwV83HsGsw3"", ""VLzqgDo317F"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""q9vSo1VnCiC"", ""rPc6DW4iMge"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB"", ""x8F5xyUWy9e"", ""yqstnuAEVhm"", ""zsNo4HB9uLZ""]","[""2t7WUuJeko7"", ""7y3sRwLe3Va"", ""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""VFuaQ6m2Qom"", ""X7HyMhZNoso"", ""Z6MFQCViBuw"", ""b8cTxDM8gDG"", ""e9zR4mvMWw7"", ""jh4fc5c5qoQ"", ""pa4otMbVnkk""]",all26,no_known_time_adjustment,paired,log_time
66,24,0.9399999999999998,0.6805555555555555,"[""VFuaQ6m2Qom"", ""VLzqgDo317F"", ""Z6MFQCViBuw"", ""b8cTxDM8gDG"", ""e9zR4mvMWw7"", ""jtcxE69GiFV"", ""pa4otMbVnkk"", ""q9vSo1VnCiC"", ""rPc6DW4iMge"", ""uNb9QFRL6hY"", ""yqstnuAEVhm""]","[""2t7WUuJeko7"", ""7y3sRwLe3Va"", ""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""X7HyMhZNoso"", ""jh4fc5c5qoQ"", ""pRbA3pwrgk9"", ""wc2JMjhGNzB"", ""x8F5xyUWy9e"", ""zsNo4HB9uLZ""]",all26,no_known_time_adjustment,paired,log_time
67,24,0.9634782608695651,1.0,"[""B6ByNegPMKs"", ""VFuaQ6m2Qom"", ""VLzqgDo317F"", ""jh4fc5c5qoQ"", ""pRbA3pwrgk9"", ""pa4otMbVnkk"", ""rPc6DW4iMge"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB"", ""yqstnuAEVhm"", ""zsNo4HB9uLZ""]","[""2t7WUuJeko7"", ""7y3sRwLe3Va"", ""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""X7HyMhZNoso"", ""Z6MFQCViBuw"", ""b8cTxDM8gDG"", ""e9zR4mvMWw7"", ""jtcxE69GiFV"", ""q9vSo1VnCiC"", ""x8F5xyUWy9e""]",all26,no_known_time_adjustment,paired,log_time
68,23,0.983201581027668,1.0,"[""2t7WUuJeko7"", ""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""VFuaQ6m2Qom"", ""X7HyMhZNoso"", ""e9zR4mvMWw7"", ""q9vSo1VnCiC"", ""rPc6DW4iMge"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB"", ""zsNo4HB9uLZ""]","[""7y3sRwLe3Va"", ""B6ByNegPMKs"", ""VLzqgDo317F"", ""Z6MFQCViBuw"", ""b8cTxDM8gDG"", ""jh4fc5c5qoQ"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""pa4otMbVnkk"", ""x8F5xyUWy9e"", ""yqstnuAEVhm""]",all26,no_known_time_adjustment,paired,log_time
69,23,0.9664031620553359,0.6673553719008265,"[""2t7WUuJeko7"", ""7y3sRwLe3Va"", ""UwV83HsGsw3"", ""VFuaQ6m2Qom"", ""VLzqgDo317F"", ""jh4fc5c5qoQ"", ""jtcxE69GiFV"", ""q9vSo1VnCiC"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB"", ""zsNo4HB9uLZ""]","[""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""X7HyMhZNoso"", ""Z6MFQCViBuw"", ""b8cTxDM8gDG"", ""e9zR4mvMWw7"", ""pRbA3pwrgk9"", ""pa4otMbVnkk"", ""rPc6DW4iMge"", ""x8F5xyUWy9e"", ""yqstnuAEVhm""]",all26,no_known_time_adjustment,paired,log_time
70,24,0.9660869565217389,1.0,"[""2t7WUuJeko7"", ""7y3sRwLe3Va"", ""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""VLzqgDo317F"", ""X7HyMhZNoso"", ""jtcxE69GiFV"", ""rPc6DW4iMge"", ""wc2JMjhGNzB"", ""yqstnuAEVhm""]","[""VFuaQ6m2Qom"", ""Z6MFQCViBuw"", ""b8cTxDM8gDG"", ""e9zR4mvMWw7"", ""jh4fc5c5qoQ"", ""pRbA3pwrgk9"", ""pa4otMbVnkk"", ""q9vSo1VnCiC"", ""uNb9QFRL6hY"", ""x8F5xyUWy9e"", ""zsNo4HB9uLZ""]",all26,no_known_time_adjustment,paired,log_time
71,24,0.9626086956521739,0.6805555555555555,"[""S9hNv5qa7GM"", ""Z6MFQCViBuw"", ""b8cTxDM8gDG"", ""e9zR4mvMWw7"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""q9vSo1VnCiC"", ""rPc6DW4iMge"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB"", ""yqstnuAEVhm""]","[""2t7WUuJeko7"", ""7y3sRwLe3Va"", ""B6ByNegPMKs"", ""UwV83HsGsw3"", ""VFuaQ6m2Qom"", ""VLzqgDo317F"", ""X7HyMhZNoso"", ""jh4fc5c5qoQ"", ""pa4otMbVnkk"", ""x8F5xyUWy9e"", ""zsNo4HB9uLZ""]",all26,no_known_time_adjustment,paired,log_time
72,24,0.9713043478260868,1.0,"[""7y3sRwLe3Va"", ""VFuaQ6m2Qom"", ""VLzqgDo317F"", ""Z6MFQCViBuw"", ""e9zR4mvMWw7"", ""jh4fc5c5qoQ"", ""pa4otMbVnkk"", ""q9vSo1VnCiC"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB"", ""yqstnuAEVhm""]","[""2t7WUuJeko7"", ""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""X7HyMhZNoso"", ""b8cTxDM8gDG"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""rPc6DW4iMge"", ""x8F5xyUWy9e"", ""zsNo4HB9uLZ""]",all26,no_known_time_adjustment,paired,log_time
73,24,0.9634782608695651,1.0,"[""7y3sRwLe3Va"", ""B6ByNegPMKs"", ""Z6MFQCViBuw"", ""e9zR4mvMWw7"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""pa4otMbVnkk"", ""q9vSo1VnCiC"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB"", ""yqstnuAEVhm""]","[""2t7WUuJeko7"", ""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""VFuaQ6m2Qom"", ""VLzqgDo317F"", ""X7HyMhZNoso"", ""b8cTxDM8gDG"", ""jh4fc5c5qoQ"", ""rPc6DW4iMge"", ""x8F5xyUWy9e"", ""zsNo4HB9uLZ""]",all26,no_known_time_adjustment,paired,log_time
74,24,0.9513043478260867,0.6805555555555555,"[""2t7WUuJeko7"", ""7y3sRwLe3Va"", ""X7HyMhZNoso"", ""b8cTxDM8gDG"", ""e9zR4mvMWw7"", ""jh4fc5c5qoQ"", ""jtcxE69GiFV"", ""q9vSo1VnCiC"", ""uNb9QFRL6hY"", ""yqstnuAEVhm"", ""zsNo4HB9uLZ""]","[""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""VFuaQ6m2Qom"", ""VLzqgDo317F"", ""Z6MFQCViBuw"", ""pRbA3pwrgk9"", ""pa4otMbVnkk"", ""rPc6DW4iMge"", ""wc2JMjhGNzB"", ""x8F5xyUWy9e""]",all26,no_known_time_adjustment,paired,log_time
75,24,0.9773913043478261,1.0,"[""2t7WUuJeko7"", ""7y3sRwLe3Va"", ""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""VFuaQ6m2Qom"", ""VLzqgDo317F"", ""Z6MFQCViBuw"", ""e9zR4mvMWw7"", ""pa4otMbVnkk"", ""rPc6DW4iMge"", ""yqstnuAEVhm""]","[""B6ByNegPMKs"", ""X7HyMhZNoso"", ""b8cTxDM8gDG"", ""jh4fc5c5qoQ"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""q9vSo1VnCiC"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB"", ""x8F5xyUWy9e"", ""zsNo4HB9uLZ""]",all26,no_known_time_adjustment,paired,log_time
76,24,0.9652173913043477,1.0,"[""2t7WUuJeko7"", ""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""X7HyMhZNoso"", ""Z6MFQCViBuw"", ""e9zR4mvMWw7"", ""q9vSo1VnCiC"", ""uNb9QFRL6hY"", ""x8F5xyUWy9e"", ""zsNo4HB9uLZ""]","[""7y3sRwLe3Va"", ""VFuaQ6m2Qom"", ""VLzqgDo317F"", ""b8cTxDM8gDG"", ""jh4fc5c5qoQ"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""pa4otMbVnkk"", ""rPc6DW4iMge"", ""wc2JMjhGNzB"", ""yqstnuAEVhm""]",all26,no_known_time_adjustment,paired,log_time
77,24,0.9695652173913042,1.0,"[""2t7WUuJeko7"", ""7y3sRwLe3Va"", ""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""VLzqgDo317F"", ""X7HyMhZNoso"", ""b8cTxDM8gDG"", ""jh4fc5c5qoQ"", ""pa4otMbVnkk"", ""uNb9QFRL6hY""]","[""VFuaQ6m2Qom"", ""Z6MFQCViBuw"", ""e9zR4mvMWw7"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""q9vSo1VnCiC"", ""rPc6DW4iMge"", ""wc2JMjhGNzB"", ""x8F5xyUWy9e"", ""yqstnuAEVhm"", ""zsNo4HB9uLZ""]",all26,no_known_time_adjustment,paired,log_time
78,24,0.9495652173913043,1.0,"[""2t7WUuJeko7"", ""VLzqgDo317F"", ""X7HyMhZNoso"", ""Z6MFQCViBuw"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""pa4otMbVnkk"", ""q9vSo1VnCiC"", ""wc2JMjhGNzB"", ""x8F5xyUWy9e"", ""zsNo4HB9uLZ""]","[""7y3sRwLe3Va"", ""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""VFuaQ6m2Qom"", ""b8cTxDM8gDG"", ""e9zR4mvMWw7"", ""jh4fc5c5qoQ"", ""rPc6DW4iMge"", ""uNb9QFRL6hY"", ""yqstnuAEVhm""]",all26,no_known_time_adjustment,paired,log_time
79,24,0.9530434782608694,0.6805555555555555,"[""2t7WUuJeko7"", ""7y3sRwLe3Va"", ""VLzqgDo317F"", ""Z6MFQCViBuw"", ""e9zR4mvMWw7"", ""jh4fc5c5qoQ"", ""jtcxE69GiFV"", ""q9vSo1VnCiC"", ""wc2JMjhGNzB"", ""x8F5xyUWy9e"", ""zsNo4HB9uLZ""]","[""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""VFuaQ6m2Qom"", ""X7HyMhZNoso"", ""b8cTxDM8gDG"", ""pRbA3pwrgk9"", ""pa4otMbVnkk"", ""rPc6DW4iMge"", ""uNb9QFRL6hY"", ""yqstnuAEVhm""]",all26,no_known_time_adjustment,paired,log_time
80,24,0.9486956521739129,0.6805555555555555,"[""2t7WUuJeko7"", ""7y3sRwLe3Va"", ""UwV83HsGsw3"", ""VLzqgDo317F"", ""X7HyMhZNoso"", ""e9zR4mvMWw7"", ""jh4fc5c5qoQ"", ""jtcxE69GiFV"", ""q9vSo1VnCiC"", ""yqstnuAEVhm"", ""zsNo4HB9uLZ""]","[""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""VFuaQ6m2Qom"", ""Z6MFQCViBuw"", ""b8cTxDM8gDG"", ""pRbA3pwrgk9"", ""pa4otMbVnkk"", ""rPc6DW4iMge"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB"", ""x8F5xyUWy9e""]",all26,no_known_time_adjustment,paired,log_time
81,22,0.9457933370976851,1.0,"[""7y3sRwLe3Va"", ""UwV83HsGsw3"", ""X7HyMhZNoso"", ""Z6MFQCViBuw"", ""b8cTxDM8gDG"", ""e9zR4mvMWw7"", ""jh4fc5c5qoQ"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB"", ""x8F5xyUWy9e"", ""yqstnuAEVhm""]","[""2t7WUuJeko7"", ""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""VFuaQ6m2Qom"", ""VLzqgDo317F"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""pa4otMbVnkk"", ""q9vSo1VnCiC"", ""rPc6DW4iMge"", ""zsNo4HB9uLZ""]",all26,no_known_time_adjustment,paired,log_time
82,24,0.9582608695652173,1.0,"[""2t7WUuJeko7"", ""7y3sRwLe3Va"", ""B6ByNegPMKs"", ""X7HyMhZNoso"", ""e9zR4mvMWw7"", ""jh4fc5c5qoQ"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""wc2JMjhGNzB"", ""yqstnuAEVhm"", ""zsNo4HB9uLZ""]","[""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""VFuaQ6m2Qom"", ""VLzqgDo317F"", ""Z6MFQCViBuw"", ""b8cTxDM8gDG"", ""pa4otMbVnkk"", ""q9vSo1VnCiC"", ""rPc6DW4iMge"", ""uNb9QFRL6hY"", ""x8F5xyUWy9e""]",all26,no_known_time_adjustment,paired,log_time
83,23,0.9535573122529646,1.0,"[""7y3sRwLe3Va"", ""VFuaQ6m2Qom"", ""VLzqgDo317F"", ""X7HyMhZNoso"", ""b8cTxDM8gDG"", ""jh4fc5c5qoQ"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""x8F5xyUWy9e"", ""yqstnuAEVhm"", ""zsNo4HB9uLZ""]","[""2t7WUuJeko7"", ""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""Z6MFQCViBuw"", ""e9zR4mvMWw7"", ""pa4otMbVnkk"", ""q9vSo1VnCiC"", ""rPc6DW4iMge"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB""]",all26,no_known_time_adjustment,paired,log_time
84,24,0.9704347826086955,1.0,"[""7y3sRwLe3Va"", ""UwV83HsGsw3"", ""VFuaQ6m2Qom"", ""X7HyMhZNoso"", ""Z6MFQCViBuw"", ""e9zR4mvMWw7"", ""jh4fc5c5qoQ"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""rPc6DW4iMge"", ""zsNo4HB9uLZ""]","[""2t7WUuJeko7"", ""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""VLzqgDo317F"", ""b8cTxDM8gDG"", ""pa4otMbVnkk"", ""q9vSo1VnCiC"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB"", ""x8F5xyUWy9e"", ""yqstnuAEVhm""]",all26,no_known_time_adjustment,paired,log_time
85,24,0.9756521739130434,1.0,"[""2t7WUuJeko7"", ""7y3sRwLe3Va"", ""VFuaQ6m2Qom"", ""X7HyMhZNoso"", ""Z6MFQCViBuw"", ""e9zR4mvMWw7"", ""jtcxE69GiFV"", ""q9vSo1VnCiC"", ""rPc6DW4iMge"", ""wc2JMjhGNzB"", ""yqstnuAEVhm""]","[""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""VLzqgDo317F"", ""b8cTxDM8gDG"", ""jh4fc5c5qoQ"", ""pRbA3pwrgk9"", ""pa4otMbVnkk"", ""uNb9QFRL6hY"", ""x8F5xyUWy9e"", ""zsNo4HB9uLZ""]",all26,no_known_time_adjustment,paired,log_time
86,24,0.9269565217391305,0.6805555555555555,"[""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""VFuaQ6m2Qom"", ""VLzqgDo317F"", ""X7HyMhZNoso"", ""b8cTxDM8gDG"", ""e9zR4mvMWw7"", ""jtcxE69GiFV"", ""pa4otMbVnkk"", ""yqstnuAEVhm"", ""zsNo4HB9uLZ""]","[""2t7WUuJeko7"", ""7y3sRwLe3Va"", ""B6ByNegPMKs"", ""Z6MFQCViBuw"", ""jh4fc5c5qoQ"", ""pRbA3pwrgk9"", ""q9vSo1VnCiC"", ""rPc6DW4iMge"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB"", ""x8F5xyUWy9e""]",all26,no_known_time_adjustment,paired,log_time
87,24,0.9539130434782607,1.0,"[""7y3sRwLe3Va"", ""UwV83HsGsw3"", ""X7HyMhZNoso"", ""b8cTxDM8gDG"", ""e9zR4mvMWw7"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""pa4otMbVnkk"", ""wc2JMjhGNzB"", ""x8F5xyUWy9e"", ""zsNo4HB9uLZ""]","[""2t7WUuJeko7"", ""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""VFuaQ6m2Qom"", ""VLzqgDo317F"", ""Z6MFQCViBuw"", ""jh4fc5c5qoQ"", ""q9vSo1VnCiC"", ""rPc6DW4iMge"", ""uNb9QFRL6hY"", ""yqstnuAEVhm""]",all26,no_known_time_adjustment,paired,log_time
88,24,0.9226086956521738,1.0,"[""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""VFuaQ6m2Qom"", ""VLzqgDo317F"", ""X7HyMhZNoso"", ""Z6MFQCViBuw"", ""e9zR4mvMWw7"", ""pa4otMbVnkk"", ""q9vSo1VnCiC"", ""x8F5xyUWy9e"", ""yqstnuAEVhm""]","[""2t7WUuJeko7"", ""7y3sRwLe3Va"", ""B6ByNegPMKs"", ""b8cTxDM8gDG"", ""jh4fc5c5qoQ"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""rPc6DW4iMge"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB"", ""zsNo4HB9uLZ""]",all26,no_known_time_adjustment,paired,log_time
89,24,0.9591304347826086,1.0,"[""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""VFuaQ6m2Qom"", ""X7HyMhZNoso"", ""b8cTxDM8gDG"", ""pa4otMbVnkk"", ""q9vSo1VnCiC"", ""wc2JMjhGNzB"", ""yqstnuAEVhm"", ""zsNo4HB9uLZ""]","[""2t7WUuJeko7"", ""7y3sRwLe3Va"", ""VLzqgDo317F"", ""Z6MFQCViBuw"", ""e9zR4mvMWw7"", ""jh4fc5c5qoQ"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""rPc6DW4iMge"", ""uNb9QFRL6hY"", ""x8F5xyUWy9e""]",all26,no_known_time_adjustment,paired,log_time
90,24,0.9486956521739129,0.6805555555555555,"[""2t7WUuJeko7"", ""7y3sRwLe3Va"", ""B6ByNegPMKs"", ""VFuaQ6m2Qom"", ""X7HyMhZNoso"", ""Z6MFQCViBuw"", ""b8cTxDM8gDG"", ""pa4otMbVnkk"", ""rPc6DW4iMge"", ""uNb9QFRL6hY"", ""zsNo4HB9uLZ""]","[""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""VLzqgDo317F"", ""e9zR4mvMWw7"", ""jh4fc5c5qoQ"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""q9vSo1VnCiC"", ""wc2JMjhGNzB"", ""x8F5xyUWy9e"", ""yqstnuAEVhm""]",all26,no_known_time_adjustment,paired,log_time
91,24,0.9286956521739129,0.6805555555555555,"[""B6ByNegPMKs"", ""UwV83HsGsw3"", ""VLzqgDo317F"", ""X7HyMhZNoso"", ""Z6MFQCViBuw"", ""e9zR4mvMWw7"", ""jh4fc5c5qoQ"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""q9vSo1VnCiC"", ""zsNo4HB9uLZ""]","[""2t7WUuJeko7"", ""7y3sRwLe3Va"", ""S9hNv5qa7GM"", ""VFuaQ6m2Qom"", ""b8cTxDM8gDG"", ""pa4otMbVnkk"", ""rPc6DW4iMge"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB"", ""x8F5xyUWy9e"", ""yqstnuAEVhm""]",all26,no_known_time_adjustment,paired,log_time
92,24,0.9434782608695651,0.6805555555555555,"[""7y3sRwLe3Va"", ""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""VLzqgDo317F"", ""b8cTxDM8gDG"", ""e9zR4mvMWw7"", ""pRbA3pwrgk9"", ""pa4otMbVnkk"", ""q9vSo1VnCiC"", ""rPc6DW4iMge"", ""wc2JMjhGNzB""]","[""2t7WUuJeko7"", ""B6ByNegPMKs"", ""VFuaQ6m2Qom"", ""X7HyMhZNoso"", ""Z6MFQCViBuw"", ""jh4fc5c5qoQ"", ""jtcxE69GiFV"", ""uNb9QFRL6hY"", ""x8F5xyUWy9e"", ""yqstnuAEVhm"", ""zsNo4HB9uLZ""]",all26,no_known_time_adjustment,paired,log_time
93,24,0.9652173913043477,0.6805555555555555,"[""2t7WUuJeko7"", ""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""VLzqgDo317F"", ""Z6MFQCViBuw"", ""jh4fc5c5qoQ"", ""pRbA3pwrgk9"", ""pa4otMbVnkk"", ""q9vSo1VnCiC"", ""uNb9QFRL6hY""]","[""7y3sRwLe3Va"", ""VFuaQ6m2Qom"", ""X7HyMhZNoso"", ""b8cTxDM8gDG"", ""e9zR4mvMWw7"", ""jtcxE69GiFV"", ""rPc6DW4iMge"", ""wc2JMjhGNzB"", ""x8F5xyUWy9e"", ""yqstnuAEVhm"", ""zsNo4HB9uLZ""]",all26,no_known_time_adjustment,paired,log_time
94,24,0.954782608695652,0.6805555555555555,"[""7y3sRwLe3Va"", ""S9hNv5qa7GM"", ""VLzqgDo317F"", ""Z6MFQCViBuw"", ""b8cTxDM8gDG"", ""e9zR4mvMWw7"", ""pRbA3pwrgk9"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB"", ""x8F5xyUWy9e"", ""yqstnuAEVhm""]","[""2t7WUuJeko7"", ""B6ByNegPMKs"", ""UwV83HsGsw3"", ""VFuaQ6m2Qom"", ""X7HyMhZNoso"", ""jh4fc5c5qoQ"", ""jtcxE69GiFV"", ""pa4otMbVnkk"", ""q9vSo1VnCiC"", ""rPc6DW4iMge"", ""zsNo4HB9uLZ""]",all26,no_known_time_adjustment,paired,log_time
95,23,0.9604743083003953,1.0,"[""7y3sRwLe3Va"", ""UwV83HsGsw3"", ""VFuaQ6m2Qom"", ""VLzqgDo317F"", ""X7HyMhZNoso"", ""jh4fc5c5qoQ"", ""pa4otMbVnkk"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB"", ""x8F5xyUWy9e"", ""zsNo4HB9uLZ""]","[""2t7WUuJeko7"", ""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""Z6MFQCViBuw"", ""b8cTxDM8gDG"", ""e9zR4mvMWw7"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""q9vSo1VnCiC"", ""rPc6DW4iMge"", ""yqstnuAEVhm""]",all26,no_known_time_adjustment,paired,log_time
96,24,0.9521739130434782,0.6805555555555555,"[""VFuaQ6m2Qom"", ""Z6MFQCViBuw"", ""b8cTxDM8gDG"", ""e9zR4mvMWw7"", ""jh4fc5c5qoQ"", ""jtcxE69GiFV"", ""pRbA3pwrgk9"", ""pa4otMbVnkk"", ""rPc6DW4iMge"", ""uNb9QFRL6hY"", ""zsNo4HB9uLZ""]","[""2t7WUuJeko7"", ""7y3sRwLe3Va"", ""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""UwV83HsGsw3"", ""VLzqgDo317F"", ""X7HyMhZNoso"", ""q9vSo1VnCiC"", ""wc2JMjhGNzB"", ""x8F5xyUWy9e"", ""yqstnuAEVhm""]",all26,no_known_time_adjustment,paired,log_time
97,23,0.9535573122529646,0.6673553719008265,"[""2t7WUuJeko7"", ""7y3sRwLe3Va"", ""B6ByNegPMKs"", ""S9hNv5qa7GM"", ""VFuaQ6m2Qom"", ""VLzqgDo317F"", ""jh4fc5c5qoQ"", ""pRbA3pwrgk9"", ""rPc6DW4iMge"", ""x8F5xyUWy9e"", ""zsNo4HB9uLZ""]","[""UwV83HsGsw3"", ""X7HyMhZNoso"", ""Z6MFQCViBuw"", ""b8cTxDM8gDG"", ""e9zR4mvMWw7"", ""jtcxE69GiFV"", ""pa4otMbVnkk"", ""q9vSo1VnCiC"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB"", ""yqstnuAEVhm""]",all26,no_known_time_adjustment,paired,log_time
98,24,0.9052173913043478,1.0,"[""2t7WUuJeko7"", ""7y3sRwLe3Va"", ""B6ByNegPMKs"", ""UwV83HsGsw3"", ""VFuaQ6m2Qom"", ""b8cTxDM8gDG"", ""e9zR4mvMWw7"", ""pRbA3pwrgk9"", ""q9vSo1VnCiC"", ""yqstnuAEVhm"", ""zsNo4HB9uLZ""]","[""S9hNv5qa7GM"", ""VLzqgDo317F"", ""X7HyMhZNoso"", ""Z6MFQCViBuw"", ""jh4fc5c5qoQ"", ""jtcxE69GiFV"", ""pa4otMbVnkk"", ""rPc6DW4iMge"", ""uNb9QFRL6hY"", ""wc2JMjhGNzB"", ""x8F5xyUWy9e""]",all26,no_known_time_adjustment,paired,log_time
