cohort,model,groups,role,support,attempts,available,both_at_least_2,jaccard_median,adjusted_jaccard_median
all26,QT,9,quality_high,primary_6rows_3buildings,100,100,0,1.0,1.0
all26,QT,9,quality_low,diagnostic_3rows_2buildings,100,100,0,0.5,0.47826086956521735
all26,QT,9,quality_low,primary_6rows_3buildings,100,100,0,1.0,1.0
all26,QT,9,time_high,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QT,9,time_high,primary_6rows_3buildings,100,100,0,1.0,1.0
all26,QT,9,time_low,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QT,9,time_low,primary_6rows_3buildings,100,100,0,1.0,1.0
all26,QT,10,quality_high,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QT,10,quality_high,primary_6rows_3buildings,100,100,0,1.0,1.0
all26,QT,10,quality_low,diagnostic_3rows_2buildings,100,100,0,0.5,0.47826086956521735
all26,QT,10,quality_low,primary_6rows_3buildings,100,100,0,1.0,1.0
all26,QT,10,time_high,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QT,10,time_high,primary_6rows_3buildings,100,100,0,1.0,1.0
all26,QT,10,time_low,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QT,10,time_low,primary_6rows_3buildings,100,100,0,1.0,1.0
all26,QT,11,quality_high,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QT,11,quality_high,primary_6rows_3buildings,100,100,0,1.0,1.0
all26,QT,11,quality_low,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QT,11,quality_low,primary_6rows_3buildings,100,100,0,1.0,1.0
all26,QT,11,time_high,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QT,11,time_high,primary_6rows_3buildings,100,100,0,1.0,1.0
all26,QT,11,time_low,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QT,11,time_low,primary_6rows_3buildings,100,100,0,1.0,1.0
all26,QT,12,quality_high,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QT,12,quality_high,primary_6rows_3buildings,100,100,0,1.0,1.0
all26,QT,12,quality_low,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QT,12,quality_low,primary_6rows_3buildings,100,100,0,1.0,1.0
all26,QT,12,time_high,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QT,12,time_high,primary_6rows_3buildings,100,100,0,1.0,1.0
all26,QT,12,time_low,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QT,12,time_low,primary_6rows_3buildings,100,100,0,1.0,1.0
all26,QTB,2,benefit_high,diagnostic_3rows_2buildings,100,100,100,1.0,1.0
all26,QTB,2,benefit_high,primary_6rows_3buildings,100,90,90,1.0,1.0
all26,QTB,2,benefit_low,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QTB,2,benefit_low,primary_6rows_3buildings,100,90,1,1.0,1.0
all26,QTB,2,edit_high,diagnostic_3rows_2buildings,100,100,85,1.0,1.0
all26,QTB,2,edit_high,primary_6rows_3buildings,100,90,78,0.725,0.0
all26,QTB,2,edit_low,diagnostic_3rows_2buildings,100,100,1,1.0,1.0
all26,QTB,2,edit_low,primary_6rows_3buildings,100,90,2,0.0,0.0
all26,QTB,2,quality_high,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QTB,2,quality_high,primary_6rows_3buildings,100,90,1,1.0,1.0
all26,QTB,2,quality_low,diagnostic_3rows_2buildings,100,100,100,1.0,1.0
all26,QTB,2,quality_low,primary_6rows_3buildings,100,90,90,1.0,1.0
all26,QTB,2,time_high,diagnostic_3rows_2buildings,100,100,100,1.0,1.0
all26,QTB,2,time_high,primary_6rows_3buildings,100,90,89,1.0,1.0
all26,QTB,2,time_low,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QTB,2,time_low,primary_6rows_3buildings,100,90,1,1.0,1.0
all26,QTB,3,benefit_high,diagnostic_3rows_2buildings,100,100,100,0.6339712918660287,0.37857909595649025
all26,QTB,3,benefit_high,primary_6rows_3buildings,100,90,88,0.5555555555555556,0.28601925360599134
all26,QTB,3,benefit_low,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QTB,3,benefit_low,primary_6rows_3buildings,100,90,0,1.0,1.0
all26,QTB,3,edit_high,diagnostic_3rows_2buildings,100,100,95,0.65,0.3522429104605776
all26,QTB,3,edit_high,primary_6rows_3buildings,100,90,86,0.542483660130719,0.2739303555293696
all26,QTB,3,edit_low,diagnostic_3rows_2buildings,100,100,28,0.0,-0.043478260869565216
all26,QTB,3,edit_low,primary_6rows_3buildings,100,90,38,0.0,-0.042181153975979706
all26,QTB,3,quality_high,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QTB,3,quality_high,primary_6rows_3buildings,100,90,0,1.0,1.0
all26,QTB,3,quality_low,diagnostic_3rows_2buildings,100,100,100,0.36363636363636365,0.21184730662575965
all26,QTB,3,quality_low,primary_6rows_3buildings,100,90,87,0.2727272727272727,0.011347328392037824
all26,QTB,3,time_high,diagnostic_3rows_2buildings,100,100,100,0.6754385964912281,0.46255913396852055
all26,QTB,3,time_high,primary_6rows_3buildings,100,90,87,0.6111111111111112,0.35384615384615387
all26,QTB,3,time_low,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QTB,3,time_low,primary_6rows_3buildings,100,90,0,1.0,1.0
all26,QTB,4,benefit_high,diagnostic_3rows_2buildings,100,100,99,0.5384615384615384,0.39268275799869906
all26,QTB,4,benefit_high,primary_6rows_3buildings,100,89,84,0.45454545454545453,0.3159785915700193
all26,QTB,4,benefit_low,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QTB,4,benefit_low,primary_6rows_3buildings,100,89,0,1.0,1.0
all26,QTB,4,edit_high,diagnostic_3rows_2buildings,100,100,100,0.3798076923076923,0.22107452338383815
all26,QTB,4,edit_high,primary_6rows_3buildings,100,89,85,0.3333333333333333,0.1744403904940341
all26,QTB,4,edit_low,diagnostic_3rows_2buildings,100,100,65,0.1,-0.006837744122314601
all26,QTB,4,edit_low,primary_6rows_3buildings,100,89,57,0.2727272727272727,0.19614332997553602
all26,QTB,4,quality_high,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QTB,4,quality_high,primary_6rows_3buildings,100,89,0,1.0,1.0
all26,QTB,4,quality_low,diagnostic_3rows_2buildings,100,100,98,0.2264957264957265,0.09696257254856744
all26,QTB,4,quality_low,primary_6rows_3buildings,100,89,77,0.16666666666666666,0.0
all26,QTB,4,time_high,diagnostic_3rows_2buildings,100,100,100,0.5833333333333334,0.4571050354625074
all26,QTB,4,time_high,primary_6rows_3buildings,100,89,82,0.5454545454545454,0.4142695056662228
all26,QTB,4,time_low,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QTB,4,time_low,primary_6rows_3buildings,100,89,0,1.0,1.0
all26,QTB,5,benefit_high,diagnostic_3rows_2buildings,100,100,99,0.6306818181818181,0.5559051302105394
all26,QTB,5,benefit_high,primary_6rows_3buildings,100,88,79,0.6125,0.532478625998983
all26,QTB,5,benefit_low,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QTB,5,benefit_low,primary_6rows_3buildings,100,88,0,1.0,1.0
all26,QTB,5,edit_high,diagnostic_3rows_2buildings,100,100,99,0.5555555555555556,0.4693267070678179
all26,QTB,5,edit_high,primary_6rows_3buildings,100,88,84,0.5,0.4259503828659074
all26,QTB,5,edit_low,diagnostic_3rows_2buildings,100,100,85,0.6,0.5582049216537173
all26,QTB,5,edit_low,primary_6rows_3buildings,100,88,61,0.6,0.5536847916091636
all26,QTB,5,quality_high,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QTB,5,quality_high,primary_6rows_3buildings,100,88,0,1.0,1.0
all26,QTB,5,quality_low,diagnostic_3rows_2buildings,100,100,91,0.09090909090909091,-0.04374148141738027
all26,QTB,5,quality_low,primary_6rows_3buildings,100,88,73,0.0,-0.07757228654902315
all26,QTB,5,time_high,diagnostic_3rows_2buildings,100,100,100,0.6363636363636364,0.5559051302105394
all26,QTB,5,time_high,primary_6rows_3buildings,100,88,76,0.625,0.5518560720204913
all26,QTB,5,time_low,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QTB,5,time_low,primary_6rows_3buildings,100,88,0,1.0,1.0
all26,QTB,6,benefit_high,diagnostic_3rows_2buildings,100,100,89,0.5634920634920635,0.4778243977626499
all26,QTB,6,benefit_high,primary_6rows_3buildings,100,88,65,0.5,0.40386654109593867
all26,QTB,6,benefit_low,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QTB,6,benefit_low,primary_6rows_3buildings,100,88,0,1.0,1.0
all26,QTB,6,edit_high,diagnostic_3rows_2buildings,100,100,98,0.3484848484848485,0.2625267574480701
all26,QTB,6,edit_high,primary_6rows_3buildings,100,88,80,0.125,0.008412252957200567
all26,QTB,6,edit_low,diagnostic_3rows_2buildings,100,100,73,0.5,0.46303501945525294
all26,QTB,6,edit_low,primary_6rows_3buildings,100,88,45,0.5,0.4591636879017809
all26,QTB,6,quality_high,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QTB,6,quality_high,primary_6rows_3buildings,100,88,0,1.0,1.0
all26,QTB,6,quality_low,diagnostic_3rows_2buildings,100,100,82,0.2111111111111111,0.12973451185515622
all26,QTB,6,quality_low,primary_6rows_3buildings,100,88,49,0.2,0.1342122805718095
all26,QTB,6,time_high,diagnostic_3rows_2buildings,100,100,76,0.5714285714285714,0.5028549038260974
all26,QTB,6,time_high,primary_6rows_3buildings,100,88,52,0.5,0.45226163056456337
all26,QTB,6,time_low,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QTB,6,time_low,primary_6rows_3buildings,100,88,0,1.0,1.0
all26,QTB,7,benefit_high,diagnostic_3rows_2buildings,100,100,82,0.5,0.4117741702151313
all26,QTB,7,benefit_high,primary_6rows_3buildings,100,88,59,0.3333333333333333,0.24606716798209466
all26,QTB,7,benefit_low,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QTB,7,benefit_low,primary_6rows_3buildings,100,87,0,1.0,1.0
all26,QTB,7,edit_high,diagnostic_3rows_2buildings,100,100,98,0.125,0.028048374135126123
all26,QTB,7,edit_high,primary_6rows_3buildings,100,88,75,0.0,-0.07751277683134583
all26,QTB,7,edit_low,diagnostic_3rows_2buildings,100,100,13,0.5,0.47826086956521735
all26,QTB,7,edit_low,primary_6rows_3buildings,100,88,10,0.5,0.47559523809523807
all26,QTB,7,quality_high,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QTB,7,quality_high,primary_6rows_3buildings,100,87,0,1.0,1.0
all26,QTB,7,quality_low,diagnostic_3rows_2buildings,100,100,67,0.25,0.1984511132623427
all26,QTB,7,quality_low,primary_6rows_3buildings,100,88,36,0.25,0.19310296936952637
all26,QTB,7,time_high,diagnostic_3rows_2buildings,100,100,50,0.25,0.21739130434782608
all26,QTB,7,time_high,primary_6rows_3buildings,100,88,36,0.3333333333333333,0.27777777777777773
all26,QTB,7,time_low,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QTB,7,time_low,primary_6rows_3buildings,100,88,1,1.0,1.0
all26,QTB,8,benefit_high,diagnostic_3rows_2buildings,100,100,70,0.31666666666666665,0.24060508696522856
all26,QTB,8,benefit_high,primary_6rows_3buildings,100,86,49,0.2857142857142857,0.19765326048051488
all26,QTB,8,benefit_low,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QTB,8,benefit_low,primary_6rows_3buildings,100,84,0,1.0,1.0
all26,QTB,8,edit_high,diagnostic_3rows_2buildings,100,100,92,0.14285714285714285,0.04584025501728548
all26,QTB,8,edit_high,primary_6rows_3buildings,100,86,64,0.0,0.0
all26,QTB,8,edit_low,diagnostic_3rows_2buildings,100,100,4,1.0,1.0
all26,QTB,8,edit_low,primary_6rows_3buildings,100,86,3,0.5,0.4772727272727273
all26,QTB,8,quality_high,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QTB,8,quality_high,primary_6rows_3buildings,100,83,0,1.0,1.0
all26,QTB,8,quality_low,diagnostic_3rows_2buildings,100,100,52,0.25,0.21198070284131143
all26,QTB,8,quality_low,primary_6rows_3buildings,100,86,21,0.25,0.20416666666666666
all26,QTB,8,time_high,diagnostic_3rows_2buildings,100,100,15,0.25,0.21739130434782608
all26,QTB,8,time_high,primary_6rows_3buildings,100,86,9,0.30952380952380953,0.24950835791543752
all26,QTB,8,time_low,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QTB,8,time_low,primary_6rows_3buildings,100,86,1,1.0,1.0
all26,QTB,9,benefit_high,diagnostic_3rows_2buildings,100,100,54,0.0,-0.043478260869565216
all26,QTB,9,benefit_high,primary_6rows_3buildings,100,86,41,0.0,0.0
all26,QTB,9,benefit_low,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QTB,9,benefit_low,primary_6rows_3buildings,100,84,0,1.0,1.0
all26,QTB,9,edit_high,diagnostic_3rows_2buildings,100,100,78,0.13392857142857142,0.036944314576205804
all26,QTB,9,edit_high,primary_6rows_3buildings,100,86,46,0.0,0.0
all26,QTB,9,edit_low,diagnostic_3rows_2buildings,100,100,1,1.0,1.0
all26,QTB,9,edit_low,primary_6rows_3buildings,100,86,1,1.0,1.0
all26,QTB,9,quality_high,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QTB,9,quality_high,primary_6rows_3buildings,100,82,0,1.0,1.0
all26,QTB,9,quality_low,diagnostic_3rows_2buildings,100,100,22,0.0,-0.043478260869565216
all26,QTB,9,quality_low,primary_6rows_3buildings,100,86,6,0.3333333333333333,0.303030303030303
all26,QTB,9,time_high,diagnostic_3rows_2buildings,100,100,4,0.5,0.47826086956521735
all26,QTB,9,time_high,primary_6rows_3buildings,100,86,2,0.5,0.4772727272727273
all26,QTB,9,time_low,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QTB,9,time_low,primary_6rows_3buildings,100,86,1,1.0,1.0
all26,QTB,10,benefit_high,diagnostic_3rows_2buildings,100,100,52,0.0,-0.043478260869565216
all26,QTB,10,benefit_high,primary_6rows_3buildings,100,81,39,0.2,0.12865928659286593
all26,QTB,10,benefit_low,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QTB,10,benefit_low,primary_6rows_3buildings,100,81,0,1.0,1.0
all26,QTB,10,edit_high,diagnostic_3rows_2buildings,100,100,62,0.13392857142857142,0.030078846038393593
all26,QTB,10,edit_high,primary_6rows_3buildings,100,81,33,0.0,0.0
all26,QTB,10,edit_low,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QTB,10,edit_low,primary_6rows_3buildings,100,81,0,1.0,1.0
all26,QTB,10,quality_high,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QTB,10,quality_high,primary_6rows_3buildings,100,78,0,1.0,1.0
all26,QTB,10,quality_low,diagnostic_3rows_2buildings,100,100,11,0.0,-0.043478260869565216
all26,QTB,10,quality_low,primary_6rows_3buildings,100,81,2,0.3333333333333333,0.303030303030303
all26,QTB,10,time_high,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QTB,10,time_high,primary_6rows_3buildings,100,81,0,1.0,1.0
all26,QTB,10,time_low,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QTB,10,time_low,primary_6rows_3buildings,100,81,0,1.0,1.0
all26,QTB,11,benefit_high,diagnostic_3rows_2buildings,100,100,55,0.2,0.15138039651658328
all26,QTB,11,benefit_high,primary_6rows_3buildings,100,79,42,0.2,0.16190476190476188
all26,QTB,11,benefit_low,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QTB,11,benefit_low,primary_6rows_3buildings,100,78,0,1.0,1.0
all26,QTB,11,edit_high,diagnostic_3rows_2buildings,100,100,44,0.2,0.15303671121637624
all26,QTB,11,edit_high,primary_6rows_3buildings,100,79,22,0.0,0.0
all26,QTB,11,edit_low,diagnostic_3rows_2buildings,100,99,0,1.0,1.0
all26,QTB,11,edit_low,primary_6rows_3buildings,100,79,0,1.0,1.0
all26,QTB,11,quality_high,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QTB,11,quality_high,primary_6rows_3buildings,100,76,0,1.0,1.0
all26,QTB,11,quality_low,diagnostic_3rows_2buildings,100,100,4,0.0,-0.043478260869565216
all26,QTB,11,quality_low,primary_6rows_3buildings,100,79,1,0.5,0.4736842105263158
all26,QTB,11,time_high,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QTB,11,time_high,primary_6rows_3buildings,100,79,0,1.0,1.0
all26,QTB,11,time_low,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QTB,11,time_low,primary_6rows_3buildings,100,79,0,1.0,1.0
all26,QTB,12,benefit_high,diagnostic_3rows_2buildings,100,100,55,0.2,0.16521739130434782
all26,QTB,12,benefit_high,primary_6rows_3buildings,100,78,42,0.25,0.18312101910828027
all26,QTB,12,benefit_low,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QTB,12,benefit_low,primary_6rows_3buildings,100,77,0,1.0,1.0
all26,QTB,12,edit_high,diagnostic_3rows_2buildings,100,100,28,0.2,0.16521739130434782
all26,QTB,12,edit_high,primary_6rows_3buildings,100,78,16,0.0,0.0
all26,QTB,12,edit_low,diagnostic_3rows_2buildings,100,99,0,1.0,1.0
all26,QTB,12,edit_low,primary_6rows_3buildings,100,78,0,1.0,1.0
all26,QTB,12,quality_high,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QTB,12,quality_high,primary_6rows_3buildings,100,75,0,1.0,1.0
all26,QTB,12,quality_low,diagnostic_3rows_2buildings,100,100,1,0.3333333333333333,0.2985739750445633
all26,QTB,12,quality_low,primary_6rows_3buildings,100,78,0,0.5,0.47619047619047616
all26,QTB,12,time_high,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QTB,12,time_high,primary_6rows_3buildings,100,78,0,1.0,1.0
all26,QTB,12,time_low,diagnostic_3rows_2buildings,100,100,0,1.0,1.0
all26,QTB,12,time_low,primary_6rows_3buildings,100,78,0,1.0,1.0
all26,QTS,2,quality_high,diagnostic_3rows_2buildings,100,69,0,1.0,1.0
all26,QTS,2,quality_high,primary_6rows_3buildings,100,0,0,,
all26,QTS,2,quality_low,diagnostic_3rows_2buildings,100,69,69,1.0,1.0
all26,QTS,2,quality_low,primary_6rows_3buildings,100,0,0,,
all26,QTS,2,scope_accept_high,diagnostic_3rows_2buildings,100,69,67,1.0,1.0
all26,QTS,2,scope_accept_high,primary_6rows_3buildings,100,0,0,,
all26,QTS,2,scope_accept_low,diagnostic_3rows_2buildings,100,69,0,1.0,1.0
all26,QTS,2,scope_accept_low,primary_6rows_3buildings,100,0,0,,
all26,QTS,2,scope_reject_high,diagnostic_3rows_2buildings,100,64,54,1.0,1.0
all26,QTS,2,scope_reject_high,primary_6rows_3buildings,100,0,0,,
all26,QTS,2,scope_reject_low,diagnostic_3rows_2buildings,100,64,0,1.0,1.0
all26,QTS,2,scope_reject_low,primary_6rows_3buildings,100,0,0,,
all26,QTS,2,time_high,diagnostic_3rows_2buildings,100,69,69,1.0,1.0
all26,QTS,2,time_high,primary_6rows_3buildings,100,0,0,,
all26,QTS,2,time_low,diagnostic_3rows_2buildings,100,69,0,1.0,1.0
all26,QTS,2,time_low,primary_6rows_3buildings,100,0,0,,
all26,QTS,3,quality_high,diagnostic_3rows_2buildings,100,69,0,1.0,1.0
all26,QTS,3,quality_high,primary_6rows_3buildings,100,0,0,,
all26,QTS,3,quality_low,diagnostic_3rows_2buildings,100,69,69,0.6428571428571429,0.48305232092587924
all26,QTS,3,quality_low,primary_6rows_3buildings,100,0,0,,
all26,QTS,3,scope_accept_high,diagnostic_3rows_2buildings,100,68,67,0.2608695652173913,-0.27600357458252295
all26,QTS,3,scope_accept_high,primary_6rows_3buildings,100,0,0,,
all26,QTS,3,scope_accept_low,diagnostic_3rows_2buildings,100,64,0,1.0,1.0
all26,QTS,3,scope_accept_low,primary_6rows_3buildings,100,0,0,,
all26,QTS,3,scope_reject_high,diagnostic_3rows_2buildings,100,68,65,0.6428571428571429,0.48258342343175425
all26,QTS,3,scope_reject_high,primary_6rows_3buildings,100,0,0,,
all26,QTS,3,scope_reject_low,diagnostic_3rows_2buildings,100,64,0,0.0,-0.043478260869565216
all26,QTS,3,scope_reject_low,primary_6rows_3buildings,100,0,0,,
all26,QTS,3,time_high,diagnostic_3rows_2buildings,100,69,69,0.6428571428571429,0.48855042930843084
all26,QTS,3,time_high,primary_6rows_3buildings,100,0,0,,
all26,QTS,3,time_low,diagnostic_3rows_2buildings,100,69,0,1.0,1.0
all26,QTS,3,time_low,primary_6rows_3buildings,100,0,0,,
all26,QTS,4,quality_high,diagnostic_3rows_2buildings,100,69,0,1.0,1.0
all26,QTS,4,quality_high,primary_6rows_3buildings,100,0,0,,
all26,QTS,4,quality_low,diagnostic_3rows_2buildings,100,69,68,0.11764705882352941,-0.010670688774963409
all26,QTS,4,quality_low,primary_6rows_3buildings,100,0,0,,
all26,QTS,4,scope_accept_high,diagnostic_3rows_2buildings,100,68,68,0.21428571428571427,0.05269519429995461
all26,QTS,4,scope_accept_high,primary_6rows_3buildings,100,0,0,,
all26,QTS,4,scope_accept_low,diagnostic_3rows_2buildings,100,47,0,0.0,-0.043478260869565216
all26,QTS,4,scope_accept_low,primary_6rows_3buildings,100,0,0,,
all26,QTS,4,scope_reject_high,diagnostic_3rows_2buildings,100,69,63,0.3333333333333333,0.2512401419226824
all26,QTS,4,scope_reject_high,primary_6rows_3buildings,100,0,0,,
all26,QTS,4,scope_reject_low,diagnostic_3rows_2buildings,100,56,9,0.0,-0.043478260869565216
all26,QTS,4,scope_reject_low,primary_6rows_3buildings,100,0,0,,
all26,QTS,4,time_high,diagnostic_3rows_2buildings,100,69,68,0.42857142857142855,0.2837466802676457
all26,QTS,4,time_high,primary_6rows_3buildings,100,0,0,,
all26,QTS,4,time_low,diagnostic_3rows_2buildings,100,69,0,1.0,1.0
all26,QTS,4,time_low,primary_6rows_3buildings,100,0,0,,
all26,QTS,5,quality_high,diagnostic_3rows_2buildings,100,69,0,1.0,1.0
all26,QTS,5,quality_high,primary_6rows_3buildings,100,0,0,,
all26,QTS,5,quality_low,diagnostic_3rows_2buildings,100,69,67,0.06666666666666667,-0.07260976774439523
all26,QTS,5,quality_low,primary_6rows_3buildings,100,0,0,,
all26,QTS,5,scope_accept_high,diagnostic_3rows_2buildings,100,69,63,0.3333333333333333,0.22726954574088332
all26,QTS,5,scope_accept_high,primary_6rows_3buildings,100,0,0,,
all26,QTS,5,scope_accept_low,diagnostic_3rows_2buildings,100,44,0,0.0,-0.043478260869565216
all26,QTS,5,scope_accept_low,primary_6rows_3buildings,100,0,0,,
all26,QTS,5,scope_reject_high,diagnostic_3rows_2buildings,100,69,44,0.3333333333333333,0.3001168008852278
all26,QTS,5,scope_reject_high,primary_6rows_3buildings,100,0,0,,
all26,QTS,5,scope_reject_low,diagnostic_3rows_2buildings,100,50,17,0.0,-0.043478260869565216
all26,QTS,5,scope_reject_low,primary_6rows_3buildings,100,0,0,,
all26,QTS,5,time_high,diagnostic_3rows_2buildings,100,69,67,0.3333333333333333,0.2114618517440432
all26,QTS,5,time_high,primary_6rows_3buildings,100,0,0,,
all26,QTS,5,time_low,diagnostic_3rows_2buildings,100,69,0,1.0,1.0
all26,QTS,5,time_low,primary_6rows_3buildings,100,0,0,,
all26,QTS,6,quality_high,diagnostic_3rows_2buildings,100,69,0,1.0,1.0
all26,QTS,6,quality_high,primary_6rows_3buildings,100,0,0,,
all26,QTS,6,quality_low,diagnostic_3rows_2buildings,100,69,64,0.14285714285714285,0.0532962606865369
all26,QTS,6,quality_low,primary_6rows_3buildings,100,0,0,,
all26,QTS,6,scope_accept_high,diagnostic_3rows_2buildings,100,67,65,0.2857142857142857,0.22726954574088332
all26,QTS,6,scope_accept_high,primary_6rows_3buildings,100,0,0,,
all26,QTS,6,scope_accept_low,diagnostic_3rows_2buildings,100,19,0,0.0,-0.043478260869565216
all26,QTS,6,scope_accept_low,primary_6rows_3buildings,100,0,0,,
all26,QTS,6,scope_reject_high,diagnostic_3rows_2buildings,100,68,22,0.3333333333333333,0.3043478260869565
all26,QTS,6,scope_reject_high,primary_6rows_3buildings,100,0,0,,
all26,QTS,6,scope_reject_low,diagnostic_3rows_2buildings,100,36,21,0.0,-0.043478260869565216
all26,QTS,6,scope_reject_low,primary_6rows_3buildings,100,0,0,,
all26,QTS,6,time_high,diagnostic_3rows_2buildings,100,69,66,0.25,0.18752725686873092
all26,QTS,6,time_high,primary_6rows_3buildings,100,0,0,,
all26,QTS,6,time_low,diagnostic_3rows_2buildings,100,69,0,1.0,1.0
all26,QTS,6,time_low,primary_6rows_3buildings,100,0,0,,
all26,QTS,7,quality_high,diagnostic_3rows_2buildings,100,69,0,1.0,1.0
all26,QTS,7,quality_high,primary_6rows_3buildings,100,0,0,,
all26,QTS,7,quality_low,diagnostic_3rows_2buildings,100,69,54,0.14285714285714285,0.1021470396877033
all26,QTS,7,quality_low,primary_6rows_3buildings,100,0,0,,
all26,QTS,7,scope_accept_high,diagnostic_3rows_2buildings,100,64,60,0.2857142857142857,0.19566787469049188
all26,QTS,7,scope_accept_high,primary_6rows_3buildings,100,0,0,,
all26,QTS,7,scope_accept_low,diagnostic_3rows_2buildings,100,8,0,0.0,-0.043478260869565216
all26,QTS,7,scope_accept_low,primary_6rows_3buildings,100,0,0,,
all26,QTS,7,scope_reject_high,diagnostic_3rows_2buildings,100,68,3,0.5,0.47826086956521735
all26,QTS,7,scope_reject_high,primary_6rows_3buildings,100,0,0,,
all26,QTS,7,scope_reject_low,diagnostic_3rows_2buildings,100,28,19,0.0,-0.043478260869565216
all26,QTS,7,scope_reject_low,primary_6rows_3buildings,100,0,0,,
all26,QTS,7,time_high,diagnostic_3rows_2buildings,100,69,57,0.3333333333333333,0.3043478260869565
all26,QTS,7,time_high,primary_6rows_3buildings,100,0,0,,
all26,QTS,7,time_low,diagnostic_3rows_2buildings,100,69,0,1.0,1.0
all26,QTS,7,time_low,primary_6rows_3buildings,100,0,0,,
all26,QTS,8,quality_high,diagnostic_3rows_2buildings,100,69,0,1.0,1.0
all26,QTS,8,quality_high,primary_6rows_3buildings,100,0,0,,
all26,QTS,8,quality_low,diagnostic_3rows_2buildings,100,69,20,0.3333333333333333,0.293213828425096
all26,QTS,8,quality_low,primary_6rows_3buildings,100,0,0,,
all26,QTS,8,scope_accept_high,diagnostic_3rows_2buildings,100,55,54,0.2857142857142857,0.1953611731097973
all26,QTS,8,scope_accept_high,primary_6rows_3buildings,100,0,0,,
all26,QTS,8,scope_accept_low,diagnostic_3rows_2buildings,100,1,0,0.0,-0.043478260869565216
all26,QTS,8,scope_accept_low,primary_6rows_3buildings,100,0,0,,
all26,QTS,8,scope_reject_high,diagnostic_3rows_2buildings,100,68,0,1.0,1.0
all26,QTS,8,scope_reject_high,primary_6rows_3buildings,100,0,0,,
all26,QTS,8,scope_reject_low,diagnostic_3rows_2buildings,100,21,5,0.3333333333333333,0.293213828425096
all26,QTS,8,scope_reject_low,primary_6rows_3buildings,100,0,0,,
all26,QTS,8,time_high,diagnostic_3rows_2buildings,100,69,41,0.5,0.47826086956521735
all26,QTS,8,time_high,primary_6rows_3buildings,100,0,0,,
all26,QTS,8,time_low,diagnostic_3rows_2buildings,100,69,0,1.0,1.0
all26,QTS,8,time_low,primary_6rows_3buildings,100,0,0,,
all26,QTS,9,quality_high,diagnostic_3rows_2buildings,100,69,0,1.0,1.0
all26,QTS,9,quality_high,primary_6rows_3buildings,100,0,0,,
