stage,condition,base_task_id,building_id,observed_worker_count,available_record_count,geometry_computable_worker_count,geometry_missing_worker_count,topology_counts_json,topology_mode_count,topology_shannon_entropy,topology_gini_simpson,largest_topology_share,different_topology_pair_share,same_topology_pair_count,same_topology_cyclic_rmse_median,same_topology_cyclic_rmse_q25,same_topology_cyclic_rmse_q75,geometry_uncertainty_class,measurement_lane
C1,manual,yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,yqstnuAEVhm,6,6,6,0,"{""16"": 3, ""8"": 3}",2,0.6931471805599453,0.5,0.5,0.6,6,0.0028458619122717294,0.0021386028580621485,0.09563294850990413,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C1,manual,yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,yqstnuAEVhm,5,5,5,0,"{""10"": 1, ""12"": 2, ""8"": 2}",3,1.0549201679861442,0.6399999999999999,0.4,0.8,2,0.07359476499036138,0.03826132401947449,0.10892820596124826,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C1,manual,yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,6,6,6,0,"{""12"": 2, ""14"": 1, ""18"": 1, ""20"": 1, ""28"": 1}",5,1.5607104090414063,0.7777777777777777,0.3333333333333333,0.9333333333333333,1,0.0,0.0,0.0,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C1,manual,yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,yqstnuAEVhm,5,5,5,0,"{""12"": 2, ""8"": 3}",2,0.6730116670092565,0.48,0.6,0.6,4,0.12528423524042026,0.09493879935717468,0.13777649710333628,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C1,manual,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,23,23,23,0,"{""10"": 5, ""12"": 13, ""8"": 5}",3,0.985984617175194,0.5860113421550095,0.5652173913043478,0.6126482213438735,98,0.09778355244450868,0.05224774619380703,0.15589339502337707,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C1,manual,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,yqstnuAEVhm,5,5,5,0,"{""12"": 2, ""16"": 3}",2,0.6730116670092565,0.48,0.6,0.6,4,0.11593407520216994,0.08856054972048369,0.11622970447675243,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C1,manual,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,yqstnuAEVhm,5,5,5,0,"{""24"": 3, ""26"": 1, ""28"": 1}",3,0.9502705392332347,0.5599999999999999,0.6,0.7,3,0.16677202863106144,0.08338601431553072,0.16677202863106144,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C1,semi,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,4,4,4,0,"{""16"": 4}",1,-0.0,0.0,1.0,0.0,6,0.0,0.0,0.0,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C1,semi,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,4,4,4,0,"{""14"": 1, ""16"": 2, ""20"": 1}",3,1.0397207708399179,0.625,0.5,0.8333333333333334,1,0.0,0.0,0.0,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C1,semi,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,4,4,4,0,"{""8"": 4}",1,-0.0,0.0,1.0,0.0,6,0.005849979528979064,0.0012116006360798402,0.010488358421878287,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C1,semi,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,4,4,4,0,"{""10"": 1, ""8"": 3}",2,0.5623351446188083,0.375,0.75,0.5,3,0.010616730097067971,0.009403753198162067,0.011041572758415576,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C1,semi,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,4,4,4,0,"{""12"": 1, ""8"": 3}",2,0.5623351446188083,0.375,0.75,0.5,3,0.06389479477201196,0.03652536388240532,0.06402195530886484,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C1,semi,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,4,4,4,0,"{""16"": 2, ""18"": 1, ""20"": 1}",3,1.0397207708399179,0.625,0.5,0.8333333333333334,1,0.00195916494820611,0.00195916494820611,0.00195916494820611,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C1,semi,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,4,4,4,0,"{""10"": 1, ""12"": 1, ""8"": 2}",3,1.0397207708399179,0.625,0.5,0.8333333333333334,1,0.08815349302584226,0.08815349302584226,0.08815349302584226,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C1,semi,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,4,4,4,0,"{""16"": 3, ""8"": 1}",2,0.5623351446188083,0.375,0.75,0.5,3,0.1715977923643835,0.12760484722326526,0.1802263165425073,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C1,semi,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,4,4,4,0,"{""8"": 4}",1,-0.0,0.0,1.0,0.0,6,0.0005902969467486854,0.0,0.0011805938934973709,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C1,semi,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,5,5,5,0,"{""8"": 5}",1,-0.0,0.0,1.0,0.0,10,0.00742603485157517,0.0018565087128937926,0.16290733820356496,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C1,semi,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC,4,4,4,0,"{""12"": 1, ""14"": 1, ""20"": 1, ""8"": 1}",4,1.3862943611198906,0.75,0.25,1.0,0,,,,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C1,semi,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,4,4,4,0,"{""14"": 1, ""8"": 3}",2,0.5623351446188083,0.375,0.75,0.5,3,0.0071299539126844095,0.006299792715549104,0.007478335948239325,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C1,semi,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,5,5,5,0,"{""26"": 2, ""8"": 3}",2,0.6730116670092565,0.48,0.6,0.6,4,0.037550267159391665,0.0,0.07510053431878333,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C1,semi,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,uNb9QFRL6hY,4,4,4,0,"{""12"": 1, ""8"": 3}",2,0.5623351446188083,0.375,0.75,0.5,3,0.0557411433805883,0.0289387400722883,0.05579333586893531,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C1,semi,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,4,4,4,0,"{""12"": 3, ""8"": 1}",2,0.5623351446188083,0.375,0.75,0.5,3,0.0,0.0,0.0,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C1,semi,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,5,5,5,0,"{""12"": 1, ""8"": 4}",2,0.5004024235381879,0.31999999999999984,0.8,0.4,6,0.007157948763664591,0.0026191740059138425,0.011919716284666055,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C1,semi,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY,4,4,4,0,"{""16"": 4}",1,-0.0,0.0,1.0,0.0,6,0.11102766125527634,0.10442699562273942,0.12649631369335004,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C1,semi,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,5,5,5,0,"{""12"": 4, ""8"": 1}",2,0.5004024235381879,0.31999999999999984,0.8,0.4,6,0.01676152192425136,0.004431520436778736,0.029091523411723986,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C1,semi,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,uNb9QFRL6hY,4,4,3,1,"{""8"": 3}",1,-0.0,0.0,1.0,0.0,3,0.09159941106935778,0.08396457870828702,0.11301799496264461,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C1,semi,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,wc2JMjhGNzB,4,4,4,0,"{""8"": 4}",1,-0.0,0.0,1.0,0.0,6,0.0509174313643804,0.004686333115876971,0.09885524383268864,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C1,semi,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,5,5,5,0,"{""10"": 1, ""12"": 4}",2,0.5004024235381879,0.31999999999999984,0.8,0.4,6,0.006493571011957072,0.002162360558762642,0.010824781465151501,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C1,semi,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,4,4,4,0,"{""16"": 1, ""8"": 3}",2,0.5623351446188083,0.375,0.75,0.5,3,0.009248840758647969,0.00870653643599107,0.01184125915485832,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C1,semi,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,4,4,4,0,"{""8"": 4}",1,-0.0,0.0,1.0,0.0,6,0.0813428892057276,0.0,0.1626857784114552,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C1,semi,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,5,5,5,0,"{""16"": 4, ""8"": 1}",2,0.5004024235381879,0.31999999999999984,0.8,0.4,6,0.0701409386863226,0.0014495084459548128,0.13883236892669037,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C1,semi,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,yqstnuAEVhm,4,4,4,0,"{""16"": 4}",1,-0.0,0.0,1.0,0.0,6,0.059744567013034836,0.0,0.11948913402606967,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B1,manual,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.17874816753892073,0.17874816753892073,0.17874816753892073,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B1,manual,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,1,1,1,0,"{""8"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B1,manual,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7,1,1,1,0,"{""8"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B1,manual,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,S9hNv5qa7GM,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.043696306239813326,0.043696306239813326,0.043696306239813326,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B1,manual,S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2,S9hNv5qa7GM,1,1,1,0,"{""8"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B1,manual,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.011729734002362819,0.011729734002362819,0.011729734002362819,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B1,manual,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom,2,2,2,0,"{""14"": 1, ""26"": 1}",2,0.6931471805599453,0.5,0.5,1.0,0,,,,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B1,manual,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,jh4fc5c5qoQ,2,2,2,0,"{""10"": 1, ""8"": 1}",2,0.6931471805599453,0.5,0.5,1.0,0,,,,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B1,manual,jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c,jh4fc5c5qoQ,1,1,1,0,"{""10"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B1,manual,jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,jtcxE69GiFV,1,1,1,0,"{""8"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B1,manual,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.1563144732898272,0.1563144732898272,0.1563144732898272,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B1,manual,jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a,jtcxE69GiFV,1,1,1,0,"{""8"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B1,manual,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,jtcxE69GiFV,1,1,1,0,"{""8"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B1,manual,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,jtcxE69GiFV,1,1,1,0,"{""24"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B1,manual,jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,jtcxE69GiFV,1,1,1,0,"{""24"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B1,manual,jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,jtcxE69GiFV,1,1,1,0,"{""14"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B1,manual,pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,pRbA3pwrgk9,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.15857225495531008,0.15857225495531008,0.15857225495531008,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B1,manual,pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,pRbA3pwrgk9,1,1,1,0,"{""8"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B1,manual,pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,pRbA3pwrgk9,1,1,1,0,"{""12"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B1,manual,pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,pRbA3pwrgk9,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.11019410424232844,0.11019410424232844,0.11019410424232844,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B1,manual,pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,pa4otMbVnkk,1,1,1,0,"{""16"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B1,manual,pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk,2,2,2,0,"{""6"": 1, ""8"": 1}",2,0.6931471805599453,0.5,0.5,1.0,0,,,,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B1,manual,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,pa4otMbVnkk,1,1,1,0,"{""16"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B1,manual,pa4otMbVnkk_eac7bdc24b24474ba38b8b0b5acd62f6,pa4otMbVnkk,1,1,1,0,"{""8"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B1,manual,zsNo4HB9uLZ_2caadd7bc71c43d5ad10f4e7f10a3455,zsNo4HB9uLZ,1,1,1,0,"{""8"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B1,manual,zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,zsNo4HB9uLZ,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.022319264004527186,0.022319264004527186,0.022319264004527186,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B1,manual,zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,zsNo4HB9uLZ,2,2,2,0,"{""6"": 1, ""8"": 1}",2,0.6931471805599453,0.5,0.5,1.0,0,,,,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B1,manual,zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,zsNo4HB9uLZ,2,2,2,0,"{""16"": 1, ""8"": 1}",2,0.6931471805599453,0.5,0.5,1.0,0,,,,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B2,manual,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,1,1,1,0,"{""8"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B2,manual,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.15997062399625783,0.15997062399625783,0.15997062399625783,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B2,manual,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,S9hNv5qa7GM,1,1,1,0,"{""8"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B2,manual,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,S9hNv5qa7GM,2,2,2,0,"{""10"": 1, ""16"": 1}",2,0.6931471805599453,0.5,0.5,1.0,0,,,,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B2,manual,S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,S9hNv5qa7GM,1,1,1,0,"{""12"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B2,manual,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,2,2,2,0,"{""18"": 1, ""8"": 1}",2,0.6931471805599453,0.5,0.5,1.0,0,,,,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B2,manual,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,jh4fc5c5qoQ,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.14444339899578598,0.14444339899578598,0.14444339899578598,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B2,manual,jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,jh4fc5c5qoQ,1,1,1,0,"{""10"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B2,manual,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,jtcxE69GiFV,1,1,1,0,"{""8"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B2,manual,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B2,manual,jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,jtcxE69GiFV,1,1,1,0,"{""8"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B2,manual,jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,jtcxE69GiFV,1,1,1,0,"{""12"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B2,manual,jtcxE69GiFV_67790605390f4d439c3c59395967ec84,jtcxE69GiFV,4,4,4,0,"{""24"": 1, ""8"": 3}",2,0.5623351446188083,0.375,0.75,0.5,3,0.07005640233356085,0.062198928863195266,0.07129478584948182,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B2,manual,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,jtcxE69GiFV,1,1,1,0,"{""24"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B2,manual,jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,jtcxE69GiFV,1,1,1,0,"{""24"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B2,manual,jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,jtcxE69GiFV,1,1,1,0,"{""12"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B2,manual,pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,pRbA3pwrgk9,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.0037136821449151335,0.0037136821449151335,0.0037136821449151335,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B2,manual,pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,pRbA3pwrgk9,1,1,0,1,{},0,,,,,0,,,,not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B2,manual,pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,pRbA3pwrgk9,1,1,1,0,"{""8"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B2,manual,pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,pRbA3pwrgk9,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.19389808772300238,0.19389808772300238,0.19389808772300238,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B2,manual,pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,pa4otMbVnkk,1,1,1,0,"{""16"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B2,manual,pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,pa4otMbVnkk,2,2,2,0,"{""18"": 1, ""8"": 1}",2,0.6931471805599453,0.5,0.5,1.0,0,,,,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B2,manual,pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,pa4otMbVnkk,1,1,1,0,"{""20"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B2,manual,pa4otMbVnkk_f6005da79d2c43ba820db8124a4287d1,pa4otMbVnkk,1,1,1,0,"{""8"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B2,manual,pa4otMbVnkk_fc4ee7e59f32491d9817b3a9a5b5e9b1,pa4otMbVnkk,1,1,1,0,"{""8"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B2,manual,zsNo4HB9uLZ_935e0f6088a54fba87990835d1997d9a,zsNo4HB9uLZ,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.12038260929255312,0.12038260929255312,0.12038260929255312,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C2-A-RP-B2,manual,zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,zsNo4HB9uLZ,2,2,2,0,"{""8"": 2}",1,-0.0,0.0,1.0,0.0,1,0.004889508113208937,0.004889508113208937,0.004889508113208937,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,20,20,20,0,"{""10"": 1, ""16"": 1, ""8"": 18}",3,0.39439769144744274,0.18500000000000005,0.9,0.19473684210526315,153,0.18182946175692377,0.11381133003621632,0.21389248672873967,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,S9hNv5qa7GM,2,2,2,0,"{""10"": 1, ""12"": 1}",2,0.6931471805599453,0.5,0.5,1.0,0,,,,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
C2-B,manual,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM,1,1,1,0,"{""8"": 1}",1,-0.0,0.0,1.0,,0,,,,not_evaluable_lt2_geometry,cross_stage_topology_and_cyclic_rmse_descriptive
