image_id,building_id,common_n,usable_unassisted,high_n,legacy_summary_risk,image_only_features_present,c2_descriptor_present,stage3_descriptor_present,descriptor_union_present,c2_risk_score,c2_risk_status,c1_risk_score,c1_risk_status,stage3_risk_score,stage3_risk_status,any_source_risk_present,overlap_global_max_abs_delta,overlap_local_max_abs_delta
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,23,1,1,,1,1,1,1,3.677909422917679,frozen,3.6742039049860287,,3.58740820694233,ready,1,0.03460538387298584,0.37265729904174805
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,24,1,1,,1,0,1,1,,,,,5.041323245385185,ready,1,,
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,23,1,1,,1,1,1,1,5.4561983259293925,frozen,5.448945899721554,,5.337324065025888,ready,1,0.07313203811645508,0.3251901865005493
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY,5,1,0,,1,1,1,1,5.249174641293216,frozen,5.236892802678273,,5.241256321507466,ready,1,0.018872857093811035,0.0872507095336914
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,uNb9QFRL6hY,5,1,0,,1,1,1,1,4.949274941671401,frozen,4.977111278329646,,4.894948479294878,ready,1,0.06731390953063965,0.35118627548217773
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,uNb9QFRL6hY,5,1,0,,1,1,1,1,5.728675215012227,frozen,5.726132701674381,,5.6301194064872435,ready,1,0.013385355472564697,0.1622014045715332
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,uNb9QFRL6hY,6,1,0,,1,1,1,1,5.065421867034578,frozen,5.040669152962972,,5.279167689757968,ready,1,0.03377795219421387,0.1326613426208496
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,5,1,0,,1,1,1,1,4.810222474275175,frozen,4.804168397109723,,4.917565199391601,ready,1,0.04575395584106445,0.40897905826568604
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,5,1,0,,1,1,1,1,3.4230147045294452,frozen,3.422018459066704,,3.5261514967131666,ready,1,0.02617502212524414,0.13957595825195312
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,23,1,1,,1,1,1,1,4.441521941176635,frozen,4.424692354536806,,4.467326226723565,ready,1,0.10237595438957214,0.7521266937255859
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,24,1,1,,1,0,1,1,,,,,5.282716180941212,ready,1,,
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,23,1,1,,1,1,1,1,5.3541904471730435,frozen,5.356505673343042,,5.377006796375614,ready,1,0.01674830913543701,0.18991494178771973
uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,uNb9QFRL6hY,6,1,0,,1,1,1,1,15.427385692840506,frozen,14.437178621868858,,14.744065150043552,ready,1,0.050282418727874756,0.2483658790588379
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,uNb9QFRL6hY,24,1,1,,1,0,1,1,,,,,5.493794216779747,ready,1,,
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY,6,1,0,,1,1,1,1,5.7448906494256855,frozen,5.7429290529213555,,5.652934577451991,ready,1,0.029965519905090332,0.2447035312652588
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,0,0,0,,1,0,1,1,,,,,5.646566307201156,ready,1,,
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,23,1,1,,1,1,1,1,7.1169855173022345,frozen,7.104418004378121,,7.249582322651412,ready,1,0.15551650524139404,0.8450241088867188
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,24,1,1,,1,0,1,1,,,,,6.58547552139008,ready,1,,
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,24,1,1,,1,0,1,1,,,,,4.2182038107881805,ready,1,,
uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,uNb9QFRL6hY,5,1,0,,1,1,1,1,4.745179990288209,frozen,4.744424910598317,,4.688660310066054,ready,1,0.0478816032409668,0.19100463390350342
uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY,5,1,0,,1,1,1,1,5.307278159290184,frozen,5.264374777085891,,5.289280796327378,ready,1,0.02924501895904541,0.2053844928741455
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,5,1,0,,1,1,1,1,4.010963213371681,frozen,4.01270601045424,,3.9969358399550114,ready,1,0.03758978843688965,0.1753532886505127
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,uNb9QFRL6hY,5,1,0,,1,1,1,1,4.49680225707443,frozen,4.481652605915791,,4.575815671451953,ready,1,0.017306089401245117,0.29588866233825684
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,24,1,1,,1,0,1,1,,,,,3.4740872521426076,ready,1,,
uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,uNb9QFRL6hY,5,1,0,,1,1,1,1,4.181782660900147,frozen,4.163043526920332,,4.309086687148337,ready,1,0.019335806369781494,0.17769956588745117
uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,uNb9QFRL6hY,5,1,0,,1,1,1,1,5.731172973587983,frozen,5.72753634896359,,5.633906837992782,ready,1,0.03169381618499756,0.2676851749420166
uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,uNb9QFRL6hY,5,1,0,,1,1,1,1,5.8769620102545925,frozen,5.87780775438276,,6.098469514767554,ready,1,0.038506388664245605,0.17080700397491455
wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB,5,1,0,,1,1,1,1,3.5789438154190827,frozen,3.573283887998288,,3.576061771843269,ready,1,0.017647266387939453,0.29061222076416016
wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,wc2JMjhGNzB,5,1,0,,1,1,1,1,12.165887641492834,frozen,12.222613929502808,,12.145314515720582,ready,1,0.067166268825531,0.45879173278808594
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,24,1,1,,1,0,1,1,,,,,3.626293765278401,ready,1,,
wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB,0,0,0,,1,0,1,1,,,,,3.734113434875926,ready,1,,
wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,0,0,0,,1,0,1,1,,,,,4.211911966091379,ready,1,,
wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,6,1,0,,1,1,1,1,6.954623272182543,frozen,6.970441825195352,,7.03947473397763,ready,1,0.03635016083717346,0.31880807876586914
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,wc2JMjhGNzB,6,1,0,,1,1,1,1,3.37506576151798,frozen,3.4121560518098177,,3.688106252017182,ready,1,0.10378867387771606,0.4555206298828125
wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB,0,0,0,,1,0,1,1,,,,,3.8929624405872967,ready,1,,
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,7,1,0,,1,1,1,1,3.7394963535379984,frozen,3.7305557453208387,,3.8389407408741967,ready,1,0.03122866153717041,0.1339125633239746
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,23,1,1,,1,1,1,1,8.822159128799953,frozen,8.734655368473309,,10.23318685022811,ready,1,0.19094622135162354,0.7242298126220703
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,5,1,0,,1,1,1,1,3.8462293613647276,frozen,3.8438775925026745,,3.7719204254228753,ready,1,0.030571699142456055,0.20014047622680664
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,0,0,0,,1,0,1,1,,,,,5.014176059168566,ready,1,,
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,24,1,1,,1,0,1,1,,,,,7.770317361898951,ready,1,,
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,23,1,1,,1,1,1,1,5.321799571169234,frozen,5.326392429071774,,6.075742161876933,ready,1,0.09901177883148193,0.5565077066421509
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,5,1,0,,1,1,1,1,5.858344957607178,frozen,5.834368329648116,,5.759540868001609,ready,1,0.14690080285072327,0.6260735988616943
x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,x8F5xyUWy9e,5,1,0,,1,1,1,1,5.249643065773844,frozen,5.239207287698451,,4.976441810268484,ready,1,0.059883058071136475,0.4037210941314697
x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,x8F5xyUWy9e,5,1,0,,1,1,1,1,4.474639020044121,frozen,4.470158140116499,,4.416495556975228,ready,1,0.02912771701812744,0.13046503067016602
x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e,5,1,0,,1,1,1,1,4.706012466390487,frozen,4.697824532676644,,4.4136720977168205,ready,1,0.05602329969406128,0.16942095756530762
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,24,1,1,,1,0,1,1,,,,,6.145037342870182,ready,1,,
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,5,1,0,,1,1,1,1,3.88120235604517,frozen,3.872747094164376,,3.8161305048633483,ready,1,0.05158263444900513,0.34363508224487305
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,23,1,1,,1,1,1,1,5.5703385756599175,frozen,5.574827203044982,,5.494505138715921,ready,1,0.055990397930145264,0.2806096076965332
yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,yqstnuAEVhm,6,1,0,,1,1,1,1,3.5521135675009923,frozen,3.5340921226440893,,3.5979544287956413,ready,1,0.029448509216308594,0.6155943870544434
yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,yqstnuAEVhm,6,1,0,,1,1,1,1,5.248378884553405,frozen,5.239439547847836,,5.335429036495731,ready,1,0.03729528188705444,0.3414473533630371
yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,yqstnuAEVhm,5,1,0,,1,1,1,1,3.8084187434039882,frozen,3.805210736234345,,3.7839768068692585,ready,1,0.024920940399169922,0.1981191635131836
yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,6,1,0,,1,1,1,1,6.442306086828831,frozen,6.458126835796895,,6.508060799906244,ready,1,0.04641091823577881,0.42530274391174316
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,yqstnuAEVhm,24,1,1,,1,0,1,1,,,,,4.316155283598169,ready,1,,
yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,yqstnuAEVhm,5,1,0,,1,1,1,1,5.375092161347926,frozen,5.348344281469194,,6.069605393714444,ready,1,0.09832018613815308,0.6155643463134766
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,23,1,1,,1,1,1,1,7.8145892003607855,frozen,7.932706050194243,,8.514253979106766,ready,1,0.034838736057281494,0.23384666442871094
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,24,1,1,,1,0,1,1,,,,,3.5865090816639142,ready,1,,
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,yqstnuAEVhm,5,1,0,,1,1,1,1,5.077116031013157,frozen,5.0847182298804805,,5.0622924767660775,ready,1,0.012242913246154785,0.10887336730957031
yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,yqstnuAEVhm,5,1,0,,1,1,1,1,7.310455258147206,not_evaluable,7.282523622173326,,7.224424209419429,ready,1,0.08522152900695801,0.29143357276916504
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,24,1,1,,1,0,1,1,,,,,6.536994966042361,ready,1,,
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,24,1,1,,1,0,1,1,,,,,6.094590918195296,ready,1,,
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,24,1,1,,1,0,1,1,,,,,3.9942331825362603,ready,1,,
zsNo4HB9uLZ_2caadd7bc71c43d5ad10f4e7f10a3455,zsNo4HB9uLZ,1,1,0,3.694259647695755,1,1,0,1,3.694259647695755,frozen,,,,,1,,
zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,zsNo4HB9uLZ,4,1,0,11.939260133399603,1,1,0,1,11.939260133399603,frozen,,,,,1,,
zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,zsNo4HB9uLZ,4,1,0,3.868741895958863,1,1,0,1,3.8687418959588626,frozen,,,,,1,,
zsNo4HB9uLZ_935e0f6088a54fba87990835d1997d9a,zsNo4HB9uLZ,2,1,0,3.6864736105910576,1,1,0,1,3.6864736105910576,frozen,,,,,1,,
zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,zsNo4HB9uLZ,4,1,0,5.939462050146197,1,1,0,1,5.939462050146197,frozen,,,,,1,,
zsNo4HB9uLZ_faad06c7cb2b4a6f9220e7f6f87c800b,zsNo4HB9uLZ,2,1,0,3.4443903852152538,1,1,0,1,3.4443903852152538,frozen,,,,,1,,
