image_id,building_id,mode,config,lookahead,min_support,epsilon,permutation_threshold,common_n,k_max,q95_possible,q95_conservative,q95_status,q95_terminal_stable_n,q95_terminal_changing_n,q95_terminal_unknown_n,q95_terminal_multi_stable_n,q95_mean_unknown_fraction,q95_terminal_member_failure_n,q95_terminal_share_failure_n,q95_terminal_promotion_failure_n,q95_at_conservative_stable_n,q95_at_conservative_multi_stable_n,q95_tail_min_stable_n,q95_tail_min_multi_stable_n,ospa_possible,ospa_conservative,ospa_status,ospa_terminal_stable_n,ospa_terminal_changing_n,ospa_terminal_unknown_n,ospa_terminal_multi_stable_n,ospa_mean_unknown_fraction,q95_full_pool_n,q95_full_pool_status,q95_full_pool_invalid_n,q95_full_pool_cluster_count,q95_full_pool_cluster_sizes,q95_full_pool_m2_clusters,q95_full_pool_m3_clusters,source_curves,source_windows,source_geometry,building_high_n_images,same_building_transfer_eligible,building_common_n,q95_building_budget_possible,q95_building_budget_conservative,q95_building_budget_status,q95_building_budget_terminal_stable_n,q95_building_budget_terminal_changing_n,q95_building_budget_terminal_unknown_n,q95_terminal_m2_multi_stable_n,q95_at_conservative_m2_multi_stable_n
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,without_workers,q_0.950,5,2,0.1,0.8,20,15,11.0,,unknown,0,0,200,0,0.8170000000000001,0,0,0,,,,,,,not_reached,0,200,0,0,0.3353333333333333,20,unknown_invalid_geometry,1,10.0,,4.0,2.0,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/without_workers/geometry/full_q_partitions.csv,1,False,20,11.0,,unknown,0.0,0.0,200.0,0.0,
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,with_workers,q_0.950,5,2,0.1,0.8,24,19,5.0,5.0,identified,200,0,0,141,0.0557894736842105,0,0,0,176.0,41.0,176.0,41.0,5.0,5.0,identified,200,0,0,141,0.0557894736842105,25,unique,0,2.0,"[24,1]",1.0,1.0,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/with_workers/geometry/full_q_partitions.csv,5,True,24,5.0,5.0,identified,200.0,0.0,0.0,0.0,0.0
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,without_workers,q_0.950,5,2,0.1,0.8,24,19,1.0,2.0,finite_interval,200,0,0,0,0.0526315789473684,0,0,0,200.0,0.0,200.0,0.0,1.0,2.0,finite_interval,200,0,0,0,0.0526315789473684,24,unique,0,1.0,[24],1.0,1.0,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/without_workers/geometry/full_q_partitions.csv,5,True,24,1.0,2.0,finite_interval,200.0,0.0,0.0,0.0,0.0
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,q9vSo1VnCiC,with_workers,q_0.950,5,2,0.1,0.8,24,19,,,not_reached,81,119,0,81,0.11,0,43,115,,,,,,,not_reached,57,116,27,57,0.3552631578947368,25,unique,0,8.0,"[16,2,2,1,1,1,1,1]",3.0,1.0,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/with_workers/geometry/full_q_partitions.csv,5,True,24,,,not_reached,81.0,119.0,0.0,81.0,
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,q9vSo1VnCiC,without_workers,q_0.950,5,2,0.1,0.8,24,19,,,not_reached,73,127,0,73,0.1047368421052631,0,37,125,,,,,,,not_reached,60,123,17,60,0.3478947368421052,24,unique,0,7.0,"[16,2,2,1,1,1,1]",3.0,1.0,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/without_workers/geometry/full_q_partitions.csv,5,True,24,,,not_reached,73.0,127.0,0.0,73.0,
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,with_workers,q_0.950,5,2,0.1,0.8,24,19,18.0,,unknown,2,16,182,2,0.5515789473684211,0,16,8,,,,,,,not_reached,0,88,112,0,0.635,25,non_unique,0,,,,,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/with_workers/geometry/full_q_partitions.csv,5,True,24,18.0,,unknown,2.0,16.0,182.0,2.0,
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,without_workers,q_0.950,5,2,0.1,0.8,24,19,17.0,,unknown,0,0,200,0,0.5892105263157895,0,0,0,,,,,,,not_reached,0,142,58,0,0.4721052631578947,24,non_unique,0,,,,,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/without_workers/geometry/full_q_partitions.csv,5,True,24,17.0,,unknown,0.0,0.0,200.0,0.0,
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,with_workers,q_0.950,5,2,0.1,0.8,24,19,5.0,5.0,identified,200,0,0,141,0.0557894736842105,0,0,0,176.0,41.0,176.0,41.0,7.0,7.0,identified,200,0,0,191,0.0607894736842105,25,unique,0,2.0,"[24,1]",1.0,1.0,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/with_workers/geometry/full_q_partitions.csv,5,True,24,5.0,5.0,identified,200.0,0.0,0.0,0.0,0.0
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,without_workers,q_0.950,5,2,0.1,0.8,24,19,1.0,2.0,finite_interval,200,0,0,0,0.0526315789473684,0,0,0,200.0,0.0,200.0,0.0,5.0,5.0,identified,200,0,0,165,0.0573684210526315,24,unique,0,1.0,[24],1.0,1.0,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/without_workers/geometry/full_q_partitions.csv,5,True,24,1.0,2.0,finite_interval,200.0,0.0,0.0,0.0,0.0
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,with_workers,q_0.950,5,2,0.1,0.8,24,19,,,not_reached,119,81,0,119,0.0747368421052631,0,7,79,,,,,12.0,,unknown,7,7,186,7,0.4776315789473684,25,unique,0,5.0,"[20,2,1,1,1]",2.0,1.0,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/with_workers/geometry/full_q_partitions.csv,5,True,24,,,not_reached,119.0,81.0,0.0,102.0,
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,without_workers,q_0.950,5,2,0.1,0.8,24,19,,,not_reached,118,82,0,118,0.0707894736842105,0,3,82,,,,,12.0,,unknown,0,0,200,0,0.5055263157894737,24,unique,0,4.0,"[20,2,1,1]",2.0,1.0,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/without_workers/geometry/full_q_partitions.csv,5,True,24,,,not_reached,118.0,82.0,0.0,118.0,
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,with_workers,q_0.950,5,2,0.1,0.8,23,18,,,not_reached,127,73,0,127,0.0658333333333333,0,0,73,,,,,,,not_reached,127,73,0,127,0.0658333333333333,23,unique,0,2.0,"[21,2]",2.0,1.0,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/with_workers/geometry/full_q_partitions.csv,6,True,22,,,not_reached,128.0,72.0,0.0,127.0,
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,without_workers,q_0.950,5,2,0.1,0.8,23,18,,,not_reached,127,73,0,127,0.0658333333333333,0,0,73,,,,,,,not_reached,127,73,0,127,0.0658333333333333,23,unique,0,2.0,"[21,2]",2.0,1.0,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/without_workers/geometry/full_q_partitions.csv,6,True,22,,,not_reached,128.0,72.0,0.0,127.0,
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,with_workers,q_0.950,5,2,0.1,0.8,24,19,,,not_reached,20,180,0,20,0.141578947368421,0,128,157,,,,,17.0,,unknown,2,8,190,2,0.5586842105263157,25,unique,0,9.0,"[11,4,2,2,2,1,1,1,1]",5.0,2.0,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/with_workers/geometry/full_q_partitions.csv,6,True,22,,,not_reached,8.0,192.0,0.0,20.0,
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,without_workers,q_0.950,5,2,0.1,0.8,24,19,,,not_reached,20,180,0,20,0.1352631578947368,0,111,164,,,,,17.0,,unknown,0,0,200,0,0.5834210526315788,24,unique,0,8.0,"[11,4,2,2,2,1,1,1]",5.0,2.0,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/without_workers/geometry/full_q_partitions.csv,6,True,22,,,not_reached,8.0,192.0,0.0,20.0,
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,with_workers,q_0.950,5,2,0.1,0.8,24,19,18.0,18.0,identified,171,29,0,171,0.0763157894736842,0,9,28,165.0,165.0,165.0,165.0,18.0,18.0,identified,171,29,0,171,0.0763157894736842,25,unique,0,4.0,"[20,3,1,1]",2.0,2.0,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/with_workers/geometry/full_q_partitions.csv,6,True,22,,,not_reached,159.0,41.0,0.0,171.0,164.0
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,without_workers,q_0.950,5,2,0.1,0.8,24,19,17.0,17.0,identified,181,19,0,181,0.0721052631578947,0,7,19,165.0,165.0,165.0,165.0,17.0,17.0,identified,181,19,0,181,0.0721052631578947,24,unique,0,3.0,"[20,3,1]",2.0,2.0,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/without_workers/geometry/full_q_partitions.csv,6,True,22,17.0,17.0,identified,165.0,35.0,0.0,181.0,163.0
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,with_workers,q_0.950,5,2,0.1,0.8,23,18,5.0,5.0,identified,200,0,0,169,0.0619444444444444,0,0,0,167.0,49.0,167.0,49.0,5.0,5.0,identified,200,0,0,169,0.0619444444444444,23,unique,0,2.0,"[22,1]",1.0,1.0,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/with_workers/geometry/full_q_partitions.csv,6,True,22,5.0,5.0,identified,200.0,0.0,0.0,0.0,0.0
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,without_workers,q_0.950,5,2,0.1,0.8,23,18,5.0,5.0,identified,200,0,0,169,0.0619444444444444,0,0,0,167.0,49.0,167.0,49.0,5.0,5.0,identified,200,0,0,169,0.0619444444444444,23,unique,0,2.0,"[22,1]",1.0,1.0,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/without_workers/geometry/full_q_partitions.csv,6,True,22,5.0,5.0,identified,200.0,0.0,0.0,0.0,0.0
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,with_workers,q_0.950,5,2,0.1,0.8,24,19,6.0,,unknown,12,4,184,10,0.5863157894736841,0,0,4,,,,,8.0,8.0,identified,200,0,0,197,0.0663157894736842,26,unknown_invalid_geometry,1,2.0,,2.0,1.0,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/with_workers/geometry/full_q_partitions.csv,6,True,22,6.0,,unknown,27.0,10.0,163.0,10.0,
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,without_workers,q_0.950,5,2,0.1,0.8,24,19,,,not_reached,136,64,0,136,0.0623684210526315,0,0,64,,,,,8.0,8.0,identified,200,0,0,191,0.0634210526315789,24,unique,0,2.0,"[22,2]",2.0,1.0,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/without_workers/geometry/full_q_partitions.csv,6,True,22,,,not_reached,141.0,59.0,0.0,136.0,
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,with_workers,q_0.950,5,2,0.1,0.8,22,17,,,not_reached,0,89,111,0,0.5558823529411764,0,89,62,,,,,,,not_reached,0,200,0,0,0.3126470588235294,23,unique,0,12.0,"[8,3,2,2,1,1,1,1,1,1,1,1]",4.0,2.0,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/with_workers/geometry/full_q_partitions.csv,6,True,22,,,not_reached,0.0,89.0,111.0,0.0,
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,without_workers,q_0.950,5,2,0.1,0.8,22,17,,,not_reached,0,96,104,0,0.5594117647058823,0,96,68,,,,,,,not_reached,0,200,0,0,0.2970588235294117,22,unique,0,11.0,"[8,3,2,2,1,1,1,1,1,1,1]",4.0,2.0,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/without_workers/geometry/full_q_partitions.csv,6,True,22,,,not_reached,0.0,96.0,104.0,0.0,
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,with_workers,q_0.950,5,2,0.1,0.8,24,19,17.0,17.0,identified,185,15,0,185,0.0923684210526315,0,15,0,165.0,165.0,165.0,165.0,13.0,,unknown,10,3,187,10,0.6442105263157895,25,unique,0,5.0,"[16,6,1,1,1]",2.0,2.0,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/with_workers/geometry/full_q_partitions.csv,12,True,23,17.0,17.0,identified,182.0,18.0,0.0,185.0,165.0
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,without_workers,q_0.950,5,2,0.1,0.8,24,19,15.0,15.0,identified,192,8,0,192,0.0881578947368421,0,8,0,173.0,173.0,173.0,173.0,12.0,,unknown,0,0,200,0,0.6676315789473684,24,unique,0,4.0,"[16,6,1,1]",2.0,2.0,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/without_workers/geometry/full_q_partitions.csv,12,True,23,15.0,15.0,identified,189.0,11.0,0.0,192.0,173.0
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,with_workers,q_0.950,5,2,0.1,0.8,23,18,5.0,5.0,identified,200,0,0,153,0.0769444444444444,0,0,0,170.0,42.0,170.0,42.0,5.0,5.0,identified,200,0,0,153,0.0616666666666666,23,unique,0,2.0,"[22,1]",1.0,1.0,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/with_workers/geometry/full_q_partitions.csv,12,True,23,5.0,5.0,identified,200.0,0.0,0.0,0.0,0.0
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,without_workers,q_0.950,5,2,0.1,0.8,23,18,5.0,5.0,identified,200,0,0,153,0.0769444444444444,0,0,0,170.0,42.0,170.0,42.0,5.0,5.0,identified,200,0,0,153,0.0616666666666666,23,unique,0,2.0,"[22,1]",1.0,1.0,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/without_workers/geometry/full_q_partitions.csv,12,True,23,5.0,5.0,identified,200.0,0.0,0.0,0.0,0.0
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,with_workers,q_0.950,5,2,0.1,0.8,24,19,,,not_reached,50,150,0,50,0.1818421052631579,0,143,47,,,,,,,not_reached,0,117,83,0,0.5552631578947368,25,unique,0,9.0,"[9,4,4,3,1,1,1,1,1]",4.0,4.0,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/with_workers/geometry/full_q_partitions.csv,12,True,23,,,not_reached,31.0,169.0,0.0,50.0,
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,without_workers,q_0.950,5,2,0.1,0.8,24,19,,,not_reached,75,125,0,75,0.1731578947368421,0,117,38,,,,,,,not_reached,0,127,73,0,0.5518421052631579,24,unique,0,8.0,"[9,4,4,3,1,1,1,1]",4.0,4.0,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/without_workers/geometry/full_q_partitions.csv,12,True,23,,,not_reached,59.0,141.0,0.0,75.0,
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,with_workers,q_0.950,5,2,0.1,0.8,23,18,13.0,,unknown,0,0,200,0,0.7730555555555557,0,0,0,,,,,,,not_reached,0,200,0,0,0.3241666666666666,23,non_unique,0,,,,,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/with_workers/geometry/full_q_partitions.csv,12,True,23,13.0,,unknown,0.0,0.0,200.0,0.0,
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,without_workers,q_0.950,5,2,0.1,0.8,23,18,13.0,,unknown,0,0,200,0,0.7730555555555557,0,0,0,,,,,,,not_reached,0,200,0,0,0.3241666666666666,23,non_unique,0,,,,,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/without_workers/geometry/full_q_partitions.csv,12,True,23,13.0,,unknown,0.0,0.0,200.0,0.0,
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,with_workers,q_0.950,5,2,0.1,0.8,23,18,,,not_reached,99,101,0,99,0.0997222222222222,0,41,72,,,,,,,not_reached,99,101,0,99,0.0997222222222222,23,unique,0,4.0,"[12,8,2,1]",3.0,2.0,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/with_workers/geometry/full_q_partitions.csv,12,True,23,,,not_reached,99.0,101.0,0.0,99.0,
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,without_workers,q_0.950,5,2,0.1,0.8,23,18,,,not_reached,99,101,0,99,0.0997222222222222,0,41,72,,,,,,,not_reached,99,101,0,99,0.0997222222222222,23,unique,0,4.0,"[12,8,2,1]",3.0,2.0,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/without_workers/geometry/full_q_partitions.csv,12,True,23,,,not_reached,99.0,101.0,0.0,99.0,
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,with_workers,q_0.950,5,2,0.1,0.8,24,19,14.0,,unknown,5,9,186,5,0.6555263157894737,0,8,4,,,,,,,not_reached,8,84,108,8,0.7234210526315789,26,unknown_invalid_geometry,1,6.0,,3.0,2.0,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/with_workers/geometry/full_q_partitions.csv,12,True,23,14.0,,unknown,9.0,12.0,179.0,5.0,
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,without_workers,q_0.950,5,2,0.1,0.8,24,19,13.0,,unknown,0,0,200,0,0.6902631578947368,0,0,0,,,,,,,not_reached,14,96,90,14,0.7144736842105261,24,unknown_invalid_geometry,1,4.0,,3.0,2.0,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/without_workers/geometry/full_q_partitions.csv,12,True,23,13.0,,unknown,3.0,7.0,190.0,0.0,
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,with_workers,q_0.950,5,2,0.1,0.8,23,18,,,not_reached,57,143,0,57,0.1638888888888888,0,142,27,,,,,,,not_reached,0,200,0,0,0.2219444444444444,23,unique,0,7.0,"[5,5,4,4,3,1,1]",5.0,5.0,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/with_workers/geometry/full_q_partitions.csv,12,True,23,,,not_reached,57.0,143.0,0.0,57.0,
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,without_workers,q_0.950,5,2,0.1,0.8,23,18,,,not_reached,57,143,0,57,0.1638888888888888,0,142,27,,,,,,,not_reached,0,200,0,0,0.2219444444444444,23,unique,0,7.0,"[5,5,4,4,3,1,1]",5.0,5.0,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/without_workers/geometry/full_q_partitions.csv,12,True,23,,,not_reached,57.0,143.0,0.0,57.0,
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,uNb9QFRL6hY,with_workers,q_0.950,5,2,0.1,0.8,24,19,14.0,,unknown,3,6,191,3,0.7047368421052632,0,2,6,,,,,18.0,,unknown,1,17,182,1,0.4234210526315789,25,unknown_invalid_geometry,1,7.0,,4.0,2.0,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/with_workers/geometry/full_q_partitions.csv,12,True,23,14.0,,unknown,1.0,15.0,184.0,3.0,
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,uNb9QFRL6hY,without_workers,q_0.950,5,2,0.1,0.8,24,19,13.0,,unknown,0,0,200,0,0.7207894736842106,0,0,0,,,,,17.0,,unknown,0,0,200,0,0.4544736842105263,24,unknown_invalid_geometry,1,6.0,,4.0,2.0,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/without_workers/geometry/full_q_partitions.csv,12,True,23,13.0,,unknown,3.0,8.0,189.0,0.0,
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,with_workers,q_0.950,5,2,0.1,0.8,23,18,16.0,,unknown,0,0,200,0,0.5958333333333333,0,0,0,,,,,12.0,,unknown,0,0,200,0,0.7936111111111112,23,non_unique,0,,,,,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/with_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/with_workers/geometry/full_q_partitions.csv,12,True,23,16.0,,unknown,0.0,0.0,200.0,0.0,
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,without_workers,q_0.950,5,2,0.1,0.8,23,18,16.0,,unknown,0,0,200,0,0.5958333333333333,0,0,0,,,,,12.0,,unknown,0,0,200,0,0.7936111111111112,23,non_unique,0,,,,,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/stability_curves.csv,multibuilding_threshold_stability_20260909_v1/revised/without_workers/replay/window_metrics.csv.gz,multibuilding_threshold_stability_20260909_v1/revised/without_workers/geometry/full_q_partitions.csv,12,True,23,16.0,,unknown,0.0,0.0,200.0,0.0,
