cohort,image_id,config,h,last_k,old_possible,old_guaranteed,old_status,support_separated_possible,support_separated_guaranteed,support_separated_status,status_changed,possible_changed,interpretation
with_workers,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,ospa30_t6,1,2,1,2,finite_interval,2,2,identified,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,q_0.950,1,1,1,,upper_unknown,,,not_reached,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,ospa30_t6,1,1,1,,upper_unknown,,,not_reached,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,q_0.950,1,1,1,,upper_unknown,,,not_reached,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,ospa30_t6,1,1,1,,upper_unknown,,,not_reached,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,q_0.950,1,1,1,,upper_unknown,,,not_reached,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,ospa30_t6,1,1,1,,upper_unknown,,,not_reached,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,q_0.950,1,1,1,,upper_unknown,,,not_reached,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,ospa30_t6,1,2,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,q_0.950,1,2,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,ospa30_t6,1,5,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,ospa30_t6,5,1,1,,upper_unknown,,,not_reached,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,q_0.950,1,5,5,,upper_unknown,5,,upper_unknown,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,q_0.950,5,1,1,,upper_unknown,1,,upper_unknown,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,ospa30_t6,1,2,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,q_0.950,1,2,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,ospa30_t6,1,4,1,2,finite_interval,2,2,identified,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q_0.950,1,4,1,2,finite_interval,2,2,identified,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,ospa30_t6,1,24,1,2,finite_interval,2,2,identified,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,ospa30_t6,5,20,5,5,identified,5,5,identified,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q_0.950,1,24,1,2,finite_interval,2,2,identified,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q_0.950,5,20,5,5,identified,5,5,identified,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,ospa30_t6,1,4,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,q_0.950,1,4,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,ospa30_t6,1,2,1,,upper_unknown,,,not_reached,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,q_0.950,1,2,1,,upper_unknown,,,not_reached,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,ospa30_t6,1,24,9,20,finite_interval,9,20,finite_interval,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,ospa30_t6,5,20,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,q_0.950,1,24,9,9,identified,9,9,identified,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,q_0.950,5,20,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,ospa30_t6,1,4,1,2,finite_interval,2,2,identified,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,q_0.950,1,4,1,2,finite_interval,2,2,identified,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,ospa30_t6,1,5,1,2,finite_interval,2,2,identified,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,ospa30_t6,5,1,1,,upper_unknown,,,not_reached,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q_0.950,1,5,1,2,finite_interval,2,2,identified,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q_0.950,5,1,1,,upper_unknown,,,not_reached,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,ospa30_t6,1,24,9,,upper_unknown,11,,upper_unknown,False,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,ospa30_t6,5,20,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q_0.950,1,24,13,,upper_unknown,13,,upper_unknown,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q_0.950,5,20,18,,upper_unknown,18,,upper_unknown,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,ospa30_t6,1,4,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q_0.950,1,4,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,ospa30_t6,1,24,1,3,finite_interval,3,3,identified,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,ospa30_t6,5,20,7,7,identified,7,7,identified,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q_0.950,1,24,1,2,finite_interval,2,2,identified,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q_0.950,5,20,5,5,identified,5,5,identified,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,ospa30_t6,1,5,1,3,finite_interval,3,3,identified,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,ospa30_t6,5,1,1,,upper_unknown,,,not_reached,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,q_0.950,1,5,1,3,finite_interval,3,3,identified,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,q_0.950,5,1,1,,upper_unknown,,,not_reached,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,ospa30_t6,1,4,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q_0.950,1,4,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,ospa30_t6,1,4,1,,upper_unknown,,,not_reached,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,q_0.950,1,4,1,,upper_unknown,,,not_reached,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,ospa30_t6,1,24,6,,upper_unknown,6,,upper_unknown,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,ospa30_t6,5,20,12,,upper_unknown,12,,upper_unknown,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q_0.950,1,24,6,6,identified,6,6,identified,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q_0.950,5,20,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,ospa30_t6,1,4,4,4,identified,4,4,identified,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,q_0.950,1,4,4,4,identified,4,4,identified,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,ospa30_t6,1,22,1,3,finite_interval,3,3,identified,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,ospa30_t6,5,18,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,q_0.950,1,22,1,3,finite_interval,3,3,identified,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,q_0.950,5,18,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,ospa30_t6,1,4,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,q_0.950,1,4,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,ospa30_t6,1,24,9,,upper_unknown,9,,upper_unknown,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,ospa30_t6,5,20,17,,upper_unknown,17,,upper_unknown,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,q_0.950,1,24,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,q_0.950,5,20,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,ospa30_t6,1,24,6,6,identified,6,6,identified,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,ospa30_t6,5,20,18,18,identified,18,18,identified,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,q_0.950,1,24,6,6,identified,6,6,identified,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,q_0.950,5,20,18,18,identified,18,18,identified,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,rPc6DW4iMge_4350d36797324601adba7351d09602d2,ospa30_t6,1,4,1,2,finite_interval,2,2,identified,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,rPc6DW4iMge_4350d36797324601adba7351d09602d2,q_0.950,1,4,1,2,finite_interval,2,2,identified,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,ospa30_t6,1,22,1,2,finite_interval,2,2,identified,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,ospa30_t6,5,18,5,5,identified,5,5,identified,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,q_0.950,1,22,1,2,finite_interval,2,2,identified,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,q_0.950,5,18,5,5,identified,5,5,identified,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,ospa30_t6,1,5,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,ospa30_t6,5,1,1,,upper_unknown,,,not_reached,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,q_0.950,1,5,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,q_0.950,5,1,1,,upper_unknown,,,not_reached,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,ospa30_t6,1,25,1,3,finite_interval,3,3,identified,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,ospa30_t6,5,21,8,8,identified,8,8,identified,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,q_0.950,1,25,1,,upper_unknown,3,,upper_unknown,False,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,q_0.950,5,21,6,,upper_unknown,6,,upper_unknown,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,ospa30_t6,1,22,9,9,identified,9,9,identified,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,ospa30_t6,5,18,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,q_0.950,1,22,9,,upper_unknown,9,,upper_unknown,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,q_0.950,5,18,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,ospa30_t6,1,24,9,,upper_unknown,9,,upper_unknown,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,ospa30_t6,5,20,13,,upper_unknown,13,,upper_unknown,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,q_0.950,1,24,9,9,identified,9,9,identified,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,q_0.950,5,20,17,17,identified,17,17,identified,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,ospa30_t6,1,22,1,2,finite_interval,2,2,identified,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,ospa30_t6,5,18,5,5,identified,5,5,identified,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,q_0.950,1,22,1,2,finite_interval,2,2,identified,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,q_0.950,5,18,5,5,identified,5,5,identified,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,ospa30_t6,1,24,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,ospa30_t6,5,20,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,q_0.950,1,24,12,12,identified,12,12,identified,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,q_0.950,5,20,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,ospa30_t6,1,22,9,10,finite_interval,10,10,identified,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,ospa30_t6,5,18,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,q_0.950,1,22,9,,upper_unknown,9,,upper_unknown,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,q_0.950,5,18,13,,upper_unknown,13,,upper_unknown,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,ospa30_t6,1,4,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,q_0.950,1,4,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,ospa30_t6,1,4,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,q_0.950,1,4,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,ospa30_t6,1,4,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,q_0.950,1,4,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,ospa30_t6,1,5,1,2,finite_interval,2,2,identified,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,ospa30_t6,5,1,1,,upper_unknown,,,not_reached,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,q_0.950,1,5,1,2,finite_interval,2,2,identified,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,q_0.950,5,1,1,,upper_unknown,,,not_reached,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,ospa30_t6,1,4,3,3,identified,3,3,identified,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,q_0.950,1,4,3,3,identified,3,3,identified,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,ospa30_t6,1,4,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,q_0.950,1,4,1,2,finite_interval,2,2,identified,True,True,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,ospa30_t6,1,22,9,9,identified,9,9,identified,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,ospa30_t6,5,18,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,q_0.950,1,22,9,9,identified,9,9,identified,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,q_0.950,5,18,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,ospa30_t6,1,25,9,25,finite_interval,9,25,finite_interval,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,ospa30_t6,5,21,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,q_0.950,1,25,8,,upper_unknown,8,,upper_unknown,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,q_0.950,5,21,14,,upper_unknown,14,,upper_unknown,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,ospa30_t6,1,22,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,ospa30_t6,5,18,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,q_0.950,1,22,15,15,identified,15,15,identified,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,q_0.950,5,18,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
with_workers,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,ospa30_t6,1,5,,,not_reached,,,not_reached,False,False,definition_sensitivity_only; at_least_one_supported_cluster_is_required_not_measured
