n_primary_images,interaction_sd_assumed,building_icc_assumed,mean_images_per_building_assumed,design_effect,mde_80pct_two_sided_005,true_interaction_assumed,conditional_power,status
100,0.08,0.1,4.0,1.3,0.02555438893610732,0.04,0.992352679690616,building_sensitivity_not_empirical_interaction_icc
100,0.08,0.1,5.0,1.4,0.026519042671214174,0.04,0.9882684078561212,building_sensitivity_not_empirical_interaction_icc
100,0.08,0.2,3.0,1.4,0.026519042671214174,0.04,0.9882684078561212,building_sensitivity_not_empirical_interaction_icc
100,0.08,0.2,4.0,1.6,0.02835004911454911,0.04,0.9768628765134761,building_sensitivity_not_empirical_interaction_icc
100,0.08,0.2,5.0,1.8,0.030069767963804027,0.04,0.9613704804982451,building_sensitivity_not_empirical_interaction_icc
100,0.1,0.0,1.0,1.0,0.028015852181129685,0.02,0.5160052739761747,conditional_only_no_empirical_interaction_variance
100,0.1,0.0,1.0,1.0,0.028015852181129685,0.03,0.8508387683270561,conditional_only_no_empirical_interaction_variance
100,0.1,0.0,1.0,1.0,0.028015852181129685,0.04,0.9793266319025756,conditional_only_no_empirical_interaction_variance
100,0.1,0.0,1.0,1.0,0.028015852181129685,0.05,0.9988172507035044,conditional_only_no_empirical_interaction_variance
100,0.1,0.05,3.0,1.1,0.029383273656595855,0.04,0.9681222949028052,building_sensitivity_not_empirical_interaction_icc
100,0.1,0.05,4.0,1.15,0.030043654395731312,0.04,0.9616410375817479,building_sensitivity_not_empirical_interaction_icc
100,0.1,0.05,5.0,1.2,0.03068982841467007,0.04,0.9546312188401125,building_sensitivity_not_empirical_interaction_icc
100,0.1,0.1,3.0,1.2,0.03068982841467007,0.04,0.9546312188401125,building_sensitivity_not_empirical_interaction_icc
100,0.1,0.1,4.0,1.3,0.03194298617013415,0.04,0.939221141143696,building_sensitivity_not_empirical_interaction_icc
100,0.1,0.1,5.0,1.4,0.03314880333901772,0.04,0.9222912201112067,building_sensitivity_not_empirical_interaction_icc
100,0.1,0.2,3.0,1.4,0.03314880333901772,0.04,0.9222912201112067,building_sensitivity_not_empirical_interaction_icc
100,0.1,0.2,4.0,1.6,0.035437561393186386,0.04,0.8853791407623514,building_sensitivity_not_empirical_interaction_icc
100,0.1,0.2,5.0,1.8,0.037587209954755035,0.04,0.8464821088914319,building_sensitivity_not_empirical_interaction_icc
100,0.12,0.0,1.0,1.0,0.03361902261735562,0.02,0.3847910235713456,conditional_only_no_empirical_interaction_variance
100,0.12,0.0,1.0,1.0,0.03361902261735562,0.03,0.7054180011138003,conditional_only_no_empirical_interaction_variance
100,0.12,0.0,1.0,1.0,0.03361902261735562,0.04,0.9151812833018266,conditional_only_no_empirical_interaction_variance
100,0.12,0.0,1.0,1.0,0.03361902261735562,0.05,0.9863325815766073,conditional_only_no_empirical_interaction_variance
100,0.12,0.05,3.0,1.1,0.03525992838791503,0.04,0.8884346296322855,building_sensitivity_not_empirical_interaction_icc
100,0.12,0.05,4.0,1.15,0.03605238527487757,0.04,0.8745954467015411,building_sensitivity_not_empirical_interaction_icc
100,0.12,0.05,5.0,1.2,0.03682779409760409,0.04,0.8605825575993056,building_sensitivity_not_empirical_interaction_icc
100,0.12,0.1,3.0,1.2,0.03682779409760409,0.04,0.8605825575993056,building_sensitivity_not_empirical_interaction_icc
100,0.12,0.1,4.0,1.3,0.038331583404160985,0.04,0.8323679253014318,building_sensitivity_not_empirical_interaction_icc
100,0.12,0.1,5.0,1.4,0.03977856400682127,0.04,0.8043383670978953,building_sensitivity_not_empirical_interaction_icc
100,0.12,0.2,3.0,1.4,0.03977856400682127,0.04,0.8043383670978953,building_sensitivity_not_empirical_interaction_icc
100,0.12,0.2,4.0,1.6,0.04252507367182367,0.04,0.7502492154481467,building_sensitivity_not_empirical_interaction_icc
100,0.12,0.2,5.0,1.8,0.045104651945706044,0.04,0.7000584614160418,building_sensitivity_not_empirical_interaction_icc
