design,feature,baseline,algorithm,n_relation_eligible_images,n_supported_components,supported_component_macro_rps,total_images
within_coarse,semantic__main_primary,main,knn,54,9,0.13038439519,106
within_coarse,semantic__main_primary,main,ridge,54,9,0.12207150111,106
within_coarse,semantic__main_text,coarse,knn,54,9,0.186132986537,106
within_coarse,semantic__main_text,coarse,ridge,54,9,0.178721699593,106
within_coarse,semantic__main_text,global,knn,54,9,0.186132986537,106
within_coarse,semantic__main_text,global,ridge,54,9,0.178721699593,106
within_coarse,semantic__main_text,main,knn,54,9,0.18155892165,106
within_coarse,semantic__main_text,main,ridge,54,9,0.174147634706,106
within_coarse,semantic__position_keywords,coarse,knn,54,9,0.152990235425,106
within_coarse,semantic__position_keywords,coarse,ridge,54,9,0.136674724242,106
within_coarse,semantic__position_keywords,global,knn,54,9,0.152990235425,106
within_coarse,semantic__position_keywords,global,ridge,54,9,0.136674724242,106
within_coarse,semantic__position_keywords,main,knn,54,9,0.148416170538,106
within_coarse,semantic__position_keywords,main,ridge,54,9,0.132100659355,106
within_coarse,semantic__traits,coarse,knn,54,9,0.14141352253,106
within_coarse,semantic__traits,coarse,ridge,54,9,0.128262682097,106
within_coarse,semantic__traits,global,knn,54,9,0.14141352253,106
within_coarse,semantic__traits,global,ridge,54,9,0.128262682097,106
within_coarse,semantic__traits,main,knn,54,9,0.136839457643,106
within_coarse,semantic__traits,main,ridge,54,9,0.12368861721,106
within_coarse,semantic__traits_recheck,coarse,knn,54,9,0.14141352253,106
within_coarse,semantic__traits_recheck,coarse,ridge,54,9,0.13030999391,106
within_coarse,semantic__traits_recheck,global,knn,54,9,0.14141352253,106
within_coarse,semantic__traits_recheck,global,ridge,54,9,0.13030999391,106
within_coarse,semantic__traits_recheck,main,knn,54,9,0.136839457643,106
within_coarse,semantic__traits_recheck,main,ridge,54,9,0.125735929023,106
within_coarse,ulayout__compressed__global,coarse,knn,54,9,0.160122509498,106
within_coarse,ulayout__compressed__global,coarse,ridge,54,9,0.137213062295,106
within_coarse,ulayout__compressed__global,global,knn,54,9,0.160122509498,106
within_coarse,ulayout__compressed__global,global,ridge,54,9,0.137213062295,106
within_coarse,ulayout__compressed__global,main,knn,54,9,0.155548444612,106
within_coarse,ulayout__compressed__global,main,ridge,54,9,0.132638997408,106
within_coarse,ulayout__compressed__local16,coarse,knn,54,9,0.149985060879,106
within_coarse,ulayout__compressed__local16,coarse,ridge,54,9,0.133595303663,106
within_coarse,ulayout__compressed__local16,global,knn,54,9,0.149985060879,106
within_coarse,ulayout__compressed__local16,global,ridge,54,9,0.133595303663,106
within_coarse,ulayout__compressed__local16,main,knn,54,9,0.145410995992,106
within_coarse,ulayout__compressed__local16,main,ridge,54,9,0.129021238776,106
within_coarse,ulayout__transformer__global,coarse,knn,54,9,0.110944524237,106
within_coarse,ulayout__transformer__global,coarse,ridge,54,9,0.102041295351,106
within_coarse,ulayout__transformer__global,global,knn,54,9,0.110944524237,106
within_coarse,ulayout__transformer__global,global,ridge,54,9,0.102041295351,106
within_coarse,ulayout__transformer__global,main,knn,54,9,0.10637045935,106
within_coarse,ulayout__transformer__global,main,ridge,54,9,0.097467230464,106
within_coarse,ulayout__transformer__local16,coarse,knn,54,9,0.134069700818,106
within_coarse,ulayout__transformer__local16,coarse,ridge,54,9,0.112434734983,106
within_coarse,ulayout__transformer__local16,global,knn,54,9,0.134069700818,106
within_coarse,ulayout__transformer__local16,global,ridge,54,9,0.112434734983,106
within_coarse,ulayout__transformer__local16,main,knn,54,9,0.129495635931,106
within_coarse,ulayout__transformer__local16,main,ridge,54,9,0.107860670096,106
within_main,bilayout__fc__global,coarse,knn,54,9,0.135440638345,106
within_main,bilayout__fc__global,coarse,ridge,54,9,0.0950972123565,106
within_main,bilayout__fc__global,global,knn,54,9,0.135542375715,106
within_main,bilayout__fc__global,global,ridge,54,9,0.0949814546012,106
within_main,bilayout__fc__global,main,knn,54,9,0.135542375715,106
within_main,bilayout__fc__global,main,ridge,54,9,0.0949814546012,106
within_main,bilayout__fc__regions,coarse,knn,54,9,0.121888613079,106
within_main,bilayout__fc__regions,coarse,ridge,54,9,0.125524591108,106
within_main,bilayout__fc__regions,global,knn,54,9,0.121884669427,106
within_main,bilayout__fc__regions,global,ridge,54,9,0.125450497354,106
within_main,bilayout__fc__regions,main,knn,54,9,0.121884669427,106
within_main,bilayout__fc__regions,main,ridge,54,9,0.125450497354,106
within_main,bilayout__fg_enclosed__global,coarse,knn,54,9,0.0277370401102,106
within_main,bilayout__fg_enclosed__global,coarse,ridge,54,9,0.0545677651451,106
within_main,bilayout__fg_enclosed__global,global,knn,54,9,0.0277330964581,106
within_main,bilayout__fg_enclosed__global,global,ridge,54,9,0.0537021122558,106
within_main,bilayout__fg_enclosed__global,main,knn,54,9,0.0277330964581,106
within_main,bilayout__fg_enclosed__global,main,ridge,54,9,0.0537021122558,106
within_main,bilayout__fg_enclosed__regions,coarse,knn,54,9,0.0994604466941,106
within_main,bilayout__fg_enclosed__regions,coarse,ridge,54,9,0.0742147860019,106
within_main,bilayout__fg_enclosed__regions,global,knn,54,9,0.0997752037794,106
within_main,bilayout__fg_enclosed__regions,global,ridge,54,9,0.0742936911234,106
within_main,bilayout__fg_enclosed__regions,main,knn,54,9,0.0997752037794,106
within_main,bilayout__fg_enclosed__regions,main,ridge,54,9,0.0742936911234,106
within_main,bilayout__fg_extended__global,coarse,knn,54,9,0.043292570193,106
within_main,bilayout__fg_extended__global,coarse,ridge,54,9,0.0523937241111,106
within_main,bilayout__fg_extended__global,global,knn,54,9,0.0432886265408,106
within_main,bilayout__fg_extended__global,global,ridge,54,9,0.0521947301692,106
within_main,bilayout__fg_extended__global,main,knn,54,9,0.0432886265408,106
within_main,bilayout__fg_extended__global,main,ridge,54,9,0.0521947301692,106
within_main,bilayout__fg_extended__regions,coarse,knn,54,9,0.100201193392,106
within_main,bilayout__fg_extended__regions,coarse,ridge,54,9,0.0722174395768,106
within_main,bilayout__fg_extended__regions,global,knn,54,9,0.100515950478,106
within_main,bilayout__fg_extended__regions,global,ridge,54,9,0.0723411726539,106
within_main,bilayout__fg_extended__regions,main,knn,54,9,0.100515950478,106
within_main,bilayout__fg_extended__regions,main,ridge,54,9,0.0723411726539,106
within_main,da3__layer11__faces_concat,coarse,knn,54,9,0.108161999914,106
within_main,da3__layer11__faces_concat,coarse,ridge,54,9,0.139062957066,106
within_main,da3__layer11__faces_concat,global,knn,54,9,0.108113904702,106
within_main,da3__layer11__faces_concat,global,ridge,54,9,0.138897601869,106
within_main,da3__layer11__faces_concat,main,knn,54,9,0.108113904702,106
within_main,da3__layer11__faces_concat,main,ridge,54,9,0.138897601869,106
within_main,da3__layer11__faces_global,coarse,knn,54,9,0.128966823637,106
within_main,da3__layer11__faces_global,coarse,ridge,54,9,0.124806984686,106
within_main,da3__layer11__faces_global,global,knn,54,9,0.129066213199,106
within_main,da3__layer11__faces_global,global,ridge,54,9,0.12545505001,106
within_main,da3__layer11__faces_global,main,knn,54,9,0.129066213199,106
within_main,da3__layer11__faces_global,main,ridge,54,9,0.12545505001,106
within_main,da3__layer11__faces_local16,coarse,knn,54,9,0.142682597339,106
within_main,da3__layer11__faces_local16,coarse,ridge,54,9,0.117633041271,106
within_main,da3__layer11__faces_local16,global,knn,54,9,0.142589947359,106
within_main,da3__layer11__faces_local16,global,ridge,54,9,0.117782309563,106
within_main,da3__layer11__faces_local16,main,knn,54,9,0.142589947359,106
within_main,da3__layer11__faces_local16,main,ridge,54,9,0.117782309563,106
within_main,da3__layer11__faces_local96,coarse,knn,54,9,0.13633583756,106
within_main,da3__layer11__faces_local96,coarse,ridge,54,9,0.13375943838,106
within_main,da3__layer11__faces_local96,global,knn,54,9,0.136243187579,106
within_main,da3__layer11__faces_local96,global,ridge,54,9,0.133497579208,106
within_main,da3__layer11__faces_local96,main,knn,54,9,0.136243187579,106
within_main,da3__layer11__faces_local96,main,ridge,54,9,0.133497579208,106
within_main,da3__layer5__faces_concat,coarse,knn,54,9,0.120678568782,106
within_main,da3__layer5__faces_concat,coarse,ridge,54,9,0.116598475834,106
within_main,da3__layer5__faces_concat,global,knn,54,9,0.120452562722,106
within_main,da3__layer5__faces_concat,global,ridge,54,9,0.116360241171,106
within_main,da3__layer5__faces_concat,main,knn,54,9,0.120452562722,106
within_main,da3__layer5__faces_concat,main,ridge,54,9,0.116360241171,106
within_main,da3__layer5__faces_global,coarse,knn,54,9,0.128145925648,106
within_main,da3__layer5__faces_global,coarse,ridge,54,9,0.104767951706,106
within_main,da3__layer5__faces_global,global,knn,54,9,0.128156202246,106
within_main,da3__layer5__faces_global,global,ridge,54,9,0.104846474556,106
within_main,da3__layer5__faces_global,main,knn,54,9,0.128156202246,106
within_main,da3__layer5__faces_global,main,ridge,54,9,0.104846474556,106
within_main,da3__layer5__faces_local16,coarse,knn,54,9,0.147068104586,106
within_main,da3__layer5__faces_local16,coarse,ridge,54,9,0.114617488017,106
within_main,da3__layer5__faces_local16,global,knn,54,9,0.146886341641,106
within_main,da3__layer5__faces_local16,global,ridge,54,9,0.114459431283,106
within_main,da3__layer5__faces_local16,main,knn,54,9,0.146886341641,106
within_main,da3__layer5__faces_local16,main,ridge,54,9,0.114459431283,106
within_main,da3__layer5__faces_local96,coarse,knn,54,9,0.147880134095,106
within_main,da3__layer5__faces_local96,coarse,ridge,54,9,0.113510998054,106
within_main,da3__layer5__faces_local96,global,knn,54,9,0.14772807626,106
within_main,da3__layer5__faces_local96,global,ridge,54,9,0.113336598835,106
within_main,da3__layer5__faces_local96,main,knn,54,9,0.14772807626,106
within_main,da3__layer5__faces_local96,main,ridge,54,9,0.113336598835,106
within_main,da3__layer7__faces_concat,coarse,knn,54,9,0.123279457997,106
within_main,da3__layer7__faces_concat,coarse,ridge,54,9,0.122953868846,106
within_main,da3__layer7__faces_concat,global,knn,54,9,0.123098008065,106
within_main,da3__layer7__faces_concat,global,ridge,54,9,0.122613011999,106
within_main,da3__layer7__faces_concat,main,knn,54,9,0.123098008065,106
within_main,da3__layer7__faces_concat,main,ridge,54,9,0.122613011999,106
within_main,da3__layer7__faces_global,coarse,knn,54,9,0.126919944177,106
within_main,da3__layer7__faces_global,coarse,ridge,54,9,0.130179191426,106
within_main,da3__layer7__faces_global,global,knn,54,9,0.126738181232,106
within_main,da3__layer7__faces_global,global,ridge,54,9,0.130556472471,106
within_main,da3__layer7__faces_global,main,knn,54,9,0.126738181232,106
within_main,da3__layer7__faces_global,main,ridge,54,9,0.130556472471,106
within_main,da3__layer7__faces_local16,coarse,knn,54,9,0.143298645665,106
within_main,da3__layer7__faces_local16,coarse,ridge,54,9,0.126053856969,106
within_main,da3__layer7__faces_local16,global,knn,54,9,0.143161439557,106
within_main,da3__layer7__faces_local16,global,ridge,54,9,0.125964661093,106
within_main,da3__layer7__faces_local16,main,knn,54,9,0.143161439557,106
within_main,da3__layer7__faces_local16,main,ridge,54,9,0.125964661093,106
within_main,da3__layer7__faces_local96,coarse,knn,54,9,0.143320464038,106
within_main,da3__layer7__faces_local96,coarse,ridge,54,9,0.115801764521,106
within_main,da3__layer7__faces_local96,global,knn,54,9,0.143168406203,106
within_main,da3__layer7__faces_local96,global,ridge,54,9,0.115591272553,106
within_main,da3__layer7__faces_local96,main,knn,54,9,0.143168406203,106
within_main,da3__layer7__faces_local96,main,ridge,54,9,0.115591272553,106
within_main,da3__layer9__faces_concat,coarse,knn,54,9,0.125689954396,106
within_main,da3__layer9__faces_concat,coarse,ridge,54,9,0.127538560246,106
within_main,da3__layer9__faces_concat,global,knn,54,9,0.125637634564,106
within_main,da3__layer9__faces_concat,global,ridge,54,9,0.127366057246,106
within_main,da3__layer9__faces_concat,main,knn,54,9,0.125637634564,106
within_main,da3__layer9__faces_concat,main,ridge,54,9,0.127366057246,106
within_main,da3__layer9__faces_global,coarse,knn,54,9,0.130810313858,106
within_main,da3__layer9__faces_global,coarse,ridge,54,9,0.138803670213,106
within_main,da3__layer9__faces_global,global,knn,54,9,0.130865147292,106
within_main,da3__layer9__faces_global,global,ridge,54,9,0.139546144766,106
within_main,da3__layer9__faces_global,main,knn,54,9,0.130865147292,106
within_main,da3__layer9__faces_global,main,ridge,54,9,0.139546144766,106
within_main,da3__layer9__faces_local16,coarse,knn,54,9,0.142727152801,106
within_main,da3__layer9__faces_local16,coarse,ridge,54,9,0.141113712964,106
within_main,da3__layer9__faces_local16,global,knn,54,9,0.142589946693,106
within_main,da3__layer9__faces_local16,global,ridge,54,9,0.141068909523,106
within_main,da3__layer9__faces_local16,main,knn,54,9,0.142589946693,106
within_main,da3__layer9__faces_local16,main,ridge,54,9,0.141068909523,106
within_main,da3__layer9__faces_local96,coarse,knn,54,9,0.128601636348,106
within_main,da3__layer9__faces_local96,coarse,ridge,54,9,0.121949524566,106
within_main,da3__layer9__faces_local96,global,knn,54,9,0.128508892744,106
within_main,da3__layer9__faces_local96,global,ridge,54,9,0.121754289894,106
within_main,da3__layer9__faces_local96,main,knn,54,9,0.128508892744,106
within_main,da3__layer9__faces_local96,main,ridge,54,9,0.121754289894,106
within_main,dinov3__block11__faces_concat,coarse,knn,54,9,0.124298299807,106
within_main,dinov3__block11__faces_concat,coarse,ridge,54,9,0.10113048513,106
within_main,dinov3__block11__faces_concat,global,knn,54,9,0.124142017352,106
within_main,dinov3__block11__faces_concat,global,ridge,54,9,0.100903638826,106
within_main,dinov3__block11__faces_concat,main,knn,54,9,0.124142017352,106
within_main,dinov3__block11__faces_concat,main,ridge,54,9,0.100903638826,106
within_main,dinov3__block11__faces_global,coarse,knn,54,9,0.115980373442,106
within_main,dinov3__block11__faces_global,coarse,ridge,54,9,0.0963687939019,106
within_main,dinov3__block11__faces_global,global,knn,54,9,0.115944574324,106
within_main,dinov3__block11__faces_global,global,ridge,54,9,0.096593778501,106
within_main,dinov3__block11__faces_global,main,knn,54,9,0.115944574324,106
within_main,dinov3__block11__faces_global,main,ridge,54,9,0.096593778501,106
within_main,dinov3__block11__faces_local16,coarse,knn,54,9,0.13907052632,106
within_main,dinov3__block11__faces_local16,coarse,ridge,54,9,0.118409238024,106
within_main,dinov3__block11__faces_local16,global,knn,54,9,0.138933320212,106
within_main,dinov3__block11__faces_local16,global,ridge,54,9,0.118223080994,106
within_main,dinov3__block11__faces_local16,main,knn,54,9,0.138933320212,106
within_main,dinov3__block11__faces_local16,main,ridge,54,9,0.118223080994,106
within_main,dinov3__block11__faces_local96,coarse,knn,54,9,0.151024201952,106
within_main,dinov3__block11__faces_local96,coarse,ridge,54,9,0.114624687648,106
within_main,dinov3__block11__faces_local96,global,knn,54,9,0.150872144117,106
within_main,dinov3__block11__faces_local96,global,ridge,54,9,0.114488396766,106
within_main,dinov3__block11__faces_local96,main,knn,54,9,0.150872144117,106
within_main,dinov3__block11__faces_local96,main,ridge,54,9,0.114488396766,106
within_main,dinov3__block11__panorama_global,coarse,knn,54,9,0.138913844934,106
within_main,dinov3__block11__panorama_global,coarse,ridge,54,9,0.116308183676,106
within_main,dinov3__block11__panorama_global,global,knn,54,9,0.139013234497,106
within_main,dinov3__block11__panorama_global,global,ridge,54,9,0.115967069295,106
within_main,dinov3__block11__panorama_global,main,knn,54,9,0.139013234497,106
within_main,dinov3__block11__panorama_global,main,ridge,54,9,0.115967069295,106
within_main,dinov3__block11__panorama_local16,coarse,knn,54,9,0.124785031387,106
within_main,dinov3__block11__panorama_local16,coarse,ridge,54,9,0.110327947404,106
within_main,dinov3__block11__panorama_local16,global,knn,54,9,0.124736936174,106
within_main,dinov3__block11__panorama_local16,global,ridge,54,9,0.110287341801,106
within_main,dinov3__block11__panorama_local16,main,knn,54,9,0.124736936174,106
within_main,dinov3__block11__panorama_local16,main,ridge,54,9,0.110287341801,106
within_main,dinov3__block11__panorama_mean,coarse,knn,54,9,0.128269227658,106
within_main,dinov3__block11__panorama_mean,coarse,ridge,54,9,0.118405351431,106
within_main,dinov3__block11__panorama_mean,global,knn,54,9,0.128191429582,106
within_main,dinov3__block11__panorama_mean,global,ridge,54,9,0.117939769489,106
within_main,dinov3__block11__panorama_mean,main,knn,54,9,0.128191429582,106
within_main,dinov3__block11__panorama_mean,main,ridge,54,9,0.117939769489,106
within_main,dinov3__block12__faces_concat,coarse,knn,54,9,0.112478484074,106
within_main,dinov3__block12__faces_concat,coarse,ridge,54,9,0.0967894261407,106
within_main,dinov3__block12__faces_concat,global,knn,54,9,0.112388984753,106
within_main,dinov3__block12__faces_concat,global,ridge,54,9,0.0967194967714,106
within_main,dinov3__block12__faces_concat,main,knn,54,9,0.112388984753,106
within_main,dinov3__block12__faces_concat,main,ridge,54,9,0.0967194967714,106
within_main,dinov3__block12__faces_global,coarse,knn,54,9,0.109458086429,106
within_main,dinov3__block12__faces_global,coarse,ridge,54,9,0.0977902629458,106
within_main,dinov3__block12__faces_global,global,knn,54,9,0.109468363027,106
within_main,dinov3__block12__faces_global,global,ridge,54,9,0.0979375351412,106
within_main,dinov3__block12__faces_global,main,knn,54,9,0.109468363027,106
within_main,dinov3__block12__faces_global,main,ridge,54,9,0.0979375351412,106
within_main,dinov3__block12__faces_local16,coarse,knn,54,9,0.127173938291,106
within_main,dinov3__block12__faces_local16,coarse,ridge,54,9,0.10494746609,106
within_main,dinov3__block12__faces_local16,global,knn,54,9,0.126992175346,106
within_main,dinov3__block12__faces_local16,global,ridge,54,9,0.1049562239,106
within_main,dinov3__block12__faces_local16,main,knn,54,9,0.126992175346,106
within_main,dinov3__block12__faces_local16,main,ridge,54,9,0.1049562239,106
within_main,dinov3__block12__faces_local96,coarse,knn,54,9,0.115629667419,106
within_main,dinov3__block12__faces_local96,coarse,ridge,54,9,0.108496775695,106
within_main,dinov3__block12__faces_local96,global,knn,54,9,0.115551869343,106
within_main,dinov3__block12__faces_local96,global,ridge,54,9,0.108435353877,106
within_main,dinov3__block12__faces_local96,main,knn,54,9,0.115551869343,106
within_main,dinov3__block12__faces_local96,main,ridge,54,9,0.108435353877,106
within_main,dinov3__block12__panorama_global,coarse,knn,54,9,0.131715609467,106
within_main,dinov3__block12__panorama_global,coarse,ridge,54,9,0.107242842093,106
within_main,dinov3__block12__panorama_global,global,knn,54,9,0.131563551632,106
within_main,dinov3__block12__panorama_global,global,ridge,54,9,0.106816259909,106
within_main,dinov3__block12__panorama_global,main,knn,54,9,0.131563551632,106
within_main,dinov3__block12__panorama_global,main,ridge,54,9,0.106816259909,106
within_main,dinov3__block12__panorama_local16,coarse,knn,54,9,0.129876162918,106
within_main,dinov3__block12__panorama_local16,coarse,ridge,54,9,0.109135922375,106
within_main,dinov3__block12__panorama_local16,global,knn,54,9,0.129828067706,106
within_main,dinov3__block12__panorama_local16,global,ridge,54,9,0.109065502705,106
within_main,dinov3__block12__panorama_local16,main,knn,54,9,0.129828067706,106
within_main,dinov3__block12__panorama_local16,main,ridge,54,9,0.109065502705,106
within_main,dinov3__block12__panorama_mean,coarse,knn,54,9,0.108131296119,106
within_main,dinov3__block12__panorama_mean,coarse,ridge,54,9,0.100695845279,106
within_main,dinov3__block12__panorama_mean,global,knn,54,9,0.108038646139,106
within_main,dinov3__block12__panorama_mean,global,ridge,54,9,0.100393681566,106
within_main,dinov3__block12__panorama_mean,main,knn,54,9,0.108038646139,106
within_main,dinov3__block12__panorama_mean,main,ridge,54,9,0.100393681566,106
within_main,dinov3__block3__faces_concat,coarse,knn,54,9,0.124596051252,106
within_main,dinov3__block3__faces_concat,coarse,ridge,54,9,0.115838388181,106
within_main,dinov3__block3__faces_concat,global,knn,54,9,0.124558282274,106
within_main,dinov3__block3__faces_concat,global,ridge,54,9,0.115645265285,106
within_main,dinov3__block3__faces_concat,main,knn,54,9,0.124558282274,106
within_main,dinov3__block3__faces_concat,main,ridge,54,9,0.115645265285,106
within_main,dinov3__block3__faces_global,coarse,knn,54,9,0.123007853377,106
within_main,dinov3__block3__faces_global,coarse,ridge,54,9,0.110275006081,106
within_main,dinov3__block3__faces_global,global,knn,54,9,0.123062686812,106
within_main,dinov3__block3__faces_global,global,ridge,54,9,0.110795127472,106
within_main,dinov3__block3__faces_global,main,knn,54,9,0.123062686812,106
within_main,dinov3__block3__faces_global,main,ridge,54,9,0.110795127472,106
within_main,dinov3__block3__faces_local16,coarse,knn,54,9,0.129819429434,106
within_main,dinov3__block3__faces_local16,coarse,ridge,54,9,0.116430746639,106
within_main,dinov3__block3__faces_local16,global,knn,54,9,0.129637666488,106
within_main,dinov3__block3__faces_local16,global,ridge,54,9,0.116403688736,106
within_main,dinov3__block3__faces_local16,main,knn,54,9,0.129637666488,106
within_main,dinov3__block3__faces_local16,main,ridge,54,9,0.116403688736,106
within_main,dinov3__block3__faces_local96,coarse,knn,54,9,0.131022830355,106
within_main,dinov3__block3__faces_local96,coarse,ridge,54,9,0.115754821605,106
within_main,dinov3__block3__faces_local96,global,knn,54,9,0.130752267458,106
within_main,dinov3__block3__faces_local96,global,ridge,54,9,0.115577017649,106
within_main,dinov3__block3__faces_local96,main,knn,54,9,0.130752267458,106
within_main,dinov3__block3__faces_local96,main,ridge,54,9,0.115577017649,106
within_main,dinov3__block3__panorama_global,coarse,knn,54,9,0.126812600446,106
within_main,dinov3__block3__panorama_global,coarse,ridge,54,9,0.107570052558,106
within_main,dinov3__block3__panorama_global,global,knn,54,9,0.126216094492,106
within_main,dinov3__block3__panorama_global,global,ridge,54,9,0.107178899882,106
within_main,dinov3__block3__panorama_global,main,knn,54,9,0.126216094492,106
within_main,dinov3__block3__panorama_global,main,ridge,54,9,0.107178899882,106
within_main,dinov3__block3__panorama_local16,coarse,knn,54,9,0.132244757297,106
within_main,dinov3__block3__panorama_local16,coarse,ridge,54,9,0.108132591948,106
within_main,dinov3__block3__panorama_local16,global,knn,54,9,0.132092699462,106
within_main,dinov3__block3__panorama_local16,global,ridge,54,9,0.108003470543,106
within_main,dinov3__block3__panorama_local16,main,knn,54,9,0.132092699462,106
within_main,dinov3__block3__panorama_local16,main,ridge,54,9,0.108003470543,106
within_main,dinov3__block3__panorama_mean,coarse,knn,54,9,0.113136282244,106
within_main,dinov3__block3__panorama_mean,coarse,ridge,54,9,0.0989156376676,106
within_main,dinov3__block3__panorama_mean,global,knn,54,9,0.1129462736,106
within_main,dinov3__block3__panorama_mean,global,ridge,54,9,0.0982374836352,106
within_main,dinov3__block3__panorama_mean,main,knn,54,9,0.1129462736,106
within_main,dinov3__block3__panorama_mean,main,ridge,54,9,0.0982374836352,106
within_main,dinov3__block6__faces_concat,coarse,knn,54,9,0.148130575113,106
within_main,dinov3__block6__faces_concat,coarse,ridge,54,9,0.121689072506,106
within_main,dinov3__block6__faces_concat,global,knn,54,9,0.147989144386,106
within_main,dinov3__block6__faces_concat,global,ridge,54,9,0.121467281691,106
within_main,dinov3__block6__faces_concat,main,knn,54,9,0.147989144386,106
within_main,dinov3__block6__faces_concat,main,ridge,54,9,0.121467281691,106
within_main,dinov3__block6__faces_global,coarse,knn,54,9,0.126903543722,106
within_main,dinov3__block6__faces_global,coarse,ridge,54,9,0.104101797557,106
within_main,dinov3__block6__faces_global,global,knn,54,9,0.126766337615,106
within_main,dinov3__block6__faces_global,global,ridge,54,9,0.104284107059,106
within_main,dinov3__block6__faces_global,main,knn,54,9,0.126766337615,106
within_main,dinov3__block6__faces_global,main,ridge,54,9,0.104284107059,106
within_main,dinov3__block6__faces_local16,coarse,knn,54,9,0.128649171628,106
within_main,dinov3__block6__faces_local16,coarse,ridge,54,9,0.115557168433,106
within_main,dinov3__block6__faces_local16,global,knn,54,9,0.128497113793,106
within_main,dinov3__block6__faces_local16,global,ridge,54,9,0.115514552743,106
within_main,dinov3__block6__faces_local16,main,knn,54,9,0.128497113793,106
within_main,dinov3__block6__faces_local16,main,ridge,54,9,0.115514552743,106
within_main,dinov3__block6__faces_local96,coarse,knn,54,9,0.13837898757,106
within_main,dinov3__block6__faces_local96,coarse,ridge,54,9,0.113190553928,106
within_main,dinov3__block6__faces_local96,global,knn,54,9,0.138197224625,106
within_main,dinov3__block6__faces_local96,global,ridge,54,9,0.112993618313,106
within_main,dinov3__block6__faces_local96,main,knn,54,9,0.138197224625,106
within_main,dinov3__block6__faces_local96,main,ridge,54,9,0.112993618313,106
within_main,dinov3__block6__panorama_global,coarse,knn,54,9,0.145033208081,106
within_main,dinov3__block6__panorama_global,coarse,ridge,54,9,0.115931637936,106
within_main,dinov3__block6__panorama_global,global,knn,54,9,0.145221303972,106
within_main,dinov3__block6__panorama_global,global,ridge,54,9,0.11574865962,106
within_main,dinov3__block6__panorama_global,main,knn,54,9,0.145221303972,106
within_main,dinov3__block6__panorama_global,main,ridge,54,9,0.11574865962,106
within_main,dinov3__block6__panorama_local16,coarse,knn,54,9,0.138219208091,106
within_main,dinov3__block6__panorama_local16,coarse,ridge,54,9,0.111401442379,106
within_main,dinov3__block6__panorama_local16,global,knn,54,9,0.138082001984,106
within_main,dinov3__block6__panorama_local16,global,ridge,54,9,0.111307794297,106
within_main,dinov3__block6__panorama_local16,main,knn,54,9,0.138082001984,106
within_main,dinov3__block6__panorama_local16,main,ridge,54,9,0.111307794297,106
within_main,dinov3__block6__panorama_mean,coarse,knn,54,9,0.135899340372,106
within_main,dinov3__block6__panorama_mean,coarse,ridge,54,9,0.121247709262,106
within_main,dinov3__block6__panorama_mean,global,knn,54,9,0.135986752407,106
within_main,dinov3__block6__panorama_mean,global,ridge,54,9,0.121022205086,106
within_main,dinov3__block6__panorama_mean,main,knn,54,9,0.135986752407,106
within_main,dinov3__block6__panorama_mean,main,ridge,54,9,0.121022205086,106
within_main,dinov3__block9__faces_concat,coarse,knn,54,9,0.126964144417,106
within_main,dinov3__block9__faces_concat,coarse,ridge,54,9,0.11100926285,106
within_main,dinov3__block9__faces_concat,global,knn,54,9,0.126738138357,106
within_main,dinov3__block9__faces_concat,global,ridge,54,9,0.110816131997,106
within_main,dinov3__block9__faces_concat,main,knn,54,9,0.126738138357,106
within_main,dinov3__block9__faces_concat,main,ridge,54,9,0.110816131997,106
within_main,dinov3__block9__faces_global,coarse,knn,54,9,0.125118745651,106
within_main,dinov3__block9__faces_global,coarse,ridge,54,9,0.114033420548,106
within_main,dinov3__block9__faces_global,global,knn,54,9,0.124981539543,106
within_main,dinov3__block9__faces_global,global,ridge,54,9,0.114403103539,106
within_main,dinov3__block9__faces_global,main,knn,54,9,0.124981539543,106
within_main,dinov3__block9__faces_global,main,ridge,54,9,0.114403103539,106
within_main,dinov3__block9__faces_local16,coarse,knn,54,9,0.123402297286,106
within_main,dinov3__block9__faces_local16,coarse,ridge,54,9,0.112329356456,106
within_main,dinov3__block9__faces_local16,global,knn,54,9,0.123309647306,106
within_main,dinov3__block9__faces_local16,global,ridge,54,9,0.112237306257,106
within_main,dinov3__block9__faces_local16,main,knn,54,9,0.123309647306,106
within_main,dinov3__block9__faces_local16,main,ridge,54,9,0.112237306257,106
within_main,dinov3__block9__faces_local96,coarse,knn,54,9,0.143327515115,106
within_main,dinov3__block9__faces_local96,coarse,ridge,54,9,0.112471418522,106
within_main,dinov3__block9__faces_local96,global,knn,54,9,0.14317545728,106
within_main,dinov3__block9__faces_local96,global,ridge,54,9,0.112314895837,106
within_main,dinov3__block9__faces_local96,main,knn,54,9,0.14317545728,106
within_main,dinov3__block9__faces_local96,main,ridge,54,9,0.112314895837,106
within_main,dinov3__block9__panorama_global,coarse,knn,54,9,0.130562264076,106
within_main,dinov3__block9__panorama_global,coarse,ridge,54,9,0.120683013989,106
within_main,dinov3__block9__panorama_global,global,knn,54,9,0.130611108747,106
within_main,dinov3__block9__panorama_global,global,ridge,54,9,0.120697471206,106
within_main,dinov3__block9__panorama_global,main,knn,54,9,0.130611108747,106
within_main,dinov3__block9__panorama_global,main,ridge,54,9,0.120697471206,106
