base_task_id,building_id,stage,k_from,k_to,replicates,material_output_change_rate,mean_output_distance_when_both_resolved,delivery_adjusted_quality_gain,resolved_pair_quality_gain,resolved_pair_replicates
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,P1,12,13,200,0.0,0.0021063893935873547,-0.003386795999999981,-0.003386795999999981,200
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,C1,3,4,200,0.0,0.0035714248655315684,0.0054413222243663425,0.0054413222243663425,200
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,C1,4,5,200,0.0,0.0031258198453173237,0.0011771350117185536,0.0011771350117185536,200
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,C1,5,6,200,0.0,0.0024325398673113547,0.004115499058825218,0.004115499058825218,200
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,C1,6,7,200,0.0,0.0022071920860717836,0.0022443224018859798,0.0022443224018859798,200
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,C1,7,8,200,0.0,0.001990396756793834,0.0019922897786396527,0.0019922897786396527,200
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,C1,8,9,200,0.0,0.001908704297381002,0.0013540125242381068,0.0013540125242381068,200
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,C1,9,10,200,0.0,0.0018728749622979085,0.0015129313030217346,0.0015129313030217346,200
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,C1,10,11,200,0.0,0.0016019250318188138,0.0007249777420351067,0.0007249777420351067,200
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,C1,11,12,200,0.0,0.0014504129191255056,0.002696690737563367,0.002696690737563367,200
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,C1,12,13,200,0.0,0.0013442981085261907,0.002158012329610567,0.002158012329610567,200
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,P1,3,4,200,0.035,0.0033011526867823132,-0.0220628343,0.006380150673575131,193
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,P1,4,5,200,0.04,0.002076961738623879,-0.038407430549999996,0.0008550941621621634,185
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,P1,5,6,200,0.085,0.002332465191119476,-0.08261199065,0.0007211874404761927,168
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,P1,6,7,200,0.055,0.001757358680650416,-0.052129841749999996,0.0020563425477707017,157
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,P1,7,8,200,0.08,0.0017418602663678872,-0.0791230844,-0.0010556797872340424,141
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,P1,8,9,200,0.065,0.0015426398502407738,-0.06306232015,0.0009547284374999999,128
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,P1,9,10,200,0.07,0.0015271738109725412,-0.0682668779,0.0005669617543859663,114
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,P1,10,11,200,0.08,0.0014381828268419088,-0.07836687145,0.0004821976530612247,98
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,P1,11,12,200,0.11,0.001009799663733993,-0.1078022715,0.00024201815789473704,76
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,P1,12,13,200,0.125,0.0008917386763732638,-0.12288840125,-0.0009405490196078434,51
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,P1,3,4,200,0.225,0.0005508814102564103,0.1471768605,0.0015495425641025658,39
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,P1,4,5,200,0.215,0.001633872860870732,0.07671982515,0.003429416811594205,69
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,P1,5,6,200,0.325,0.0014574920932443314,0.054607139449999995,0.0028510275675675697,74
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,P1,6,7,200,0.235,0.0010419573102678572,-0.03888771135,0.0027250211904761936,84
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,P1,7,8,200,0.22,0.0031539068080501513,-0.05340373825,0.005955875890410963,73
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,P1,8,9,200,0.215,0.0008544921875,-0.0971063485,0.0017631592592592619,54
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,P1,9,10,200,0.17,0.0009847005208333333,-0.12467103225000001,0.0020144053333333357,30
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,P1,10,11,200,0.08,0.0,-0.040977983,0.0,18
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,P1,11,12,200,0.075,0.0030691964285714285,-0.0521774508,0.008633165714285724,7
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,P1,12,13,200,0.035,0.0,-0.026884656450000002,0.0,1
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,P1,3,4,200,0.14,0.006866504430497904,0.0244350407,0.002891033647058827,170
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,P1,4,5,200,0.065,0.005360309176490744,-0.0365338593,0.0011390001142857153,175
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,P1,5,6,200,0.055,0.005565495613589759,-0.05084600235,0.0013210767469879507,166
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,P1,6,7,200,0.005,0.004959607814681622,-0.004310083450000001,0.0005620426666666656,165
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,P1,7,8,200,0.035,0.005630790402494995,-0.0313170133,0.0022985094303797494,158
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,P1,8,9,200,0.065,0.0042505759568708746,-0.059749305249999995,0.00134317131034483,145
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,P1,9,10,200,0.055,0.003146848450956276,-0.0520650935,-0.000296328731343286,134
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,P1,10,11,200,0.07,0.00360981188330196,-0.06563991834999999,0.0011765020000000033,120
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,P1,11,12,200,0.095,0.00395435395656868,-0.0890711578,0.00249171821782178,101
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,P1,12,13,200,0.1,0.003243107632340145,-0.09538699575,-0.0016433807407407453,81
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,C1,3,4,200,0.04,0.001859206717477385,0.0010372341935706358,0.00047708993303970766,187
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,C1,4,5,200,0.03,0.0018346124099846697,0.01043885270755694,0.0008720995621149995,189
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,C1,5,6,200,0.035,0.0013789025513658959,0.024642080367136346,0.0005896964870841919,192
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,C1,6,7,200,0.015,0.0016914419475943623,-0.004326519986134848,0.0006238513804382405,196
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,C1,7,8,200,0.01,0.0012686024729134746,0.009431221399691504,-0.0003578577099449754,197
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,C1,8,9,200,0.005,0.0011954007490716802,0.005170233394636181,0.00023350658861493153,199
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,C1,9,10,200,0.0,0.0011432515706189855,1.3046031175752982e-05,1.3046031175752982e-05,200
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,C1,10,11,200,0.0,0.0009775935334016077,0.0002275256449765911,0.0002275256449765911,200
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,C1,11,12,200,0.0,0.0009015218667911024,-0.0002595691032358949,-0.0002595691032358949,200
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,C1,12,13,200,0.0,0.0007031343577502008,0.0001417526468681346,0.0001417526468681346,200
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,P1,3,4,200,0.28,0.0021031188232451697,0.18003024685,-0.0010114163076923068,65
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,P1,4,5,200,0.32,0.0017583977231528873,0.05893462715,-0.0005822524719101124,89
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,P1,5,6,200,0.33,0.003766803175196251,-0.10878218335,-0.0049411278313253,83
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,P1,6,7,200,0.255,0.0018802758358168019,-0.16663430070000002,-0.0011910337288135598,59
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,P1,7,8,200,0.215,0.0017957597719013693,-0.1132103367,0.003169231666666665,30
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,P1,8,9,200,0.105,0.0014775161626456128,-0.07941822545,-7.502777777777957e-05,18
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,P1,9,10,200,0.075,0.00887790250195064,-0.0637983941,0.02672820749999999,4
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,P1,10,11,200,0.02,,-0.019376729250000002,,0
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,P1,11,12,200,0.0,,0.0,,0
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,P1,12,13,200,0.0,,0.0,,0
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,C1,3,4,200,0.27,0.0019279873245350062,0.12120968146003956,-0.0056527491455628685,66
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,C1,4,5,200,0.245,0.004149268642905293,0.07963877521697568,-0.005062253743451951,90
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,C1,5,6,200,0.19,0.004588845211207041,-0.028211028134698824,-0.0036645762224496404,101
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,C1,6,7,200,0.245,0.0046906672703195835,-0.0964687038318489,-0.0010044249546896427,82
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,C1,7,8,200,0.16,0.004320250833489164,-0.0616630438636096,0.005501474480154627,73
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,C1,8,9,200,0.11,0.0027834347365819252,-0.0754738885467157,0.0008819212348489214,63
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,C1,9,10,200,0.08,0.003960193565530092,-0.03749717105669339,-0.0008363090006349181,54
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,C1,10,11,200,0.115,0.0031072722841813632,-0.10773738644044097,-0.0006804177340227424,35
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,C1,11,12,200,0.055,0.003482557893021987,-0.05127488884511314,0.007139798974311194,24
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,C1,12,13,200,0.045,0.0,-0.04309235237068976,0.0,15
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,C1,3,4,200,0.39,0.0031700755868165754,0.029412694777067493,0.0022889839693806045,117
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,C1,4,5,200,0.36,0.002322781642280388,-0.28509797552296806,0.000986550024887007,92
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,C1,5,6,200,0.225,0.0015595597076251582,-0.20405225550976197,0.0010753062055472524,52
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,C1,6,7,200,0.085,0.0026866172904841928,-0.07587543023844275,0.0036015695162136332,35
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,C1,7,8,200,0.095,0.0014144981360410397,-0.0853259474816638,-0.002076635851039829,16
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,C1,8,9,200,0.04,0.0016508062059593237,-0.03534228336749579,0.002613221855342379,8
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,C1,9,10,200,0.03,0.0022230902141258113,-0.026610209587650566,-0.008784199446513263,2
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,C1,10,11,200,0.005,0.0,-0.004416704440658362,0.0,1
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,C1,11,12,200,0.005,,-0.004368991441748055,,0
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,C1,12,13,200,0.0,,0.0,,0
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,P1,3,4,200,0.3,0.005514596973421908,-0.02598623795,0.0047317826771653545,127
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,P1,4,5,200,0.305,0.004029442682441929,-0.17053119165,0.002934816190476192,105
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,P1,5,6,200,0.245,0.004627844088332418,-0.2124084135,0.00572427782608695,69
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,P1,6,7,200,0.115,0.0038396400712760372,-0.1048133594,0.0006071542553191498,47
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,P1,7,8,200,0.095,0.0047180799635195125,-0.0866061697,0.00021708821428571636,28
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,P1,8,9,200,0.075,0.003388045877653947,-0.0679725437,0.0010957330769230966,13
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,P1,9,10,200,0.045,0.003853934151785726,-0.04083686185,-0.002507780000000015,4
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,P1,10,11,200,0.015,0.0,-0.013571800850000001,0.0,1
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,P1,11,12,200,0.005,,-0.00449049655,,0
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,P1,12,13,200,0.0,,0.0,,0
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,C1,3,4,200,0.295,0.0007934303272350206,0.09923334389054131,-0.00024047456086813808,56
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,C1,4,5,200,0.385,0.0012758317152453862,0.07824267883394688,-0.00012147997133287048,67
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,C1,5,6,200,0.365,0.0015331790314236074,-0.07542250776177617,0.0003213577481130703,69
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,C1,6,7,200,0.305,0.003501290618364303,-0.18784851999147129,0.001771076793565079,45
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,C1,7,8,200,0.175,0.00531016153197082,-0.14628035110625842,-0.002364047658641849,20
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,C1,8,9,200,0.09,0.002301130024089567,-0.0801388155271576,0.0007257719126112875,3
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,C1,9,10,200,0.015,,-0.01389899161586169,,0
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,C1,10,11,200,0.0,,0.0,,0
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,C1,11,12,200,0.0,,0.0,,0
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,C1,12,13,200,0.0,,0.0,,0
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,C1,3,4,200,0.27,0.0006214124642674774,0.15207559338687188,-0.001501519930938267,84
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,C1,4,5,200,0.29,0.0027137542012505766,-0.02470171943455848,0.00356758899250198,95
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,C1,5,6,200,0.375,0.0013220359503563826,-0.08047574953843575,-0.0032082867755506665,73
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,C1,6,7,200,0.305,0.0013056862863074874,-0.19872370711335718,-0.0029151455679794144,48
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,C1,7,8,200,0.13,0.0026181426696363437,-0.11607263661481478,0.0033832630156113634,30
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,C1,8,9,200,0.105,0.0014738199987995612,-0.09547365682893812,0.007007093011045246,9
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,C1,9,10,200,0.04,0.0,-0.03749778780974094,0.0,1
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,C1,10,11,200,0.0,0.0,0.0,0.0,1
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,C1,11,12,200,0.005,,-0.004695411874669809,,0
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,C1,12,13,200,0.0,,0.0,,0
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,P1,3,4,200,0.025,0.005699013404414533,0.025274520199999997,0.0024992878461538434,195
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,P1,4,5,200,0.0,0.0037414218218179435,0.00013459224999999963,0.00013459224999999963,200
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,P1,5,6,200,0.0,0.004269648514427729,0.0030826627000000006,0.0030826627000000006,200
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,P1,6,7,200,0.0,0.0028625917933751206,0.0008994930500000009,0.0008994930500000009,200
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,P1,7,8,200,0.0,0.002680092374508691,0.0011573432499999987,0.0011573432499999987,200
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,P1,8,9,200,0.0,0.0025820079611278486,0.0011193091499999996,0.0011193091499999996,200
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,P1,9,10,200,0.0,0.0020645422684291976,0.0002202847999999996,0.0002202847999999996,200
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,P1,10,11,200,0.0,0.0018866518299582825,0.0008183878999999994,0.0008183878999999994,200
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,P1,11,12,200,0.0,0.0021337899645070112,-0.00023150525000000143,-0.00023150525000000143,200
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,P1,12,13,200,0.0,0.0022093265144149956,0.001697768999999999,0.001697768999999999,200
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,P1,3,4,200,0.015,0.006251489308357039,0.014153198600000002,0.0007614184263959416,197
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,P1,4,5,200,0.0,0.0044405873388896734,0.0019780139999999976,0.0019780139999999976,200
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,P1,5,6,200,0.0,0.004406907959958223,0.00014713449999999794,0.00014713449999999794,200
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,P1,6,7,200,0.0,0.0036913319965355307,-0.0004608092000000008,-0.0004608092000000008,200
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,P1,7,8,200,0.0,0.0037581208946848494,-0.000585559050000003,-0.000585559050000003,200
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,P1,8,9,200,0.0,0.003150808957806274,0.00024081929999999696,0.00024081929999999696,200
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,P1,9,10,200,0.0,0.003448382256693082,-0.000838735100000002,-0.000838735100000002,200
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,P1,10,11,200,0.0,0.002911712197705734,0.0010923711999999953,0.0010923711999999953,200
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,P1,11,12,200,0.0,0.003114708551384289,-0.0005818508,-0.0005818508,200
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,P1,12,13,200,0.0,0.0029455013227732956,0.0007315425499999961,0.0007315425499999961,200
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,P1,3,4,200,0.02,0.004216723267517902,0.02450354405,0.005572616428571429,196
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,P1,4,5,200,0.0,0.003313485674047102,0.0018105116499999969,0.0018105116499999969,200
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,P1,5,6,200,0.0,0.0024937314877070947,0.0006594616000000003,0.0006594616000000003,200
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,P1,6,7,200,0.0,0.002151998071494572,0.0009246906499999985,0.0009246906499999985,200
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,P1,7,8,200,0.0,0.0016742436004182797,0.0002524297999999975,0.0002524297999999975,200
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,P1,8,9,200,0.0,0.0013502450886306433,0.0002601764499999987,0.0002601764499999987,200
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,P1,9,10,200,0.0,0.001812711579032431,9.783784999999767e-05,9.783784999999767e-05,200
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,P1,10,11,200,0.0,0.0017872175978696787,0.0009434415499999954,0.0009434415499999954,200
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,P1,11,12,200,0.0,0.0011898205165383768,0.0006134058000000003,0.0006134058000000003,200
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,P1,12,13,200,0.0,0.0009250901333573519,0.00037717659999999767,0.00037717659999999767,200
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,P1,3,4,200,0.0,0.0031100522117273916,0.002874595549999999,0.002874595549999999,200
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,P1,4,5,200,0.0,0.0027100353638002178,-0.0009467773000000007,-0.0009467773000000007,200
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,P1,5,6,200,0.0,0.002709600414751184,-0.0004950970499999974,-0.0004950970499999974,200
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,P1,6,7,200,0.0,0.001735498831622192,0.0012548271499999968,0.0012548271499999968,200
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,P1,7,8,200,0.0,0.0017153692305933233,-0.0005994127999999954,-0.0005994127999999954,200
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,P1,8,9,200,0.0,0.0021568681309198767,0.0004955105499999995,0.0004955105499999995,200
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,P1,9,10,200,0.0,0.0019052497495362043,-0.0008438799999999952,-0.0008438799999999952,200
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,P1,10,11,200,0.0,0.001642862353261666,0.001315713799999998,0.001315713799999998,200
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,P1,11,12,200,0.0,0.0013397982364335558,-0.0018224442499999954,-0.0018224442499999954,200
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,P1,12,13,200,0.0,0.0013737824333075622,0.0012546836999999971,0.0012546836999999971,200
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,C1,3,4,200,0.405,0.0030315863097907132,0.16694858936369267,-0.001606919328094484,64
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,C1,4,5,200,0.39,0.0011724134362333782,-0.0008827911785100361,-0.0003144826153692565,87
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,C1,5,6,200,0.36,0.0030201210056255245,-0.20917298041224403,0.001476309614123686,63
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,C1,6,7,200,0.205,0.0059570454912207665,-0.15284993867937843,-0.008583071569559314,32
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,C1,7,8,200,0.13,0.006077551031027522,-0.08318114305112385,-0.005884455574683052,9
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,C1,8,9,200,0.035,0.011914090982441533,-0.026998551688341667,-0.017166143139118628,4
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,C1,9,10,200,0.01,0.0,-0.007717591928757976,0.0,2
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,C1,10,11,200,0.01,,-0.007552200313182744,,0
