image_id,condition,cut,n,mean_abs_seen_count_difference,mean_abs_supported_count_difference,max_abs_supported_count_difference
jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,manual,0.05,2,0,0,0
jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,manual,0.1,2,0,0,0
jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,manual,0.2,2,0,0,0
jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,manual,0.05,2,0,0,0
jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,manual,0.1,2,0,0,0
jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,manual,0.2,2,0,0,0
jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,manual,0.05,2,0,0,0
jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,manual,0.1,2,0,0,0
jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,manual,0.2,2,0,0,0
jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c,manual,0.05,1,0,0,0
jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c,manual,0.1,1,0,0,0
jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c,manual,0.2,1,0,0,0
jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,manual,0.05,2,0,0,0
jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,manual,0.1,2,0,0,0
jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,manual,0.2,2,0,0,0
jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,manual,0.05,3,0.0144444444443,0.0144444444443,0.043333333333
jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,manual,0.1,3,0,0,0
jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,manual,0.2,3,0,0,0
jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,manual,0.05,3,0,0,0
jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,manual,0.1,3,0,0,0
jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,manual,0.2,3,0,0,0
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,0.05,6,0.0266666666667,0.0266666666668,0.0566666666666
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,0.1,6,0.371666666667,0.233333333333,0.56
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,0.2,6,0,0,0
jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a,manual,0.05,1,0,0,0
jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a,manual,0.1,1,0,0,0
jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a,manual,0.2,1,0,0,0
jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,0.05,1,0,0,0
jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,0.1,1,0,0,0
jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,0.2,1,0,0,0
jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,0.05,2,0,0,0
jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,0.1,2,0,0,0
jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,0.2,2,0,0,0
jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,0.05,1,0,0,0
jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,0.1,1,0,0,0
jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,0.2,1,0,0,0
jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,0.05,2,0,0,0
jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,0.1,2,0,0,0
jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,0.2,2,0,0,0
jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,0.05,1,0,0,0
jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,0.1,1,0,0,0
jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,0.2,1,0,0,0
jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,0.05,4,0,0,0
jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,0.1,4,0.0883333333332,0.0883333333332,0.19
jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,0.2,4,0.0075,0.0025,0.01
jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,manual,0.05,2,0,0,0
jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,manual,0.1,2,0,0,0
jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,manual,0.2,2,0,0,0
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,manual,0.05,1,0,0,0
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,manual,0.1,1,0,0,0
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,manual,0.2,1,0,0,0
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.05,4,0,0,0
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.1,4,0.0008333333335,0.0008333333335,0.003333333334
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,0.2,4,0.0191666666665,0.0191666666665,0.076666666666
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.05,4,0.0158333333332,0.0158333333333,0.04
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.1,4,0.00583333333325,0.00583333333325,0.023333333333
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,0.2,4,0.00916666666675,0.00916666666675,0.02
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.05,1,0,0,0
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.1,1,0,0,0
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,0.2,1,0,0,0
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,0.05,1,0,0,0
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,0.1,1,0,0,0
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,0.2,1,0,0,0
pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,manual,0.05,3,6.66651918853e-13,1.66533453694e-16,3.33066907389e-16
pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,manual,0.1,3,6.66651918853e-13,1.66533453694e-16,3.33066907389e-16
pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,manual,0.2,3,6.66651918853e-13,1.66533453694e-16,3.33066907389e-16
pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,manual,0.05,6,0,0,0
pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,manual,0.1,6,0,0,0
pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,manual,0.2,6,0,0,0
pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,manual,0.05,1,0,0,0
pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,manual,0.1,1,0,0,0
pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,manual,0.2,1,0,0,0
pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,manual,0.05,1,0,0,0
pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,manual,0.1,1,0,0,0
pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,manual,0.2,1,0,0,0
pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,manual,0.05,3,0.001111111111,0.001111111111,0.003333333333
pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,manual,0.1,3,0.001111111111,0.001111111111,0.003333333333
pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,manual,0.2,3,0,0,0
pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,manual,0.05,5,0,0,0
pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,manual,0.1,5,0,0,0
pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,manual,0.2,5,0,0,0
pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5,manual,0.05,2,0,0,0
pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5,manual,0.1,2,0,0,0
pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5,manual,0.2,2,0,0,0
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,0.05,19,0.0463619575256,0.0463619575254,0.132280701754
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,0.1,19,0.223684210527,0.186315789474,0.360732714137
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,0.2,19,0.0921268082484,0.0515173899662,0.123539731682
pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,manual,0.05,2,0,0,0
pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,manual,0.1,2,0,0,0
pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,manual,0.2,2,0,0,0
pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,manual,0.05,2,0,0,0
pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,manual,0.1,2,0,0,0
pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,manual,0.2,2,0,0,0
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,manual,0.05,2,0,0,0
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,manual,0.1,2,0,0,0
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,manual,0.2,2,0,0,0
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,manual,0.05,2,0,0,0
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,manual,0.1,2,0,0,0
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,manual,0.2,2,0,0,0
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,manual,0.05,1,0,0,0
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,manual,0.1,1,0,0,0
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,manual,0.2,1,0,0,0
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,manual,0.05,2,0,0,0
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,manual,0.1,2,0,0,0
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,manual,0.2,2,0,0,0
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,manual,0.05,3,6.66651918853e-13,1.66533453694e-16,3.33066907389e-16
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,manual,0.1,3,0.00222222222233,0.00222222222233,0.006666666667
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,manual,0.2,3,0.0144444444443,0.0144444444443,0.043333333333
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,manual,0.05,1,0,0,0
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,manual,0.1,1,0,0,0
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,manual,0.2,1,0,0,0
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,manual,0.05,6,1.33334084514e-12,1.9428902931e-16,6.66133814778e-16
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,manual,0.1,6,1.33334084514e-12,1.9428902931e-16,6.66133814778e-16
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,manual,0.2,6,0.102777777778,0.102777777778,0.2
pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,manual,0.05,3,0.028888888889,0.028888888889,0.086666666667
pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,manual,0.1,3,0.0222222222223,0.0222222222223,0.066666666667
pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,manual,0.2,3,0.011111111111,0.011111111111,0.033333333333
pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,manual,0.05,1,0,0,0
pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,manual,0.1,1,0,0,0
pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,manual,0.2,1,0,0,0
pa4otMbVnkk_eac7bdc24b24474ba38b8b0b5acd62f6,manual,0.05,1,0,0,0
pa4otMbVnkk_eac7bdc24b24474ba38b8b0b5acd62f6,manual,0.1,1,0,0,0
pa4otMbVnkk_eac7bdc24b24474ba38b8b0b5acd62f6,manual,0.2,1,0,0,0
pa4otMbVnkk_f6005da79d2c43ba820db8124a4287d1,manual,0.05,1,0,0,0
pa4otMbVnkk_f6005da79d2c43ba820db8124a4287d1,manual,0.1,1,0,0,0
pa4otMbVnkk_f6005da79d2c43ba820db8124a4287d1,manual,0.2,1,0,0,0
pa4otMbVnkk_fc4ee7e59f32491d9817b3a9a5b5e9b1,manual,0.05,1,0,0,0
pa4otMbVnkk_fc4ee7e59f32491d9817b3a9a5b5e9b1,manual,0.1,1,0,0,0
pa4otMbVnkk_fc4ee7e59f32491d9817b3a9a5b5e9b1,manual,0.2,1,0,0,0
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,manual,0.05,5,0.034,0.034,0.07
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,manual,0.1,5,0.018,0.016,0.08
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,manual,0.2,5,0,0,0
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,semi,0.05,4,0,0,0
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,semi,0.1,4,0,0,0
q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,semi,0.2,4,0,0,0
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,0.05,24,0.460426587302,0.31531573499,0.638109435994
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,0.1,24,0,0,0
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,manual,0.2,24,0,0,0
q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,manual,0.05,5,0.008,0.008,0.02
q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,manual,0.1,5,0.014,0.008,0.02
q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,manual,0.2,5,0.03,0.018,0.07
q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,manual,0.05,3,6.66651918853e-13,1.66533453694e-16,3.33066907389e-16
q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,manual,0.1,3,6.66651918853e-13,1.66533453694e-16,3.33066907389e-16
q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,manual,0.2,3,6.66651918853e-13,1.66533453694e-16,3.33066907389e-16
q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,manual,0.05,5,0.02,0.004,0.02
q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,manual,0.1,5,0,0,0
q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,manual,0.2,5,0,0,0
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,0.05,6,0.04,0.0394444444444,0.113333333333
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,0.1,6,0,0,0
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,0.2,6,0,0,0
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,semi,0.05,4,0,0,0
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,semi,0.1,4,0.01,0.005,0.02
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,semi,0.2,4,0.015,0.0075,0.03
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,0.05,24,0.0269581686434,0.020983750549,0.05046113307
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,0.1,24,0.265277777778,0.163194444444,0.356252587991
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,manual,0.2,24,0.134444444445,0.0860809178744,0.169183135705
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,0.05,24,0.0413552188552,0.0785185185185,0.191594202899
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,0.1,24,0.493786549708,0.227318927259,0.382134387352
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,semi,0.2,24,0.0164009661836,0.0212439613527,0.069130434783
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,manual,0.05,5,0.008,0.01,0.05
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,manual,0.1,5,0.022,0.012,0.06
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,manual,0.2,5,0.018,0.012,0.06
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,semi,0.05,3,0,0,0
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,semi,0.1,3,0,0,0
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,semi,0.2,3,0,0,0
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,0.05,24,0.355231481482,0.130214327184,0.335652173913
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,0.1,24,0.0414734299517,0.0278623188407,0.095652173913
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,manual,0.2,24,0,0,0
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,0.05,6,0.072222222222,0.0722222222221,0.14
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,0.1,6,0.0194444444445,0.00611111111117,0.036666666667
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,manual,0.2,6,0.0161111111112,0.00277777777783,0.016666666667
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,manual,0.05,5,0.04,0.016,0.08
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,manual,0.1,5,0.038,0.016,0.08
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,manual,0.2,5,0.022,0.006,0.03
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,0.05,5,0,5.55111512313e-17,2.77555756157e-16
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,0.1,5,0,5.55111512313e-17,2.77555756157e-16
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,manual,0.2,5,0,5.55111512313e-17,2.77555756157e-16
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,0.05,24,0.309315476191,0.126403727534,0.326527187534
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,0.1,24,0.213609631496,0.244810370789,0.65644770494
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,manual,0.2,24,0.0438768115942,0.000996376811583,0.023043478261
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,manual,0.05,5,0.024,0.028,0.07
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,manual,0.1,5,0.024,0.006,0.03
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,manual,0.2,5,0.012,0.008,0.04
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,0.05,23,0.133674351715,0.0501388244627,0.177351778656
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,0.1,23,0.0230434782608,0.0204725897921,0.093992094862
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,manual,0.2,23,0.0290307612992,0.0293400927995,0.094743083004
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,0.05,5,0,5.55111512313e-17,2.77555756157e-16
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,0.1,5,0.012,0.012,0.04
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,manual,0.2,5,0.018,0.018,0.07
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,0.05,24,0.131433080808,0.0420854136328,0.110315512101
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,0.1,24,0.235036231884,0.0835364514712,0.157233621137
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,manual,0.2,24,0.106707290294,0.114332454985,0.266819542462
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,manual,0.05,24,0.242083333333,0.0462555712597,0.144057971014
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,manual,0.1,24,0.0470651389674,0.0291577263316,0.083675889328
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,manual,0.2,24,0.02652566033,0.0180557124035,0.0592753623184
rPc6DW4iMge_4350d36797324601adba7351d09602d2,manual,0.05,5,0.058,0.038,0.19
rPc6DW4iMge_4350d36797324601adba7351d09602d2,manual,0.1,5,0,0,0
rPc6DW4iMge_4350d36797324601adba7351d09602d2,manual,0.2,5,0,0,0
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,0.05,23,0.636956521739,0.162715402783,0.348752117447
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,0.1,23,0.18381355089,0.146872922123,0.270807453416
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,manual,0.2,23,0.0153308128545,0.000302457466913,0.006956521739
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,manual,0.05,6,0.053888888889,0.028888888889,0.0866666666667
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,manual,0.1,6,0.0316666666667,0.0294444444444,0.083333333333
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,manual,0.2,6,0.051111111111,0.026111111111,0.08
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,semi,0.05,22,0.105599173554,0.0822727272726,0.166555023923
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,semi,0.1,22,0.0930479821334,0.0451991914644,0.143007518797
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,semi,0.2,22,0.336818181818,0.0886363636363,0.221079972659
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,manual,0.05,24,0.302023809524,0.174137100822,0.352182662539
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,manual,0.1,24,0.0242512077295,0.0225785024155,0.079130434783
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,manual,0.2,24,0.0407065217391,0.0358756038648,0.073043478261
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,manual,0.05,22,0.0460781084944,0.0514869819176,0.112009569378
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,manual,0.1,22,0.0392218392351,0.0067223661976,0.028531623176
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,manual,0.2,22,0.126276400368,0.0349007362842,0.07896894643
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,manual,0.05,24,0.4125,0.211371870883,0.446007905139
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,manual,0.1,24,0.683888888889,0.225565610337,0.433768115942
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,manual,0.2,24,0.026770970818,0.0194495910492,0.108791643139
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,0.05,23,0.374949832776,0.244522207471,0.494546941818
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,0.1,23,0.356384439359,0.143283694715,0.327351778656
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,manual,0.2,23,0.0267107750472,0.000302457466913,0.006956521739
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,0.05,24,0.047636693017,0.0411742424241,0.100316205532
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,0.1,24,0.0966036137779,0.0736835748792,0.1654432524
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,manual,0.2,24,0.180092592593,0.117731481481,0.196663430645
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,0.05,23,0.113457638769,0.0337122235042,0.083399209485
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,0.1,23,0.100372916309,0.098217906857,0.298988974412
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,manual,0.2,23,0.434347826087,0.137037903484,0.326467756231
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,manual,0.05,5,0.022,0.022,0.05
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,manual,0.1,5,0.036,0.036,0.11
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,manual,0.2,5,0.006,0.008,0.02
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,manual,0.05,5,0,5.55111512313e-17,2.77555756157e-16
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,manual,0.1,5,0.018,0.018,0.05
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,manual,0.2,5,0.038,0.02,0.07
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,manual,0.05,5,0.008,0.008,0.03
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,manual,0.1,5,0.028,0.028,0.08
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,manual,0.2,5,0.008,0.004,0.02
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,manual,0.05,6,0.005,0.0116666666667,0.04
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,manual,0.1,6,0.01,0.02,0.06
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,manual,0.2,6,0,0,0
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,semi,0.05,4,0.0166666666667,0.0166666666668,0.036666666667
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,semi,0.1,4,0.0258333333332,0.0258333333332,0.09
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,semi,0.2,4,0.015,0.01,0.04
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,0.05,5,0.018,0.008,0.04
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,0.1,5,0.028,0.01,0.05
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,manual,0.2,5,0.024,1.11022302463e-17,5.55111512313e-17
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,0.05,4,0.0075,0.0025,0.01
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,0.1,4,0.0125,0.0025,0.01
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,semi,0.2,4,0.0075,0.0075,0.03
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,manual,0.05,5,0.262,0.136,0.37
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,manual,0.1,5,0.046,0.016,0.08
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,manual,0.2,5,0,0,0
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,0.05,5,0.03,0.022,0.06
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,semi,0.1,5,0.024,0.006,0.03
