condition,image_a,image_b,n_a,n_b,point_disagreement_a,point_disagreement_b,modes_a,modes_b,geometry_a,geometry_b,late_novelty_a,late_novelty_b,late_novelty_gap
manual,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,5,5,0.4,0.4,1,1,0.106489725455,0.0290902680518,0.445,0.19,0.255
manual,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,5,5,0,0,1,1,0.0481958237761,0.0464576800103,0,0.255,0.255
manual,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,5,5,0.7,0.7,1,1,0.0812562313061,0.180448725339,0.38,0.635,0.255
manual,pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,6,5,0,0,1,1,0.0189958136136,0.0464576800103,0,0.255,0.255
manual,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,6,5,0,0,1,1,0.051944120064,0.0464576800103,0,0.255,0.255
manual,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,5,5,0,0,1,1,0.0669165717656,0.0464576800103,0,0.255,0.255
manual,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,5,5,0,0,1,1,0.0439571090047,0.0464576800103,0,0.255,0.255
manual,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,6,5,0,0,2,1,0.0665414562367,0.0464576800103,0,0.255,0.255
manual,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,5,5,0.7,0.7,1,1,0.059708590451,0.117986875228,0.375,0.63,0.255
manual,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,5,6,0.6,0.6,2,2,0.127532649391,0.0088476368924,0.295,0.0433333333333,0.251666666667
manual,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,5,5,0.6,0.6,2,2,0.127532649391,0.068378949442,0.295,0.045,0.25
manual,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,5,5,0.4,0.4,1,1,0.106489725455,0.0548308668382,0.445,0.195,0.25
manual,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,5,5,0.6,0.6,2,2,0.127532649391,0.0233200922082,0.295,0.045,0.25
manual,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,5,5,0.7,0.7,1,1,0.0812562313061,0.117986875228,0.38,0.63,0.25
manual,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,5,5,0.4,0.4,1,1,0.106489725455,0.0358869478805,0.445,0.2,0.245
manual,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,5,5,0.4,0.4,1,1,0.171666556658,0.0210876417382,0.405,0.165,0.24
manual,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,5,5,0.6,0.6,2,2,0.0440070008921,0.127532649391,0.055,0.295,0.24
manual,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,5,5,0.4,0.4,1,2,0.106489725455,0.0881660508633,0.445,0.205,0.24
semi,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,4,4,0,0,1,1,0.126378464749,0.048236674243,0.24,0,0.24
semi,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,4,4,0,0,1,1,0.126378464749,0.0353760932945,0.24,0,0.24
semi,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,4,4,0,0,1,1,0.126378464749,0.0372028502284,0.24,0,0.24
semi,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,4,4,0,0,1,1,0.126378464749,0.000842867407285,0.24,0,0.24
semi,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,4,5,0,0,1,1,0.126378464749,0.0764048005976,0.24,0,0.24
semi,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,4,4,0,0,1,1,0,0.126378464749,0,0.24,0.24
manual,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,5,5,0.4,0.4,1,1,0.171666556658,0.0396132353585,0.405,0.17,0.235
manual,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,5,5,0,0,1,1,0.0711220350012,0.0464576800103,0.02,0.255,0.235
manual,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,5,5,0.4,0.4,1,1,0.106489725455,0.0501821771156,0.445,0.21,0.235
manual,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,5,5,0.7,0.7,1,1,0.180448725339,0.0844010701439,0.635,0.4,0.235
manual,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,23,23,0.845849802372,0.826086956522,5,6,0.0503063482819,0.123682529476,0.152727272727,0.384545454545,0.231818181818
manual,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,5,5,0.4,0.4,1,1,0.171666556658,0.0312724166825,0.405,0.175,0.23
manual,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,5,5,0.4,0.4,1,1,0.171666556658,0.0499534341062,0.405,0.175,0.23
manual,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,5,5,0,0,1,1,0.0650386102865,0.0464576800103,0.025,0.255,0.23
manual,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,5,5,0.7,0.7,1,1,0.117986875228,0.0844010701439,0.63,0.4,0.23
manual,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,5,5,0.4,0.4,1,1,0.171666556658,0.0493877253044,0.405,0.18,0.225
manual,rPc6DW4iMge_4350d36797324601adba7351d09602d2,zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,5,4,0,0,1,1,0.0258667891908,0.0856348202505,0,0.225,0.225
manual,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,5,4,0,0,1,1,0.0366647143508,0.0856348202505,0,0.225,0.225
manual,pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,5,4,0,0,1,1,0.0126505084587,0.0856348202505,0,0.225,0.225
manual,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,5,4,0,0,1,1,0.0694818849504,0.0856348202505,0,0.225,0.225
manual,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,5,4,0,0,1,1,0.0400614968018,0.0856348202505,0,0.225,0.225
manual,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,5,4,0,0,1,1,0.0198905077281,0.0856348202505,0,0.225,0.225
manual,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,5,4,0,0,1,1,0.0571450026793,0.0856348202505,0,0.225,0.225
manual,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,5,4,0,0,1,1,0.0439571090047,0.0856348202505,0,0.225,0.225
manual,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,5,4,0,0,1,1,0.0669165717656,0.0856348202505,0,0.225,0.225
manual,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,5,4,0,0,1,1,0.0481958237761,0.0856348202505,0,0.225,0.225
manual,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,5,5,0.4,0.4,1,1,0.0626401137484,0.106489725455,0.22,0.445,0.225
manual,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,6,5,0,0,2,1,0.121583853278,0.0464576800103,0.0333333333333,0.255,0.221666666667
semi,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,24,24,0.235507246377,0.228260869565,2,3,0.0495689986325,0.0278134388176,0.23,0.00833333333333,0.221666666667
manual,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,5,5,0.4,0.4,1,1,0.340566354372,0.106489725455,0.665,0.445,0.22
manual,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,6,5,0,0,1,1,0.111432966106,0.0694818849504,0.22,0,0.22
manual,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,6,5,0,0,1,1,0.111432966106,0.0571450026793,0.22,0,0.22
manual,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,6,6,0,0,1,1,0.111432966106,0.0201068604403,0.22,0,0.22
manual,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,6,5,0,0,1,1,0.111432966106,0.0198905077281,0.22,0,0.22
manual,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,6,6,0,0,1,2,0.111432966106,0.0665414562367,0.22,0,0.22
manual,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,6,6,0,0,1,1,0.111432966106,0.0189958136136,0.22,0,0.22
manual,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,6,6,0,0,1,1,0.111432966106,0.0410235926583,0.22,0,0.22
manual,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,rPc6DW4iMge_4350d36797324601adba7351d09602d2,6,5,0,0,1,1,0.111432966106,0.0258667891908,0.22,0,0.22
manual,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,6,6,0,0,1,1,0.051944120064,0.111432966106,0,0.22,0.22
manual,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,5,6,0,0,1,1,0.0439571090047,0.111432966106,0,0.22,0.22
manual,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,6,5,0,0,1,1,0.111432966106,0.0126505084587,0.22,0,0.22
manual,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,6,5,0,0,1,1,0.111432966106,0.0366647143508,0.22,0,0.22
manual,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,6,5,0,0,1,1,0.111432966106,0.0400614968018,0.22,0,0.22
manual,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,6,6,0,0,1,1,0.111432966106,0.0618473109561,0.22,0,0.22
manual,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,5,6,0,0,1,1,0.0669165717656,0.111432966106,0,0.22,0.22
manual,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,5,6,0,0,1,1,0.0481958237761,0.111432966106,0,0.22,0.22
manual,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,5,5,0.4,0.4,1,1,0.171666556658,0.0290902680518,0.405,0.19,0.215
manual,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,5,5,0.4,0.4,1,1,0.21965072902,0.0210876417382,0.38,0.165,0.215
manual,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,23,23,0.837944664032,0.826086956522,5,6,0.073254307643,0.123682529476,0.170909090909,0.384545454545,0.213636363636
manual,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,5,5,0.4,0.4,1,1,0.171666556658,0.0548308668382,0.405,0.195,0.21
manual,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,5,5,0.4,0.4,1,1,0.106489725455,0.038521104419,0.445,0.235,0.21
manual,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,5,5,0.4,0.4,1,1,0.21965072902,0.0396132353585,0.38,0.17,0.21
manual,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,5,5,0.4,0.4,1,1,0.171666556658,0.0358869478805,0.405,0.2,0.205
manual,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,5,4,0,0,1,1,0.0711220350012,0.0856348202505,0.02,0.225,0.205
manual,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,5,5,0.4,0.4,1,1,0.21965072902,0.0312724166825,0.38,0.175,0.205
manual,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,5,5,0.4,0.4,1,1,0.0499534341062,0.21965072902,0.175,0.38,0.205
manual,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,5,5,0.4,0.4,1,1,0.0493877253044,0.21965072902,0.18,0.38,0.2
manual,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,5,4,0,0,1,1,0.0650386102865,0.0856348202505,0.025,0.225,0.2
manual,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,5,5,0.4,0.4,1,2,0.171666556658,0.0881660508633,0.405,0.205,0.2
manual,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,5,5,0,0,2,1,0.171176560432,0.0464576800103,0.055,0.255,0.2
manual,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,5,6,0,0,1,1,0.0711220350012,0.111432966106,0.02,0.22,0.2
manual,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,5,5,0.4,0.4,1,1,0.171666556658,0.0501821771156,0.405,0.21,0.195
manual,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,5,5,0,0,1,1,0.0910591231823,0.0366647143508,0.195,0,0.195
manual,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,5,6,0,0,1,1,0.0910591231823,0.0201068604403,0.195,0,0.195
manual,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,5,6,0,0,1,1,0.0910591231823,0.0410235926583,0.195,0,0.195
manual,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,5,6,0,0,1,1,0.0910591231823,0.0618473109561,0.195,0,0.195
manual,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,5,5,0,0,1,1,0.0910591231823,0.0198905077281,0.195,0,0.195
manual,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,5,5,0,0,1,1,0.0910591231823,0.0694818849504,0.195,0,0.195
manual,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,5,5,0,0,1,1,0.0910591231823,0.0400614968018,0.195,0,0.195
manual,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,5,5,0,0,1,1,0.0910591231823,0.0571450026793,0.195,0,0.195
manual,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,5,6,0,0,1,1,0.0910591231823,0.0189958136136,0.195,0,0.195
manual,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,5,5,0,0,1,1,0.0910591231823,0.0126505084587,0.195,0,0.195
manual,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,5,6,0,0,1,2,0.0910591231823,0.0665414562367,0.195,0,0.195
manual,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,rPc6DW4iMge_4350d36797324601adba7351d09602d2,5,5,0,0,1,1,0.0910591231823,0.0258667891908,0.195,0,0.195
manual,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,5,5,0,0,1,1,0.0910591231823,0.0669165717656,0.195,0,0.195
manual,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,5,5,0,0,1,1,0.0910591231823,0.0439571090047,0.195,0,0.195
manual,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,5,5,0,0,1,1,0.0910591231823,0.0481958237761,0.195,0,0.195
manual,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,5,6,0,0,1,1,0.0910591231823,0.051944120064,0.195,0,0.195
manual,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,6,5,0,0,1,1,0.111432966106,0.0650386102865,0.22,0.025,0.195
manual,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,5,5,0.7,0.7,1,1,0.0726186934161,0.180448725339,0.445,0.635,0.19
manual,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,5,5,0.4,0.4,1,1,0.21965072902,0.0290902680518,0.38,0.19,0.19
manual,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,6,6,0,0,1,2,0.111432966106,0.121583853278,0.22,0.0333333333333,0.186666666667
manual,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,6,5,0.8,0.8,2,2,0.0467829540047,0.0689065641553,0.466666666667,0.28,0.186666666667
manual,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,5,5,0.7,0.7,1,1,0.0726186934161,0.117986875228,0.445,0.63,0.185
manual,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,5,5,0.4,0.4,1,1,0.21965072902,0.0548308668382,0.38,0.195,0.185
manual,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,5,5,0.4,0.4,1,1,0.0626401137484,0.171666556658,0.22,0.405,0.185
manual,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,5,5,0.4,0.4,1,1,0.21965072902,0.0358869478805,0.38,0.2,0.18
manual,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,6,5,0.8,0.8,2,2,0.0467829540047,0.0321426068445,0.466666666667,0.29,0.176666666667
manual,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,23,24,0.0869565217391,0.0833333333333,5,2,0.209626699836,0.0435481868864,0.214545454545,0.0383333333333,0.176212121212
manual,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,23,23,0.0869565217391,0.0869565217391,5,2,0.209626699836,0.0548746518106,0.214545454545,0.0390909090909,0.175454545455
manual,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,5,5,0,0,1,1,0.0910591231823,0.0711220350012,0.195,0.02,0.175
manual,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,5,5,0.4,0.4,2,1,0.0881660508633,0.21965072902,0.205,0.38,0.175
manual,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,24,23,0.300724637681,0.320158102767,2,3,0.0276600046382,0.0420133613513,0.0441666666667,0.219090909091,0.174924242424
manual,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,23,24,0.0869565217391,0.0833333333333,5,2,0.209626699836,0.0633503539289,0.214545454545,0.0425,0.172045454545
manual,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,23,23,0.0869565217391,0.0869565217391,5,2,0.209626699836,0.0513473651451,0.214545454545,0.0427272727273,0.171818181818
manual,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,6,5,0,0,2,1,0.215419741646,0.0464576800103,0.0833333333333,0.255,0.171666666667
manual,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,5,5,0.4,0.4,1,1,0.171666556658,0.038521104419,0.405,0.235,0.17
manual,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,5,5,0.4,0.4,1,1,0.21965072902,0.0501821771156,0.38,0.21,0.17
manual,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,5,5,0,0,1,1,0.0910591231823,0.0650386102865,0.195,0.025,0.17
manual,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,5,4,0,0,2,1,0.171176560432,0.0856348202505,0.055,0.225,0.17
semi,B6ByNegPMKs_75327de9719945aa8b893a6404667884,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,24,24,0,0,4,2,0.235693693691,0.0296839502873,0.169166666667,0,0.169166666667
semi,B6ByNegPMKs_75327de9719945aa8b893a6404667884,wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,24,24,0,0,4,1,0.235693693691,0.0333776225288,0.169166666667,0,0.169166666667
semi,B6ByNegPMKs_75327de9719945aa8b893a6404667884,wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,24,24,0,0,4,2,0.235693693691,0.0316644495505,0.169166666667,0,0.169166666667
manual,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,5,6,0,0,2,1,0.171176560432,0.111432966106,0.055,0.22,0.165
manual,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,24,23,0.0833333333333,0.0869565217391,3,5,0.117198373746,0.209626699836,0.0508333333333,0.214545454545,0.163712121212
