condition,axis,n_people,composition_a,composition_b,measure,n,groups,delta,lo,hi,group_macro
manual,T,10,lower_axis,higher_axis,p_early7,40,13,0.0333333333333,-0.128570601852,0.172790375409,0.0447863247863
manual,T,10,lower_axis,higher_axis,p_by19,40,13,0.0741666666667,-0.069802827381,0.212423935091,0.111495726496
manual,T,10,lower_axis,higher_axis,p_tail,40,13,0.0333333333333,-0.128570601852,0.172790375409,0.0447863247863
manual,T,10,lower_axis,higher_axis,late_new,40,13,-0.085,-0.136202380952,-0.0567519480519,-0.109273504274
manual,T,10,mixed_axis,lower_axis,point_count_disagreement,46,15,0.0663733609386,0.0286665303101,0.10781451094,0.0490588423922
manual,T,10,mixed_axis,lower_axis,singleton_mass,46,15,0.0861714975845,0.0566944444444,0.117593843844,0.0817031425365
manual,T,10,mixed_axis,lower_axis,within_mode_median,46,15,0.00296635722313,-0.000277009771845,0.00894919568632,0.0040083784079
manual,T,10,mixed_axis,lower_axis,mode_entropy,46,15,0.287874574803,0.184983204844,0.374762730806,0.284497261678
manual,T,10,mixed_axis,lower_axis,n_supported_modes,46,15,-0.108695652174,-0.295500614251,0.0833333333333,-0.0671717171717
manual,T,10,mixed_axis,lower_axis,p_early7,41,14,-0.10406504065,-0.193118204411,-0.0187943262411,-0.116706349206
manual,T,10,mixed_axis,lower_axis,p_by19,41,14,-0.10081300813,-0.18769047619,-0.037496408046,-0.140396825397
manual,T,10,mixed_axis,lower_axis,p_tail,41,14,-0.10406504065,-0.193118204411,-0.0187943262411,-0.116706349206
manual,T,10,mixed_axis,lower_axis,late_new,41,14,0.090081300813,0.0607392290249,0.130959273183,0.088253968254
manual,T,10,mixed_axis,random_same_panel,point_count_disagreement,46,15,0.0114880952381,-0.0107321428571,0.0393813633787,0.0157572150072
manual,T,10,mixed_axis,random_same_panel,singleton_mass,46,15,0.0626871980676,0.0396653025794,0.0837694840731,0.058198372615
manual,T,10,mixed_axis,random_same_panel,within_mode_median,46,15,0.00272135586849,-0.000232840524805,0.0064636378989,0.00411692097416
manual,T,10,mixed_axis,random_same_panel,mode_entropy,46,15,0.173498004226,0.112299586748,0.2218857664,0.156653165171
manual,T,10,mixed_axis,random_same_panel,n_supported_modes,46,15,-0.165217391304,-0.275021551724,-0.0305505952381,-0.15297979798
manual,T,10,mixed_axis,random_same_panel,p_early7,44,14,-0.0766161616162,-0.125225033738,-0.0370765730785,-0.0775342712843
manual,T,10,mixed_axis,random_same_panel,p_by19,44,14,-0.0683964646465,-0.148798611111,-0.00886604519774,-0.0874350649351
manual,T,10,mixed_axis,random_same_panel,p_tail,44,14,-0.0766161616162,-0.125225033738,-0.0370765730785,-0.0775342712843
manual,T,10,mixed_axis,random_same_panel,late_new,44,14,0.037693001443,0.0177115158429,0.0595941386204,0.0322612691541
semi,Q,4,lower_axis,higher_axis,point_count_disagreement,18,10,-0.111111111111,-0.217948717949,-0.025641025641,-0.114166666667
semi,Q,4,lower_axis,higher_axis,singleton_mass,18,10,-0.240740740741,-0.522727272727,-0.0543284161491,-0.312083333333
semi,Q,4,lower_axis,higher_axis,within_mode_median,15,8,-0.0476137866912,-0.0658621113642,-0.0399142640627,-0.0551379488138
semi,Q,4,lower_axis,higher_axis,mode_entropy,18,10,-0.773238657447,-1.39794943192,-0.368935196653,-0.998998755272
semi,Q,4,lower_axis,higher_axis,n_supported_modes,18,10,-0.0555555555556,-0.388888888889,0.285714285714,-0.07
semi,Q,4,lower_axis,higher_axis,p_early7,17,10,0.6,0.31,0.894264705882,0.664
semi,Q,4,lower_axis,higher_axis,p_by19,17,10,0.6,0.31,0.894264705882,0.664
semi,Q,4,lower_axis,higher_axis,p_tail,17,10,0.647058823529,0.4,0.9,0.687555555556
semi,Q,4,lower_axis,higher_axis,late_new,17,10,-0.259803921569,-0.568116987179,-0.0658020833333,-0.338166666667
semi,Q,4,mixed_axis,lower_axis,point_count_disagreement,18,10,0.101851851852,0.0294117647059,0.2,0.118333333333
semi,Q,4,mixed_axis,lower_axis,singleton_mass,18,10,0.152777777778,0.0535714285714,0.340909090909,0.2175
semi,Q,4,mixed_axis,lower_axis,within_mode_median,17,9,0.0341001747407,0.0238584541831,0.0505220610846,0.0383652454422
semi,Q,4,mixed_axis,lower_axis,mode_entropy,18,10,0.468546354077,0.20125312494,0.977109927187,0.662917281158
semi,Q,4,mixed_axis,lower_axis,n_supported_modes,18,10,0,-0.181818181818,0.1875,0
semi,Q,4,mixed_axis,lower_axis,p_early7,18,10,-0.555555555556,-0.857142857143,-0.217313664596,-0.58
semi,Q,4,mixed_axis,lower_axis,p_by19,18,10,-0.555555555556,-0.857142857143,-0.217313664596,-0.58
semi,Q,4,mixed_axis,lower_axis,p_tail,18,10,-0.590740740741,-0.857777777778,-0.306899576528,-0.614
semi,Q,4,mixed_axis,lower_axis,late_new,18,10,0.160185185185,0.053203125,0.361541666667,0.227333333333
semi,Q,4,mixed_axis,random_same_panel,point_count_disagreement,18,10,-0.00214424951267,-0.0862476503759,0.114747807018,0.00764473684211
semi,Q,4,mixed_axis,random_same_panel,singleton_mass,18,10,0.0068469785575,-0.0646628289474,0.139893543956,0.0501524122807
semi,Q,4,mixed_axis,random_same_panel,within_mode_median,17,9,0.00845294239541,0.000891402784754,0.0194606789825,0.0111527045543
semi,Q,4,mixed_axis,random_same_panel,mode_entropy,18,10,0.0386592948988,-0.120146397718,0.353604854098,0.169915843831
semi,Q,4,mixed_axis,random_same_panel,n_supported_modes,18,10,0.0166666666667,-0.123076923077,0.175,0.01875
semi,Q,4,mixed_axis,random_same_panel,p_early7,18,10,-0.0641115952554,-0.204302282758,0.0897466693468,-0.060199291939
semi,Q,4,mixed_axis,random_same_panel,p_by19,18,10,-0.0641115952554,-0.204302282758,0.0897466693468,-0.060199291939
semi,Q,4,mixed_axis,random_same_panel,p_tail,18,10,-0.0593506414912,-0.182159916252,0.0748027438248,-0.0517392701525
semi,Q,4,mixed_axis,random_same_panel,late_new,18,10,0.00823832001937,-0.0588436728395,0.135868684012,0.0483202069717
semi,Q,6,lower_axis,higher_axis,point_count_disagreement,18,10,-0.037037037037,-0.17623015873,0.075,-0.0556666666667
semi,Q,6,lower_axis,higher_axis,singleton_mass,18,10,-0.203703703704,-0.433333333333,-0.0818097643098,-0.295833333333
semi,Q,6,lower_axis,higher_axis,within_mode_median,17,9,-0.0516393844754,-0.0659246983188,-0.0428096818629,-0.0514335792411
semi,Q,6,lower_axis,higher_axis,mode_entropy,18,10,-0.934564379693,-1.56747477725,-0.502742457704,-1.1854089468
semi,Q,6,lower_axis,higher_axis,n_supported_modes,18,10,-0.277777777778,-0.533333333333,0.0526315789474,-0.21
semi,Q,6,lower_axis,higher_axis,p_early7,15,9,0.437777777778,0.205880221654,0.8,0.605555555556
semi,Q,6,lower_axis,higher_axis,p_by19,15,9,0.437777777778,0.205880221654,0.8,0.605555555556
semi,Q,6,lower_axis,higher_axis,p_tail,15,9,0.528888888889,0.363636363636,0.777777777778,0.593827160494
semi,Q,6,lower_axis,higher_axis,late_new,15,9,-0.165185185185,-0.382152777778,-0.0298156623443,-0.213271604938
semi,Q,6,mixed_axis,lower_axis,point_count_disagreement,18,10,0.0037037037037,-0.0857142857143,0.100055555556,0.0166666666667
semi,Q,6,mixed_axis,lower_axis,singleton_mass,18,10,0.0907407407407,-0.00166666666667,0.223095238095,0.1325
semi,Q,6,mixed_axis,lower_axis,within_mode_median,18,10,0.0222110222052,0.012402679352,0.0305298318064,0.0196681531686
semi,Q,6,mixed_axis,lower_axis,mode_entropy,18,10,0.435587102417,0.13043388937,0.936978920764,0.622135969679
semi,Q,6,mixed_axis,lower_axis,n_supported_modes,18,10,0.111111111111,0,0.333333333333,0.15
semi,Q,6,mixed_axis,lower_axis,p_early7,16,9,-0.377083333333,-0.727272727273,-0.164814814815,-0.525925925926
semi,Q,6,mixed_axis,lower_axis,p_by19,16,9,-0.377083333333,-0.727272727273,-0.164814814815,-0.525925925926
semi,Q,6,mixed_axis,lower_axis,p_tail,16,9,-0.5,-0.777777777778,-0.309461152882,-0.583333333333
semi,Q,6,mixed_axis,lower_axis,late_new,16,9,0.0520833333333,-0.0292495126706,0.206702020202,0.0929012345679
semi,Q,6,mixed_axis,random_same_panel,point_count_disagreement,18,10,-0.0686111111111,-0.143754289216,0.0299531641604,-0.0665916666667
semi,Q,6,mixed_axis,random_same_panel,singleton_mass,18,10,-0.0155555555556,-0.0677346491228,0.0547840909091,-0.00161666666667
semi,Q,6,mixed_axis,random_same_panel,within_mode_median,18,10,-2.00170804207e-05,-0.00896378118482,0.00760618156874,-0.00245702157162
semi,Q,6,mixed_axis,random_same_panel,mode_entropy,18,10,-0.0283859493662,-0.171848327727,0.269929887715,0.100475090572
semi,Q,6,mixed_axis,random_same_panel,n_supported_modes,18,10,0.0111111111111,-0.09375,0.2291875,0.09825
semi,Q,6,mixed_axis,random_same_panel,p_early7,18,10,-0.0422201872202,-0.176546717172,0.0857055911681,-0.0707383699634
semi,Q,6,mixed_axis,random_same_panel,p_by19,18,10,-0.0422201872202,-0.176546717172,0.0857055911681,-0.0707383699634
semi,Q,6,mixed_axis,random_same_panel,p_tail,18,10,-0.0612830687831,-0.150214417989,0.0335097222222,-0.0876452380952
semi,Q,6,mixed_axis,random_same_panel,late_new,18,10,-0.0362118128785,-0.0840693349309,0.0377865713346,-0.0223666722167
semi,Q,8,lower_axis,higher_axis,point_count_disagreement,18,10,0.0403439153439,-0.0984952547453,0.146447510823,0.0118452380952
semi,Q,8,lower_axis,higher_axis,singleton_mass,18,10,-0.181547619048,-0.352678571429,-0.0872850529101,-0.235357142857
semi,Q,8,lower_axis,higher_axis,within_mode_median,18,10,-0.0446188391342,-0.0561294058698,-0.0375139711816,-0.0446064680723
semi,Q,8,lower_axis,higher_axis,mode_entropy,18,10,-0.848408331137,-1.4990456607,-0.503244125831,-1.07040734385
semi,Q,8,lower_axis,higher_axis,n_supported_modes,18,10,-0.222222222222,-0.5,0,-0.27
semi,Q,8,lower_axis,higher_axis,p_early7,15,9,0.308888888889,0.04,0.666666666667,0.418827160494
semi,Q,8,lower_axis,higher_axis,p_by19,15,9,0.308888888889,0.04,0.666666666667,0.418827160494
semi,Q,8,lower_axis,higher_axis,p_tail,15,9,0.411111111111,0.215676062092,0.636426767677,0.412037037037
semi,Q,8,lower_axis,higher_axis,late_new,15,9,-0.108333333333,-0.296442099567,0.0122333333333,-0.138811728395
semi,Q,8,mixed_axis,lower_axis,point_count_disagreement,18,10,-0.0681216931217,-0.168464564188,0.0519751082251,-0.0475595238095
semi,Q,8,mixed_axis,lower_axis,singleton_mass,18,10,0.0843253968254,0.000791396103896,0.194977678571,0.104732142857
semi,Q,8,mixed_axis,lower_axis,within_mode_median,18,10,0.0199088894542,0.0082219947204,0.0291689932944,0.0164881071918
semi,Q,8,mixed_axis,lower_axis,mode_entropy,18,10,0.328293074524,0.0376140708892,0.857119618521,0.497990814894
semi,Q,8,mixed_axis,lower_axis,n_supported_modes,18,10,0,-0.222222222222,0.375240384615,0.105
semi,Q,8,mixed_axis,lower_axis,p_early7,15,9,-0.193333333333,-0.484861111111,0.00980392156863,-0.25
semi,Q,8,mixed_axis,lower_axis,p_by19,15,9,-0.193333333333,-0.484861111111,0.00980392156863,-0.25
semi,Q,8,mixed_axis,lower_axis,p_tail,15,9,-0.328888888889,-0.555694444444,-0.169210526316,-0.369135802469
semi,Q,8,mixed_axis,lower_axis,late_new,15,9,0.0494444444444,-0.0478444809942,0.186696969697,0.0655092592593
semi,Q,8,mixed_axis,random_same_panel,point_count_disagreement,18,10,-0.0630357142857,-0.138357095616,0.0309050711194,-0.0636279761905
semi,Q,8,mixed_axis,random_same_panel,singleton_mass,18,10,-0.0149470899471,-0.0500301001082,0.033874787415,-0.0051994047619
semi,Q,8,mixed_axis,random_same_panel,within_mode_median,18,10,-0.000401437136428,-0.0117262885686,0.00662464958673,-0.00477555206178
semi,Q,8,mixed_axis,random_same_panel,mode_entropy,18,10,-0.0825323829626,-0.211736175444,0.164307205202,0.0199183077181
semi,Q,8,mixed_axis,random_same_panel,n_supported_modes,18,10,-0.0472222222222,-0.171428571429,0.166666666667,0.01325
semi,Q,8,mixed_axis,random_same_panel,p_early7,17,10,0.114509803922,-0.0286121794872,0.199547202797,0.0589555555556
semi,Q,8,mixed_axis,random_same_panel,p_by19,17,10,0.114509803922,-0.0286121794872,0.199547202797,0.0589555555556
semi,Q,8,mixed_axis,random_same_panel,p_tail,17,10,0.0155882352941,-0.0968181818182,0.0776631258235,-0.0423
semi,Q,8,mixed_axis,random_same_panel,late_new,17,10,-0.0255010893246,-0.0581010934454,0.0270545634921,-0.015874537037
semi,Q,10,lower_axis,higher_axis,point_count_disagreement,18,10,0.0227072310406,-0.101984126984,0.118952546296,0.000289682539683
semi,Q,10,lower_axis,higher_axis,singleton_mass,18,10,-0.151851851852,-0.288916666667,-0.0729074754902,-0.189333333333
semi,Q,10,lower_axis,higher_axis,within_mode_median,18,10,-0.0348160494698,-0.0407930898527,-0.0316576457198,-0.0366074573118
semi,Q,10,lower_axis,higher_axis,mode_entropy,18,10,-0.831262712986,-1.33215595286,-0.574518984034,-1.0209498439
semi,Q,10,lower_axis,higher_axis,n_supported_modes,18,10,-0.277777777778,-0.785714285714,0.117647058824,-0.37
semi,Q,10,lower_axis,higher_axis,p_early7,15,9,0.493333333333,0.373333333333,0.71,0.563888888889
semi,Q,10,lower_axis,higher_axis,p_by19,15,9,0.415555555556,0.195392743222,0.773393939394,0.551543209877
semi,Q,10,lower_axis,higher_axis,p_tail,15,9,0.493333333333,0.373333333333,0.71,0.563888888889
semi,Q,10,lower_axis,higher_axis,late_new,15,9,-0.0848888888889,-0.206006862745,-0.00876374269006,-0.106419753086
semi,Q,10,mixed_axis,lower_axis,point_count_disagreement,18,10,-0.0347442680776,-0.0993080357143,0.0670995670996,-0.00434523809524
semi,Q,10,mixed_axis,lower_axis,singleton_mass,18,10,0.105555555556,0.0413558201058,0.235574074074,0.156055555556
semi,Q,10,mixed_axis,lower_axis,within_mode_median,18,10,0.0168223545846,0.00890839721298,0.0230216051048,0.0149192277082
semi,Q,10,mixed_axis,lower_axis,mode_entropy,18,10,0.447673075369,0.190190993648,0.881109213815,0.625166549565
semi,Q,10,mixed_axis,lower_axis,n_supported_modes,18,10,0,-0.384615384615,0.294117647059,-0.055
semi,Q,10,mixed_axis,lower_axis,p_early7,15,9,-0.38,-0.656689393939,-0.227769607843,-0.483333333333
semi,Q,10,mixed_axis,lower_axis,p_by19,15,9,-0.333333333333,-0.722314814815,-0.103902894491,-0.469444444444
semi,Q,10,mixed_axis,lower_axis,p_tail,15,9,-0.38,-0.656689393939,-0.227769607843,-0.483333333333
semi,Q,10,mixed_axis,lower_axis,late_new,15,9,0.0662222222222,-0.0031477124183,0.182986111111,0.0981481481481
semi,Q,10,mixed_axis,random_same_panel,point_count_disagreement,18,10,-0.0438293650794,-0.096876140873,0.0398000228938,-0.0335650793651
semi,Q,10,mixed_axis,random_same_panel,singleton_mass,18,10,0.019212962963,-0.0111370550746,0.0817256944444,0.0482527777778
semi,Q,10,mixed_axis,random_same_panel,within_mode_median,18,10,-0.000199382052848,-0.00867258714906,0.00481437112913,-0.00343740036861
semi,Q,10,mixed_axis,random_same_panel,mode_entropy,18,10,0.0359318084638,-0.0753793692436,0.262487432284,0.135649623971
semi,Q,10,mixed_axis,random_same_panel,n_supported_modes,18,10,-0.0694444444444,-0.285730519481,0.109104020979,-0.1165
semi,Q,10,mixed_axis,random_same_panel,p_early7,15,9,0.0161111111111,-0.123715277778,0.0997123913043,-0.0499074074074
semi,Q,10,mixed_axis,random_same_panel,p_by19,15,9,-0.0153333333333,-0.172199621212,0.0843075657895,-0.066975308642
semi,Q,10,mixed_axis,random_same_panel,p_tail,15,9,0.0161111111111,-0.123715277778,0.0997123913043,-0.0499074074074
semi,Q,10,mixed_axis,random_same_panel,late_new,15,9,0.00891111111111,-0.0205744166667,0.064525,0.0298796296296
semi,Q,12,lower_axis,higher_axis,point_count_disagreement,18,10,-0.0309764309764,-0.095765597148,0.0232342657343,-0.0420151515152
semi,Q,12,lower_axis,higher_axis,singleton_mass,18,10,-0.140151515152,-0.25,-0.0808010662177,-0.170984848485
semi,Q,12,lower_axis,higher_axis,within_mode_median,18,10,-0.0342086416137,-0.0404940637729,-0.0296012619645,-0.0354639034856
semi,Q,12,lower_axis,higher_axis,mode_entropy,18,10,-0.918169034345,-1.25258865942,-0.684343034901,-0.997520015456
semi,Q,12,lower_axis,higher_axis,n_supported_modes,18,10,-0.444444444444,-0.928571428571,0.05,-0.415
semi,Q,12,lower_axis,higher_axis,p_early7,15,9,0.377777777778,0.159236111111,0.535730519481,0.350308641975
semi,Q,12,lower_axis,higher_axis,p_by19,15,9,0.388888888889,0.207361111111,0.72132996633,0.508641975309
semi,Q,12,lower_axis,higher_axis,p_tail,15,9,0.382222222222,0.248476430976,0.558375,0.412654320988
semi,Q,12,lower_axis,higher_axis,late_new,15,9,-0.0766666666667,-0.146300505051,-0.0310110294118,-0.0893004115226
semi,Q,12,mixed_axis,lower_axis,point_count_disagreement,18,10,-0.0223905723906,-0.0697007575758,0.0408116883117,-0.0153787878788
semi,Q,12,mixed_axis,lower_axis,singleton_mass,18,10,0.111531986532,0.0605984848485,0.210984848485,0.137651515152
semi,Q,12,mixed_axis,lower_axis,within_mode_median,18,10,0.0170119954323,0.00544721897708,0.025138659614,0.0121439541909
semi,Q,12,mixed_axis,lower_axis,mode_entropy,18,10,0.586736621178,0.360003486601,0.958127054665,0.734502171062
semi,Q,12,mixed_axis,lower_axis,n_supported_modes,18,10,0.166666666667,-0.214285714286,0.583333333333,0.245
semi,Q,12,mixed_axis,lower_axis,p_early7,15,9,-0.304444444444,-0.475,-0.142208333333,-0.317901234568
semi,Q,12,mixed_axis,lower_axis,p_by19,15,9,-0.206666666667,-0.412151515152,-0.0851851851852,-0.261111111111
semi,Q,12,mixed_axis,lower_axis,p_tail,15,9,-0.248888888889,-0.430769230769,-0.141666666667,-0.295061728395
semi,Q,12,mixed_axis,lower_axis,late_new,15,9,0.0485185185185,-0.00528472222222,0.122981481481,0.053549382716
semi,Q,12,mixed_axis,random_same_panel,point_count_disagreement,18,10,-0.0396127946128,-0.088529040404,0.024807145979,-0.0359712121212
semi,Q,12,mixed_axis,random_same_panel,singleton_mass,18,10,0.0411910774411,0.00457329545455,0.0997346906566,0.0563693181818
semi,Q,12,mixed_axis,random_same_panel,within_mode_median,18,10,0.00106333622614,-0.0101886311564,0.00643592895074,-0.0041923775054
semi,Q,12,mixed_axis,random_same_panel,mode_entropy,18,10,0.0999926617242,-0.00258596957009,0.323214486359,0.209055090112
semi,Q,12,mixed_axis,random_same_panel,n_supported_modes,18,10,-0.119444444444,-0.361783088235,0.172784090909,-0.055
semi,Q,12,mixed_axis,random_same_panel,p_early7,15,9,0.00411111111111,-0.0581527777778,0.0558333333333,-0.0266666666667
semi,Q,12,mixed_axis,random_same_panel,p_by19,15,9,0.0525555555556,-0.0453863636364,0.134407738095,0.0410802469136
semi,Q,12,mixed_axis,random_same_panel,p_tail,15,9,0.0435555555556,-0.0337954545455,0.0987590277778,0.00901234567901
semi,Q,12,mixed_axis,random_same_panel,late_new,15,9,0.00968518518519,-0.0169277116402,0.0415148809524,0.00844650205761
semi,T,4,lower_axis,higher_axis,point_count_disagreement,18,10,0.101851851852,-0.106060606061,0.25,0.05
semi,T,4,lower_axis,higher_axis,singleton_mass,18,10,0.0925925925926,-0.0147170231729,0.176503267974,0.0754166666667
semi,T,4,lower_axis,higher_axis,within_mode_median,18,10,0.00798897577862,-0.0076129945234,0.0220965762083,0.00706038071714
semi,T,4,lower_axis,higher_axis,mode_entropy,18,10,0.233570023048,-0.115454782988,0.489935239217,0.184114025972
semi,T,4,lower_axis,higher_axis,n_supported_modes,18,10,-0.0555555555556,-0.1875,0,-0.05
semi,T,4,lower_axis,higher_axis,p_early7,17,9,-0.337254901961,-0.583333333333,0,-0.316296296296
semi,T,4,lower_axis,higher_axis,p_by19,17,9,-0.337254901961,-0.583333333333,0,-0.316296296296
semi,T,4,lower_axis,higher_axis,p_tail,17,9,-0.352941176471,-0.571128205128,-0.0733055555556,-0.336481481481
semi,T,4,lower_axis,higher_axis,late_new,17,9,0.0862745098039,-0.0551488095238,0.1919238437,0.0582407407407
semi,T,4,mixed_axis,lower_axis,point_count_disagreement,18,10,0.037037037037,-0.0151515151515,0.121212121212,0.0458333333333
semi,T,4,mixed_axis,lower_axis,singleton_mass,18,10,-0.0925925925926,-0.14815821256,-0.00976715686275,-0.0641666666667
semi,T,4,mixed_axis,lower_axis,within_mode_median,18,10,-0.0214755245058,-0.0325841285161,-0.00946044565679,-0.0219165894592
semi,T,4,mixed_axis,lower_axis,mode_entropy,18,10,-0.122458911937,-0.275965354311,0.0589187362161,-0.102606510372
semi,T,4,mixed_axis,lower_axis,n_supported_modes,18,10,0.166666666667,0,0.25,0.095
semi,T,4,mixed_axis,lower_axis,p_early7,17,9,0.294117647059,0,0.533333333333,0.244444444444
semi,T,4,mixed_axis,lower_axis,p_by19,17,9,0.294117647059,0,0.533333333333,0.244444444444
semi,T,4,mixed_axis,lower_axis,p_tail,17,9,0.370588235294,0.0948611111111,0.570594362745,0.310185185185
semi,T,4,mixed_axis,lower_axis,late_new,17,9,-0.0735294117647,-0.127785087719,0.0263888888889,-0.040462962963
semi,T,4,mixed_axis,random_same_panel,point_count_disagreement,18,10,0.0810185185185,-0.025,0.165006944444,0.0591666666667
semi,T,4,mixed_axis,random_same_panel,singleton_mass,18,10,-0.122453703704,-0.232604847495,-0.0460648634454,-0.131125
semi,T,4,mixed_axis,random_same_panel,within_mode_median,18,10,-0.0212185222753,-0.0269198921043,-0.0166081300854,-0.0232640044586
semi,T,4,mixed_axis,random_same_panel,mode_entropy,18,10,-0.194555830412,-0.487161844444,-0.00946783005146,-0.283700556191
semi,T,4,mixed_axis,random_same_panel,n_supported_modes,18,10,0.172222222222,0.045,0.284098011364,0.1135
semi,T,4,mixed_axis,random_same_panel,p_early7,17,9,0.165623661229,0.0101243098201,0.413397959184,0.210807033925
semi,T,4,mixed_axis,random_same_panel,p_by19,17,9,0.165623661229,0.0101243098201,0.413397959184,0.210807033925
semi,T,4,mixed_axis,random_same_panel,p_tail,17,9,0.226496951722,0.0781603739019,0.460918676562,0.265258636788
semi,T,4,mixed_axis,random_same_panel,late_new,17,9,-0.0875510792552,-0.207138257576,-0.0138415350058,-0.107716386555
semi,T,6,lower_axis,higher_axis,point_count_disagreement,18,10,0.0425925925926,-0.143333333333,0.152380952381,-0.0103333333333
semi,T,6,lower_axis,higher_axis,singleton_mass,18,10,0.0388888888889,-0.112820512821,0.135416666667,-0.0108333333333
semi,T,6,lower_axis,higher_axis,within_mode_median,18,10,0.0102376897961,-0.00788092147939,0.0258928329033,0.0101758330695
semi,T,6,lower_axis,higher_axis,mode_entropy,18,10,0.301540022261,-0.228009588553,0.634936795147,0.0861724654191
semi,T,6,lower_axis,higher_axis,n_supported_modes,18,10,0.166666666667,-0.0909090909091,0.347826086957,0.115
semi,T,6,lower_axis,higher_axis,p_early7,16,9,-0.241666666667,-0.407708333333,0.0814814814815,-0.0967901234568
semi,T,6,lower_axis,higher_axis,p_by19,16,9,-0.241666666667,-0.407708333333,0.0814814814815,-0.0967901234568
semi,T,6,lower_axis,higher_axis,p_tail,16,9,-0.15625,-0.267863612836,0.0592592592593,-0.0679012345679
semi,T,6,lower_axis,higher_axis,late_new,16,9,0.0631944444444,-0.06675,0.134923687424,0.0418518518519
semi,T,6,mixed_axis,lower_axis,point_count_disagreement,18,10,0.0037037037037,-0.0600079365079,0.08,0.0126666666667
semi,T,6,mixed_axis,lower_axis,singleton_mass,18,10,-0.137037037037,-0.212121212121,-0.0666666666667,-0.134166666667
semi,T,6,mixed_axis,lower_axis,within_mode_median,18,10,-0.0284479109526,-0.0377667847297,-0.0175219559271,-0.0270647239741
semi,T,6,mixed_axis,lower_axis,mode_entropy,18,10,-0.526921587481,-0.771279435919,-0.261712524825,-0.495722067654
semi,T,6,mixed_axis,lower_axis,n_supported_modes,18,10,-0.0555555555556,-0.130434782609,0,-0.02
semi,T,6,mixed_axis,lower_axis,p_early7,17,9,0.401960784314,0.231109775641,0.581818181818,0.391851851852
semi,T,6,mixed_axis,lower_axis,p_by19,17,9,0.401960784314,0.231109775641,0.581818181818,0.391851851852
semi,T,6,mixed_axis,lower_axis,p_tail,17,9,0.358823529412,0.166666666667,0.556167027417,0.369259259259
semi,T,6,mixed_axis,lower_axis,late_new,17,9,-0.139215686275,-0.241680555556,-0.08,-0.165
semi,T,6,mixed_axis,random_same_panel,point_count_disagreement,18,10,0.00555555555556,-0.0876705128205,0.0635088502506,-0.0261083333333
semi,T,6,mixed_axis,random_same_panel,singleton_mass,18,10,-0.113796296296,-0.206074945887,-0.0616652298851,-0.144991666667
semi,T,6,mixed_axis,random_same_panel,within_mode_median,18,10,-0.01867937463,-0.0227726489032,-0.0134679363066,-0.0177276748612
semi,T,6,mixed_axis,random_same_panel,mode_entropy,18,10,-0.348957243284,-0.662849622372,-0.187909743531,-0.478893891708
semi,T,6,mixed_axis,random_same_panel,n_supported_modes,18,10,0.05,-0.102506944444,0.2,0.02975
semi,T,6,mixed_axis,random_same_panel,p_early7,17,9,0.253148148148,0.105686832695,0.494324074074,0.306318930041
semi,T,6,mixed_axis,random_same_panel,p_by19,17,9,0.253148148148,0.105686832695,0.494324074074,0.306318930041
semi,T,6,mixed_axis,random_same_panel,p_tail,17,9,0.236023965142,0.0823030864198,0.500244949495,0.310297325103
semi,T,6,mixed_axis,random_same_panel,late_new,17,9,-0.0948002904866,-0.190833815586,-0.0466522313781,-0.122765089163
semi,T,8,lower_axis,higher_axis,point_count_disagreement,18,10,0.0601851851852,-0.115511363636,0.161631144393,0.00672619047619
semi,T,8,lower_axis,higher_axis,singleton_mass,18,10,0.00992063492063,-0.0931356292517,0.0665054234559,-0.0301785714286
semi,T,8,lower_axis,higher_axis,within_mode_median,18,10,0.00880259846983,-0.00158041344828,0.0183457122512,0.00936474078326
semi,T,8,lower_axis,higher_axis,mode_entropy,18,10,0.246321039306,-0.35504233377,0.607515209014,0.0155505520795
semi,T,8,lower_axis,higher_axis,n_supported_modes,18,10,0.222222222222,-0.181818181818,0.5,0.135
semi,T,8,lower_axis,higher_axis,p_early7,16,9,-0.2125,-0.396,0.130769230769,-0.0977777777778
semi,T,8,lower_axis,higher_axis,p_by19,16,9,-0.2125,-0.396,0.130769230769,-0.0977777777778
semi,T,8,lower_axis,higher_axis,p_tail,16,9,-0.247916666667,-0.426086956522,0.0727609427609,-0.115802469136
semi,T,8,lower_axis,higher_axis,late_new,16,9,0.0348958333333,-0.0845260989011,0.0954578877005,0.0143827160494
semi,T,8,mixed_axis,lower_axis,point_count_disagreement,18,10,0.0026455026455,-0.0578284438776,0.0900297619048,0.0244047619048
semi,T,8,mixed_axis,lower_axis,singleton_mass,18,10,-0.047619047619,-0.100855853705,-0.00444196428571,-0.0469642857143
semi,T,8,mixed_axis,lower_axis,within_mode_median,18,10,-0.011091213898,-0.0199859610757,-0.00425463093679,-0.0136016145638
semi,T,8,mixed_axis,lower_axis,mode_entropy,18,10,-0.245103475229,-0.454995360116,0.0248893872933,-0.197160032924
semi,T,8,mixed_axis,lower_axis,n_supported_modes,18,10,-0.0555555555556,-0.285714285714,0.272727272727,0.01
semi,T,8,mixed_axis,lower_axis,p_early7,17,9,0.127450980392,-0.103715277778,0.389807692308,0.143518518519
semi,T,8,mixed_axis,lower_axis,p_by19,17,9,0.127450980392,-0.103715277778,0.389807692308,0.143518518519
