image_id,building_id,config,common_people_budget,k_max,lookahead,min_support,epsilon,repeat_rate,N_possible,N_lower_bound_crossing,N_identified,N_status
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,q_0.800,23,18,5,2,0.1,0.8,5.0,5.0,5.0,identified
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,q_0.800,23,18,5,2,0.1,0.8,6.0,,,unknown
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,q_0.800,23,18,5,2,0.1,0.8,,,,not_reached
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,ospa30_t6,23,18,5,2,0.1,0.8,,,,not_reached
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,ospa30_t6,23,18,5,2,0.1,0.8,17.0,,,unknown
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,ospa30_t6,23,18,5,2,0.1,0.8,18.0,18.0,18.0,identified
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,ospa30_t6,23,18,5,2,0.1,0.8,5.0,5.0,5.0,identified
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,ospa30_t6,23,18,5,2,0.1,0.8,8.0,8.0,8.0,identified
rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,ospa30_t6,23,18,5,2,0.1,0.8,,,,not_reached
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,q_0.975,23,18,5,2,0.1,0.8,9.0,,,unknown
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,q_0.975,23,18,5,2,0.1,0.8,5.0,5.0,5.0,identified
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,q_0.975,23,18,5,2,0.1,0.8,18.0,,,unknown
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,q_0.975,23,18,5,2,0.1,0.8,,,,not_reached
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,q_0.975,23,18,5,2,0.1,0.8,,,,not_reached
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,q_0.975,23,18,5,2,0.1,0.8,1.0,,,unknown
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,q_0.975,23,18,5,2,0.1,0.8,16.0,,,unknown
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,uNb9QFRL6hY,q_0.975,23,18,5,2,0.1,0.8,13.0,,,unknown
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,q_0.975,23,18,5,2,0.1,0.8,,,,not_reached
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,q_0.975,23,18,5,2,0.1,0.8,8.0,,,unknown
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,q_0.975,23,18,5,2,0.1,0.8,15.0,16.0,,unknown
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,q_0.975,23,18,5,2,0.1,0.8,7.0,7.0,7.0,identified
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,q_0.950,23,18,5,2,0.1,0.8,17.0,17.0,17.0,identified
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,q_0.950,23,18,5,2,0.1,0.8,5.0,5.0,5.0,identified
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,q_0.950,23,18,5,2,0.1,0.8,,,,not_reached
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,q_0.950,23,18,5,2,0.1,0.8,13.0,,,unknown
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,q_0.950,23,18,5,2,0.1,0.8,,,,not_reached
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,q_0.950,23,18,5,2,0.1,0.8,9.0,,,unknown
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,q_0.950,23,18,5,2,0.1,0.8,,,,not_reached
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,uNb9QFRL6hY,q_0.950,23,18,5,2,0.1,0.8,14.0,,,unknown
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,q_0.950,23,18,5,2,0.1,0.8,16.0,,,unknown
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,q_0.950,23,18,5,2,0.1,0.8,8.0,8.0,8.0,identified
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,q_0.950,23,18,5,2,0.1,0.8,9.0,9.0,9.0,identified
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,q_0.950,23,18,5,2,0.1,0.8,7.0,7.0,7.0,identified
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,q_0.925,23,18,5,2,0.1,0.8,17.0,17.0,17.0,identified
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,q_0.925,23,18,5,2,0.1,0.8,1.0,2.0,,unknown
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,q_0.925,23,18,5,2,0.1,0.8,,,,not_reached
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,q_0.925,23,18,5,2,0.1,0.8,,,,not_reached
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,q_0.925,23,18,5,2,0.1,0.8,,,,not_reached
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,q_0.925,23,18,5,2,0.1,0.8,9.0,,,unknown
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,q_0.925,23,18,5,2,0.1,0.8,,,,not_reached
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,uNb9QFRL6hY,q_0.925,23,18,5,2,0.1,0.8,13.0,,,unknown
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,q_0.925,23,18,5,2,0.1,0.8,,,,not_reached
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,q_0.925,23,18,5,2,0.1,0.8,8.0,8.0,8.0,identified
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,q_0.925,23,18,5,2,0.1,0.8,9.0,9.0,9.0,identified
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,q_0.925,23,18,5,2,0.1,0.8,7.0,7.0,7.0,identified
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,q_0.900,23,18,5,2,0.1,0.8,17.0,17.0,17.0,identified
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,q_0.900,23,18,5,2,0.1,0.8,1.0,2.0,,unknown
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,q_0.900,23,18,5,2,0.1,0.8,,,,not_reached
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,q_0.900,23,18,5,2,0.1,0.8,,,,not_reached
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,q_0.900,23,18,5,2,0.1,0.8,,,,not_reached
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,q_0.900,23,18,5,2,0.1,0.8,9.0,,,unknown
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,q_0.900,23,18,5,2,0.1,0.8,,,,not_reached
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,uNb9QFRL6hY,q_0.900,23,18,5,2,0.1,0.8,14.0,,,unknown
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,q_0.900,23,18,5,2,0.1,0.8,,,,not_reached
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,q_0.900,23,18,5,2,0.1,0.8,8.0,8.0,8.0,identified
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,q_0.900,23,18,5,2,0.1,0.8,9.0,9.0,9.0,identified
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,q_0.900,23,18,5,2,0.1,0.8,7.0,7.0,7.0,identified
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,q_0.850,23,18,5,2,0.1,0.8,8.0,8.0,8.0,identified
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,q_0.850,23,18,5,2,0.1,0.8,1.0,2.0,,unknown
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,q_0.850,23,18,5,2,0.1,0.8,,,,not_reached
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,q_0.850,23,18,5,2,0.1,0.8,,,,not_reached
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,q_0.850,23,18,5,2,0.1,0.8,,,,not_reached
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,q_0.850,23,18,5,2,0.1,0.8,9.0,,,unknown
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,q_0.850,23,18,5,2,0.1,0.8,,,,not_reached
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,uNb9QFRL6hY,q_0.850,23,18,5,2,0.1,0.8,14.0,,,unknown
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,q_0.850,23,18,5,2,0.1,0.8,,,,not_reached
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,q_0.850,23,18,5,2,0.1,0.8,8.0,8.0,8.0,identified
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,q_0.850,23,18,5,2,0.1,0.8,9.0,9.0,9.0,identified
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,q_0.850,23,18,5,2,0.1,0.8,7.0,7.0,7.0,identified
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,q_0.800,23,18,5,2,0.1,0.8,8.0,8.0,8.0,identified
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,q_0.800,23,18,5,2,0.1,0.8,1.0,2.0,,unknown
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,q_0.800,23,18,5,2,0.1,0.8,,,,not_reached
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,q_0.800,23,18,5,2,0.1,0.8,,,,not_reached
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,q_0.800,23,18,5,2,0.1,0.8,,,,not_reached
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,q_0.800,23,18,5,2,0.1,0.8,9.0,,,unknown
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,q_0.800,23,18,5,2,0.1,0.8,,,,not_reached
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,uNb9QFRL6hY,q_0.800,23,18,5,2,0.1,0.8,14.0,,,unknown
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,q_0.800,23,18,5,2,0.1,0.8,,,,not_reached
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,q_0.800,23,18,5,2,0.1,0.8,8.0,8.0,8.0,identified
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,q_0.800,23,18,5,2,0.1,0.8,9.0,9.0,9.0,identified
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,q_0.800,23,18,5,2,0.1,0.8,7.0,7.0,7.0,identified
uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,ospa30_t6,23,18,5,2,0.1,0.8,13.0,,,unknown
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,ospa30_t6,23,18,5,2,0.1,0.8,5.0,5.0,5.0,identified
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,ospa30_t6,23,18,5,2,0.1,0.8,,,,not_reached
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,ospa30_t6,23,18,5,2,0.1,0.8,,,,not_reached
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,ospa30_t6,23,18,5,2,0.1,0.8,,,,not_reached
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,ospa30_t6,23,18,5,2,0.1,0.8,,,,not_reached
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,ospa30_t6,23,18,5,2,0.1,0.8,,,,not_reached
uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2,uNb9QFRL6hY,ospa30_t6,23,18,5,2,0.1,0.8,18.0,,,unknown
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,ospa30_t6,23,18,5,2,0.1,0.8,12.0,,,unknown
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,ospa30_t6,23,18,5,2,0.1,0.8,,,,not_reached
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,ospa30_t6,23,18,5,2,0.1,0.8,10.0,,,unknown
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,ospa30_t6,23,18,5,2,0.1,0.8,7.0,7.0,7.0,identified
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,q_0.975,23,18,5,2,0.1,0.8,1.0,2.0,,unknown
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,q_0.975,23,18,5,2,0.1,0.8,,,,not_reached
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,q_0.975,23,18,5,2,0.1,0.8,18.0,,,unknown
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,q_0.975,23,18,5,2,0.1,0.8,1.0,,,unknown
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,q_0.950,23,18,5,2,0.1,0.8,1.0,2.0,,unknown
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,q_0.950,23,18,5,2,0.1,0.8,,,,not_reached
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,q_0.950,23,18,5,2,0.1,0.8,,,,not_reached
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,q_0.950,23,18,5,2,0.1,0.8,15.0,16.0,,unknown
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,q_0.925,23,18,5,2,0.1,0.8,1.0,2.0,,unknown
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,q_0.925,23,18,5,2,0.1,0.8,16.0,,,unknown
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,q_0.925,23,18,5,2,0.1,0.8,,,,not_reached
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,q_0.925,23,18,5,2,0.1,0.8,5.0,,,unknown
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,q_0.900,23,18,5,2,0.1,0.8,1.0,2.0,,unknown
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,q_0.900,23,18,5,2,0.1,0.8,,,,not_reached
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,q_0.900,23,18,5,2,0.1,0.8,,,,not_reached
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,q_0.900,23,18,5,2,0.1,0.8,5.0,5.0,5.0,identified
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,q_0.850,23,18,5,2,0.1,0.8,1.0,2.0,,unknown
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,q_0.850,23,18,5,2,0.1,0.8,,,,not_reached
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,q_0.850,23,18,5,2,0.1,0.8,,,,not_reached
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,q_0.850,23,18,5,2,0.1,0.8,5.0,5.0,5.0,identified
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,q_0.800,23,18,5,2,0.1,0.8,1.0,2.0,,unknown
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,q_0.800,23,18,5,2,0.1,0.8,,,,not_reached
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,q_0.800,23,18,5,2,0.1,0.8,,,,not_reached
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,q_0.800,23,18,5,2,0.1,0.8,5.0,5.0,5.0,identified
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,ospa30_t6,23,18,5,2,0.1,0.8,1.0,2.0,,unknown
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,ospa30_t6,23,18,5,2,0.1,0.8,,,,not_reached
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,ospa30_t6,23,18,5,2,0.1,0.8,14.0,,,unknown
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,ospa30_t6,23,18,5,2,0.1,0.8,,,,not_reached
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,q_0.975,23,18,5,2,0.1,0.8,,,,not_reached
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,yqstnuAEVhm,q_0.975,23,18,5,2,0.1,0.8,,,,not_reached
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,q_0.975,23,18,5,2,0.1,0.8,8.0,,,unknown
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,q_0.975,23,18,5,2,0.1,0.8,5.0,17.0,,unknown
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,q_0.975,23,18,5,2,0.1,0.8,10.0,,,unknown
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,q_0.975,23,18,5,2,0.1,0.8,13.0,,,unknown
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,q_0.975,23,18,5,2,0.1,0.8,7.0,7.0,7.0,identified
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,q_0.950,23,18,5,2,0.1,0.8,,,,not_reached
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,yqstnuAEVhm,q_0.950,23,18,5,2,0.1,0.8,,,,not_reached
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,q_0.950,23,18,5,2,0.1,0.8,13.0,,,unknown
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,q_0.950,23,18,5,2,0.1,0.8,5.0,5.0,5.0,identified
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,q_0.950,23,18,5,2,0.1,0.8,16.0,,,unknown
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,q_0.950,23,18,5,2,0.1,0.8,,,,not_reached
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,q_0.950,23,18,5,2,0.1,0.8,5.0,5.0,5.0,identified
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,q_0.925,23,18,5,2,0.1,0.8,14.0,,,unknown
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,yqstnuAEVhm,q_0.925,23,18,5,2,0.1,0.8,,,,not_reached
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,q_0.925,23,18,5,2,0.1,0.8,,,,not_reached
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,q_0.925,23,18,5,2,0.1,0.8,5.0,5.0,5.0,identified
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,q_0.925,23,18,5,2,0.1,0.8,12.0,,,unknown
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,q_0.925,23,18,5,2,0.1,0.8,,,,not_reached
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,q_0.925,23,18,5,2,0.1,0.8,5.0,5.0,5.0,identified
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,q_0.900,23,18,5,2,0.1,0.8,,,,not_reached
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,yqstnuAEVhm,q_0.900,23,18,5,2,0.1,0.8,,,,not_reached
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,q_0.900,23,18,5,2,0.1,0.8,,,,not_reached
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,q_0.900,23,18,5,2,0.1,0.8,5.0,5.0,5.0,identified
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,q_0.900,23,18,5,2,0.1,0.8,15.0,,,unknown
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,q_0.900,23,18,5,2,0.1,0.8,,,,not_reached
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,q_0.900,23,18,5,2,0.1,0.8,5.0,5.0,5.0,identified
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,q_0.850,23,18,5,2,0.1,0.8,,,,not_reached
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,yqstnuAEVhm,q_0.850,23,18,5,2,0.1,0.8,,,,not_reached
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,q_0.850,23,18,5,2,0.1,0.8,,,,not_reached
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,q_0.850,23,18,5,2,0.1,0.8,1.0,2.0,,unknown
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,q_0.850,23,18,5,2,0.1,0.8,15.0,,,unknown
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,q_0.850,23,18,5,2,0.1,0.8,,,,not_reached
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,q_0.850,23,18,5,2,0.1,0.8,5.0,5.0,5.0,identified
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,q_0.800,23,18,5,2,0.1,0.8,,,,not_reached
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,yqstnuAEVhm,q_0.800,23,18,5,2,0.1,0.8,,,,not_reached
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,q_0.800,23,18,5,2,0.1,0.8,,,,not_reached
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,q_0.800,23,18,5,2,0.1,0.8,1.0,2.0,,unknown
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,q_0.800,23,18,5,2,0.1,0.8,15.0,,,unknown
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,q_0.800,23,18,5,2,0.1,0.8,,,,not_reached
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,q_0.800,23,18,5,2,0.1,0.8,5.0,5.0,5.0,identified
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,ospa30_t6,23,18,5,2,0.1,0.8,,,,not_reached
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,yqstnuAEVhm,ospa30_t6,23,18,5,2,0.1,0.8,,,,not_reached
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,ospa30_t6,23,18,5,2,0.1,0.8,,,,not_reached
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,ospa30_t6,23,18,5,2,0.1,0.8,5.0,5.0,5.0,identified
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,ospa30_t6,23,18,5,2,0.1,0.8,,,,not_reached
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,ospa30_t6,23,18,5,2,0.1,0.8,,,,not_reached
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,ospa30_t6,23,18,5,2,0.1,0.8,7.0,7.0,7.0,identified
