split,image_id,metric_object,coordinate_space,gt_variant,gt_source_type,image_path,model_path,gt_path,model_sha256,gt_sha256,model_pair_encoding_valid,model_pair_encoding_invalid_reason,model_point_count,gt_point_count,model_pair_count,gt_pair_count,pair_count_delta,topology_exact,pair_structure_correct,corner_match_threshold_px,corner_match_tp,corner_match_fp,corner_match_fn,corner_precision_1pct,corner_recall_1pct,corner_f1_1pct,corner_localization_pass,structural_localization_correct,mean_corner_error_px,corner_rmse_px,max_corner_error_px,corner_error_percent_diagonal,topdown_2d_iou,layoutnetv2_style_3d_iou,layout_depth_rmse_proxy,layout_depth_delta1_proxy,layout_metric_status,layout_metric_reason,layout_mask_iou,layout_mask_difference,boundary_rmse_px,geometry_acceptable,initialization_correct,near_identical,initialization_class,difference_band,topdown_2d_iou_ge_0_95,topdown_2d_iou_ge_0_9,topdown_2d_iou_ge_0_75,mask_difference_ge_0_01,mask_difference_ge_0_05,mask_difference_ge_0_1,mask_difference_ge_0_2,boundary_rmse_ge_5px,boundary_rmse_ge_10px,boundary_rmse_ge_20px,official_gt_sensitivity_initialization_class,official_gt_sensitivity_initialization_correct,official_gt_sensitivity_gt_pair_count,hybrid_vs_official_class_changed,hybrid_vs_official_topology_changed
test,B6ByNegPMKs_ce2f5a74556c4be192df3ca7a178cefb,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/B6ByNegPMKs_ce2f5a74556c4be192df3ca7a178cefb.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/B6ByNegPMKs_ce2f5a74556c4be192df3ca7a178cefb.txt,data/mp3d_layout/test/label_cor/B6ByNegPMKs_ce2f5a74556c4be192df3ca7a178cefb.txt,3f4c56c37ae3fe6fe36a6605213e49c20ef4162b5a51dca3b12b8b2ce5d4cb49,8697a014def5cc806b8b711ce968025ca2a0ae0d61e497f717f63fe4999ded8a,True,,8,8,4,4,0,True,True,10.24,4,4,4,0.5,0.5,0.5,False,False,10.330819,11.732919,17.690278,0.90235993,0.78992262,0.7802557,0.22085045,1.0,proxy_evaluable,,0.95889293,0.04110707,3.875035,False,False,False,wrong_initialization_localization,large_difference_localization,False,False,True,True,False,False,False,False,False,False,,,,False,False
test,B6ByNegPMKs_ce6c6753bebe462e804ec5a2fc8b0580,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/B6ByNegPMKs_ce6c6753bebe462e804ec5a2fc8b0580.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/B6ByNegPMKs_ce6c6753bebe462e804ec5a2fc8b0580.txt,data/mp3d_layout/test/label_cor/B6ByNegPMKs_ce6c6753bebe462e804ec5a2fc8b0580.txt,d56bdad4d6535f93c7510a8d147ea7b2e90f7f7ed1ff176bc02e812376352f82,06bdbb38fbf8ec7c3a6c93f1414a95b0bd762265be5593200b2904857a5fea6a,True,,8,8,4,4,0,True,True,10.24,6,2,2,0.75,0.75,0.75,False,False,9.275503,10.070672,18.463767,0.81018184,0.7945007,0.76219215,0.1789456,1.0,proxy_evaluable,,0.94506566,0.05493434,10.171095,False,False,False,wrong_initialization_localization,large_difference_localization,False,False,True,True,True,False,False,True,True,False,,,,False,False
test,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624.txt,data/mp3d_layout/test/label_cor/B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624.txt,c21f2c22d1bae522f9f6a0c5cedb87d056a8c7d7f125096e272d12debd4a4d75,0ad89b4bf2898bc5df1171f7d4c6d496d40e3a797eda5d7cde52428548cc067b,True,,8,8,4,4,0,True,True,10.24,2,6,6,0.25,0.25,0.25,False,False,18.607363,20.600706,31.01136,1.62528629,0.47522721,0.45557884,0.46531901,0.99341011,proxy_evaluable,,0.50213561,0.49786439,23.686817,False,False,False,wrong_initialization_localization,large_difference_localization,False,False,False,True,True,True,True,True,True,True,,,,False,False
test,B6ByNegPMKs_cfb2c926a80a4fde93b0d58d49af6549,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/B6ByNegPMKs_cfb2c926a80a4fde93b0d58d49af6549.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/B6ByNegPMKs_cfb2c926a80a4fde93b0d58d49af6549.txt,data/mp3d_layout/test/label_cor/B6ByNegPMKs_cfb2c926a80a4fde93b0d58d49af6549.txt,43324a9e88d8a893cdc495a567d860964d86c063161ec3e7fa147e6d46fbee7c,b500a688a36245b7f74565c1b368fa28bd2f72e8ec0ae7d2f62198222c6cae0f,True,,8,8,4,4,0,True,True,10.24,8,0,0,1.0,1.0,1.0,True,True,5.298559,5.854675,8.132908,0.46281007,0.92226225,0.88923425,0.13904867,1.0,proxy_evaluable,,0.93760165,0.06239835,6.020921,False,False,False,wrong_initialization_geometry,large_difference_geometry,False,True,True,True,True,False,False,True,False,False,,,,False,False
test,B6ByNegPMKs_d19d2ae4bddf4445a3c623edc0346937,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/B6ByNegPMKs_d19d2ae4bddf4445a3c623edc0346937.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/B6ByNegPMKs_d19d2ae4bddf4445a3c623edc0346937.txt,data/mp3d_layout/test/label_cor/B6ByNegPMKs_d19d2ae4bddf4445a3c623edc0346937.txt,713528f18184abde93b760694d8c3047fd4e35278c5020e7a718f5633285dac2,b31ff199c0e509cc8cc3658ad8d664aa2f61753713758045a68a32905da56269,True,,20,16,10,8,2,False,False,10.24,3,17,13,0.15,0.1875,0.16666667,False,False,,,,,0.55757088,0.52822206,0.5480541,0.86259842,proxy_evaluable,,0.67124575,0.32875425,42.189968,False,False,False,wrong_initialization_topology,large_difference_topology,False,False,False,True,True,True,True,True,True,True,,,,False,False
test,B6ByNegPMKs_d2dcbd73533446dcaf50e6be98c30386,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/B6ByNegPMKs_d2dcbd73533446dcaf50e6be98c30386.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/B6ByNegPMKs_d2dcbd73533446dcaf50e6be98c30386.txt,data/mp3d_layout/test/label_cor/B6ByNegPMKs_d2dcbd73533446dcaf50e6be98c30386.txt,448b66f309b4baee52cc835c2906ebf8b47fcdf8d01287a1768ea61ef8690c0a,99dd4bb507275ea62b0cf1e2aa7d09b3740dfde0a68763d5a3ce82e0fe2e252a,True,,20,20,10,10,0,True,True,10.24,3,17,17,0.15,0.15,0.15,False,False,125.06753,161.542116,396.713531,10.92419914,0.16582891,0.16328359,1.521106,0.46226501,proxy_evaluable,,0.3346911,0.6653089,142.842773,False,False,False,wrong_initialization_localization,large_difference_localization,False,False,False,True,True,True,True,True,True,True,,,,False,False
test,B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898.txt,data/mp3d_layout/test/label_cor/B6ByNegPMKs_d7ade8d217fe4d068fc3629dd2510898.txt,8b7ce9627f9e5e515d0da26845e8960a6f921043edee13fce3da80d91760ee6c,b5ee5fedf5770bc1d1c015740d9de07ca9ff4ad54cba4c1dc3c58d3140443af2,True,,8,8,4,4,0,True,True,10.24,4,4,4,0.5,0.5,0.5,False,False,10.319793,10.940746,15.105851,0.90139681,0.84993024,0.81133303,0.17442319,1.0,proxy_evaluable,,0.91772624,0.08227376,11.647326,False,False,False,wrong_initialization_localization,large_difference_localization,False,False,True,True,True,False,False,True,True,False,,,,False,False
test,B6ByNegPMKs_dbc3c79b1ce74d209239b1572bd249bb,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/B6ByNegPMKs_dbc3c79b1ce74d209239b1572bd249bb.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/B6ByNegPMKs_dbc3c79b1ce74d209239b1572bd249bb.txt,data/mp3d_layout/test/label_cor/B6ByNegPMKs_dbc3c79b1ce74d209239b1572bd249bb.txt,4ac700e3b05fd28e312297bd9b991f5cc25af99d51784a3d4d0e8066cbe2b93e,56da9ed47743a5e5a5d6b261a29c7d727383fc11a65854f50e178c5552852018,True,,8,8,4,4,0,True,True,10.24,4,4,4,0.5,0.5,0.5,False,False,8.980024,11.352772,18.30272,0.78437281,0.88456401,0.83680165,0.16875717,1.0,proxy_evaluable,,0.92410371,0.07589629,9.590672,False,False,False,wrong_initialization_localization,large_difference_localization,False,False,True,True,True,False,False,True,False,False,,,,False,False
test,B6ByNegPMKs_dd1319e5f88a4dd88ccceee489e790cd,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/B6ByNegPMKs_dd1319e5f88a4dd88ccceee489e790cd.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/B6ByNegPMKs_dd1319e5f88a4dd88ccceee489e790cd.txt,data/mp3d_layout/test/label_cor/B6ByNegPMKs_dd1319e5f88a4dd88ccceee489e790cd.txt,bf9f85f0fe8fedb0628dc955c654a1fa5a49931b6e7cc2983a9e40305d54337b,d52b43a586d61e44ccd8edb34e868846e3e4f2a90f31180e68c31e4f52fadb6b,True,,8,8,4,4,0,True,True,10.24,8,0,0,1.0,1.0,1.0,True,True,5.582945,6.202694,8.427687,0.48765018,0.88058836,0.7857855,0.26039532,0.77939224,proxy_evaluable,,0.88444344,0.11555656,7.220125,False,False,False,wrong_initialization_geometry,large_difference_geometry,False,False,True,True,True,True,False,True,False,False,,,,False,False
test,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b.txt,data/mp3d_layout/test/label_cor/B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b.txt,bc2b10e93f299113ddd34bd41d3ef928dac77950bbbe00509546a7a146ce92bb,717661b5845a299f2dcf086ec818147141fe4c3b089b72c877c9e0360fe47904,True,,20,20,10,10,0,True,True,10.24,14,6,6,0.7,0.7,0.7,False,False,25.287012,41.033128,84.515213,2.2087296,0.82172187,0.81337369,0.19679244,0.97006798,proxy_evaluable,,0.93555867,0.06444133,13.02319,False,False,False,wrong_initialization_localization,large_difference_localization,False,False,True,True,True,False,False,True,True,False,,,,False,False
test,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5.txt,data/mp3d_layout/test/label_cor/B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5.txt,1a2b631da9ec4cce1eae5c6b90a1d1b08f7805a654144ffe5c3c618506cad831,62df23b5624b119f5dedc4f5cada4fbf34628944a385b85f39e5507ee5b177f0,True,,8,8,4,4,0,True,True,10.24,8,0,0,1.0,1.0,1.0,True,True,5.701439,6.167059,9.388365,0.49800019,0.7606089,0.7067972,0.2543835,0.99807739,proxy_evaluable,,0.84984771,0.15015229,7.018952,False,False,False,wrong_initialization_geometry,large_difference_geometry,False,False,True,True,True,True,False,True,False,False,,,,False,False
test,B6ByNegPMKs_e5567bd5fa2d4fde8a6b9f15e3274a7e,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/B6ByNegPMKs_e5567bd5fa2d4fde8a6b9f15e3274a7e.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/B6ByNegPMKs_e5567bd5fa2d4fde8a6b9f15e3274a7e.txt,data/mp3d_layout/test/label_cor/B6ByNegPMKs_e5567bd5fa2d4fde8a6b9f15e3274a7e.txt,b0d2ade79de2be3ab2dc089232b36437ac1f5d2e45ce8f1ab1408589f1163838,bbf955806062ce6a795723577582e6071f748d9fc687058f7df85ef0070824ef,True,,8,8,4,4,0,True,True,10.24,8,0,0,1.0,1.0,1.0,True,True,4.012011,4.268006,5.782992,0.35043474,0.81216444,0.76636898,0.2122342,0.99831009,proxy_evaluable,,0.93247578,0.06752422,3.256415,False,False,False,wrong_initialization_geometry,large_difference_geometry,False,False,True,True,True,False,False,False,False,False,,,,False,False
test,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6.txt,data/mp3d_layout/test/label_cor/B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6.txt,03898e8a10206b261a111201d24e33e307990328fb09507fd86c164102d5c2e4,9863838106f464ebd3c47686e181f2c8a4fb595f091eecfcefce75f5dfbdaca5,True,,8,8,4,4,0,True,True,10.24,4,4,4,0.5,0.5,0.5,False,False,11.911168,13.588497,22.818736,1.04039767,0.8924279,0.7766383,0.32872593,0.68883324,proxy_evaluable,,0.8799716,0.1200284,17.623352,False,False,False,wrong_initialization_localization,large_difference_localization,False,False,True,True,True,True,False,True,True,False,,,,False,False
test,B6ByNegPMKs_f701cece31304e16a3faa7f225bfdaa8,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/B6ByNegPMKs_f701cece31304e16a3faa7f225bfdaa8.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/B6ByNegPMKs_f701cece31304e16a3faa7f225bfdaa8.txt,data/mp3d_layout/test/label_cor/B6ByNegPMKs_f701cece31304e16a3faa7f225bfdaa8.txt,dfec83fb35f6377052cd6980ad3ae2cf5b76032819786289717539623b6aca6a,13e8c6af887f1f905e71d1c19381755ad977929e32400b5e38b827299f201117,True,,8,8,4,4,0,True,True,10.24,0,8,8,0.0,0.0,0.0,False,False,17.382184,18.392616,27.190616,1.51827128,0.56066629,0.51715159,0.43630204,0.51563644,proxy_evaluable,,0.64867063,0.35132937,25.632607,False,False,False,wrong_initialization_localization,large_difference_localization,False,False,False,True,True,True,True,True,True,True,,,,False,False
test,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b.txt,data/mp3d_layout/test/label_cor/UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b.txt,5f8bd421bd8ed28200cf6acdebc7394fb50c9d99829b5ecc8a6f4135dbdd3018,45febd97ab3f12f9b06f2315b6eb96d80aa9b572a7aab2447a8a54466d2bb5f4,True,,20,24,10,12,-2,False,False,10.24,14,6,10,0.7,0.58333333,0.63636364,False,False,,,,,0.57162319,0.54127654,0.85528302,0.91156387,proxy_evaluable,,0.76513234,0.23486766,41.849186,False,False,False,wrong_initialization_topology,large_difference_topology,False,False,False,True,True,True,True,True,True,True,,,,False,False
test,UwV83HsGsw3_1018c8753d68416e8f2d48a144282aeb,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/UwV83HsGsw3_1018c8753d68416e8f2d48a144282aeb.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/UwV83HsGsw3_1018c8753d68416e8f2d48a144282aeb.txt,data/mp3d_layout/test/label_cor/UwV83HsGsw3_1018c8753d68416e8f2d48a144282aeb.txt,b432c7f5f17d198231eb95811b1c994aa8d11b91d80368a07461452044afa79c,0c258ed014643a11054eb637e2f2b98a817a1c6903364d410b565bf832476f7c,True,,12,12,6,6,0,True,True,10.24,12,0,0,1.0,1.0,1.0,True,True,3.800282,4.081587,6.75213,0.331941,0.85659659,0.84529657,0.10704178,1.0,proxy_evaluable,,0.95518122,0.04481878,5.510956,False,False,False,wrong_initialization_geometry,large_difference_geometry,False,False,True,True,False,False,False,True,False,False,,,,False,False
test,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2.txt,data/mp3d_layout/test/label_cor/UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2.txt,812eb24bd800e76a5dbb99ba63f411fbebb4bdf29f503adf8a89c99cc873bdd5,7565f3f030bdb93e8d83d988a469f38293c73c9feb4a8f382d8fb08f7c74edcf,True,,20,20,10,10,0,True,True,10.24,11,9,9,0.55,0.55,0.55,False,False,111.842509,132.696275,278.923827,9.7690411,0.79109114,0.78467017,0.25689232,0.99880981,proxy_evaluable,,0.8437939,0.1562061,16.229441,False,False,False,wrong_initialization_localization,large_difference_localization,False,False,True,True,True,True,False,True,True,False,,,,False,False
test,UwV83HsGsw3_2460d9e0bb2047e3b15b5eeeb58f68a8,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/UwV83HsGsw3_2460d9e0bb2047e3b15b5eeeb58f68a8.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/UwV83HsGsw3_2460d9e0bb2047e3b15b5eeeb58f68a8.txt,data/mp3d_layout/test/label_cor/UwV83HsGsw3_2460d9e0bb2047e3b15b5eeeb58f68a8.txt,178575d1617b42fa41ae8760da624f098e64bea2553944cbc33d7fad27b84b3e,1054ab79e44d309c9e74fe993903328ae3677eb460d9c34406c03fcf706f76a0,True,,12,12,6,6,0,True,True,10.24,12,0,0,1.0,1.0,1.0,True,True,3.709308,3.797912,4.589274,0.32399468,0.94166579,0.92917212,0.0586619,1.0,proxy_evaluable,,0.97168272,0.02831728,4.146324,True,True,False,correct_initialization,correct_but_visible_difference,False,True,True,True,False,False,False,False,False,False,,,,False,False
test,UwV83HsGsw3_28e58f32d4274b62ac6d2b239e9e8516,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/UwV83HsGsw3_28e58f32d4274b62ac6d2b239e9e8516.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/UwV83HsGsw3_28e58f32d4274b62ac6d2b239e9e8516.txt,data/mp3d_layout/test/label_cor/UwV83HsGsw3_28e58f32d4274b62ac6d2b239e9e8516.txt,e16b3f554506ca2a4a652c5bb7839f1fb383348b0f97f65afd2a2cd61b65bcc7,69ffe35095a8f90e5c6e710be1bfc6c925d306c03aab1dd125ba3f04437f708b,True,,8,8,4,4,0,True,True,10.24,8,0,0,1.0,1.0,1.0,True,True,3.215198,3.467494,4.983215,0.280836,0.92363462,0.91366232,0.05440843,1.0,proxy_evaluable,,0.97563661,0.02436339,3.543558,True,True,False,correct_initialization,correct_but_visible_difference,False,True,True,True,False,False,False,False,False,False,,,,False,False
test,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282.txt,data/mp3d_layout/test/label_cor/UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282.txt,bca0734c58cfeffec43425db9b2990130075fb2cbf803b125371d62c6466425a,b0660f8ef1666555ea2d5e31e90fb09fed38270722de0c25a40acba83b2e0af0,True,,24,16,12,8,4,False,False,10.24,5,19,11,0.20833333,0.3125,0.25,False,False,,,,,0.40251908,0.38165882,1.24606848,0.72378731,proxy_evaluable,,0.65618046,0.34381954,59.855206,False,False,False,wrong_initialization_topology,large_difference_topology,False,False,False,True,True,True,True,True,True,True,,,,False,False
test,UwV83HsGsw3_6faf5c6575694e52882985ae8538f498,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/UwV83HsGsw3_6faf5c6575694e52882985ae8538f498.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/UwV83HsGsw3_6faf5c6575694e52882985ae8538f498.txt,data/mp3d_layout/test/label_cor/UwV83HsGsw3_6faf5c6575694e52882985ae8538f498.txt,fa96d2b59179b709cf15e3358dab3d4d7752bb2afd31aa2f8575e45a62d25cbf,39118ba212068de4b634020f327a48debf306cbf70f789ed16a30f85d32f8661,True,,8,8,4,4,0,True,True,10.24,0,8,8,0.0,0.0,0.0,False,False,18.380593,18.412568,20.305282,1.60547872,0.7306247,0.72055384,0.15178494,0.9816246,proxy_evaluable,,0.80721463,0.19278537,23.426334,False,False,False,wrong_initialization_localization,large_difference_localization,False,False,False,True,True,True,False,True,True,True,,,,False,False
test,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940.txt,data/mp3d_layout/test/label_cor/UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940.txt,212c96b2c39344a87c283b0ee6f009e7f791544e74d97477618efc99f7d91bed,12d6b2dd69728fb4ed488de35a434617e775007b5aecbbebb2877c773fe50089,True,,24,28,12,14,-2,False,False,10.24,15,9,13,0.625,0.53571429,0.57692308,False,False,,,,,0.78924747,0.78645055,0.30314168,0.99357414,proxy_evaluable,,0.76037504,0.23962496,18.514065,False,False,False,wrong_initialization_topology,large_difference_topology,False,False,True,True,True,True,True,True,True,False,,,,False,False
test,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,confirmed_user_manual_gt_correction,data/mp3d_layout/test/img/UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65.txt,export_label/groudTruth.json,28f6bb3963ff9996f6af25b6325114f95edaee29f63ae814f7a08b32a1665f81,5ead984f15bdff3f08b31755a6017d007aa2fc33fbd0302b8cfcbc12a41604e0,True,,20,16,10,8,2,False,False,10.24,8,12,8,0.4,0.5,0.44444444,False,False,,,,,0.20082273,0.20000377,0.81896025,0.72027779,proxy_evaluable,,0.72791416,0.27208584,59.663822,False,False,False,wrong_initialization_topology,large_difference_topology,False,False,False,True,True,True,True,True,True,True,wrong_initialization_localization,False,10,True,True
test,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596.txt,data/mp3d_layout/test/label_cor/UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596.txt,dadc13b7fd5723724b2196add23fa74f1ccbc96472d4cffd068788deb5f596cc,19f4ef985181b70d908f15832198963e65d453fadc0222c2bfce1e1a7811cdcd,True,,12,8,6,4,2,False,False,10.24,1,11,7,0.08333333,0.125,0.1,False,False,,,,,0.67335347,0.65766137,0.18097149,0.97229767,proxy_evaluable,,0.87247009,0.12752991,25.701399,False,False,False,wrong_initialization_topology,large_difference_topology,False,False,False,True,True,True,False,True,True,True,,,,False,False
test,UwV83HsGsw3_92a9d9780863464195c5cfdd1851d623,final_layout_as_initialization_proxy,1024x512,test_hybrid_30_manual_else_official,official_mp3d_layout_label_cor_raw_not_no_occ,data/mp3d_layout/test/img/UwV83HsGsw3_92a9d9780863464195c5cfdd1851d623.png,output/mp3d_layout/HOHO_layout_aug_efficienthc_Transen1_resnet34/UwV83HsGsw3_92a9d9780863464195c5cfdd1851d623.txt,data/mp3d_layout/test/label_cor/UwV83HsGsw3_92a9d9780863464195c5cfdd1851d623.txt,9d72c04fe5e817ddeb45d13d938b4f3fecbf59dd53f8fec7cc23af7d7860d585,b052ad59c654194a9ebd73952130ebf49a3338ee7aa6b9cf7114ee4f3db67f51,True,,20,12,10,6,4,False,False,10.24,3,17,9,0.15,0.25,0.1875,False,False,,,,,0.59712695,0.56319026,0.30497149,0.79866219,proxy_evaluable,,0.85378968,0.14621032,33.987038,False,False,False,wrong_initialization_topology,large_difference_topology,False,False,False,True,True,True,False,True,True,True,,,,False,False
