condition,cut,rule,early_k,process_tier,images
semi,0.2,D10_distribution,7,early_one_or_two_supported_modes,11
semi,0.2,D10_distribution,7,insufficient_horizon_or_other_trajectory,17
semi,0.2,D10_distribution,7,intermediate_or_order_sensitive,10
semi,0.2,D10_distribution,7,invalid_records_preclude_process_tier,4
semi,0.2,D10_distribution,7,later_few_supported_modes,1
semi,0.2,D20_distribution,2,early_one_or_two_supported_modes,11
semi,0.2,D20_distribution,2,insufficient_horizon_or_other_trajectory,17
semi,0.2,D20_distribution,2,intermediate_or_order_sensitive,10
semi,0.2,D20_distribution,2,invalid_records_preclude_process_tier,4
semi,0.2,D20_distribution,2,later_few_supported_modes,1
semi,0.2,D20_distribution,3,early_one_or_two_supported_modes,11
semi,0.2,D20_distribution,3,insufficient_horizon_or_other_trajectory,17
semi,0.2,D20_distribution,3,intermediate_or_order_sensitive,10
semi,0.2,D20_distribution,3,invalid_records_preclude_process_tier,4
semi,0.2,D20_distribution,3,later_few_supported_modes,1
semi,0.2,D20_distribution,4,early_one_or_two_supported_modes,11
semi,0.2,D20_distribution,4,insufficient_horizon_or_other_trajectory,17
semi,0.2,D20_distribution,4,intermediate_or_order_sensitive,10
semi,0.2,D20_distribution,4,invalid_records_preclude_process_tier,4
semi,0.2,D20_distribution,4,later_few_supported_modes,1
semi,0.2,D20_distribution,5,early_one_or_two_supported_modes,11
semi,0.2,D20_distribution,5,insufficient_horizon_or_other_trajectory,17
semi,0.2,D20_distribution,5,intermediate_or_order_sensitive,10
semi,0.2,D20_distribution,5,invalid_records_preclude_process_tier,4
semi,0.2,D20_distribution,5,later_few_supported_modes,1
semi,0.2,D20_distribution,6,early_one_or_two_supported_modes,11
semi,0.2,D20_distribution,6,insufficient_horizon_or_other_trajectory,17
semi,0.2,D20_distribution,6,intermediate_or_order_sensitive,11
semi,0.2,D20_distribution,6,invalid_records_preclude_process_tier,4
semi,0.2,D20_distribution,7,early_one_or_two_supported_modes,11
semi,0.2,D20_distribution,7,insufficient_horizon_or_other_trajectory,17
semi,0.2,D20_distribution,7,intermediate_or_order_sensitive,11
semi,0.2,D20_distribution,7,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,2,early_one_or_two_supported_modes,4
semi,0.2,G10_geometry,2,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,2,intermediate_or_order_sensitive,14
semi,0.2,G10_geometry,2,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,2,later_few_supported_modes,1
semi,0.2,G10_geometry,3,early_one_or_two_supported_modes,4
semi,0.2,G10_geometry,3,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,3,intermediate_or_order_sensitive,14
semi,0.2,G10_geometry,3,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,3,later_few_supported_modes,1
semi,0.2,G10_geometry,4,early_one_or_two_supported_modes,4
semi,0.2,G10_geometry,4,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,4,intermediate_or_order_sensitive,15
semi,0.2,G10_geometry,4,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,5,early_one_or_two_supported_modes,5
semi,0.2,G10_geometry,5,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,5,intermediate_or_order_sensitive,14
semi,0.2,G10_geometry,5,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,6,early_one_or_two_supported_modes,5
semi,0.2,G10_geometry,6,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,6,intermediate_or_order_sensitive,14
semi,0.2,G10_geometry,6,invalid_records_preclude_process_tier,4
semi,0.2,G10_geometry,7,early_one_or_two_supported_modes,5
semi,0.2,G10_geometry,7,insufficient_horizon_or_other_trajectory,20
semi,0.2,G10_geometry,7,intermediate_or_order_sensitive,14
semi,0.2,G10_geometry,7,invalid_records_preclude_process_tier,4
semi,0.2,P_pattern,2,early_one_or_two_supported_modes,11
semi,0.2,P_pattern,2,insufficient_horizon_or_other_trajectory,17
semi,0.2,P_pattern,2,intermediate_or_order_sensitive,10
semi,0.2,P_pattern,2,invalid_records_preclude_process_tier,4
semi,0.2,P_pattern,2,later_few_supported_modes,1
semi,0.2,P_pattern,3,early_one_or_two_supported_modes,11
semi,0.2,P_pattern,3,insufficient_horizon_or_other_trajectory,17
semi,0.2,P_pattern,3,intermediate_or_order_sensitive,10
semi,0.2,P_pattern,3,invalid_records_preclude_process_tier,4
semi,0.2,P_pattern,3,later_few_supported_modes,1
semi,0.2,P_pattern,4,early_one_or_two_supported_modes,11
semi,0.2,P_pattern,4,insufficient_horizon_or_other_trajectory,17
semi,0.2,P_pattern,4,intermediate_or_order_sensitive,11
semi,0.2,P_pattern,4,invalid_records_preclude_process_tier,4
semi,0.2,P_pattern,5,early_one_or_two_supported_modes,11
semi,0.2,P_pattern,5,insufficient_horizon_or_other_trajectory,17
semi,0.2,P_pattern,5,intermediate_or_order_sensitive,11
semi,0.2,P_pattern,5,invalid_records_preclude_process_tier,4
semi,0.2,P_pattern,6,early_one_or_two_supported_modes,11
semi,0.2,P_pattern,6,insufficient_horizon_or_other_trajectory,17
semi,0.2,P_pattern,6,intermediate_or_order_sensitive,11
semi,0.2,P_pattern,6,invalid_records_preclude_process_tier,4
semi,0.2,P_pattern,7,early_one_or_two_supported_modes,11
semi,0.2,P_pattern,7,insufficient_horizon_or_other_trajectory,17
semi,0.2,P_pattern,7,intermediate_or_order_sensitive,11
semi,0.2,P_pattern,7,invalid_records_preclude_process_tier,4
