condition,target,design,method,status,target_images
manual,singleton_share,same_building_diagnostic,dinov3__block12__panorama_mean,ok,186
manual,singleton_share,same_building_diagnostic,dinov3__block3__panorama_mean,no_eligible_source_history,1
manual,singleton_share,same_building_diagnostic,dinov3__block3__panorama_mean,ok,186
manual,singleton_share,same_building_diagnostic,dinov3__cls__panorama,no_eligible_source_history,1
manual,singleton_share,same_building_diagnostic,dinov3__cls__panorama,ok,186
manual,singleton_share,same_building_diagnostic,source_frequency_or_median,no_eligible_source_history,1
manual,singleton_share,same_building_diagnostic,source_frequency_or_median,ok,186
manual,singleton_share,same_building_diagnostic,uniform_random_source_expectation,no_eligible_source_history,1
manual,singleton_share,same_building_diagnostic,uniform_random_source_expectation,ok,186
manual,singleton_share,same_mainspace_other_building,dinov3__block12__faces_global,ok,187
manual,singleton_share,same_mainspace_other_building,dinov3__block12__panorama_mean,ok,187
manual,singleton_share,same_mainspace_other_building,dinov3__block3__panorama_mean,ok,187
manual,singleton_share,same_mainspace_other_building,dinov3__cls__panorama,ok,187
manual,singleton_share,same_mainspace_other_building,source_frequency_or_median,ok,187
manual,singleton_share,same_mainspace_other_building,uniform_random_source_expectation,ok,187
manual,singleton_share,same_scene_other_building,dinov3__block12__faces_global,no_eligible_source_history,7
manual,singleton_share,same_scene_other_building,dinov3__block12__faces_global,ok,180
manual,singleton_share,same_scene_other_building,dinov3__block12__panorama_mean,no_eligible_source_history,7
manual,singleton_share,same_scene_other_building,dinov3__block12__panorama_mean,ok,180
manual,singleton_share,same_scene_other_building,dinov3__block3__panorama_mean,no_eligible_source_history,7
manual,singleton_share,same_scene_other_building,dinov3__block3__panorama_mean,ok,180
manual,singleton_share,same_scene_other_building,dinov3__cls__panorama,no_eligible_source_history,7
manual,singleton_share,same_scene_other_building,dinov3__cls__panorama,ok,180
manual,singleton_share,same_scene_other_building,source_frequency_or_median,no_eligible_source_history,7
manual,singleton_share,same_scene_other_building,source_frequency_or_median,ok,180
manual,singleton_share,same_scene_other_building,uniform_random_source_expectation,no_eligible_source_history,7
manual,singleton_share,same_scene_other_building,uniform_random_source_expectation,ok,180
manual,singleton_share,supported_same_room,dinov3__block12__faces_global,no_eligible_source_history,147
manual,singleton_share,supported_same_room,dinov3__block12__faces_global,ok,40
manual,singleton_share,supported_same_room,dinov3__block12__panorama_mean,no_eligible_source_history,147
manual,singleton_share,supported_same_room,dinov3__block12__panorama_mean,ok,40
manual,singleton_share,supported_same_room,dinov3__block3__panorama_mean,no_eligible_source_history,147
manual,singleton_share,supported_same_room,dinov3__block3__panorama_mean,ok,40
manual,singleton_share,supported_same_room,dinov3__cls__panorama,no_eligible_source_history,147
manual,singleton_share,supported_same_room,dinov3__cls__panorama,ok,40
manual,singleton_share,supported_same_room,source_frequency_or_median,no_eligible_source_history,147
manual,singleton_share,supported_same_room,source_frequency_or_median,ok,40
manual,singleton_share,supported_same_room,uniform_random_source_expectation,no_eligible_source_history,147
manual,singleton_share,supported_same_room,uniform_random_source_expectation,ok,40
manual,within_cluster_median,all_other_building,dinov3__block12__faces_global,ok,145
manual,within_cluster_median,all_other_building,dinov3__block12__panorama_mean,ok,145
manual,within_cluster_median,all_other_building,dinov3__block3__panorama_mean,ok,145
manual,within_cluster_median,all_other_building,dinov3__cls__panorama,ok,145
manual,within_cluster_median,all_other_building,source_frequency_or_median,ok,145
manual,within_cluster_median,all_other_building,uniform_random_source_expectation,ok,145
manual,within_cluster_median,same_building_diagnostic,dinov3__block12__faces_global,no_eligible_source_history,2
manual,within_cluster_median,same_building_diagnostic,dinov3__block12__faces_global,ok,143
manual,within_cluster_median,same_building_diagnostic,dinov3__block12__panorama_mean,no_eligible_source_history,2
manual,within_cluster_median,same_building_diagnostic,dinov3__block12__panorama_mean,ok,143
manual,within_cluster_median,same_building_diagnostic,dinov3__block3__panorama_mean,no_eligible_source_history,2
manual,within_cluster_median,same_building_diagnostic,dinov3__block3__panorama_mean,ok,143
manual,within_cluster_median,same_building_diagnostic,dinov3__cls__panorama,no_eligible_source_history,2
manual,within_cluster_median,same_building_diagnostic,dinov3__cls__panorama,ok,143
manual,within_cluster_median,same_building_diagnostic,source_frequency_or_median,no_eligible_source_history,2
manual,within_cluster_median,same_building_diagnostic,source_frequency_or_median,ok,143
manual,within_cluster_median,same_building_diagnostic,uniform_random_source_expectation,no_eligible_source_history,2
manual,within_cluster_median,same_building_diagnostic,uniform_random_source_expectation,ok,143
manual,within_cluster_median,same_mainspace_other_building,dinov3__block12__faces_global,ok,145
manual,within_cluster_median,same_mainspace_other_building,dinov3__block12__panorama_mean,ok,145
manual,within_cluster_median,same_mainspace_other_building,dinov3__block3__panorama_mean,ok,145
manual,within_cluster_median,same_mainspace_other_building,dinov3__cls__panorama,ok,145
manual,within_cluster_median,same_mainspace_other_building,source_frequency_or_median,ok,145
manual,within_cluster_median,same_mainspace_other_building,uniform_random_source_expectation,ok,145
manual,within_cluster_median,same_scene_other_building,dinov3__block12__faces_global,no_eligible_source_history,6
manual,within_cluster_median,same_scene_other_building,dinov3__block12__faces_global,ok,139
manual,within_cluster_median,same_scene_other_building,dinov3__block12__panorama_mean,no_eligible_source_history,6
manual,within_cluster_median,same_scene_other_building,dinov3__block12__panorama_mean,ok,139
manual,within_cluster_median,same_scene_other_building,dinov3__block3__panorama_mean,no_eligible_source_history,6
manual,within_cluster_median,same_scene_other_building,dinov3__block3__panorama_mean,ok,139
manual,within_cluster_median,same_scene_other_building,dinov3__cls__panorama,no_eligible_source_history,6
manual,within_cluster_median,same_scene_other_building,dinov3__cls__panorama,ok,139
manual,within_cluster_median,same_scene_other_building,source_frequency_or_median,no_eligible_source_history,6
manual,within_cluster_median,same_scene_other_building,source_frequency_or_median,ok,139
manual,within_cluster_median,same_scene_other_building,uniform_random_source_expectation,no_eligible_source_history,6
manual,within_cluster_median,same_scene_other_building,uniform_random_source_expectation,ok,139
manual,within_cluster_median,supported_same_room,dinov3__block12__faces_global,no_eligible_source_history,116
manual,within_cluster_median,supported_same_room,dinov3__block12__faces_global,ok,29
manual,within_cluster_median,supported_same_room,dinov3__block12__panorama_mean,no_eligible_source_history,116
manual,within_cluster_median,supported_same_room,dinov3__block12__panorama_mean,ok,29
manual,within_cluster_median,supported_same_room,dinov3__block3__panorama_mean,no_eligible_source_history,116
manual,within_cluster_median,supported_same_room,dinov3__block3__panorama_mean,ok,29
manual,within_cluster_median,supported_same_room,dinov3__cls__panorama,no_eligible_source_history,116
manual,within_cluster_median,supported_same_room,dinov3__cls__panorama,ok,29
manual,within_cluster_median,supported_same_room,source_frequency_or_median,no_eligible_source_history,116
manual,within_cluster_median,supported_same_room,source_frequency_or_median,ok,29
manual,within_cluster_median,supported_same_room,uniform_random_source_expectation,no_eligible_source_history,116
manual,within_cluster_median,supported_same_room,uniform_random_source_expectation,ok,29
oos_geometry,core10_p_by_19,all_other_building,dinov3__block12__faces_global,missing_model_array_for_source_or_target,9
oos_geometry,core10_p_by_19,all_other_building,dinov3__block12__panorama_mean,missing_model_array_for_source_or_target,9
oos_geometry,core10_p_by_19,all_other_building,dinov3__block3__panorama_mean,missing_model_array_for_source_or_target,9
oos_geometry,core10_p_by_19,all_other_building,dinov3__cls__panorama,missing_model_array_for_source_or_target,9
oos_geometry,core10_p_by_19,all_other_building,source_frequency_or_median,ok,9
oos_geometry,core10_p_by_19,all_other_building,uniform_random_source_expectation,ok,9
oos_geometry,core10_p_by_19,same_building_diagnostic,dinov3__block12__faces_global,missing_model_array_for_source_or_target,5
oos_geometry,core10_p_by_19,same_building_diagnostic,dinov3__block12__faces_global,no_eligible_source_history,4
oos_geometry,core10_p_by_19,same_building_diagnostic,dinov3__block12__panorama_mean,missing_model_array_for_source_or_target,5
oos_geometry,core10_p_by_19,same_building_diagnostic,dinov3__block12__panorama_mean,no_eligible_source_history,4
oos_geometry,core10_p_by_19,same_building_diagnostic,dinov3__block3__panorama_mean,missing_model_array_for_source_or_target,5
oos_geometry,core10_p_by_19,same_building_diagnostic,dinov3__block3__panorama_mean,no_eligible_source_history,4
oos_geometry,core10_p_by_19,same_building_diagnostic,dinov3__cls__panorama,missing_model_array_for_source_or_target,5
oos_geometry,core10_p_by_19,same_building_diagnostic,dinov3__cls__panorama,no_eligible_source_history,4
oos_geometry,core10_p_by_19,same_building_diagnostic,source_frequency_or_median,no_eligible_source_history,4
oos_geometry,core10_p_by_19,same_building_diagnostic,source_frequency_or_median,ok,5
oos_geometry,core10_p_by_19,same_building_diagnostic,uniform_random_source_expectation,no_eligible_source_history,4
oos_geometry,core10_p_by_19,same_building_diagnostic,uniform_random_source_expectation,ok,5
oos_geometry,core10_p_by_19,same_mainspace_other_building,dinov3__block12__faces_global,missing_model_array_for_source_or_target,5
oos_geometry,core10_p_by_19,same_mainspace_other_building,dinov3__block12__faces_global,no_eligible_source_history,4
oos_geometry,core10_p_by_19,same_mainspace_other_building,dinov3__block12__panorama_mean,missing_model_array_for_source_or_target,5
oos_geometry,core10_p_by_19,same_mainspace_other_building,dinov3__block12__panorama_mean,no_eligible_source_history,4
oos_geometry,core10_p_by_19,same_mainspace_other_building,dinov3__block3__panorama_mean,missing_model_array_for_source_or_target,5
oos_geometry,core10_p_by_19,same_mainspace_other_building,dinov3__block3__panorama_mean,no_eligible_source_history,4
oos_geometry,core10_p_by_19,same_mainspace_other_building,dinov3__cls__panorama,missing_model_array_for_source_or_target,5
oos_geometry,core10_p_by_19,same_mainspace_other_building,dinov3__cls__panorama,no_eligible_source_history,4
oos_geometry,core10_p_by_19,same_mainspace_other_building,source_frequency_or_median,no_eligible_source_history,4
oos_geometry,core10_p_by_19,same_mainspace_other_building,source_frequency_or_median,ok,5
oos_geometry,core10_p_by_19,same_mainspace_other_building,uniform_random_source_expectation,no_eligible_source_history,4
oos_geometry,core10_p_by_19,same_mainspace_other_building,uniform_random_source_expectation,ok,5
oos_geometry,core10_p_by_19,same_scene_other_building,dinov3__block12__faces_global,missing_model_array_for_source_or_target,8
oos_geometry,core10_p_by_19,same_scene_other_building,dinov3__block12__faces_global,no_eligible_source_history,1
oos_geometry,core10_p_by_19,same_scene_other_building,dinov3__block12__panorama_mean,missing_model_array_for_source_or_target,8
oos_geometry,core10_p_by_19,same_scene_other_building,dinov3__block12__panorama_mean,no_eligible_source_history,1
oos_geometry,core10_p_by_19,same_scene_other_building,dinov3__block3__panorama_mean,missing_model_array_for_source_or_target,8
oos_geometry,core10_p_by_19,same_scene_other_building,dinov3__block3__panorama_mean,no_eligible_source_history,1
oos_geometry,core10_p_by_19,same_scene_other_building,dinov3__cls__panorama,missing_model_array_for_source_or_target,8
oos_geometry,core10_p_by_19,same_scene_other_building,dinov3__cls__panorama,no_eligible_source_history,1
oos_geometry,core10_p_by_19,same_scene_other_building,source_frequency_or_median,no_eligible_source_history,1
oos_geometry,core10_p_by_19,same_scene_other_building,source_frequency_or_median,ok,8
oos_geometry,core10_p_by_19,same_scene_other_building,uniform_random_source_expectation,no_eligible_source_history,1
oos_geometry,core10_p_by_19,same_scene_other_building,uniform_random_source_expectation,ok,8
oos_geometry,core10_p_by_19,supported_same_room,dinov3__block12__faces_global,missing_model_array_for_source_or_target,5
oos_geometry,core10_p_by_19,supported_same_room,dinov3__block12__faces_global,no_eligible_source_history,4
oos_geometry,core10_p_by_19,supported_same_room,dinov3__block12__panorama_mean,missing_model_array_for_source_or_target,5
oos_geometry,core10_p_by_19,supported_same_room,dinov3__block12__panorama_mean,no_eligible_source_history,4
oos_geometry,core10_p_by_19,supported_same_room,dinov3__block3__panorama_mean,missing_model_array_for_source_or_target,5
oos_geometry,core10_p_by_19,supported_same_room,dinov3__block3__panorama_mean,no_eligible_source_history,4
oos_geometry,core10_p_by_19,supported_same_room,dinov3__cls__panorama,missing_model_array_for_source_or_target,5
oos_geometry,core10_p_by_19,supported_same_room,dinov3__cls__panorama,no_eligible_source_history,4
oos_geometry,core10_p_by_19,supported_same_room,source_frequency_or_median,no_eligible_source_history,4
oos_geometry,core10_p_by_19,supported_same_room,source_frequency_or_median,ok,5
oos_geometry,core10_p_by_19,supported_same_room,uniform_random_source_expectation,no_eligible_source_history,4
oos_geometry,core10_p_by_19,supported_same_room,uniform_random_source_expectation,ok,5
oos_geometry,core_tail_10,all_other_building,dinov3__block12__faces_global,missing_model_array_for_source_or_target,9
oos_geometry,core_tail_10,all_other_building,dinov3__block12__panorama_mean,missing_model_array_for_source_or_target,9
oos_geometry,core_tail_10,all_other_building,dinov3__block3__panorama_mean,missing_model_array_for_source_or_target,9
oos_geometry,core_tail_10,all_other_building,dinov3__cls__panorama,missing_model_array_for_source_or_target,9
oos_geometry,core_tail_10,all_other_building,source_frequency_or_median,ok,9
oos_geometry,core_tail_10,all_other_building,uniform_random_source_expectation,ok,9
oos_geometry,core_tail_10,same_building_diagnostic,dinov3__block12__faces_global,missing_model_array_for_source_or_target,5
oos_geometry,core_tail_10,same_building_diagnostic,dinov3__block12__faces_global,no_eligible_source_history,4
oos_geometry,core_tail_10,same_building_diagnostic,dinov3__block12__panorama_mean,missing_model_array_for_source_or_target,5
oos_geometry,core_tail_10,same_building_diagnostic,dinov3__block12__panorama_mean,no_eligible_source_history,4
oos_geometry,core_tail_10,same_building_diagnostic,dinov3__block3__panorama_mean,missing_model_array_for_source_or_target,5
oos_geometry,core_tail_10,same_building_diagnostic,dinov3__block3__panorama_mean,no_eligible_source_history,4
oos_geometry,core_tail_10,same_building_diagnostic,dinov3__cls__panorama,missing_model_array_for_source_or_target,5
oos_geometry,core_tail_10,same_building_diagnostic,dinov3__cls__panorama,no_eligible_source_history,4
oos_geometry,core_tail_10,same_building_diagnostic,source_frequency_or_median,no_eligible_source_history,4
oos_geometry,core_tail_10,same_building_diagnostic,source_frequency_or_median,ok,5
oos_geometry,core_tail_10,same_building_diagnostic,uniform_random_source_expectation,no_eligible_source_history,4
oos_geometry,core_tail_10,same_building_diagnostic,uniform_random_source_expectation,ok,5
oos_geometry,core_tail_10,same_mainspace_other_building,dinov3__block12__faces_global,missing_model_array_for_source_or_target,5
oos_geometry,core_tail_10,same_mainspace_other_building,dinov3__block12__faces_global,no_eligible_source_history,4
oos_geometry,core_tail_10,same_mainspace_other_building,dinov3__block12__panorama_mean,missing_model_array_for_source_or_target,5
oos_geometry,core_tail_10,same_mainspace_other_building,dinov3__block12__panorama_mean,no_eligible_source_history,4
oos_geometry,core_tail_10,same_mainspace_other_building,dinov3__block3__panorama_mean,missing_model_array_for_source_or_target,5
oos_geometry,core_tail_10,same_mainspace_other_building,dinov3__block3__panorama_mean,no_eligible_source_history,4
oos_geometry,core_tail_10,same_mainspace_other_building,dinov3__cls__panorama,missing_model_array_for_source_or_target,5
oos_geometry,core_tail_10,same_mainspace_other_building,dinov3__cls__panorama,no_eligible_source_history,4
oos_geometry,core_tail_10,same_mainspace_other_building,source_frequency_or_median,no_eligible_source_history,4
oos_geometry,core_tail_10,same_mainspace_other_building,source_frequency_or_median,ok,5
oos_geometry,core_tail_10,same_mainspace_other_building,uniform_random_source_expectation,no_eligible_source_history,4
oos_geometry,core_tail_10,same_mainspace_other_building,uniform_random_source_expectation,ok,5
oos_geometry,core_tail_10,same_scene_other_building,dinov3__block12__faces_global,missing_model_array_for_source_or_target,8
oos_geometry,core_tail_10,same_scene_other_building,dinov3__block12__faces_global,no_eligible_source_history,1
oos_geometry,core_tail_10,same_scene_other_building,dinov3__block12__panorama_mean,missing_model_array_for_source_or_target,8
oos_geometry,core_tail_10,same_scene_other_building,dinov3__block12__panorama_mean,no_eligible_source_history,1
oos_geometry,core_tail_10,same_scene_other_building,dinov3__block3__panorama_mean,missing_model_array_for_source_or_target,8
oos_geometry,core_tail_10,same_scene_other_building,dinov3__block3__panorama_mean,no_eligible_source_history,1
oos_geometry,core_tail_10,same_scene_other_building,dinov3__cls__panorama,missing_model_array_for_source_or_target,8
oos_geometry,core_tail_10,same_scene_other_building,dinov3__cls__panorama,no_eligible_source_history,1
oos_geometry,core_tail_10,same_scene_other_building,source_frequency_or_median,no_eligible_source_history,1
oos_geometry,core_tail_10,same_scene_other_building,source_frequency_or_median,ok,8
oos_geometry,core_tail_10,same_scene_other_building,uniform_random_source_expectation,no_eligible_source_history,1
oos_geometry,core_tail_10,same_scene_other_building,uniform_random_source_expectation,ok,8
oos_geometry,core_tail_10,supported_same_room,dinov3__block12__faces_global,missing_model_array_for_source_or_target,5
oos_geometry,core_tail_10,supported_same_room,dinov3__block12__faces_global,no_eligible_source_history,4
oos_geometry,core_tail_10,supported_same_room,dinov3__block12__panorama_mean,missing_model_array_for_source_or_target,5
oos_geometry,core_tail_10,supported_same_room,dinov3__block12__panorama_mean,no_eligible_source_history,4
oos_geometry,core_tail_10,supported_same_room,dinov3__block3__panorama_mean,missing_model_array_for_source_or_target,5
oos_geometry,core_tail_10,supported_same_room,dinov3__block3__panorama_mean,no_eligible_source_history,4
oos_geometry,core_tail_10,supported_same_room,dinov3__cls__panorama,missing_model_array_for_source_or_target,5
oos_geometry,core_tail_10,supported_same_room,dinov3__cls__panorama,no_eligible_source_history,4
oos_geometry,core_tail_10,supported_same_room,source_frequency_or_median,no_eligible_source_history,4
oos_geometry,core_tail_10,supported_same_room,source_frequency_or_median,ok,5
oos_geometry,core_tail_10,supported_same_room,uniform_random_source_expectation,no_eligible_source_history,4
oos_geometry,core_tail_10,supported_same_room,uniform_random_source_expectation,ok,5
oos_geometry,full_p_by_8,all_other_building,dinov3__block12__faces_global,missing_model_array_for_source_or_target,9
oos_geometry,full_p_by_8,all_other_building,dinov3__block12__panorama_mean,missing_model_array_for_source_or_target,9
oos_geometry,full_p_by_8,all_other_building,dinov3__block3__panorama_mean,missing_model_array_for_source_or_target,9
oos_geometry,full_p_by_8,all_other_building,dinov3__cls__panorama,missing_model_array_for_source_or_target,9
oos_geometry,full_p_by_8,all_other_building,source_frequency_or_median,ok,9
oos_geometry,full_p_by_8,all_other_building,uniform_random_source_expectation,ok,9
oos_geometry,full_p_by_8,same_building_diagnostic,dinov3__block12__faces_global,missing_model_array_for_source_or_target,5
oos_geometry,full_p_by_8,same_building_diagnostic,dinov3__block12__faces_global,no_eligible_source_history,4
oos_geometry,full_p_by_8,same_building_diagnostic,dinov3__block12__panorama_mean,missing_model_array_for_source_or_target,5
oos_geometry,full_p_by_8,same_building_diagnostic,dinov3__block12__panorama_mean,no_eligible_source_history,4
oos_geometry,full_p_by_8,same_building_diagnostic,dinov3__block3__panorama_mean,missing_model_array_for_source_or_target,5
oos_geometry,full_p_by_8,same_building_diagnostic,dinov3__block3__panorama_mean,no_eligible_source_history,4
oos_geometry,full_p_by_8,same_building_diagnostic,dinov3__cls__panorama,missing_model_array_for_source_or_target,5
oos_geometry,full_p_by_8,same_building_diagnostic,dinov3__cls__panorama,no_eligible_source_history,4
oos_geometry,full_p_by_8,same_building_diagnostic,source_frequency_or_median,no_eligible_source_history,4
oos_geometry,full_p_by_8,same_building_diagnostic,source_frequency_or_median,ok,5
oos_geometry,full_p_by_8,same_building_diagnostic,uniform_random_source_expectation,no_eligible_source_history,4
oos_geometry,full_p_by_8,same_building_diagnostic,uniform_random_source_expectation,ok,5
oos_geometry,full_p_by_8,same_mainspace_other_building,dinov3__block12__faces_global,missing_model_array_for_source_or_target,5
oos_geometry,full_p_by_8,same_mainspace_other_building,dinov3__block12__faces_global,no_eligible_source_history,4
oos_geometry,full_p_by_8,same_mainspace_other_building,dinov3__block12__panorama_mean,missing_model_array_for_source_or_target,5
oos_geometry,full_p_by_8,same_mainspace_other_building,dinov3__block12__panorama_mean,no_eligible_source_history,4
oos_geometry,full_p_by_8,same_mainspace_other_building,dinov3__block3__panorama_mean,missing_model_array_for_source_or_target,5
oos_geometry,full_p_by_8,same_mainspace_other_building,dinov3__block3__panorama_mean,no_eligible_source_history,4
oos_geometry,full_p_by_8,same_mainspace_other_building,dinov3__cls__panorama,missing_model_array_for_source_or_target,5
oos_geometry,full_p_by_8,same_mainspace_other_building,dinov3__cls__panorama,no_eligible_source_history,4
oos_geometry,full_p_by_8,same_mainspace_other_building,source_frequency_or_median,no_eligible_source_history,4
oos_geometry,full_p_by_8,same_mainspace_other_building,source_frequency_or_median,ok,5
oos_geometry,full_p_by_8,same_mainspace_other_building,uniform_random_source_expectation,no_eligible_source_history,4
oos_geometry,full_p_by_8,same_mainspace_other_building,uniform_random_source_expectation,ok,5
oos_geometry,full_p_by_8,same_scene_other_building,dinov3__block12__faces_global,missing_model_array_for_source_or_target,8
oos_geometry,full_p_by_8,same_scene_other_building,dinov3__block12__faces_global,no_eligible_source_history,1
oos_geometry,full_p_by_8,same_scene_other_building,dinov3__block12__panorama_mean,missing_model_array_for_source_or_target,8
oos_geometry,full_p_by_8,same_scene_other_building,dinov3__block12__panorama_mean,no_eligible_source_history,1
oos_geometry,full_p_by_8,same_scene_other_building,dinov3__block3__panorama_mean,missing_model_array_for_source_or_target,8
oos_geometry,full_p_by_8,same_scene_other_building,dinov3__block3__panorama_mean,no_eligible_source_history,1
oos_geometry,full_p_by_8,same_scene_other_building,dinov3__cls__panorama,missing_model_array_for_source_or_target,8
oos_geometry,full_p_by_8,same_scene_other_building,dinov3__cls__panorama,no_eligible_source_history,1
oos_geometry,full_p_by_8,same_scene_other_building,source_frequency_or_median,no_eligible_source_history,1
oos_geometry,full_p_by_8,same_scene_other_building,source_frequency_or_median,ok,8
oos_geometry,full_p_by_8,same_scene_other_building,uniform_random_source_expectation,no_eligible_source_history,1
oos_geometry,full_p_by_8,same_scene_other_building,uniform_random_source_expectation,ok,8
oos_geometry,full_p_by_8,supported_same_room,dinov3__block12__faces_global,missing_model_array_for_source_or_target,5
oos_geometry,full_p_by_8,supported_same_room,dinov3__block12__faces_global,no_eligible_source_history,4
oos_geometry,full_p_by_8,supported_same_room,dinov3__block12__panorama_mean,missing_model_array_for_source_or_target,5
oos_geometry,full_p_by_8,supported_same_room,dinov3__block12__panorama_mean,no_eligible_source_history,4
oos_geometry,full_p_by_8,supported_same_room,dinov3__block3__panorama_mean,missing_model_array_for_source_or_target,5
oos_geometry,full_p_by_8,supported_same_room,dinov3__block3__panorama_mean,no_eligible_source_history,4
oos_geometry,full_p_by_8,supported_same_room,dinov3__cls__panorama,missing_model_array_for_source_or_target,5
oos_geometry,full_p_by_8,supported_same_room,dinov3__cls__panorama,no_eligible_source_history,4
oos_geometry,full_p_by_8,supported_same_room,source_frequency_or_median,no_eligible_source_history,4
oos_geometry,full_p_by_8,supported_same_room,source_frequency_or_median,ok,5
oos_geometry,full_p_by_8,supported_same_room,uniform_random_source_expectation,no_eligible_source_history,4
oos_geometry,full_p_by_8,supported_same_room,uniform_random_source_expectation,ok,5
oos_geometry,half_tv_all,all_other_building,dinov3__block12__faces_global,missing_model_array_for_source_or_target,9
oos_geometry,half_tv_all,all_other_building,dinov3__block12__panorama_mean,missing_model_array_for_source_or_target,9
oos_geometry,half_tv_all,all_other_building,dinov3__block3__panorama_mean,missing_model_array_for_source_or_target,9
oos_geometry,half_tv_all,all_other_building,dinov3__cls__panorama,missing_model_array_for_source_or_target,9
oos_geometry,half_tv_all,all_other_building,source_frequency_or_median,ok,9
oos_geometry,half_tv_all,all_other_building,uniform_random_source_expectation,ok,9
oos_geometry,half_tv_all,same_building_diagnostic,dinov3__block12__faces_global,missing_model_array_for_source_or_target,5
oos_geometry,half_tv_all,same_building_diagnostic,dinov3__block12__faces_global,no_eligible_source_history,4
oos_geometry,half_tv_all,same_building_diagnostic,dinov3__block12__panorama_mean,missing_model_array_for_source_or_target,5
oos_geometry,half_tv_all,same_building_diagnostic,dinov3__block12__panorama_mean,no_eligible_source_history,4
oos_geometry,half_tv_all,same_building_diagnostic,dinov3__block3__panorama_mean,missing_model_array_for_source_or_target,5
oos_geometry,half_tv_all,same_building_diagnostic,dinov3__block3__panorama_mean,no_eligible_source_history,4
oos_geometry,half_tv_all,same_building_diagnostic,dinov3__cls__panorama,missing_model_array_for_source_or_target,5
oos_geometry,half_tv_all,same_building_diagnostic,dinov3__cls__panorama,no_eligible_source_history,4
oos_geometry,half_tv_all,same_building_diagnostic,source_frequency_or_median,no_eligible_source_history,4
oos_geometry,half_tv_all,same_building_diagnostic,source_frequency_or_median,ok,5
oos_geometry,half_tv_all,same_building_diagnostic,uniform_random_source_expectation,no_eligible_source_history,4
oos_geometry,half_tv_all,same_building_diagnostic,uniform_random_source_expectation,ok,5
oos_geometry,half_tv_all,same_mainspace_other_building,dinov3__block12__faces_global,missing_model_array_for_source_or_target,5
oos_geometry,half_tv_all,same_mainspace_other_building,dinov3__block12__faces_global,no_eligible_source_history,4
oos_geometry,half_tv_all,same_mainspace_other_building,dinov3__block12__panorama_mean,missing_model_array_for_source_or_target,5
oos_geometry,half_tv_all,same_mainspace_other_building,dinov3__block12__panorama_mean,no_eligible_source_history,4
oos_geometry,half_tv_all,same_mainspace_other_building,dinov3__block3__panorama_mean,missing_model_array_for_source_or_target,5
oos_geometry,half_tv_all,same_mainspace_other_building,dinov3__block3__panorama_mean,no_eligible_source_history,4
oos_geometry,half_tv_all,same_mainspace_other_building,dinov3__cls__panorama,missing_model_array_for_source_or_target,5
oos_geometry,half_tv_all,same_mainspace_other_building,dinov3__cls__panorama,no_eligible_source_history,4
oos_geometry,half_tv_all,same_mainspace_other_building,source_frequency_or_median,no_eligible_source_history,4
oos_geometry,half_tv_all,same_mainspace_other_building,source_frequency_or_median,ok,5
oos_geometry,half_tv_all,same_mainspace_other_building,uniform_random_source_expectation,no_eligible_source_history,4
oos_geometry,half_tv_all,same_mainspace_other_building,uniform_random_source_expectation,ok,5
oos_geometry,half_tv_all,same_scene_other_building,dinov3__block12__faces_global,missing_model_array_for_source_or_target,8
oos_geometry,half_tv_all,same_scene_other_building,dinov3__block12__faces_global,no_eligible_source_history,1
oos_geometry,half_tv_all,same_scene_other_building,dinov3__block12__panorama_mean,missing_model_array_for_source_or_target,8
oos_geometry,half_tv_all,same_scene_other_building,dinov3__block12__panorama_mean,no_eligible_source_history,1
oos_geometry,half_tv_all,same_scene_other_building,dinov3__block3__panorama_mean,missing_model_array_for_source_or_target,8
oos_geometry,half_tv_all,same_scene_other_building,dinov3__block3__panorama_mean,no_eligible_source_history,1
oos_geometry,half_tv_all,same_scene_other_building,dinov3__cls__panorama,missing_model_array_for_source_or_target,8
oos_geometry,half_tv_all,same_scene_other_building,dinov3__cls__panorama,no_eligible_source_history,1
oos_geometry,half_tv_all,same_scene_other_building,source_frequency_or_median,no_eligible_source_history,1
oos_geometry,half_tv_all,same_scene_other_building,source_frequency_or_median,ok,8
oos_geometry,half_tv_all,same_scene_other_building,uniform_random_source_expectation,no_eligible_source_history,1
oos_geometry,half_tv_all,same_scene_other_building,uniform_random_source_expectation,ok,8
oos_geometry,half_tv_all,supported_same_room,dinov3__block12__faces_global,missing_model_array_for_source_or_target,5
oos_geometry,half_tv_all,supported_same_room,dinov3__block12__faces_global,no_eligible_source_history,4
oos_geometry,half_tv_all,supported_same_room,dinov3__block12__panorama_mean,missing_model_array_for_source_or_target,5
oos_geometry,half_tv_all,supported_same_room,dinov3__block12__panorama_mean,no_eligible_source_history,4
oos_geometry,half_tv_all,supported_same_room,dinov3__block3__panorama_mean,missing_model_array_for_source_or_target,5
oos_geometry,half_tv_all,supported_same_room,dinov3__block3__panorama_mean,no_eligible_source_history,4
oos_geometry,half_tv_all,supported_same_room,dinov3__cls__panorama,missing_model_array_for_source_or_target,5
oos_geometry,half_tv_all,supported_same_room,dinov3__cls__panorama,no_eligible_source_history,4
oos_geometry,half_tv_all,supported_same_room,source_frequency_or_median,no_eligible_source_history,4
oos_geometry,half_tv_all,supported_same_room,source_frequency_or_median,ok,5
oos_geometry,half_tv_all,supported_same_room,uniform_random_source_expectation,no_eligible_source_history,4
