condition,target,design,method,subset,images,groups,delta,macro_delta,lo,hi
semi,core10_p_by_19,same_building_diagnostic,dinov3__block12__panorama_mean,all_available,40,10,0.044125,0.0502101190476,-0.0175533151905,0.114396835299
semi,core10_p_by_19,same_building_diagnostic,dinov3__cls__panorama,all_available,40,10,0.00925,0.0304279761905,-0.110078207237,0.135930232558
semi,core10_p_by_19,same_building_diagnostic,dinov3__block12__faces_global,all_available,40,10,0.064,0.0662601190476,0.00266666666667,0.128442908654
semi,core10_p_by_19,same_mainspace_other_building,dinov3__block3__panorama_mean,all_available,36,12,0.0915277777778,0.0886319444444,0.0260770833333,0.150417114826
semi,core10_p_by_19,same_mainspace_other_building,dinov3__block12__panorama_mean,all_available,36,12,0.0975,0.103705357143,0.0397718450752,0.16792125
semi,core10_p_by_19,same_mainspace_other_building,dinov3__cls__panorama,all_available,36,12,0.131388888889,0.122035714286,0.0688584326788,0.195920065789
semi,core10_p_by_19,same_mainspace_other_building,dinov3__block12__faces_global,all_available,36,12,0.08875,0.101370039683,0.0338329861111,0.166541666667
semi,core10_p_by_19,same_scene_other_building,dinov3__block3__panorama_mean,all_available,37,12,0.0174324324324,0.0126299603175,-0.035930619644,0.0872073759191
semi,core10_p_by_19,same_scene_other_building,dinov3__block12__panorama_mean,all_available,37,12,0.0505405405405,0.0354474206349,0.00284045087977,0.104883680556
semi,core10_p_by_19,same_scene_other_building,dinov3__cls__panorama,all_available,37,12,0.0704054054054,0.0444970238095,0.012310515873,0.127246323529
semi,core10_p_by_19,same_scene_other_building,dinov3__block12__faces_global,all_available,37,12,0.0381081081081,0.0243878968254,0.00856707875458,0.0656421875
semi,core_tail_10,all_other_building,dinov3__block3__panorama_mean,all_available,42,12,0.0539285714286,0.0489067460317,-0.036675,0.15528219697
semi,core_tail_10,all_other_building,dinov3__block12__panorama_mean,all_available,42,12,0.15,0.20157390873,0.080258443323,0.23672833178
semi,core_tail_10,all_other_building,dinov3__cls__panorama,all_available,42,12,0.140952380952,0.107307539683,0.0561652777778,0.242523611111
semi,core_tail_10,all_other_building,dinov3__block12__faces_global,all_available,42,12,0.138333333333,0.151245039683,0.068631661442,0.213385135135
semi,core_tail_10,same_building_diagnostic,dinov3__block3__panorama_mean,all_available,40,10,0.10725,0.0899238095238,0.0139166906268,0.206606368922
semi,core_tail_10,same_building_diagnostic,dinov3__block12__panorama_mean,all_available,40,10,0.119,0.0846642857143,0.0229166666667,0.215004385965
semi,core_tail_10,same_building_diagnostic,dinov3__cls__panorama,all_available,40,10,0.097125,0.0666232142857,0.019660483871,0.165556910569
semi,core_tail_10,same_building_diagnostic,dinov3__block12__faces_global,all_available,40,10,0.09775,0.0699892857143,0.00713571428571,0.189253125
semi,core_tail_10,same_mainspace_other_building,dinov3__block3__panorama_mean,all_available,36,12,0.0578472222222,0.0799126984127,-0.0255357954545,0.166310556723
semi,core_tail_10,same_mainspace_other_building,dinov3__block12__panorama_mean,all_available,36,12,0.125347222222,0.145645833333,0.0681712837838,0.197340241935
semi,core_tail_10,same_mainspace_other_building,dinov3__cls__panorama,all_available,36,12,0.106597222222,0.078306547619,0.0490178571429,0.14383815407
semi,core_tail_10,same_mainspace_other_building,dinov3__block12__faces_global,all_available,36,12,0.0746527777778,0.0963898809524,-0.00400646551724,0.159394667832
semi,core_tail_10,same_scene_other_building,dinov3__block3__panorama_mean,all_available,37,12,0.0447297297297,0.0615307539683,-0.0575787934492,0.166069791667
semi,core_tail_10,same_scene_other_building,dinov3__block12__panorama_mean,all_available,37,12,0.113513513514,0.121413690476,0.0167607232969,0.226567286036
semi,core_tail_10,same_scene_other_building,dinov3__cls__panorama,all_available,37,12,0.0575675675676,0.0249375,-0.0259868861607,0.15244002193
semi,core_tail_10,same_scene_other_building,dinov3__block12__faces_global,all_available,37,12,0.0671621621622,0.078439484127,-0.00478934806328,0.154265371622
semi,full_p_by_8,all_other_building,dinov3__block3__panorama_mean,all_available,42,12,0.0234523809524,0.0308005952381,-0.0635398373984,0.155395230263
semi,full_p_by_8,all_other_building,dinov3__block12__panorama_mean,all_available,42,12,0.0559523809524,0.0626666666667,0.0213398417229,0.0966698717949
semi,full_p_by_8,all_other_building,dinov3__cls__panorama,all_available,42,12,0.0746428571429,0.110910714286,0.00562605606759,0.156699472403
semi,full_p_by_8,all_other_building,dinov3__block12__faces_global,all_available,42,12,0.0285714285714,0.0217554563492,-0.0350274390244,0.0831588084795
semi,full_p_by_8,same_building_diagnostic,dinov3__block3__panorama_mean,all_available,40,10,0.03175,0.03695,-0.0217292395105,0.0941416256158
semi,full_p_by_8,same_building_diagnostic,dinov3__block12__panorama_mean,all_available,40,10,0.018375,0.0230833333333,-0.0158056410256,0.0666415571284
semi,full_p_by_8,same_building_diagnostic,dinov3__cls__panorama,all_available,40,10,-0.00025,0.0118875,-0.0913648715415,0.104063803128
semi,full_p_by_8,same_building_diagnostic,dinov3__block12__faces_global,all_available,40,10,0.049,0.0448833333333,0.0133333333333,0.0923810876623
semi,full_p_by_8,same_mainspace_other_building,dinov3__block3__panorama_mean,all_available,36,12,0.0208333333333,-0.0127192460317,-0.107060606061,0.159745426829
semi,full_p_by_8,same_mainspace_other_building,dinov3__block12__panorama_mean,all_available,36,12,0.0530555555556,0.0197410714286,-0.0297413793103,0.145082859848
semi,full_p_by_8,same_mainspace_other_building,dinov3__cls__panorama,all_available,36,12,0.0476388888889,0.00399503968254,-0.0460597426471,0.137749795752
semi,full_p_by_8,same_mainspace_other_building,dinov3__block12__faces_global,all_available,36,12,0.0477777777778,0.0208938492063,-0.045503125,0.163312309838
semi,full_p_by_8,same_scene_other_building,dinov3__block3__panorama_mean,all_available,37,12,-0.0274324324324,-0.014876984127,-0.074001744186,0.0486749057112
semi,full_p_by_8,same_scene_other_building,dinov3__block12__panorama_mean,all_available,37,12,0.0363513513514,0.0367916666667,-0.00292125,0.0758947292627
semi,full_p_by_8,same_scene_other_building,dinov3__cls__panorama,all_available,37,12,0.0705405405405,0.046375,-0.00730769230769,0.146191022727
semi,full_p_by_8,same_scene_other_building,dinov3__block12__faces_global,all_available,37,12,0.0566216216216,0.0501150793651,0.00247972972973,0.11293125
semi,grade_v1,all_other_building,dinov3__block3__panorama_mean,all_available,5,3,0.413888888889,0.282407407407,-0.375,1.11111111111
semi,grade_v1,all_other_building,dinov3__block12__panorama_mean,all_available,5,3,0.413888888889,0.282407407407,-0.375,1.11111111111
semi,grade_v1,all_other_building,dinov3__cls__panorama,all_available,5,3,0.413888888889,0.282407407407,-0.375,1.11111111111
semi,grade_v1,all_other_building,dinov3__block12__faces_global,all_available,5,3,0.413888888889,0.282407407407,-0.375,1.11111111111
semi,grade_v1,same_building_diagnostic,dinov3__block3__panorama_mean,all_available,4,2,0,0,0,0
semi,grade_v1,same_building_diagnostic,dinov3__block12__panorama_mean,all_available,4,2,0,0,0,0
semi,grade_v1,same_building_diagnostic,dinov3__cls__panorama,all_available,4,2,0,0,0,0
semi,grade_v1,same_building_diagnostic,dinov3__block12__faces_global,all_available,4,2,0,0,0,0
semi,grade_v1,same_mainspace_other_building,dinov3__block3__panorama_mean,all_available,3,2,0.166666666667,0.25,0,0.5
semi,grade_v1,same_mainspace_other_building,dinov3__block12__panorama_mean,all_available,3,2,0.166666666667,0.25,0,0.5
semi,grade_v1,same_mainspace_other_building,dinov3__cls__panorama,all_available,3,2,0.166666666667,0.25,0,0.5
semi,grade_v1,same_mainspace_other_building,dinov3__block12__faces_global,all_available,3,2,0.166666666667,0.25,0,0.5
semi,half_tv_all,all_other_building,dinov3__block3__panorama_mean,all_available,42,12,0.0346334815546,0.050917802769,-0.00788963323867,0.100234866025
semi,half_tv_all,all_other_building,dinov3__block12__panorama_mean,all_available,42,12,0.0350118773134,0.0487804068114,0.00369680049709,0.0778160121046
semi,half_tv_all,all_other_building,dinov3__cls__panorama,all_available,42,12,0.0191620670995,0.00825415810538,-0.010452711591,0.0522219337726
semi,half_tv_all,all_other_building,dinov3__block12__faces_global,all_available,42,12,0.0570158455674,0.0756631283723,0.0264757862622,0.0947181347441
semi,half_tv_all,same_building_diagnostic,dinov3__block3__panorama_mean,all_available,40,10,0.0292983304513,0.0264941429042,-0.00397674418603,0.0639477556218
semi,half_tv_all,same_building_diagnostic,dinov3__block12__panorama_mean,all_available,40,10,0.0372799015975,0.0338049681599,0.00468170700573,0.0710467533507
semi,half_tv_all,same_building_diagnostic,dinov3__cls__panorama,all_available,40,10,0.0395661334816,0.0283421877941,0.00754951690826,0.0758756470008
semi,half_tv_all,same_building_diagnostic,dinov3__block12__faces_global,all_available,40,10,0.0362330265975,0.0329674681599,0.00364637320048,0.0710479352529
semi,half_tv_all,same_mainspace_other_building,dinov3__block3__panorama_mean,all_available,36,12,0.00591120672309,0.0239243738499,-0.00896348792596,0.0278365004209
semi,half_tv_all,same_mainspace_other_building,dinov3__block12__panorama_mean,all_available,36,12,0.0323991797504,0.0351788316656,0.00329914414411,0.0664822366814
semi,half_tv_all,same_mainspace_other_building,dinov3__cls__panorama,all_available,36,12,0.0426290509259,0.0368923503278,0.00731078482931,0.0817683961997
semi,half_tv_all,same_mainspace_other_building,dinov3__block12__faces_global,all_available,36,12,0.0181885316023,0.0311822046815,-0.0184448249319,0.0583226852664
semi,half_tv_all,same_scene_other_building,dinov3__block3__panorama_mean,all_available,37,12,-0.00348066000779,0.0178505884087,-0.0502217658191,0.0479812621313
semi,half_tv_all,same_scene_other_building,dinov3__block12__panorama_mean,all_available,37,12,0.00517136701921,0.0116591201547,-0.0213807604167,0.044288379203
semi,half_tv_all,same_scene_other_building,dinov3__cls__panorama,all_available,37,12,0.00103711320016,0.00460268611967,-0.028936765619,0.038621076087
semi,half_tv_all,same_scene_other_building,dinov3__block12__faces_global,all_available,37,12,0.0224290050921,0.0291552654848,-0.0102766039078,0.064025135791
semi,late_quarter_new,all_other_building,dinov3__block3__panorama_mean,all_available,42,12,0.106349206349,0.113985615079,0.0120201862374,0.259065641534
semi,late_quarter_new,all_other_building,dinov3__block12__panorama_mean,all_available,42,12,0.0764285714285,0.0721475694443,0.0234895833333,0.134101822917
semi,late_quarter_new,all_other_building,dinov3__cls__panorama,all_available,42,12,0.0546825396825,0.0441531084655,0.0308887167743,0.0686186742424
semi,late_quarter_new,all_other_building,dinov3__block12__faces_global,all_available,42,12,0.0836309523809,0.0886736111109,0.0478680555556,0.122749790488
semi,late_quarter_new,same_building_diagnostic,dinov3__block3__panorama_mean,all_available,40,10,0.0304583333333,0.0420375,-0.0114234347148,0.0949236857826
semi,late_quarter_new,same_building_diagnostic,dinov3__block12__panorama_mean,all_available,40,10,0.0316666666666,0.0448593253968,-0.0385382138858,0.105923073477
semi,late_quarter_new,same_building_diagnostic,dinov3__cls__panorama,all_available,40,10,0.0281458333333,0.028675,-0.0198549754902,0.0757590540213
semi,late_quarter_new,same_building_diagnostic,dinov3__block12__faces_global,all_available,40,10,0.02125,0.0365259920635,-0.0470713559814,0.0925821078431
semi,late_quarter_new,same_mainspace_other_building,dinov3__block3__panorama_mean,all_available,36,12,0.0243518518518,0.0332966269841,-0.012397258772,0.0631650641026
semi,late_quarter_new,same_mainspace_other_building,dinov3__block12__panorama_mean,all_available,36,12,0.0479629629629,0.0417526455026,0.00649799382715,0.088699677059
semi,late_quarter_new,same_mainspace_other_building,dinov3__cls__panorama,all_available,36,12,0.0845601851852,0.077798776455,0.0338743055555,0.134095491202
semi,late_quarter_new,same_mainspace_other_building,dinov3__block12__faces_global,all_available,36,12,0.0405324074074,0.0424669312169,-0.00500289351861,0.0866707317073
semi,late_quarter_new,same_scene_other_building,dinov3__block3__panorama_mean,all_available,37,12,0.00757882882883,0.0221215277778,-0.0351670725108,0.0742467151989
semi,late_quarter_new,same_scene_other_building,dinov3__block12__panorama_mean,all_available,37,12,0.00550675675677,0.00495188492063,-0.0175121978716,0.0377439228111
semi,late_quarter_new,same_scene_other_building,dinov3__cls__panorama,all_available,37,12,-0.00672297297292,0.00699884259267,-0.039914797794,0.0342915764792
semi,late_quarter_new,same_scene_other_building,dinov3__block12__faces_global,all_available,37,12,0.017713963964,0.0220368716931,-0.017199370155,0.0594224736591
semi,singleton_share,all_other_building,dinov3__block3__panorama_mean,all_available,43,12,0.0908072126728,0.121920864964,-0.0119059065338,0.251224085366
semi,singleton_share,all_other_building,dinov3__block12__panorama_mean,all_available,43,12,0.0659420289855,0.0693702912929,0.0164168573608,0.12350147192
semi,singleton_share,all_other_building,dinov3__cls__panorama,all_available,43,12,0.0419845574042,0.0253003312107,0.0104716769493,0.0650127509007
semi,singleton_share,all_other_building,dinov3__block12__faces_global,all_available,43,12,0.104507920458,0.12285326087,0.0476555034639,0.165713615527
semi,singleton_share,same_building_diagnostic,dinov3__block3__panorama_mean,all_available,41,10,0.0391702014846,0.0424482401656,-0.0236177463184,0.111758207071
semi,singleton_share,same_building_diagnostic,dinov3__block12__panorama_mean,all_available,41,10,0.0654604100389,0.059825741891,-0.00902130681817,0.134255983687
semi,singleton_share,same_building_diagnostic,dinov3__cls__panorama,all_available,41,10,0.0561726758572,0.042895315735,0.00628692299554,0.10871309495
semi,singleton_share,same_building_diagnostic,dinov3__block12__faces_global,all_available,41,10,0.0573303287381,0.0531590752243,-0.0154456018518,0.127935624956
semi,singleton_share,same_mainspace_other_building,dinov3__block3__panorama_mean,all_available,37,12,0.0124968842361,0.0345834509694,-0.0170041616145,0.0506484448524
semi,singleton_share,same_mainspace_other_building,dinov3__block12__panorama_mean,all_available,37,12,0.034995370865,0.0278539013322,-0.00189047222793,0.0711392345299
semi,singleton_share,same_mainspace_other_building,dinov3__cls__panorama,all_available,37,12,0.0584971334972,0.043438715572,0.00634876055789,0.104360008332
semi,singleton_share,same_mainspace_other_building,dinov3__block12__faces_global,all_available,37,12,0.03004041591,0.0404332664116,-0.0242529461279,0.0806086942325
semi,singleton_share,same_scene_other_building,dinov3__block3__panorama_mean,all_available,38,12,-0.00798054919903,0.0297428542673,-0.0778894813167,0.0791274528751
semi,singleton_share,same_scene_other_building,dinov3__block12__panorama_mean,all_available,38,12,-0.00688405797097,-0.00304484414537,-0.0483713768114,0.0399903610694
semi,singleton_share,same_scene_other_building,dinov3__cls__panorama,all_available,38,12,-0.0114225781845,-0.00444767943401,-0.0575277977263,0.0429098241735
semi,singleton_share,same_scene_other_building,dinov3__block12__faces_global,all_available,38,12,0.0412090007628,0.0507275851162,-0.0196924523666,0.11506489905
semi,within_cluster_median,all_other_building,dinov3__block3__panorama_mean,all_available,42,12,0.00785060226385,0.0094584370909,0.00355304341038,0.0123751368502
semi,within_cluster_median,all_other_building,dinov3__block12__panorama_mean,all_available,42,12,0.00697275964594,0.00626908102265,0.00384598231791,0.0106502825805
semi,within_cluster_median,all_other_building,dinov3__cls__panorama,all_available,42,12,0.00409192897313,0.00519133875553,-0.000311332794107,0.00969306149324
semi,within_cluster_median,all_other_building,dinov3__block12__faces_global,all_available,42,12,0.00933742783773,0.0102288343439,0.00492485273508,0.0144359741627
semi,within_cluster_median,same_building_diagnostic,dinov3__block3__panorama_mean,all_available,40,10,0.000647105047485,-0.000329460818475,-0.00368394500944,0.00412951373395
semi,within_cluster_median,same_building_diagnostic,dinov3__block12__panorama_mean,all_available,40,10,0.00257138495792,0.00110578700254,-0.0010034150917,0.00479943073523
semi,within_cluster_median,same_building_diagnostic,dinov3__cls__panorama,all_available,40,10,0.00482283448297,0.00279791436952,-0.00101839246127,0.0095098982714
semi,within_cluster_median,same_building_diagnostic,dinov3__block12__faces_global,all_available,40,10,0.00114857608505,-3.77088800505e-06,-0.00273750241428,0.00398216511904
semi,within_cluster_median,same_mainspace_other_building,dinov3__block3__panorama_mean,all_available,36,12,0.00316280631285,0.00428984130415,0.000247986484076,0.00659221973644
semi,within_cluster_median,same_mainspace_other_building,dinov3__block12__panorama_mean,all_available,36,12,0.00345931588742,0.00430773682433,0.000177864046586,0.00801975212529
semi,within_cluster_median,same_mainspace_other_building,dinov3__cls__panorama,all_available,36,12,0.00337109006162,0.00315216735663,-0.000205786062954,0.00706934681961
semi,within_cluster_median,same_mainspace_other_building,dinov3__block12__faces_global,all_available,36,12,0.00729414010716,0.00914151187353,0.00361727956672,0.0127661745004
semi,within_cluster_median,same_scene_other_building,dinov3__block3__panorama_mean,all_available,37,12,0.00350929471434,0.00403395480319,0.000487341114463,0.00643808624179
semi,within_cluster_median,same_scene_other_building,dinov3__block12__panorama_mean,all_available,37,12,0.00333865470827,0.00476646643375,-0.000854184539415,0.00896032770831
semi,within_cluster_median,same_scene_other_building,dinov3__cls__panorama,all_available,37,12,0.00259503644766,0.00301375471728,-0.00121626410571,0.00758011739223
semi,within_cluster_median,same_scene_other_building,dinov3__block12__faces_global,all_available,37,12,0.00717486735013,0.00936694071121,0.00271240514461,0.0130338441122
